"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20060930	Bank of Hancock County	10057	Sparta	GA	31087	
242	20060930	First Community  Bank, Xenia-Flora	3850	Xenia	IL	62899	
279	20060930	MINEOLA COMMUNITY BANK S. S. B.	28868	MINEOLA	TX	75773	
354	20060930	Bison State Bank	14083	Bison	KS	675200328	
439	20060930	PEOPLES BANK	16498	BLACKSHEAR	GA	31516	
457	20060930	LOWRY STATE BANK	10202	LOWRY	MN	563490123	
505	20060930	BALLSTON SPA NATIONAL BANK	6959	BALLSTON SPA	NY	12020	
1146	20060930	Pulaski Bank & Trust Company	17562	Little Rock	AR	72201	
1155	20060930	FIRST STATE BANK & TRUST COMPANY	17639	FREMONT	NE	680260549	
1351	20060930						
1454	20060930	Hilltop National Bank	19184	Casper	WY	82602	
1557	20060930						
1632	20060930	Sea Island Bank	5707	Stateboro	GA	30458	
1669	20060930	The Liberty National Bank in Paris	3384	Paris	TX	754610919	
1829	20060930	Allegheny Valley Bank of Pittsburgh	6058	Pittsburgh	PA	15201	
1856	20060930	Washita State Bank	22430	Burns Flat	OK	73624	
2040	20060930	FARMERS & MERCHANTS BANK	13046	TOMAH	WI	54660	
2161	20060930	LAMAR NATIONAL BANK	23597	PARIS	TX	75460	
2376	20060930	Oritani Savings Bank	28866	Washington Township	NJ	7676	
2451	20060930	Thunder Bank	10506	Sylvan Grove	KS	67481	
2554	20060930	STATE BANK OF MARIETTA	18525	MARIETTA	MN	56257	
2732	20060930	Albany Bank & Trust Co., N.A.	17230	Chicago	IL	60625	
2750	20060930	GENOA NATIONAL BANK	5408	GENOA	NE	68640	
2938	20060930	Security Bank and Trust Company of Albany	20246	Albany	GA	31701	
3252	20060930	FIRST NATIONAL BANK OF GORDON	5410	GORDON	NE	69343	
3458	20060930	Farmers Bank of Green City	16103	Green City	MO	63545	
3506	20060930	Interchange Bank	20038	Saddle Brook	NJ	7663	
3720	20060930	Bank of Clarendon	15671	Manning	SC	29102	
3953	20060930	First Capital Bank	416	Guthrie	OK	730440520	
4138	20060930	First National Bank of LaFollette	4944	LaFollette	TN	37766	
4147	20060930	Independent Bank	15134	Verona	WI	53593	
4156	20060930	KANZA Bank	13157	Kingman	KS	67068	
4231	20060930	FARMERS AND MERCHANTS BANK	16440	SYLVANIA	GA	30467	
4437	20060930	First National Bank	6795	Ronceverte	WV	24970	
4839	20060930	Austin Bank of Chicago	11694	Chicago	IL	606441997	
5005	20060930	STONEHAM SAVINGS BANK	90286	STONEHAM	MA	2180	
5069	20060930	First Credit Bank	24332	West Hollywood	CA	90069	
5135	20060930	First State Bank of Blakely	15496	Blakely	GA	39823	
5210	20060930	Adams County National Bank	7506	Gettysburg	PA	173250000	
5331	20060930	Hyde Park Bank and Trust Company	10448	Chicago	IL	60615	
5461	20060930	BANK OF AGRICULTURE AND COMMERCE	19434	STOCKTON	CA	95207	
5751	20060930	The Kearny County Bank	15194	Lakin	KS	678600067	
6039	20060930	Alma Exchange Bank & Trust	15699	Alma	GA	31510	
6057	20060930	Farmers & Merchants Bank of Hale	1651	Hale	MO	64643	
6141	20060930	TALLAHATCHIE COUNTY BANK	16567	CHARLESTON	MS	38921	
6329	20060930	ANDERSON BROTHERS BANK	9923	MULLINS	SC	295740310	
6972	20060930	FIRST INDEPENDENT BANK	1500	VANCOUVER	WA	986688904	
7009	20060930	Bessemer Trust Company	20015	Woodbridge	NJ	70951191	
7045	20060930						
7157	20060930	THE STATE BANK OF BLUE RAPIDS	15057	BLUE RAPIDS	KS	664110157	
7456	20060930						
7634	20060930	THE FOUR COUNTY BANK	15904	ALLENTOWN	GA	31003	
8033	20060930	Peoples Bank & Trust Company of Pointe Coupee Parish	23090	New Roads	LA	70760	
8417	20060930	Bank One Trust Company, N.A.	21377	Columbus	OH	432710185	
8462	20060930	PERRYTON NATIONAL BANK	3388	PERRYTON	TX	79070	
8631	20060930	Pleasants County Bank	847	St. Marys	WV	26170	
9357	20060930	Fidelity Bank	20268	Edina	MN	55435	
9553	20060930	ADAMS COUNTY BANK	14311	KENESAW	NE	689560149	
9807	20060930	Amboy National Bank	6423	Old Bridge	NJ	8857	
9955	20060930	First State Bank & Trust Co	15899	Larned	KS	67550	
10157	20060930	First National Bank & Trust Company in Larned	4709	Larned	KS	675500029	
10250	20060930	The Bank of Elk River	1607	Elk River	MN	55330	
10849	20060930	FIRST STATE BANK	15050	LONOKE	AR	72086	
10858	20060930	Platte Valley State Bank and Trust Company	16112	Kearney	NE	68847	
11145	20060930	Lake-Osceola State Bank	8172	Baldwin	MI	49304	
11640	20060930	First National Bank of Clarksdale	19070	Clarksdale	MS	38614	
11837	20060930	THE FARMERS BANK	5709	Greensboro	GA	30642	
12030	20060930	FIRST NATIONAL BANK SOUTH	17011	ALMA	GA	31510	
12058	20060930						
12142	20060930	Cleveland State Bank	12201	Cleveland	MS	387321000	
12245	20060930	BANK NORTH	15093	Crivitz	WI	54114	
12311	20060930	The Huntington National Bank	6560	Columbus	OH	43215	
12647	20060930	The Portage County Bank	10012	Almond	WI	54909	
12656	20060930	EMERALD BANK	14944	BURDEN	KS	67019	
12937	20060930	Oak Bank	20226	Chicago	IL	60611	
12946	20060930	Farmers Bank and Trust Company	1291	Magnolia	AR	71753	
12955	20060930	Bank of Nebraska	21704	La Vista	NE	68128	
13037	20060930	TRADERS BANK	848	SPENCER	WV	25276	
13103	20060930	Bristol County Savings Bank	23622	Taunton	MA	2780	
13251	20060930	ELYSIAN BANK	10185	ELYSIAN	MN	56028	
13457	20060930	FIRST NATIONAL BANK OF LEWELLEN	5425	LEWELLEN	NE	691470248	
14052	20060930	LINCOLN COUNTY BANK	9042	MERRILL	WI	54452	
14155	20060930	Farmers & Commercial Bank	9378	Holden	MO	64040	
14258	20060930	Jackson State Bank & Trust	520	Jackson	WY	83001	
14409	20060930	Citizens Bank of Massachusetts	18562	Boston	MA	21091775	
14454	20060930	First Security Bank-Evansville	8186	Evansville	MN	56326	
14650	20060930	BANK OF LOCUST GROVE	16795	LOCUST GROVE	OK	743520219	
14753	20060930	THE FARMERS STATE BANK OF BUCKLIN	18101	BUCKLIN	KS	67834	
