"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14683	14100	665	0	0	96	0	0	14100	0	0	14	
242	3727	3676	415	0	0	416	0	0	3676	0	0	52	
279	19596	19280	480	0	0	0	0	0	19280	0	0	-164	
354	975	925	49	0	0	0	0	0	925	0	0	1	
439	29151	15098	1816	12306	0	0	0	0	15098	0	0	-69	
457	2575	3239	222	0	0	884	0	0	3239	0	0	-2	
505	23239	22389	1451	0	0	762	0	0	22389	0	0	161	
1146	39953	38379	2700	0	0	1128	0	0	38379	0	0	2	
1155	12964	12156	1629	0	0	1024	0	0	12156	0	0	203	
1351	14816	13934	1632	0	0	774	0	0	13934	0	0	24	
1454	31246	28581	5172	0	0	3170	0	0	28581	0	0	663	
1557	4547	4623	252	0	0	350	0	0	4623	0	0	22	
1632	47858	39652	5129	0	2812	0	0	0	39652	211	0	54	
1669	40030	38260	1844	0	0	0	0	0	38260	0	0	-74	
1829	38966	39446	1632	0	0	2340	0	0	39446	0	0	228	
1856	12448	13979	1444	0	0	2281	0	0	13979	0	0	-694	
2040	16812	15831	1213	0	0	400	0	0	15831	0	0	168	
2161	10784	9715	1006	0	0	0	0	0	9715	0	0	63	
2376	124171	119611	5704	0	0	0	0	-1308	118303	0	0	164	
2451	3188	2847	341	0	0	0	0	0	2847	0	0	0	
2554	649	692	106	0	0	136	0	0	692	0	0	-13	
2732	64923	60393	5027	0	0	835	0	0	60393	0	0	338	
2750	4812	4692	271	0	0	166	0	0	4692	0	0	15	
2938	29591	28119	3824	0	0	2497	0	0	28119	80	0	65	
3252	12939	11717	1498	0	0	450	0	0	11717	0	0	174	
3458	2683	2420	274	0	0	40	0	3	2423	0	0	26	
3506	209106	200295	14078	0	0	6300	0	0	200295	303	0	730	
3720	20590	19072	1791	0	0	360	0	0	19072	0	0	87	
3953	6138	6614	104	0	0	580	0	0	6614	0	0	0	
4138	16897	16957	888	0	0	968	0	0	16957	0	0	20	
4147	13417	12996	418	0	0	0	0	0	12996	0	0	3	
4156	15067	14217	1853	0	0	1050	0	0	14217	0	0	47	
4231	12295	11430	756	0	0	0	0	0	11430	0	0	109	
4437	20027	18302	2013	0	0	416	0	0	18302	0	0	128	
4839	20442	18873	1983	0	0	563	0	0	18873	0	0	149	
5005	36083	33813	1916	0	0	0	0	0	33813	0	0	354	
5069	77905	70511	13794	0	0	6532	0	38	70549	0	0	94	
5135	28490	26220	2789	0	0	529	0	0	26220	0	0	10	
5210	66633	64321	4772	0	0	3426	0	0	64321	0	0	966	
5331	26918	22616	4103	0	0	853	0	0	22616	0	0	1052	
5461	32390	28691	6481	0	0	2736	0	0	28691	0	0	-46	
5751	21058	21787	1511	0	0	2330	0	0	21787	0	0	90	
6039	9592	8751	845	0	0	0	0	0	8751	0	0	-4	
6057	1563	1431	136	0	0	16	0	0	1431	0	0	12	
6141	4137	3971	226	0	0	60	0	0	3971	0	0	0	
6329	28843	25781	3180	0	0	0	0	0	25781	0	0	-118	
6972	99876	97254	6754	0	0	4250	0	0	97254	0	0	118	
7009	57753	52839	10135	0	0	6000	0	0	52839	0	0	779	
7045	11570	10883	650	0	0	0	0	0	10883	0	0	37	
7157	3909	3708	197	0	0	36	0	0	3708	0	0	40	
7456	3799	3890	269	0	0	376	0	0	3890	0	0	16	
7634	5263	4946	308	0	0	0	0	0	4946	0	0	9	
8033	9355	8104	1226	0	0	0	0	0	8104	0	0	25	
8417	983286	982629	3031	0	-2374	0	0	0	982629	0	0	0	
8462	9869	8777	1287	0	0	258	0	0	8777	0	0	63	
8631	6296	6029	314	0	0	120	0	0	6029	0	0	73	
9357	62047	58316	7445	0	0	3651	0	0	58316	0	0	-63	
9553	7250	6619	654	0	0	24	0	0	6619	0	0	1	
9807	236640	210461	64273	0	0	37000	0	0	210461	0	0	-1094	
9955	9534	9070	831	0	0	440	0	0	9070	0	0	73	
10157	4988	4865	247	0	0	110	0	0	4865	0	0	-14	
10250	29310	26486	3480	0	1340	2151	0	0	26486	0	0	155	
10849	27503	25404	2688	0	0	630	0	0	25404	0	0	41	
10858	34957	34562	2645	0	0	2250	0	0	34562	0	0	0	
11145	14768	13774	1241	0	0	280	0	0	13774	0	0	33	
11640	21717	19677	1913	0	0	0	0	0	19677	0	0	127	
11837	9798	9545	1318	0	0	1008	0	0	9545	0	0	-57	
12030	25425	22312	3670	0	0	600	0	0	22312	0	0	43	
12058	10308	9500	738	0	0	0	0	0	9500	0	0	70	
12142	19818	19278	519	0	0	0	0	0	19278	0	0	21	
12245	11496	11357	500	0	0	340	0	0	11357	0	0	-21	
12311	2271430	1694551	353680	529707	-42115	326625	0	12111	1706662	0	0	50121	
12647	7208	6905	721	0	0	418	0	0	6905	0	0	0	
12656	927	862	65	0	0	0	0	0	862	0	0	0	
12937	15073	14814	717	0	0	300	0	0	14814	0	0	-158	
12946	47278	45490	7249	0	0	5400	0	0	45490	0	0	-61	
12955	11165	10502	1255	0	0	608	0	0	10502	0	0	16	
13037	11112	11039	127	0	0	0	0	0	11039	0	0	-54	
13103	149405	139166	9048	0	0	0	0	0	139166	0	0	1191	
13251	3449	3786	840	0	0	1200	0	0	3786	0	0	23	
13457	5536	5209	331	0	0	0	0	0	5209	0	0	-4	
14052	5156	5381	616	0	0	850	0	0	5381	0	0	9	
14155	11000	10289	1616	0	0	975	0	0	10289	0	0	70	
14258	68807	60342	20793	0	0	12500	0	0	60342	0	0	172	
14409	4178882	3989847	367598	0	0	150000	0	0	3989847	0	0	-28563	
14454	6520	5680	527	464	0	144	0	0	5680	0	0	-7	
14650	3491	3025	464	0	0	0	0	0	3025	0	0	2	
14753	2922	2788	139	0	0	0	66	0	2788	0	0	61	
14865	15846	14588	1274	0	0	0	0	0	14588	0	0	-16	
15536	469343	167320	59609	267697	0	25000	0	0	167320	0	0	-283	
16337	36784	32596	4355	0	0	150	0	0	32596	0	0	-17	
16458	27025	25905	1643	0	0	847	0	0	25905	0	0	324	
16551	12854	12915	1234	0	0	1300	0	-6	12909	0	0	11	
16748	4714	4596	92	0	0	0	0	0	4596	0	0	26	
16944	4351	4325	78	0	0	90	0	0	4325	0	0	38	
16953	4892	4952	225	0	0	302	0	0	4952	0	0	17	
17110	17641	16174	2467	0	0	1000	0	0	16174	0	0	0	
17147	69986	62709	8340	7626	0	9222	0	0	62709	116	0	417	
17259	5547	5207	836	0	0	545	0	0	5207	0	0	49	
17464	313602	121739	28514	124552	41500	2850	0	0	121739	0	0	147	
17839	15350	14531	2220	0	0	1626	0	0	14531	65	0	160	
17950	15804	14844	1123	0	0	314	0	0	14844	0	0	151	
18050	32466	30203	2332	0	0	0	0	0	30203	0	0	-69	
18135	15472	14627	1098	0	0	328	0	0	14627	0	0	75	
18368	54759	47992	6954	0	0	500	0	0	47992	142	0	171	
18377	2378	2301	83	0	0	0	0	0	2301	0	0	-6	
18827	15676	15861	1386	0	0	1599	0	0	15861	0	0	28	
18836	12671	11669	1546	0	0	571	0	0	11669	0	0	27	
18854	3248	2947	343	0	0	70	0	0	2947	0	0	28	
18957	4869	4623	362	0	0	30	0	-22	4601	0	0	-64	
19356	9019	8500	1309	0	0	810	0	0	8500	0	0	20	
19730	187715	160321	15096	0	15000	2850	0	0	160321	0	0	148	
19936	16091	14663	2321	0	0	841	0	0	14663	0	0	-52	
19972	10418	10255	163	0	0	0	0	0	10255	0	0	0	
20053	4601	4093	496	0	0	0	0	0	4093	0	0	12	
20147	4721	4456	365	0	0	50	0	0	4456	0	0	-50	
