"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	TEXTA545	
	UNPOSTED DEBITS	UNPOSTED DEBITS FOR DEMAND DEPOSITS	UNPOSTED DEBITS FOR TIME&SAVING DEPS	DEMAND DEPS OF CONSOL SUBS	DEM DEP OF INSURED BR-PR,US TERR&POS	RES BALS PASSED THRU AS DEMAND DEPS	RES BALS PASSED THRU AS TIME&SVG DEP	TIME & SVG DEPS OF CONSOL SUBS	TIM&SAV DEP OF INS BR-PR,US TERR&POS	UNPOSTED CREDITS	UNPOSTED CREDITS-DEMAND DEPOSITS	UNPOSTED CREDITS-TIME & SAVINGS DEPS	UNINVESTED TRUST FUNDS HELD	INT ACCRD&UNPD ON DEPS OF CNSLD SUBS	INT ACCRD&UNPD ON DEPS IN INSRD BRCH	UNAMORTZD PREMIUMS ON TIME&SVGS DEPS	UNAMORTZD DISCOUNT ON TIME&SVGS DEPS	ESTIMATE OF UNINSURED DEPOSITS	BENFT-RESPNSV DEPSTRY INSTN INVSTMT	AMT DEM DEP REDUC IF BALS REP NET BS	INCR IN DEM DEP IF RECIP BAL GROSS	DECR IN DEM DEP IF CIPC INCLUDED	AMT OF ASSETS NETTED AGST DMND DEPS	AMT OF ASSETS NETTED AGST SVGS DEPS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	PB/PSA FDIC CERTIFICATE NUMBER	
37	117	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3925		0	0	46266		14195	82		
242	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1238		0	0	16455		5401	30		
279	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9573		425	1	58259		13718	122		
354	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	5575		736	2		
439	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8272		592	2	95068		54510	230		
457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	751		0	0	17552		6388	33		
505	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7347		570	1	157029		110890	412		
1146	0	0	0	4120		0	0	10		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10383		1078	4	225153		170078	751		
1155	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9977		333	1	78268		47723	151		
1351	0	99	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5134		0	0	35577		50099	228		
1454	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14869		0	0	187415		167319	478		
1557	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1919		0	0	18772		6605	33		
1632	0	0	0	0		0	0	0		0	0	0	0	0		34	0		0	0	0	0	0	0	0	17888		3157	8	240790		227901	762		
1669	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10636		0	0	112996		56249	191		
1829	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19821		4604	9	197087		85669	443		
1856	9	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3		0	0	32467		40870	44		
2040	5	0	0	0		0	0	0		6	0	0	0	0		0	0		0	0	0	0	0	0	0	9193		254	1	59834		58016	157		
2161	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6553		0	0	45455		38948	185		
2376	0	0	0	4		0	0	75997		0	0	0	0	19		0	0	48000	0	0	0	0	0	0	0	46458		353	1	504676		145956	981		
2451	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	579		0	0	11711		11101	34		
2554	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	3930		2170	11		
2732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9250		266	1	143229		274608	583		
2750	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1715		0	0	26045		12330	62		
2938	0	0	0	0		0	0	0		0	0	0	0	0		111	0		0	0	0	0	0	0	0	5994		604	2	91554		197895	490		
3252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4948		0	0	35177		42943	99		
3458	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	450		0	0	10897		8205	48		
3506	0	0	0	64335		0	0	34690		0	0	0	0	105		0	0	391158	0	0	0	0	0	0	0	29737		0	0	606178		600451	1995		
3720	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3876		308	1	74339		54228	261		
3953	0	173	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	438		0	0	51594		38225	201		
4138	0	20	20	0		0	0	0		0	4	23	0	0		0	0		0	0	0	0	0	0	0	9672		279	1	105425		45583	252		
4147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5458		0	0	49797		32137	156		
4156	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6228		0	0	66709		47467	207		
4231	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10498		2252	5	45467		43049	206		
4437	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6776		0	0	104905		70619	288		
4839	0	0	0	0		0	0	0		0	0	0	0	0		104	0		0	0	0	0	0	0	0	11223		2262	2	109865		97419	349		
5005	0	0	0	50		0	0	401		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16649		1559	4	176302		92195	530		
5069	0	0	0	445		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	393		0	0	117931		113943	389		
5135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10573		0	0	79443		148544	411		
5210	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	48932		909	3	459738		160200	753		
5331	0	0	0	4968		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7598		0	0	139145		75013	314		
5461	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	43891		0	0	84973		220913	687		
5751	0	2	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4349		0	0	31191		34739	96		
6039	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7394		911	3	45768		20645	79		
6057	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	575		0	0	11904		1005	8		
6141	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1050		0	0	17765		11595	38		
6329	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10014		1517	4	148475		147066	552		
6972	0	0	0	2508		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29054		275	1	368578		291555	935		
7009	0	0	0	0		0	0	202		0	0	0	0	1		0	0		0	0	0	0	0	0	0	867		890	2	53547		337095	609		
7045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4652		328	1	47749		38149	120		
7157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2410		0	0	19235		6771	32		
7456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1932		0	0	24312		11463	37		
7634	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1766		369	1	21793		17907	66		
8033	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1732		0	0	39672		21688	82		
8417	0	0	0	0		0	0	0		0	0	0	0	0		0	0	77784	0	0	0	0	0	0	0	331		0	0	95005		145808	84		
8462	1	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	2398		0	0	28085		39991	159		
8631	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2838		0	0	26775		13858	70		
9357	0	64	0	0		0	0	0		0	200	17	0	0		0	0		0	0	0	0	0	0	0	1177		360	1	47092		219631	420		
9553	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6199		341	1	28825		10854	62		
9807	192	0	0	0		0	0	0		0	0	0	0	0		0	0	541361	0	0	0	0	0	0	0	75682		4173	11	1013449		902410	2512		
9955	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2250		0	0	40635		29031	70		
10157	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1745		0	0	28169		13907	50		
10250	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	35607		4204	10	188571		116585	441		
10849	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6107		0	0	122510		92979	434		
10858	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10054		343	1	204583		104602	426		
11145	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4221		760	2	69584		43713	174		
11640	120	0	0	0		0	0	0		4	0	0	0	0		0	0		0	0	0	0	0	0	0	7663		827	3	82414		142120	293		
11837	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4286		0	0	41662		26834	107		
12030	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17442		909	3	171189		90245	453		
12058	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4428		980	2	56308		22837	120		
12142	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8141		258	1	71350		55325	205		
12245	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4585		379	1	50201		30262	128		
12311	7	0	0	3619796	0	0	0	0	0	0	0	0	118109	0	0	19601	0	9012045	0	0	0	0	0	0	0	388784		7151	19	11912565		11961630	26929		
12647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3999		455	1	27196		27687	85		
12656	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	399		0	0	8726		1867	14		
12937	34	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3461		1627	2	48088		88442	186		
12946	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25831		1055	2	217266		178264	606		
12955	53	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5154		0	0	42421		45840	151		
13037	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4672		0	0	66590		20109	111		
13103	0	0	0	21		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	46419		3100	9	391101		233289	1018		
13251	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1843		536	1	18605		6799	54		
13457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1107		0	0	8957		3422	25		
14052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2269		0	0	39797		15327	81		
14155	0	1	26	0		0	0	0		0	247	0	0	0		9	0		0	0	0	0	0	0	0	4318		0	0	51597		25399	114		
14258	0	0	0	0		0	0	0		6	0	0	0	0		0	0		0	0	0	0	0	0	0	22436		2850	9	190680		548027	1268		
14409	0	0	0	627162	0	0	0	0	0	0	0	0	0	0	0	0	0	9956850	0	0	0	0	0	0	0	585650		24779	50	9325183		13254072	33095		
14454	0	15	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1596		0	0	14178		11006	62		
14650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1289		0	0	16003		4768	19		
14753	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3409		0	0	18421		4911	20		
14865	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5745		279	1	96348		63993	253		
15536	0	0	0	188		0	0	0		0	0	0	0	0		0	0	795712	0	0	0	0	0	0	0	166905		8949	23	1505354		1239488	6068		
16337	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	21241		1007	3	199424		144507	510		
16458	2100	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	6631		1335	4	96936		63254	228		
16551	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9487		353	1	51126		49644	142		
16748	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3729		0	0	28450		6365	43		
16944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	810		0	0	19632		4199	24		
16953	55	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	464		0	0	19138		4877	21		
17110	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2232		450	1	12949		116326	187		
17147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	34259		876	3	321206		377859	870		
17259	0	16	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4548		0	0	34154		13037	66		
17464	0	0	0	0		0	0	0		338	0	0	0	0		0	0	896485	0	0	0	0	0	0	0	17193		1513	2	626989		988549	2698		
17839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9435		1212	4	64896		92829	309		
17950	0	1	4	0		0	0	0		0	88	1	0	0		0	0		0	0	0	0	0	0	0	5457		0	0	71433		69915	252		
18050	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9382		458	1	148679		82757	187		
18135	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2317		0	0	66927		80028	288		
18368	1242	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4463		267	1	133852		257443	816		
18377	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1994		771	2	16730		1515	13		
18827	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7361		0	0	86710		45417	138		
18836	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10814		965	3	78642		22122	145		
18854	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	845		0	0	20186		9534	64		
18957	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3758		0	0	25570		14540	74		
19356	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2918		0	0	45963		16622	81		
19730	294	0	0	615		0	0	0		0	0	0	0	0		0	0	371373	0	0	0	0	0	0	0	50714		701	2	846218		721034	2386		
19936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7025		513	1	69054		79651	290		
19972	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	29058		6487	47		
20053	0	0	0	0		0	0	8665		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2012		0	0	17010		16381	51		
20147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1948		0	0	33721		9815	65		
20259	0	0	0	0		0	0	0		16	0	0	0	0		0	0		0	0	0	0	0	0	0	286		0	0	29089		30366	97		
20370	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3923		0	0	69590		44314	148		
20512	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5724		501	1	43777		21600	44		
20633	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9017		0	0	122397		66860	332		
20754	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	833		0	0	8129		2419	17		
20839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5853		252	1	83277		88297	458		
20857	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	679		0	0	18107		85370	46		
20866	101	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	82070		66370	348		
21256	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1824		0	0	3735		1262	6		
21359	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1276		0	0	9726		4191	26		
21630	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2501		0	0	25800		26730	92		
21658	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7739		366	1	79696		18575	98		
22048	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6209		472	1	78064		63547	337		
22235	0	0	0	13		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14507		256	1	147683		127018	449		
22356	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5109		251	1	123810		91134	256		
22459	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5005		0	0	57868		18543	101		
22543	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3506		0	0	38939		25533	92		
22552	41	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1112		0	0	27762		10427	35		
22730	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4031		0	0	51720		21897	83		
22936	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8656		267	1	128790		55862	323		
22954	0	22	35	0		0	0	0		0	3	4	0	0		0	0		0	0	0	0	0	0	0	2006		0	0	36654		20811	85		
23036	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16879		331	1	171118		218926	576		
23045	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	959		0	0	11890		14511	36		
23241	0	0	0	201		0	0	315528		0	0	0	653	0		0	0	1186581	0	0	0	0	0	0	0	100501		1147	4	1088306		809274	1970		
23456	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4186		251	1	47879		12815	75		
23504	0	0	0	647		0	0	27955		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5009		0	0	165571		384229	814		
23540	0	0	50	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11370		271	1	72199		56640	68		
23643	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9582		365	1	72657		67738	348		
23755	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7997		251	1	49756		51827	179		
23812	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29569		1834	3	244401		442061	1071		
24006	0	0	0	3684		0	0	4835		0	12	17	0	9		0	0		0	0	0	0	0	0	0	49622		297	1	515562		226863	1206		
24266	0	0	0	11776		0	0	8406		0	0	0	0	0		0	0	681528	0	0	0	0	0	0	0	91202		1503	5	1049063		881688	3578		
24453	263	0	0	0		0	0	0		257	0	0	0	0		0	0		0	0	0	0	0	0	0	1469		0	0	34426		72875	142		
24659	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2530		438	1	16116		5716	31		
24668	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8914		1199	2	81639		33688	196		
24855	4	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	5583		2029	11		
24949	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22045		606	2	284337		173922	651		
25357	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1546		0	0	28449		36812	75		
25647	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	52		0	0	33328		54190	236		
25852	0	0	0	5		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19309		259	1	196414		119273	389		
26149	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	975		0	0	29525		9550	51		
26233	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22215		312	1	241525		182554	478		
26242	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17960		311	1	171109		91848	350		
26457	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	435		0	0	13897		4742	25		
26765	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	421		0	0	19133		23449	54		
26859	1221	0	0	0		0	0	0		47	0	0	0	0		0	0		0	0	0	0	0	0	0	12090		0	0	108248		141560	621		
26916	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8770		322	1	157820		102520	446		
27548	0	410	2	0		0	0	0		0	91	1	0	0		0	0		0	0	0	0	0	0	0	20495		0	0	112896		177054	448		
27614	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22032		4240	9	151433		63308	244		
27838	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8744		0	0	119826		158917	479		
27847	0	0	0	359		0	0	1391		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12985		2562	5	102156		76196	419		
28013	0	0	0	0		0	0	0		0	0	0	0	0		0	13	110128	0	0	0	0	0	0	0	52801		2451	6	688752		270928	1608		
28152	0	0	0	0		0	0	0		0	0	0	0	0		0	4		0	0	0	0	0	0	0	4480		0	0	32495		21596	66		
28255	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2710		0	0	62298		41475	186		
28349	0	0	0	34		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6269		0	0	56297		40831	251		
28406	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	46849		8752	11	454500		247161	1432		
28572	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5712		1035	3	32611		15671	125		
28732	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1649		0	0	38516		20122	97	n	
29104	0	170	7	1292		0	0	21142		0	0	0	0	4		0	0	254320	0	0	0	0	0	0	0	13998		311	1	367137		355354	2648		
29159	0	0	27	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	791		0	0	19877		13441	48		
29252	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4128		0	0	55269		35763	141		
29636	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	20112		575	2	235854		212186	719		
29850	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	977		0	0	30103		25448	77		
29944	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1294		808	2	36300		75641	230		
29953	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2393		0	0	27115		24293	114		
30052	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	216		0	0	8205		3174	17		
30155	0	0	0	0		0	0	0		0	0	0	0	0		0	12		0	0	0	0	0	0	0	3426		0	0	42820		18240	80		
30258	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10669		913	3	136819		107554	307		
30418	0	0	0	0		0	0	0		0	0	0	0	0		3025	0		0	0	0	0	0	0	0	2080		0	0	235728		4901	18		
30502	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25267		905	3	328940		118967	621		
30650	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7505		555	1	52811		81454	158		
30810	0	0	0	0		0	0	0		0	0	0	0	0		0	34607	536786	0	0	0	0	0	0	0	3538		23416	1	1683755		12574017	5105		
30856	0	0	0	0		0	0	0		0	0	0	0	0		0	4		0	0	0	0	0	0	0	1299		407	1	53119		99644	319		
31134	0	100	3	0		0	0	0		0	6	0	0	0		0	0		0	0	0	0	0	0	0	5332		487	1	38097		24426	117		
31255	125	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	10566		338	1	123877		72183	423	NO	
31657	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3143		379	1	40339		24387	183		
31826	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10067		996	2	101599		83227	450		
31835	0	0	0	379		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2403		0	0	29327		32399	122		
32159	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1625		875	2	68793		52377	278		
32234	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2464		257	1	26901		16515	59		
32766	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1556		0	0	24556		14423	67		
33147	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12262		0	0	91872		137702	360		
33259	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	24157		260	1	206439		246689	591		
33268	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3204		1259	2	45464		21042	126		
33549	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5002		0	0	21144		11777	68		
33727	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17231		999	2	204357		39535	161		
33754	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	516		0	0	18446		2928	16		
33772	0	0	0	1600		0	0	0		0	0	0	0	0		0	0	1068180	0	0	0	0	0	0	0	30558		739	2	811868		1339131	3537		
33839	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	602		0	0	16642		4003	32		
33857	20	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2494		0	0	25195		23407	56		
34153	0	0	0	0		0	0	0		0	0	0	0	0		37	103		0	0	0	0	0	0	0	0		0	0	377484		170649	759		
34359	0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1719		0	0	10775		6013	54		
34425	4	0	0	0		0	0	0		6	0	0	0	0		0	0		0	0	0	0	0	0	0	11155		311	1	153112		90349	496		
34434	127	0	0	0		0	0	0		137	0	0	0	0		0	0		0	0	0	0	0	0	0	9201		1568	1	75085		58590	213		
