"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
297761																																	0	16088	0	4268	56186		7		0	0			25390	2967	740	0	0	122848	344	0			0	16727	720	4098	39594	4098	1688	7018	1998	0	1925	52117	12856	10549	13652	16011	799								24	75			0	0	
298049																																	0	1790	3781	731	6357		22		8966	0			9265	0	4585	0	304	49908	0	455			0	11844	1789	0	22343	392	1168	2284	4772	3187	41	13074	7709	8886	5681	2399	277								0	19			0	0	
298218																																	0	7410	34	2312	54374		51		0	1786			15917	9726	8551	0	0	136705	7	0			0	37424	913	36158	10454	908	10677	10167	1144	2695	11741	21539	9391	27752	32141	5085	3324								0	0		0	0	0	
298245																																	0	3166	7777	0	14832		129		5643	70			9322	3036	10803	0	0	103282	0	0			0	46990	1519	42103	19036	3352	14461	23725	2276	2760	0	13150	21683	9156	7486	4496	0								0	65			0	0	
299046																																	0	153233	6429	28044	149296	44	1793	1749	4462	0	81553	0	81553	15283	71339	0	2384	700994	290	0	0	0	7705	156275	26558	113308	202761	35615	18588	48108	30662	11437	11000	369237	26151	83205	51037	10177	462	0	0	0	0	0	0	0	3583	1052	0		0	0	
299251																																	0	1140	2572	0	1952		36		1539	0			2459	0	1565	0	0	16886	0	0			0	4951	672	0	6002	702	951	3000	269	29	0	3813	2880	3684	1246	311	0								0	0		0	0	0	
299644																																	0	943	21594	27	3991		32		21152	0			11859	549	4107	0	1002	74455	0	0			0	8532	618	0	24459	257	412	3603	3278	982	0	24267	5174	12162	14856	9416	0								0	49			0	0	
299653																																	0	695	3403	460	923		86		3426	0			2848	0	1449	0	150	19394	0	0			0	5152	784	0	7092	417	194	1694	2291	248	0	3321	3261	3108	3177	1000	93								0	18			0	0	
299868																																	0	19864	0	56165	195893		52	52	0	14			0	0	0	0	0	286058	0	0			0	14081	3	14075	21996	4675	3714	3	72	344	5273	47995	63180	220	2434	14175	142659								0	0			0	0	
300009																																	0	7533	91	3924	88969	0	51	51	0	0	52417	0	52417	18331	53915	0	2538	338202	0	0	0	0	0	102268	8165	27249	101264	4722	8746	9229	7105	20726	51493	62204	25592	48643	67859	27479	2563	0	0	0	0	0	0	0	0	0	0		0	0	
300036																																	0	84387	3314	8989	51445	0	261	261	767	0	14670	0	14670	27626	26669	0	5	339564	0	0	0	0	1161	97201	24230	12183	106193	801	3364	14571	14940	20879	41770	45809	56219	49496	47082	20504	21352	0	0	0	0	0	0	0	0	0	0		0	0	
300063																																	0	9782	0	53566	74389		0		0	0			3286	2760	2174	0	0	152058	0	0			0	5982	0	5886	15615	1936	3120	830	0	96	0	21036	93546	15206	11435	4848	0								96	23			0	0	
300157																																	0	1335	3263	333	1940		65		15266	0			5822	0	2585	0	0	32895	0	0			0	2286	0	0	17447	589	509	1000	21	0	167	16626	4800	7682	1192	0	0								0	0			0	0	
300250																																	0	0	8023	0	6744		28		2423	0			3720	0	4180	0	0	31107	0	0			0	5780	100	5202	15754	623	2010	1641	1484	22	0	6705	6416	5895	5383	383	505								109	0			0	0	
300353																																	0	5431	11212	0	17407		115		14604	0			16647	0	15927	0	303	109763	3	387			0	27573	160	23127	26725	1984	8032	10964	2737	3449	259	13798	31889	18567	11623	5163	416								0	0			0	0	
300456																																	0	0	1267	0	944		0		2792	393			1478	0	1882	0	0	9913	0	12			0	1524	14	0	3376	52	213	1212	47	0	0	1024	4409	1954	857	145	0								0	0			0	0	
300531																																	0	173892	100	4707	100665	0	1898	1898	0	0	43512	0	43512	27023	5919	0	0	459219	188	0	0	0	0	96519	3698	24040	157798	28250	13701	20395	6605	1017	26269	210980	25910	77564	37374	6266	4222	0	0	0	0	0	0	0	0	1474	0		0	0	
300933																																	0	73582	19847	93	55846	0	1102	1102	7515	0	35749	0	35749	9401	18198	0	2542	289053	121	1338	1338	0	0	60796	3118	38365	148090	41768	5496	8851	2487	1806	147	173763	13629	20425	8438	9267	2092	0	0	0	0	0	0	0	0	47	0		0	0	
300942																																	0	3783	2540	130	9925		142		4278	0			24136	1412	5008	0	4	69749	27	0			3867	14441	3717	6133	19105	1833	2431	4784	1687	1114	2453	17239	9454	13478	12441	1682	583								260	0			0	0	
300960																																	0	24438	1671	4888	36665		187		16504	0			40277	1806	6416	0	175	148415	550	0			0	12675	1084	2603	51729	1222	225	705	1866	1977	6642	78700	9471	14060	21094	10398	1348								895	1284			0	0	
301640																																	0	580	12200	395	3628		531		6469	0			7017	905	4751	0	0	51265	0	0			493	13932	857	5828	9870	406	359	3359	3943	5153	701	7292	3942	8001	10064	6587	1385								0	0			0	0	
301800																																	0	77213	0	0	59889	0	266	266	0	0	14299	0	14299	35422	2565	0	0	472992	0	0	0	0	0	248852	34416	189779	42387	3093	30129	71139	62657	51138	30158	66151	14410	55260	18369	53161	5355	0	0	0	0	0	0	0	0	70	0		0	0	
302030																																	0	0	2318	1162	6235		37		3000	0			539	1	1527	0	0	27028	0	0			0	11799	410	11217	3291	839	1019	3446	5344	340	811	8338	603	2675	2880	733	0								0	0			0	0	
302133																																	0	0	955	0	0		13		3357	0			82	0	1337	0	0	6279	0	0			0	535	0	535	4812	115	360	60	0	0	0	2381	2363	766	166	0	0								0	0			0	0	
302450																																	0	2758	2128	0	15621		46		1247	0			7039	0	3052	0	0	43690	0	0			0	11799	0	450	15087	686	2074	8298	620	0	0	6448	8393	14341	2433	0	0								0	0			0	0	
302553																																	0	42	7030	0	400		0		19681	0			7559	0	4409	0	0	42937	0	2175			0	1641	0	0	6422	0	25	114	249	1253	0	10537	5062	6918	7074	11599	47								0	0			0	0	
302656																																	0	46686	37985	26564	80750	368	491	123	94029	0	46368	0	46368	1816	6532	0	11453	389020	0	15522	15522	0	0	17528	2721	267	136811	946	1795	4535	9585	136	531	148779	37362	88865	71586	14973	7641	0	0	0	0	0	0	0	125	450	0		0	0	
302665																																	0	1377	3419	0	8075		143		1558	0			1212	0	10158	0	362	45229	326	0			478	18103	1039	1288	16939	1139	4295	9563	1674	1025	358	4682	8334	8880	4070	1470	0								0	109			0	0	
303550																																	0	49515	38295	11310	253107	125	1077	952	36426	0	102784	0	102784	87698	19187	0	19518	856806	208	6392	6392	0	779	185382	42712	71112	208263	65782	25944	49650	21739	5357	14259	360243	46867	126831	108628	23184	4200	0	0	0	0	0	0	0	1103	2508	0		0	0	
303653																																	0	3115	6132	663	18775		1710		1466	2			9218	0	7250	0	44	69822	0	0			1597	21449	0	15524	21497	2573	6440	10330	1996	0	110	11758	16782	15407	4173	253	0								0	0			0	0	
303701																																	0	0	406	803	7192		164		448	2			10631	8774	6880	0	25	66405	26	0			0	30019	933	15293	6489	4041	3516	7229	2189	9717	3001	15327	6878	5705	7299	889	50								0	156			0	0	
303747																																	0	0	31	0	16981		0		20	0			2739	0	2175	0	0	29090	0	0			0	7137	0	148	5504	332	677	2993	1445	1663	0	1389	3106	8978	3103	5368	0								0	7			0	0	
303952																																	0	4599	43116	427	15981		90		48233	0			19079	0	8554	0	201	171038	0	33			0	30617	33	17668	102793	2800	9922	15429	2065	228	45	62386	27685	33445	10374	2729	2617								0	75			0	0	
304034																																	0	232654	909	762	62128	0	51	51	0	0	14351	0	14351	7865	4839	0	3612	353125	0	0	0	0	31	25174	780	14525	274851	15685	3857	4715	486	376	0	270012	8345	35302	6974	5119	74	0	0	0	0	0	0	0	0	0	0		0	0	
304155																																	0	163	1383	0	492		54		682	0			625	0	2939	0	75	11142	0	0			0	4729	0	0	2164	50	2	159	246	3773	499	839	1273	1264	1211	1613	191								0	0			0	0	
304173																																	0	13367	49	1873	3053	0	5	5	0	0	0	0	0	6774	2417	0	0	286480	746	0	0	0	0	227034	32654	5134	5015	1110	1931	3932	1923	51027	165671	7321	3903	1403	3606	28437	15141	0	0	0	0	0	0	0	0	0	0		0	0	
304520																																	0	1354	2106	582	9739		23		1394	0			9414	2057	3446	0	476	58787	184	0			0	28053	0	0	33844	5959	5733	12365	3671	0	325	13380	8771	6388	1778	582	0								0	327			0	0	
304762																																	0	290	889	18	823		55		2107	0			2470	0	3241	0	0	12499	0	0			0	2593	13	41	4003	41	18	317	765	1452	0	2554	2057	2568	2287	439	0								0	0			0	0	
304913																																	0	0	0	4025	0	477700	567520	89820	0	0	53600	0	53600	0	7775	0	0	632920	0	0	0	0	0	0	0	0	628462	0	0	0	0	0	0	527218	101314	428	0	3233	726	0	0	0	0	0	0	0	0	0	0		0	0	
305059																																	0	820	1753	0	621		0		4750	415			693	0	2065	0	0	11037	0	0			0	313	0	0	3943	78	0	0	188	47	0	5813	1301	846	897	1459	379								0	22			0	0	
305152																																	0	193	4697	0	10032		21		11218	0			6982	185	4006	0	0	45438	0	292			0	7354	419	0	26399	256	223	1275	1432	4136	0	18696	10477	2949	4227	1736	0								0	39			0	0	
305237																																	0	2962	890	3	7394		3192		55	0			35873	666	13839	0	1083	100210	0	0			0	32791	344	27340	36452	3082	5262	11391	10044	1537	1261	15576	12532	15152	21820	806	694								1030	88			0	0	
305433																																	0	53	186	0	4566		253		165	0			5869	131	2733	0	0	18640	0	0			0	4618	3	1048	7402	1	1100	475	1162	674	1188	2019	4300	4029	2018	1259	86								63	0			0	0	
305442																																	0	31821	2795	1042	43846		35		1348	0			17753	0	8182	0	3757	184301	0	0			0	63633	10089	12512	79519	25596	16087	13473	5980	2202	264	31902	17062	32550	30821	7196	27								0	0			0	0	
305648																																	0	642	5445	7	1685		16		8495	0			3496	1084	2555	0	64	28045	0	0			0	4224	332	190	7769	326	488	1048	529	1572	261	6112	3190	5500	4364	3968	687								0	0			0	0	
305750																																	0	0	159	517	14457		814		0	0			39	0	15075	0	0	35798	56	0			0	4241	552	2650	2382	6	1343	1096	630	1166	0	3737	8661	6548	8662	4002	0								0	0			0	0	
306056																																	0	0	1526	0	283		11		1952	0			810	0	1058	0	0	8475	0	0			0	2835	0	0	2184	32	7	91	671	2004	0	1185	960	1485	765	1190	53								0	0			0	0	
306140																																	0	209	8162	0	1620		18		5756	0			2014	0	2193	0	0	28055	0	0			0	7933	52	0	12038	697	1518	5581	129	8	0	4954	4869	6400	2157	637	536								0	98			0	0	
306159																																	0	78261	792	1351	80616	0	492	492	13	99	43006	0	43006	14232	6276	0	4050	271961	0	501	501	0	0	38468	3543	3740	105397	6694	9792	21517	242	91	93	136261	27782	54293	7843	5023	1685	0	0	0	0	0	0	0	0	360	0		0	0	
306337																																	0	1640	10791	1472	15591		20		21620	0			17339	263	9626	0	69	116739	0	0			0	37392	859	322	39286	2078	2705	17541	10101	109	4473	18366	18654	24838	15419	774	1008								0	57			0	0	
306739																																	0	0	3170	0	1326		0		4088	0			4812	0	1823	0	0	17211	0	0			0	1992	0	0	5655	82	165	444	1255	0	0	1316	6906	4130	2736	0	0								0	0			0	0	
306908																																	0	6072	3770	1918	82336	0	306	306	320	0	27091	0	27091	23988	9186	0	0	249175	0	0	0	0	27091	89153	4084	10674	26931	350	1596	12229	14706	24544	35380	25358	15692	35965	31539	40091	9677	0	0	0	0	0	0	0	0	951	0		0	0	
307062																																	0	35575	18657	3744	40427	0	38	38	60859	0	49580	0	49580	3372	12446	0	1435	238876	0	0	0	0	202	9455	1817	3983	112633	4880	1080	1431	2038	27	0	172449	15957	18646	16869	3757	1695	0	0	0	0	0	0	0	849	622	0		0	0	
307334																																	0	4613	1271	2424	21070		0		2404	0			1428	850	10711	0	76	62038	0	0			0	16331	860	2375	33522	2467	2666	6771	1381	2399	639	23318	6025	8468	4550	1394	931								0	0			0	0	
307361																																	0	42704	944	1442	57203		149		928	0			39916	0	11027	0	846	188877	0	0			854	32204	1514	14096	57540	3824	7659	13184	5394	2143	0	44154	40114	49516	16889	5953	0								0	0			0	0	
307679																																	0	77436	17762	5440	107309	0	1037	1037	21404	0	100412	5718	106130	19490	7784	0	6373	412200	592	0	0	0	3251	35548	4496	15570	135304	8335	8178	3112	2479	11466	1868	199752	37434	75424	21543	31818	4686	0	0	0	0	0	0	0	1492	1091	2804		0	0	
307745																																	0	3287	13926	1261	9341		885		23288	0			4639	2266	5168	0	1115	68577	0	0			0	3352	38	3067	26129	424	1755	919	120	134	0	25412	14993	6703	8739	8390	987								0	11			0	0	
307932																																	0	1431	135	0	704		3		397	0			980	0	1913	0	222	11863	0	0			0	5816	262	0	4423	759	803	923	1963	644	354	1071	1758	1571	1130	367	0								0	0			0	0	
307950																																	0	5021	12254	505	3948		224		7615	0			5771	376	5510	0	0	71636	0	346			16	29279	729	5912	17086	1848	4243	3583	1169	7795	10641	9302	10677	5415	6228	6005	4730								0	58			0	0	
308247																																	0	4245	1076	0	2908		15		1180	0			1161	425	1682	0	0	19435	0	0			0	4812	1931	0	6549	656	138	1491	1747	253	214	2769	2986	3711	3971	1186	0								0	0			0	0	
308256																																	0	779	6372	235	2407		3		4959	0			2449	642	2100	0	0	26019	0	0			0	5913	112	5	4887	142	548	1817	281	2506	559	4698	1199	5852	6277	1199	278								0	48			0	0	
308340																																	0	4177	27334	1934	10117		0		22105	0			8223	384	3127	0	0	101455	0	0			0	20825	3229	9212	27714	447	3627	4534	2623	6152	3442	8221	22785	8749	7569	19613	13640								0	0			0	0	
308443																																	0	33116	18414	5610	86502	4819	6067	1248	745	0	42802	0	42802	662	8633	0	0	261054	0	0	0	0	1376	54171	4173	18380	155183	11644	24630	14840	966	101	1758	41628	78453	36917	21647	22071	6166	0	0	0	0	0	0	0	0	159	0		0	0	
308649																																	0	82125	54606	49176	115526	13	168	155	68585	24	61271	0	61271	40877	66590	0	5742	656288	0	5540	5540	0	8123	94399	11344	71702	204533	6606	20109	28733	16398	15644	5664	242913	26050	119767	145907	22886	1600	0	0	0	0	0	0	0	0	339	0		0	0	
308836																																	0	4400	104	10100	15926		2574		0	0			3931	1647	222	0	0	45664	0	0			0	6374	386	260	13577	495	993	1762	3090	34	0	5476	5555	11371	15705	1089	0								0	0			0	0	
309150																																	0	17607	7718	775	32428		0		46	0			11846	0	3640	0	0	103251	0	0			0	29191	0	28711	42392	5947	9212	12830	727	475	0	36445	9195	21126	6007	1234	43								0	0			0	0	
309570																																	0	241933	1850	19296	299588	2694	2694	0	0	1437	63464	0	63464	76983	7709	0	0	898687	0	0	0	0	0	156078	27155	83995	510132	108372	2304	2108	1668	20144	20462	214874	184582	170154	67784	97436	5263	0	0	0	0	0	0	0	0	1937	0		0	0	
309655																																	0	1661	6893	0	690		0		7002	135			19374	0	3001	0	0	47698	7	0			0	8505	579	200	8774	309	702	2691	3385	1418	0	18459	3932	8956	4793	976	1898								0	0			0	0	
309758																																	0	535	11346	473	12822		18		17180	0			7519	1723	949	0	211	64186	0	0			0	10991	167	5821	16575	543	2983	1932	730	4627	0	24700	6613	16027	4010	1018	584								0	252			0	0	
309851																																	0	513	11856	1115	5336		0		8928	0			4884	25	1156	0	0	47340	0	0			324	12811	611	0	9585	0	341	2279	4299	5893	0	4459	4899	5340	11656	8035	0								0	105			0	0	
310437																																	0	6166	0	184	28331		78		0	0			22716	134	2311	0	0	64403	59	0			0	3975	567	1988	27487	774	275	1272	1446	0	0	19474	19316	7375	12995	1182	10								0	0			0	0	
310727	3978061	0	785	0	1423446	0	268253	0	2845	5780449	3443	3581	0	3310	2016676	3181023	199956	719919	701296	336367	18536	0	90000	0	0	0	0	16921	0		0	0	90000	932512	2977	140609	1931077	0	0	0	785		1423446	0	1423446	347411	268253	0	2845	5780449	3443	3581				607988	15487	255145		178260	38866	61187	44225	111217	167658							90000			0	0			0	16921					
310754																																	0	3056	4293	0	9073		75		332	0			12443	677	798	0	0	45034	0	0			2281	9027	5189	1921	20005	1985	379	5279	0	0	0	23381	3277	6293	1255	230	0								0	71			0	0	
310875																																	0	38183	2783	2693	32791		148		433	0			8791	15451	2245	0	879	210829	0	0			0	101001	4955	81151	36858	8057	14378	49803	11695	15182	1501	39551	15365	34506	11327	8140	629								0	476			0	0	
310950																																	0	0	1723	138	713		2		10683	0			2601	0	304	0	0	16219	0	0			0	55	0	0	13278	0	0	41	14	0	0	10899	3423	896	946	0	0								0	0			0	0	
310978																																	0	123255	125	430553	35812	0	17	17	0	0	0	0	0	43939	0	0	0	1316039	4504	0	0	0	0	658219	28487	481659	114866	80548	173655	352764	38932	767	975	58203	107390	417385	65327	4224	1130	0	0	0	0	0	0	0	136	0	0		0	0	
311050																																	0	8688	3186	638	44214	0	177	177	1953	0	31817	0	31817	1280	35469	0	4548	234072	0	13206	13206	0	0	85689	2142	3264	36695	4140	2107	2053	3843	58761	14785	50057	22956	31733	26158	16893	172	0	0	0	0	0	0	0	1065	0	0		0	0	
311144																																	0	0	0	0	2767		0		2128	0			9023	0	2823	0	0	23662	0	0			0	6921	0	0	7278	111	993	2530	3241	38	0	1283	4866	7798	2220	549	0								0	0			0	0	
311256																																	0	2117	1152	926	20760		180		256	0			11616	6284	7695	0	125	60052	0	821			0	7207	211	0	26001	476	1375	3718	428	683	527	16627	7523	19238	7551	756	1150								318	384			0	0	
311265																																	0	938	7904	366	5578		0		2943	0			5204	0	11002	0	3	55912	0	0			0	20491	1483	16051	11219	3668	12632	1613	2475	103	0	5283	6088	6129	8322	6817	2210								0	0			0	0	
311452																																	0	0	294	0	2388		42		2190	0			132	0	8372	0	122	29899	0	43			0	16316	0	3477	10751	1918	5083	8065	619	506	0	2918	2063	5152	2881	417	0								0	0			0	0	
311603																																	0	50006	0	13304	97763	0	1306	1306	0	0	27936	0	27936	24227	4998	0	0	453087	0	684	684	0	4703	211132	21521	176311	30326	4928	11552	53076	48394	78943	13424	61016	24184	58628	62816	28117	3958	0	0	0	0	0	0	0	0	210	0		0	0	
311649																																	0	1119	1607	1240	4374		10		1115	0			6667	494	1685	0	0	31097	5	0			0	11689	1079	1301	7624	984	1320	2550	1443	2488	2899	3234	3136	4044	4630	1432	2937								0	23			0	0	
311658																																	0	1938	0	0	9430		0		0	0			3041	0	3692	0	694	34772	0	0			0	13576	2401	0	12037	932	3319	5791	1746	1387	401	3084	4702	6938	5873	596	0								0	0			0	0	
311845																																	0	869205	151928	110456	1417151	2398	33488	31090	63856	7737	679496	0	679496	219522	625382	0	13664	6045511	735	15075	15075	0	0	1462069	280387	563717	2046605	355645	294256	388765	290424	110528	6602	1914731	718711	899602	670460	318900	24938	0	0	0	0	0	0	0	78882	25685	0		0	0	
311939																																	0	7631	69	2156	38203		19		200	0			8962	80	1765	0	1767	63464	0	0			0	2244	368	264	16344	130	331	606	610	346	221	25207	6802	12133	13870	1199	1847								0	0			0	0	
312244																																	0	7105	80393	7390	21138	208	478	270	7209	802	6915	0	6915	9835	7861	0	0	288147	104	0	0	0	0	133979	5948	35972	31337	1947	4757	20184	11432	49505	45918	37580	11151	58979	34470	9273	2775	0	0	0	0	0	0	0	0	0	0		0	0	
312356																																	0	0	9029	0	7622		340		6334	0			12218	0	12743	0	0	75234	0	0			0	26948	0	26948	47924	5001	15921	4238	427	579	167	11122	15880	12788	3496	2357	178								0	0			0	0	
312431																																	0	5769	1005	230	12662		19		1702	0			6803	0	1539	0	0	34978	0	0			0	5093	146	444	13065	706	658	2744	260	212	0	8494	8131	3894	7860	457	0								0	10			0	0	
312730																																	0	249937	0	130202	349490	3240	4237	997	0	2828	154021	0	154021	43851	3668	0	1279	1010321	1065	0	0	0	0	65159	8974	22885	482295	24438	4750	14662	11988	3198	6027	503242	48273	173975	190218	18310	1770	0	0	0	0	0	0	0	0	568	0		0	0	
312954																																	0	12353	12216	3786	56450		209		15700	0			37505	2235	10844	0	2128	179762	0	0			0	24937	1345	258	99201	1531	9310	11975	976	1145	0	72657	22314	39893	12041	6918	224								0	54			0	0	
313009																																	0	2470	10	5746	35946		146		0	0			18494	1220	932	0	0	67021	0	0			2073	2034	9	1212	10877	86	260	129	743	380	300	17621	2160	17583	16113	11478	0								0	14			0	0	
313157																																	0	0	5477	0	1033		64		3763	0			1508	0	1972	0	589	16885	0	0			0	2420	6	31	5798	106	558	1389	327	40	0	1686	3753	4143	2809	1471	400								53	0			0	0	
313223																																	0	2829	21717	1526	11583		3		4782	73			9151	1319	3666	0	781	82541	44	0			0	24498	407	17117	11980	2796	8516	4691	1657	3199	3511	18427	16263	10189	5052	6894	195								323	0			0	0	
313241																																	0	13700	176	1129	31787		29		542	0			6696	289	3432	0	4194	81324	0	0			0	17010	1501	5590	38474	4976	5206	2475	2990	707	467	19087	9205	12342	14209	5319	4097								839	0			0	0	
313401																																	0	8936	2025	3583	24630		62		67	0			13398	5712	1626	0	0	99192	58	0			1090	34641	4077	2495	18750	364	93	199	1121	14838	18026	15586	2663	8504	12382	15051	10256								431	62			0	0	
313531																																	0	62067	10080	3385	58486		941		3763	0			28527	7365	8321	0	10212	241160	17	0			9772	44574	3245	13616	96634	15278	5002	9504	12865	1653	225	108852	15826	27334	36553	7857	0								0	211			0	0	
313577																																	0	6869	0	4320	14253		5		0	0			11303	2491	9941	0	2429	137371	0	0			0	82223	3331	75336	14367	9679	7423	28727	28155	5021	2213	10898	7782	14704	15404	5195	1009								141	65			0	0	
314033																																	0	7770	4196	0	29160		0		9661	0			12742	0	16707	0	803	114744	0	0			0	32340	1365	5584	63769	7608	4666	12162	6861	812	19	33513	17992	18438	6940	4370	897								0	0			0	0	
314257																																	0	7997	3064	1494	64241		118		1204	0			35809	11064	5271	0	1259	159637	0	0			0	24389	2938	612	62195	1637	3994	15679	2547	274	65	85930	10736	24377	7740	5171	1243								518	271			0	0	
314444																																	0	3338	2438	0	4662		88		0	0			14609	0	12296	0	219	68806	0	0			0	30784	372	0	19944	2303	4073	11173	5850	7178	207	4577	8991	11988	9366	2933	0								0	0			0	0	
315339																																	0	1843	1108	43	4576		2		2062	0			4319	105	2524	0	663	26000	0	0			0	8244	511	4944	7723	370	445	1461	1406	1650	2912	4304	3942	3197	4660	877	776								0	0			0	0	
315348																																	0	51	3	0	603		11		221	0			388	0	3804	0	0	10554	0	0			0	5463	10	1085	2433	313	772	2822	1209	37	0	513	835	1963	1586	74	0								0	0			0	0	
315357																																	0	2879	5438	361	5448		37		7638	0			12772	89	2679	0	1751	51064	0	0			0	10785	1187	8914	14387	2754	6093	433	276	787	442	17018	11510	5381	2347	3489	469								0	0			0	0	
315629																																	0	11388	126	2648	171636	0	0	0	30	0	60641	0	60641	15471	2726	0	3421	338081	0	0	0	0	0	52468	10865	13862	50136	2445	2913	10056	3455	20754	12729	84452	34967	76857	60903	20799	6247	0	0	0	0	0	0	0	125	6536	0		0	0	
315656																																	0	20060	830	776	43271		383		0	0			17923	0	4240	0	0	103392	0	0			0	13179	2730	3886	61070	5133	2555	3940	1168	83	0	53322	17612	8613	5344	298	0								0	0			0	0	
315674																																	0	15062	975	16434	15817		0		0	0			0	6580	1491	0	375	149383	0	0			0	89760	2889	0	42889	5276	16498	41267	5242	21150	296	7355	13760	31302	3113	3710	375								0	0			0	0	
315852																																	0	15753	45459	7576	42792		110		37740	0			19411	14644	15847	0	2268	224344	531	361			0	15419	5367	10298	45832	1996	2942	3881	3760	2397	368	52061	26904	51514	50093	24627	2242								1114	1014			0	0	
316354																																	0	14244	0	2250	77390		0		0	280			64589	9565	3401	0	0	213396	115	520			0	34732	6510	11981	76735	8618	9902	9650	6258	0	173	90319	4783	38514	38289	6874	0								117	193			0	0	
316840																																	0	100534	4177	135281	454833	1009	14667	13658	0	0	57065	0	57065	244170	17995	0	4392	2139036	0	0	0	0	0	1034338	68117	729361	134723	64385	207440	389521	272677	92718	4132	508995	201784	258660	92482	40857	184	0	0	0	0	0	0	0	2911	556	0		0	0	
316859																																	0	9767	2814	1252	12814		184		1242	0			11589	0	9503	0	643	71246	0	458			0	18469	2511	4868	22752	4724	2511	2654	4357	2905	1259	31156	3166	5318	8670	4162	145								0	0			0	0	
316916																																	0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	
316934																																	0	104	4476	0	3553		75		6009	0			2305	0	1127	0	0	19181	0	0			0	1532	0	0	9305	160	148	1224	0	0	0	3536	6768	6622	631	92	0								0	0		0	0	0	
317100																																	0	16267	0	2338	48781	0	114	114	0	40	19037	0	19037	14689	1614	0	0	251733	0	0	0	0	0	142043	6763	72867	10682	2599	2320	24621	33788	46927	31788	43164	10032	31867	11200	6482	6945	0	0	0	0	0	0	0	0	87	0		0	0	
317258																																	0	6510	27876	104	37120		313		11404	18			18225	3121	6713	0	15	146816	0	0			0	34832	497	7644	47203	2856	8603	1881	2377	16545	2525	57560	22598	14257	12881	4350	66								0	86			0	0	
317342																																	18118	123404	10148	24112	391956	0	1223	1223	0	0	196223	0	196223	84353	31977	0	21551	1121323	962	2384	2384	0	0	163634	51614	556	261461	38894	10702	48641	42056	19134	3841	416524	47501	193209	220511	63212	12129	18118	0	18118	0	0	0	0	0	1588	0		0	0	
317650																																	0	430	0	0	623		0		420	0			1834	0	1154	0	22	7799	0	0			0	3220	77	2341	1143	53	899	530	593	790	353	845	672	739	372	1607	344								0	19			0	0	
317735																																	0	864	5424	134	7506		308		3619	0			9686	0	4536	0	2430	51234	0	0			120	15191	1536	0	28150	3705	2821	8048	461	156	0	9666	12265	8672	2166	2444	730								0	0		0	0	0	
318639																																	0	0	425	0	891		13		2175	83			683	0	1312	0	110	10072	0	0			0	4011	452	0	3361	189	352	1798	1313	145	39	378	2464	974	1863	382	0								0	0			0	0	
318835																																	0	20866	0	662	53918		6494		0	0			18160	3205	14604	0	0	126743	0	0			0	6659	2103	2708	24943	400	1145	467	3802	710	135	35019	15398	23548	20383	8198	15581								0	72			0	0	
319047																																	0	1984	3050	523	10128		53		2554	506			8723	6892	17346	0	2209	93685	0	0			0	37370	1878	22638	17441	1037	912	8096	13031	3714	10260	10218	5275	11176	16937	9767	2652								975	0			0	0	
319458																																	0	2283	7551	0	6005		336		6059	0			8389	0	3610	0	0	38603	23	75			70	4270	48	637	13076	77	660	1527	1702	304	0	15319	6829	7111	4763	312	0								0	0			0	0	
319542																																	0	0	14701	0	29247		273		17869	0			20043	2634	2294	0	251	96420	0	0			0	9000	0	82	39581	870	875	3211	2581	551	912	18944	20637	26235	11193	9683	247								38	70			0	0	
319551																																	0	4940	9559	0	2461		53		34125	0			20118	0	1099	0	1265	76882	0	195			0	2863	15	539	38629	0	528	175	213	1150	758	42673	14260	7435	3795	4325	1002								144	45			0	0	
320034																																	0	704	7083	0	6526		0		1920	0			7287	0	8640	0	0	42041	712	0			0	10448	0	58	20422	916	1733	5192	839	1391	0	7519	13154	7074	3802	383	0								145	0			0	0	
320052																																	0	47539	10633	4337	117054	0	0	0	22861	0	128551	0	128551	0	18054	0	2868	381195	0	17	17	0	0	27027	2254	23155	96593	12633	3135	7003	516	3271	469	256086	16301	34995	38548	6633	992	0	0	0	0	0	0	0	0	0	0		0	0	
