"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1351																																					0	2168	0	35245	3880	0	1006	0	1167	105791	90928	668	91596	0	1126	0	0	0	14195	240	105791	0	0	13545	0	530	0	10715	80213	9	0	58453	57327	-120	4998	0	0	0	
1454																																					369	23764	72	0	149102	0	3221	43	4531	391547	361280	438	361718	0	1337	0	0	0	29829	1000	391547	0	0	30488	0	1214	605	93960	267320	2	0	188777	187440	-2873	22400	0	0	0	
1557																																					50	1207	0	868	10223	0	169	0	775	34531	27663	260	30035	0	378	0	2112	0	4496	200	34531	0	0	3576	0	800	0	4190	23473	4	0	18244	17866	-80	3373	0	0	0	
1632																																					114	9007	0	0	31675	0	9198	40	9267	498023	401009	3409	456113	0	6267	0	34000	0	41910	1900	498023	0	0	14739	0	25556	0	42060	358949	2	28	444989	438722	-313	0	0	12370	5325	
1669																																					2511	7765	1701	67844	51324	0	1681	0	8900	222731	183016	882	184041	0	1444	0	143	0	38690	800	222731	0	0	38016	0	800	0	34493	148523	4	0	69050	67606	-926	13399	0	0	0	
1829																																					11305	4680	0	0	108733	0	2563	554	4308	310441	260618	1023	270826	0	3179	0	5000	0	39616	390	310442	0	0	35715	0	3100	0	54789	205829	2	0	181477	178298	411	0	0	0	4185	
1856																																					83	429	0	111364	88124	0	540	0	5261	222441	81270	779	209799	0	133	98	74000	0	12642	400	222441	0	0	2369	0	13882	0	1777	79493	4	0	16610	16477	-4009	65	0	3750	50000	
2040																																					64	3372	0	0	26429	0	2245	145	3791	158349	121042	476	142423	0	1761	0	18968	0	15926	480	158349	0	0	11108	0	4270	351	12760	108282	4	0	123713	121952	68	0	0	1937	0	
2161																																					3500	3265	0	79	27215	0	1473	0	3385	97711	86944	746	87690	0	535	0	0	0	10021	1000	97711	0	0	8075	0	1253	0	17709	69235	1	0	56259	55724	-307	3070	0	0	0	
2376																																					70	6382	250	313761	29752	2702	8566	507	44432	1014119	709984	12693	892623	69	6565	0	164743	0	121427	500	1014119	0	0	120895	0	0	0	15519	694465	2	0	612462	605897	32	1800	0	5203	0	
2451																																					1393	458	0	0	0	0	189	0	991	30233	22481	388	27267	0	192	750	4398	0	2966	50	30233	0	0	612	0	2304	0	2022	20459	5	0	26494	26302	0	150	0	0	0	
2554																																					0	338	0	3	2539	0	87	0	123	6992	6366	31	6397	0	51	0	0	0	595	50	6992	0	0	105	0	550	0	1493	4873	4	0	3173	3122	-110	780	0	0	0	
2732																																					0	13799	1287	0	56786	0	6564	381	4550	528716	462521	4434	467246	0	3528	0	291	0	61470	2320	528716	0	0	56051	0	3728	40109	79106	383415	2	0	395068	391540	-629	13700	0	0	0	
2750																																					1188	610	0	0	13917	0	519	0	1996	51155	41418	551	46474	0	520	0	3900	0	4681	90	51155	0	0	4840	0	93	0	2430	38988	1	0	32462	31942	-342	983	0	0	605	
2938																																					2047	10818	0	0	42208	0	6486	163	7234	370040	300227	3383	341528	0	5729	0	15500	0	28512	1250	370040	0	0	13408	0	14393	0	61563	238664	2	0	306813	301084	-539	0	0	16835	5583	
3252																																					5044	4230	0	8488	38264	0	715	95	2575	105089	85152	479	93081	0	903	0	4550	0	12008	200	105089	0	0	11946	0	300	0	11842	73310	1	0	46581	45678	-438	0	0	2900	0	
3458																																					3036	1358	0	2420	7461	0	107	0	417	25419	20059	81	22965	0	384	0	0	0	2454	100	25419	0	0	1991	0	450	0	2320	17739	4	0	9453	9069	-87	1551	0	0	2825	
3506																																					4	36840	5912	44484	300667	8	17425	0	59418	1647212	1254059	11602	1444781	35	10559	68922	165966	0	202396	2879	1647212	0	0	122612	0	79866	0	252933	1001126	1	0	1124091	1113532	-2961	0	0	0	13154	
3720																																					0	5357	0	12016	37138	0	1814	170	4648	159474	130605	1683	139988	0	1264	0	4079	0	19486	2400	159474	0	0	7029	0	10800	295	19286	111319	1	0	89641	88377	-743	9659	0	0	3621	
3953																																					11	2822	0	0	0	0	4698	233	3146	97102	89028	836	90277	0	1375	0	413	0	6825	500	97102	0	0	4645	0	1680	11400	22074	66954	4	0	70417	69042	0	5750	0	0	0	
4138																																					0	6100	0	0	40575	23	5918	1274	2709	177307	157205	670	160517	0	1279	0	2642	0	16790	300	177307	0	0	16899	0	300	0	22696	134509	1	0	121987	120708	-709	0	0	0	0	
4147																																					803	1962	0	0	24406	0	3772	524	8095	113283	83415	910	100231	0	532	0	12500	0	13052	1950	113283	0	0	8851	0	2230	0	13766	69649	4	0	74253	73721	21	0	0	3406	0	
4156																																					110	3742	0	0	35682	0	3852	140	6055	146465	112615	923	132038	0	1281	1783	18500	0	14427	1200	146465	0	0	7552	0	5981	215	16117	96498	4	0	96167	94886	-306	0	0	0	0	
4231																																					0	4106	0	0	56381	0	1079	153	1926	117364	103069	710	105811	0	679	0	0	0	11553	500	117364	0	0	2417	0	10100	0	15412	87657	1	0	54398	53719	-1464	0	0	2032	0	
4437																																					1212	3123	0	3898	28969	0	3217	0	3606	208882	173036	1321	190077	0	1881	0	11327	0	18805	963	208882	0	0	14460	0	3750	0	19603	153433	2	0	164767	162886	-368	1971	0	0	4393	
4839																																					338	4354	0	0	73722	77	7080	0	3228	278370	214634	1545	259717	0	1762	0	30900	0	18653	1875	278370	0	0	9894	0	8429	0	35303	179331	2	0	191333	189571	-1545	0	0	4350	8288	
5005																																					1039	4834	0	1992	72979	0	7875	0	12315	330370	260031	3662	296293	0	1898	2085	32600	0	34077	0	330370	0	0	592	0	33666	0	30861	229170	1	0	228809	226911	-181	340	0	0	0	
5050																																					21826	3129	0	0	27179	0	1433	0	1322	108301	101176	258	101434	0	668	0	0	0	6867	400	108301	0	0	5200	0	1400	0	15187	85989	4	0	54080	53412	-133	0	0	0	0	
5069																																					0	1617	0	0	21288	0	18347	0	2691	332969	253798	5021	258819	0	6684	0	0	0	74150	4500	332969	0	0	65475	0	4129	0	10793	243005	1	0	254710	248026	46	41000	0	0	0	
5135																																					67	7599	0	0	25097	0	4156	46	7686	244433	203625	1752	217377	0	2402	1042	12000	0	27056	651	244433	0	0	7300	0	19349	0	25685	177940	1	0	183693	181291	-244	17449	0	0	0	
5210																																					893	15951	111	18242	340539	0	15225	0	44858	950024	675437	7848	886452	0	4717	0	178681	0	63572	4798	950024	0	0	59583	0	5455	832	54232	621205	2	0	518090	513373	-6264	0	0	0	24486	
5274																																					1997	1680	0	0	17614	0	4827	185	5317	133567	105223	1259	121308	0	876	0	13455	0	12259	1	133567	0	0	8704	0	3847	0	12694	92529	1	0	102516	101640	-293	307	0	0	1371	
5331																																					11	6335	0	0	153581	0	14915	76	9060	356473	222348	2916	333543	0	886	0	26279	0	22930	2580	356473	0	0	14706	0	8360	0	48408	173940	2	0	173381	172495	-2716	0	0	0	82000	
5461																																					0	15118	957	0	95793	725	8143	0	7853	380475	349471	1466	351554	0	1935	0	617	0	28921	2059	380475	0	0	24176	0	4241	0	83879	265592	2	0	250096	248161	-1555	3725	0	0	0	
5751																																					0	1105	0	0	44967	0	313	0	3578	98178	76002	256	76258	0	767	0	0	0	21920	600	98178	0	0	21394	0	700	0	5269	70733	9	0	48182	47415	-774	800	0	0	0	
6039																																					3014	2888	0	0	11452	0	2262	131	1631	83972	74126	821	74947	0	900	0	0	0	9025	469	83972	0	0	3875	0	4800	0	10565	63561	1	0	53124	52224	-119	10370	0	0	0	
6057																																					111	385	0	67	3143	0	239	68	436	16420	14383	77	14960	0	184	0	500	0	1460	25	16420	0	0	1368	0	100	0	1422	12960	4	0	11600	11416	-33	555	0	0	0	
6141																																					0	3313	0	13162	0	0	326	0	387	35546	31335	157	31492	0	325	0	0	0	4054	400	35546	0	0	254	0	3400	0	9533	21802	1	0	16433	16108	0	2250	0	0	0	
6329																																					225	15622	0	908	49406	0	11149	292	8970	321296	292724	1876	294600	0	3136	0	0	0	26696	2600	321296	0	0	15250	0	9400	0	61990	230734	1	0	229588	226452	-554	8272	0	0	0	
6972																																					304	24106	0	210875	29296	0	10815	0	18650	803946	656966	4460	705823	0	7622	4685	31954	0	98123	2600	803946	0	0	73572	0	22400	12579	56293	600673	1	0	500258	492636	-449	0	0	0	12443	
7009																																					2000	6201	0	0	131649	0	472	0	8182	368153	308118	3998	312116	0	0	0	0	0	56037	500	368153	0	0	54168	0	548	0	24923	283195	1	0	214649	214649	821	5000	0	0	0	
7045																																					6213	2196	0	6793	27397	0	1529	0	1225	98476	87099	323	87422	0	690	0	0	0	11054	100	98476	0	0	8889	0	2325	0	12561	74538	1	0	51313	50623	-260	2500	0	0	0	
7157																																					0	842	0	0	11382	0	178	62	390	32295	28318	247	28565	0	272	0	0	0	3730	200	32295	0	0	3442	0	200	0	4106	24212	4	0	18147	17875	-112	1566	0	0	0	
7166																																					414	15513	34	2864	30377	0	7281	0	26228	577669	453827	3912	514789	0	7371	0	47000	0	62880	5220	577669	0	0	51140	0	6352	356	124153	329674	1	0	501973	494602	168	0	0	10050	0	
7456																																					0	811	0	285	17809	0	349	0	742	41065	36902	136	37586	0	301	0	0	0	3479	400	41065	0	0	1195	0	2400	0	6658	30244	1	0	21370	21069	-516	0	0	548	0	
7634																																					100	2333	0	249	10050	0	752	5	1182	42529	36998	322	37507	0	598	0	0	0	5022	200	42529	0	0	1562	0	3400	0	5827	31171	2	0	28456	27858	-140	0	0	187	0	
8033																																					1090	1332	0	0	3192	0	879	0	2646	81516	54976	840	73004	0	802	0	17188	0	8512	774	81516	0	0	4297	0	3476	0	16139	38837	2	0	62654	61852	-35	10525	0	0	0	
8417																																					0	495292	63875	0	0	0	8426	0	203317	3619827	209697	128008	2635089	0	1082	688226	2297384	0	984738	800	3619827	0	0	-23988	0	1007926	0	177315	32382	2	0	1958352	1957270	0	100000	103421	0	0	
8462																																					0	6878	0	340	37456	0	371	0	778	84073	74663	339	75002	0	329	0	0	0	9071	350	84073	0	0	9000	0	350	40	14642	60021	4	0	29039	28710	-629	9500	0	0	0	
8631																																					19	2055	0	0	12761	0	1739	0	2173	48646	42421	129	42550	0	297	0	0	0	6096	500	48646	0	0	4945	0	800	0	8949	33472	1	0	27657	27360	-149	2539	0	0	0	
9357																																					0	14742	5017	0	28482	0	521	0	27926	356361	273738	1471	296259	0	3603	23238	12100	0	60103	500	356362	0	0	2558	0	57142	90095	84059	189679	1	0	169943	166340	-97	0	0	0	8950	
9553																																					29	832	0	0	2521	0	314	0	2490	61491	48282	671	54672	0	614	0	5719	0	6819	400	61491	0	0	5244	0	1200	0	6963	41319	4	0	54894	54280	-25	1025	0	0	0	
9807																																					35634	25744	0	340356	81976	35	8448	550	75683	2607077	1821652	31876	2385965	0	48280	0	407377	0	221112	20000	2607077	0	0	135701	0	63858	0	77590	1744062	2	0	2086931	2038651	1553	0	0	0	125060	
9955																																					4872	2535	2045	0	32264	0	2175	0	1498	88086	77279	292	79062	0	406	0	1491	0	9024	110	88086	0	0	6418	0	3023	0	10432	66847	5	0	39843	39437	-527	3260	0	0	0	
10157																																					32	1527	0	2380	20303	0	778	0	1473	54342	46173	175	49433	0	833	226	3000	0	4909	250	54342	0	0	2414	0	2560	0	8956	37217	4	0	28456	27623	-315	0	0	85	0	
10250																																					1281	7442	0	0	51649	0	7780	0	3453	352520	322761	1981	325942	0	3112	0	0	0	26578	1500	352520	0	0	5720	0	20000	0	48946	273815	4	0	280913	277801	-642	3114	0	0	1200	
10849																																					5	2755	0	59243	391	0	4063	0	5976	275049	208632	1097	249059	0	2664	694	32220	0	25990	16	275049	0	0	15227	0	10746	0	19459	189173	1	0	204586	201922	1	0	0	7110	0	
10858																																					2179	10343	144	59063	0	0	7861	0	5918	380060	318628	3276	346752	0	3662	2957	9126	0	33308	2500	380060	10978	0	16053	0	14755	2924	39435	279193	4	0	281220	277558	0	135	0	0	15722	
11145																																					1956	3864	64	489	17195	0	4358	337	2186	145879	116562	522	131749	0	1601	450	14665	0	14130	1000	145879	0	0	9214	0	4000	214	14694	101868	1	0	112867	111266	-84	3500	0	0	0	
11640																																					99	9118	0	0	70695	0	4758	0	10800	232800	200121	2461	212618	0	1514	0	10036	0	20182	650	232800	0	0	3792	0	16800	0	41834	158286	1	0	138844	137330	-1060	0	0	0	0	
11837																																					9	1199	0	0	23361	0	1094	0	2482	99368	80089	548	90137	0	1044	0	9500	0	9231	314	99368	0	0	389	0	8686	0	7522	72567	2	0	70496	69452	-158	1771	0	0	0	
12030																																					0	9082	0	100	20394	0	3958	0	7064	310649	284367	2986	287353	0	7431	1045	0	0	23296	300	310649	0	0	22771	0	300	554	30526	253841	1	0	235041	227610	-75	40842	0	0	0	
12058																																					1550	3823	0	863	18721	0	1405	193	1497	99431	83957	753	89731	0	709	0	5021	0	9700	200	99431	0	0	7997	0	1650	286	13717	70240	4	0	68852	68143	-147	2950	0	0	0	
12142																																					143	9095	0	2942	80439	0	5215	0	2731	171019	151276	511	151787	0	1253	0	0	0	19232	1250	171019	0	0	5628	0	13250	0	27249	124027	4	0	67107	65854	-896	4600	0	0	0	
12245																																					24	2134	0	0	30694	0	1598	80	1126	101769	83916	711	90458	0	780	0	5000	0	11311	1419	101769	0	0	6280	0	3581	0	16116	67800	6	0	66893	66113	31	0	0	831	0	
12311	45779	779244	188795	0	4881497	7901	375407	30731	1859985	35241416	1133082	32551188	493082	277054	564833	3738664	950619	2197146	39999	35241416	142022	30841	1314774	0	881876	311138	2	0	25983357	25706303	-39503	347781	1086075	843057	0	843057										35241416	24228777		32551188				3738664											1562215	22666562						0	347781	540073	1086075	
12647																																					19	2614	0	13440	0	0	1194	394	689	62622	55216	395	55611	0	505	0	0	0	7011	125	62622	0	0	761	0	6125	86	7727	47489	1	0	44091	43586	0	600	0	0	0	
12656																																					5	300	0	700	0	0	169	38	159	11727	10768	77	10845	0	184	0	0	0	883	72	11728	0	0	423	0	388	0	2106	8661	1	0	9161	8977	0	1379	0	0	0	
12937																																					7654	2706	0	0	14142	0	4509	0	2199	160950	141488	1086	146165	0	1018	0	41	0	14785	750	160950	0	0	9227	0	5250	0	24061	117427	1	0	130758	129740	-442	0	0	0	3550	
12946																																					138	8949	3352	563	147456	1040	8166	344	13664	490615	426519	4803	442935	0	4266	3800	7218	0	47680	1	490615	0	0	45132	0	3749	0	49853	376666	1	0	307409	303143	-1202	0	0	4395	0	
12955																																					20	2639	0	6337	10085	0	3465	825	1345	102710	85353	328	92081	0	875	0	6400	0	10629	1567	102710	0	0	2662	0	6433	451	18026	67327	4	0	78343	77468	-33	75	0	0	0	
13037																																					364	2402	0	0	34842	0	2419	657	4672	106547	94350	1237	95587	0	2362	0	0	0	10960	900	106547	0	0	10184	0	450	0	17702	76649	1	0	55950	53588	-574	7603	0	0	0	
13103																																					29	14888	0	3446	309736	0	12292	0	19449	1004681	685998	10707	862051	50	6438	247	152065	0	142580	500	1004681	0	0	93625	0	34018	0	27742	658256	2	0	650467	644029	14437	565	0	0	13281	
13251																																					354	785	0	0	7111	0	89	99	682	31544	28237	136	28373	0	358	0	0	0	3170	25	31543	0	0	1541	0	1725	0	3739	24498	4	0	21913	21555	-121	869	0	0	0	
13457																																					0	635	0	0	5507	0	28	0	1556	19350	13885	172	14057	0	141	0	0	0	5293	50	19350	0	0	5211	0	50	0	1392	12493	5	0	10125	9984	-18	1640	0	0	0	
14052																																					105	2189	0	115	6056	0	778	0	718	60894	53578	371	55651	0	683	0	0	0	5243	1000	60894	0	0	2747	0	1500	0	11882	41696	5	0	48926	48243	-4	2690	0	1702	0	
14155																																					0	2758	0	675	7683	0	1898	34	3169	98389	76729	620	87579	0	999	0	9830	0	10810	176	98389	0	0	10522	0	160	0	11041	65688	8	0	83171	82172	-48	0	0	400	0	
14258																																					0	13731	0	0	50906	0	4581	0	8414	820138	731623	2360	757718	0	7933	0	6000	0	62420	500	820138	0	0	47216	0	15088	2714	129930	601693	2	0	642725	634792	-384	105000	0	17735	0	
14409	19801	172302	98863	0	7907627	0	165736	35879	762394	34573718	507885	30519682	147	191699	1850878	3997512	260000	4053889	0	34573718	121561	96439	1633492	0	2532380	0	2	0	23630376	23438677	-111983	0	2027619	319314	0	319314										34573718	23135913		30519682				3997512											4393151	18742762						0	0	175000	2027619	
14454																																					0	822	0	0	1372	0	373	0	250	33626	27125	186	27311	0	316	2745	0	0	6315	75	33626	0	0	185	0	6069	0	2716	24409	2	0	26930	26614	-14	1450	0	0	0	
14650																																					1485	2137	0	3992	425	0	372	30	1454	28208	24752	287	25039	0	329	116	0	0	3169	200	28208	0	0	2671	0	300	0	5999	18753	4	0	15787	15458	-2	2739	0	0	0	
14753																																					0	1209	0	0	13098	0	139	0	565	29611	26617	197	26814	0	525	0	0	0	2797	300	29611	0	0	410	977	1277	0	6205	20412	1	0	14500	13975	-167	625	0	0	0	
14865																																					5662	7607	1530	0	45873	0	5012	104	4369	183056	163205	954	168191	0	1247	0	4032	0	14865	730	183056	0	0	4819	0	9946	0	25792	137413	2	0	110201	108954	-630	3945	0	0	0	
15536																																					9043	59534	211	162793	240181	0	61574	13621	97016	3589248	2898249	38422	3142471	0	40517	6577	150000	0	446777	10293	3589248	0	0	215789	0	222429	3060	277611	2620638	2	0	2976155	2935638	-1734	0	0	55800	0	
16337																																					12678	10393	0	0	49176	0	16221	0	13544	443692	377080	2122	409752	0	3378	0	29000	0	33940	350	443692	0	0	25561	0	8500	0	72080	305000	1	0	322704	319326	-471	22354	0	0	1550	
16458																																					0	4937	0	32825	37037	0	11053	0	2377	205007	172296	1019	178685	0	1955	0	5370	0	26322	941	205007	0	0	24057	0	2059	0	15642	156654	1	0	112650	110695	-735	6083	0	0	0	
16551																																					169	1920	0	0	8246	0	1992	0	3805	135541	104147	399	123112	0	2413	763	18566	0	12429	175	135541	0	0	8549	0	3746	0	11496	92651	4	0	118757	116344	-41	2302	0	0	0	
16748																																					23	1718	345	344	8576	0	900	135	2895	47318	40039	491	42740	0	317	0	2000	0	4578	400	47318	0	0	1779	0	2600	632	8026	32013	2	0	30498	30181	-201	1569	0	210	0	
16944																																					0	1818	0	200	10668	0	184	0	288	27955	23559	53	23612	0	234	0	0	0	4343	1000	27955	0	0	1936	0	1500	0	4057	19503	4	0	13531	13297	-93	1500	0	0	0	
16953																																					100	1392	0	305	11942	0	102	0	287	30129	25180	206	25386	0	143	0	0	0	4743	100	30129	0	0	3100	0	1900	0	4758	20422	4	0	12144	12001	-357	4000	0	0	0	
17110																																					20068	2447	370	9948	25359	0	1045	0	3745	154273	134810	1362	138172	0	856	0	0	2000	16102	300	154274	0	0	8816	0	6986	0	0	134810	1	0	89862	89006	0	0	2285	0	0	
17147																																					1973	34711	452	605	141953	0	10386	1214	25606	910043	675348	4040	839615	0	7205	631	58128	0	70428	3140	910043	0	0	55590	0	12969	0	106965	568384	2	37	620029	612824	-1308	79688	0	75150	26949	
17259																																					3	848	0	205	22871	0	1044	54	1931	60691	51269	908	55427	0	133	0	1750	0	5264	769	60691	0	0	4059	0	769	0	6125	45144	4	0	33671	33538	-333	197	0	1500	0	
17464																																					19074	45194	4704	3834	57772	2342	22796	0	35561	1349245	1143116	17313	1221475	0	13310	6352	61046	0	127770	750	1349245	0	0	92441	0	34840	1886	279149	863967	1	0	1130484	1117174	-261	32556	0	0	0	
17839																																					165	4258	0	0	36352	0	2473	444	4529	195866	171848	2105	181147	0	1843	0	5000	0	14719	800	195866	0	0	7248	0	7143	0	30260	141588	2	0	133444	131601	-472	16044	0	0	2194	
17950																																					28	5762	0	342	45141	0	3554	65	3404	166196	143825	1248	151185	0	1087	1691	6112	0	15011	725	166196	0	0	4255	0	10550	0	21304	122521	8	0	104996	103909	-519	2300	0	0	0	
18050																																					222	11636	1104	18358	66590	0	14300	75	3917	274665	238606	1023	243815	0	2356	0	4186	0	30850	1214	274665	0	0	23289	0	7671	173	63194	175412	1	0	155186	152830	-1324	5460	0	0	0	
18135																																					101	5418	0	0	50432	0	10050	0	5947	184408	146320	377	170031	0	1073	0	15282	0	14378	456	184409	0	0	8126	0	6056	2576	37274	109046	2	0	101407	100334	-260	9550	0	0	8052	
18368																																					148	19288	0	11948	90498	0	3405	0	11904	557230	434680	3107	507806	0	7511	0	63710	0	49424	5301	557230	0	0	44870	0	0	0	151013	283667	1	0	424550	417039	-747	3000	0	0	6309	
18377																																					7091	8	0	0	3090	0	684	0	258	24143	20327	58	21835	0	102	0	1450	0	2308	0	24143	0	0	2346	0	0	0	0	20327	1	0	13114	13012	-38	0	0	0	0	
18827																																					288	7410	0	54739	9953	0	2509	0	1954	163536	146989	687	148433	0	1256	0	757	0	15103	400	163536	0	0	12471	0	2400	0	25414	121575	1	0	82039	80783	-168	5900	0	0	0	
18836																																					260	2938	0	490	10153	0	2780	50	5265	133698	111718	1918	121756	0	1354	0	8120	0	11942	180	133698	0	0	10128	0	1676	0	16743	94975	2	0	109459	108105	-42	3657	0	0	0	
18854																																					24	576	0	20	7685	0	618	0	605	30365	27330	96	27426	0	205	0	0	0	2939	40	30365	0	0	1155	0	2060	0	4099	23232	4	0	20179	19974	-316	863	0	0	0	
18957																																					234	1451	0	0	14610	0	551	25	1972	55757	46317	265	51174	0	509	0	4592	0	4583	200	55757	0	0	4155	0	500	0	4936	41381	4	0	36206	35697	-272	1217	0	0	0	
