"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14270	14100	210	0	0	0	0	0	14100	0	0	-40	
242	3698	3676	136	0	0	93	0	0	3676	0	0	-21	
279	19331	19280	161	0	0	0	0	0	19280	0	0	-110	
354	937	925	21	0	0	0	0	0	925	0	0	-9	
439	27743	15098	487	12306	0	0	0	0	15098	0	0	-148	
457	2635	3239	147	0	0	750	0	0	3239	0	0	-1	
505	22097	22389	478	0	0	281	0	0	22389	0	0	-489	
1146	38488	38379	632	0	0	376	0	0	38379	0	0	-147	
1155	12507	12156	485	0	0	160	0	0	12156	0	0	26	
1351	14195	13934	554	0	0	276	0	0	13934	0	0	-17	
1454	29829	28581	1636	0	0	0	0	0	28581	0	0	-388	
1557	4496	4623	82	0	0	175	0	0	4623	0	0	-34	
1632	41910	39652	1400	0	976	0	0	0	39652	0	0	-118	
1669	38690	38260	593	0	0	0	0	0	38260	0	0	-163	
1829	39616	39446	822	0	0	542	0	0	39446	0	0	-110	
1856	12642	13979	712	0	0	381	0	0	13979	0	0	-1668	
2040	15926	15831	93	0	0	0	0	0	15831	0	0	2	
2161	10021	9715	334	0	0	0	0	0	9715	0	0	-28	
2376	121427	119611	1868	0	0	0	0	0	119611	0	0	-52	
2451	2966	2847	119	0	0	0	0	0	2847	0	0	0	
2554	595	692	33	0	0	92	0	0	692	0	0	-38	
2732	61470	60393	1368	0	0	278	0	0	60393	0	0	-13	
2750	4681	4692	98	0	0	75	0	0	4692	0	0	-34	
2938	28512	28119	1242	0	43	687	0	0	28119	0	0	-205	
3252	12008	11717	448	0	0	150	0	0	11717	0	0	-7	
3458	2454	2420	44	0	0	0	0	0	2420	0	0	-10	
3506	202396	200295	4997	0	0	2100	0	0	200295	-145	0	-651	
3720	19486	19072	611	0	0	120	0	0	19072	0	0	-77	
3953	6825	6614	381	0	0	170	0	0	6614	0	0	0	
4138	16790	16957	332	0	0	373	0	0	16957	0	0	-126	
4147	13052	12996	108	0	0	0	0	0	12996	0	0	-52	
4156	14427	14217	567	0	0	350	0	0	14217	0	0	-7	
4231	11553	11430	249	0	0	0	0	0	11430	0	0	-126	
4437	18805	18302	683	0	0	140	0	0	18302	0	0	-40	
4839	18652	18873	573	0	0	176	0	0	18873	0	0	-618	
5005	34077	33813	592	0	0	0	0	0	33813	0	0	-328	
5050	6867	7302	456	0	0	860	0	0	7302	0	0	-31	
5069	74150	70511	4118	0	0	516	0	0	70511	0	0	37	
5135	27056	26220	876	0	0	0	0	0	26220	0	0	-40	
5210	63572	64321	1374	0	0	1141	0	0	64321	0	0	-982	
5274	12259	12135	133	0	0	0	0	0	12135	0	0	-9	
5331	22930	22616	313	0	0	52	0	0	22616	0	0	53	
5461	28921	28691	1910	0	0	750	0	0	28691	0	0	-930	
5751	21920	21787	545	0	0	300	0	0	21787	0	0	-112	
6039	9025	8751	287	0	0	0	0	0	8751	0	0	-13	
6057	1460	1431	36	0	0	0	0	0	1431	0	0	-7	
6141	4054	3971	83	0	0	0	0	0	3971	0	0	0	
6329	26696	25781	1042	0	0	0	0	0	25781	0	0	-127	
6972	98123	97254	2197	0	0	1250	0	0	97254	0	0	-78	
7009	56037	52839	3020	0	0	0	0	0	52839	0	0	178	
7045	11054	10883	200	0	0	0	0	0	10883	0	0	-29	
7157	3730	3708	61	0	0	24	0	0	3708	0	0	-15	
7166	62880	60109	2910	0	0	0	0	0	60109	0	0	-139	
7456	3479	3890	52	0	0	376	0	0	3890	0	0	-87	
7634	5022	4946	95	0	0	0	0	0	4946	0	0	-19	
8033	8512	8104	412	0	0	0	0	0	8104	0	0	-4	
8417	984738	982629	4483	0	-2374	0	0	0	982629	0	0	0	
8462	9071	8777	384	0	0	0	0	0	8777	0	0	-90	
8631	6096	6029	94	0	0	40	0	0	6029	0	0	13	
9357	60103	58316	2427	0	0	500	0	0	58316	0	0	-140	
9553	6819	6619	219	0	0	12	0	0	6619	0	0	-7	
9807	221112	210461	24629	0	0	13500	0	0	210461	0	0	-478	
9955	9024	9070	289	0	0	160	0	0	9070	0	0	-175	
10157	4909	4865	61	0	0	0	0	0	4865	0	0	-17	
10250	26578	26486	871	0	400	965	0	0	26486	0	0	-214	
10849	25990	25404	795	0	0	210	0	0	25404	0	0	1	
10858	33308	34562	996	0	0	2250	0	0	34562	0	0	0	
11145	14130	13774	388	0	0	0	0	0	13774	0	0	-32	
11640	20182	19677	783	0	0	0	0	0	19677	0	0	-278	
11837	9231	9545	518	0	0	750	0	0	9545	0	0	-82	
12030	23296	22312	974	0	0	0	0	0	22312	0	0	10	
12058	9700	9500	212	0	0	0	0	0	9500	0	0	-12	
12142	19232	19278	120	0	0	0	0	0	19278	0	0	-166	
12245	11311	11357	166	0	0	170	0	0	11357	0	0	-42	
12311	2197146	1694551	99242	529707	-48753	75000	0	12111	1706662	0	0	-14712	
12647	7011	6905	213	0	0	107	0	0	6905	0	0	0	
12656	883	862	21	0	0	0	0	0	862	0	0	0	
12937	14785	14814	250	0	0	150	0	0	14814	0	0	-129	
12946	47680	45490	2229	0	0	0	0	0	45490	0	0	-39	
12955	10629	10502	389	0	0	255	0	0	10502	0	0	-7	
13037	10960	11039	-20	0	0	0	0	0	11039	0	0	-59	
13103	142580	139166	2975	0	0	0	0	0	139166	0	0	439	
13251	3170	3786	304	0	0	900	0	0	3786	0	0	-20	
13457	5292	5209	104	0	0	0	0	0	5209	0	0	-21	
14052	5243	5381	215	0	0	350	0	0	5381	0	0	-3	
14155	10810	10289	525	0	0	0	0	0	10289	0	0	-4	
14258	62420	60342	6613	0	0	4500	0	0	60342	0	0	-35	
14409	4053889	3989847	109920	0	0	0	0	0	3989847	0	0	-45878	
14454	6315	5680	185	464	0	0	0	0	5680	0	0	-14	
14650	3169	3025	144	0	0	0	0	0	3025	0	0	0	
14753	2797	2788	43	0	0	0	22	0	2788	0	0	-12	
14865	14866	14588	331	0	0	0	0	0	14588	0	0	-53	
15536	446777	167320	12807	267697	0	0	0	0	167320	0	0	-1047	
16337	33940	32596	1452	0	0	0	0	0	32596	0	0	-108	
16458	26322	25905	675	0	0	230	0	0	25905	0	0	-28	
16551	12429	12915	415	0	0	900	0	0	12915	0	0	-1	
16748	4578	4596	4	0	0	0	0	0	4596	0	0	-22	
16944	4343	4325	29	0	0	0	0	0	4325	0	0	-11	
16953	4743	4952	57	0	0	215	0	0	4952	0	0	-51	
17110	16101	16174	927	0	0	1000	0	0	16174	0	0	0	
17147	70427	62709	2692	7626	0	2459	0	0	62709	37	0	-178	
17259	5265	5207	290	0	0	178	0	0	5207	0	0	-54	
17464	127771	121739	6668	0	0	550	0	0	121739	0	0	-86	
17839	14719	14531	663	0	26	399	0	0	14531	0	0	-102	
17950	15011	14844	317	0	0	115	0	0	14844	0	0	-35	
18050	30850	30203	755	0	0	0	0	0	30203	0	0	-108	
18135	14378	14627	343	0	0	109	0	0	14627	0	0	-483	
18368	49424	47992	2067	0	0	500	0	0	47992	1	0	-136	
18377	2308	2301	15	0	0	0	0	0	2301	0	0	-8	
18827	15103	15861	470	0	0	1200	0	0	15861	0	0	-28	
18836	11942	11669	440	0	0	165	0	0	11669	0	0	-2	
18854	2938	2947	102	0	0	70	0	0	2947	0	0	-41	
18957	4582	4623	121	0	0	0	0	-22	4601	0	0	-140	
19356	8813	8500	406	0	0	0	0	0	8500	0	0	-93	
19730	163866	160321	4389	0	0	900	0	0	160321	0	0	56	
19936	15076	14663	743	0	0	280	0	0	14663	0	0	-50	
19972	10376	10254	122	0	0	0	0	0	10254	0	0	0	
20053	4241	4093	170	0	0	0	0	0	4093	0	0	-22	
20147	4571	4456	136	0	0	0	0	0	4456	0	0	-21	
20259	10387	6738	347	3297	0	0	0	0	6738	0	0	5	
20370	15334	14796	542	0	0	0	0	0	14796	10	0	-14	
20512	8340	8227	166	0	0	0	0	0	8227	0	0	-53	
20633	23238	23245	243	0	0	0	0	0	23245	0	0	-250	
20754	1468	1464	0	0	0	0	0	0	1464	0	0	4	
20839	15042	13641	405	0	1000	0	0	0	13641	0	0	-4	
20857	5055	4701	257	0	500	330	0	0	4701	0	0	-73	
20866	15035	14540	406	0	0	0	0	0	14540	0	0	89	
21256	1098	1085	10	0	0	0	0	0	1085	0	0	3	
21359	1724	1783	73	0	0	125	0	0	1783	0	0	-7	
21630	5683	5423	367	0	0	0	0	0	5423	0	0	-107	
21658	11183	11145	349	0	0	208	0	0	11145	0	0	-103	
22048	12404	11908	543	0	0	0	0	0	11908	0	0	-47	
22235	26910	27017	626	0	0	625	0	0	27017	0	0	-108	
22356	18212	18125	855	0	0	650	0	0	18125	0	0	-118	
22459	9266	9164	314	0	0	210	0	0	9164	0	0	-2	
22543	11602	11191	372	0	0	0	0	0	11191	0	0	39	
22552	3576	3900	183	0	0	494	0	0	3900	0	0	-13	
22730	9951	9886	137	0	0	0	0	0	9886	0	0	-72	
22936	19518	19041	640	0	0	148	0	0	19041	0	0	-15	
22954	5487	5451	240	0	0	200	0	0	5451	0	0	-4	
23036	37541	36532	2385	0	0	1131	0	0	36532	32	0	-277	
23045	7052	7138	111	0	0	75	0	0	7138	0	0	-122	
23241	278666	275888	7486	0	0	3000	0	0	275888	0	0	-1708	
23456	7579	7341	327	0	0	0	0	0	7341	0	0	-89	
23504	46436	46475	1940	0	0	1703	0	0	46475	0	0	-276	
23540	12880	12718	393	0	0	0	0	0	12718	0	0	-231	
23643	14616	14291	426	0	0	0	0	0	14291	0	0	-101	
23755	11212	10821	409	0	0	0	0	0	10821	0	0	-18	
23812	68571	67654	2128	0	0	814	0	0	67654	0	0	-397	
24006	88184	86993	1601	0	0	0	0	0	86993	0	0	-410	
24266	264280	265757	9231	0	0	9028	0	0	265757	0	0	-1680	
24453	18346	17430	226	0	0	0	0	0	17430	678	0	12	
24659	3837	4138	108	0	0	400	0	0	4138	0	0	-9	
24668	14024	14188	516	0	0	799	0	0	14188	0	0	119	
24855	859	833	26	0	0	0	0	0	833	0	0	0	
24949	52601	52059	1541	0	0	975	0	0	52059	0	0	-24	
