"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											160					0	0	0	0	
242											163					2612	0	0	500	
279											1475					27951	0	0	0	
354											5					0	0	0	0	
439											340					0	0	0	0	
457											40					0	0	0	0	
505											2532					34100	0	0	0	
1146											2021					27424	874	0	0	
1155											725					3000	0	0	15187	
1351											0					0	0	0	0	
1454											1096					0	5	0	0	
1557											129					2112	0	0	0	
1632											2469					34000	0	0	5325	
1669											426					143	0	0	0	
1829											1014					5000	2103	0	4185	
1856											4420					74000	0	0	50000	
2040											1149					18968	278	0	0	
2161											251					0	0	0	0	
2376											9173					164743	8464	0	0	
2451											492					4398	0	0	0	
2554											0					0	0	0	0	
2732											181					291	0	0	0	
2750											423					3900	0	0	605	
2938											1428					15500	0	0	5583	
3252											289					4550	0	0	0	
3458											175					0	0	0	2825	
3506											11946					165966	0	0	13154	
3720											565					4079	0	0	3621	
3953											946					413	0	0	0	
4138											901					2642	0	0	0	
4147											3349					12500	0	0	0	
4156											1303					18500	0	0	0	
4231											0					0	0	0	0	
4437											922					11327	0	0	4393	
4839											1595					30900	0	0	8288	
5005											2610					32600	17063	0	0	
5050											428					0	0	0	0	
5069											0					0	0	0	0	
5135											995					12000	0	0	0	
5210											10418					178681	0	0	24486	
5274											4103					13455	0	0	1371	
5331											4562					26279	0	0	82000	
5461											0					617	1571	0	0	
5751											251					0	0	0	0	
6039											291					0	51	0	0	
6057											147					500	0	0	0	
