"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	
276953																																	0	41	1345	0	7		19		9873	0			1965	0	1970	0	18	16035	0	0			0	789	8	0	7916	0	40	19	169	555	0	3493	7339	1611	1741	550	0								0	0			0	0	
277053																																	0	2083	971	35	24931		0		207	0			2756	238	1415	0	86	35952	107	184			2402	2704	401	0	3404	299	401	1521	483	0	0	24486	2251	3475	1839	257	423								0	48			0	0	
277240																																	0	5705	0	19847	78154		118		0	0			19675	13893	3219	0	0	154262	0	0			0	12837	814	2575	43123	2913	288	3740	5896	0	0	42397	9382	32703	56681	262	0								0	0			0	0	
277277																																	0	0	0	1444	9691		0		0	0			0	0	341	0	0	42719	13	0			0	30832	424	341	36	0	9	70	224	4077	26452	27	0	34	947	4132	6760								0	0			0	0	
277558																																	0	4469	1438	1478	6933		12		304	0			2676	39	6725	0	0	48118	0	0			0	23463	581	8263	14218	1638	5864	4863	2030	6573	2433	8569	4291	3790	3647	3934	388								0	0		0	0	0	
277567																																	0	22653	1847	38	38456		301		394	0			21653	7425	8431	0	0	113339	5	0			0	5800	3797	771	28365	2853	430	987	723	177	633	50446	15432	19674	6785	9673	5460								294	2255			0	0	
277736																																	0	11786	301	6057	28963		41		66	11			2195	490	3971	0	519	91576	5	0			0	37175	0	4373	48848	3738	11837	18604	2817	8	0	13980	19293	17013	3349	539	0								0	17			0	0	
277820																																	0	27875	2647	333	60587		0		399	0			16975	2764	13064	0	7106	156141	0	0			0	20643	3049	0	93464	5103	5487	5148	2887	1403	584	66193	16681	33715	12701	5642	416								515	184			0	0	
277950																																	0	0	1198	0	1852		54		67	0			1080	0	4278	0	281	11991	206	0			0	3387	0	0	4932	393	363	743	1646	242	0	1686	2740	2365	1506	459	0								0	0			0	0	
278078																																	0	24517	0	1197	32053		8		0	0			8733	14947	369	0	0	137090	299	0			0	55565	0	48798	28677	2285	7238	19597	15245	4795	6189	25475	20745	16872	14392	4237	103								0	0			0	0	
278153																																	0	4556	1622	431	13755		53		2330	0			19903	1249	6726	0	0	56328	0	0			0	3819	1834	1323	16269	917	254	1219	582	558	101	31900	6959	6382	4994	931	950								0	50			0	0	
278256																																	0	25	10579	0	6000		0		10834	0			5980	0	2420	0	0	42880	0	718			0	6271	12	204	11401	360	468	1505	434	3069	397	8545	7596	12384	5365	1862	0								0	41			0	0	
278555																																	0	14513	37819	8113	36706	0	846	846	40230	0	28886	0	28886	1082	23797	0	2975	282305	0	0	0	0	47	85965	1223	18042	75734	1445	4973	6279	8902	58225	6111	27040	62889	34386	44318	22898	4109	0	0	0	0	0	0	0	0	150	0		0	0	
278733																																	0	972	47	227	3959		5		295	0			26103	54	2660	0	65	44508	0	0			0	9391	692	0	27747	495	2227	5762	611	167	0	20984	4041	7657	717	1011	475								0	38			0	0	
278751																																	0	162	127	0	5065		97		0	0			2394	211	991	0	0	10825	0	0			0	1399	379	1188	635	72	248	500	0	368	209	1455	872	2483	1125	1315	1938								0	0			0	0	
278818																																	0	0	476	17	87104	0	350	350	106	0	29826	0	29826	3843	17200	0	20558	266986	0	537	537	0	0	101651	4837	78630	24152	2884	9822	27679	32572	19559	9094	36488	18060	47279	24064	34487	3964	0	0	0	0	0	0	0	0	481	0		0	0	
278957																																	0	22088	9737	553	27175		46		17596	0			18560	1393	8841	0	0	112641	287	25			0	5690	1115	1502	51693	595	1749	725	2408	78	43	47402	13234	23357	15376	6276	1493								0	109			0	0	
279105																																	0	9833	436	8881	59995	0	0	0	19	0	13435	0	13435	40379	6821	0	0	534502	0	0	0	0	0	364934	29317	162880	9113	7327	19643	75997	62984	94347	104409	60069	13434	33057	27869	29264	4277	0	0	0	0	0	0	0	0	452	0		0	0	
279338																																	0	50087	0	19105	208284	0	34	34	0	148	16530	0	16530	8299	1033	0	0	313335	0	0	0	0	0	9563	400	4584	60653	1152	1219	1739	1104	60	4225	112002	29673	87616	62068	12351	62	0	0	0	0	0	0	0	0	0	0		0	0	
279673																																	0	5593	0	1065	33662		0		0	0			11804	2769	668	0	0	79288	0	0			0	23580	147	7722	5386	285	4987	3994	2002	5137	7175	15174	4336	5754	28804	1640	0								0	0			0	0	
279842																																	0	31272	11288	16133	82635	0	1557	1557	10132	0	24263	0	24263	1268	8992	0	7780	234580	0	39	39	0	0	36214	2856	12965	88848	4231	8423	20626	1821	0	499	47866	41399	81635	21864	3116	846	0	0	0	0	0	0	0	93	58	0		0	0	
279954																																	0	41641	12667	1755	23223		370		32150	142			31869	1115	2379	0	191	162210	71	650			0	9465	2600	0	72365	1829	547	3076	3722	291	0	73614	24650	24696	24695	3811	1005								2093	113			0	0	
280044																																	0	93896	9051	7936	461669	0	293	293	8372	0	72847	0	72847	31943	12804	0	13945	832487	510	0	0	0	0	93627	24525	25110	258520	32863	31106	18198	7177	1544	489	451417	69163	148301	27153	16936	2235	0	0	0	0	0	0	0	1378	711	0		0	0	
280110	31004071	567275	377163	0	20364229	116442	7407303	1306	375620	70434302	0	6034871	3621935	2924380	14619206	38256778	4040436	8168531	4407143	6302739	3799969	996	41863	3020	0	0	0	518208	70213		0	0	45879	7569151	238910	569942	7746945	88159	567275	479116	377163		20264399	116442	20380841	8149881	7407303	1306	375620	69000886	0	8323220				5249914	1479328	168469		288176	869727	369855	371193	1872218	1384383							42859			3020	0			0	518208					
280138																																	0	566	340	758	13614		152		0	0			2029	469	11026	0	53	46278	88	0			0	16346	739	2038	10795	2321	1799	9495	2182	61	488	8997	4054	7612	6681	801	1875								264	10			0	0	
280352																																	0	0	2027	0	794		559		2723	0			1283	0	1539	0	0	10590	0	25			0	1490	150	1115	3119	547	757	47	84	55	0	4766	1952	1075	831	320	156								0	0			0	0	
280558																																	0	375	1493	108	1692		0		1377	0			2576	0	2882	0	0	13229	0	0			0	2088	554	0	8557	438	390	1260	0	0	0	4472	3241	2570	721	118	0								0	84			0	0	
280950																																	0	297	3266	1617	15798		21		1591	0			8369	463	3315	0	0	43806	0	0			75	8754	315	0	21156	748	1899	5590	468	5	0	7856	10653	13342	3126	5	0								0	0			0	0	
281144																																	0	29025	0	20330	74171		702		0	0			8203	22411	375	0	0	186626	0	12			0	29496	1601	11159	75403	11171	4902	9222	1398	113	2141	70578	11965	38407	27227	7719	981								0	300			0	0	
281210																																	0	0	1382	414	14710		28		853	0			8083	4829	8179	0	0	67680	0	0			0	28724	389	687	7304	45	564	1324	1828	15162	9732	13586	1258	5026	7356	9022	2655								0	89			0	0	
282048																																	0	163	12671	1070	5852		32		1264	0			1950	0	3120	0	8	42930	0	0			0	15124	1541	557	8063	1322	2117	6552	4717	296	0	3847	3836	11666	6723	1351	55								0	135			0	0	
282226																																	0	15101	2920	420	41271		256		2338	0			12711	1108	14414	0	248	118231	135	0			0	25808	1771	20324	35537	3222	8306	13114	989	0	0	21967	32915	26226	10357	915	0								0	0			0	0	
282329																																	0	88408	6036	25819	250864	0	26072	26072	1032	0	140507	0	140508	92041	40494	0	5861	786398	1067	102	102	0	0	103131	2438	6891	207563	5061	5127	13050	15674	25163	38708	417540	27006	89445	111729	33210	2273	0	0	0	0	0	0	0	1943	2716	0		0	0	
282824																																	0	989	8484	0	35920		5		1467	0			13238	2127	5034	0	691	99179	0	0			0	27769	3450	0	12176	0	23	617	1549	23719	1671	10570	1583	8484	15685	34910	0								5	0			0	0	
283054																																	27	92054	1602	11367	126589	0	880	880	439	2261	28355	0	28355	22793	4259	0	0	322729	1278	8509	8509	0	0	13212	12348	5863	120830	5925	1056	2601	987	1847	790	149529	29286	66231	41603	16059	1099	27	0	27	0	0	0	0	0	1573	0		0	0	
283157																																	0	593	4511	0	2058		36		10414	0			2900	0	584	0	3	21664	0	0			0	513	0	0	9271	0	189	177	147	0	0	8001	3602	5380	2530	1105	75								0	52			0	0	
283438																																	0	5342	0	867	30268	0	0	0	0	0	16199	0	16199	457	15514	0	0	136017	0	0	0	0	0	54396	5828	11	24106	0	1706	6033	5772	9679	29925	13864	8536	28320	16770	11565	184	0	0	0	0	0	0	0	6565	581	0		0	0	
283652																																	0	2040	377	318	14980		64		0	1573			21953	3169	8215	0	0	76804	0	0			0	23025	2663	13390	15166	1486	11754	434	2331	2330	4690	34804	7854	5048	4581	958	0								0	0		0	0	0	
283737																																	0	23925	7821	24460	80428	0	1244	1244	2854	0	80269	0	80269	13884	26586	0	1646	355252	340	0	0	0	5788	86643	5256	2526	130445	10552	15843	49049	10463	21	0	107622	52353	75170	25975	4430	215	0	0	0	0	0	0	0	576	0	0		0	0	
283858																																	0	19556	1452	899	18148		47		71	0			24806	12530	4446	0	307	97264	44	0			0	11834	3158	8463	25537	1755	3036	4114	478	648	993	37616	16814	16441	8904	1356	3282								0	54			0	0	
283867																																	0	17294	1397	0	91604		0		1159	0			28098	0	7298	0	0	153983	398	611			0	5465	546	184	47930	235	366	1244	1276	2344	0	81325	17999	15720	15684	13742	4121								812	97			0	0	
284154																																	0	4135	0	0	3636		9		119	0			2806	0	3059	0	0	27154	0	0			0	13390	0	1879	15510	1712	5694	3839	448	1014	573	4487	3626	2518	2006	674	451								0	0			0	0	
284239																																	0	397	435	0	12516		0		152	0			6400	15	19300	0	0	67421	0	0			0	27717	489	0	15041	1084	2399	6228	10427	4292	3127	5578	5980	10770	15055	1417	540								0	0			0	0	
284248																																	0	8812	794	2181	25527		27		294	0			3708	442	1537	0	320	53184	0	0			0	8269	1051	5048	16346	525	1177	5448	389	103	563	17411	3706	14801	6642	2355	0								222	0			0	0	
284332																																	0	22043	15971	2664	42979		773		8713	11			42835	3599	14996	0	3353	206245	0	0			0	43767	4552	1614	113132	4818	12412	20428	5712	269	0	60261	35641	37889	22694	4445	821								0	0			0	0	
284408																																	0	0	0	0	7415		36		229	181			3616	0	2779	0	1565	23399	0	0			0	7379	281	0	1756	208	15	138	377	6025	616	8871	603	2265	2002	2123	156								74	25			0	0	
284556																																	0	878	11787	28	7966		0		36001	0			14407	0	9812	0	636	89679	0	0			0	7736	428	602	33313	716	1108	2899	2296	667	0	60130	7426	4693	5523	3127	304								0	0			0	0	
284819																																	0	110285	2251	5710	646374	98	620	522	0	0	232339	0	232339	213848	81025	0	8538	2003450	0	14534	14534	0	0	233281	438953	95238	342239	11617	12019	37374	56310	46807	68754	605169	72895	183621	282217	594304	22934	0	0	0	0	0	0	0	13127	2565	0		0	0	
284958																																	0	0	3377	0	234		209		7302	0			1278	0	561	0	90	14224	0	0			0	1173	0	0	6878	48	66	498	512	48	0	7062	739	2363	1395	782	143								0	0		0	0	0	
285151																																	0	0	2417	0	4571		14		4835	0			6703	117	2812	0	0	27013	0	0			4388	4664	240	0	10150	166	621	1252	1492	906	177	7907	1455	4679	3941	3927	427								601	39			0	0	
285348																																	0	13379	0	279	18308		0		0	0			2963	10978	1436	0	4001	132413	26	0			0	80276	617	3356	22992	2513	3627	12051	9068	30327	22691	21683	5377	12362	7105	3854	1719								0	202			0	0	
285544																																	0	14301	153	3986	79502		1628		0	0			62511	3985	6251	0	0	202418	0	0			0	21326	8577	2587	90585	5043	3252	10653	1676	249	453	84776	19876	40473	26970	4639	45								0	198			0	0	
285553																																	0	208	1379	0	797		598		5014	0			3334	0	1253	0	0	14367	0	0			0	1323	9	500	7963	500	1	346	476	0	0	4040	5433	1630	1461	238	0								452	0			0	0	
285740																																	0	15077	3470	0	70566	0	286	286	69	243	18711	0	18711	32597	15314	0	2897	306569	0	0	0	0	80	139792	6249	96893	50011	6323	23351	42767	34683	27892	4355	44383	46264	28572	28086	15459	3911	0	0	0	0	0	0	0	159	1382	0		0	0	
285759																																	0	1947	9014	333	8848		0		6750	0			7125	0	5606	0	0	53266	1	0			0	13144	500	12036	14747	533	2206	4129	5572	235	469	14376	2706	7029	8527	6981	323								0	0			0	0	
285777																																	0	57	152	0	63		0		5468	0			6302	0	164	0	0	12623	0	0			0	407	10	5	177	58	5	2	18	288	36	36	83	304	995	5185	5613								0	0			0	0	
285852																																	0	5613	6533	3776	11241		101		1573	0			4222	7365	3385	0	0	96986	0	360			0	52347	470	3043	20170	1692	3729	5925	3476	11742	25658	18063	6839	7358	6363	4092	1835								0	0			0	0	
285928																																	0	14892	118	705	35671		51		320	0			8252	6963	9513	0	1079	112108	0	0			0	32931	1319	1584	23999	2495	1789	2902	4235	19873	1621	20092	15095	12482	15730	14206	1382								0	294			0	0	
286251																																	0	501	869	0	1040		20		3339	0			4122	0	5435	0	0	18093	0	59			0	2708	0	0	6297	86	128	810	1661	23	0	2073	4010	3677	5240	385	0								0	0			0	0	
286457																																	0	351	0	659	3275		15		0	0			6172	537	2024	0	0	23434	0	0			0	9065	1226	8644	2597	113	980	2867	4616	53	436	3123	1211	4636	4641	296	299								0	110			0	0	
286840																																	0	0	7895	0	1302		18		15279	0			2859	0	956	0	37	29588	0	0			0	1242	0	0	17205	114	61	813	242	12	0	21303	2193	3496	826	143	0								0	0			0	0	
286952																																	0	17004	0	2084	15118		66		0	0			17699	0	35876	0	0	95674	0	0			36	6457	1326	1569	17792	512	1001	1275	1055	2614	0	30234	6616	16951	28439	6597	293								34	10			0	0	
287007																																	0	9740	0	13848	34422		33		0	3112			23394	0	1865	0	145	117675	137	0			0	31529	2836	0	41248	2391	909	4320	9084	14186	0	34222	3726	17065	24377	2437	0								0	0			0	0	
287155																																	0	457	5446	0	2917		164		1248	0			1882	0	3231	0	0	21745	0	0			0	6070	330	27	4339	158	713	2644	973	621	963	1841	1792	5366	3425	2370	759								0	0			0	0	
287342																																	0	1238	4244	484	504		55		5073	0			2806	0	506	0	0	24499	0	0			0	8874	715	0	8752	903	909	1431	1710	3851	0	4631	2318	3079	2010	3162	238								0	0			0	0	
287351																																	0	6902	11476	450	61397		191		31624	0			33425	6231	16299	0	128	186293	0	0			0	13358	4230	1559	61639	968	2161	5584	4271	77	179	75081	14555	37941	31156	11025	1531								0	582			0	0	
287539																																	0	68048	0	27191	57292		877		0	0			7423	14097	1813	0	0	213796	0	0			0	34475	2568	2098	92762	5968	5379	8927	8543	2753	2303	85577	18015	29287	33554	11465	373								0	12			0	0	
287650																																	0	86	862	0	3		94		21488	0			3598	0	877	0	0	28150	0	0			0	1118	0	0	10149	0	2	10	192	704	211	20483	1058	754	1056	1761	564								0	24			0	0	
287856																																	0	175	230	282	828		0		1639	0			804	0	2399	0	869	8825	0	0			0	1599	0	1599	2253	197	1358	0	0	0	0	2004	2010	1792	887	533	0								0	0			0	0	
287922																																	0	0	404	0	4205		1		18	0			7582	0	1618	0	102	22333	0	0			0	8338	65	0	1256	0	29	54	276	4098	3881	4172	4043	1199	1203	2623	604								0	0			0	0	
287959																																	0	2685	6213	403	6614		0		2642	0			5270	1610	3417	0	0	42788	0	692			156	11568	1656	0	15158	697	1488	5381	1523	1395	1084	8480	7068	8442	4973	2257	0								0	18			0	0	
288152																																	0	0	273	0	208		19		2676	30			320	0	159	0	0	3655	0	0			0	0	0	0	2235	0	0	0	0	0	0	1005	1230	582	109	674	0								0	0			0	0	
288358																																	0	7427	5694	256	28584		2439		5251	205			13834	1774	20376	0	0	114920	1	0			0	25951	3309	20268	27943	1628	5832	5259	5946	4087	3122	19449	22865	13001	22492	4788	6348								0	26			0	0	
288376																																	0	17399	95	274	17037		0		38	0			13954	12513	12979	0	0	106074	0	0			0	30362	922	8564	34603	1610	4718	5030	11652	5224	2101	465	27810	13713	19804	13670	0								0	501			0	0	
288750																																	0	543	3354	583	7192	0	78	78	763	0	5863	0	5863	0	4002	0	79	34853	1	0	0	0	0	11715	682	0	18036	1385	3804	5410	464	0	0	9995	2926	5770	2053	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
288853																																	0	14292	405	7875	54796	525	900	375	0	0	9497	0	9497	8571	546	0	5310	243774	1296	0	0	0	320	94090	4267	64329	9841	2963	3036	31816	23951	31016	1307	80283	1398	11414	30530	26388	966	0	0	0	0	0	0	0	42921	1600	0		0	0	
289056																																	0	1001	2050	0	12344		22		226	0			13313	952	1935	0	0	60750	0	0			0	28474	355	762	6365	1881	5245	12039	6519	1043	1221	6752	4658	10988	5130	3941	610								58	20			0	0	
289225																																	0	362	1162	0	959		328		1114	0			670	0	951	0	191	14568	76	0			0	8864	43	215	2072	188	113	72	78	4651	3651	3063	316	990	396	1005	0								0	0			0	0	
289449																																	0	0	20696	0	2624		38		26956	0			4500	0	929	0	0	61853	0	0			0	6110	0	0	27021	82	543	448	2935	1963	139	5947	20841	7945	11532	9281	197								0	0		0	0	0	
289515																																	0	49182	5397	7241	77847	350	492	142	6267	0	69587	0	69587	14074	22336	0	16864	409582	0	0	0	0	1732	112741	24898	49869	54618	6098	5950	14697	12383	67471	5955	126933	18822	37519	50055	52514	10988	0	0	0	0	0	0	0	0	2656	0		0	0	
289542																																	0	62622	9298	10670	83313	0	1189	1189	6711	0	22153	0	22153	20061	6001	0	1422	288255	0	0	0	0	1027	60457	4264	52241	93470	3677	3053	19844	32925	416	216	96801	28271	53897	34337	7751	6012	0	0	0	0	0	0	0	0	94	0		0	0	
289702																																	0	30262	0	19875	154118	378	490	112	0	0	51598	0	51598	81027	34662	0	338	610482	80	1699	1699	0	0	226248	9800	14052	41528	1378	8593	2115	638	40589	172741	127194	37247	23992	21178	88926	85709	0	0	0	0	0	0	0	0	445	136		0	0	
289739																																	0	2214	2284	0	9774		30		7864	0			4266	0	2980	0	0	44153	0	0			0	14527	173	350	10756	1230	2145	5001	2864	3286	0	8949	3671	8161	7206	1009	0								0	41			0	0	
289757																																	0	0	22725	0	10907		22		24216	1372			8267	0	2400	0	1408	74122	0	0			0	4021	0	3758	33415	116	141	1117	2319	328	0	30843	8704	14520	12286	3543	0								137	19		0	0	0	
290052																																	1316	65533	12096	23645	133882	724	3990	3266	5438	0	117384	0	117384	23588	87421	0	0	532099	48	0	0	0	6298	47618	7682	24959	212267	13318	15379	13399	3017	985	1343	252244	55803	72038	68953	28078	6224	1316	0	1316	0	0	0	0	1707	847	0		0	0	
290230																																	0	4842	3298	4262	7889		149		970	0			38337	278	13423	0	223	106024	0	0			1225	31077	1029	1262	36773	2558	6308	12157	9510	320	0	16807	21672	21268	13787	503	0								0	247			0	0	
290249																																	0	66639	682	4968	173153	0	157	157	0	0	37483	0	37483	40148	10626	0	0	449831	0	0	0	0	0	92724	21208	25034	100086	10966	15611	38684	19516	3348	3593	125402	23910	109680	85876	7859	0	0	0	0	0	0	0	0	1707	336	0	0	0	0	
290838																																	0	0	18	0	899		0		438	0			687	0	2935	0	7	13415	0	0			0	8431	0	0	10948	2362	5078	820	139	32	0	1647	1861	944	510	22	0								0	0			0	0	
290847																																	0	156	1362	168	712		2		671	0			759	545	216	0	85	6266	0	0			0	1590	0	0	1946	0	270	930	372	18	0	911	1144	1228	1276	118	0								0	0			0	0	
290922																																	0	207	5082	0	3355		0		312	0			1544	0	4233	0	303	35599	0	0			0	19443	1120	0	4697	639	1293	6193	8221	2944	0	962	1803	5678	5501	2211	0								0	0			0	0	
291059																																	0	4262	11481	0	9459		34		19972	0			10252	0	2334	0	0	67332	0	0			0	9373	165	6805	16038	3344	4103	588	1176	162	0	41363	6003	1397	4285	4215	623								0	0			0	0	
291152																																	0	7268	0	2296	9392		329		0	0			2794	3209	496	0	1122	56621	300	0			0	26165	3004	14492	7937	10	614	6991	5930	11936	685	11584	694	5998	6698	5615	0								0	846			0	0	
291273																																	0	21196	7566	66825	53746	0	0	0	0	2049	241	0	241	6591	1338	0	0	346976	0	0	0	0	0	187518	1955	145810	1312	5445	19382	82578	35029	36905	4947	8792	7516	49446	30273	59321	1706	0	0	0	0	0	0	0	0	0	0		0	0	
291330																																	0	1805	1137	352	5628		0		275	0			9227	0	2641	0	316	27338	0	0			0	5660	297	595	13936	723	523	2211	2124	76	0	5156	7189	4647	4023	266	0								0	0			0	0	
291611																																	0	908	52	478	14628	0	0	0	0	0	8549	0	8549	0	19363	0	0	150040	0	0	0	0	0	102663	3399	0	3397	153	164	1859	4004	77462	18998	1897	1183	13522	10103	15705	4855	0	0	0	0	0	0	0	0	0	0		0	0	
291732																																	0	139	1062	0	1149		0		1582	0			3782	0	3451	0	0	13476	0	0			0	2311	0	0	7045	122	117	86	152	1834	0	3067	3740	1861	897	1012	588								0	0			0	0	
291910																																	0	6841	0	1968	11584		212		0	0			8070	4256	7365	0	830	76154	0	0			0	30033	4451	26301	12049	2306	11293	12356	3198	103	447	13509	7917	12751	7972	2319	805								445	99			0	0	
292234																																	0	38022	117	2559	64640		0		0	0			7219	8426	7333	0	0	173798	0	0			0	44369	1113	31752	56503	3764	11717	4270	10596	8003	5816	34845	38467	8760	27269	12678	6962								0	0			0	0	
292467																																	0	163	492	152	1403		26		943	0			627	0	3027	0	0	9287	0	0			0	2366	88	0	3377	66	328	498	1474	0	0	1714	1295	1960	1893	58	0								0	0			0	0	
292524																																	0	155577	11909	3802	89960	4	903	899	3713	0	35687	0	35687	24181	14446	0	844	409740	190	9	9	0	3433	62454	2780	19123	150910	20611	6063	19257	14869	1424	34	190627	13811	68205	65139	8381	692	0	0	0	0	0	0	0	2086	1579	0		0	0	
292850																																	0	741	0	0	6749		0		0	0			2328	0	6834	0	88	28838	0	0			0	12098	0	0	6258	603	1930	7912	1117	537	0	1138	2659	7670	4389	866	0								0	0			0	0	
292908																																	0	12316	69	1848	118078	0	262	262	0	0	27144	0	27144	20760	2241	0	61	261505	0	20588	20588	0	0	51203	6484	6770	13745	1493	1544	2068	3229	28804	14065	73862	9511	36926	60948	27823	355	0	0	0	0	0	0	0	273	178	0		0	0	
293026																																	0	146329	1014	14551	64923	0	0	0	0	0	76275	185	76460	7965	791	0	0	372758	536	0	0	0	4489	59231	434	23282	187740	31098	13267	6644	930	1083	3651	178725	61375	35534	28805	4769	279	0	0	0	0	0	0	0	0	1596	0		0	0	
293053																																	0	22822	4098	3495	49028	280	4943	4663	3338	0	109199	0	109199	158	8650	0	1453	217429	0	0	0	0	5	9628	495	573	81174	523	1594	2298	2126	1425	1499	136555	12372	22344	29580	2207	3967	0	0	0	0	0	0	0	0	122	0		0	0	
293352																																	0	223	2312	0	2358		6		5727	0			2063	0	546	0	10	16090	0	0			0	2820	25	0	4209	40	159	913	987	721	0	5172	1417	2108	2065	2167	267								0	0			0	0	
293437																																	0	1438	408	0	3576		63		0	0			15179	34	9368	0	0	38601	0	0			0	7979	556	49	17012	530	1655	2308	3132	355	0	13604	4929	4512	6505	1020	0								0	0			0	0	
293651																																	0	0	6695	0	3857		308		29780	48			3205	0	644	0	1590	46146	0	67			0	0	0	0	27423	0	0	0	0	0	0	37499	1081	3732	2349	1093	0								0	0			0	0	
293736																																	0	336816	4330	13962	100733	0	5298	5298	0	0	60264	0	60264	20704	4127	0	2339	597532	0	0	0	0	0	42962	5997	28158	343017	14233	15870	4188	6257	2414	0	370045	48030	54218	66447	15704	126	0	0	0	0	0	0	0	0	0	0		0	0	
293754																																	0	15087	0	518	11333		12		0	0			3007	8545	6638	0	0	73292	0	0			0	20001	8151	2307	26435	2988	5342	7072	2533	306	1760	24042	7891	12024	9195	139	0								0	0			0	0	
294023																																	0	1079	4258	0	17337		143		694	0			3683	3945	20432	0	492	90774	0	0			0	38369	0	19469	30343	1986	5568	6597	5410	15708	3072	17134	5655	13030	5878	8864	1074								263	79			0	0	
294153																																	0	0	3709	0	2862		34		7740	0			1084	0	969	0	0	17463	0	0			0	1065	0	0	5799	0	194	542	329	0	0	5847	1143	4409	4254	517	174								0	0			0	0	
294256																																	0	70305	6423	13585	140170	0	855	855	7068	0	52055	0	52055	14694	15617	0	616	447436	0	0	0	0	676	117319	8675	68251	193465	12697	21578	25874	29276	14018	13616	158108	48225	66357	48886	4401	2421	0	0	0	0	0	0	0	0	54	0		0	0	
294564																																	0	61033	329	1107	36335		496		104	0			35909	0	7369	0	0	204700	0	25326			0	32517	3567	1991	144979	16900	2378	6121	2203	2812	1692	113415	11914	23014	19355	3218	28								608	0			0	0	
294751																																	0	7980	1091	2404	47365		1591		2343	0			14440	8202	10119	0	3463	148724	0	0			539	48400	1232	23583	26560	4123	7520	16668	3859	12262	3727	17665	17770	31970	17401	12940	910								0	94			0	0	
294779																																	0	104396	0	22058	123480	0	0	0	0	0	9436	0	9436	4229	9669	0	0	397356	2687	0	0	0	0	96300	30475	43805	152289	9029	31178	3889	6828	16030	28838	57458	54624	75491	39984	43065	31586	0	0	0	0	0	0	0	0	0	0		0	0	
294827																																	0	1722	0	0	3773		0		16	0			6178	0	6713	0	0	50644	0	0			0	32111	131	14708	9632	677	4010	3453	5401	7818	10592	1552	3393	4999	2632	4686	1087								0	0			0	0	
295011																																	0	1274	24890	4580	19680		17		5851	0			9224	4352	32957	0	0	224627	37	119			0	117831	2678	89910	14376	2027	7986	25022	15312	66971	47	10022	10114	26470	29963	28108	1526								1211	0			0	0	
295057																																	0	1650	394	42	2293		16		447	0			32396	2222	8676	0	0	52688	0	0			0	3348	775	72	5158	29	85	1007	1680	485	62	6324	2330	16885	19500	2328	1973								112	317			0	0	
295356																																	0	692	334	0	858		22		0	0			293	0	2443	0	0	13403	94	0			0	8708	138	0	1546	66	73	583	261	6986	695	1001	406	1469	1251	661	0								0	9			0	0	
295552																																	0	798887	8078	2603	143082	0	158824	158824	4288	1764	111616	0	111616	521	37915	0	0	4020564	0	0	0	0	75912	2727584	27070	2280236	580979	483373	701957	901414	217470	75445	344362	1023848	106761	63439	57765	33325	2755	0	0	0	0	0	0	0	0	96	0	0	0	0	
295637																																	0	4304	10443	2709	48084		50		8098	241			4622	1512	8306	0	1133	140253	0	0			0	47723	3232	4614	26012	2021	1785	10710	10359	15930	6849	16873	10523	47254	13893	1550	227								0	37			0	0	
295646																																	0	0	570	0	113		0		1901	0			660	0	727	0	1	5058	0	0			0	1086	0	0	2314	0	29	551	392	48	66	826	1459	736	657	294	0								0	0			0	0	
295758																																	0	0	2905	0	27		30		21851	0			4412	0	1902	0	100	33085	0	1268			0	590	0	0	22518	0	244	346	0	0	0	19426	7049	2694	2639	687	0								0	0			0	0	
296438																																	0	1459	0	0	94409		141		1429	0			13619	1773	8491	0	0	225738	231	0			0	102042	2352	77574	144745	77548	15447	6748	1683	345	246	92317	15087	12379	3165	294	378								0	254			0	0	
296456																																	0	715	5400	0	7443		90		3020	0			18752	0	25137	0	0	96315	1	526			0	35085	148	20469	21014	2483	5067	11225	13502	1564	1110	9868	9181	17916	19503	4032	654								0	0			0	0	
296559																																	0	1068	2561	0	12552		29		9239	17			16649	439	21185	0	0	93620	0	4571			0	23331	1996	15682	24899	245	722	1520	2078	8805	9757	8342	18546	19627	17557	5881	190								0	0			0	0	
296755																																	0	173	1031	0	1560		14		1644	0			3642	30	3154	0	184	19414	0	0			0	7908	74	460	5409	640	784	3165	2594	725	0	1452	3009	3299	2980	377	0								0	0			0	0	
