"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	6731	2	2107	6962	0	15377	0	0	0	0	0	0	51115	0	590	12771		28476	3137	3774	9372	4113	0	0	2596	6776	13566	5537	849	3264	7085	1574	13268	50525	0	0	
242	2849	0	596	3486	0	7205	0	0	0	0	0	0	15951	0	1771	3127		7821	2154	1201	5119	2926	0	0	1836	3283	2210	492	820	2106	201	0	6609	14180	0	0	
279	10868	0	0	4732	0	13322	0	0	0	0	0	0	67737	0	0	19120		35846	1903	9608	22742	8936	0	0	6704	16039	10711	2393	2087	6849	7203	2980	13322	67737	0	0	
354	1314	0	121	1553	0	1553	0	0	0	0	0	0	5609	0	1552	600		2491	1204	0	2480	600	0	0	581	1900	10	0	400	200	0	0	1432	4057	0	0	
439	18109	0	3987	40216	0	57131	0	0	0	1852	1852	0	101611	0	6317	26837		45114	11551	8337	43223	26065	0	1852	16191	27032	1863	28	7299	18766	772	0	53144	95294	0	0	
457	3445	0	573	2894	0	4982	0	0	198	1388	1586	0	19830	0	1146	3916		8383	4086	698	6740	2923	198	597	1593	5147	1251	392	850	2073	993	0	4409	17098	0	1586	
505	109120	17	9182	17906	0	30908	0	0	0	0	0	0	229558	0	45934	29031		53524	37883	8191	42069	24354	0	0	8403	33666	11153	302	10092	14262	3572	1105	21709	183524	0	100	
1146	120685	0	357	77271	0	128101	0	0	0	0	0	0	269530	0	9687	43558		75238	30049	10099	73935	34978	0	0	27431	46672	1135	0	8635	26343	7667	913	127401	248452	343	11391	
1155	376	8	1197	21130	0	54535	0	0	0	5216	5216	0	89016	0	18853	35396		42768	10476	9938	31034	30488	0	5216	18671	12370	7552	4175	11185	19303	2855	2053	53246	70163	84	0	
1351	3648	7	4872	10715	0	20370	0	0	0	0	0	0	70558	0	6029	15961		33920	17029	4868	27403	14464	0	0	8433	18970	6517	0	5923	8541	1497	0	15491	64529	0	0	
1454	1675	135	5859	93960	0	161092	0	0	0	0	0	0	200188	8	12923	33355		45311	119847	14303	27561	11497	0	0	15916	14113	7857	7425	21839	5634	2487	3394	155074	187257	24	0	
1557	2512	2	1086	4190	0	7402	0	0	0	0	0	0	20261	0	3233	4333		11278	2138	1877	7815	3731	0	0	2738	5077	2809	654	1936	1795	402	200	6314	16978	0	50	
1632	8235	32	11686	42060	0	50754	0	0	0	31400	31400	0	350255	0	3915	112305		73446	156269	16066	64046	93318	0	21475	12039	52007	8816	584	27049	66269	18687	300	38923	346340	113	0	
1669	12693	7	13724	34425	0	77365	0	0	0	0	0	0	105651	0	2634	23863		57946	11149	10333	39492	16689	0	0	14095	26393	13599	3859	4333	12457	5126	1947	63590	103017	44	0	
1829	30527	8	1010	54789	0	69301	0	0	0	0	0	0	191317	0	2613	35861		93226	31703	17464	62930	22474	0	0	15144	47786	22744	7552	7946	14528	9401	3986	68136	188704	147	0	
1856	535	0	944	1776	0	3371	0	0	0	32097	32097	0	77899	0	22221	73673		2083	1608	3	2019	48651	0	2019	608	1411	65	0	25705	22946	7402	17619	2427	41678	0	14000	
2040	6748	6	2573	12760	0	27766	0	0	0	0	19631	0	93276	0	3871	31150		31178	24200	9375	20222	15772	0	6957	5971	14251	7767	3189	5589	10183	9109	6269	25187	89405	0	0	
2161	14489	0	2421	17066	0	36759	0	0	0	0	0	0	50185	0	7570	16839		14993	3864	6418	12744	15226	0	0	4208	8536	1700	549	1403	13823	705	908	34338	42615	0	0	
2376	261939	0	77	10845	0	22360	0	0	0	0	0	0	687624	0	333	75159		329305	21221	47124	267126	61230	0	0	95902	171233	55797	6373	20288	40942	12901	1028	22283	687291	0	0	
