"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					1	136	0.075	0.075	
242					1	14	0.08	0.08	
279					4	385	0.0688	0.08	
354					0	0	0	0	
439					0	0	0	0	
457					0	0	0	0	
505					0	0	0	0	
1146					0	0	0	0	
1155					1	5	0.0675	0.0675	
1351					0	0	0	0	
1454					0	0	0	0	
1557					0	0	0	0	
1632					0	0	0	0	
1669					1	6	0.1075	0.1075	
1829					0	0	0	0	
1856					0	0	0	0	
2040					2	31	0.0425	0.0725	
2161					4	130	0.075	0.0775	
2376					0	0	0	0	
2451					0	0	0	0	
2554					0	0	0	0	
2732					0	0	0	0	
2750					1	2	0.09	0.09	
2938					0	0	0	0	
3252					3	208	0.0975	0.0995	
3458					0	0	0	0	
3506					0	0	0	0	
3720					0	0	0	0	
3953					0	0	0	0	
4138					3	84	0.0722	0.1	
4147					0	0	0	0	
4156					0	0	0	0	
4231					0	0	0	0	
4437					2	70	0.085	0.085	
4839					0	0	0	0	
5005					0	0	0	0	
5050					0	0	0	0	
5069					0	0	0	0	
5135					0	0	0	0	
5210					0	0	0	0	
5274					0	0	0	0	
5331					1	10	0.139	0.139	
5461					0	0	0	0	
5751					0	0	0	0	
6039					2	18	0.0625	0.065	
6057					1	4	0.0557	0.0557	
6141					0	0	0	0	
6329					0	0	0	0	
6972					0	0	0	0	
7009					0	0	0	0	
7045					0	0	0	0	
7157					3	34	0.0625	0.07	
7166					0	0	0	0	
7456					3	35	0.075	0.08	
7634					0	0	0	0	
8033					0	0	0	0	
8417					0	0	0	0	
8462					0	0	0	0	
8631					0	0	0	0	
9357					0	0	0	0	
9553					0	0	0	0	
9807					0	0	0	0	
9955					0	0	0	0	
10157					0	0	0	0	
10250					0	0	0	0	
10849					2	102	0.0875	0.0925	
10858					0	0	0	0	
11145					0	0	0	0	
11640					2	100	0.0725	0.0725	
11837					0	0	0	0	
12030					0	0	0	0	
12058					0	0	0	0	
12142					1	5	0.085	0.085	
12245					1	15	0.0725	0.0725	
