"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	
	CHG-OFFS ON CONSTRCTN&LAND DEVLPMT	RECVRS ON CONSTRCTN&LAND DEVLPMT LNS	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFFS ON LNS SECD BY NONFARM NONR	RECVRS ON LNS SECD BY NONFARM NONRES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	CHRG-OFF LEASE FNC RCVBL US ADDR	CHRG-OFF LEASE FNC RCVBL NON US ADDR	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	RECOV ON LEASE FIN RECEIVABLE-US ADD	RCVRY LEASE FNC RCVBL NON US ADD	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	CHARGE-OFFS ON: OTHER INDIV LOANS	RECOVERIES ON: OTHER INDIV LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	
37	0	0	0	0	0	0	0	0	0	0	0	0	32	0			0	0	29	0	0	2															0	0	0	0			0	0	6	20	12	0	21	0		
242	0	0	0	0	0	0	4	0	0	0	0	0	4	3			0	0	4	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0		
279	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0															0	0	0	0			0	0	0	2	0	0	0	0		
354	0	0	0	0	0	0	0	1	0	0	0	0	3	0			0	0	0	0	0	0						0						0			0	0	0	1			0	0	0	1	0	0	0	0		
439	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0		
457	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	2	0	0	0						0						1			0	0	0	0			0	0	2	0	0	0	0	0		
505	0	0	0	0	0	0	1	5	0	0	0	0	6	0		0	0	0	13	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	12	1	0	0	0	0		
1146	0	0	0	0	0	0	0	0	0	0	0	0	9	0		0	0	0	114	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			112	7	2	2	0	0	0	0		
1155	0	0	0	0	0	0	0	15	0	0	0	0	17	0			0	0	7	0	0	0															0	0	0	0			1	1	6	1	0	0	0	0		
1351	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	1	0	0	0	0	0	
1454	0	0	0	0	0	0	0	0	0	0	0	0	16	0		0	0	3	10	0	0	5		0	0		0	0		0	0		0	0		0	0	0	0	0			0	1	5	12	0	0	0	0		
1557	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0	0	
1632	0	0	0	0	0	0	0	0	0	0	0	0	22	3		0	0	8	189	1	0	164		0	0		0	164		0	0		0	8		0	0	0	0	0			0	0	24	11	0	0	0	0		
1669	0	0	0	0	0	0	4	0	0	0	0	0	30	1			0	0	56	0	0	0															0	0	0	0			0	0	45	26	3	0	7	0		
1829	0	0	0	0	0	0	0	0	0	0	0	0	84	23		0	0	0	45	32	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	1	13	2	58	0	0	0		
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
2040	0	0	0	0	0	0	0	0	0	0	0	0	40	30			0	0	769	369	0	0															0	0	0	0			1	0	218	10	0	0	181	0		
2161	0	0	0	0	0	0	0	0	0	0	0	0	11	11			0	0	1	1	0	0															0	0	0	0			0	0	0	0	0	0	0	0		
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0		
2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
2554	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0		
2732	0	0	0	0	0	0	0	0	0	0	0	0	3	2		0	0	0	8	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	8	1	0	0	0	0		
2750	0	0	0	0	0	0	1	0	0	0	0	0	1	0		0	0	0	32	1	0	30		0	0		0	30		0	0		0	0		0	0	0	0	0			0	0	0	0	1	0	0	0	0	
2938	0	0	0	0	0	0	10	0	0	0	0	0	104	3		0	0	0	207	38	0	0		0	0		0	0		0	0		0	0		0	0	0	7	0			0	0	77	19	82	0	69	6		
3252	0	0	0	0	0	0	0	0	0	0	0	0	66	11			0	11	119	17	0	32						0						0			0	0	0	0			0	0	21	42	2	0	49	0		
3458	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0		
3506	0	0	0	0	0	0	0	0	107	0	0	0	4	0		0	0	0	266	158	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	1	4	0	0	0	0		
3720	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0															0	0	0	0			0	0	5	1	0	0	0	0		
3953	0	0	0	0	0	0	0	0	0	0	0	0	52	2			0	47	1	0	0	0						0						47			0	0	0	0			0	0	1	3	0	0	0	0		
4138	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	57	11	0	0															0	0	2	0			0	0	44	6	0	0	0	0		
4147	0	0	0	0	0	0	190	10	0	0	0	0	11	1			0	0	231	41	0	0															0	0	0	0			0	0	0	0	0	0	0	0		
4156	0	0	0	0	0	0	0	0	0	0	0	0	85	59			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	26	0	0	0	0		
4231	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	9	0	0	0															0	0	0	0			0	0	5	3	0	0	4	0		
4437	0	0	0	0	0	0	0	0	0	0	0	0	4	2		0	0	0	183	175	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	8	2	0	0	0	0	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	8	0	0	0															0	0	0	0			0	0	8	5	0	0	0	0		
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0		
5050	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	1	11	0	0	2															0	0	0	0			0	0	9	3	0	0	0	0		
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0		
5135	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	22	5	0	0						0						0			0	0	0	0			0	2	7	2	0	0	0	10		
5210	0	0	0	0	0	0	0	0	0	0	0	0	38	7		0	0	0	2	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	2	31	0	0	0	0		
5274	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	0	0	0	0															0	0	0	0			0	0	0	7	0	0	0	0		
5331	0	0	0	0	0	0	0	0	0	0	0	0	2	2		0	0	0	9	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	9	0	0	0	0	0		
5461	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	10	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	10	1	0	0	0	0		
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
6039	0	0	0	0	0	0	3	0	0	0	0	0	5	0			0	0	5	0	0	0															0	0	0	0			0	0	2	5	0	0	0	0		
6057	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	14	14	0	0						0						0			0	0	0	0			0	0	0	1	0	0	0	0		
6141	0	0	0	0	0	0	0	1	0	0	0	0	42	36			0	0	7	0	0	0						0						0			0	0	0	0			0	0	7	5	0	0	0	0		
6329	0	0	0	0	0	0	0	11	0	0	0	0	67	7			0	0	221	0	0	0															0	0	0	0			0	4	221	31	14	0	0	0		
6972	0	0	0	0	0	0	54	15	0	0	0	0	18	1		0	0	0	56	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	1	2	1	0	0	0	0		
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0		
7045	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	13	0	0	0						0						0			0	0	0	0			2	0	11	8	0	0	0	0	0	
7157	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	2	0	0	0						0						0			0	0	0	0			0	0	2	4	0	0	0	0		
7166	0	0	0	0	0	0	0	0	0	0	0	0	10	0		0	0	0	30	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	30	10	0	0	0	0		
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	7	0			0	0	55	26	0	0						0						0			0	0	0	0			0	0	29	7	0	0	0	0		
8033	0	0	0	0	0	0	0	0	0	0	0	0	24	1			0	23	17	5	0	7						6						22			0	0	0	0			0	0	0	0	0	0	5	0		
8417	0	0	0	0	0	0	0	0	0	0	0	0	6	0		0	0	0	9	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	9	6	0	0	0	0		
8462	0	0	0	0	0	0	0	0	0	0	0	0	31	1			0	12	6	0	0	0						0						12			0	0	0	0			0	0	6	18	0	0	0	0		
8631	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	5	0	0	0															0	0	0	0			0	0	5	4	0	0	0	0		
9357	0	0	0	0	0	0	0	0	0	0	0	0	3	3		0	0	0	1	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	1	0	0	0	0	0	0	
9553	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0		
9807	0	0	0	0	0	0	0	0	0	0	0	0	14	14		0	0	0	7	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	6	0	0	0	1	0		
9955	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	10	0	0	0						0						0			0	0	0	0			0	0	10	5	0	0	0	0		
10157	0	0	22	0	0	0	0	0	0	0	0	0	8	0			0	5	111	87	0	0						0						0			0	0	0	0			0	0	2	3	0	0	0	0		
10250	0	0	0	0	0	0	0	0	0	0	0	0	41	29		0	0	0	17	12	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			2	3	3	9	0	0	0	0		
10849	0	0	0	0	0	0	105	100	0	0	0	0	100	0			0	0	105	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	0	
10858	0	0	0	0	0	0	0	0	0	0	0	0	68	15		0	0	0	654	97	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			488	0	69	53	0	0	0	0	0	
11145	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	31	0	0	0															0	0	0	0			0	0	11	3	0	0	20	0		
11640	0	0	0	0	0	0	0	0	0	0	0	0	165	0			0	160	154	0	0	143						0						0			0	0	0	0			0	0	11	5	0	0	0	0		
11837	0	0	0	0	0	0	0	0	0	0	0	0	10	8			0	0	0	0	0	0															0	0	0	0			0	0	0	2	0	0	0	0		
12030	0	217	0	63	0	0	253	661	0	0	0	0	2309	562			0	524	351	0	0	80															0	0	0	0			0	0	0	0	282	0	18	0		
12058	0	0	0	0	0	0	0	0	0	0	0	0	25	3			0	7	44	29	0	13						0						0			0	0	0	0			0	0	2	14	1	0	0	0	0	
12142	0	0	0	0	0	0	0	0	0	0	0	0	43	0			0	30	31	0	0	29						0						0			0	0	0	0			0	0	2	13	0	0	0	0		
12245	0	0	0	0	0	0	0	0	0	0	0	0	4	0		0	0	0	6	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	4	0	0	6	0	0	
12311	1	482	0	0	0	2	2058	375	4189	718	0	0	9190	1086	1086	0	0	735	31767	10591	0	0	10591	0	0	0	0	18	4189	0	0	0	0	0	718	0	0	0	4235	469	0	0	0	0	10593	4991	332	0	46	36		
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0						0			0	0	0	0			0	0	5	0	0	0	0	0		
12656	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	10	0	0	0						0						0			0	0	0	0			0	0	0	2	1	0	10	0		
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0		
12946	2	0	0	0	0	0	49	0	0	0	0	0	100	22		0	0	0	333	123	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	97	39	38	1	38	24		
12955	0	0	0	0	0	0	0	0	2	0	0	0	2	0			0	0	75	72	0	0															0	0	0	0			0	0	1	2	0	0	0	0		
13037	0	0	0	0	0	0	0	0	0	0	0	0	8	4			0	0	872	869	0	0															0	0	0	0			0	0	3	4	0	0	0	0		
13103	0	0	0	0	0	0	0	0	0	0	0	0	5	0		0	0	0	24	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	24	5	0	0	0	0		
13251	0	0	0	0	0	0	0	0	0	0	0	0	8	6			0	1	1	0	0	0						0						0			0	0	0	0			0	0	1	1	0	0	0	0		
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0		
14052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0		
14155	0	0	0	0	0	0	0	0	0	0	0	0	14	2			0	2	16	4	0	0						0						2			0	0	0	0			0	0	12	10	0	0	0	0		
