"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1855										
242								948										
279								2320										
354								233										
439								8251										
457								316										
505								6819	6	0	0	0	1351	4702	0	4702	760	
1146								27873	5576	0	0	0	1923	6559	0	6559	13815	
1155								7996										
1351								2168										
1454								24133	9432	0	0	0	5128	834	0	834	8739	
1557								1257										
1632								9121	315	0	0	0	1873	6933	0	6933	0	
1669								10276										
1829								15986	0	0	0	0	1352	11305	0	11305	3329	
1856								512										
2040								3436										
2161								6765										
2376								6452	0	0	0	0	2497	3821	0	3821	134	
2451								1851										
2554								338										
2732								13799	2699	0	0	0	3609	2702	0	2702	4789	
2750								1798	0	0	0	0	141	1649	0	1649	8	
2938								12865	9036	0	0	0	1786	2043	0	2043	0	
3252								9274										
3458								4394										
3506								36844	21556	72	0	72	10192	1227	0	1227	3797	
3720								5357										
3953								2833										
4138								6100										
4147								2765										
4156								3852										
4231								4106										
4437								4335	0	0	0	0	1346	2989	0	2989	0	
4839								4692										
5005								5873	0	0	0	0	1355	4494	0	4494	24	
5050								24955										
5069								1617	0	63	0	63	132	1415	0	1415	7	
5135								7666										
5210								16844	8219	0	0	0	6668	1150	0	1150	807	
5274								3677										
5331								6346	1552	0	0	0	1545	1096	0	1096	2153	
5461								15118	10491	0	0	0	4402	72	0	72	153	
5751								1105										
6039								5902										
6057								496										
6141								3313										
6329								15847										
6972								24410	10322	0	0	0	6233	3850	0	3850	4005	
7009								8201	1	2000	2000	0	10	6165	0	6165	25	
7045								8409										
7157								842										
7166								15927	12193	0	0	0	2467	1233	0	1233	34	
7456								811										
7634								2433										
8033								2422										
8417								495292	0	0	0	0	0	495291	0	495291	1	
8462								6878										
8631								2074										
9357								14742	11291	0	0	0	785	1671	0	1671	995	
9553								861										
9807								61378	15507	0	0	0	5337	37510	0	37510	3024	
9955								7407										
10157								1559										
10250								8722	5820	0	0	0	1546	1356	1356	0	0	
10849								2760										
10858								12522	599	0	0	0	1742	9434	0	9434	747	
11145								5820										
11640								9217										
11837								1208										
12030								9082										
12058								5373										
12142								9238										
12245								2158	0	0	0	0	679	1479	0	1479	0	
12311	825023	700436	0	246	0	108094	16247	825023	534172	246			166264	108094			16247	
