"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
5751																0	0	4	2743	0	1979	56	0	0	0	0	760	1882	0	0	Current Year s Income Tax Receivable                                                                                                                                                             			
5939																0	15786	14858	66763	1947	26077	3532	0	0	0	0	10042	12560	0	0	MBS PRINCIPAL RECEIVABLE                                                                                                                                                                         			
6039																0	168	177	1496	0	568	369	0	0	0	0	583	0	0	0	SPLIT DOLLAR LIFE INSURANCE                                                                                                                                                                      			
6057																3	85	0	344	25	58	0	0	0	0	0	201	0	0	0				
6141																0	0	0	340	39	45	0	0	0	0	0	295	0	0	0				
6329																170	801	148	3514	263	1308	242	122	0	0	0	1257	269	0	0	iIENC AGENCIES                                                                                                                                                                                   	IENC MBS                                                                                                                                                                                         		
6972																0	687	0	7884	0	4260	0	0	0	0	0	2937	3329	0	0				
7009																0	0	18	5112	0	3723	3196	0	0	0	0	1371	0	0	0	Other receivables                                                                                                                                                                                			
7045																0	0	41	1217	0	349	0	0	0	0	0	827	0	0	0				
7157																0	23	0	305	0	50	33	0	0	0	0	232	0	0	0	LEASE CONTRACT RECEIVABLE                                                                                                                                                                        			
7166																0	1372	1550	15397	0	10621	2924	0	0	0	0	1854	7395	0	0	TAX CREDIT INVESTMENT                                                                                                                                                                            			
7456																0	86	0	603	65	105	0	0	0	0	0	412	0	0	0				
7634																0	201	65	753	52	118	35	0	0	0	0	369	0	0	0	Late Fees Receivable                                                                                                                                                                             			
8033																4	447	78	1592	18	673	43	63	11	0	0	394	534	0	0	Accrued Late Charges on Loans & Unpostables                                                                                                                                                      	Federal Income Taxes Depreciation                                                                                                                                                                	Computer Software                                                                                                                                                                                	
8417																0	2744	12087	214721	0	199872	47510	101246	0	0	0	18	0	0	0	A/R - Trust Fees                                                                                                                                                                                 	A/R - Intercompany Service Reimbursement                                                                                                                                                         		
8462																0	21	0	690	0	16	0	0	0	0	0	653	0	0	0				
8547																0	3073	939	12765	0	7119				0	0	1634	5212	0	0				
8631																65	95	37	481	75	140	0	0	0	0	0	209	0	0	0				
9115																0	1673	1292	23218	0	10417	5873	0	0	0	0	9836	0	0	0	Operating Leased Equipment                                                                                                                                                                       			
9357																0	764	0	5038	0	3164	1086	940	0	0	0	1110	0	0	0	NEVADA ATM/CUSTOMER                                                                                                                                                                              	LOOMIS VAULT NEVADA/CUTOMER                                                                                                                                                                      		
9553																0	548	0	2873	125	879	0	0	0	0	0	1446	745	0	0				
9807																0	24530	0	71763	0	38737	38393	0	0	0	0	8496	0	0	0	Bank owned life insurance                                                                                                                                                                        			
9955																0	401	0	1422	45	118	61			0	0	903	0	0	0	KWMI - accounts receivable                                                                                                                                                                       			
10157																0	537	0	1743	79	340	261	0	0	0	0	866	0	0	0	RESERVE FOR TAXES-CURRENT                                                                                                                                                                        			
10250																30	677	0	3082	229	976	489	0	0	0	0	1429	203	0	0	Computer Software                                                                                                                                                                                			
10849																0	1279	142	3568	0	1098	0	0	0	0	0	1049	850	0	0				
10858																0	1306	1663	7148	0	521	0	0	0	0	0	3658	0	0	0				
11145																5	826	163	1654	181	244	0	0	0	0	0	421	35	0	0				
11640																0	2433	396	9357	0	4767	0	0	0	0	0	1761	4352	0	0				
11837																0	916	0	1883	0	631	375			0	0	336	0	0	0	Income Tax Payable - State			
12030																0	623	664	3522	137	534	0	0	0	0	0	1701	397	0	0				
12058																0	298	0	1550	38	64	0	0	0	0	0	1188	26	0	0				
12142																0	530	0	2530	229	398	0	0	0	0	0	1602	0	0	0				
12245																0	324	0	940	97	117	0	0	0	0	0	499	0	0	0				
12311	0	79730	0	2849690	0	2665943	1279156	0	0	0	0	104017	941342	58496	0		79730														Operating lease receivables                                                                                                                                                                      			
12357																0	4	0	408	18	85	0	0	0	0	0	319	0	0	0				
12647																0	162	0	523	65	65	0	0	0	0	0	296	0	0	0				
12656																0	29	0	120	19	19				0	0	72	0	0	0				
12937																0	682	91	1556	242	288	0	0	0	0	0	495	0	0	0				
12946																0	1462	0	13251	0	8790	0	0	0	0	0	2999	7876	0	0				
12955																0	419	0	958	63	64	0	0	0	0	0	475	0	0	0				
13037																0	366	236	3142	664	1845				0	0	695	0	0	0				
13103																0	2560	0	8515	0	2804	0	0	0	0	0	3151	1184	0	0				
13251																0	140	0	1078	0	630	0	0	0	0	0	308	630	0	0				
13309																0	20152	23935	101152	0	49123	41054	6899	0	0	0	7942	0	0	0	BANK OWNED LIFE INS-BOLI                                                                                                                                                                         	PREPAID PENSION COSTS                                                                                                                                                                            		
13457																0	3	0	1664	0	1167	0	0	0	0	0	494	1132	0	0				
14052																0	262	171	718	59	61	0	0	0	0	0	224	0	0	0				
14155																0	358	0	2314	0	1031	0	0	0	0	0	925	917	0	0				
14258																0	3573	0	6531	342	1018	641	0	0	0	0	1940	0	0	0	Fine Arts                                                                                                                                                                                        			
14409	0	82461	0	643596	0	473246	0	0	0	0	0	87889	255834	61611	0		82461																	
14454																0	145	0	314	0	10	0	0	0	0	0	159	0	0	0				
14650																0	70	93	1310	0	1007	0	0	0	0	0	140	851	0	0				
14753																0	9	0	461	85	105	0	0	0	0	0	347	0	0	0				
14865																0	255	0	2395	0	1473	0	0	0	0	0	667	952	0	0				
14931																0	187	0	491	0	179				0	0	125	0	0	0				
14940																0	0	448	1217	223	250	0	0	0	0	0	519	0	0	0				
15536																0	4155	75	15920	339	5100	2632			0	0	6590	0	0	0	REPOSSESSED COMMERCIAL EQUIPMENT                                                                                                                                                                 			
16337																0	903	0	8241	268	5719	297	0	0	0	0	1619	5135	0	0	LATE FEES                                                                                                                                                                                        			
16458																0	633	0	2077	0	401	195	0	0	0	0	1043	0	0	0	IPS Deposit                                                                                                                                                                                      			
16551																0	968	545	2355	51	320	0	0	0	0	0	522	269	0	0				
16748																0	330	53	2027	0	1431				0	0	213	1430	0	0				
16766																0	5873	3777	21105	0	9795	0	0	0	0	0	1660	8553	0	0				
16944																0	0	0	321	34	70	0	0	0	0	0	251	0	0	0				
16953																0	0	0	340	11	13	2	0	0	0	0	327	0	0	0	reserve for taxes                                                                                                                                                                                			
17110																0	219	0	3336	302	3005	2479	115	92	0	0	112	0	0	0	ADVISORY/TRUSTEE FEES RECEIVABLE                                                                                                                                                                 	CUSTODIAN FEES RECEIVABLE                                                                                                                                                                        	BROKERAGE FEES RECEIVABLE                                                                                                                                                                        	
17147																48	4545	1654	20922	125	11370	0	0	0	0	0	3353	10240	0	0				
17259																6	235	0	1668	40	1009	0	0	0	0	0	424	963	0	0				
17464																15	2296	0	14333	1053	9959	0	0	0	0	0	2078	8423	0	0				
17549																1000	638	0	5300	1852	2860	0	0	0	0	0	1802	0	0	0				
17839																0	461	489	2986	0	283	0	0	0	0	0	1753	0	0	0				
17950																0	528	10	1324	39	120	0	0	0	0	0	666	81	0	0				
18050																0	1107	562	3429	97	306	85	111	0	0	0	1454	0	0	0	Unposted Debits/Credits                                                                                                                                                                          	Software                                                                                                                                                                                         		
18135																0	1149	0	1999	174	220	0	0	0	0	0	630	0	0	0				
18368																0	1668	3023	8737	790	1650	641	0	0	0	0	2396	0	0	0	Visa in Process                                                                                                                                                                                  			
18377																0	80	1	144	0	4	0	0	0	0	0	59	0	0	0				
18827																0	374	136	1631	105	231	74	0	0	0	0	890	0	0	0	Prepaid Insurance                                                                                                                                                                                			
18836																0	413	372	4524	0	3028				0	0	711	2554	0	0				
18854																0	119	0	482	64	95	0	0	0	0	0	268	0	0	0				
18863																0	2580	939	13041	570	6698				0	4	2820	5827	0	0				
18957																0	295	0	1593	0	917	0	0	0	0	0	381	863	0	0				
19356																3	0	0	888	47	339	0	0	0	0	0	549	289	0	0				
19730																0	69728	1859	107836	0	31173	27471	0	0	0	0	5076	0	0	0	BOLI                                                                                                                                                                                             			
19936																0	1014	286	2972	116	822	0	0	0	0	0	850	706	0	0				
19972																0	155	56	2168	0	1862	0	0	0	0	0	95	1333	0	0				
20053																0	757	47	1064	0	12	0	0	0	0	0	248	0	0	0				
20147																0	398	51	1031	61	227	0	0	0	0	0	355	0	0	0				
20259																1	38	0	280	8	57	37	0	0	0	0	185	0	0	0	Non-posted DDA                                                                                                                                                                                   			
20370																0	443	277	4540	106	3270	78	74	257	0	0	550	2680	0	0	Suspense Resources Pending                                                                                                                                                                       	Loan Late Charges Outstanding                                                                                                                                                                    	Software Owned                                                                                                                                                                                   	
20512																0	793	322	2095	0	360	0	0	0	0	0	613	0	0	0				
20633																0	490	263	2658	165	390	0	0	0	0	0	1515	0	0	0				
20754																0	0	0	138	0	7	7	0	0	0	0	131	0	0	0	CURR FED TXS (4) CURR ST TXS (1)                                                                                                                                                                 			
20839																0	450	238	1294	51	166	75	0	0	0	0	440	0	0	0	Investment in State of Georgia Fund                                                                                                                                                              			
20857																0	308	0	1439	21	618	300	55	0	0	0	513	242	0	0	Prepaid insurance                                                                                                                                                                                	Other assets                                                                                                                                                                                     		
20866																0	367	328	3418	0	2333				0	0	390	1793	0	0				
21256																0	36	0	784	0	697				0	0	51	697	0	0				
21359																0	107	0	382	0	78				0	0	197	53	0	0				
21630																0	587	0	987	46	105	56	0	0	0	0	295	0	0	0	Prepaid income tax                                                                                                                                                                               			
21658																0	594	0	3296	0	1903	0	0	0	0	0	799	1828	0	0				
22048																276	591	214	7554	181	4552	0	0	0	0	0	2197	3058	0	0				
22235																0	600	659	3467	151	494	329	0	0	0	0	1714	0	0	0	Investment in State of Georgia Fund                                                                                                                                                              			
22356																0	939	0	5619	92	2875	0	0	0	0	0	1805	2644	0	0				
22459																11	444	174	1252	77	92	0	0	0	0	0	542	0	0	0				
22543																0	176	0	658	0	170	0	0	0	0	0	312	0	0	0				
22552																0	235	0	855	60	90	0	0	0	0	0	530	0	0	0				
22730																0	258	0	1048	53	131	59	0	0	0	0	659	0	0	0	FIT Receivable                                                                                                                                                                                   			
22936																0	408	369	2183	127	368	237	0	0	0	0	1038	0	0	0	Director Deferred Compensation Contracts                                                                                                                                                         			
22954																0	478	125	1805	0	619	0	0	0	0	0	583	572	0	0				
23036																112	0	1136	4635	110	222	0	0	0	0	0	3277	0	0	0				
23045																0	213	0	427	0	10	0	0	0	0	0	204	0	0	0				
23241																0	32875	0	100437	0	53253	14477	0	0	0	0	14309	34959	0	0	Equipment leased to others                                                                                                                                                                       			
23456																0	200	0	921	52	94	39	0	0	0	0	627	0	0	0	SIPC Assets                                                                                                                                                                                      			
23504																0	1642	0	7712	0	3986	0	2525	0	0	0	2084	0	0	0		Common Stock Dividend REIT                                                                                                                                                                       		
23540																0	595	0	1823	113	188	0	0	0	0	0	1040	0	0	0				
23643																240	529	242	2616	148	609	221	0	0	0	0	1236	0	0	0	PURCHASED COMPUTER SOFTWARE-NET                                                                                                                                                                  			
23755																0	403	0	1003	132	299	160	0	0	0	0	301	0	0	0	Arrogated investment interest receivable                                                                                                                                                         			
23812																0	4323	3158	11464	868	2646	0	0	0	0	0	1337	0	0	0				
24006																0	2476	0	10175	1878	1952	0	0	0	0	0	5747	0	0	0				
24266																0	1751	2183	23503	2789	7395	0	0	0	0	0	12174	3976	0	0				
24453																0	152	0	485	0	23	0	0	0	0	0	310	0	0	0				
24659																0	0	0	335	7	7	0	0	0	0	0	328	0	0	0				
24668																0	1394	0	2543	122	376	0	0	0	0	0	773	0	0	0				
24855																0	19	0	193	0	104	0	0	0	0	0	70	91	0	0				
24949																0	6265	1146	12240	0	3151	0	0	0	0	0	1678	1979	0	0				
25357																0	321	0	723	81	229	136	9	3	0	0	173	0	0	0	Investments                                                                                                                                                                                      	Lease Purchase                                                                                                                                                                                   	Acct receivable                                                                                                                                                                                  	
25647																30	0	113	1944	39	1399	1268	36	0	0	0	432	0	0	0	Accounts Receivable- Pending Settlement                                                                                                                                                          	Unposted debits                                                                                                                                                                                  		
25852																0	1451	272	3641	277	277	0	0	0	0	0	1641	0	0	0				
26149																0	0	0	593	0	183	137	0	0	0	0	410	0	0	0	Accrued Federal Income Tax                                                                                                                                                                       			
26233																0	1817	0	6899	0	3332	2341	0	0	0	0	1750	0	0	0	Comm. loan receivable from sister bank                                                                                                                                                           			
26242																0	1983	31	13107	0	9577	0	0	0	0	0	1516	9269	0	0				
26457																0	0	0	229	0	11	0	0	0	0	0	218	0	0	0				
26756																0	82	0	816	0	576	0	0	0	0	0	158	536	0	0				
26765																0	261	0	909	89	112	0	0	0	0	0	536	0	0	0				
26859																0	2210	529	5292	0	869	578	0	0	0	0	1684	0	0	0	dda rejects                                                                                                                                                                                      			
26916																0	2002	0	5635	0	2469	500	0	0	0	0	1164	0	0	0	ACH in Process                                                                                                                                                                                   			
27548																31	5356	0	14760	377	7269	0	0	0	0	0	2135	6263	0	0				
27614																0	1246	0	6032	0	3392	0	0	0	0	0	1394	2142	0	0				
27838																0	2269	0	3385	60	105	25	7	0	0	0	1011	0	0	0	Artwork                                                                                                                                                                                          	Accounts receivable                                                                                                                                                                              		
27847																0	752	0	3648	141	1617	0	0	0	0	0	1279	1158	0	0				
28013																0	14390	0	61401	0	40793	9984	0	0	0	0	6218	29227	0	0	Security Receivable                                                                                                                                                                              			
28152																0	253	0	1321	0	860	80	0	0	0	0	208	761	0	0	Insurance claim receivable                                                                                                                                                                       			
28255																0	725	0	1800	166	575	212	0	0	0	0	500	0	0	0	Unamortized EDP Software                                                                                                                                                                         			
28349																0	431	0	4332	79	3278				0	0	623	2036	0	0				
28406																0	2655	0	26438	0	18220	0	0	0	0	0	5563	17305	0	0				
28572																0	930	0	2169	0	1072	0	0	0	0	0	167	1054	0	0				
28732																0	84	60	2005	84	1398	0	0	0	0	0	463	1313	0	0				
29104																0	6359	966	27904	625	16122	76	149	0	0	0	4457	15171	0	0	Interest earned not collected dividends                                                                                                                                                          	Principlal receivable                                                                                                                                                                            		
29159																17	70	0	246	1	18	0	0	0	0	0	158	0	0	0				
29252																0	923	0	2232	0	964	0	0	0	0	0	345	681	0	0				
29636																0	3589	323	25365	0	17257	0	0	0	0	0	4196	14881	0	0				
29850																7	0	22	1523	43	1148	0	0	0	0	0	353	1091	0	0				
29944																0	0	42	200	0	32	0	0	0	0	0	126	0	0	0				
29953																0	449	0	1118	34	148	0	0	0	0	0	521	0	0	0				
30025																0	1101	1059	6257	1434	2176	0	0	0	0	0	1921	0	0	0				
30052																0	0	0	277	0	165	45	0	0	0	0	112	0	0	0	Accrued Fee Receivable                                                                                                                                                                           			
30146																0	242	17	588	0	56	0	0	0	0	0	273	0	0	0				
30155																0	1072	53	2781	74	160	0	0	0	0	0	1496	0	86	0				
30258																0	517	0	2708	0	1853	464	0	0	0	0	338	1031	0	0	Freddie Mac Prepaid Funds                                                                                                                                                                        			
30418																0	0	1725	4477	481	487	0	0	0	0	0	2265	0	0	0				
30502																0	3355	1045	6533	0	541	198	0	0	0	0	1592	0	0	0	Investment in limited partnership                                                                                                                                                                			
30650																0	556	170	1813	89	320	167	0	0	0	0	767	0	0	0	Income Tax Refund                                                                                                                                                                                			
30810																0	6065	0	1318314	0	942653	0	0	0	0	276507	93089	0	0	585619				
30856																0	770	0	1954	174	619	0	0	0	0	0	565	337	0	0				
31134																0	266	0	2048	0	1131	250	0	0	0	0	651	540	0	0	Life Insurance - NY Life                                                                                                                                                                         			
31152																0	960	0	2288	93	871	0	0	0	0	0	457	729	0	0				
31255																0	817	301	6391	0	4072	0	0	0	0	0	1201	3035	0	0				
31303																0	27500	0	192985	0	144883	64551	0	0	0	0	20602	70093	0	0	Prepaid pension cost                                                                                                                                                                             			
31657																0	0	0	699	0	0	0	0	0	0	113	586	0	0	0				
31826																0	719	268	2380	82	691	352	0	0	0	0	702	0	0	0	IENC - SEC                                                                                                                                                                                       			
31835																0	818	633	5993	0	3185	1688	0	0	0	0	1357	0	0	0	BOLI                                                                                                                                                                                             			
32159																0	363	444	2031	127	647	492	0	0	0	0	577	0	0	0	SERVICING ASSET LOAN SALE                                                                                                                                                                        			
32234																0	43	0	713	48	48	0	0	0	0	0	622	0	0	0				
32766																25	24	28	418	26	66	0	0	0	0	0	300	0	0	0				
33147																0	614	0	2769	640	897	204	0	0	0	0	1258	0	0	0	Data Processing Software, net of Depreciation                                                                                                                                                    			
33259																0	669	0	4042	0	1215	707	0	0	0	0	2158	0	0	0	Software                                                                                                                                                                                         			
33268																0	75	0	683	25	37	0	0	0	0	0	571	0	0	0				
33549																0	10	0	353	10	106	0	0	0	0	0	237	82	0	0				
33727																0	1245	978	10609	543	7073	0	0	0	0	0	1313	5899	0	0				
33754																0	0	0	329	27	27	0	0	0	0	0	302	0	0	0				
33772																0	5613	0	28176	0	17850				0	0	4713	16107	0	0				
33839																0	120	0	315	12	12	0	0	0	0	0	183	0	0	0				
33857																0	555	963	3004	196	787	0	0	0	0	0	699	0	0	0				
34153																0	3692	0	7197	383	1420	682	0	0	0	0	2085	0	0	0	Accounts Receivable Miscellaneous                                                                                                                                                                			
34359																0	307	0	1178	45	604	0	0	0	0	0	267	534	0	0				
34425																0	1324	0	4051	0	1474	398			0	0	1253	0	0	0	Software/Accum. Depreciation                                                                                                                                                                     			
34434																0	589	361	2180	262	327	0	0	0	0	0	903	0	0	0				
34452																0	57	0	1093	0	622	0	0	0	0	0	414	512	0	0				
34537																0	4260	3665	18106	1671	5271	0	0	0	50	0	4860	0	193	0				
34555																12	1164	300	6771	138	4127	0	0	0	0	0	1180	3712	0	0				
34742																0	1842	304	8158	0	4678	0	0	0	0	0	1334	4340	0	0				
34836																0	0	11	479	0	322	0	0	0	0	0	146	202	0	0				
34863																0	0	0	195	25	76	31	0	0	0	0	119	0	0	0	Unposted Debits in Demand Accounts                                                                                                                                                               			
35057																7	195	0	718	71	82	3	1	0	0	0	441	0	0	0	Other Receivable-Security Float Item                                                                                                                                                             	GL Non-Post Item                                                                                                                                                                                 		
35244																0	2292	1411	10416	365	4443	0	0	0	0	0	2270	1336	0	0				
35301	0	129328	0	2235038	0	1831805	652405			0	0	273905	0	0	0		129328														ACCRUED FEE INCOME RECEIVABLE                                                                                                                                                                    			
35570																0	85991	12422	201864	0	80442	0	0	0	0	0	23009	78923	0	0				
35646																0	140	99	972	0	534	0	0	0	0	0	199	462	0	0				
35842																0	346	0	913	45	45				0	0	522	0	0	0				
35936																0	0	7	198	0	7	0	0	0	0	0	184	0	0	0				
36054																0	2604	762	21604	0	14466	0	0	0	0	0	3772	12373	0	0				
36344																0	2358	422	9283	265	4572	0	0	0	0	0	1931	4279	0	0				
36456																0	123	0	1164	86	170	84	0	0	0	0	871	0	0	0	DDA Suspense                                                                                                                                                                                     			
36858																0	808	0	1617	120	272	71	0	0	0	0	537	0	0	0	LEASE ACQUISITION COSTS                                                                                                                                                                          			
36933																0	362	161	1710	0	469	0	0	0	0	0	718	352	0	0				
37051																0	160	59	773	0	367	0	0	0	0	0	187	337	0	0				
37341																0	19	0	720	18	502	4	0	0	0	0	199	480	0	0	other assets                                                                                                                                                                                     			
37350																0	101	0	265	5	5	0	0	0	0	0	159	0	0	0				
37378																0	148	20	1656	78	720	0	0	0	0	0	768	348	0	0				
37435																98	1692	792	7515	332	2094	1289	0	0	0	0	2937	0	167	0	State Tax Credits                                                                                                                                                                                			
37640																0	2880	0	13810	0	8930	0	0	0	0	0	2000	7935	0	0				
37659																0	0	0	592	22	248	0	0	0	0	0	344	202	0	0				
37743																0	254	244	818	27	30				0	0	290	0	0	0				
37949																0	1183	0	6668	0	3877				0	0	1608	3760	0	0				
38478																15	3586	0	5946	20	62	0	0	0	0	0	2298	0	0	0				
38526																0	856	457	5157	0	3207	2650	0	0	0	0	637	0	0	0	Bank Owned Life Insurance                                                                                                                                                                        			
38535																0	1286	0	7739	0	5293	0	0	0	0	0	1160	5043	0	0				
38740																0	2288	0	3621	198	371	160	0	0	0	0	962	0	0	0	Net Software                                                                                                                                                                                     			
39327																0	0	38	6030	0	4651	0	0	0	0	0	1341	4054	0	0				
39420																0	3957	1987	23575	0	14939	0	0	0	0	0	2692	12702	0	0				
39475																0	2679	919	26609	0	16261	0	0	0	0	0	6750	15643	0	0				
39756																0	1189	0	3777	0	1323	0	0	0	0	0	1265	1045	0	0				
39934																0	884	157	5422	0	3887	0	0	0	0	0	494	3136	0	0				
40033																0	295	0	3960	8	3157	0	0	0	0	0	508	3149	0	0				
40305																0	11849	0	74762	0	45994	8320	0	0	0	0	16919	0	0	0	Prepaid Pension                                                                                                                                                                                  			
40350																0	145	0	559	8	8	0	0	0	0	0	406	0	0	0				
40707																0	870	73	3238	0	1644	774	0	0	0	0	651	0	0	0	Deposit Premium                                                                                                                                                                                  			
40855																0	307	0	613	22	24	0	0	0	0	0	282	0	0	0				
41245																0	45	39	870	16	641				0	0	145	614	0	0				
41553																0	99	0	1078	0	36				0	0	943	0	0	0				
41629																0	557	180	1864	165	630	169			0	0	497	0	0	0	DDI/ESI Insurance Investment                                                                                                                                                                     			
41647																0	11755	721	19103	0	3290	0	0	0	0	0	3337	2806	0	0				
41759																0	66	0	1238	0	842	0	0	0	0	0	330	824	0	0				
41825																0	0	192	1640	102	496	308	0	0	0	0	952	0	0	0	License Fees                                                                                                                                                                                     			
41937																0	287	0	898	46	102	56	0	0	0	0	509	0	0	0	ACCRUED INTEREST, U.S. AGENCIES                                                                                                                                                                  			
