"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											255	0			0			0	0	0	0	
242											147	0			0			1632	0	0	0	
279											1866	0			0			31488	0	0	0	
354											4	0			0			0	0	0	0	
439											317	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1616	0			0			16500	0	0	0	
1146											1808	0			0			12190	6339	0	0	
1155											463	0			0			3000	0	0	10236	
1351											0	0			0			0	0	0	0	
1454											1082	0			0			0	5	0	0	
1557											23	0			0			22	0	0	0	
1632											1200	0			0			24000	0	0	2332	
1669											682	0			0			507	0	0	0	
1829											1275	0			0			9000	2384	0	1690	
1856											766	0			0			14575	0	0	0	
2040											1041	0			0			16524	87	0	0	
2161											224	0			0			0	0	0	0	
2376											6250	0			0			125000	60000	0	0	
2451											164	0			0			3250	3	0	0	
2554											0	0			0			300	0	0	0	
2732											181	0			0			195	0	0	0	
2750											302	0			0			3775	0	0	523	
2938											2307	0			0			40500	0	0	7394	
2956											25	0			0			0	0	0	0	
3252											267	0			0			4417	0	0	0	
3458											74	0			0			0	0	0	300	
3506											4067	0			0			56491	0	0	15618	
3579											2866	0			0			40018	0	0	9171	
3720											554	0			0			8117	0	0	1244	
3953											288	0			0			1744	0	0	0	
4138											825	0			0			5862	0	0	0	
4147											3072	0			0			4000	0	0	0	
4156											725	0			0			13500	0	0	0	
4231											0	0			0			0	0	0	0	
4437											757	0			0			7392	0	0	2329	
4745											0	0			0			0	0	0	0	
4839											1316	0			0			24900	0	0	4896	
5005											1909	0			0			30390	18054	0	0	
5050											388	0			0			7650	0	0	0	
5069											0	0			0			20000	0	0	0	
5135											630	0			0			12000	0	0	0	
5210											7047	0			0			116770	0	0	39906	
5247											0	0			0			3514	13500	0	14230	
5274											3680	0			0			8158	0	0	686	
5331											4250	0			0			43203	0	0	41000	
5461											0	0			0			434	891	0	0	
5751											0	0			0			0	0	0	0	
5939											15786	0			0			166173	0	0	44613	
6039											168	0			0			8	54	0	0	
6057											85	0			0			900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											801	0			0			0	0	0	0	
6972											687	0			0			2749	0	0	4000	
7009											0	0			0			0	36443	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											1372	0			0			13500	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											447	0			0			6378	0	0	0	
8417											2744	0			0			0	0	100651	0	
8462											21	0			0			0	0	0	0	
8547											3073	0			0			21000	0	0	0	
8631											95	0			0			0	0	0	0	
9115											1673	0			0			0	221	0	2045	
9357											764	0			0			0	992	0	7276	
9553											548	0			0			5170	0	0	0	
9807											24530	0			0			295290	0	0	166796	
9955											401	0			0			2387	0	0	0	
10157											537	0			0			4500	0	0	0	
10250											677	0			0			0	0	0	0	
10849											1279	0			0			14879	0	0	0	
10858											1306	0			0			7155	0	0	19162	
11145											826	0			0			14270	0	0	0	
11640											2433	0			0			20600	0	0	0	
11837											916	0			0			6500	0	0	0	
12030											623	0			0			8000	0	0	0	
12058											298	0			0			2047	0	0	0	
12142											530	0			0			0	0	0	0	
12245											324	0			0			3000	87	0	0	
12311	297404	1158132	432129	832177	0	978304	390906	709221	3750	4803142	79730	9553	0	30245695	9553	1860009	26403101	5228888	1119	72623	1697474	
12357											4	0			0			0	0	0	0	
12647											162	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											682	0			0			398	0	0	0	
12946											1462	0			0			6435	0	0	0	
12955											419	0			0			7500	0	0	0	
13037											366	0			0			0	0	0	0	
13103											2560	0			0			10677	33028	0	9763	
13251											140	0			0			0	0	0	0	
13309											20152	0			0			391921	22982	0	18846	
13457											3	0			0			0	102	0	0	
14052											262	0			0			0	2068	0	0	
14155											358	0			0			5940	0	0	0	
14258											3573	0			0			20000	0	0	0	
14409	50103	507517	9755	1148069	2007118	4121079	1057416	114239	680	9015976	82461	4684	0	28289790	4684	257360	24727732	665424	0	0	2490983	
14454											145	0			0			24	0	0	0	
14650											70	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											255	0			0			0	0	0	0	
14931											187	0			0			0	0	0	221	
14940											0	0			0			0	0	0	1391	
15536											4155	0			0			25	0	0	0	
16337											903	0			0			17074	0	0	677	
16458											633	0			0			5762	0	0	0	
16551											968	0			0			13491	0	0	0	
16748											330	0			0			2000	0	0	0	
16766											5873	0			0			80000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	2272	0	
17147											4545	0			0			67467	0	0	28287	
17259											235	0			0			1750	0	0	0	
17464											2296	0			0			13865	341	0	0	
17549											638	0			0			0	0	0	0	
17839											461	0			0			5000	0	0	4871	
17950											528	0			0			7023	0	0	0	
18050											1107	0			0			4453	0	0	0	
18135											1149	0			0			11123	0	0	2071	
18368											1668	0			0			33352	1027	0	0	
18377											80	0			0			450	0	0	0	
18827											374	0			0			757	0	0	0	
18836											413	0			0			1838	32	0	0	
18854											119	0			0			0	0	0	0	
18863											2580	0			0			24186	0	0	0	
18957											295	0			0			4176	0	0	0	
19356											0	0			0			0	0	0	0	
19730											69728	0			0			53070	2064	0	15898	
19936											1014	0			0			0	0	0	0	
19972											155	0			0			0	0	0	0	
20053											757	0			0			3285	74	0	393	
20147											398	0			0			4034	0	0	0	
20259											38	0			0			0	7971	0	0	
20370											443	0			0			1800	0	0	0	
20512											793	0			0			11130	0	0	0	
20633											490	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			9000	0	0	0	
20857											308	0			0			4977	0	0	0	
20866											367	0			0			0	0	0	0	
21256											36	0			0			0	0	0	0	
21359											107	0			0			393	0	0	0	
21630											587	0			0			7035	0	0	0	
21658											594	0			0			1756	0	0	0	
22048											591	0			0			3426	2091	0	2480	
