"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-CONSTRUCTION & LAND DEV	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	R.E. LOANS NON-FARM. NON-RES. PROP	LOANS FOR PURCHASING SECURITIES	OTHER LOANS	ALL OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LEASE FINCG RECS-U.S. ADDRESSEES	LEASE FINCG RECS-NON-US ADDRESSEES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	
37																															0	8	1763	25	8542		85		168	0			1762	0	9275	0	2705	46197	0	0			0	21816	48	0	12060	531	2452	7845	6565	4175	63	3785	5292	7325	4295	3018	511								0	0		0	
242																															0	0	2715	0	3295		16		2622	0			1085	74	2716	0	0	19946	0	0			0	7337	86	0	5230	199	1027	3923	1780	385	0	4425	4658	1864	1490	172	0								0	0		0	
279																															0	1554	82	106	3885		48		188	0			501	0	2258	0	0	31154	17	333			5	21681	535	534	2630	28	143	993	629	8893	10995	1735	1040	1077	1456	3548	634								0	0		0	
354																															0	0	936	0	71		0		801	0			309	0	1015	0	0	4860	0	0			0	1728	0	1606	1158	1693	0	0	0	0	0	1298	700	558	422	23	0								0	0		0	
439																															0	4041	16907	149	39966		0		1420	0			16220	0	7505	0	3625	114236	0	0			0	23481	922	1412	46638	2290	4688	8703	5787	1646	26	27710	20920	26309	10202	3216	1352								0	0		0	
457																															0	896	2254	0	2409		39		3895	0			2838	0	3564	0	231	19615	0	0			0	3489	0	3140	8077	29	359	2833	248	20	0	3683	4007	5205	2762	324	0								0	0		0	
505																															0	2719	0	4793	22450		23		0	0			12804	10023	32120	0	4306	151396	6687	0			0	67658	617	12387	17215	0	9778	1382	2959	29139	24372	23289	6731	13272	19470	17469	9373								0	570		0	
1146																															0	31726	389	5871	64252	9	771	762	41	0	31667	0	31667	5708	11344	0	0	257909	7	0	0	0	0	57657	7882	830	129296	22258	7431	9689	12364	595	5288	31122	31264	84118	51460	2108	0	0	0	0	0	0	0	0	40444	164	0		
1155																															0	5926	852	1122	24667		614		3354	0			31160	1128	7025	0	0	95975	0	0			0	15421	4072	157	30453	1952	1422	3151	7202	1030	664	31499	9581	11040	24192	4229	0								429	205		0	
1351																															0	0	8454	0	7821		98		4470	0			17368	0	8545	0	0	55367	0	26			0	8585	0	7969	47561	1925	6187	148	310	15	0	14158	25291	5270	1602	76	0								0	0		0	
1454																															0	1381	3553	1608	32585		61		2917	0			23645	1842	28208	0	0	130727	212	0			0	30025	2348	2166	21252	3421	1977	2052	5301	16813	461	28709	5498	16164	30468	19013	241								1525	1241		0	
1557																															0	85	4200	0	1622		4		9345	0			667	0	757	0	0	19575	0	0			0	2895	0	0	8171	45	420	518	1260	439	213	813	6893	3142	4940	319	398								0	0		0	
1632																															0	16529	4178	7343	78598		1976		4792	0			45200	4712	11598	0	888	211483	0	0			0	32617	3052	5840	85154	8078	8363	11455	3656	345	720	68826	34017	49884	17676	7296	1167								0	0		0	
1669																															0	1439	146	0	5258		89		1521	50			8306	0	10588	0	150	68630	0	0			0	39468	1665	24027	7679	1327	3324	3202	6772	17280	7562	4125	6768	7293	5640	5099	168								0	0		0	
1829																															0	7194	0	11377	31915		35		0	0			26063	14348	2541	0	130	174329	247	20982			0	51569	7044	0	33135	158	114	629	7436	22573	20554	29189	3674	11400	43121	31764	866								622	756		0	
1856																															0	77	619	0	475		0		1167	0			2169	0	1227	0	0	7581	0	0			0	1847	0	1614	2221	1484	31	15	157	0	0	3390	559	560	983	163	69								0	0		0	
2040																															150	3151	4013	5452	1373		22		3477	0			54375	286	6538	0	264	115954	0	0			0	36155	352	2776	46086	4128	8706	19561	2655	65	0	19168	14084	35538	9976	564	0								346	0		0	
2161																															0	819	1278	0	7592		68		1113	0			5914	0	10533	0	0	53484	170	0			0	25917	0	19120	18714	781	7419	4359	7076	5874	408	3746	6768	7030	6566	3496	131								420	0		0	
2376																															0	1493	0	136154	27143	0	0	0	0	0	0	0	0	5442	802	0	0	357028	0	0	0	0	0	141635	44359	8234	12907	826	2015	3835	5778	90447	38535	10161	5001	12152	54224	78896	54883	0	0	0	0	0	0	0	0	0	0	0	
2451																															0	372	1373	0	314		0		3268	0			1934	0	1532	0	307	13955	0	0			0	4814	41	961	6457	20	275	3224	982	123	190	2772	3390	936	1089	747	207								0	0		0	
2554																															0	0	787	0	0		1		2080	0			482	0	426	0	0	3918	0	0			0	142	0	0	1535	0	22	0	8	111	0	2648	141	339	250	396	0								0	0		0	
2732																															0	20364	0	62363	121505	0	290	290	0	0	76200	0	76200	8110	5330	0	0	300983	869	0	0	0	0	7540	150	4413	78979	1629	3801	1465	492	0	153	109945	45132	94624	32818	6300	4825	0	0	0	0	0	0	0	0	0	0	0	
2750																															0	75	6130	0	1809		109		14501	0			1914	0	1046	0	0	27947	0	0			0	2086	113	18	10449	0	108	942	989	10	0	8126	7772	3539	4715	1080	0								0	164		0	
2938																															0	26775	8308	6073	65615		2489		157	0			53578	5853	13044	0	0	229043	0	0			0	38416	8735	11218	103980	13933	3294	8674	10860	446	1063	107073	19807	42597	19607	593	46								0	0		0	
2956																															0	2837	20755	1522	3083		11		1853	418			1901	562	3333	0	161	62071	0	0			0	24523	1530	0	51307	5583	17118	1165	432	0	0	8516	20634	4399	3750	208	0								0	0		0	
3252																															0	253	11859	0	2977		1214		27423	0			7567	0	4396	0	0	57015	104	0			0	1430	0	924	0	223	842	93	24	186	62	19836	21868	6992	4483	1156	170								0	0		0	
3458																															0	0	4043	0	533		15		684	0			302	0	697	0	0	8375	0	387			0	1714	0	0	1365	169	195	1303	30	0	0	891	886	3584	939	100	310								0	0		0	
3506																															0	31077	0	5610	366610	0	365	365	0	0	70345	0	70345	55028	3301	0	0	796581	0	40856	40856	0	0	168469	54342	23856	50375	7616	6270	8855	13327	95148	37253	179671	23720	75982	175802	115750	48617	0	0	0	0	0	0	0	0	578	0		
3579																															0	10623	98	3833	30744	0	0	0	7	0	51155	0	51155	3989	42060	0	0	257299	37	0	0	0	0	112677	1429	72349	32712	10275	13693	6006	18659	28942	34572	56492	9159	16389	28236	29725	4564	0	0	0	0	0	0	0	300	421	0	0	
3720																															0	4617	2965	294	21575		0		1088	0			5274	2486	5381	0	804	72213	0	0			0	27408	167	2050	15618	2188	4048	5488	11828	3589	202	15116	4676	7931	11552	3798	1707								0	154		0	
3953																															0	1781	10249	1740	9308		78		21803	0			14138	0	3699	0	0	70276	0	42			0	6573	865	175	23623	996	822	3797	783	7	0	35017	14618	7407	1382	1314	910								0	0		0	
4138																															0	11421	226	2101	15236		3534		0	611			8409	3147	12987	0	92	110944	532	0			0	53983	270	33386	17536	2883	8474	29375	3906	4215	5130	26278	14405	9850	4112	1823	256								0	70		0	
4147																															0	6855	168	5641	21278		164		21	0			7988	3829	3542	0	87	61118	0	0			0	10667	3	7515	9109	672	2570	6950	266	61	148	2680	21880	18471	5366	1302	117								768	107		0	
4156																															0	5102	6203	61	14301		849		14727	0			18313	999	4239	0	0	77745	0	233			0	12595	123	0	24980	341	784	2270	2224	6456	386	15125	24138	10967	9767	3855	418								0	0		0	
4231																															0	862	6599	0	12129		0		1150	0			4069	0	7112	0	613	43231	0	0			0	10697	0	72	17478	985	2044	4982	1957	457	0	9142	8778	8503	5299	462	0								0	0		0	
4437																															0	1429	1103	888	35563		1260		49	0			19474	6309	12292	0	0	136213	180	57			0	52819	594	43661	45601	8856	9259	16823	5657	4441	7452	31179	17944	13655	9313	8627	1946								0	4556		0	
4745																															0	0	728	0	485		55		521	0			620	0	974	0	0	4629	0	0			0	1246	0	0	1277	100	0	29	100	1017	0	970	207	870	721	615	0								0	0		0	
4839																															0	7302	0	20059	87358		607		0	0			8703	5596	3552	0	0	149502	0	0			0	13311	2892	1857	47570	2908	2003	3592	4054	435	0	45178	8326	27482	48323	5544	31								0	122		0	
5005																															0	18919	0	17538	47678		44		0	0			13479	7858	329	0	0	186915	58	0			0	78689	2348	15239	24363	1499	5592	4965	4739	31968	29489	21514	13238	19209	27315	26790	204								0	91		0	
5050																															0	6737	0	218	8331		54		468	0			9611	156	7275	0	0	43498	0	0			0	9790	719	8161	12989	1749	6188	1669	147	37	0	7708	10888	9622	5177	151	0								139	0		0	
5069																															0	30632	1178	2491	223227		0		0	0			2074	95	0	0	0	270159	4204	0			0	14663	0	200	108796	200	6739	4516	483	0	0	135743	22161	52937	45980	1760	1119								0	3		0	
5135																															0	2332	15189	3663	24806		64		13361	127			28923	700	9269	0	1209	126612	0	7			0	24189	2389	13620	58729	6579	10088	4875	1662	364	450	60999	23516	12845	4106	225	285								511	0		0	
5210																															0	22298	8583	27973	91953	0	791	791	1744	0	11746	0	11746	20964	10276	0	3799	415116	0	0	0	0	0	191755	22288	1068	10890	25856	34613	15034	23946	65813	26470	80642	14944	33432	70495	16211	3246	0	0	0	0	0	0	0	0	946	0	0	
5247																															0	81243	12182	10686	106078	0	320	320	231	0	82917	0	82917	63722	12499	0	2238	565874	592	0	0	0	0	153246	40443	94005	156009	73074	2817	10739	26798	12459	27359	259746	17808	27274	80765	27574	54	0	0	0	0	0	0	0	297	364	0	0	
5274																															0	1105	0	0	24335		4		0	0			5620	1843	2121	0	228	67484	0	0			34	31474	614	251	15431	144	358	978	3910	15766	9688	18353	2879	8235	5265	1012	0								0	140		0	
5331																															4063	7201	0	31194	20937		2447		0	0			8860	12582	347	0	0	105312	355	0			1950	17613	292	5147	15474	1737	3824	1653	8550	934	915	24347	7302	16613	38285	1341	0								0	131		0	
5461																															0	9488	2715	2514	92856		4069		708	0			29493	3482	4335	0	0	154992	217	0			11903	2353	2924	270	31177	271	50	760	1272	0	0	52725	3246	11094	24720	55634	5423								0	272		0	
5751																															0	105	4225	94	2742		44		16498	54			8944	0	2536	0	200	44448	0	0			0	8861	173	5457	21631	309	1477	3784	453	1966	816	21603	4457	4030	4474	670	140								0	26		0	
5939																															30	175551	0	40726	500208	0	345	345	0	5766	116010	0	116010	202098	15833	0	13127	1640831	0	0	0	0	12746	416007	160273	240323	96712	53726	109075	127447	80188	34409	4385	569463	209956	247190	129962	62637	612	0	0	0	30	0	0	0	0	623	0	0	
6039																															0	2923	3373	0	25135		356		2378	0			13565	0	5199	0	1930	60771	41	0			0	4924	547	614	22335	755	432	2314	1001	225	112	40251	5226	5319	2787	1942	0								416	66		0	
6057																															0	138	2885	0	980		0		978	0			1135	0	845	0	0	10332	0	0			0	3256	115	0	2560	521	682	1918	81	10	0	894	2649	2534	932	61	0								0	0		0	
6141																															0	2	1542	0	1728		71		2530	0			1049	0	2846	0	454	13562	2	0			0	3342	0	488	6464	361	295	253	1814	619	0	4233	1575	1811	1403	1136	0								0	0		0	
6329																															0	8265	3891	439	38008		0		3384	0			24721	1535	36662	0	974	148191	1335	0			0	27930	2239	1260	51683	4061	3478	8143	8997	2901	128	35342	19611	34877	23863	5901	1069								670	808		0	
6972																															0	23546	0	3090	176395	0	394	394	0	7264	29191	0	29191	13628	7868	0	9535	296692	0	0	0	0	1321	28842	2134	5799	99089	14307	1508	3524	1618	5743	2142	107672	11720	76131	51730	12993	1544	0	0	0	0	0	0	0	1369	700	0	0	
7009																															0	0	0	0	0	0	7035	7035	0	0	0	0	0	0	235342	0	0	242377	0	0	0	0	0	0	0	0	239311	0	0	0	0	0	0	226259	13052	3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	4107	0	6527		18		3555	0			3333	228	14298	0	1175	50753	0	0			0	17034	0	12411	6497	161	228	158	511	6921	8989	1584	4523	8455	9514	4606	5030								467	11		0	
7157																															0	40	1478	0	766		6		1686	0			2183	0	3212	0	0	16018	0	0			0	6647	0	0	5850	88	1821	4453	161	124	0	1630	2310	4336	724	196	0								0	0		0	
7166																															0	121732	976	5812	170972	0	844	844	1263	0	49809	0	49809	7947	752	0	0	374173	1569	457	457	0	0	14160	128	6692	104218	344	874	1372	2438	6445	2577	61371	83191	117898	56464	36987	5646	0	0	0	0	0	0	0	600	290	0	0	
7456																															0	280	1134	0	314		0		9470	0			5618	0	2203	0	0	19938	0	0			0	899	20	0	12347	0	211	64	449	175	0	10889	1226	1679	3121	2057	67								0	0		0	
7634																															0	700	641	0	1441		73		1692	0			8442	0	3359	0	0	20847	0	0			0	4001	498	0	8538	351	1596	1137	504	402	0	2957	3634	5428	3423	877	0								0	0		0	
8033																															0	4563	0	335	772		267		5994	0			20258	752	6074	0	0	44914	0	0			114	5761	138	2454	33308	2317	973	1694	714	21	42	27100	2918	4817	3243	440	13								0	0		0	
8417																															0	0	0	0	0	0	50022	50022	0	0	0	0	0	0	0	0	0	50022	0	0	0	0	0	0	0	0	50022	0	0	0	0	0	0	50022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	95	1730	0	1836		0		9023	0			5972	0	6846	0	1069	29097	0	0			0	2166	360	9	10727	4	6	107	112	553	1384	14149	2838	3808	3523	2422	160								0	0		0	
8547																															0	3449	12167	1089	49996	0	0	0	6309	530	22254	0	22254	11464	11373	0	1718	191659	198	230	230	0	0	69454	1729	19414	38105	3071	5999	6090	3526	30209	19321	34950	15660	14263	23169	14157	18533	0	0	0	0	0	0	0	625	0	0	0	
8631																															0	483	54	0	5414		69		186	53			2042	0	6933	0	162	23262	0	0			25	7849	70	12	2915	177	19	192	297	5122	1967	2589	416	3209	4729	4333	76								0	0			
9115																															0	39942	776	13238	354500	558	2311	1753	0	0	83417	0	83417	123717	37834	0	16733	896792	0	40091	40091	0	0	106766	72966	45995	202943	13639	2360	7520	22956	33207	26915	294732	35461	81377	265235	81777	30641	0	0	0	0	0	0	0	0	4501	0	0	
9357																															0	0	0	0	20667	0	1042	1042	0	0	94585	0	94585	3918	2135	0	0	245055	0	0	0	0	0	121752	707	0	80832	121741	0	11	0	0	0	106050	858	5512	10132	416	0	0	0	0	0	0	0	0	0	249	0	0	
9553																															0	456	15469	0	766		919		20814	0			3561	0	1334	0	0	47636	0	0			0	4253	64	194	18231	663	229	1145	1955	162	99	36781	492	842	3527	1741	0								0	0		0	
9807																															0	516451	0	60755	379781	0	622	622	0	0	65078	0	65078	97485	529	0	0	1541981	5358	0	0	0	0	390264	36107	23711	464465	28281	14348	11862	26524	221425	80435	697419	20756	51579	145735	232817	1812	0	0	0	0	0	0	0	0	267	0	0	
9955																															0	271	6206	177	2832		205		10543	0			4830	896	4135	0	0	42134	0	2786			0	9145	84	6307	11712	340	354	2122	1420	4842	66	11850	5546	5894	5396	3009	1291								0	24		0	
10157																															0	0	9315	423	517		112		19258	0			3612	0	1565	0	1243	38183	0	0			0	2138	0	354	16384	91	236	136	53	1330	275	7959	11447	2812	5712	4520	2595								0	0		0	
10250																															0	26171	416	6492	47902		103		87	0			35582	8095	30369	0	764	194365	0	0			0	23057	14270	15520	45434	1187	1020	11537	8412	772	102	50322	13213	53698	44278	9065	0								238	819		0	
10849																															0	18549	10559	12390	46064		24		5356	0			9420	0	2922	0	2479	142980	225	0			0	34134	829	17115	40656	1835	16996	9668	4008	1223	404	44631	16823	26188	17968	3162	81								479	0		0	
10858																															0	5760	16896	4073	37322	0	349	349	25207	0	35539	0	35539	5048	53396	0	1115	293754	0	24	24	0	0	8937	3840	1001	170448	334	1221	1751	3502	1732	397	135210	40970	33452	61767	11626	273	0	0	0	0	0	0	0	95898	350	0	0	
11145																															0	1977	10	0	20533		44		89	0			5603	2639	3912	0	923	102883	0	0			0	66213	940	6783	10151	2204	6580	4332	9864	42115	859	8524	3557	12096	6798	4663	49								0	0		0	
11640																															0	1194	17978	2117	23814		251		9605	0			23550	0	12994	0	114	107733	4	0			0	15009	1111	12207	39656	1563	5087	1057	1239	3654	2409	30953	23569	14710	12834	7060	3602								0	0		0	
11837																															0	15359	258	0	79		761		257	0			24365	0	1169	0	856	56818	79	0			0	12816	808	3837	28900	5961	2095	4493	225	41	0	14637	6207	19240	341	2656	0								169	0		0	
12030																															0	8679	24686	141	52032		10684		3931	0			35491	0	11643	0	1761	180970	0	0			0	29797	2125	871	84840	4295	9567	13057	1416	1462	0	79656	26290	25709	12487	5385	819								0	0		0	
12058																															0	5946	5406	539	5908		114		4269	337			9189	0	6460	0	12	59838	0	0			0	21043	952	2357	14907	929	3527	10368	4161	1104	749	5653	12453	11424	5305	2950	209								0	0		0	
12142																															0	2620	4612	442	15432		0		3511	0			4402	143	16976	0	0	68092	125	0			0	19055	755	18977	23680	573	2519	10835	4442	468	140	15411	8191	18813	5614	1128	0								269	0		0	
12245																															0	1837	542	0	20372		15		0	0			1968	0	3100	0	2014	57605	0	0			0	27665	6	2791	14657	658	2113	3570	424	20758	0	7528	4359	7849	4385	4868	0								86	0		0	
12311	11088515	293558	38935	0	3835290	0	3590720	0	32611	21145750	3	2196175	0	235433	3890013	6732680	1424741	2186945	3455165	4515713	162584	6162	0	322	0	0	0	63465	0	0	6484	1488979	50578	195996	2969850	22120	293558	271438	38935		3835290	0	3835290	3078991	3590720	0	32611	21145750	3	2196175				2613462	690659	1502354		201634	142017	490420	606718	521246	641050							6162			322	0			0	63465			
12357																															0	0	3672	0	98		24		2999	0			785	0	821	0	0	9923	0	0			0	1524	0	0	3722	26	67	314	1072	45	0	1958	1671	1105	3077	588	0								0	0		0	
12647																															0	6316	3054	0	6257		11		4272	0			4864	414	1529	0	62	40508	0	0			0	13085	525	8019	25024	2190	6154	3257	1348	0	0	10176	10458	4778	1258	716	0								97	22		0	
12656																															0	90	526	272	438		0		986	0			455	0	717	0	0	7398	0	0			0	3914	0	3241	1295	714	2703	237	149	111	0	375	629	745	451	967	303								0	0		0	
12937																															0	0	134	14092	31294		762		0	0			11557	16272	781	0	0	106279	75	0			0	25848	5614	0	16437	258	284	5849	15938	2294	1225	40212	6114	5282	26177	921	1800								0	0		0	
12946																															0	16022	6945	4052	74502	0	336	336	2011	19	26544	0	26544	572	19911	0	40	219485	0	0	0	0	0	64352	4120	1480	72677	2352	4307	12962	33839	9802	222	70366	26420	22688	31395	1761	161	0	0	0	0	0	0	0	0	78	1096	0	
12955																															0	16464	495	417	25345		0		24	0			15811	389	2432	0	163	72183	0	907			0	7657	2079	1412	30748	606	41	5954	698	358	0	24432	6316	26849	6833	18	0								0	0		0	
13037																															0	7154	156	62	32587		0		5	161			17592	0	5094	0	0	91318	60	0			0	27269	1070	22492	26154	7270	17100	1994	30	267	211	37346	7345	7034	1725	4184	86								389	0		0	
13103																															0	24509	0	17405	159664	0	0	0	0	0	42467	0	42467	11975	3327	0	2528	434335	0	0	0	0	0	168568	3758	26717	25396	5360	6624	8689	8683	55339	83175	53196	26425	40506	100070	42092	3290	0	0	0	0	0	0	0	0	134	0	0	
13251																															0	0	1352	0	4547		0		1689	0			3097	0	2702	0	189	19801	0	0			0	5928	297	0	8890	256	761	4030	544	98	0	4346	4515	4273	578	134	0								0	0		0	
13309																															0	26441	72	20666	298550	25	480	455	777	13804	162049	0	162049	47404	270078	0	3245	1453499	0	0	0	0	51	566950	53366	62365	165929	8146	23198	12731	16550	378545	126849	254188	41594	128161	214236	207206	28994	0	0	0	0	0	0	0	0	3421	0	0	
13457																															0	0	3925	0	397		22		6403	0			1296	20	614	0	0	13317	0	101			0	537	2	18	6345	44	110	310	39	34	0	10872	1307	332	63	203	0								0	0		0	
14052																															0	2155	3109	0	12651		0		923	0			7800	471	4276	0	249	49968	0	0			0	16597	1737	0	35239	4102	8602	3272	372	0	0	10740	11795	5986	4061	334	245								0	0		0	
14155																															0	5040	3981	0	1562		232		11584	0			16309	0	7237	0	1	66823	0	0			1929	20268	609	256	19948	1126	3502	13081	1844	409	281	9871	7270	13384	6588	5780	2479								0	0		0	
14258																															0	110116	8326	11574	125705	0	237	237	2342	0	94021	0	94021	14749	6725	0	681	493786	1817	0	0	0	4000	105227	13582	86411	194752	24715	18391	36336	21799	1094	2008	253514	40130	45591	38478	5466	231	0	0	0	0	0	0	0	0	2318	0		
14409	7845397	59460	25	0	4443836	1890	3283388	0	3185	16397644	0	719049	0	0	2078654	5982146	808887	1134685	2764335	2053354	664917	0	0	0	0	0	3615	37799	0	0	0	58803	417	154832	2116369	28331	59460	31129	25		4443836	1890	4445726	1423079	3283388	0	3185	16397644	0	719049				2933313	1158584	555241		44205	115699	128579	270327	1070689	1299479							0			0	0			3615	37799			
14454																															0	7994	993	741	11412		24		2111	0			1447	99	448	0	0	28910	0	2977			0	664	0	0	11136	163	123	222	37	0	0	6970	8814	6611	3044	2337	76								0	0		0	
14650																															0	191	237	0	1447		4		502	0			1380	0	4566	0	29	16106	73	0			0	7788	35	4665	3554	424	882	5481	615	386	0	548	1832	4204	1628	177	0								0	0			
14753																															0	118	2226	0	579		3		8070	96			1285	0	800	0	0	14290	0	0			10	1197	0	207	8293	67	552	549	8	21	0	3282	8949	536	326	0	0								0	12		0	
14865																															0	4519	7330	55	12700		321		13427	179			8191	117	2146	0	3060	57071	152	0			0	3044	604	536	22395	83	402	279	21	1240	1019	9891	14892	5968	3695	5048	13688								375	1334		0	
14931																															0	1338	629	342	3561		68		0	0			7537	997	461	0	88	15488	52	0			0	519	0	516	3301	516	0	0	0	3	0	6456	646	1448	1520	4951	0								0	0		0	
14940																															0	4128	0	4022	29427		158		0	0			3722	25356	10754	0	0	113236	0	0			0	26475	7177	21074	8843	241	1213	5463	7375	10948	1235	41558	1739	12422	20316	10717	9								0	2017		0	
15536																															0	145760	4491	33725	506659	0	323	323	0	0	52048	0	52048	5886	3203	0	5927	911626	0	133124	132879	245	0	16455	3692	0	358908	735	2441	2720	6141	2717	1598	295452	60281	237069	132635	142764	21177	0	0	0	0	0	0	0	0	333	0	0	
16337																															0	38864	1020	6885	50816		402		83	37			21269	1237	26920	0	735	188150	0	0			0	35989	3137	33489	42193	1322	7968	7169	532	12339	6500	16515	34612	18267	23983	36360	22278								0	793		0	
16458																															0	8393	1065	10266	37547		61		584	0			14095	815	3380	0	0	92742	11	279			971	14266	1873	522	32444	1469	3455	6520	796	279	1503	23239	12529	21673	16276	4614	150								0	129		0	
16551																															0	24475	1400	137	8847		80		1071	0			6054	3108	5946	0	905	83021	0	257			921	29887	806	5133	14696	1309	2030	7375	9585	9340	117	10415	9293	12645	11331	9226	0								0	48		0	
16748																															0	2923	355	0	2630		188		107	0			2139	3673	2362	0	0	25180	14	0			140	9866	951	5144	3572	615	1028	1599	2415	3494	554	6254	3670	2704	1629	879	39								0	0		0	
16766																															0	59921	0	16734	84111	0	199	199	0	0	25768	0	25768	5773	1679	0	0	197969	876	0	0	0	0	2823	787	1950	70565	1550	256	76	400	18	523	66212	26511	37924	34049	29846	0	0	0	0	0	0	0	0	0	1050	0		
16944																															0	332	1687	0	1153		4		377	0			996	83	1245	0	348	12750	2	0			154	6458	69	0	1833	55	60	180	2733	3415	0	1481	615	719	1555	1824	0								0	0		0	
16953																															0	0	763	0	1033		9		3959	0			1586	0	1581	0	0	10242	0	0			0	1311	0	0	5477	57	45	525	685	0	0	3447	1928	1410	1965	180	0								0	0		0	
17110																															0	0	0	0	0		7543		0	0			5360	0	83225	0	0	96388	0	0			0	260	0	260	66246	260	0	0	0	0	0	96128	0	0	0	0	0								0	0		0	
