"IDRSSD"	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	
1351	0	0	0	0	0	55367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	1352	0	0	2053	21016	11435	0	-41	0	3500	0	0	0	0	0	0	0	0	0	0	7969	47398	0	0	0	0	0	2820	0	0	0	0	-458	225	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1937	0	0	0	1937	0	0	0	2994	28456	19404	52380	0	5691	9702	52380	67773	0	2588	2588	13648	0	
1454	0	0	0	0	0	129649	0	0	0	18369	18369	0	18369	0	0	0	0	117	0	0	0	0	0	0	9928	8835	0	0	0	0	0	0	468	6211	120388	2307	0	0	0	0	1078	0	0	0	112	28836	100701	0	0	0	0	0	7204	117	66	845	0	-233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16205	187549	32221	106877	0	37510	16111	106877	160498	0	39000	39000	28786	0	
1557	0	0	0	0	0	19575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	1891	0	0	0	2019	0	0	319	0	8412	0	707	0	0	0	0	0	0	0	0	2895	16680	0	0	0	0	0	602	0	0	0	0	-42	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	647	0	0	0	186	12322	2895	18671	0	2464	1448	18671	22583	0	0	0	5663	0	
1632	0	0	0	0	0	211483	0	0	0	3231	3231	0	15	0	3216	0	0	0	0	0	0	0	0	0	1860	5694	0	0	0	0	0	0	635	28	25666	3100	0	0	0	0	0	0	0	0	2463	32706	176314	0	0	0	0	0	10108	0	0	1401	0	-2140	312	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7759	0	0	0	7759	0	0	0	1888	35239	36118	195996	0	7048	18059	195996	221103	0	0	0	20572	0	
1669	0	0	0	0	0	68630	0	0	0	255	255	0	0	0	255	0	0	2202	0	0	0	0	0	0	9080	4868	0	0	0	86846	1739	0	900	7538	34325	0	0	0	0	0	0	0	0	0	0	4128	64502	0	0	0	0	0	12024	2097	156	2279	5199	1815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16774	132979	11066	67050	0	26596	5533	67050	99179	0	4661	4661	35770	0	
1829	0	0	0	0	0	174329	0	0	0	390	390	0	0	0	390	0	0	0	0	0	0	0	0	0	4783	11750	0	0	0	0	0	0	3921	6223	94966	3809	3277	0	0	0	0	0	0	0	82	59261	114986	0	0	0	0	0	7192	0	32	2143	266	1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5600	0	0	0	5600	0	0	0	11038	108941	63336	129004	0	21788	31668	129004	182460	0	0	0	36422	0	
1856	0	0	0	0	0	7581	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	183	215	0	0	0	0	0	0	-153	0	89489	0	0	0	0	0	0	0	0	0	0	1687	5894	0	0	0	0	0	2035	98	0	746	0	-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	97	0	0	0	183	93997	1687	7182	0	18799	844	7182	26825	0	3547	3547	6213	0	
2040	0	0	0	0	0	115848	0	0	0	943	943	0	0	0	943	0	0	0	0	0	0	0	0	0	864	3321	0	0	0	0	0	0	923	0	20000	2866	87	0	0	0	106	0	0	0	1402	40461	73985	0	0	0	0	0	5107	0	0	942	0	-635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	864	26105	43433	79180	0	5221	21717	79180	106118	0	440	440	13958	0	
2161	0	0	0	0	0	53484	0	0	0	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	991	11855	0	0	281	0	0	0	128	108	24266	0	0	0	0	0	0	0	0	0	0	35603	17881	0	0	0	0	0	4183	0	5	1157	0	-377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1415	37578	35603	20902	0	7516	17802	20902	46220	0	300	300	8861	0	
2376	0	0	0	0	0	357028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2864	23562	0	0	31589	409663	18507	0	1053	27667	98711	0	2000	0	0	0	0	0	0	0	298	277216	79514	0	0	0	0	0	21021	0	0	6250	0	-5119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62120	538484	295723	96285	0	107697	147862	96285	351844	0	0	0	108895	0	
2451	0	0	0	0	0	13955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	299	0	0	0	255	0	0	6	0	600	0	0	0	0	0	0	0	0	0	0	4814	9141	0	0	0	0	0	631	0	0	0	0	-141	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1534	4814	9774	0	307	2407	9774	12488	0	380	380	1259	0	
2554	0	0	0	0	0	3917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1149	0	0	2	4	0	0	-61	0	2299	150	0	0	0	0	0	0	0	0	0	142	3776	0	0	0	0	0	205	0	0	0	0	-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3452	292	3981	0	690	146	3981	4817	0	0	0	780	0	
2732	0	0	0	0	0	300983	0	0	0	4584	4584	0	0	0	4584	0	0	1511	0	0	0	0	0	0	7960	15688	0	0	0	0	0	0	1212	0	65196	2770	3606	0	0	0	0	0	0	0	1107	69903	229973	0	0	0	0	0	10766	1511	181	0	0	-385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8141	103841	72673	247237	0	20768	36337	247237	304342	0	21850	21850	51026	0	
2750	0	0	0	0	0	27947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	1296	0	0	0	0	0	0	49	2458	10691	100	0	0	0	0	0	0	0	313	340	2086	25208	0	0	0	0	0	2051	0	6	209	0	-540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3715	12536	2186	27044	0	2507	1093	27044	30644	0	0	0	4661	0	
2938	0	0	0	0	0	229043	0	0	0	2113	2113	0	0	0	2113	0	0	0	0	0	0	0	0	0	3528	10754	0	0	0	0	0	0	1013	78	37366	3015	0	0	0	0	0	0	0	0	0	38416	190627	0	0	0	0	0	11980	0	0	2275	0	-2708	323	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4853	0	0	0	4853	0	0	0	3606	50395	41431	207621	0	10079	20716	207621	238416	0	0	0	21823	0	
2956	0	0	0	0	0	62071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	2255	0	0	0	0	0	0	-343	40	36903	770	25	0	0	0	0	0	0	0	0	24126	37945	0	0	0	0	0	3565	0	0	0	0	-1056	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	93	0	0	0	1248	47988	24896	41639	0	9598	12448	41639	63685	0	8830	8830	13157	0	
3252	0	0	0	0	0	57015	0	0	0	140	140	0	0	0	140	0	0	0	0	0	0	0	0	0	1591	6174	0	0	0	10062	1161	211	147	0	18103	580	1405	0	0	0	0	0	0	0	322	1430	55263	0	0	0	0	0	3327	0	15	509	20	-1175	141	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	51	0	0	0	1606	41395	3191	59994	0	8279	1596	59994	69869	0	6225	6225	10821	0	
3458	0	0	0	0	0	8375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4921	0	0	0	0	2357	42	161	6249	0	0	0	0	0	0	0	0	0	0	1714	6661	0	0	0	0	0	374	0	0	0	0	-320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	6668	1714	14313	0	1334	857	14313	16504	0	419	419	2295	0	
3506	0	0	0	0	0	796581	559	599	599	0	0	0	0	0	0	0	40	58826	54	0	0	0	0	0	15377	16058	0	0	0	18540	567	0	4218	17347	405385	1471	0	0	0	0	0	0	0	0	890	180408	615283	0	0	0	0	0	122834	58826	1170	2898	0	53403	1767	0	0	0	1767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44625	0	0	44625	0	0	0	0	33894	443771	227071	677589	0	88754	113536	677589	879879	0	0	0	84753	0	
3579	0	0	0	0	0	257299	0	0	0	2015	2015	0	2015	0	0	0	0	8891	0	0	0	0	0	0	4554	3293	0	0	0	0	0	0	1481	9323	19558	16177	6980	0	0	0	0	0	0	0	0	114664	142635	0	0	0	0	0	23943	8891	0	2866	0	8144	268	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13877	28059	130841	161801	0	5612	65421	161801	232834	0	59	59	22435	0	
3720	0	0	0	0	0	72110	0	0	0	75	75	0	0	0	75	0	0	0	0	0	0	0	0	0	4726	270	0	0	0	0	0	15965	261	529	45021	0	0	0	0	0	0	103	0	0	0	27408	44702	0	0	0	0	0	5800	397	0	0	0	-488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1914	0	0	801	1113	0	0	0	5255	49121	28209	67361	0	9824	14105	67361	91290	0	3830	3830	16709	0	
3953	0	0	0	0	0	53292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	2944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16983	0	0	17445	8145	27703	0	0	0	0	0	3974	0	0	288	0	-822	525	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	20677	8145	48897	0	4135	4073	48897	57105	0	0	0	5984	0	
4138	0	0	0	0	0	110944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271	1748	0	0	0	0	0	0	185	942	45328	0	0	0	0	0	0	0	0	0	0	56083	54861	0	0	0	0	0	7348	0	18	807	939	-1022	0	0	0	0	0	480	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3231	47883	57022	60925	0	9576	28511	60925	99012	0	0	0	16307	0	
4147	0	0	0	0	0	61118	0	0	0	196	196	0	0	0	196	0	0	0	0	0	0	0	0	0	707	3496	0	0	0	0	0	0	813	73	2329	20798	1650	0	0	0	0	0	0	0	1126	16308	43684	0	0	0	0	0	10957	0	0	3072	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	15037	37106	53415	0	3007	18553	53415	74975	0	5014	5014	12488	0	
4156	0	0	0	0	0	77348	0	0	0	429	429	0	0	0	429	0	0	1783	0	0	0	0	0	0	518	2165	0	0	0	0	0	0	625	0	25827	4565	703	0	0	0	0	397	0	0	0	12779	64569	0	0	0	0	0	10453	1783	0	725	0	1140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	744	0	0	0	0	518	28717	18088	74043	0	5743	9044	74043	88830	0	0	0	11768	0	
4231	0	0	0	0	0	43231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2490	0	0	0	0	0	0	-458	0	49815	5879	0	0	0	0	0	0	0	0	0	10425	32806	0	0	0	0	0	2392	0	0	0	0	-1169	0	0	0	0	0	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52305	16304	35245	0	10461	8152	35245	53858	0	0	0	11598	0	
4437	0	0	0	0	0	136213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1391	4663	0	0	0	3272	1141	0	-47	0	26411	432	0	0	0	0	0	0	0	0	0	53707	82506	0	0	0	0	0	4772	0	59	788	217	-1300	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	936	0	0	235	701	0	0	0	1450	35134	55732	86922	0	7027	27866	86922	121815	0	0	0	12461	0	
4745	0	0	0	0	0	4629	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	59	375	0	0	301	3642	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	1262	3367	0	0	0	0	0	230	13	0	0	0	-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	4927	1262	3785	0	985	631	3785	5401	0	910	910	1066	0	
