"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1109	45	19	0	1126	81	0			0	0	
242	166	0	2	0	164	0	0			0	0	
279	420	0	0	0	444	24	0			0	0	
354	199	0	6	0	193	0	0			0	0	
457	262	100	0	0	217	55	0			0	0	
505	4035	300	5	0	3766	36	0			0	0	
1155	1878	120	0	0	1838	80	0			0	0	
1351	1091	30	4	0	1120	63	0	0	0	0	0	
1454	2565	150	324	0	2123	32	0			0	0	
1557	380	0	0	0	380	0	0	0	0	0	0	
1632	9022	3126	102	3512	10419	1113	0			0	0	
1669	1963	30	21	0	1951	39	0			0	0	
1829	3953	90	35	0	3937	109	0			0	0	
1856	135	3	0	0	132	0	0			0	0	
2040	2654	108	40	0	2525	19	0			0	0	
2161	561	0	12	0	558	9	0			0	0	
2376	21307	2400	0	0	18907	0	0			0	0	
2451	780	275	146	0	498	139	0			0	0	
2554	42	9	0	0	33	0	0			0	0	
2732	4142	795	8	0	4064	725	0			0	0	
2750	511	80	8	0	425	2	0			0	0	
2938	10485	3877	39	0	8610	4527	2486			0	0	
3252	1027	150	52	0	1006	181	0			0	0	
3458	491	480	8	0	318	315	0			0	0	
3720	1585	21	1	0	1565	2	0			0	0	
3953	1750	400	30	0	1371	51	0			0	0	
4138	3839	255	43	0	3912	371	0			0	0	
4156	1730	38	86	0	1695	89	0			0	0	
4231	936	280	51	0	1060	455	0			0	0	
4437	2221	86	8	0	2539	412	0			0	0	
4839	3407	195	1	0	3242	31	0			0	0	
5005	3993	330	0	0	3663	0	0			0	0	
5069	12204	3000	0	0	9204	0	0			0	0	
5135	3568	75	6	0	3521	34	0			0	0	
5210	8635	1125	161	0	7393	44	0			0	0	
5331	1664	0	15	0	1649	0	0			0	0	
5461	3658	300	3	0	3471	116	0			0	0	
5751	950	0	0	0	950	0	0			0	0	
6039	1021	190	1	0	1165	335	0			0	0	
6141	418	15	1	0	402	0	0			0	0	
6329	3822	1600	132	0	4564	2474	0			0	0	
6972	21900	2543	63	0	32112	12818	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	744	45	10	0	749	60	0			0	0	
7157	193	0	0	0	204	11	0			0	0	
7456	351	30	0	0	321	0	0	0	0	0	0	
7634	813	125	5	0	782	99	0			0	0	
8033	850	0	4	0	852	6	0			0	0	
8462	428	60	26	0	382	40	0			0	0	
8631	393	13	2	0	384	6	0			0	0	
9357	5884	500	5	0	5471	92	0			0	0	
9553	742	0	0	0	742	0	0			0	0	
9807	66824	13500	36	0	65591	12303	0			0	0	
9955	572	40	1	0	532	1	0			0	0	
10157	992	726	7	0	924	665	0			0	0	
10250	3860	510	24	0	3999	673	0			0	0	
10849	3992	600	0	0	4243	851	0			0	0	
10858	6632	2078	36	0	5784	1266	0	0	0	0	0	
11145	1624	210	9	0	1643	238	0			0	0	
11640	1584	206	37	0	1511	170	0			0	0	
11837	1316	75	3	0	1497	259	0			0	0	
12030	8152	750	928	0	7465	991	0			0	0	
12142	1518	75	33	0	1495	85	0			0	0	
12245	1030	16	2	0	1017	5	0			0	0	
12311	827039	278248	11320	0	889691	343033	-9187			0	89	
12647	620	30	0	0	593	3	0			0	0	
12656	182	3	1	0	178	0	0			0	0	
12937	1216	18	1	0	1213	16	0			0	0	
12946	6009	462	44	0	5967	464	0			0	0	
12955	893	45	6	0	868	26	0			0	0	
13037	2323	0	7	0	2340	24	0			0	0	
13103	8829	691	11	0	8367	240	0			0	0	
13251	498	0	9	0	500	11	0			0	0	
13457	90	0	0	0	90	0	0			0	0	
14052	681	37	29	0	626	11	0			0	0	
14155	1390	200	98	0	1337	245	0			0	0	
14454	402	360	1	0	386	345	0			0	0	
14650	275	27	3	0	269	24	0			0	0	
14753	518	0	0	0	523	5	0			0	0	
14865	3410	1050	0	0	3635	1275	0			0	0	
14977	313	6	0	0	307	0	0			0	0	
15536	55864	10000	52	0	62328	16516	0			0	0	
16337	3757	453	925	0	3677	1298	0			0	0	
16458	2012	30	8	0	2010	36	0			0	0	
16551	2086	0	24	0	2336	274	0			0	0	
16748	430	40	0	0	417	27	0			0	0	
16944	230	0	1	0	229	0	0			0	0	
16953	200	0	0	0	200	0	0			0	0	
17110	609	50	0	0	559	0	0			0	0	
17147	29057	8823	465	0	23199	3430	0			0	0	
17259	162	0	25	0	151	14	0			0	0	
17464	49721	15000	323	0	47165	12767	0			0	0	
17950	1574	60	0	0	1612	5	-93			0	0	
18050	2189	60	33	0	2198	102	0			0	0	
