"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
3252																																						2028	5404	0	320	62242	0	535	0	2804	140483	119641	287	123932	0	1027	0	3604	0	16551	200	140483	0	0	15300	0	300	0	11679	107962	4	1231	0	68177	67150	751	0	0	400	0	16551	
3458																																						3390	2308	0	1973	8992	0	380	351	418	30957	22921	177	27708	0	491	0	0	0	3249	100	30957	0	0	1932	0	1101	0	2456	20465	5	1231	0	11407	10916	116	2229	0	0	4610	3249	
3720																																						11485	4383	0	9861	41441	0	3633	22	5885	182719	146873	1598	157780	0	1585	0	5300	0	24939	2400	182719	0	0	11344	0	10800	1235	14730	132143	1	1231	0	106359	104774	395	0	0	0	4009	24939	
3953																																						17	2508	0	0	4	0	3810	250	4270	122553	104723	906	112881	0	1750	0	5802	0	9672	500	122553	0	0	5492	0	3680	9856	22784	81939	4	1231	0	103588	101838	0	0	0	1450	0	9672	
4138																																						7466	4576	0	0	36684	23	7483	1677	4119	199013	181363	283	183787	0	3839	0	1680	0	15225	300	199012	0	0	14196	0	300	0	22887	158476	1	1231	0	140824	136985	429	0	0	0	461	15225	
4156																																						823	2094	0	0	50077	0	7848	440	7320	202183	151351	12504	183343	0	1731	1783	19488	0	18840	1200	202183	0	0	10157	0	5981	2065	20292	131059	4	1231	0	130594	128863	1502	870	0	0	0	18840	
4231																																						1750	7680	0	0	27817	0	1061	927	1584	121753	106306	833	107139	0	936	0	0	0	14614	500	121753	0	0	2226	0	12100	0	13737	92569	1	1231	0	81370	80434	-212	500	0	0	0	14614	
4437																																						150	4666	0	1315	46307	0	4541	1076	6417	240039	199067	1310	216156	0	2221	0	11168	0	23883	963	240039	0	0	18697	0	3750	0	17292	181775	2	1231	0	177788	175567	473	0	0	0	4611	23883	
4839																																						191	3904	0	0	67192	79	6220	5926	3629	316936	244160	1668	292084	0	3407	0	38400	0	24852	1875	316936	0	0	13181	0	8429	0	33800	210360	2	1231	0	230802	227395	1367	2400	0	0	7856	24852	
5005																																						1060	18005	663	418	53421	0	7963	10187	18580	455558	348325	4163	422214	0	3993	2305	69726	0	33344	0	455558	0	0	-385	0	37351	0	27716	320609	1	0331	0	346274	342281	-3622	675	0	0	0	33344	
5069																																						31956	4557	0	0	15288	0	18474	1700	5808	486149	384609	5536	390145	0	12204	0	0	0	96004	4500	486149	0	0	94034	0	4129	0	13146	371463	1	1231	0	420570	408366	-6659	0	0	0	0	96004	
5135																																						30484	29224	0	0	15006	0	4072	0	9458	313495	254254	1004	279143	0	3568	1042	23885	0	34352	651	313495	0	0	14297	0	19349	0	38000	216254	1	1231	0	227777	224209	55	0	0	0	0	34352	
5210																																						14868	12890	0	0	221161	0	14832	483	42838	947053	711874	11352	873117	0	8635	0	110877	0	73936	4798	947053	0	0	64706	0	5455	4861	51730	660144	2	1231	0	643755	635120	-1023	0	0	0	39014	73936	
5331																																						185	4915	0	0	176004	0	12909	1254	10883	372072	221738	2563	349841	0	1664	0	30040	0	22231	2580	372072	0	0	16161	0	11360	0	36245	185493	2	1231	0	157586	155922	-7870	0	10000	2000	93500	22231	
5461																																						203	13549	491	0	50964	736	12068	184	9426	432399	348782	2581	389525	0	3658	0	38162	0	42874	2059	432399	0	0	35652	0	4241	0	111675	237107	2	1231	0	348436	344778	922	0	0	0	0	42874	
5751																																						0	948	0	0	59269	0	252	0	3789	117738	92988	549	93537	0	950	0	0	0	24201	600	117738	0	0	22005	0	700	0	6950	86038	9	1231	0	52327	51377	896	2103	0	0	0	24201	
6039																																						3102	5636	0	0	4846	0	1817	1341	2174	84169	74148	514	74662	0	1021	0	0	0	9507	469	84169	0	0	3430	0	5600	0	10184	63964	1	1231	0	64174	63153	8	2100	0	0	0	9507	
6141																																						0	3501	0	13115	0	0	213	14	513	46878	42328	128	42456	0	418	0	0	0	4422	400	46878	0	0	322	0	3700	0	13037	29291	1	1231	0	19840	19422	0	10100	0	0	0	4422	
6329																																						5	18279	0	505	36108	0	17152	1528	11430	453086	413300	3341	416641	0	3822	0	0	0	36445	2600	453086	0	0	18175	0	15400	0	97690	315610	2	1231	0	360901	357079	270	11000	0	0	0	36445	
6972																																						46	13532	223	58895	40033	0	9801	0	19937	968479	766435	12948	889930	0	21900	0	103330	0	78549	2600	968479	0	0	48983	0	29191	0	151123	615312	2	1231	0	841777	819877	-2225	6135	0	0	7217	78549	
7009																																						2000	13161	0	0	464740	0	645	0	6941	651897	600277	5975	606252	0	0	0	0	0	45645	500	651897	0	0	42375	0	552	0	51955	548322	2	1231	0	164410	164410	2218	0	0	0	0	45645	
7045																																						55	15500	0	18894	21472	0	1803	0	1278	125054	110808	528	111336	0	745	0	0	0	13718	100	125054	0	0	11016	0	2325	0	14132	96676	1	1231	0	65241	64496	277	1556	0	0	0	13718	
7157																																						0	611	0	0	13413	0	124	39	545	41248	36651	420	37071	0	193	0	0	0	4177	200	41248	0	0	3612	0	200	0	5742	30909	4	1231	0	23437	23244	165	3272	0	0	0	4177	
7456																																						33	1656	0	390	13890	0	375	30	931	49183	44485	118	44603	0	351	0	0	0	4580	400	49183	0	0	999	0	2900	0	9767	34718	1	1231	0	29771	29420	281	2458	0	0	0	4580	
7634																																						1215	4523	0	16	7595	0	693	729	2055	85036	72633	230	77863	0	813	0	5000	0	7173	200	85036	0	0	1737	0	5200	0	6991	65642	2	1231	0	69023	68210	36	0	0	0	0	7173	
8033																																						1873	1552	0	0	6468	0	3027	127	3535	120965	84202	1325	108549	0	850	0	23022	0	12416	774	120965	0	0	7198	0	4476	0	18899	65303	1	1231	0	98933	98083	-32	6300	0	0	0	12416	
8462																																						2523	13199	0	0	64183	0	392	0	753	127153	112874	289	113163	0	428	0	0	0	13990	350	127153	0	0	11928	0	350	0	29150	83724	4	1231	0	30381	29953	1362	16150	0	0	0	13990	
8631																																						254	3780	0	0	13075	0	1623	132	2305	54635	47862	327	48189	0	393	0	0	0	6446	500	54635	0	0	5127	0	800	0	15599	32263	1	1231	0	33859	33466	19	0	0	0	0	6446	
9357																																						3208	9214	3460	0	23578	0	1080	196	6290	386186	283348	1410	329496	0	5884	23238	38600	0	56690	500	386186	0	0	4179	0	51847	135174	82822	200526	1	1231	0	186632	180748	164	0	0	0	6138	56690	
9553																																						6376	992	0	0	5781	0	415	14	2901	80996	68356	1065	72958	0	742	0	3537	0	8038	400	80996	0	0	6428	0	1200	0	9412	58944	4	1231	0	63959	63217	10	1300	0	0	0	8038	
9807																																						220354	16707	0	329541	98040	14	10170	71368	67171	2662029	2125756	10253	2505136	1500	66824	0	305993	0	155393	20000	2662029	0	0	131203	0	63858	0	81953	2043803	1	1231	0	1900488	1833664	-59668	15000	0	0	63134	156893	
9955																																						20968	2186	837	0	15913	0	1837	0	1752	90368	76083	238	79186	0	572	0	2865	0	11183	110	90369	0	0	7731	0	3023	0	12230	63853	4	1231	0	47447	46875	319	0	0	0	0	11183	
10157																																						36	1686	0	227	16535	0	578	755	1335	54206	49361	217	49578	0	992	149	0	0	4628	250	54206	0	0	1788	0	2560	0	12025	37336	4	1231	-51	26977	25985	81	6920	0	0	0	4628	
10250																																						971	7569	0	0	71537	0	12695	5435	6312	478847	398117	1952	440069	0	3860	0	40000	0	38778	1500	478847	0	0	12627	0	23000	0	39980	358137	4	1231	0	371037	367177	1651	7151	0	0	0	38778	
10849																																						3221	2989	0	67134	232	0	4592	1773	7540	329337	274519	786	299570	0	3992	694	24265	0	29767	16	329337	0	0	19004	0	10745	0	23131	251389	1	1231	0	245154	241162	2	0	0	0	0	29767	
10858																																						8525	7624	0	37931	7183	0	6651	0	7273	437871	354562	3920	399153	0	6632	2957	21168	0	38718	2500	437871	0	0	21319	0	14755	2762	44305	310257	2	1231	0	363597	356965	144	0	0	0	19503	38718	
11145																																						8922	2807	0	0	16951	75	4949	1639	2163	167281	138410	230	151001	0	1624	450	12361	0	16280	1000	167281	0	0	11156	0	4000	160	14975	123435	7	1231	0	127289	125665	124	3500	0	0	0	16280	
11640																																						336	9811	0	0	74674	0	6118	499	13932	290069	226706	2386	264324	0	1584	0	30007	0	25745	650	290069	0	0	8244	0	16800	0	46427	180279	1	1231	0	186283	184699	51	0	0	5225	0	25745	
11837																																						15	4496	0	0	40194	0	1041	634	1733	100630	82316	452	89768	0	1316	0	7000	0	10862	314	100630	0	0	58	0	10686	0	5067	77249	2	1231	0	53833	52517	-196	0	0	0	0	10862	
12030																																						10	22392	0	1848	10676	0	3582	781	6626	339357	304250	2011	306261	0	8152	896	0	0	33096	300	339357	0	0	32416	0	300	0	28713	275537	1	1231	0	291845	283693	80	8853	0	0	0	33096	
12142																																						1744	7565	0	1201	39495	0	5224	0	2517	157477	129505	1681	138744	0	1518	0	2000	0	18733	1250	157477	0	0	4761	0	13250	0	32912	96593	4	1231	0	96024	94506	-528	5225	0	0	5558	18733	
12245																																						66	1774	0	0	27777	0	1629	0	1198	114741	95296	1032	102328	0	1030	0	6000	0	12413	1419	114741	0	0	6985	0	3581	0	13512	81784	4	1231	0	80171	79141	428	3156	0	0	0	12413	
12311	15988	2495992	489571	0	4443726	149398	509639	208662	2992964	51061394	798901	47581057	597538	827039	388300	3730446	1624607	2882799	39999	51061394	420449	65481	-1593497	0	4698486	481447	1	0	39292297	38465258	-262189	0	926655	3480337	1536014	0	1536014										51061394	38892253		47581057				3730446					420449	65481					1265391	37626862		1231					0	0	6700	926655		
12647																																						46	3694	0	5394	0	0	4319	969	1033	84361	68965	435	75600	0	620	0	6200	0	8761	125	84361	0	0	2471	0	6165	622	9446	59519	1	1231	0	68904	68284	0	0	0	0	0	8761	
12656																																						105	285	0	707	0	0	226	0	179	14433	13177	58	13235	0	182	0	0	0	1198	72	14433	0	0	738	0	388	0	2321	10856	4	1231	0	11355	11173	0	1758	0	0	0	1198	
12937																																						15634	1251	0	0	579	0	11841	0	1952	195782	162593	1465	164069	0	1216	0	11	0	31713	750	195782	0	0	25815	0	5250	0	20626	141967	1	1231	0	165741	164525	-102	0	0	0	0	31713	
12946																																						5797	9648	2695	0	68769	1137	11587	1677	17436	629869	535395	5824	567349	0	6009	9959	24845	0	62520	1	629869	0	0	46780	0	17119	78	55733	479662	2	1231	0	507095	501086	-1380	0	0	1285	0	62520	
12955																																						5059	2332	0	3601	2024	0	3063	938	1391	122498	103669	431	111100	0	893	0	7000	0	11398	1567	122498	0	0	1585	0	8233	342	19058	84611	4	1231	0	103116	102223	13	1525	0	0	0	11398	
13037																																						268	4235	1354	0	33470	0	4790	656	3483	170829	138744	1713	140457	0	2323	12908	0	0	30372	900	170829	0	0	12058	0	17314	0	27344	111400	2	1231	0	100931	98608	100	11057	0	0	0	30372	
13103																																						15410	13942	3997	1247	179094	0	14120	245	35212	1166516	842042	13186	1017484	332	8829	4574	152469	0	148700	500	1166516	0	0	120551	0	34019	1504	34842	807200	2	1031	0	905792	896963	-6370	208	0	0	9787	149032	
13251																																						2845	2134	0	0	6491	0	96	0	755	35585	31834	144	31978	0	499	0	0	0	3608	25	35586	0	0	1781	0	1725	0	3487	28347	4	1231	0	20393	19894	77	3370	0	0	0	3608	
13457																																						850	744	0	0	4180	0	16	0	1553	19660	14131	28	14159	0	90	0	0	0	5501	50	19660	0	0	5390	0	50	0	1809	12322	5	1231	0	9077	8987	11	3330	0	0	0	5501	
14052																																						1012	1298	0	0	10737	0	2194	74	1969	69998	59305	262	63567	0	681	0	4000	0	6431	1000	69998	0	0	3790	0	1500	0	8545	50760	2	1231	0	50866	50185	141	2529	0	0	0	6431	
14155																																						0	2771	0	0	6362	0	6334	1398	3857	117483	92033	642	104700	0	1390	0	12025	0	12783	176	117483	0	0	12350	0	160	0	8365	83668	6	1231	0	96786	95396	97	1365	0	0	0	12783	
14454																																						3298	572	0	1482	8005	0	426	0	368	29701	23548	164	24562	0	402	2117	850	0	5139	75	29701	0	0	-53	0	5117	0	2378	21170	1	1231	0	13835	13433	0	0	0	0	0	5139	
14650																																						1967	2677	0	3625	31	0	274	0	1596	26816	24111	254	24365	0	275	98	0	0	2451	200	26816	0	0	1951	0	300	0	6277	17834	4	1231	0	15509	15234	0	1314	0	0	0	2451	
14753																																						0	1806	0	8613	9326	0	140	0	540	33566	29854	448	30302	0	518	0	0	0	3264	300	33566	0	0	649	977	1277	0	5956	23898	1	1231	0	13210	12692	61	449	0	0	0	3264	
14865																																						8	4922	760	0	31568	0	5769	1618	5916	227766	181678	1048	206623	0	3410	0	21507	0	21143	730	227766	0	0	9728	0	10067	0	28400	153279	2	1231	0	180615	177205	618	0	0	2390	0	21143	
14977																																						17517	728	0	80	6075	0	371	0	728	46011	38454	256	38932	0	313	0	222	0	7079	0	46011	0	0	7054	0	0	0	2901	35553	1	0630	0	20825	20512	25	0	0	0	0	7079	
15536																																						80656	48889	1076	0	237410	0	77071	68657	275319	4853205	3017642	34958	4465100	0	55864	35350	1412500	0	388105	10593	4853205	0	0	130491	0	278330	8176	200737	2816905	2	1209	0	4071265	4015401	-31309	5200	0	0	0	388105	
16337																																						4545	9066	0	0	84202	0	20309	6728	18375	513883	431415	3581	470019	0	3757	0	29000	0	43864	350	513883	0	0	34366	0	8500	0	46101	385314	1	1231	0	353189	349432	648	21226	0	0	6023	43864	
16458																																						25877	1418	0	19120	44275	0	10106	0	2237	244651	211796	1646	213442	0	2012	0	0	0	31209	941	244651	0	0	27055	0	2059	1083	14882	196914	1	0930	0	142410	140398	1154	137	0	0	0	31209	
16551																																						621	3536	0	0	13663	1023	3039	1416	6812	159055	118325	393	142649	0	2086	831	23931	0	16406	175	159055	0	0	9446	0	6576	0	14307	104018	5	0331	0	130041	127955	209	159	0	0	0	16406	
16748																																						34	1817	296	4957	12824	0	752	103	1997	55868	47963	481	50444	0	429	0	2000	0	5424	400	55868	0	0	2205	0	2600	88	10086	37877	2	1231	0	28709	28280	219	4720	0	0	0	5424	
16944																																						0	4571	0	0	9735	0	124	110	268	32874	28487	199	28686	0	230	0	0	0	4188	1000	32874	0	0	1635	0	1500	0	4127	24360	4	1231	0	15296	15066	53	3000	0	0	0	4188	
16953																																						2750	1800	0	110	12614	0	110	150	251	30822	25329	181	25510	0	200	0	0	0	5312	100	30822	0	0	2697	0	2400	0	5519	19810	4	1231	0	11037	10837	115	2200	0	0	0	5312	
17110																																						3425	3782	25	0	11106	0	1671	0	2556	106892	89847	1310	91157	0	608	0	0	0	15735	300	106892	0	0	8449	0	6986	0	0	89847	1	1231	0	84935	84327	0	0	0	0	0	15735	
17147																																						39538	41474	1613	2034	152468	0	19659	13056	74897	2033484	1596591	17028	1838761	0	29057	24847	136621	0	194723	5985	2033484	0	0	106077	125	86838	1809	227144	1369447	2	1231	0	1610805	1581748	-4302	80341	0	31730	56791	194723	
17259																																						24	1023	0	6	25965	0	1020	156	2337	64986	53486	1169	58155	0	163	0	3500	0	6830	769	64985	0	0	4728	0	769	0	7242	46244	4	1231	0	32839	32676	564	1779	0	0	0	6830	
17464																																						75826	36771	11375	2210	101130	1473	39410	53731	86090	2296456	1841578	5033	2099833	0	49721	0	249519	0	196623	750	2296456	0	0	119456	0	76340	1952	201852	1639726	1	1231	0	1933215	1883494	77	2994	0	0	3703	196623	
17950																																						7	4554	0	173	78977	0	5791	362	3607	234431	197348	2084	214253	0	1574	1695	12221	0	20178	725	234431	0	0	8330	0	10550	0	26345	171003	8	0731	0	140839	139265	573	0	0	2600	0	20178	
18050																																						194	14114	812	19142	71416	0	13489	463	2673	300673	262156	1369	264176	0	2189	0	651	0	36497	1214	300673	0	0	25957	0	7671	371	66514	195642	2	1231	0	175458	173269	1655	4730	0	0	0	36497	
18135																																						5127	6461	0	0	35113	0	12856	0	6975	219341	164779	639	201452	0	1247	0	26095	0	17889	456	219341	0	0	11130	0	6056	3255	41011	123768	2	1231	0	141870	140623	247	8931	0	0	9939	17889	
18377																																						6873	1	0	0	6684	0	694	0	337	30660	27854	118	27972	0	117	0	0	0	2688	0	30660	0	0	2618	0	0	0	0	27854	1	1231	0	16188	16071	70	0	0	0	0	2688	
18827																																						53050	5672	2147	0	70324	523	2075	1161	3115	366049	313876	1727	329603	0	2549	0	14000	0	36446	528	366049	0	0	30021	0	7248	0	36836	277040	2	1231	0	230531	227982	-1351	0	0	0	0	36446	
18836																																						20	2411	0	0	8572	0	3935	1305	5535	150177	129293	1785	136730	0	1585	0	5652	0	13447	180	150177	0	0	11436	0	1676	0	18305	110988	2	1231	0	127719	126134	155	2265	0	0	0	13447	
18854																																						11636	1204	0	0	1007	0	2131	1543	1516	104701	96100	423	96523	0	551	0	0	0	8179	40	104702	0	0	4072	0	4060	0	12831	83270	4	1231	0	83986	83435	7	2229	0	0	0	8179	
18957																																						153	1214	0	0	8754	0	533	202	927	48990	46327	77	48346	0	659	0	1942	0	644	200	48990	0	0	-144	0	500	0	4855	41473	4	1231	0	36061	35402	88	1805	0	0	0	644	
19356																																						2371	2756	0	0	25096	0	811	0	1008	77151	66284	1400	69260	0	734	0	1576	0	7891	2025	77151	0	0	2581	0	3200	0	10638	55646	5	1231	0	45018	44284	85	825	0	0	0	7891	
19730																																						71542	52035	6568	8311	133045	0	69469	11921	82501	2334426	1990729	13715	2115772	0	30293	17847	109920	0	218654	4083	2334426	0	0	96225	0	116304	10972	324954	1665775	3	1231	0	1896324	1866031	2042	4184	0	0	1408	218654	
19936																																						9077	6519	0	4920	28138	0	6668	1945	5230	222036	180443	1088	203250	0	2732	0	10000	0	18786	420	222036	0	0	8121	0	9781	0	28260	152183	1	1231	0	159571	156839	464	2700	0	0	11719	18786	
19972																																						11061	37	0	12023	0	0	303	0	2590	58832	46849	603	47452	0	145	0	0	0	11380	0	58832	0	0	126	0	11254	0	61	46788	1	1031	0	32963	32818	0	0	0	0	0	11380	
20053																																						2355	462	429	0	10605	0	441	938	2077	74861	62869	169	66116	0	857	1320	2942	0	8745	150	74861	0	0	2576	0	6053	0	7718	55151	4	0909	0	56938	56081	-34	153	0	0	136	8745	
20147																																						968	2394	630	0	16172	0	2018	520	1512	68376	56885	529	62093	0	387	361	4679	0	6283	100	68376	0	0	157	0	5533	0	10453	46432	1	1231	0	41307	40920	493	2881	0	0	0	6283	
20370																																						6673	4487	0	0	4185	0	6531	1673	9085	207336	181821	2586	189407	0	3763	0	5000	0	17929	2866	207336	0	0	-1281	0	16280	0	18651	163170	1	1231	0	178465	174702	64	0	0	0	0	17929	
20512																																						4739	1769	0	250	37049	0	765	228	4311	103494	81283	3580	94863	0	584	0	10000	0	8631	410	103494	0	0	7575	0	775	0	12803	68481	1	1231	0	52667	52083	-129	2300	0	0	0	8631	
20633																																						1033	5386	0	14526	29551	0	6271	396	9867	272433	234153	2342	248495	0	2562	0	12000	0	23938	1106	272433	0	0	22234	0	1394	0	21067	213086	1	December	0	201280	198718	-796	6685	0	0	0	23938	
20857																																						219	7944	0	0	99698	0	1409	0	3109	151538	98563	254	137319	0	298	142	27602	0	14220	200	151539	0	0	4786	0	7300	0	55863	42700	1	1231	0	39315	39017	1934	0	0	10900	0	14220	
20866																																						3374	3272	0	0	11646	0	8075	0	11736	254895	218066	1043	237449	0	6605	0	18340	0	17446	861	254895	0	0	6511	0	9955	903	15866	202199	1	1231	0	210214	203609	119	12280	0	0	0	17446	
21256																																						1594	166	0	6	779	0	83	62	569	9614	7977	19	8496	0	64	0	500	0	1118	105	9614	0	0	512	0	495	0	1631	6347	1	1231	0	6286	6222	6	133	0	0	0	1118	
21359																																						100	1213	0	0	5481	0	114	147	470	22631	20105	46	20507	0	141	0	356	0	2124	550	22631	0	0	801	0	700	0	2437	17668	4	1231	0	13047	12906	73	2200	0	0	0	2124	
21630																																						1274	1400	0	0	49345	0	604	0	880	81290	65785	651	73748	0	358	0	4881	0	7542	281	81290	0	0	4467	0	1919	0	14528	51257	2	1231	0	23870	23512	875	4275	0	0	2431	7542	
21658																																						3114	2492	0	0	21766	0	1514	66	3646	136443	120452	948	122740	0	1379	0	1340	0	13703	100	136443	0	0	9019	0	4157	0	11467	108985	1	1231	0	95537	94158	427	9687	0	0	0	13703	
22048																																						113	5231	0	0	46751	0	3928	93	9231	181529	149475	1469	163997	0	2541	0	9986	0	17532	1000	181529	0	0	9291	0	6400	0	20401	129074	1	1231	0	118723	116182	841	0	0	0	3067	17532	
22356																																						24766	7562	0	0	53510	375	4915	0	7259	290920	250071	1440	265851	0	4958	0	734	0	25069	500	290920	0	0	13636	0	10531	852	42232	207839	4	1231	0	186639	181681	402	10000	0	0	13606	25069	
22459																																						6466	1831	0	0	17593	0	4456	0	1620	108069	89541	755	97818	0	1183	0	6696	0	10251	2000	108069	0	0	3950	0	4000	971	20419	69122	2	1231	0	76315	75132	301	0	0	0	826	10251	
22543																																						61	2662	0	0	8314	11	1507	175	796	77625	63762	795	64557	0	679	0	0	0	13068	602	77625	0	0	9128	0	3398	0	9565	54197	2	1231	0	63883	63204	-60	895	0	0	0	13068	
22552																																						0	679	0	429	5543	0	362	45	853	48304	43299	874	44173	0	460	0	0	0	4131	100	48304	0	0	1532	0	2400	0	5456	37843	4	1231	0	38913	38453	99	1940	0	0	0	4131	
22730																																						3257	2313	0	0	25126	0	3124	0	944	103471	85156	509	92196	0	649	0	2671	0	11275	250	103471	0	0	10629	0	300	0	20023	65133	1	1231	0	65050	64401	96	4306	0	0	3860	11275	
22936																																						23184	5186	0	0	5961	0	4455	6341	7100	326388	284660	1131	301810	0	3648	0	16019	0	24578	725	326388	0	0	6466	0	17372	0	32085	252575	2	1231	0	269834	266186	15	7975	0	0	0	24578	
22954																																						3348	1494	0	0	10381	0	1100	150	2606	77609	59686	348	70062	0	957	0	10028	0	7547	100	77609	0	0	6498	0	800	0	7179	52507	1	1231	0	58620	57663	149	867	0	0	0	7547	
23036																																						0	8631	0	0	80259	0	7158	5504	17836	603809	544005	4656	557398	0	19867	0	696	0	46411	1712	603809	0	0	5476	0	37163	877	57955	486050	1	1231	0	477859	457992	2060	25552	0	0	8041	46411	
23045																																						0	2492	0	0	21093	0	449	0	465	33864	25771	95	25866	0	231	0	0	0	7998	2769	33864	0	0	2260	0	2769	0	1331	24440	1	1231	0	9175	8944	200	421	0	0	0	7998	
23241																																						73	353743	9507	0	538619	6059	45497	19848	217992	3546768	2610301	36145	3216994	0	78525	0	383508	0	329774	4700	3546768	0	0	3071	0	327729	7956	300946	2309355	2	1231	0	2425999	2347474	-5726	0	0	0	187040	329774	
23456																																						150	1332	0	1217	12087	0	3195	982	1316	84190	74900	388	75509	0	1025	0	221	0	8681	126	84190	0	0	8068	0	336	0	7638	67262	4	1231	0	63840	62815	151	1096	0	0	0	8681	
23504																																						2023	12071	0	40298	285993	0	19276	0	8706	811636	713312	6630	758942	119	4560	0	0	0	52575	600	811636	0	0	48022	0	600	0	190872	522440	2	1231	0	441229	436669	3353	6600	0	24000	15000	52694	
23540																																						29	4358	1787	9994	61151	0	5575	0	1950	173214	134822	2202	147024	0	542	13407	10000	0	26190	400	173214	0	0	4875	0	21309	791	18543	116279	1	1231	0	69714	69172	-394	5000	0	0	0	26190	
23643																																						9722	3355	0	300	41362	0	1687	971	1848	151811	136312	863	137437	0	1865	0	262	0	14374	200	151811	0	0	11632	0	2300	0	20399	115913	4	1231	0	94431	92566	242	0	0	0	0	14374	
23755																																						0	2522	654	0	20689	0	6554	2516	1409	149801	134970	394	137364	0	1744	0	2000	0	12437	110	149801	0	0	8204	0	3665	0	18525	116445	4	1231	0	108024	106280	458	9177	0	0	0	12437	
23812																																						37722	15021	437	0	87576	0	23664	2142	40806	1334394	1050608	18360	1228966	1530	11263	7506	159998	0	103898	5100	1334394	0	0	67342	0	34156	187411	97366	953242	2	1231	0	940871	929608	-2700	2501	0	0	0	105428	
24006																																						51032	15681	0	254350	79849	0	4825	0	7257	931191	823706	4761	828467	21	3517	0	0	0	102703	0	931191	0	0	90287	0	13184	0	83321	740385	1	0630	0	516420	512903	-768	5294	0	0	0	102724	
24453																																						43135	2929	358	0	11925	0	17641	122	6731	346721	265725	1534	317111	0	3626	3040	49852	0	29610	928	346721	0	0	2009	0	26657	2250	25557	240168	2	1231	0	262216	258590	16	0	0	0	0	29610	
24659																																						2487	1126	0	152	1240	0	226	252	309	31469	26856	167	27023	0	349	0	0	0	4446	50	31469	0	0	1941	0	2450	0	3302	23554	9	1231	0	22105	21756	5	3921	0	0	0	4446	
24668																																						22352	5029	108	0	55826	0	6787	647	2687	208548	165807	651	190139	0	929	328	17000	0	18409	625	208548	0	0	16296	0	625	0	30885	134922	1	1231	0	111038	110109	863	4675	0	0	6681	18409	
24855																																						4142	177	0	0	0	0	166	0	239	10655	9698	55	9753	0	76	0	0	0	902	25	10655	0	0	842	0	35	0	3201	6497	4	1231	0	4816	4740	0	1191	0	0	0	902	
24949																																						39	12952	1644	0	36131	0	14289	5111	14953	782943	678876	5589	698443	0	13466	2969	12600	0	84500	1800	782943	0	0	49438	0	33223	9887	67829	611047	2	1231	0	687428	673962	39	11006	0	0	1378	84500	
25357																																						0	5972	0	68965	4322	0	1187	0	5636	152017	88996	414	140425	0	522	0	39500	0	11592	573	152017	0	0	3275	0	7695	0	17749	71247	4	1231	0	60492	59970	49	5965	0	11515	0	11592	
25647																																						25	2350	0	3732	6989	0	442	864	623	76987	71401	836	72237	0	716	0	0	0	4750	600	76987	0	0	2205	0	2000	0	8011	63390	1	1231	0	56091	55375	-55	2587	4000	0	0	4750	
26149																																						0	1012	0	0	18222	792	877	0	526	66190	58231	966	59926	0	327	1377	0	0	6264	94	66190	0	0	771	0	5190	0	8293	49938	1	1231	0	38501	38174	209	5210	0	0	729	6264	
26242																																						297	30028	0	0	85853	0	10256	282	15802	386928	324838	1979	332054	0	2794	10846	0	0	54874	1	386928	0	0	29363	0	25669	337	21619	303219	1	1231	0	212616	209822	-159	23405	0	0	5237	54874	
26457																																						0	549	0	0	4248	0	102	0	226	24282	21318	99	21417	0	199	0	0	0	2865	100	24282	0	0	2504	0	250	0	2458	18860	8	1231	0	18150	17951	11	1206	0	0	0	2865	
26765																																						13	4544	641	2341	64328	0	5919	2283	3909	235650	185115	1036	214151	0	1666	2455	28000	0	21499	2000	235650	0	0	-8904	0	28482	0	18875	166240	1	1231	0	133733	132067	-79	17150	0	0	0	21499	
26859																																						10370	12188	0	996	0	0	8332	2500	5100	372674	303638	429	330668	0	4730	0	26601	0	42006	950	372674	0	0	37406	0	3650	0	70770	232868	1	1231	0	337918	333188	0	0	0	0	0	42006	
26916																																						0	11431	1071	5	112049	175	6711	538	8145	499540	355674	3590	459067	0	6707	6763	90708	0	40473	830	499540	0	0	16915	0	21947	2700	51496	304178	2	1231	0	347626	340919	781	9033	0	0	9095	40473	
27548																																						1869	9647	2033	0	103331	0	8903	538	16534	524312	398778	2975	476545	0	3519	5037	70467	0	47768	250	524313	17693	0	23166	0	26281	6026	55852	342926	2	1231	0	321249	317730	-1929	1509	33462	4325	0	47768	
