"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
394259	14811	1	11865	21711	0	50043	0	0	0	0	0	0	121511	0	15207	36266		58154	12280	11853	50375	31118	0	0	17597	32778	5640	2139	11925	19193	4363	785	38177	98637	0	7667	4153	
394352	4377	0	829	6053	0	10168	0	0	1140	173	1313	0	20880	0	1797	4271		12194	38	1197	9005	3862	393	0	3540	5465	2843	346	961	2901	409	0	9339	17770	0	1313	136	
395238	715714	44	29226	324380	0	370840	0	0	1306350	48008	1354358	0	3060986	0	187935	211831		900235	1233206	30743	793632	206141	1211952	28857	353005	440627	104274	2329	75008	131133	4272	1418	232668	2873051	108902	0	1738	
395256	5450	0	292	7971	0	12841	0	0	0	0	0	0	21557	0	1957	105		2672	13330	852	1854	0	0	0	641	1213	818	0	0	0	105	0	12549	19600	0	0	0	
395779	1302	0	0	3039	0	5071	0	0	635	820	1455	0	32499	0	2712	15715		12422	3060	1573	9912	14789	433	820	2585	7327	1822	688	3975	10814	511	415	5071	29660	0	127	492	
395836	197003	29	5439	45528	0	55598	0	0	0	0	0	0	456663	0	7681	43549		147150	68961	22940	100879	27235	0	0	31630	69249	44730	1541	8458	18777	15151	1163	49913	448982	217	0	0	
396057	12121	0	870	6138	0	10085	0	0	0	0	0	0	43012	0	2759	7128		20721	3041	7379	15891	5029	0	0	3998	11893	4830	0	764	4266	2098	0	9215	40253	0	0	0	
396244	1499	17	17	19561	0	26028	0	0	0	0	0	0	183550	0	739	10205		19888	151958	5648	17895	8833	0	0	11915	5980	1661	332	6442	2391	1372	0	25966	182811	28	0	2046	
396253	6639	0	1446	30191	0	88078	0	0	0	0	0	0	70755	6332	2143	27827		25284	11005	2074	22926	26505	0	0	6285	16641	1784	574	11663	14842	1096	226	86632	62280	0	0	404	
396356	3089	0	176	2472	0	4857	0	0	0	0	0	0	24230	0	3744	4839		14032	2270	4937	9161	3670	0	0	2302	6859	3839	1032	2221	1449	618	551	4681	20486	0	0	998	
396954	6505	26	43025	26876	0	75101	0	0	0	0	0	0	58738	94	8118	25968		13138	13127	2672	12114	23155	0	0	6250	6299	589	0	8719	14436	2812	0	32050	50526	0	0	0	
397447	22259	33	2566	34952	0	68035	0	0	30211	0	30211	0	187862	0	509	35047		81044	49512	16452	72811	31170	30211	0	47143	25668	7196	1037	10546	20624	3877	0	65436	187353	0	0	4531	
397456	4664	0	23167	14715	0	41897	0	0	0	0	0	0	21767	0	408	7802		7446	1854	2468	6802	7601	0	0	3813	3007	556	70	3836	3765	201	0	18295	21359	435	0	341	
397531	57757	2	48971	17124	0	73763	0	0	9864	0	9864	0	502581	0	87078	40236		22121	382468	2719	16534	38575	4919	0	6119	10415	5587	0	19832	18743	1661	0	24790	415503	0	0	649	
397540	41463	44	5044	117279	0	151676	0	0	7240	0	18045	0	648735	0	39283	173503		181840	251929	71716	160280	148568	6885	10805	70616	89727	21329	168	64678	83890	24798	137	141678	607310	4910	2142	8117	
397559	2175	43	455	4962	0	6050	0	0	1045	0	1045	0	48433	0	4520	12503		24904	8851	0	13412	9082	765	0	1605	11807	10791	701	2535	6910	2559	499	5552	31338	0	12575	0	
397755	4308	0	3218	7179	0	18593	0	0	0	0	0	0	90191	0	6591	21677		44084	20122	6379	36238	19399	0	0	9492	26800	6354	1438	5440	13959	1233	1045	15361	69753	14	13847	2360	
397858	6989	0	4703	13822	0	20333	0	0	0	0	0	0	23733	0	1062	2322		8128	6294	3419	6441	1451	0	0	4322	2956	850	0	1059	630	633	0	15630	22671	0	0	972	
398051	4970	0	3561	8826	0	19745	0	0	0	0	0	0	24822	0	3119	4116		12014	3722	1790	10687	4016	0	0	3981	7166	867	0	979	3037	100	0	16184	21703	0	0	0	
398248	25092	0	9150	40299	0	57048	0	0	0	0	0	0	104992	0	1983	13799		43759	22342	11817	29740	10160	0	0	9474	20266	11330	2689	5651	4509	2179	1460	47898	103009	0	0	1786	
398350	11785	235	1605	65139	0	68304	0	0	374419	200	378569	0	2150549	0	72466	502414		932529	703821	62057	872003	423825	374419	4150	300461	571885	56809	3374	202479	261336	36181	2418	66464	2077784	0	299	17865	
398631	4356	2	681	15697	0	19750	0	0	0	0	0	0	45876	0	0	13310		15516	12694	3694	14020	9932	0	0	2701	11319	1262	234	3124	6808	2720	659	19067	45876	0	0	2210	
398668	0	0	0	1807	0	1807	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1807	0	0	0	0	
398837	10613	69	2241	22663	0	30816	0	0	534	0	534	0	91548	0	8338	27957		43972	9006	5097	42226	26652	534	0	17493	24733	1513	233	13644	13008	1305	0	28506	83082	0	128	718	
399357	1315	0	550	1607	0	3328	0	0	1089	0	1089	0	13673	0	2764	4630		6945	782	274	4581	4093	99	0	1179	3402	1807	557	1757	2336	437	100	2778	10659	0	250	0	
399517	277262	17	4162	47751	0	107421	0	0	0	0	0	0	717715	0	13178	101060		225332	114061	65102	48390	17563	0	0	21679	31939	129809	41905	6646	11437	68917	14060	103242	704537	0	0	14040	
399731	7681	0	3884	24795	0	39638	0	0	0	0	0	0	32049	0	1173	8912		14217	1239	1067	12177	6474	0	0	4321	7856	1698	342	2295	4179	1587	851	35729	30876	25	0	0	
400057	11184	7	2814	23525	0	34385	0	0	0	0	0	0	77975	0	4291	27048		30397	9346	5062	25018	25523	0	0	7785	17273	4312	1027	17531	7992	1420	105	31564	73684	0	0	574	
400141	16861	6	6417	31547	0	53042	0	0	2685	0	2685	0	87296	0	6514	18857		36528	15050	7826	23409	13799	2500	0	7630	18433	6319	4146	4272	9630	3053	1903	46390	80782	229	0	2136	
400253	10937	23	968	35333	0	48006	0	0	502550	548	564184	0	1532990	0	25048	335521		803504	383028	41448	427158	234588	188052	61634	134526	292779	364041	12158	104242	130346	91420	9513	47015	1383243	0	124699	14834	
400365	3745	0	841	19364	0	31161	0	0	891	2530	3421	0	62449	0	357	14033		15351	29320	3129	12317	12341	691	2530	4116	8201	2622	412	2802	9539	1165	527	30320	58221	0	3871	1303	
400552	2645	0	274	1587	0	3853	0	0	0	0	0	0	12458	0	1298	2332		3890	3591	1911	3084	2132	0	0	962	2122	757	50	1100	1032	200	0	3579	11160	0	0	511	
400758	10199	0	656	11574	0	17932	0	0	0	0	0	0	70148	0	1900	7785		32081	20083	7418	19365	3345	0	0	4351	15014	11630	1086	706	2639	3795	645	17276	68248	0	0	657	
400767	9467	0	11284	18728	0	35963	0	0	0	0	0	0	48049	0	5109	6180		5739	26663	1698	5276	5628	0	0	1732	3544	463	0	3244	2384	551	0	24273	39586	406	3354	0	
400945	3206	1	2759	7146	0	21230	0	0	0	0	0	0	122918	0	9713	51073		41125	27514	18784	27536	36016	0	0	6288	21248	10045	3544	6595	29421	10624	4433	18470	113205	0	0	8383	
401148	191792	17	10304	23715	0	47154	0	0	7265	2600	9865	0	397448	0	72173	50711		99194	55751	16734	59414	31764	6968	1000	20572	38842	31467	8313	13147	18617	13845	5102	36784	322003	49	3272	2768	
401447	2583	0	3535	5360	0	10970	0	0	0	0	0	0	17367	0	167	5069		6706	3009	921	6218	4969	0	0	822	5396	245	243	975	3994	100	0	7435	17200	0	0	0	
401559	2127	19	2660	12114	0	20131	0	0	15366	0	15776	0	30160	0	3895	2117		21935	3980	911	14098	1885	9373	410	7562	6791	6949	633	1108	777	232	0	17452	25180	0	1085	0	
401755	5767	3	1559	14995	0	27012	0	0	1188	7656	8844	0	87725	0	16536	48445		31657	1856	1960	29634	47935	990	7656	12424	17210	2023	0	24696	23239	510	0	25450	57199	0	13990	219	
401906	50529	0	0	29636	0	50323	0	0	0	0	0	0	225205	0	0	34614		111659	28404	42744	63250	19098	0	0	28591	34765	27919	20384	9730	9368	7688	7828	50323	225205	0	0	12812	
401951	842	0	457	1442	0	2912	0	0	0	0	0	0	4722	0	1428	1588		1848	444	228	1372	1588	0	0	309	1075	463	0	865	724	0	0	2455	3294	0	0	0	
402172	1526	0	0	1853	0	1911	0	0	676444	3800	800344	0	864581	0	26334	152530		701986	8539	804	496383	124506	480219	98840	130011	366372	205603	0	42296	82210	28024	0	1911	823957	0	14290	515	
402462	3198	3	2650	15795	0	21275	0	0	0	0	0	0	15223	0	1178	3655		7379	991	807	7027	3655	0	0	3051	4246	82	0	1110	2545	0	0	17919	14045	703	0	0	
402837	34215	0	16375	17413	0	48446	0	0	0	0	0	0	86943	0	2050	19320		24937	8471	7090	21751	17525	0	0	6719	15032	2653	533	4304	13221	1549	246	32071	84893	0	0	2447	
402846	2974	0	1475	6081	0	12400	0	0	838	747	1585	0	44510	0	8368	11214		22211	8111	3317	15223	10979	838	0	4143	11080	6508	480	4672	6307	135	100	10925	36142	0	0	224	
403067	1958	11	0	20329	0	33896	0	0	992	200	4783	0	86336	0	5209	40583		16741	27054	1150	14989	39746	303	3791	6382	8878	1375	105	24725	15136	723	0	33885	70209	0	10918	205	
403106	0	9	6342	37161	0	59978	0	0	540	0	540	0	341644	0	40474	40056		69577	232011	17744	60673	36810	540	0	18035	42643	4781	4118	17339	19471	1352	1894	53125	301170	502	0	3294	
403151	32230	37	19320	131604	0	212721	0	0	396	200	596	0	472616	0	65827	97040		199464	143880	30571	122194	67144	396	200	31071	91210	74697	2486	14319	52825	29242	654	143411	406492	49953	297	3799	
403254	8048	2	2438	14228	0	24105	0	0	0	0	0	0	18560	0	2450	2155		4091	4265	45	3507	2155	0	0	1174	2342	555	20	422	1733	0	0	21665	16110	0	0	0	
403348	12633	0	1962	5849	0	9999	0	0	0	0	0	0	42546	0	5193	4997		21872	3044	4985	18535	3866	0	0	5456	13079	3133	204	770	3096	1031	100	8037	37353	0	0	0	
403357	1580	0	626	4174	0	7212	0	0	0	0	0	0	22048	0	2198	2533		9145	8790	1419	6790	2533	0	0	2270	4520	1745	610	256	2277	0	0	6586	19850	0	0	113	
403656	3021	0	4255	5368	0	10647	0	0	0	0	0	0	14742	0	3961	4872		1789	5060	246	1249	4872	0	0	663	586	540	0	3686	1186	0	0	6392	10781	0	0	246	
403937	965	0	86	2265	0	2265	0	0	0	0	0	0	35475	0	3767	12569		12454	9486	2769	8045	11225	0	0	2439	6299	3584	133	4609	6616	1344	0	2179	31708	0	0	955	
403946	41884	0	861	76713	0	154020	0	0	173558	0	188653	0	454194	0	20159	82015		243651	86644	18782	148488	66772	112510	15095	43879	104609	91258	3905	21465	45307	12925	2318	153159	434035	0	0	5579	
404653	1012	0	44	4199	0	7439	0	0	0	0	0	0	12666	0	1221	4124		6928	602	870	5575	3508	0	0	1675	3900	1272	81	779	2729	516	100	7395	11445	0	0	274	
404774	6936	0	0	804	0	1415	0	0	0	0	0	0	19443	0	0	1289		11218	0	0	7177	1063	0	0	1798	5475	2933	1012	100	963	226	0	1415	19443	0	0	0	
404943	2082	0	75	7681	0	14732	0	0	3441	0	4034	0	34189	0	1814	7305		15676	9126	2951	11923	5942	2442	593	3067	8856	3753	0	1744	4198	654	709	14657	31828	0	547	2668	
405641	15393	0	8874	38365	0	60140	0	0	3559	0	9040	0	101347	0	19211	29853		40034	16067	6508	39044	29441	3559	5481	15426	23618	820	170	13277	16164	412	0	51246	81159	20	977	1269	
405959	30715	25	2574	244171	0	361722	0	0	142401	1596	287727	0	854305	0	37701	280590		239803	303197	33878	208491	261114	122339	145326	85587	122915	31301	0	165013	96101	17276	2200	356401	803313	2722	13291	496	
406022	14734	14	282	37423	0	45387	0	0	0	0	0	0	119541	0	3641	29655		47141	28011	10424	28694	12761	0	0	6730	21964	15009	3438	2686	10075	15185	1709	45091	115800	0	100	1927	
406059	8889	9	61	34691	0	40135	0	0	0	0	0	0	83674	0	120	18230		13677	42878	3726	12799	18111	0	0	5080	7900	634	63	8941	9170	119	0	40065	83554	0	0	1066	
406666	4660	0	0	28531	0	58214	0	0	0	0	0	0	48319	0	0	13767		19208	10684	5723	17321	13081	0	0	6119	11202	1733	154	5299	7783	685	0	58214	48319	0	0	0	
406974	8562	60	141	15188	0	16877	0	0	0	0	0	0	103035	0	0	2224		4068	88181	1435	3468	1721	0	0	1512	2143	395	18	952	1010	161	101	16676	103035	0	0	385	
407168	3934	2	1168	18438	0	31930	0	0	0	0	0	0	54290	0	8356	27393		12322	10641	2982	11255	26302	0	0	4924	6331	1067	0	9542	16760	1091	0	30760	45934	0	0	889	
407506	260458	32	2224	30433	0	41242	0	0	7150	0	11784	0	563933	0	3427	56531		167784	79160	53802	122973	41937	5711	4634	49563	74148	31351	12723	16574	25363	9413	5180	38986	559542	0	964	7722	
407645	115923	28	1286	10640	0	16959	0	0	10337	0	13238	0	256859	0	33176	53781		87155	0	26670	48545	39917	7542	2901	17308	31440	27024	11383	21972	17946	10903	2960	15645	222747	0	936	5707	
407850	589	0	683	1806	0	4398	0	0	0	0	0	0	6965	0	1464	3579		2797	0	0	1870	2963	0	0	498	1372	761	166	919	2044	513	103	3715	5501	0	0	0	
408147	5673	4	631	5277	0	9258	0	0	297	600	897	0	31862	0	4219	11275		13520	1394	1390	10258	8963	297	400	2907	7351	2883	379	3493	5470	2312	0	8623	25020	0	2623	126	
408307	39970	0	2222	24314	0	66957	0	0	0	0	0	0	183109	0	2367	53203		74306	15630	22324	67372	50942	0	0	17193	50179	6499	435	14661	36281	2107	154	64735	180742	0	0	4592	
408642	861	0	0	200545	0	200545	0	0	0	0	0	0	4881	0	0	1190		0	2830	0	0	1190	0	0	0	0	0	0	1190	0	0	0	8198	4881	192347	0	0	
409265	1943	48	686	11583	0	11583	0	0	0	0	0	0	18391	0	960	8333		8115	0	412	7404	7564	0	0	2787	4617	710	0	2095	5469	469	300	10849	17431	0	0	0	
409555	16533	15	1917	17783	0	26117	0	0	0	100	351	0	250198	0	13937	31687		25410	176568	5518	22236	22169	0	351	15724	7378	1911	397	10073	12096	8385	1134	24185	236261	0	0	1072	
409649	2220	0	1858	3977	0	9541	0	0	0	0	0	0	20678	0	1201	3082		12098	3277	1045	11245	3082	0	0	5723	5522	766	87	794	2288	0	0	7683	19477	0	0	0	
410159	1272	0	713	2084	0	4513	0	0	0	0	0	0	11499	0	6399	5244		3249	1734	594	2681	3834	0	0	1566	1398	284	0	1682	2152	1411	0	3800	5100	0	0	0	
410560	5634	7	3085	28611	0	59234	0	0	615	0	615	0	88496	0	11679	37981		25391	19490	5616	25373	37880	615	0	12801	12573	17	0	22708	15173	100	0	56139	76626	3	191	854	
410748	15402	12	27425	19337	0	54494	0	0	0	0	0	0	152133	0	12090	52508		74952	9271	17444	47100	36880	0	0	17155	29945	23374	4478	14956	21924	13831	1797	27057	140043	0	0	4094	
410917	63914	20	5058	12756	0	46854	0	0	0	0	0	0	212183	0	1916	45423		85118	17728	17233	66123	37931	0	0	29048	39332	16737	1	14302	23956	7165	0	41776	210267	0	0	5699	
410944	2118	0	1464	5540	0	9651	0	0	0	0	245	0	15188	0	1798	4120		8950	0	3507	8039	3337	0	245	4408	3636	884	21	785	2552	783	0	8187	13390	0	0	1406	
411053	1262	0	297	4078	0	9699	0	0	495	1127	1622	0	15570	0	303	4354		8832	1122	1249	6589	3832	495	1127	1963	4626	2233	10	1620	2212	522	0	9402	15267	0	0	0	
411062	5512	0	8431	18314	0	36312	0	0	0	0	0	0	39306	0	18365	10326		5959	17510	427	5740	10326	0	0	2091	3649	219	0	4838	5488	0	0	27881	20941	0	0	0	
411231	6817	0	0	8174	0	13634	0	0	0	0	0	0	35150	0	0	11970		13144	3219	4345	12695	8074	0	0	4115	8580	429	20	1606	6468	3896	0	13634	35150	0	0	1524	
411240	4509	0	427	6660	0	9858	0	0	0	0	0	0	34829	0	5282	7082		19634	3604	2773	13896	6256	0	0	4388	9518	2536	3192	3456	2801	506	319	9431	29547	0	0	188	
411512	22988	0	9721	9962	0	21305	0	0	0	0	0	0	87228	0	7680	22066		31286	10888	2875	17932	16722	0	0	6316	11616	9605	3749	3604	13118	3453	1891	11584	79298	0	250	1044	
411549	2450	0	1101	3100	0	14521	0	0	2399	0	2399	0	23986	0	773	4675		16861	0	1798	13897	3635	1032	0	3599	10346	2916	0	954	2681	1039	0	13416	20764	4	2449	791	
411576	3896	0	0	1159	0	2571	0	0	0	0	0	0	29753	0	0	4267		17302	4288	3870	12469	3175	0	0	3378	9091	3490	1343	913	2262	1092	0	2571	29753	0	0	707	
411624	18799	0	201	11076	0	18743	0	0	0	0	0	0	92450	0	145	17902		42815	12934	8223	27419	11772	0	0	8204	19215	12031	3365	3537	8235	4797	1333	18542	92305	0	0	1703	
411651	11347	125	4276	8939	0	26968	0	0	7076	0	7076	0	69022	8734	6884	16174		41501	0	3330	35990	15500	5185	0	11448	24591	5462	0	6107	9393	674	0	22567	53313	0	91	460	
412135	42147	35	28581	203621	0	383233	0	0	824966	246	875596	0	2836092	0	82852	522272		1357822	913851	48214	921458	454517	518767	50629	310339	611119	344479	91885	229487	225030	48676	19079	317820	2750533	36797	2707	12708	
412153	5707	0	4112	17380	0	37977	0	0	115	12558	12673	0	79374	0	1907	31605		28235	13827	4981	22098	20625	115	4037	6364	15734	5786	351	6613	14012	5868	5112	33865	64972	0	12495	242	
412452	2829	1018	547	6973	0	9057	0	0	0	0	0	0	17630	1769	1201	6982		6129	1690	465	5918	6453	0	0	2109	3809	211	0	2644	3809	529	0	7492	14660	0	0	0	
412555	3046	6	1061	4926	0	8704	0	0	0	0	0	0	30755	0	7504	13085		11905	2719	1726	10682	12489	0	0	3190	7492	1223	0	4188	8301	596	0	7637	23251	0	0	306	
412667	7354	14	3219	35146	0	47857	0	0	0	0	0	0	37845	0	835	15607		11869	3016	1299	10955	14471	0	0	3982	6973	900	14	4463	10008	1136	0	44624	37010	0	0	0	
412751	107250	0	49323	200197	0	365963	0	0	0	0	0	0	2493616	0	66391	362610		492852	1530904	94026	427031	327762	0	0	115815	311216	45011	20810	77582	250180	22177	12671	307782	2427225	8858	0	22333	
412845	56752	44	11060	10015	0	17970	0	0	0	0	0	0	205640	11	13318	31568		50334	66986	9112	36471	27432	0	0	9030	28748	10593	1963	1488	25944	3394	742	6860	192311	6	0	1009	
413141	2206	0	0	9562	0	10169	0	0	68429	700	69428	0	223956	0	100	40293		132079	49377	10210	40886	21463	7622	300	10998	29888	48011	43182	6539	14924	10605	8225	10169	220927	0	2929	5526	
413208	37462709	1380	29787	8839956	1891503	9234670	94035	446993	3127304	0	3142052	0	74945095	38742	3620820	13418176		6311972	17752238	1055221	5814194	12863866	625909	14748	2883652	2930542	417319	80459	9966253	2897613	266154	288156	7016258	70363403	201707	475137	131610	
413347	3544	0	2300	4368	0	9161	0	0	0	0	0	0	15286	0	894	3106		8636	0	1390	6988	2700	0	0	2354	4634	1473	175	839	1861	406	0	6861	14392	0	0	600	
413543	7029	0	1362	13884	0	21177	0	0	0	0	0	0	56301	0	623	4512		25492	19267	7933	16008	3536	0	0	11484	8442	5065	501	2405	1669	438	0	19815	55678	0	0	408	
413646	13108	25	13077	26168	0	59966	0	0	0	0	0	0	133069	0	12657	36525		65301	18134	7355	56344	29952	0	0	14549	41795	6276	2681	9756	20196	4056	2517	46864	120412	0	0	1243	
413730	1416	0	1414	1929	0	8164	0	0	0	0	0	0	12800	0	1164	2459		8015	910	572	6032	1921	0	0	2325	3707	1763	220	916	1006	437	100	6750	11636	0	0	105	
413758	2835	0	649	6350	0	11876	0	0	2966	1465	4431	0	34856	0	1677	9998		20533	1490	1393	14502	8578	2669	1365	3672	10830	5925	108	1438	7140	1418	0	11227	33179	0	0	0	
413851	4799	0	688	4324	0	9274	0	0	0	0	0	0	17003	0	1745	2068		10136	0	643	7807	1805	0	0	2393	5414	2301	28	968	837	263	0	8586	15258	0	0	0	
414102	35881	14	2177	25442	0	37351	0	0	0	0	0	0	134691	0	15177	15856		47686	35268	16026	40426	14343	0	0	19155	21271	6193	1067	8076	6267	1234	279	35160	119514	0	0	2695	
414652	3343	0	230	13912	0	17178	0	0	0	0	0	0	41477	0	5527	6226		13406	18502	4636	9390	5215	0	0	6819	6196	391	0	3202	3024	0	0	16948	35950	0	0	1011	
414764	5945	0	1250	25136	0	34360	0	0	0	0	0	0	135764	0	14137	35483		23735	70601	5996	18129	30124	0	0	6976	11524	3315	1920	16733	13545	3315	1890	33110	121627	0	0	2590	
414858	4302	10	2025	22031	0	36066	0	0	2312	0	2312	0	31564	0	2438	7769		16320	3174	1174	13636	6576	2312	0	3422	10214	2036	648	2193	4383	1093	100	34031	29126	0	0	356	
415855	809	2	787	1787	0	4204	0	0	194	1244	1438	0	5166	0	1757	2709		1347	300	191	1082	1465	194	0	254	919	174	0	773	692	1244	0	3365	3409	50	0	0	
416245	160816	145	7820	225535	0	334309	0	0	212349	0	212842	0	2813251	0	215716	501598		998307	1152530	149087	761341	424399	164129	493	255454	505887	196372	40594	152381	272511	51177	25529	314371	2597436	11973	99	48308	
416272	2073	0	0	1472	0	3990	0	0	0	0	0	0	59296	0	0	19578		35783	1862	11659	22334	12361	0	0	5690	16644	11621	1829	2414	9947	4748	2469	3990	59296	0	0	4299	
416339	4343	0	1799	8800	0	13794	0	0	6720	247	11313	0	53765	0	7383	10995		26752	11675	3962	22712	10076	6591	4593	7652	15060	4038	2	7647	2429	919	0	11995	45412	0	970	1162	
416348	12584	0	12553	23009	0	80437	0	0	9093	0	9093	0	106264	41	4020	30367		52218	11096	9564	46402	26332	9093	0	10691	35711	5249	567	5016	21316	3173	862	66646	94750	1238	7453	2870	
416357	1836	0	1385	5037	0	8431	0	0	0	0	0	0	12169	0	289	4415		5681	237	126	5481	4415	0	0	1118	4363	200	0	202	4213	0	0	6975	11880	71	0	0	
416656	6130	0	4540	5302	0	38105	0	0	690	0	690	0	107883	0	5155	37919		62527	1308	5598	26521	24847	90	0	9364	43936	5806	3421	9559	15288	6880	6192	33565	102728	0	0	0	
416674	6764	0	0	17904	0	39071	0	0	7320	5038	12358	0	201879	0	9636	65400		105886	23829	22625	82352	53899	4948	4338	48130	34318	23175	263	30142	24218	10440	600	39071	186188	0	6055	8549	
417149	8806	19	5391	33145	0	52490	0	0	0	93079	93079	0	253824	0	2668	125968		80486	38564	15899	72599	68237	0	36733	22981	49700	7805	0	16549	51688	33234	24497	47080	251156	0	0	4899	
417251	2779	0	687	5461	0	11945	0	0	0	0	0	0	24528	0	4367	4976		12623	4150	1794	8495	4140	0	0	2099	6506	3570	448	2685	1455	577	259	11258	20161	0	0	0	
417626	19782	15	15324	45061	0	133665	0	0	0	0	0	0	297280	0	18569	155538		115748	6212	53360	85613	136940	0	0	60058	38615	17075	0	66042	78890	10506	100	118326	278711	0	0	16637	
417710	3026	0	281	4784	0	4784	0	0	0	0	0	0	16425	0	2783	5260		8138	0	1781	7723	5155	0	0	1877	5846	228	187	858	4297	105	0	4503	13642	0	0	587	
417859	29699	9	9383	65599	0	92921	0	0	0	0	0	0	110876	0	10961	40760		37750	2666	12278	25423	29995	0	0	9077	16346	9992	2335	7840	22155	7709	3056	83165	99915	364	0	4392	
418100	16794	5	0	17302	0	42632	0	0	0	0	0	0	182733	0	1758	42606		51491	71842	11648	45118	37405	0	0	15777	29341	5152	1221	7938	29467	3407	1794	42627	180975	0	0	1505	
418249	18628	438	2470	56311	0	62928	0	0	2190	100	2290	0	358007	0	9223	31876		85550	221954	19561	43094	19583	96	0	10023	33467	38254	3806	4083	15500	10644	1649	48496	348784	11524	0	3535	
418342	9958	4	5792	25041	0	40856	0	0	24539	0	27480	0	161320	0	6165	36154		105470	9737	13751	61847	24182	6733	2940	20652	41423	23425	19970	7321	16861	8973	3000	35056	104836	4	50319	7991	
418436	1384	1	1242	2669	0	6396	0	0	0	0	0	0	6644	0	1176	1664		3596	0	0	2815	1664	0	0	876	1939	780	0	969	695	0	0	5153	5468	0	0	0	
418856	3408	33	6331	6020	0	15075	0	0	0	0	0	0	19375	0	1019	3480		9210	3277	2071	7078	2812	0	0	2362	4716	2132	0	1637	1176	667	0	8711	18356	0	0	154	
419255	10441	0	5255	21547	0	39208	0	0	0	0	0	0	57589	0	2746	17221		22398	7529	4323	19038	15981	0	0	4818	14220	3358	0	6971	9010	1241	0	33953	54843	0	0	1277	
419406	793421	44	8353	85046	0	111907	0	0	102286	1200	106655	0	1436262	0	12862	117056		348247	177538	134959	106957	7289	102286	1200	109528	159006	51544	28169	29843	49511	21817	15885	103510	1415678	0	7722	28061	
419460	8319	4	3026	25507	0	44836	0	0	0	0	0	0	72156	0	5235	17874		29144	16819	11931	21835	12194	0	0	9267	13731	4466	1680	5743	7692	3314	1125	41806	66821	0	100	5305	
419675	30455	6	10828	34905	0	81946	0	0	8809	90811	99620	0	368574	0	36758	72700		219519	45900	31685	120397	52294	6037	53666	40457	82983	80525	15554	29041	24273	17479	1907	71112	261630	0	70186	11548	
419947	4295	0	1321	2970	0	8134	0	0	0	0	0	0	21742	0	3357	4116		11544	1787	1673	5569	3142	0	0	1429	4140	4510	1465	331	2811	681	293	6813	18385	0	0	0	
420457	144771	0	2052	17214	0	23253	0	0	0	0	0	0	442842	0	1038	68154		202418	27499	33817	169310	55927	0	0	43501	125809	33073	35	10566	45361	12127	100	21155	441804	46	0	7132	
420644	9229	0	18228	17969	0	44212	0	0	7019	0	18079	0	136067	0	2510	38177		65927	22734	13613	43293	30845	5011	11059	22110	28262	14952	603	9490	22446	5705	535	25984	133277	0	280	3336	
420653	1869	0	1418	5977	0	11278	0	0	0	697	697	0	45462	512	5320	14677		21217	7699	3255	17149	13607	0	697	6718	10431	3791	277	6689	6918	949	121	9860	29473	0	10157	999	
420934	3512	56	365	6380	0	11070	0	0	13527	0	13527	0	40397	147	3605	7182		24699	5004	1479	24344	6832	13527	0	12150	12194	202	153	4768	2064	350	0	10649	36645	0	0	302	
421155	1815	0	402	1927	0	3460	0	0	0	0	0	0	4839	0	239	414		2424	186	286	1960	310	0	0	562	1398	402	62	100	210	104	0	3058	4600	0	0	0	
421445	13730	1	5113	17148	0	35404	0	0	0	0	0	0	71718	0	4444	18495		34754	4739	6739	24931	15061	0	0	8533	17800	7609	812	3387	11674	3085	349	30290	67274	0	0	1659	
421539	11242	18	522	16515	0	42681	0	0	0	1103	1103	0	57634	0	829	11190		33047	2154	5896	27747	8660	0	1103	7731	20016	5300	0	2591	6069	2530	0	42134	56805	7	0	896	
422059	1022	0	786	2310	0	5162	0	0	0	0	0	0	25542	0	7170	8335		10132	6053	3538	7282	6860	0	0	5499	3234	732	667	6402	1365	318	250	4376	18372	0	0	832	
422116	8099	3	499	11081	0	16412	0	0	0	0	0	0	41275	0	559	16382		15769	1026	2766	13293	11919	0	0	4625	8668	2157	319	6114	5805	2463	2000	15910	40716	0	0	864	
422358	3950	5	786	3846	0	9800	0	0	0	0	0	0	24572	0	4433	4807		12510	3305	2161	9592	4102	0	0	3169	6423	2749	169	938	3164	605	100	9009	20139	0	0	0	
422433	42873	0	162548	118393	0	320980	0	0	11173	0	14438	0	591227	0	163879	305014		198885	44455	21627	113182	239652	5623	3265	29732	83450	56051	29652	137383	105534	38761	23336	158432	426894	0	454	6034	
422657	5239	12	7359	15486	0	39604	0	0	0	0	0	0	49951	0	1389	32098		10383	2231	2356	9870	31151	0	0	2684	7186	513	0	13503	17648	592	355	32233	48562	0	0	0	
423065	19439	2	2	32831	0	55534	0	0	0	0	0	0	75892	0	94	8179		12027	36248	1406	11236	8179	0	0	6880	4356	593	198	4098	4081	0	0	55530	75798	0	0	221	
