"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	AMT NONINT ACTS GE 250K	NBR NONINT ACT GE 250K	PB/PSA FDIC CERTIFICATE NUMBER	
389059								0	1632		0	0	21289		11654	55	34575	0						
389358								0	3220		1509	4	21212		53811	197	79751	0			6107	8		
389826								0	438		0	0	21647		6700	27	28785	0						
390167								17534	0		0	0	0		0	0	0	0					KeyBank National Association	
390336								0	19502		4591	5	157139		106837	336	288069	0			3929	13		
390457								0	1665		0	0	24850		12108	65	38623	0			635	2		
390840								0	5516		0	0	89494		44527	184	139537	0			3102	6		
391418								0	7493		908	3	106635		38572	201	153608	0						
391557								0	2149		0	0	15087		9191	48	26427	0						
391838							437842	0	25584		2186	5	655716		789033	2086	1472519	0	1497368	0	51248	84		
391959								0	734		0	0	14827		9071	33	24692	60			1996	2		
391977								0	11586		739	2	175126		186450	566	373901	0			10756	29		
392031								0	4342		0	0	33961		35384	134	73686	0			3284	5		
392152								0	872		0	0	13561		4515	19	18948	0						
392255								0	4093		305	1	34990		17280	53	56668	0			0	0		
392778								0	19289		551	2	141785		42730	270	204355	0			0	0		
393252								0	3364		1019	2	31905		45254	180	81542	0			11591	7		
393355								0	3367		0	0	47485		35031	117	85883	0			1031	3		
393757								0	2734		263	1	30533		27301	90	60830	0			2346	6		
393850								0	6776		631	1	47462		28656	137	83525	0			1396	3		
393953								0	9125		391	1	136574		134665	644	280755	0			12039	23		
394156								0	913		316	1	28609		19044	83	48883	0			253	1		
394259								0	12046		993	3	98939		60180	242	172158	0			2327	4		
394352								0	1202		0	0	22505		7423	39	31130	0			914	3		
395238	3742037	271891	3849031	294633	271891	294633	1462673	0	30388		707	2	1794920		1644132	2279					428509	220		
395256								0	852		0	0	18861		14693	65	34406	0						
395779								0	1585		0	0	18019		18163	99	37767	0			0	0		
395836								0	22618		322	1	343329		146745	698	513014	0			31490	56		
396057								0	7150		266	1	32590		13258	80	53264	0			1292	2		
396244								0	4811		862	1	122150		81969	454	209792	0						
396253								0	2079		0	0	65553		91304	287	158937	0	158104	0	5683	9		
396356								0	4059		878	3	19074		5194	21	29205	0			0	0		
396954								0	2691		0	0	39348		91849	231	133888	0			5671	12		
397447								0	15847		605	2	151878		88219	442	256549	0			17563	32		
397456								0	2468		0	0	23146		38081	96	63697	0						
397531								0	2429		290	1	72980		500843	614	576542	0			147198	150		
397540							0	0	67844		4445	14	430029		299292	1192	801610	0	784095		60073	79		
397559								0	0		0	0	33870		20742	110	54612	0	50383	0	262	1		
397755								0	5598		800	3	73225		29382	169	109005	0						
397858								0	3419		0	0	26717		13950	45	44086	0			573	2		
398051								0	1797		0	0	28524		14302	69	44623	0			641	2		
398248								0	11563		255	1	111945		38489	189	162252	0						
398350							620704	0	60905		1241	4	1183682		967672	3668	2224696	11196	2174971	8537	132937	169		
398631								0	2833		861	3	33215		28998	126	65907	0			2964	6		
398668							413	0	0		0	0	894		913	2	1807	0	780	0	913	2		
398837								0	5266		0	0	81529		36428	176	123223	0						
399357								0	274		0	0	10447		6357	33	17078	0			0	0		
399517								0	62011		3091	10	430371		330881	1077	826355	0			21116	44		
399731								0	1607		0	0	41360		28834	148	71801	0			5903	11		
400057								0	5082		0	0	68015		39460	106	112557	0			4831	7		
400141								0	7330		550	2	84091		48712	230	140685	0			10619	14		
400253							324703	0	40148		1300	4	979813		569769	2505	1591030	0	1612152	0	37585	57		
400365								0	2724		431	1	43273		47399	211	93828	0			9914	12		
400552								0	1911		0	0	8706		5723	23	16340	0			0	0		
400758								0	7478		0	0	59739		21351	124	88568	0			667	2		
400767								0	1698		0	0	41686		40679	138	84063	0			2889	5		
400945								0	17921		873	3	67303		58232	209	144329	0						
401148								0	16553		251	1	238285		190201	588	445290	0			31966	37		
401447								0	921		0	0	17359		10088	49	28368	0			277	1		
401559								0	912		0	0	36646		12856	40	50414	0			5178	6		
401755								0	1960		0	0	56397		56577	247	114934	0						
401906								0	40796		1948	7	180917		51867	287	275685	157			0	0		
401951								0	229		0	0	5176		2241	11	7646	0			0	0		
402172							105041	0	804	12	0	0	720713	649914	154340	493	875857	0	969198	0	0	0		
402462								0	808		0	0	26142		9586	45	36536	0			3110	8		
402837								0	6383		719	2	69009		64900	224	141011	0			313	1		
402846								0	3317		0	0	35765		17822	79	57362	458			0	0		
403067								0	1157		0	0	37833		81505	272	120495	0			7420	15		
403106								0	17234		571	2	205114		179745	771	403727	1063			13364	18		
403151								0	29466		1195	4	325041		330734	918	686436	0	680301	0	89141	81		
403254								0	45		0	0	27667		14983	67	42695	0			3079	5		
403348								0	4987		0	0	36729		11085	37	52801	0			0	0		
403357								0	1419		0	0	19238		8657	39	29314	0			631	2		
403656								0	444		0	0	9691		15303	50	25438	0			912	2		
403937								0	2778		0	0	17522		17604	69	37904	0			0	0		
403946								0	18157		625	2	401226		193798	778	613806	0			34476	31		
404653								0	870		0	0	13651		5620	34	20141	0						
404774								0	0		0	0	18953		1905	15	20859	0						
404943								0	2617		334	1	26250		19786	110	48987	0			1294	1		
405641								0	6016		537	2	85803		69543	240	161899	0	162643	0	13681	22		
405959							410075	0	33113		790	3	495867		771472	2784	1301413	171	1272262	556	109733	153		
406022								0	10458		0	0	98121		56553	285	165132	0			6412	13		
406059								0	3726		0	0	47521		72691	205	123943	5			7226	13		
406666								0	4070		1652	4	50346		50760	194	106828	0			8239	16		
406974								0	1438		0	0	48612		69876	263	119926	0	116057	0	14324	32		
407168								0	3001		0	0	35922		47507	210	86430	0			10682	19		
407506								0	50722		3080	10	364867		186612	906	605281	0			15972	33		
407645								0	27033		0	0	163415		84870	331	275318	0			7633	7		
407850								0	0		0	0	7334		4077	26	11411	0			0	0		
408147								0	1390		0	0	27439		12353	68	41182	0			336	1		
408307								0	20933		1391	3	151521		76221	380	250066	0			3521	13		
408642								0	0		0	0	7086		197608	408	218570	13876			154262	151		
409265								0	413		0	0	20561		9058	57	30032	0						
409555								0	5522		0	0	140779		130157	581	276458	0	272324	0	12954	18		
409649								0	1052		0	0	21748		7532	33	30332	0						
410159								0	595		0	0	7308		8157	24	16060	0						
410560								0	5632		0	0	76137		66344	280	148113	0			8094	20		
410748								0	15532		1985	3	104618		86650	255	208785	0			2363	7		
410917								0	15193		2236	3	158890		83924	409	260243	0						
410944								0	2954		569	2	14243		7119	15	24885	0			1315	2		
411053								0	1250		0	0	17803		6216	41	25333	62			0	0		
411062								0	426		0	0	48653		26643	177	75724	0			10449	15		
411231								0	4014		331	1	32462		12089	54	48896	0			0	0		
411240								0	2773		0	0	30608		11482	44	44863	0			2604	4		
411512								0	2241		635	2	48537		57426	256	108839	0			2016	4		
411549								0	1797		0	0	29991		6852	52	38640	0			0	0		
411576								0	3904		0	0	22573		6031	35	32508	0			0	0		
411624								0	8223		0	0	70380		32871	229	111474	0	109250	0	289	1		
411651								0	3346		0	0	65897		27129	156	96372	0			1143	3		
412135							1227183	0	46843		1370	5	1635326		1551913	3850	3235452	0	3244287	0	439928	401		
412153								0	4706		283	1	56814		55791	218	117594	0			10904	18		
412452								0	466		0	0	14650		11612	67	26728	0			648	2		
412555								0	1740		0	0	22220		15597	68	39557	0			367	1		
412667								0	1299		0	0	35860		48577	217	85736	0			23467	40		
412751							478217	0	92019		2007	7	1557881		1210202	4548	2862109	0	2859579	0	238949	285		
412845								0	9143		0	0	130371		84300	339	223814	0			6568	15		
413141								0	8125		2147	5	167041		59747	344	237060	0						
413208	127741062	37803802	127686703	35914682	37803784	35914275	41988990	0	1016230		38991	102	31603185		57278854	115590					14166559	8174		
413347								0	1408		0	0	16586		6500	42	24494	0						
413543								0	7933		0	0	53909		15781	98	77623	0			491	1		
413646								0	7355		0	0	121502		64592	364	193449	0			2743	6		
413730								0	578		0	0	13842		6597	33	21017	0			3022	5		
413758								0	1393		0	0	30986		14463	89	46842	0			0	0		
413851								0	644		0	0	21259		4410	25	26313	0			670	2		
414102								0	16041		0	0	110396		45786	190	172223	0			1180	3		
414652								0	4668		0	0	31593		22461	106	58722	0			2841	6		
414764								0	5147		877	3	85726		78615	355	170365	0			1001	2		
414858								0	1174		0	0	48061		18465	90	67700	0						
415855								0	191		0	0	3843		5315	17	9400	50			1660	5		
416245							1021949	0	140302		9633	24	2023533		985854	4147	3159322	0	3143000	0	197901	196		
416272								0	11117		542	2	36279		15351	113	63289	0						
416339								0	3561		402	1	44651		19039	81	67653	0			314	1		
416348								0	9280		321	1	104712		72761	288	187074	0			3963	8		
416357								0	126		0	0	12447		8082	41	20655	0			1044	3		
416656								0	5598		0	0	81062		59645	324	146305	0			0	0		
416674								0	20997		1691	5	141594		77006	421	241288	0			2818	6		
417149								0	15273		626	2	134808		156498	349	307206	0			7895	17		
417251								0	1808		0	0	23304		11432	56	36544	0			1276	3		
417626								0	50669		2850	7	210810		168237	624	432566	0			5388	9		
417710								0	1801		0	0	15138		4386	21	21325	0			0	0		
417859								0	10096		2223	3	111408		80380	356	204107	0			19939	26		
418100								0	11653		0	0	114795		99018	461	225466	0			3643	10		
418249								0	19285		450	1	212922		189153	680	421810	0			37906	59		
418342								0	13253		576	2	137106		51949	224	202883	0			13281	16		
418436								0	0		0	0	9890		3186	19	13075	0			392	1		
418856								0	2081		0	0	18461		13953	46	34495	0			296	1		
419255								0	4323		0	0	51528		41046	167	96897	0			3226	7		
419406							359363	0	130057		4922	15	827514		587282	2289	1550813	1038	1538160	1750	88561	120		
419460								0	9826		2126	6	71794		33343	152	117089	0	114991	0	8391	19		
419675								0	30204		1481	4	265037		154271	534	450993	0	437123	0				
419947								0	1673		0	0	19673		8589	48	29935	0			0	0		
420457								0	33033		784	3	323765		109597	608	467179	0			10619	24		
420644								0	13274		384	1	107432		59567	235	180658	0			1978	5		
420653								0	3251		0	0	33314		20340	93	56905	0			1040	1		
420934								0	1479		0	0	36887		13158	72	51524	0			0	0		
421155								0	286		0	0	6446		1581	8	8313	0			0	0		
421445								0	6748		0	0	67789		32730	197	107267	0			0	0		
421539								0	5910		0	0	71263		23512	124	100685	0			2337	5		
422059								0	3574		0	0	15419		11831	54	30824	0			0	0		
422116								0	2399		399	1	34696		20535	64	58029	0			1090	2		
422358								0	2227		0	0	24164		8098	48	34489	0			442	1		
422433								0	28076		0	0	334866		553475	1378	916417	0			22043	42		
422657								0	2356		0	0	29664		57899	136	89919	0			16695	17		
423065								0	1407		0	0	75453		54619	116	131479	0						
423074								0	7046		0	0	81956		78224	468	167226	0			3826	9		
423159								0	3343		1612	4	56782		68223	315	129959	0			21900	17		
423449								0	18252		982	3	175967		125036	404	320237	0			11131	28		
423458								0	10932		2169	4	190434		293564	1184	497099	0			70134	77		
423636								0	4480		579	2	32119		16687	75	53865	0			2984	4		
423739								0	10440		1339	5	108660		90658	242	211097	0			6411	10		
423841								0	2778		0	0	17987		3498	20	24264	0			0	0		
424156								0	8012		517	2	54057		35755	151	98341	0			565	1		
424240								0	19394		2368	9	88663		57013	238	167438	0						
424343								0	4317		0	0	36266		39503	164	80086	0			0	0		
424352								0	1589		0	0	35982		36323	114	73894	0			3370	7		
424437								0	1531		252	1	12976		1752	12	16511	0			0	0		
424633								0	3079		0	0	24370		15359	63	42808	0			0	0		
425050								0	662		284	1	13852		4940	18	19738	0			2245	5		
425108								0	13692		948	3	105980		62276	369	182897	0			2597	5		
425818								0	11535		440	1	67005		23092	98	102072	0			3144	3		
425845								0	3988		0	0	35412		13325	62	52725	0			320	1		
425911								0	52297		1771	5	353326		129360	618	536754	0			11221	25		
425957								0	2309		271	1	33409		28857	123	64846	0			2198	8		
425975								0	18613		1024	3	139129		152602	535	311368	0			9391	19		
426057								0	914		0	0	17726		15909	75	34549	0			1887	7		
426141								0	1537		0	0	14627		6394	32	22558	0			301	1		
426347								0	1754		0	0	15615		5915	34	23284	0			1048	1		
426534							223234	0	61112		1232	2	751347		381802	1596	1195493	0	1185249	0	29058	36		
426758								0	4485		0	0	36861		25398	106	66744	0			2764	5		
426945								0	2174		0	0	28343		18968	88	49485	0						
427241								0	7827		0	0	83927		123008	286	214762	0			507	1		
427353								0	8459		0	0	67441		80404	312	156304	0			5665	16		
427456								0	2255		0	0	14879		4802	19	21936	0			825	2		
427858								0	1841		330	1	46066		39822	205	88059	0			1837	3		
427960								0	1332		0	0	28677		15094	80	45103	0			2257	6		
428060								0	16229		2038	7	194622		254973	792	467862	0			37525	41		
428462								0	3417		258	1	119879		53315	315	176869	0			5520	11		
428547								0	5545		0	0	74481		85669	436	165695	0			8960	5		
428631								0	12205		545	2	103730		48256	215	164736	0			0	0		
428659								0	2751		286	1	21283		8034	29	32354	0						
428855								0	7495		0	0	59488		46165	116	113148	0			0	0		
428958								0	4174		0	0	43423		41301	145	88898	0			4537	8		
429021								0	24624		758	2	197828		145478	551	368688	0	347848	0	24614	22		
429759								0	5862		0	0	65034		59382	180	131164	887			7888	7		
430036								0	16206		1169	4	108140		76866	317	202381	0			9143	19		
430054								0	1398		0	0	26843		26760	133	55001	0			1386	4		
430344								0	9940		938	3	53614		28779	153	93271	0			0	0		
430670								0	5374		255	1	301039		141031	442	447699	0			24390	39		
430858								0	2051		285	1	17341		7099	31	26776	0			597	2		
431172								0	21237		1176	4	247391		225059	1284	494863	0			0	0		
431323								0	6760		0	0	53520		27036	83	87316	0						
431350								0	3064		0	0	27279		12230	59	42573	0			846	2		
431743								0	8084		0	0	112862		62077	306	183023	0			2964	6		
431846								0	1474		0	0	11589		13583	70	26646	0						
431958								0	718		0	0	12814		3995	19	17527	0			584	1		
432012								0	65		0	0	13830		5905	35	19800	0						
432058								0	1036		0	0	16109		17185	71	34330	0	34330	0				
432432								0	2882		0	0	47461		58586	120	108929	0			3180	7		
433158								0	2399		0	0	23678		10815	60	36892	0			820	3		
433354								0	5902		678	2	101218		91100	199	198898	0			2781	7		
433439								0	3647		0	0	31835		10206	55	45688	0			979	3		
433505								0	17462		620	2	211250		136966	460	366298	0			5591	11		
433550								0	13099		1326	3	83558		54087	163	152070	0			2628	5		
433608							384537	0	28133		1558	2	426378		567744	1188	1023813	0	1023813	0	34055	58		
433859								0	3219		0	0	33414		15916	116	52549	0			1135	2		
433943								0	13936		654	2	109744		45103	193	169436	0			1157	3		
434203								0	12453		0	0	194414		156146	626	363013	0			10763	23		
434539								0	9955		675	2	71507		71408	247	153545	0			0	0		
435059								0	3041		0	0	48519		33439	131	84999	0			5381	12		
435152								0	1433		0	0	19869		5616	28	26918	0						
435255								0	958		0	0	12994		9855	47	23807	0	24011	0				
435349								0	18122		565	2	198727		170144	606	387558	0			7281	18		
435358								0	3192		255	1	37199		36854	148	77500	0			972	2		
435666								0	3097		0	0	48854		17095	119	69046	0			0	0		
435750								0	12718		0	0	196008		178082	575	386807	0			36197	52		
436131								0	20416		543	2	160331		104482	398	285863	91			12875	21		
436159							914615	0	90042		6328	19	830299		959520	2551	1887786	1597	1827149	1601	50350	70		
436542								0	9424		0	0	51204		27849	108	88477	0						
436711							1092940	0	6211		1378	4	515882		1398833	3062	1922304	0	1790913	0	447372	588		
436739								0	6705		0	0	79527		49253	254	135485	0			954	3		
436823								0	30189		1065	3	246307		96772	578	374336	3			0	0		
436953								0	16166		559	2	127501		96121	400	240640	292						
437044								0	5516		0	0	30908		6875	47	43299	0			0	0		
437053								0	14707		555	2	103233		46246	232	164741	0			6063	7		
437138								0	7281		264	1	47782		20690	39	76017	0			2277	6		
437455								0	2953		0	0	47736		11094	70	61783	0						
437521							566486	0	120524		2640	10	3284941		1431562	5457	4839667	0	4819537	0	174049	277		
438050								0	2516		0	0	26967		13548	75	43031	0			1919	5		
438238								0	14470		2281	6	222722		209231	635	448704	0	452244	0	15056	24		
438434								0	13888		2074	7	75690		59976	192	151628	0			11943	9		
439132								0	11124		1973	3	69754		32085	155	114936	0			1267	3		
439338								0	20281		0	0	243681		282213	540	546175	0			21476	25		
439356								0	32228		3187	6	203915		95737	520	335067	0			2615	5		
439404							70852	0	27744		581	2	421782		538187	1470	988294	0	927057	0	8142	14		
439459								0	1200		0	0	34009		13336	82	48545	0	47965	0	0	0		
439730								0	4128		0	0	29439		15405	100	48972	0			0	0		
439860								0	2779		0	0	53127		41976	189	97882	0			7011	15		
440110								0	3643		0	0	24133		8437	52	36213	0			0	0		
440259								0	4594		0	0	62662		77595	225	144851	0			21537	20		
440446								0	1992		0	0	27523		13464	76	42979	0			0	0		
440857								0	2059		0	0	19221		4750	47	26030	0			0	0		
440875								0	1621		503	2	34355		107921	560	144400	0			0	0		
441050								0	5161		0	0	74240		43527	163	122929	0			3771	7		
441078								0	5037		401	1	50756		20506	117	76700	0			364	1		
441135								0	2967		0	0	27231		11726	64	41924	0						
441256								0	22584		2367	6	344850		213061	801	582862	0			13157	22		
441359								0	24902		1812	6	114977		90546	448	232237	0			983	3		
441434								0	24293		2722	8	144301		88544	391	259860	0			5208	11		
441630								0	9014		1030	2	50427		25250	88	85721	0			11569	10		
442057								0	225		0	0	4160		2249	14	6634	0			0	0		
442244								0	4687		0	0	48900		36680	127	90267	0			3300	7		
442655								0	670		0	0	26646		36962	106	64278	0			2552	5		
442749								0	1054		0	0	9677		10613	67	21344	0			869	2		
442758								0	2266		972	1	23067		12904	72	39209	0						
442776							255584	0	48427		1121	4	366020		363563	1021	779131	0	748110	0	54818	20		
442806								0	3771		0	0	132189		78373	421	214333	0			5213	10		
443148								0	7178		268	1	57760		20178	124	85383	0			2364	7		
443205							283400	0	70428		2222	8	576665		427454	1589	1076769	0	1050902	0	40952	68		
443353								0	5224		0	0	35735		19106	70	60065	0			2133	2		
443625								0	3020		0	0	23695		13266	47	39981	0			253	1	N/A	
443634								0	2138		279	1	35575		18817	73	56809	0			0	0		
444051								0	1830		0	0	35914		35618	201	73362	0			1712	3		
444350								0	4410		253	1	125154		128423	454	258246	6			34251	37		
444556								0	2732		0	0	48032		42927	207	93691	0						
444677								0	2284		254	1	19747		8881	74	31166	0						
444958								0	7895		0	0	49072		13968	73	70935	0			380	1		
445852								0	2206		285	1	29922		19671	68	52083	0			2718	7		
445955								0	7702		872	2	77962		93460	379	179996	0			5778	15		
446130								0	3657		340	1	32500		44243	84	80740	0			0	0		
446149								0	1659		0	0	15463		5876	38	22998	0			0	0		
446336								0	10131		1512	2	150435		449267	622	611345	0			18207	23		
446877								0	14393		1921	4	103898		88918	321	209130	0			0	0		
447034								0	16794		2444	5	67610		43787	255	130635	0						
447070								0	32388		482	1	154651		59787	330	247308	0			1103	2		
447100								0	21248		3350	6	158893		95800	479	279291	0			1677	4		
447342								0	2988		1590	3	34383		16194	68	55155	0						
447351								0	7559		0	0	49695		39581	196	96835	0			1400	5		
447557								0	1792		269	1	21569		35658	123	59288	0			3109	6		
447874								0	5701		0	0	81835		90847	332	178384	0	174757	0	6102	13		
448040								0	29504		588	2	217957		94274	454	342323	0			26135	32		
448554								0	9657		0	0	95230		84794	488	189681	0	189665	0				
449038								7213	0		0	0	0		0	0	0	0			0	0	CITIBANK N.A.	
449430								0	4485		0	0	93106		56214	318	153805	0			1184	2		
449832								0	8305		319	1	68481		70786	340	147891	0			3784	10		
449841								0	3105		0	0	24953		6649	30	34707	0			0	0		
449850								0	61		0	0	7759		2633	16	10452	0			0	0		
449926								0	670		0	0	21466		38377	83	60513	0			2813	7		
449953								0	21153		762	3	193617		206970	1016	422502	0			17484	17		
450034								0	6605		1160	4	78748		107080	403	194088	495			11581	16		
450632								0	11297		1483	3	70259		47045	238	130513	429			3088	6		
450641								0	9216		424	1	124201		65045	307	198886	0			3353	8		
450650								0	25		0	0	6190		1532	7	7747	0			0	0		
450669								0	2225		0	0	21683		34966	129	58874	0						
450753								0	10176		526	2	58242		62434	250	131378	0			1979	4		
450856							344111	0	107545		7845	24	1136746		921306	2023	2173442	0	2173811	0	181649	109		
450959								0	12751		605	2	113291		62235	221	188882	0			0	0		
451068								0	10805		1170	4	153406		214600	685	379980	0			15783	39		
451246								0	2647		0	0	65514		43129	228	111290	0			1325	4		
451853								0	0		0	0	20879		5329	38	26208	0			553	1		
451965	388752000	69197000	376919000	60766000	67801000	59561000	123318000	0	4394000		140000	398	155771000		159250000	397946					42605000	30490		
452104								0	8738		0	0	99817		39787	197	148342	0			4051	9		
452159								0	5505		0	0	37344		102592	181	145441	0			21606	23		
452270							12442	0	4911		0	0	430361		577187	1520	1012459	0	1022236	0	37762	40		
452739								0	7133		274	1	42450		41593	188	91450	0						
452841								0	18899		1039	1	78550		41144	190	139632	0			1956	6		
452850								0	5195		1536	5	99395		136045	341	242171	0			25063	36		
453026								0	9077		472	1	57646		30346	197	97541	0			0	0		
453147								0	7484		0	0	44994		26731	80	79209	0			732	2		
453446								0	6120		0	0	84425		53745	205	144290	0			2800	6		
453839								0	1054		0	0	41246		32489	87	74789	0						
454340								0	1326		0	0	17143		13545	64	32014	0			0	0		
454434								0	17498		1380	4	154875		260928	460	434681	0			853	2		
454546								0	16973		1526	4	88227		76742	363	183468	0			7822	17		
454658								0	5603		0	0	69268		56076	249	130947	0			8530	15		
454742								0	1683		0	0	16663		4625	25	22971	0						
455150								0	7884		984	2	58924		19269	123	87061	0						
455253								0	7344		972	2	65784		46728	281	120828	0			915	2		
455459								0	1007		0	0	38601		20557	94	60165	0			3132	9		
455552								0	12104		0	0	208659		77494	398	298257	0			16697	27		
455945								0	3427		346	1	36554		27747	77	68074	0						
455972								0	42311		2094	6	522508		436974	2040	1003887	0	943488	0	51095	74		
456045							363728	0	45107		3839	10	560839		581155	1907	1190941	0			99979	52		
456054								0	15790		0	0	58047		28931	126	102768	0						
456157								0	9988		1052	3	76391		175562	266	262994	0			7667	14		
456250								0	12100		271	1	43715		20505	102	76591	0			3077	4		
456344								0	2789		0	0	15390		4585	22	22764	0			0	0		
456447								0	7399		269	1	74443		44021	164	126132	0						
456456							129061	0	42876		2399	8	508811		276290	1335	830376	0	868047	0	46968	72		
456474							52009	0	32979		1559	5	911933		198077	741	1144548	0	1141119	0	10665	15		
456755								0	5379		0	0	67204		58735	243	131318	0			1544	4		
456960							1215409	0	144009		6002	18	1418548		2027390	7768	3595949	0	3547541	0	164540	334		
457060								0	4355		0	0	55778		76642	282	136777	0						
457220								0	21537		5937	13	80093		59538	263	167105	0			0	0		
457426								0	13999		933	2	170323		132910	565	318165	0						
457547							399046	0	69016		695	2	586316		436663	1402	1096213	3522	1073481	3188	67676	76		
457659								0	1670		0	0	24144		10141	51	35955	0						
457752								0	4152		0	0	70708		52653	194	127513	0			1464	3		
458049								0	2790		0	0	24797		16835	90	44422	0						
458142								0	8568		736	2	49208		25198	156	83710	0			869	3		
458544								0	9202		583	2	108942		76937	146	195664	0			3747	7		
458553								0	3457		0	0	19580		10346	60	33383	0			0	0		
458665								0	3000		0	0	30594		28757	131	62351	0			11950	14		
458946								0	4773		0	0	28194		16154	77	49121	0			3377	4		
459046								0	8773		533	2	92957		48444	244	150707	0			7742	13		
459130								0	9683		999	2	138946		67524	290	217152	0			12280	22		
459354								0	6891		827	2	87364		72618	237	167700	0			5896	14		
459372								0	17238		553	2	159450		52987	297	230228	0			4884	9		
459448								0	2749		0	0	17472		6577	36	26798	0			1669	3		
459644								0	2432		0	0	32187		26423	122	61042	0						
459671								0	48345		3026	8	290509		200453	1170	542333	0			2929	8		
460033								0	46505		3270	10	287022		239246	857	576043	0	490391	0	22767	38		
460332								0	10076		0	0	146746		57965	312	214787	0			1127	4		
460341								0	4773		0	0	37945		41045	200	83763	0			2861	5		
460350								0	1673		0	0	15021		5908	28	22602	0			0	0		
460556								0	600		0	0	12804		20640	55	34044	0						
460770								0	13125		850	3	81950		39472	261	135397	0			1001	3		
461058								0	2414		0	0	64424		37408	195	104300	54						
462756								0	11295		589	2	149824		105208	497	266916	0			10876	37		
463203								0	1391		939	1	21717		52559	113	76606	0						
463342								0	20840		270	1	147871		168728	489	337709	0			17045	27		
463605								0	14889		271	1	106792		59083	284	181035	0						
463650								0	13984		561	2	182748		170105	715	367398	0			10473	24		
463735							1471606	0	119224		4367	8	1313578		1664756	4009	3101925	0	3124651	0	169539	193		
464255								0	1054		0	0	17571		13916	48	32541	0			0	0		
464536								0	1554		0	0	38004		23540	111	63098	0			621	1		
464750								0	3472		364	1	37686		33938	147	75460	0			4246	7		
464853								0	1010		0	0	21683		9683	41	32376	0						
464956								0	2119		0	0	27768		9740	58	39627	0			856	2		
465038								0	25040		693	1	143910		54697	344	224340	0			1017	2		
465243								0	11994		447	1	47770		61805	177	122016	0			872	3		
465337								0	4305		403	1	52948		31590	145	89246	0			621	2		
465524								0	3001		350	1	37088		20221	122	60660	0			0	0		
465618								0	30755		881	3	248769		140934	555	421339	0			11917	23		
465672								0	6451		0	0	48594		6808	44	61855	0			906	2		
466044								0	6901		512	2	39852		16922	92	64187	0			3100	12		
466240								0	30689		1715	5	290124		101577	489	424105	0			15901	21		
466549								0	4195		0	0	42381		27074	94	73650	0			0	0		
466642								0	31364		3852	5	424326		139875	605	599417	0			18842	23		
466754								0	7490		538	2	106420		80177	295	194625	0			3942	9		
466857							197813	0	18655		975	3	430000		480231	781	929861	0			178511	108		
466932								0	5098		374	1	58747		36055	183	100275	0			1415	4		
467144								0	3160		0	0	22383		7801	64	33344	0			0	0		
467265								0	3024		0	0	24787		30018	153	57829	0			2916	8		
467658								0	14705		536	2	272523		227095	929	514859	0			15454	29		
467733								0	16140		1935	4	151093		106565	377	275732	0			463	1		
467957								0	1440		0	0	26083		8866	40	36389	0			0	0		
468673								0	8656		548	2	69272		28842	156	107318	0			2615	4		
468806								0	22599		0	0	214980		135250	705	372829	0			6279	14		
468954								0	26959		677	2	182721		159766	935	370478	355			15304	31		
469250								0	549		0	0	7882		3302	18	11733	0						
469362								0	983		0	0	15491		11025	53	27499	0						
469559								0	14017		373	1	92951		47941	237	155282	0			2701	5		
469737								0	5237		0	0	47731		28483	107	81450	0			1791	4		
470032								0	7143		0	0	39735		38553	272	85431	0			791	3		
470050							127970	0	23752		607	1	346284		423532	1258	794176	0	800233	0	138306	167		
470434								0	0		0	0	9712		2352	19	12064	0						
470452								0	18572		292	1	240636		187558	815	447058	0			6113	21		
470724							329338	0	94831		6871	19	538007		389853	1821	1029562	0	1021895	0	55518	83		
471057								0	1784		0	0	17531		8463	49	27778	0			1111	2		
471217							114451	0	27217		1493	4	499282		214166	1002	743030	872	711038	845	13220	17		
471749								0	15462		255	1	146616		83075	470	245408	0			8605	23		
472018								0	3925		699	1	36839		41752	153	83215	0			15938	14		
472045								0	1624		0	0	14071		6111	34	21806	0			0	0		
472148								0	1725		0	0	16172		10110	34	28007	0			503	1		
