"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	AMT NONINT ACTS GE 250K	NBR NONINT ACT GE 250K	PB/PSA FDIC CERTIFICATE NUMBER	
37								0	4273		0	0	46726		13887	89	64884	0						
242								0	1442		0	0	17220		7379	37	26041	0			0	0		
279								0	10899		414	1	64429		21478	150	97220	0			734	2		
354								0	0		0	0	5834		1936	9	7770	0			0	0		
457								0	1181		0	0	18189		6298	41	25668	0			0	0		
505								0	7553		260	1	143750		116630	368	268193	0			14519	28		
1155								0	11577		338	1	94106		61313	170	167334	0	154557	0	15269	11		
1351								0	7137		609	1	39464		67773	296	114983	0						
1454								0	19369		1095	4	207360		192029	627	419853	0			61468	71		
1557								0	1894		0	0	20692		11206	53	33792	0						
1632								0	33477		5002	15	312813		276611	1085	627903	0	633266	0	25459	40		
1669								0	12408		0	0	111422		81646	244	205476	0			9950	20		
1829								0	19468		4432	8	199340		89676	406	312916	0			0	0		
1856								0	20		0	0	117527		29114	27	146662	0			0	0		
2040								0	9063		0	0	107840		45527	147	162431	0	168443	0	5993	9		
2161								0	7178		339	1	46896		43178	188	97591	0						
2376							132300	0	64697		587	2	625606		328571	1964	1019462	0	956594	0	9720	12		
2451								0	632		0	0	28950		4719	32	34301	0			275	1		
2554								0	86		0	0	4047		4905	21	9099	61			0	0		
2732								0	10709		556	2	154072		288090	633	453427	0			18646	39		
2750								0	1934		0	0	23199		16461	77	41594	0						
2938								0	19455		1686	5	251541		287983	946	560665	0	406614	0	19746	35		
3252								0	5459		0	0	36204		78220	148	119883	0			2719	6		
3458								0	505		0	0	12916		9547	43	22968	0			0	0		
3720								0	6257		613	2	96364		43891	90	147125	0			471	1		
3953								0	337		0	0	54961		49494	267	104792	0			4782	10		
4138								0	10987		795	3	96642		73160	349	181584	0			4670	10		
4156								0	6328		260	1	87231		57796	199	151846	231						
4231								0	12276		5124	14	47439		42171	225	107010	0			0	0		
4437								0	9792		632	2	118305		70534	358	199263	0			5551	11		
4839								0	12268		2827	3	123063		106838	435	245022	27			5626	10		
5005								0	24221		294	1	198456		125357	674	348328	0			4731	7		
5069								0	835		0	0	128386		258454	830	387675	0						
5135								0	11342		1089	4	81820		160344	439	254595	0			28594	34		
5210								0	58509		1175	4	511870		143287	735	714840	0			14266	36		
5331								0	7983		0	0	140159		76350	367	224492	0			3899	5		
5461								0	5263		1002	1	114173		228395	685	348833	0			41304	85		
5751								0	4974		0	0	31044		57084	158	93102	0			4057	10		
6039								0	7850		301	1	43937		22456	86	74544	0			1002	2		
6141								0	972		0	0	19392		22076	64	42441	0						
6329								0	12314		2114	5	235061		165111	867	414600	0						
6972								0	32217		754	3	385317		349813	1248	768101	0			76262	106		
7009								0	1019		5206	5	60361		535557	742	602143	0			51791	4		
7045								0	4545		869	2	55637		49911	138	110962	0						
7157								0	3009		0	0	21596		12044	35	36802	153			2188	2		
7456								0	2429		0	0	28122		14024	52	44575	0			2097	7		
7634								0	3629		666	1	33163		35352	94	72810	0			0	0		
8033								0	2719		0	0	46214		35777	135	84710	0						
8462								0	3914		0	0	31429		77792	202	113135	0			14392	13		
8631								0	3151		254	1	28547		15986	91	47938	0			1850	4	no	
9357								0	1174		318	1	40066		241887	396	283445	0			47477	65		
9553								0	7588		370	1	34709		25810	119	68477	0			3011	4		
9807							473802	0	77846		4547	14	1186199		862695	2909	2131287	0	2027555	0	107215	112		
9955								0	2167		0	0	44469		29567	106	76203	0			1226	2		
10157								0	1775		0	0	30964		16704	66	49443	0			2655	6		
10250								0	47025		3202	10	210872		138143	569	399242	0			4250	9		
10849								0	9255		501	2	135482		129648	575	274886	0			13487	18		
10858								0	9427		0	0	182092		163912	619	355431	0			9675	21		
11145								0	6838		1477	3	75279		54976	194	138570	0			1381	3		
11640								0	11242		1017	3	91347		124006	328	227611	0			17381	21		
11837								0	3745		0	0	38719		39929	90	82393	0			0	0		
12030								0	23015		1156	4	182727		98424	446	305322	0			4910	11		
12142								0	7660		378	1	63414		58399	233	129851	0			6852	12		
12245								0	6135		427	1	56053		33061	125	95676	0			288	1		
12311	41295333	2591283	41644280	4107775	2591283	4107775	12984324	0	1569860		23620	74	20926721		16183849	39395					3023801	2903		
12647								0	4505		392	1	27096		37286	93	69279	0			2041	3		
12656								0	510		0	0	9613		3102	20	13225	0			0	0		
12937								0	4116		2152	3	54188		102828	227	163284	0			0	0		
12946								0	28464		2873	7	236958		267779	771	536074	0			25093	43		
12955								0	5628		0	0	46657		51591	177	103876	0			0	0		
13037								0	8909		298	1	98391		31406	214	139004	0			1150	4		
13103							221567	0	54676		4267	13	401408		383454	1366	843805	0	807348	0	60776	98		
13251								0	2184		575	1	14740		14433	71	31932	0						
13457								0	1056		0	0	9803		3294	22	14153	0						
14052								0	2900		804	2	35957		19824	109	59485	0			289	1		
14155								0	4573		0	0	60901		26834	105	92309	0			2501	5		
14454								0	1144		0	0	14058		8484	26	23686	0			872	3		
14650								0	1267		0	0	15895		6960	23	24122	0						
14753								0	3637		0	0	20145		6245	31	30027	0			264	1		
14865								0	7530		298	1	104740		69329	301	181896	0			5184	14		
14977								0	3003		291	1	27373		7893	77	38560	0	39108	0				
15536							746886	0	216538		9158	29	1618735		1193408	6089	3037840	0	3007071	0	118876	155		
16337								0	29961		1828	6	260522		140219	528	432530	0			10780	20		
16458								0	8347		1770	5	110248		92231	301	212596	0			17403	16		
16551								0	13115		1458	5	66501		37544	139	118618	0			3022	8		
16748								0	4070		0	0	33145		10830	50	48045	0			0	0		
16944								0	811		0	0	20032		7643	46	28577	92			0	0		
16953								0	594		0	0	19824		5082	28	25500	0			480	1		
17110								0	2907		0	0	14383		72694	245	89984	0						
17147							449130	0	73824		3867	12	432280		1089929	1872	1600345	443	1585599	458	18813	25		
17259								0	4862		0	0	31470		17244	74	53576	0						
17464							550995	0	20081		579	2	853245		969654	2688	1843559	0	1828446	0	229013	235		
17950								0	6755		651	2	93626		96706	327	197738	0			3065	8		
18050								0	10375		514	1	154699		96833	670	262424	2			12081	21		
18135								0	2605		0	0	81749		80731	295	165085	0			11222	18		
18377								0	3400		771	2	20473		3265	22	27909	0						
18827								0	12894		271	1	144661		156397	326	314223	0			3995	6		
18836								0	13099		1232	4	84370		30840	198	129542	0			1581	3		
18854								0	1474		0	0	56961		38022	159	96457	0			6427	9		
18957								0	4779		0	0	25084		16526	81	46389	0			0	0		
19356								0	2794		0	0	43970		19619	82	66383	0						
19730							536706	0	64914		884	3	1197785		730875	2809	1994458	0	1948551	0	118043	174		
19936								0	8805		454	1	66480		104952	373	180691	0			7662	13		
19972								0	0		0	0	36905		9944	67	46851	0			0	0		
20053								0	9549		0	0	37395		16074	75	63018	0			289	1		
20147								0	2823		0	0	39113		15084	79	57021	1						
20370								0	5627		0	0	125949		51584	265	183160	0						
20512								0	5215		676	2	43829		31643	148	81363	0			0	0		
20633								0	16547		556	2	139564		78833	266	252243	16743			4367	7		
20857								0	822		0	0	22407		75439	64	98668	0			54323	7		
20866								0	0		0	0	104877		113187	579	220149	2085			0	0		
21256								0	1953		0	0	3983		2059	7	7995	0						
21359								0	1533		330	1	11009		7267	41	20139	0			549	2		
21630								0	2386		0	0	27551		35950	114	65887	0			3410	8		
21658								0	10298		641	2	85532		24258	128	120735	6						
22048								0	6529		462	1	78340		64612	332	149943	0			6423	8		
22356								0	6086		502	2	119891		123998	373	250477	0			10077	22		
22459								0	5575		0	0	62033		22167	120	89775	0			1169	4		
22543								0	3377		0	0	36149		24122	93	63822	174			1596	1		
22552								0	1287		0	0	30838		11357	55	43482	0						
22730								0	3876		0	0	56992		24385	135	85253	0			2001	4		
22936								0	14356		1985	7	168107		100912	505	285360	0			4223	9		
22954								0	2465		0	0	43194		14371	74	60030	0			422	1		
23036								0	23587		0	0	308605		214143	836	546335	0	558504	0	24583	39		
23045								0	1047		0	0	10344		14412	36	25803	0			1879	4		
23241							1418883	0	102855		2020	7	1227537		1382719	2794	2715131	0	2631032	0	145045	184		
23456								0	6657		0	0	48801		19726	96	75184	0			801	3		
23504								0	4847		284	1	161366		547370	1090	713867	0			53355	78		
23540								0	11997		1759	3	83294		38826	176	135876	0	134887	0	1108	2		
23643								0	8936		0	0	69780		57909	278	136625	0			2761	6		
23755								0	9243		252	1	60716		65009	226	135220	0	130653	0	0	0		
23812							243828	0	35111		1902	4	482059		533094	1494	1052166	0			28345	40		
24006								0	59324		582	2	476983		262495	1384	799384	0			8958	18		
24453								0	1126		674	2	99159		165539	613	266498	0			11355	24		
24659								0	2602		577	1	17490		6239	35	26908	0						
24668								0	11347		1079	2	89969		63547	259	165942	0			7972	15		
24855								0	0		0	0	6169		3563	17	9732	0						
24949								0	35489		335	1	405248		239633	968	680705	0			20573	35		
25357								0	1159		0	0	52114		35777	135	89050	0			4872	7		
25647								0	6890		1274	3	31329		39922	164	79415	0			0	0		
26149								0	1526		320	1	36151		20453	115	58450	0	58094	0	983	2		
26242								0	18336		252	1	170280		136519	526	325388	0			9942	14		
26457								0	592		0	0	13950		6839	29	21381	0			408	1		
26765								0	2759		0	0	99846		82936	404	185541	0			6084	8		
26859								0	11091		0	0	105627		187243	645	303961	0			31495	49		
26916								0	16364		898	3	179118		160977	704	357357	0			14102	16		
27548								0	19175		1126	3	225570		154002	315	399873	0			15042	22		
27614								0	25038		4595	9	142012		68129	240	239774	0			9749	19		
27847								0	22659		3878	9	185735		122305	511	334577	0			3364	13		
28152								0	5407		0	0	35204		19038	80	59649	0	60150	0	0	0		
28255								0	2932		0	0	74011		78248	315	155191	0			8717	13		
28349								0	7858		439	1	56243		53159	266	117699	0			2735	7		
28406							298361	0	49389		2923	6	447415		311141	1689	810868	0			6610	18		
28572								0	5035		256	1	23658		14138	86	43102	15			0	0		
28732								0	2287		0	0	36430		24680	134	63397	0			2334	4		
29104							265728	0	17879		4623	10	317858		434244	1868	774604	0	717578	0	34358	64		
29252								0	5455		0	0	56619		35950	169	98024	0			2923	5		
29636								0	22014		1653	4	273110		270852	732	567629	0			13202	25		
29850								0	1049		0	0	29127		33112	37	63288	0			856	2		
29944								0	2518		0	0	60157		99350	289	162025	0			6691	11		
29953								0	2882		0	0	25470		28842	125	57194	0			991	2		
30052								0	194		0	0	8158		2821	13	11173	0			270	1		
30258								0	19518		1322	4	291759		160510	510	473109	0			17876	16		
30418								0	1311		0	0	263045		3453	18	267809	0						
30502								0	28918		1157	4	358075		183682	882	571834	0			14372	33		
30650								0	9856		285	1	65939		48905	319	124985	0			3138	8		
30810	27491033	0	28538031	0	0	0	1158005	0	274647		12784	44	24407774		2795828	15645					14237	3		
31134								0	6190		514	1	47210		26560	95	80511	37			2039	4		
31255								0	10343		1131	3	120898		114598	533	246969	0			15450	28		
31657								0	4257		692	2	41001		31821	131	77771	0			0	0		
31826								0	15452		1301	4	105061		69392	411	191206	0			6104	13		
31835								0	2783		332	1	32457		42917	151	78489	0			3887	8		
32234								0	2910		265	1	30838		24672	83	58685	0			3986	9		
32766								0	1869		0	0	24825		17574	77	44268	0						
33147								0	17199		762	2	152568		155360	692	325889	0			9832	19		
33259								0	34708		765	3	291718		179855	850	507046	0			17660	23		
33268								0	4242		1599	4	49113		47064	201	102017	0	103693	0	4325	8		
33549								0	5490		0	0	20542		14858	83	40890	0			0	0		
33727								0	21041		964	3	164423		90976	486	277404	0			9543	23		
33754								0	955		0	0	19730		6053	32	26738	0						
33839								0	2014		0	0	16438		6800	43	25252	0			0	0		
33857								0	3069		0	0	41605		20910	87	65919	335			476	1		
34153								0	34399		1313	4	357707		148657	743	542076	0			24685	44		
34359								0	2123		0	0	13763		7026	48	22912	0			300	1		
34425								0	11067		302	1	155235		97642	513	264246	0			5058	11		
34434								0	13232		522	2	91516		84358	313	189628	0			0	0		
34452								0	4421		744	1	41985		29092	116	76242	0			0	0		
34537							594264	0	49168		4095	10	903674		896796	3662	1853733	0	1886209	0	57550	87		
34555								0	15524		1104	3	85862		50887	162	153377	0						
34742								0	12251		0	0	131875		107042	408	251168	0			9467	13		
34836								0	1892		0	0	14990		11215	43	28097	0						
34863								0	1365		0	0	11013		5222	40	17600	0			0	0		
35057								0	2053		0	0	49746		36584	134	89114	731			0	0		
35301	88630765	61869290	84434028	57098472	61869290	57098472	25329793	0	0		0	0	114877		26646598	3354					12647523	2173		
35570							460026	0	406856		10035	33	2584727		1846742	7354	4848360	0	4730583	0	22396	38		
35646								0	1327		473	1	24793		11213	51	37806	0			0	0		
35842								0	4581		570	1	68915		39874	189	113940	0						
36054							412858	0	23542		1029	3	374058		606185	1540	1004814	0	952694	0	57774	83		
36344								0	16517		1417	3	188178		106423	446	312535	0			6683	12		
36456								0	3627		658	2	44725		25843	133	74853	0			0	0		
36858								0	6262		0	0	98680		86501	382	191443	0	186811	0	14291	26		
36933								0	4256		266	1	58213		39190	182	101925	0			0	0		
37051								0	3058		281	1	31195		11008	63	47243	1701			0	0		
37341								0	2574		0	0	20033		3838	30	26445	0			830	2		
37350								0	362		0	0	11783		6189	24	18334	0			0	0		
37378								0	1564		0	0	69613		59510	279	130687	0			6381	16		
37435								0	65026		6080	17	389300		230781	972	691187	0			23392	30		
37640							356155	0	42169		885	2	530397		384004	1142	978156	20701	968300	17622	32577	62		
37659								0	758		548	1	21969		13998	93	37274	0						
37743								0	5501		899	2	29755		35420	120	71573	0			1196	3		
37949								0	5701		0	0	96669		51563	217	153933	0			1001	2		
38535								0	25953		1251	4	220541		151777	680	399522	0			0	0		
38740								0	12423		0	0	77654		39343	162	129420	0			727	2		
39327								0	13907		0	0	182010		101483	513	297400	0			20272	37		
39420							95687	0	35702		1045	3	635995		334432	1204	1007174	0	981715	0	16523	23		
39475							436841	0	39712		1457	5	866499		635872	2842	1543539	0	1517736	0	88673	141		
39756								0	9329		282	1	140926		190536	732	341073	0			35368	49		
40033								0	6532		586	2	47149		22669	65	76936	0			1127	4		
40350								0	3496		0	0	22700		8437	48	34633	0			341	1		
40707								0	10646		628	2	130675		59174	302	201123	0			10234	23		
40855								0	1791		272	1	29285		11395	57	42743	0						
41245								0	3082		0	0	21365		8191	32	32638	0						
41553								0	1848		0	0	29962		28429	92	60346	107						
41629								0	7612		253	1	92788		31759	147	132412	0	130023	0	4848	5		
41647								0	30197		769	3	528534		148531	657	708031	0			15560	31		
41759								0	2108		0	0	21215		9138	47	32461	0			0	0		
41825								0	5974		1087	2	81315		28509	139	116885	0						
41937								0	5389		296	1	13381		24939	166	44005	0						
41955								0	2717		0	0	16122		7286	42	26125	0			0	0		
42037								0	0		0	0	28434		22096	81	50530	0			0	0		
42055								0	2596		602	1	36179		16058	64	55435	0			1427	2		
42354								0	2423		0	0	45224		35519	157	83166	0			1991	5		
42420							1159104	0	310778		15959	45	2469869		1545004	4933	4341610	0	4326446	0	161405	184		
42448								0	46139		5567	15	278639		154202	564	484548	0			14445	23		
42457								0	1209		0	0	11478		8549	29	21236	0			1269	3		
43052								0	5190		272	1	57464		25846	105	88772	0			2964	4		
43155								0	8768		309	1	164088		88961	357	262126	0			6574	15		
43173	9120747	849138	9059219	864694	849138	864694	4414679	0	125707		1789	6	3251119		4892993	13371					416208	455		
43351								0	293		0	0	2911		1733	10	4938	0			275	1		
43454								0	873		0	0	11097		4684	25	16654	0			265	1		
43511								0	20777		1240	4	262720		124257	473	408994	0			4878	13		
43744								0	4679		0	0	38563		46098	193	89340	0			596	2		
43856								0	960		277	1	18829		19475	62	39541	0			1151	3		
43959								0	1771		0	0	52983		61627	185	116381	0						
44040								0	14619		0	0	114256		96812	326	225687	0						
44134	1678899	68708	1680956	87126	68708	87126	860236	0	31722		6324	13	565941		1006204	2078					168441	167		
44433								0	3858		797	3	73880		194107	634	272642	0			0	0		
44741								0	15278		636	2	145629		128480	391	290023	0			6341	9		
44750								0	11517		534	1	90696		77707	199	180454	0			1091	2		
44929								0	9162		1198	4	81692		29478	126	121530	0						
45038								0	9305		1045	4	59665		25184	125	95199	0			0	0		
45047								0	6084		0	0	57128		28771	133	91983	0			3639	8		
45056								0	3049		0	0	26522		12390	66	41961	0			1467	4		
45430								0	8791		352	1	49124		31646	170	89913	0			4652	3		
45458								0	567		0	0	4600		3940	12	9107	0			0	0		
45551								0	24877		640	2	252363		167826	640	445706	0			26434	51		
45560								0	13202		452	1	213095		337654	1043	564403	0			54740	112		
45775								0	11948		269	1	79497		40916	213	132630	0			4413	8		
46053								0	12281		547	2	81545		53916	164	148289	0			2970	8		
46941								0	6515		0	0	66282		4722	30	77519	0						
47153								0	1021		0	0	9189		5300	31	15510	0			525	1		
47247								0	22310		3798	11	107943		89612	349	223663	0			4361	12		
47256								0	1411		251	1	16093		5240	37	22995	0			0	0		
47452								0	2412		0	0	16910		25719	84	45041	0			1862	5		
47500								0	24861		845	3	173680		48970	306	249135	779			3328	6		
48057								0	3486		0	0	37657		36797	135	77940	0			0	0		
48150								0	1054		0	0	13716		5841	30	20611	0			448	1		
48374								0	31559		1537	5	276986		156659	791	466741	0			12697	20		
48440								0	5445		0	0	45250		8683	63	59378	0			0	0		
48730								0	10166		0	0	149460		107133	470	266760	0			9626	11		
49054								0	17		0	0	135036		44174	193	179227	0			6383	6		
49148								0	4980		320	1	39061		18883	71	63244	0			4590	3		
49241								0	11091		254	1	139587		146980	462	297912	0			19531	23		
49344								0	3481		0	0	39493		28004	87	70978	0			3963	7		
49643								0	936		0	0	19054		7553	55	27543	1			303	1		
49652								0	2499		0	0	35461		35142	107	73102	0			3952	6		
49821								0	39301		4678	13	246749		332984	1481	623712	0			25839	49		
49858								0	2120		0	0	42452		27503	149	72075	0			2251	5		
49951								0	2898		284	1	41897		37904	179	82983	0			3405	6		
50144								0	5518		733	2	33864		9250	49	49365	0						
50461								0	381		339	1	13637		40946	152	55304	0			9886	10		
50546								0	3355		0	0	16819		22898	74	43072	0			0	0		
50854								0	1470		0	0	29522		30682	129	61672	0			8486	16		
50957								0	4010		320	1	63753		33424	188	101507	0			0	0		
51253								0	6787		560	2	75405		38374	145	121126	0			4675	8		
51356								0	1296		264	1	33732		34746	110	70038	0						
51459								0	7632		0	0	80958		79997	276	168586	0			10490	18		
51730								0	4983		0	0	30762		10784	64	46529	0			448	1		
51842								0	23189		269	1	101533		66120	164	191111	0			2295	6		
52410								0	1642		0	0	37046		5824	37	44512	0			693	2		
52719							0	0	0		0	0	0		0	0	0	0	0	0				
52951								0	1746		0	0	25002		42956	124	69704	0						
53015								0	3248		0	0	14366		3449	16	21063	0						
53033							899909	0	4272		261	1	273741		1130828	2314	1409102	0	1377229	0	489198	609		
53051								0	3310		0	0	25533		14797	101	43640	0			1102	2		
53239								0	7161		326	1	63765		29846	129	101098	0			9113	15		
53453								0	1621		0	0	21823		17162	90	40606	0			3044	3		
53752								0	2389		0	0	25721		14547	77	42657	0						
54049								0	4952		740	2	43175		22567	108	71434	0			1702	4		
54058								0	14202		549	2	107292		56900	288	178943	0			2381	6		
54357								0	0		0	0	21354		9705	69	31059	0			0	0		
54375								0	20963		1205	4	276548		199857	761	498573	0			27294	37		
54441								0	7383		0	0	73364		24179	113	104926	0			0	0		
54656								0	19963		2039	7	117293		133256	667	272551	0			12406	20		
55176								0	37021		3851	12	116712		86564	377	244687	539			1789	5		
55336								0	12079		354	1	177632		90303	455	280368	0			13041	30		
55635								0	627		0	0	48705		17550	77	67005	123			1724	4		
55653								0	3473		0	0	41992		25134	111	70600	0			5444	13		
56258								0	6855		0	0	85601		74150	223	166606	0			6059	12		
56351								0	30223		514	2	375290		367786	1165	773813	0			74536	105		
56427								0	5796		328	1	34198		7490	42	47812	0						
56548								0	7295		394	1	270505		45592	218	323787	0			2634	6		
56557	1731413	100249	1687244	97063	100249	97063	1041888	0	9254		1516	3	448562		1171832	2960					357722	409		
56717								0	30750		2830	5	218880		129723	574	382183	0			14017	22		
57040								0	5397		0	0	43955		17832	105	67184	0			0	0		
57228								0	7727		342	1	120191		60985	336	189245	0			3109	7		
57255								0	307		0	0	44698		31472	139	76477	0			10021	12		
57451								0	27039		570	2	160324		131576	482	319509	0			9074	21		
57572								0	3528		0	0	28404		8434	56	40366	0			0	0		
57956								0	1819		0	0	41655		71667	245	115140	0	113876	0	15374	22		
58074								0	16253		2363	8	91227		43208	227	153051	0			1815	5		
58207								0	11437		542	1	105708		53485	307	171309	137			7244	15		
58225								0	19920		1752	5	138281		51532	273	211486	0			1631	5		
58243	4617376	257217	4407902	295089	257217	295089	1470459	0	148519		13897	36	1476156		2721587	7713					277719	351		
58355								0	689		0	0	4197		1693	10	6579	0			0	0		
58551								0	1590		1116	3	41907		53658	193	98271	0						
58636								0	6576		270	1	110865		70472	294	188183	0			10036	19		
58757								0	7034		0	0	31589		9401	56	48025	0			0	0		
58971							1259829	0	61146		3351	8	1076826		1920219	5873	3061542	0	3075361	0	278815	358		
59316								0	24123		292	1	228849		119267	510	372531	0			7026	13		
59352								0	8240		0	0	128120		104189	442	240549	0			6739	18		
59679								0	2356		267	1	11228		8081	32	21932	0						
59754								0	1258		0	0	6671		4088	12	12017	0						
60143	44955895	3099147	43761148	3291230	3098376	3290570	20220503	0	801369		42818	121	15802526		25210035	50043					8477264	5890		
60330								0	26007		1651	4	274101		122143	503	423902	0			11859	21		
60433								0	2605		0	0	19001		24260	134	45866	0			0	0		
60545								0	22918		2098	5	78873		37794	202	141683	0			903	3		
60554								0	2340		0	0	24305		23493	125	50138	0			1351	4		
60648								0	15194		2473	7	115395		70860	270	203922	0			3233	5		
61122							412897	0	56313		880	3	541564		649397	1507	1248154	0	1245970	0	31746	40		
61355								0	27464		678	2	284027		127503	626	439672	0			14765	17		
61476								0	12997		4988	11	60092		63057	429	141134	0			0	0		
61533								0	38643		1947	6	201270		287782	1423	529642	0			13004	27		
61757								0	9251		0	0	93676		60663	154	163590	0			5741	10		
61832								0	6042		0	0	98707		57134	281	161884	0			4819	13		
61953								0	7688		0	0	36196		18730	75	62665	51			1786	3		
62044								0	1156		0	0	10855		8099	28	20110	0			0	0		
62147								0	3435		0	0	34746		19539	76	57720	0			0	0		
63050								0	4199		251	1	54400		31540	175	90390	0			1247	3		
63069	13932709	0	13262617	0	0	0	8352551	0	52244		7983	21	2212231		11660250	21129					3177636	6363		
63078								0	23625		1359	5	407590		330802	1341	763376	0			29320	33		
63201								0	4470		0	0	49287		34369	140	88126	0			8067	13		
63359								0	6514		947	3	98623		80692	333	186776	0			6374	13		
63573								0	25566		2330	6	127695		98989	483	254580	0			1143	4		
63733								0	28937		2428	6	179038		81707	391	292110	0			12385	8		
63742								0	624		0	0	101369		67283	216	169276	0			9998	15		
63751								0	387		0	0	3518		2796	15	6700	0			0	0		
64150								0	541		0	0	34360		46510	177	81413	0			4726	9		
64543								0	19216		0	0	164543		167610	504	351369	0			4278	11		
64552								0	1829		257	1	39102		25544	83	66732	0			1303	4		
64619	1419007	579	1404197	578	579	578	848751	0	14599		314	1	234130		1169385	2315					268477	315		
64730								0	12468		653	2	72214		74622	258	159957	0			16619	15		
65205								0	75707		1307	4	426677		133177	931	636868	0	623067	0	2898	7		
65241								0	4441		0	0	61078		45581	198	111100	0	108000	0	310	1		
65513	236113	0			0			0	0		0	0	45948		190165	281								
65559								0	8897		0	0	144569		157361	515	310827	0			6638	16		
65746								0	20233		1975	5	205249		236607	559	464066	0	467671	0	0	0		
65858							332560	0	59398		1328	4	580999		420891	1335	1062616	0	1062511	0	84382	131		
66015	471646	47287			46266			0	0		0	0	69034		355326	693					191817	167		
66154								0	11918		2592	7	40984		12372	81	67866	0						
66172								0	20478		707	2	196187		159645	1335	377017	0			14106	23		
66275								0	6032		758	2	59376		38697	174	104863	0			4146	10		
66837								0	10553		1570	4	97210		249954	349	359287	0			23362	32		
67142								0	5528		0	0	57002		31851	115	94381	0						
67151								0	6488		1233	4	134988		278912	663	421621	0			24343	35		
67209								0	30168		4133	12	231354		149508	658	415163	0			9078	20		
67254								0	0		0	0	12088		839	6	12927	0						
67311							2226960	0	334719		10746	31	4768271		2767244	8772	7880980	0	7825917	0	679752	642		
68345								0	15199		3195	9	88838		51295	190	158527	0						
68448								0	5923		266	1	53223		5440	27	64852	0						
68756								0	6065		325	1	76802		73269	363	156461	0			9093	19		
68831								0	5403		540	2	42909		39073	123	88253	328			2118	5		
68840								0	5211		309	1	57258		58151	187	120929	0			559	2		
68859								0	10317		1511	5	167518		150517	716	329869	6			9103	21		
68943								0	6121		0	0	66985		23287	105	96393	0			4226	7		
69333							254702	0	39276		2087	8	504487		433042	1581	978892	0	941221	0	23124	44		
69678								0	20303		626	2	179460		153740	612	354129	0			19289	35		
69847								0	564		0	0	10374		3983	23	14921	0						
70049								0	7386		730	1	102436		84469	329	195021	0			10853	16		
70058								0	5512		0	0	41403		27087	72	75068	1066			1404	3		
70218								0	1233		0	0	59234		32268	190	92735	0						
70254								0	448		0	0	10132		6037	25	16617	0			0	0		
70414								0	25238		1191	4	204428		99238	523	330095	0			5219	11		
70638								0	10160		367	1	97518		48511	237	156556	0			2405	7		
70955								0	0		0	0	6236		3143	18	9380	0						
71318								0	16442		967	3	218938		194663	636	431010	0			13655	27		
71457								0	12338		2059	7	74228		45868	227	134493	0			1666	4		
71859								0	0		0	0	5511		1759	6	7270	0						
72258								0	4436		0	0	92251		145357	467	242044	0			3570	8		
72351								0	4629		0	0	32041		12127	57	48797	0			1251	1		
72454								0	11730		303	1	35219		15804	73	63056	0			702	2		
72678								0	28596		2071	6	138444		72022	485	241133	0			0	0		
73031								0	280		0	0	52144		82356	302	134780	0			17727	24		
73116								0	54983		527	2	378256		145821	933	579587	0			6161	16		
73152								0	1917		0	0	35158		30916	127	67991	0			8478	12		
73554								0	5947		845	3	78967		40541	212	126300	0			635	1		
73956								0	1290		0	0	22654		13620	69	37564	0			1119	3		
74056								0	3199		0	0	59447		7924	59	70570	0			2512	7		
74140							237490	0	48663		1645	4	437084		295213	1139	782605	0	781941	0	14468	29		
74159								0	0		0	0	14273		10711	62	24984	0			2531	6		
74403								0	27307		0	0	245422		167349	752	440080	2			9612	14		
74449								0	829		0	0	11447		7426	19	19702	0			0	0		
74458								0	2842		0	0	58073		29218	152	90133	0			8299	21		
75053								0	18508		0	0	136693		67384	378	222585	0			1660	5		
75259								0	0		0	0	7588		724	4	8312	0						
75446								0	9486		0	0	122538		57739	233	189763	0			4610	9		
75455								0	2294		0	0	17236		8313	37	27843	0						
75558								0	5070		0	0	97840		74816	285	177726	0			0	0		
75633	37013353	806345	40004615	727679	806345	727679	21051787	0	968824		60721	163	10315646		24861816	38300					9695230	2464		
75651								0	4513		804	2	21056		7946	38	34320	0			0	0		
