"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
22936											1355					16019	0	0	0	
22954											810					10028	74	0	0	
23036											0					696	0	0	8041	
23045											212					0	0	0	0	
23241											29137					383508	2693	0	187040	
23456											292					221	0	0	0	
23504											880					0	0	0	15000	
23540											625					10000	3116	0	0	
23643											265					262	0	0	0	
23755											578					2000	0	0	0	
23812											10973					159998	70	0	0	
24006											1099					0	7	0	0	
24453											3590					49852	0	0	0	
24659											0					0	0	0	0	
24668											1119					17000	0	0	6681	
24855											29					0	0	0	0	
24949											3058					12600	0	0	1378	
25357											4072					39500	0	0	0	
25647											0					0	0	4000	0	
26149											0					0	0	0	729	
26242											1983					0	0	0	5237	
26457											0					0	0	0	0	
26765											2089					28000	0	0	0	
26859											1807					26601	0	0	0	
26916											4995					90708	0	0	9095	
27548											4114					70467	0	33462	0	
27614											1486					3000	4066	0	0	
27847											2108					34590	0	0	0	
28152											326					2278	0	0	0	
28255											408					0	99	0	0	
28349											1444					15000	0	0	419	
28406											4724					0	38722	0	0	
28572											1122					11992	0	0	0	
28732											516					3000	0	0	0	
29104											10228					170259	41038	416	79951	
29252											1400					900	0	0	0	
29636											4393					80155	0	0	63420	
29850											0					0	0	0	0	
29944											2046					38204	0	0	0	
29953											1403					17616	0	0	0	
30052											152					3504	0	0	0	
30258											3347					28171	0	0	1831	
30418											0					0	0	0	288167	
30502											5325					75100	3176	0	27662	
30650											1546					24000	0	0	0	
30810	550	0	70000	14650	0	0	58759	984513	0	9147907	42337	0	37521489	1161	32520998	2866558	8019435	0	0	
31134											637					10000	0	0	0	
31255											925					14690	0	0	3373	
31657											132					0	0	0	0	
31826											743					1000	100	0	0	
31835											943					6500	0	0	0	
32234											82					0	0	0	14005	
32766											24					0	0	0	0	
33147											1974					27500	0	0	942	
33259											2890					44700	0	0	1703	
33268											0					0	0	0	0	
33549											12					0	0	0	0	
33727											1162					86	0	0	11652	
33754											0					0	0	0	0	
33839											132					0	0	0	0	
33857											970					12481	0	0	0	
34153											5428					46000	0	0	0	
34359											326					0	0	0	0	
34425											2239					30000	0	0	4930	
34434											474					0	0	0	0	
34452											57					0	0	0	0	
34537											12649					65239	3205	0	153293	
34555											1809					400	0	0	0	
34742											756					7673	0	0	0	
34836											0					0	0	0	0	
34863											0					0	0	0	0	
35057											1789					11351	0	0	0	
35301	10044934	2265492	6363774	6249475	0	0	15966807	25571312	3374953	69888067	305706	0	88686527	16436759	58073877	17168348	51320	1290874	10390902	
35570											69574					909222	0	0	885000	
35646											111					0	1182	0	0	
35842											384					2000	0	0	0	
36054											6518					28588	0	0	0	
36344											2422					32000	68	0	22428	
36456											207					0	0	0	0	
36858											748					3984	0	0	15918	
36933											313					106	10	0	0	
37051											280					0	0	0	0	
37341											19					0	0	0	0	
37350											518					2104	0	0	0	
37378											513					0	0	0	0	
37435											1899					10000	0	0	17063	
37640											10621					88079	0	0	24457	
37659											0					0	0	0	0	
37743											276					0	0	0	0	
37949											962					6255	0	0	4918	
38535											1587					24000	15	0	8459	
38740											2032					31647	0	0	0	
39327											0					68	0	0	5228	
39420											4985					43357	0	0	25802	
39475											11101					140825	3159	0	2984	
39756											4168					45873	0	0	4921	
40033											434					0	3	0	0	
40350											256					2063	0	0	0	
40707											1030					6155	0	0	0	
40855											538					5018	0	0	0	
41245											45					0	0	0	880	
41553											99					0	0	0	0	
41629											684					6800	0	0	0	
41647											6591					95400	0	0	30903	
41759											66					0	0	0	0	
41825											0					0	0	0	0	
41937											270					40	0	0	0	
41955											232					1265	0	0	0	
42037											59					0	0	0	0	
42055											407					0	0	0	0	
42354											240					0	0	0	0	
42420											53001					1060798	8883	0	143344	
42448											2988					57595	3511	0	0	
42457											2					0	0	0	0	
43052											1426					12155	278	0	250	
43155											1096					15700	0	0	0	
43173	99884	1058013	456641	947791	0	307908	469737	75119	0	3415500	142794	432286	11891662	0	10860188	1666679	407	150000	750000	
43351											0					0	0	0	0	
43454											25					0	0	0	0	
43511											3703					50334	0	0	0	
43744											661					11500	0	0	0	
43856											178					0	29	0	0	
43959											52					0	0	0	0	
44040											1702					156	250	0	0	
44134	0	55398	16680	96689	0	10261	0	0	0	179028	0	0	2137080	68707	1860370	90901	0	0	5446	
44433											3966					55000	2441	0	1908	
44741											1155					6400	104	0	10883	
44750											877					0	0	0	0	
44929											1192					0	0	0	1536	
45038											229					4500	0	0	1045	
45047											763					1382	0	0	0	
45056											181					100	0	0	0	
45430											664					15973	0	0	0	
45458											34					0	0	0	0	
45551											2673					979	0	0	20485	
45560											2825					44709	0	0	0	
45775											1320					18000	0	0	0	
46053											1658					2366	0	0	614	
46941											516					70	0	0	0	
47153											2					0	0	0	0	
47247											1369					27100	0	0	0	
47256											214					0	0	0	0	
47452											36					2000	0	0	0	
47500											2060					22500	4571	0	0	
48057											357					0	0	0	0	
48150											120					663	0	0	0	
48374											5579					83716	2929	0	1314	
48440											378					6000	0	0	0	
48730											1389					30000	7678	0	356	
49054											1492					6500	0	0	0	
49148											403					0	0	0	0	
49241											2237					14665	0	0	0	
49344											2374					38850	0	0	0	
49643											451					0	0	0	0	
49652											453					2704	0	0	0	
49821											4079					78788	900	0	0	
49858											240					83	0	0	0	
49951											0					0	0	0	0	
50144											188					0	0	0	0	
50461											0					0	0	0	0	
50546											385					5000	0	0	0	
50854											0					0	0	0	0	
50957											1492					12910	0	0	1456	
51253											561					15487	0	0	0	
51356											0					0	0	0	0	
51459											428					148	0	0	0	
51730											195					0	475	0	0	
51842											1298					24408	734	0	0	
52410											377					2170	0	0	0	
52719											3834					258233	0	0	0	
52951											256					0	0	0	0	
53015											9					0	0	0	0	
53033											8352					0	0	0	249359	
53051											5					0	0	0	0	
53239											0					0	0	0	0	
53453											167					0	0	0	0	
53752											47					0	0	0	0	
54049											521					6140	0	0	0	
54058											958					7544	0	0	0	
54357											0					0	0	0	0	
54375											6587					106823	250	0	55994	
54441											136					2000	0	0	1892	
54656											608					10000	0	0	0	
55176											3047					41000	0	0	0	
55336											1547					10440	0	0	0	
55635											381					1790	0	0	0	
55653											605					5000	0	0	11845	
56258											315					1332	0	0	0	
56351											1898					944	0	0	0	
56427											289					500	0	0	0	
56548											905					11000	54	0	0	
56557	0	0	2653	411361	0	0	7118	46025	25	467182	13810	0	2588207	100249	2274595	454900	0	0	129195	
56717											1741					28146	0	0	16645	
57040											9					0	4	0	0	
57228											641					0	10	0	1478	
57255											30					0	0	0	0	
57451											1034					14000	0	0	38521	
57572											1110					15462	10	0	0	
57956											126					0	113	0	6511	
58074											2941					35000	7	0	0	
58207											778					9499	5758	0	910	
58225											577					3500	0	0	379	
58243	0	18493	46876	403448	0	156951	0	0	25	639621	21302	0	5684637	257217	5061630	293724	13828	0	294901	
58355											0					0	0	0	0	
58551											0					0	0	0	0	
58636											1261					17213	2009	0	0	
58757											151					1604	0	0	0	
58971											15660					289140	0	0	282472	
59316											3583					54198	37	0	18214	
59352											118					0	0	0	0	
59679											194					0	1623	0	0	
59754											237					0	0	0	0	
60143	78171	0	55367	7901726	0	1378805	37	1035695	0	10473300	739400	0	66255674	1889801	58673309	12974286	23499	0	512996	
60330											3950					47700	0	0	0	
60433											167					0	0	0	0	
60545											120					154	0	0	0	
60554											257					1376	0	0	0	
60648											1003					81	0	0	0	
61122											13863					241211	0	0	42330	
61355											3064					36000	0	0	9574	
61476											1255					6618	1157	0	0	
61533											3454					50000	20	0	3277	
61757											41					0	0	0	11639	
61832											1628					15500	0	0	0	
61953											204					0	0	0	0	
62044											401					74	0	0	0	
62147											770					4000	72	0	0	
63050											0					0	0	0	0	
63069	36107	377860	394103	586765	0	1090561	377137	76347	0	2939515	54163	0	16625862	0	14888947	38405	635	0	200000	
63078											2430					20000	0	0	0	
63201											19					0	0	0	0	
63359											0					0	0	0	0	
63573											3152					16099	0	0	0	
63733											1289					7364	39	0	0	
63742											318					6354	1266	7000	0	
63751											63					205	0	0	0	
64150											209					2141	3010	0	0	
64543											2707					50604	1000	0	0	
64552											675					4234	0	0	0	
64619	0	193188	28901	327576	0	68985	0	31263	250	650163	9590	0	2100824	579	1970236	363354	0	0	43584	
64730											1487					21800	0	0	0	
65205											2497					0	40	0	0	
65241											1501					27000	0	0	0	
65513	4990	0	1066	1	0	0	0	67821	17136	91014	375	0	303380	0	253862	15400	0	0	0	
65559											541					485	6	0	0	
65746											8470					75006	5000	0	20931	
65858											7236					61094	0	0	0	
66015	0	28780	0	10151	0	50321	979	11510	0	101741	4421	52895	499559	0	497347	53000	0	0	10000	
66154											954					8041	0	0	0	
66172											10094					151403	7047	0	1014	
66275											203					0	0	0	0	
66837											1684					22000	0	0	0	
67142											464					9054	0	0	0	
67151											2433					40434	0	0	0	
67209											6670					99882	24894	0	2369	
67254											0					0	0	0	0	
67311											128007					961889	0	0	852525	
68345											1295					0	0	0	0	
68448											72					0	155	0	0	
68756											1136					0	0	0	0	
68831											493					0	0	0	0	
68840											1082					193	0	0	1041	
68859											1085					885	0	0	15766	
68943											1037					8500	0	0	0	
69333											8998					108611	0	0	8997	
69678											1880					12700	9	0	18312	
69847											0					0	0	0	0	
70049											526					0	0	0	0	
70058											976					6235	0	0	0	
70218											529					9000	0	0	0	
70254											289					3445	0	0	0	
70414											1940					8525	0	0	1152	
70638											574					7054	0	0	0	
70955											0					0	0	0	0	
71318											4065					60655	0	0	21813	
71457											1159					9358	0	0	0	
71859											0					0	0	0	0	
72258											0					0	0	0	0	
72351											38					0	0	0	0	
72454											235					3000	0	0	0	
72678											3518					68500	42	0	0	
73031											1334					15000	0	0	0	
73116											2535					22850	0	0	0	
73152											331					2000	0	0	0	
73554											883					14970	0	0	0	
73956											147					0	0	0	0	
74056											353					2829	0	0	2232	
74140											9840					104568	0	0	62705	
74159											133					1578	0	0	0	
74403											3806					45888	889	0	27748	
74449											25					0	0	0	0	
74458											658					5000	17	0	0	
75053											3691					72000	0	0	0	
75259											0					0	385	0	0	
75446											1988					31000	0	0	1462	
75455											0					0	0	0	0	
75558											395					0	0	0	0	
75633	103812	3732172	1578573	725030	2610	128381	127	99993	500497	6953354	254826	0	49058864	690828	44232200	4738381	82159	326313	1541936	
75651											323					500	0	0	0	
76135											753					6000	0	0	0	
76153											455					1812	0	0	0	
76443											1373					6934	0	0	500	
76854											2351					23089	74	0	0	
77150											131					975	0	0	0	
77253											599					0	0	0	0	
77347											3090					40996	0	0	16300	
77422											557					5000	1000	0	0	
77758											1143					625	0	0	17238	
77851											7771					49203	0	0	31266	
78036											2413					0	0	0	0	
78157											100					0	0	0	0	
78241											149					0	1	0	0	
78559											132					2338	0	0	0	
78858											9452					145700	0	0	0	
79042											183					1044	0	10000	26242	
79127											162					1010	0	0	0	
79145											2110					25729	0	0	0	
79257											51					0	0	0	0	
79855											2800					51736	0	0	467	
80020											130					1000	0	0	0	
80150											354					150	0	0	10000	
80431											675					124	0	0	0	
80552											6					0	0	0	0	
80936											916					7250	0	0	2047	
81429											730					8000	0	0	0	
82033											911					10000	0	0	0	
82257											137					57	0	0	0	
82350											297					581	0	0	0	
82659											373					5042	0	0	0	
83151											1047					13150	0	0	0	
83236											0					0	0	0	0	
83311											2699					24896	0	0	0	
83357											0					0	0	0	0	
83375											4680					54130	2461	0	0	
83638	90499	199213	37449	1341302	0	289477	10062	224676	25202	2620093	27387	0	6197587	0	5629734	151768	402213	0	985695	
83834											854					1852	0	0	1758	
83852											0					0	0	0	0	
83955											301					2189	0	0	0	
84046											501					9045	0	0	0	
84055											245					0	0	0	0	
84251											0					0	0	0	0	
84345											443					7563	0	0	0	
84541											2541					27242	0	0	3051	
84804											0					0	0	0	0	
85043											47					0	0	0	0	
85052											168					0	24	0	0	
85258											317					4000	0	0	0	
85454											0					0	0	0	0	
85856											100					0	0	0	0	
85931											1463					11982	0	0	0	
86349											591					4686	0	0	0	
86358											0					0	0	0	0	
86527											8706					258987	0	0	18756	
86554											281					1500	125	0	0	
87047											454					5000	0	0	0	
87159											109					0	0	0	0	
87234											1509					0	0	0	18051	
87476											3795					61400	0	0	0	
87533											1222					15182	0	0	117	
88240											128					500	0	0	5094	
88259											359					4091	0	0	334	
88352											0					0	0	0	0	
88455											1361					13480	0	0	21164	
88530											788					7874	0	0	0	
88950											125					996	0	0	100	
89032											933					0	0	0	0	
89135											398					5000	0	0	0	
89162											0					0	0	0	0	
89452											759					14092	0	0	0	
89751											2545					8838	0	0	6894	
89854											773					9425	0	0	0	
89957											118					0	0	0	0	
90047											0					0	0	0	0	
90328											1732					20000	69	0	10000	
90337											1577					1818	0	0	0	
90467											0					0	0	0	0	
90645											2					0	0	0	1178	
90739											178					0	0	0	0	
91156											922					7575	0	0	14822	
91259											764					6000	0	0	0	
91615											359					3621	0	0	0	
91651											317					16	0	0	0	
91754											1339					5104	0	0	0	
91950											0					0	0	0	0	
91969											3944					5500	2500	0	0	
92050											151					0	1	0	0	
92144											80					478	0	0	0	
92630											6267					50000	0	0	0	
92706											2484					37788	4944	0	1641	
92854											51					0	0	0	0	
92902											49					0	0	0	0	
93244											469					6000	0	0	3346	
93413											2182					27623	0	0	0	
93543											2063					22000	0	0	0	
93619											75					0	0	0	0	
93721											16171					87849	0	0	287342	
93758											303					0	0	0	0	
94139											600					0	72	0	15665	
94456											120					0	170	0	0	
94522											972					0	554	0	0	
94755											60					0	0	0	0	
94858											578					7500	0	0	0	
95051											748					12100	0	0	0	
95659											412					4500	0	0	0	
96553											128					0	0	0	0	
97055											1910					29200	0	0	0	
97279											283					45	0	0	0	
97457											389					5500	0	0	0	
97804											6852					95855	288	0	1273	
97943											1361					22771	0	0	0	
98351											0					0	0	0	0	
98454											975					5000	0	0	473	
98463											1077					1031	0	0	28851	
98548											718					0	0	0	4212	
98641											1527					25153	0	0	1619	
98717											985					12242	0	0	0	
99004											556					1300	0	0	0	
99059											2411					55860	0	0	0	
99143											1454					3296	0	0	0	
99255											162					0	0	0	0	
99442											1851					36410	0	0	0	
99536											522					100	0	0	1375	
99853											61					0	0	0	0	
99974											517					10885	0	0	0	
100236											364					0	0	0	0	
100357											956					0	0	0	0	
100553											206					2415	0	0	0	
100562											9235					26081	0	0	50000	
100843											6559					55681	0	0	2773	
101019	69011	11574	141366	264153	0	411609	15041	183918	41501	1143423	9336	0	5391985	1421902	3502931	151083	5250	20000	45500	
101037											2179					12	0	0	7404	
101233											39859					650000	0	754	900	
101345											438					0	0	0	0	
101439											372					0	280	0	0	
101671											2377					25000	0	0	22238	
101738											488					8	0	0	0	
101952											106					0	0	0	0	
102155											32					0	0	0	0	
102333											0					0	0	0	0	
102342											1035					3794	0	0	0	
102539											0					0	0	0	160	
102557											42					0	0	0	0	
103134											694					183	0	0	0	
103255											4008					41135	1250	0	0	
103536											1940					22000	0	0	5949	
103554											616					1000	0	0	0	
103563											46					0	0	0	0	
103602											0					0	0	0	0	
104038											9433					125602	575	0	8991	
104056											1558					15525	0	0	0	
104234											1240					11500	0	0	0	
104430											856					6000	0	0	0	
104542											0					0	0	0	0	
104663											1219					25000	0	0	0	
105026											2519					44000	0	0	0	
105044											116					0	0	0	0	
105053											824					10688	0	1300	0	
105071											2816					40300	0	0	0	
105222											1313					16000	0	0	0	
105530											702					5000	0	0	0	
105633											351					5	0	0	0	
106359											20398					127932	0	0	0	
106377											8651					168058	738	0	0	
106452											1307					0	0	0	8876	
106519											652					16000	182	0	0	
106546											939					14500	0	0	2020	
106555											188					329	0	0	0	
106658											1474					535	361	0	14272	
107057											143					160	0	0	0	
107226											268					0	0	0	0	
107244											15978					362303	0	0	54564	
107431											645					7000	727	0	0	
107459											0					0	13	0	0	
107758											371					5999	0	0	0	
108269											200					0	0	0	0	
108652											182					900	0	0	0	
108746											36					0	0	0	0	
108951											994					17119	0	0	0	
109136											1351					9000	0	0	0	
109154											420					3500	0	0	0	
109453											371					3580	0	0	0	
109574											2157					0	511	0	0	
109659											1368					15116	0	0	0	
109855											148					5000	0	0	1025	
110413											2218					33096	0	0	7201	
110655											98					642	0	0	293	
110936											243					1330	0	0	0	
110945											839					0	150	0	0	
111157											518					6500	0	0	0	
111205											5498					82201	11868	0	785	
111559											124					0	0	0	0	
111661											717					12297	0	0	2356	
111942											1104					12171	0	0	11383	
111979											739					1069	0	0	2497	
112163											4886					98322	0	0	0	
112332											517					5000	0	0	0	
112444											1171					12000	0	0	0	
112510											180					5547	0	0	0	
112556											171					800	0	0	0	
112837	74932	1640534	365916	13800956	749728	7685679	1963622	4285586	16516	30633704	854104	0	118099821	6175678	90967638	11226967	50235	0	794246	
113003											510					0	52077	0	0	
113030											227					0	0	0	0	
113441											2740					34000	0	0	4334	
113601											271					0	0	0	0	
113740											4302					53290	0	0	0	
113937											1534					15015	0	0	0	
114149											275					78	0	0	3238	
114158											824					5317	0	0	0	
114251											513					5050	0	0	0	
114260											4373					4796	0	0	435866	
114457											655					3979	0	0	0	
114756											1081					12503	0	0	0	
114774											17					0	0	0	0	
114840											2081					37053	0	0	0	
114859											480					1669	0	0	5603	
115100											1011					4328	96	0	2433	
115146											378					1800	0	0	1113	
115155											717					5600	0	0	0	
115221											1612					23500	611	0	0	
115575											1656					12446	1311	0	254	
115641											16383					192423	0	0	88806	
116077											3522					39010	270	0	0	
116358											182					0	0	0	0	
116554											0					0	0	0	0	
116639											0					0	0	0	0	
116732											0					0	0	0	1600	
116741											184					1500	0	0	0	
117038											1111					8474	0	0	0	
117458											3701					14373	0	0	8855	
117672											1298					3450	0	0	0	
117775											360					3075	0	0	0	
117841											3066					45645	34	0	0	
118156											0					0	0	0	0	
118174											2134					15890	1897	0	0	
118660											1999					37833	0	0	0	
118736											1171					14534	0	0	0	
119153											240					412	0	0	0	
119274											2955					8154	0	0	0	
119528											3797					47000	65	0	0	
119779											9465					133469	3941	0	1578	
120542											251					176	0	0	0	
120609											2918					21500	4559	0	0	
120953											0					0	0	0	0	
121576											1523					6615	3190	0	0	
121642											14844					261725	0	0	89825	
121651											10					0	0	0	0	
121914											946					9	0	0	0	
122153											203					0	0	0	0	
122546											2157					1000	14	0	0	
122658											4632					0	0	0	0	
122751											148					825	0	0	0	
122854											3040					56983	0	0	0	
123178											4649					67722	1000	0	591	
123440											854					12219	0	0	0	
123646											3971					14118	0	0	71500	
124344											2418					6000	0	0	0	
124353											19					0	0	0	0	
124773											374					5500	0	0	0	
124830											660					5510	0	0	0	
125154											2047					14019	2935	0	0	
125855											484					598	0	0	5908	
125958											0					0	0	0	0	
126012											962					15000	0	0	0	
126049											377					2983	0	0	0	
126254											9908					54679	18	0	55689	
126553											1367					1000	258	0	4497	
126740											3000					25500	0	0	31353	
126834											734					0	0	0	0	
127055											2350					12750	0	0	0	
127224											769					218	0	0	0	
127260											44243					602900	2403	0	0	
127701											2059					36753	2638	0	0	
128258											0					0	0	0	0	
128511	19978	0	0	978	0	0	0	0	0	20956	66	0	280299	0	61682	0	0	0	0	
128904											38179					76202	390	0	327889	
128959											1646					69	0	0	0	
129349											79					0	500	0	20481	
129358											32					0	0	0	0	
129394											13712					299681	0	0	0	
129479											1008					11033	0	0	0	
129732											1785					0	10797	0	0	
129853											337					802	0	0	0	
129910											1090					19063	0	0	5657	
130345											1247					19600	0	0	0	
130541											12625					177487	0	0	138770	
130635											4096					67418	0	0	115	
130813											1520					15000	0	0	0	
130943	13019	0	3200	15764	0	0	2959	13551	0	52169	51461	999	3484344	0	3272251	537970	3676	0	0	
131034											716					0	0	0	4520	
131155											484					5170	0	0	0	
131173											6782					111525	26	0	39750	
131418											3296					49518	0	0	4509	
131436											2434					35500	0	0	0	
131650											9340					89380	1011	0	164183	
131717											491					2467	0	0	791	
131940											361					2000	0	0	0	
132107											7568					121309	6259	0	0	
132152											349					4308	0	0	0	
132219											543					3603	0	0	0	
132451											369					0	0	0	1310	
132554											3794					35000	0	0	0	
132853											1637					22000	0	0	0	
132938											156					3	0	0	0	
133243											0					0	0	0	0	
133850											5784					66390	20	0	39834	
133971											4758					60000	4798	0	0	
134156											280					3733	0	0	0	
134437											2568					30000	1080	0	27812	
134455											1598					7455	0	0	0	
134848											311					0	0	0	0	
135751											34					0	0	0	0	
135836											1008					7080	0	0	0	
135854											301					5462	0	0	0	
136048											807					13115	0	0	0	
136338											1563					15433	0	0	0	
136459											200					0	0	0	0	
136655											383					4780	0	0	457	
137205											3841					156633	36301	0	0	
137447											888					575	0	0	0	
137456											504					4499	0	0	0	
137559											28					0	0	0	0	
137643											335					3247	0	0	0	
137652											1325					0	0	0	0	
137821											283					70	0	0	0	
137915											426536					2475000	353124	54718	683123	
138051											0					0	0	0	0	
138257											45					0	0	0	0	
138350											227					0	0	0	0	
138556											184					0	175	0	0	
138725											90					0	0	0	0	
138752											33					0	0	0	0	
139133											958					9112	859	0	0	
139432											0					0	0	0	0	
139478											16096					318220	1093	0	232	
139553											2875					20868	0	0	0	
139656											2121					13977	0	0	9104	
139740											9278					125050	0	0	30532	
139834											795					7000	393	0	0	
139843											4239					62200	5534	0	1940	
139955											766					4267	0	0	155	
140018											10492					167154	0	0	28000	
140157											444					3512	0	0	0	
140362											2276					40375	0	0	0	
140634											335					442	0	0	0	
141211											1626					12215	0	0	1726	
141341											1563					10250	0	0	0	
141350											109					0	0	0	0	
141453											30					0	0	0	0	
141556											2083					13778	0	0	15804	
141734											17255					302213	0	50000	405250	
141958											406					0	0	0	0	
142049											227					607	0	0	1535	
142571											381					0	0	0	0	
142656											271					2762	0	0	370	
142955											14305					238047	0	0	20574	
143158											0					0	0	0	0	
143653											145					0	75	0	0	
143662											19267					206458	1959	0	50274	
143859											337					2007	0	0	878	
143952											866					1500	0	0	7791	
144034											2048					5000	0	0	0	
144052											762					8308	0	0	3849	
144155											1370					24106	0	0	5603	
144436											1822					19876	0	0	0	
144856											1264					4136	0	0	0	
144913											811					0	0	0	0	
145059											637					800	0	0	0	
145545											2213					5333	0	0	23312	
145554											1437					11824	0	0	0	
145741											320					3363	0	0	5643	
145750											431					3000	0	0	0	
145844											487					1363	0	0	0	
145956											0					0	0	0	0	
146056											203					0	0	0	0	
146533											0					0	0	0	0	
146618											482					3518	0	0	0	
146654											1649					33551	0	0	0	
146663											0					0	0	0	0	
146850											739					11500	0	0	0	
147053											472					2000	0	0	400	
147174											2590					25190	0	0	0	
147633											673					7	292	0	0	
147651											0					0	0	0	0	
147679											705					10750	0	0	0	
147839											5378					52000	557	0	0	
147857											1096					9164	0	0	0	
147923											439					4000	1	0	0	
148144											228					2500	0	0	0	
148238											698					6563	0	0	0	
148340											294					1000	0	0	0	
148715											1510					4500	0	0	0	
148809											1663					15000	1601	0	7500	
148920											242					3000	0	0	1090	
149150											1258					8870	754	0	0	
149235											655					0	0	0	0	
149253											2680					0	0	0	729	
