"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1698	RCFD1699	RCFD1701	RCFD1702	RCFD1703	RCFD1705	RCFD1706	RCFD1707	RCFD1709	RCFD1710	RCFD1711	RCFD1713	RCFD1714	RCFD1715	RCFD1716	RCFD1717	RCFD1718	RCFD1719	RCFD1731	RCFD1732	RCFD1733	RCFD1734	RCFD1735	RCFD1736	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1698	RCON1699	RCON1701	RCON1702	RCON1703	RCON1705	RCON1706	RCON1707	RCON1709	RCON1710	RCON1711	RCON1713	RCON1714	RCON1715	RCON1716	RCON1717	RCON1718	RCON1719	RCON1731	RCON1732	RCON1733	RCON1734	RCON1735	RCON1736	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	
1557																																																																																																						0	0	6828	0	0	0	0	0	0	0	0	7606	7820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5646	5712	7647	7862	0	5646	5712	41	42	0	0	2343	0	0	704	1639	4152	4737	2276	0	0	0	0	0	0	0	0	0																									0	0	0	0	
1632																																																																																																						0	0	25700	0	0	0	0	304	322	0	0	28967	29927	0	0	0	0	0	0	18685	19724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49446	51476	0	0	0	1490	1503	0	0	9259	0	0	1005	8254	8719	3617	10158	0	109	0	0	0	9503	10111	0	0																									0	0	0	0	
1669																																																																																																						0	0	41060	0	0	0	0	0	0	59826	63488	48115	49446	0	0	0	0	3907	3997	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79505	83585	48122	49453	0	15772	16100	0	0	0	0	29570	0	0	4078	25488	45879	40553	9046	0	0	7	0	0	3907	0	0	0																									0	0	0	0	
1829																																																																																																						0	0	14982	0	0	0	0	0	0	0	0	17860	18028	0	0	1992	2067	0	0	44668	45966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1499	1433	0	0	0	0	0	0	86629	87457	0	0	0	18692	18192	0	0	1181	1918	1771	75	1057	7705	11933	9531	7347	971	1470	2937	746	32719	9190	0	0																									0	0	0	0	
1856																																																																																																						0	0	121263	0	0	0	0	0	0	24241	23947	11000	10330	0	0	0	0	0	0	502	512	0	0	0	0	73068	73957	63782	64465	0	0	0	0	0	0	57019	51607	0	0	0	0	0	0	0	0	99356	99962	132303	126914	0	2047	2058	0	0	0	0	1800	0	0	1800	0	150	97	34571	0	0	0	0	512	0	0	140271	48868																									0	0	0	0	
2040																																																																																																						0	0	19164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9882	10284	0	0	0	0	0	0	2907	2895	0	0	798	637	0	0	8108	6504	0	0	1000	1000	0	0	0	0	0	0	40452	39474	0	0	0	17757	18154	0	0	592	0	0	1380	212	2736	3594	11232	0	0	0	0	447	6783	3054	4091	5945																									0	0	0	0	
2161																																																																																																						0	0	18944	0	0	0	0	0	0	0	0	3002	3042	4	4	540	571	0	0	22139	22595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	35979	36697	0	0	0	10298	10489	0	0	4372	0	0	100	3547	3381	2235	4268	0	0	774	2495	697	16100	3104	0	0																									0	0	0	0	
2376																																																																																																						0	0	365867	0	0	0	0	0	0	0	0	108844	109840	5348	5299	2592	2593	55646	56388	57225	59244	0	0	0	0	71506	72276	79234	80604	0	0	0	0	1084	882	0	0	0	0	2000	2140	0	0	0	0	133584	134845	255539	260065	0	0	0	0	0	0	0	0	5644	5644	0	0	0	22505	49178	40296	21373	17931	33540	9686	37927	2373	137238	15957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2554																																																																																																						0	0	1025	0	0	0	0	0	0	0	0	1390	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1397	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2732																																																																																																						0	0	42259	0	0	0	0	0	0	0	0	11785	12187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002	2004	0	0	0	0	0	0	56273	58063	0	0	0	42486	43872	0	0	10767	0	0	798	11291	20326	21951	3697	0	0	0	0	0	0	0	0	0																									0	0	0	0	
2750																																																																																																						0	0	9422	0	0	0	0	0	0	0	0	3493	3554	0	0	1997	2001	0	0	3104	3157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	418	0	0	0	0	0	0	11595	11465	0	0	0	2452	2335	500	502	149	0	0	0	0	468	140	4690	959	157	1174	3263	149	0	414	0	0																									0	0	0	0	
2938																																																																																																						0	0	93763	0	0	0	0	579	620	0	0	49844	51812	0	0	824	831	0	0	42402	44298	0	0	0	0	0	0	167	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96251	100256	0	0	0	2435	2526	0	0	12028	0	0	1507	9917	11355	9692	22487	0	604	0	1230	0	31673	11622	0	169																									0	0	0	0	
3252																																																																																																						0	0	43891	0	0	0	0	1742	1704	0	0	6173	6190	0	0	3728	3904	0	0	17999	18446	0	0	0	0	0	0	22098	22360	0	0	0	0	0	0	478	464	0	0	696	637	0	0	0	0	320	322	61490	62242	0	320	322	8576	8537	4924	4942	1281	0	0	3573	104	1125	3329	8882	375	2698	446	1058	0	5750	12398	0	22824																									0	0	0	0	
3458																																																																																																						0	0	8853	0	0	0	0	0	0	0	0	7855	8079	0	0	0	0	0	0	220	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	684	0	0	0	0	1973	1956	8815	8992	0	1831	1814	0	0	0	0	1276	0	0	402	832	3947	1220	4069	125	0	43	0	0	186	0	0	0																									142	0	142	0	
3720																																																																																																						0	0	26817	0	0	0	0	0	0	0	0	9200	9206	0	0	8476	8519	0	0	16643	17160	0	0	0	0	0	0	496	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9861	9996	40833	41441	0	9861	9996	6018	6060	0	0	4183	0	0	710	3010	7406	8934	5067	0	0	463	1465	1031	17130	5590	496	0																									0	0	0	0	
3953																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	
4138																																																																																																						0	0	19043	0	0	0	0	7361	7825	0	0	17043	17135	0	0	0	0	0	0	1029	1034	0	0	0	0	0	0	2305	2322	0	0	851	879	0	0	1572	1532	0	0	0	0	0	0	0	0	0	0	36004	36684	0	0	0	5811	5911	0	0	0	32	46	3399	1045	3650	4958	14341	3477	0	0	0	0	0	1034	2322	2411																									0	0	0	0	
4156																																																																																																						0	0	23036	0	0	0	0	0	0	0	0	15421	15835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48506	50077	0	0	0	33085	34242	0	0	6063	0	0	1272	4791	11594	11984	20345	91	0	0	0	0	0	0	0	0																									0	0	0	0	
4231																																																																																																						0	0	14821	0	0	0	0	0	0	0	0	5716	5730	0	0	10771	10783	0	0	2489	2487	0	0	0	0	0	0	409	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28137	27817	0	0	0	8752	8423	0	0	0	0	0	0	0	1422	195	8931	3605	0	0	0	0	1241	12029	0	394																									0	0	0	0	
4437																																																																																																						0	0	21080	0	0	0	0	0	0	0	0	9499	9967	0	0	0	0	0	0	10859	11294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1518	1371	0	0	0	0	1315	1351	45644	46307	0	1315	1351	23768	23675	0	0	1788	0	0	825	1283	2341	2916	26697	2266	0	0	1020	467	5281	4526	0	0																									0	0	0	0	
