"IDRSSD"	RCON5562	RCON5563	RCON5564	RCON5565	RCON5566	RCON5567	RCON5568	RCON5569	RCON5570	RCON5571	RCON5572	RCON5573	RCON5574	RCON5575	RCON5576	RCON5577	RCON5578	RCON5579	RCON5580	RCON5581	RCON5582	RCON5583	RCON5584	RCON5585	RCON5586	RCON5587	RCON5588	RCON5589	RCON6860	RCON6999	
13037			56	1703	28	3325	23	9782	120	2099	9	924	7	2787			10	312	2	339	0	0	0	0	0	0	1	229	false	false	
13103			62	3041	139	19333	248	100649	379	8834	127	11756	111	25150															false	false	
13251	253	976													42	450													true	true	
13457			6	97	2	211	1	495	41	599	2	135	1	431			12	312	6	693	4	1355	151	1932	15	1268	10	2486	false	false	
14052			69	4105	14	2062	26	16012	62	1207	9	1285	2	1302			3	41	1	232	2	663	9	222	2	314	0	0	false	false	
14155	70	302															101	4523	60	7714	12	5036	544	10799	23	3296	2	857	false	true	
14454			7	392	5	401	5	1419	52	739	5	454	1	286			10	515	3	315	2	644	17	448	2	220	2	371	false	false	
14650	25	91													13	66													true	true	
14753	16	49													35	232													true	true	
14865			62	2802	71	9501	28	10419	193	4080	37	4012	28	7870			36	1813	69	9320	40	11656	241	5524	105	11272	34	8300	false	false	
14977	8	28															26	826	11	810	2	329	138	3400	25	3084	10	2764	false	true	
16337			40	1906	64	8796	82	38238	376	8079	50	4750	48	15625			4	167	6	927	8	2171	2	58	0	0	0	0	false	false	
16458			22	829	40	5220	51	17376	207	4277	37	4169	15	5598			4	215	4	389	2	771	4	75	4	431	2	430	false	false	
16551			51	2052	40	4729	24	9459	188	4212	32	3015	14	4335			13	539	11	1474	8	2275	43	732	3	542	3	1310	false	false	
16748			16	600	11	1481	3	998	35	573	5	272	4	1204			10	324	11	1448	4	1255	27	616	5	661	1	494	false	false	
16944	26	23															10	545	6	976	1	355	6	48	0	0	0	0	false	true	
16953	27	133													21	309	0	0	0	0	0	0	0	0	0	0	0	0	true	true	
17110			0	0	0	0	0	0	2	21	4	619	11	10256															false	false	
17147			736	30192	646	81905	761	315495	2246	49320	647	64913	628	179189			371	14463	307	37046	136	37935	583	15693	164	17850	76	14881	false	false	
17259			21	924	10	1603	6	1894	20	1431	5	739	5	1660	116	31													true	false	
17464			115	4455	251	32553	377	161761	1349	29070	337	31728	210	53912			11	575	9	1337	4	1082	66	1301	14	1379	0	0	false	false	
17950			106	8008	63	8787	35	12427	330	8108	30	2994	13	4370			63	3370	32	5172	25	7093	339	7325	13	1905	4	1988	false	false	
18050			64	2467	73	9009	53	21436	391	5758	33	3523	13	3805			117	4768	35	4769	10	2790	168	2251	8	892	1	273	false	false	
18135			5	208	3	358	11	3102	78	2688	69	9412	59	17785															false	false	
18377			7	470	11	1321	0	0	0	0	0	0	0	0			0	0	6	910	1	217	0	0	0	0	0	0	false	false	
18827			60	2350	48	5650	47	14303	116	2812	26	2141	31	8403			0	0	3	164	0	0	3	54	0	0	0	0	false	false	
18836			36	1707	27	3050	33	9607	49	898	1	112	1	500			28	890	19	2232	9	1819	35	555	4	362	0	0	false	false	
18854			23	1121	21	2969	15	7380	127	2471	26	3837	35	15599			54	1978	18	2638	9	2971	77	1833	14	1810	7	2436	false	false	
18957			21	595	5	623	9	2347	46	789	12	1476	9	2557	73	28	0	0	0	0	0	0	0	0	0	0	0	0	true	false	
19356			8	239	4	290	4	2430	4	49	7	877	8	4083			2	28	1	84	0	0	11	206	0	0	2	260	false	false	
19730			134	6934	252	33380	378	159825	196	5473	100	12289	147	55095			15	523	14	1737	8	2489	36	1041	11	1517	7	1974	false	false	
19936			51	710	71	7819	46	18634	190	533	31	4326	22	9266			56	942	29	4099	19	5867	68	473	13	1614	7	2187	false	false	
19972			0	0	0	0	0	0	2	22	1	128	0	0			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
20053			22	969	12	1882	13	4620	55	1184	4	345	3	490			13	770	11	1654	3	835	78	2095	9	1144	0	0	false	false	
20370			15	679	30	3166	74	21357	71	1141	32	2245	30	2688			0	0	0	0	0	0	0	0	1	51	0	0	false	false	
20512	4	32																											false	true	
20633			59	2241	57	6972	64	25194	114	2990	35	3029	5	1076			1	45	1	94	0	0	0	0	1	200	1	412	false	false	
20857			33	947	12	1884	10	4342	65	1487	20	2173	15	4838			23	889	23	2530	15	4380	100	3044	31	3432	63	16153	false	false	
21256			5	170	3	221	0	0	10	154	1	96	0	0	3	9													true	false	
21359			5	258	6	994	0	0	32	634	9	1692	0	0	36	97													true	false	
21630			27	846	11	1792	13	4747	72	1536	9	1494	4	1213			2	113	3	322	0	0	12	358	4	471	2	726	false	false	
21658			72	3061	33	3419	33	7785	185	3028	41	1965	15	2209			106	3682	63	6747	18	3906	225	3341	77	2947	22	2072	false	false	
22048			47	1895	42	4938	46	19709	367	6390	47	4770	11	4074			3	104	3	333	9	172	17	468	4	314	9	2061	false	false	
22356			30	1057	43	5104	36	11729	120	2690	36	2704	32	8438			26	1223	24	2369	11	2288	60	1263	37	3591	25	6223	false	false	
22459			25	1152	12	1967	10	2994	147	2016	9	1002	6	1768			31	1118	3	557	1	404	108	1536	2	301	0	0	false	false	
22543			34	1407	40	5421	38	5491	68	1007	3	359	0	0			1	87	4	599	0	0	0	0	0	0	0	0	false	false	
22552	72	170															40	1555	37	4821	28	9025	277	5153	33	3932	17	3832	false	true	
22730			62	1965	31	3959	17	6524	63	1485	16	1543	16	4375			1	3	1	61	0	0	0	0	0	0	0	0	false	false	
22936			47	2024	55	7703	73	30771	326	6108	53	5604	24	7675			34	1210	31	4235	12	3963	46	1195	13	1162	9	2472	false	false	
22954			18	771	22	2943	15	4628	181	2316	23	1995	15	3249			71	2985	48	5720	10	2378	150	3225	24	2538	16	4099	false	false	
23045			11	345	6	792	3	862	13	251	3	582	1	300			2	63	2	183	1	248	0	0	2	249	0	0	false	false	
23241			254	9231	181	23531	154	64216	1713	25266	218	20914	180	51164			210	7824	111	12563	39	10314	353	7691	87	9218	29	5677	false	false	
23456			66	2862	30	3812	9	2862	104	1927	15	2097	19	5479			38	1680	24	3028	6	1607	57	1255	15	2042	7	1995	false	false	
23504			22	1127	79	10113	179	82431	654	18642	97	10299	56	21976			0	0	1	175	0	0	0	0	0	0	0	0	false	false	
23540			4	128	4	485	13	6677	46	1116	20	2366	8	1824			0	0	1	249	0	0	0	0	0	0	0	0	false	false	
23643			64	2406	41	5046	23	7987	123	2633	39	3963	25	7150			6	184	5	667	6	1570	16	417	3	389	2	563	false	false	
23755			32	1712	21	2813	44	22760	82	1835	15	1747	7	2870			2	80	0	0	2	722	3	35	0	0	0	0	false	false	
23812			44	805	89	10684	191	78419	301	6980	89	9087	88	25313			0	0	3	558	4	1359	1	86	0	0	0	0	false	false	
24006			15	1063	48	6788	127	60381	221	6025	67	7170	82	31121															false	false	
24453			15	649	19	2547	27	12668	27	527	12	1697	10	5472			0	0	0	0	0	0	0	0	0	0	0	0	false	false	
24659			20	982	7	1104	5	1806	59	1475	21	2678	15	3168			12	446	4	511	4	1365	216	1724	7	746	9	1876	false	false	
24668			39	1794	33	3744	23	10249	143	2895	12	1233	11	3161			9	397	7	650	6	1726	53	582	3	320	4	888	false	false	
24855	0	15													11	102													true	true	
24949			169	6844	136	18748	139	53706	188	3377	47	5477	48	15842			29	1075	14	2318	4	1097	74	1319	5	613	1	225	false	false	
25357			36	1369	11	1780	30	23803	73	473	7	1496	4	2638			3	237	0	0	5	1561	0	0	0	0	0	0	false	false	
25647			10	591	19	2636	27	12290	12	318	6	607	2	907			0	0	0	0	2	453	0	0	0	0	0	0	false	false	
26149			105	4174	25	3353	13	6912	130	3145	29	3072	11	3610			6	185	3	374	0	0	9	298	2	249	2	797	false	false	
26242			100	4115	64	9757	99	50493	386	7440	24	2060	15	5995			42	1910	58	9567	0	0	21	614	9	1036	19	6916	false	false	
26457			13	312	2	189	2	1015	15	383	4	535	0	0			51	1809	24	2660	11	2545	79	1178	4	585	0	0	false	false	
26765			7	405	29	4420	53	27691	93	2628	32	3492	38	12513	7	9													true	false	
26859			15	564	36	4986	66	23426	157	5331	41	3952	59	17251			0	0	0	0	0	0	7	111	1	11	0	0	false	false	
26916			61	2337	96	11862	144	57161	282	5288	54	4048	13	3695			5	297	6	723	9	2213	1	22	0	0	0	0	false	false	
27548			75	4342	69	12386	79	41877	498	13874	139	17387	71	62496			5	139	5	366	1	302	5	108	1	83	1	223	false	false	
27614			53	3155	38	4580	21	7072	72	2676	4	448	1	644			3	155	9	993	0	0	2	33	1	201	0	0	false	false	
27847			290	9577	89	11718	62	22352	624	10176	27	2606	10	2384			428	10527	80	10478	69	20919	552	7124	12	1033	0	0	false	false	
28152			33	1191	27	4244	19	7787	76	1308	15	1403	7	2354			30	1189	44	4727	4	1293	38	931	5	691	2	579	false	false	
28255			18	615	17	2298	21	10051	92	2267	19	1593	15	4967			12	474	10	1426	5	1811	59	908	4	213	5	1146	false	false	
28349			22	662	24	3025	24	11036	107	2840	17	1971	28	9110			15	482	6	861	4	1317	10	151	1	118	1	283	false	false	
28406			0	0	2	415	1	286	0	0	0	0	1	1000															false	false	
28572	8	0													1	0													true	true	
28732			40	1455	20	2772	18	7656	21	487	10	1173	11	3703			2	110	4	542	4	782	3	122	3	465	0	0	false	false	
29104			11	310	59	7779	117	52760	229	6955	61	7324	42	16873															false	false	
29636			268	11066	111	16973	74	36351	909	13179	29	4268	17	7292	673	322													true	false	
29953			14	541	14	1981	29	19617	48	1031	10	1090	12	3393			10	445	15	1966	21	7609	9	203	6	583	3	958	false	false	
30052	50	34																											false	true	
30258			99	4045	94	13936	149	42347	403	9337	59	5793	50	18633	10	18													true	false	
30418																													false	false	
30502			58	3043	119	15494	174	66861	485	11833	44	3126	51	15377															false	false	
30650			11	633	20	2776	33	14767	204	4097	32	1799	27	5638			2	54	2	248	0	0	0	0	2	300	0	0	false	false	
30810	0	143525																											false	true	
31134			29	883	14	1782	13	5004	188	3098	10	1239	1	60			46	437	6	709	0	0	46	1038	6	832	2	605	false	false	
31255			15	734	25	3247	45	21195	167	4442	36	2863	28	6941			0	0	1	62	0	0	1	16	0	0	0	0	false	false	
31657	134	217													48	80													true	true	
31826			95	3285	50	5965	18	5378	206	5877	14	1365	8	3129	67	70													true	false	
31835			28	680	5	1685	3	1232	146	3374	9	1366	13	3135			13	470	5	644	4	1408	96	2117	28	2162	24	5076	false	false	
32234			32	1555	14	1918	10	3488	28	626	10	1187	4	1012			13	413	11	1892	4	1158	45	958	11	1349	5	1209	false	false	
32766			30	1059	14	1349	11	3250	74	1758	8	992	0	0															false	false	
33147			59	2212	44	6163	57	28069	255	5898	60	7716	47	18544			20	852	17	2322	9	3478	61	2066	23	3212	29	12049	false	false	
33259			58	4110	96	14704	161	71856	215	5965	90	8607	75	22445			1	100	3	302	1	254	0	0	0	0	0	0	false	false	
33268			16	799	9	1388	1	278	134	2088	9	906	7	2479			32	1042	12	1266	5	999	132	2566	18	2314	11	2848	false	false	
33727			18	895	43	5946	62	26537	108	3130	19	2214	24	7561			0	0	1	149	0	0	1	49	0	0	0	0	false	false	
33754	20	33													3	10													true	true	
33839			31	1143	3	312	1	391	37	985	2	114	0	0			4	111	3	353	5	1236	49	1769	1	122	0	0	false	false	
33857	0	195															15	823	16	2147	11	2258	61	1298	20	1700	9	1682	false	true	
34153			57	1934	78	8726	121	38861	324	5872	60	4278	74	14258			43	1477	37	2415	37	13684	126	5289	32	5103	10	3237	false	false	
34359			10	243	4	445	2	435	30	837	8	579	3	712			13	376	7	590	2	622	32	662	11	1226	3	1000	false	false	
34425			36	1953	60	8928	62	25418	194	3086	27	2663	18	3904			1	67	0	0	0	0	0	0	0	0	0	0	false	false	
34434			262	8295	83	10779	72	31998	155	3453	24	2279	6	1224			6	263	0	0	2	170	6	118	2	439	2	648	false	false	
34452			48	1640	24	3143	13	5550	126	3265	30	4103	16	5956			0	0	1	193	0	0	1	22	0	0	0	0	false	false	
34537			70	3890	136	19218	241	102268	373	6020	39	3275	45	16009			6	342	4	485	3	640	10	219	0	0	0	0	false	false	
34555			104	3401	23	2653	25	13425	160	2197	7	1178	5	2210	335	436													true	false	
34742			53	2192	38	5564	44	17817	231	3256	21	2623	6	2189			36	975	13	1486	4	1176	90	1233	3	414	0	0	false	false	
34836			12	680	8	1095	7	2531	11	285	3	299	1	34			2	113	4	606	0	0	3	125	4	619	0	0	false	false	
35057	63	200													142	193													true	true	
35301			0	0	1	165	4	2882	0	0	0	0	0	0															false	false	
35570			4	213	38	6079	161	85277	72	2342	32	3952	42	13684															false	false	
35646			12	402	3	579	2	614	126	2915	10	1771	5	2518	5	32													true	false	
35842			49	1966	25	3278	24	9474	133	3119	10	1200	5	1795			23	897	6	626	4	924	46	923	7	436	1	188	false	false	
36054			44	2047	94	12603	162	61128	437	7993	131	10925	107	28038			0	0	1	105	1	252	1	27	0	0	0	0	false	false	
36344			51	1861	57	7234	55	23435	222	5631	42	6024	23	8674			43	1476	29	3266	17	4612	66	1798	26	3894	14	4046	false	false	
36456			20	439	6	796	5	2341	97	2112	12	1214	6	1762			34	1176	29	3729	16	3319	407	8265	89	10424	32	6634	false	false	
36858			5	123	19	2554	32	13357	107	2116	40	4051	23	7496			1	15	0	0	0	0	0	0	0	0	0	0	false	false	
36933			54	3034	18	2056	13	5128	142	3636	7	625	6	1780			53	2016	8	1024	1	326	53	2221	4	424	3	1247	false	false	
37051			22	665	6	952	16	6401	0	0	2	322	0	0			63	2350	36	5651	13	3950	93	1790	16	2116	4	1433	false	false	
37341	30	60															10	288	15	2061	2	394	34	653	2	168	0	0	false	true	
37378			29	1629	47	6308	47	21757	106	3012	34	3960	26	7575			25	1190	28	4113	18	5469	35	1183	29	2860	19	4247	false	false	
37435			162	7074	190	26906	175	69210	721	12873	51	4364	31	8935			18	984	14	2273	12	3941	4	63	1	81	0	0	false	false	
37640			418	16645	270	35319	300	133797	496	14104	160	17378	143	66869			189	7602	163	20330	126	37976	220	7357	68	7984	47	15420	false	false	
37659			34	1082	8	880	2	490	101	1879	18	1380	3	738			32	868	10	1163	2	486	171	2243	6	731	1	254	false	false	
37743			25	2425	17	1918	23	10838	104	2627	17	2013	12	3554			10	321	10	1385	7	2405	44	725	3	170	3	204	false	false	
37949			38	1333	20	2348	8	3012	165	3375	26	2858	33	11759			28	1182	30	4233	12	3574	112	2537	30	2845	15	3535	false	false	
38535			11	446	30	4238	35	15937	48	1154	16	1487	20	6167			2	22	2	312	2	405	0	0	0	0	0	0	false	false	
38740			51	1613	30	3389	41	17837	145	3087	18	1928	6	1781			14	329	3	349	1	385	3	29	0	0	0	0	false	false	
39327			63	2494	60	6786	73	27399	148	2591	38	2488	28	6287			5	104	6	678	4	1553	3	27	2	343	0	0	false	false	
39420			339	20110	253	29736	244	93251	337	6460	97	8713	48	14861	1	1													true	false	
39475			193	9030	388	53190	384	154022	889	19784	210	20336	128	31149			123	5048	129	16625	51	12696	373	9176	144	14053	83	17360	false	false	
39756			54	2132	86	11177	97	39326	515	11318	116	13358	76	25526			39	1535	31	3503	5	1552	291	6699	60	6124	22	4456	false	false	
40033	46	79													179	12													true	true	
40350			2	87	5	850	0	0	63	1225	6	557	7	1903			11	398	9	1228	3	1030	58	1231	24	2212	16	3718	false	false	
40707			73	3165	84	11010	80	28531	333	7679	100	9180	45	10913	2	0													true	false	
40855			12	431	11	1429	3	1145	74	1808	11	1012	7	2489			17	618	27	3656	16	545	69	1536	10	1075	12	2969	false	false	
41245	28	62															21	1191	16	2052	3	1082	65	1679	10	1129	4	1259	false	true	
41553			18	429	2	75	3	722	32	552	9	824	2	810			13	507	3	326	2	599	206	3608	17	1918	7	1913	false	false	
41629			21	930	31	4461	38	18356	102	1928	9	1320	5	1828			4	137	1	93	7	2004	6	63	1	120	0	0	false	false	
41647			166	7588	135	17474	123	48258	272	5999	41	3518	32	9367			406	11860	231	20357	162	28668	196	4824	51	3820	22	3669	false	false	
41759	18	82													46	113													true	true	
41825			0	0	9	1273	10	3972	11	252	1	106	3	811			2	98	1	232	0	0	1	21	0	0	0	0	false	false	
41937	72	227															54	1298	4	403	1	293	9	404	5	395	15	4308	false	true	
41955			12	162	2	194	0	0	24	119	0	0	2	561			20	1055	35	3542	0	0	282	5715	28	3711	9	1875	false	false	
42037			97	3199	19	2598	7	3151	130	2746	13	1983	6	2470			103	3065	24	3809	4	1669	31	810	3	545	0	0	false	false	
42055			20	670	11	1374	5	2489	66	1184	6	563	3	892			17	649	9	860	1	265	65	864	13	1055	9	2280	false	false	
42354			55	1771	18	2799	2	977	234	2549	9	504	3	675			33	1411	5	773	6	2100	158	1902	14	1394	1	254	false	false	
42420			911	33284	771	89215	498	163890	5030	63028	439	37967	315	77825			16	518	10	1122	2	505	0	0	0	0	0	0	false	false	
42448			113	4133	81	10064	65	26382	487	9292	48	4636	38	12366			164	6238	90	10644	39	12444	534	13010	118	14590	68	20718	false	false	
42457			3	161	1	200	1	120	28	966	6	733	0	0			28	1180	8	888	3	970	97	7074	3	256	1	235	false	false	
43052			47	1484	40	4247	44	13358	80	1543	18	1505	26	6600			1	39	0	0	0	0	4	169	2	419	2	547	false	false	
43351			0	0	0	0	0	0	9	81	1	140	1	575			5	128	5	953	0	0	14	193	1	188	0	0	false	false	
43454	33	60													35	42													true	true	
43511			79	4126	97	12056	120	46518	219	6426	60	7005	54	12350			21	1133	21	3164	28	13449	26	990	4	416	5	2019	false	false	
43744			41	1573	43	5680	35	12513	79	1872	6	1379	11	1423			8	244	3	522	5	1140	21	603	0	0	2	476	false	false	
43856			21	664	11	1379	6	1792	39	602	4	275	2	772			1	100	0	0	0	0	0	0	0	0	2	485	false	false	
43959			22	913	28	3240	26	8442	64	1523	11	1417	10	2822			0	0	0	0	0	0	3	36	2	158	0	0	false	false	
44040			110	4105	47	5895	30	10544	166	3471	19	2085	14	4555			161	6485	99	12765	34	8910	287	7188	63	6770	25	5328	false	false	
44433			7	324	16	2312	45	20523	26	921	17	2132	26	13269															false	false	
44741			91	3975	83	10180	92	29637	192	4128	23	1925	18	4456			4	63	2	221	2	315	8	108	2	123	0	0	false	false	
44750			99	4737	51	7917	53	37225	53	1460	6	918	5	2312			3	73	7	1192	2	683	6	206	0	0	0	0	false	false	
44929			42	1640	27	3137	21	6852	47	915	4	293	1	302			3	115	1	203	0	0	1	33	1	105	0	0	false	false	
45038			13	512	10	1000	10	3028	63	1306	16	1694	37	6136			26	1062	21	2720	11	2893	38	809	14	1555	8	1585	false	false	
