"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RIADG377	
587350																																																										0	4007	11634	23	4315	0	47855	0	47855	2603	11813	0	0	235090	0	49	993	27526	3220	16638	55755	1344	2673	6143	1697	3626	10268	32205	27801	42595	67050	20529	6722	0	0	0	0	0	0	0	0	3552	0		62694	42636	2208	20928	45307	49933	0	49	0			0	778																									0	0	0	0	0	0	0	0	0	0	0	0	1317	63663	117	0	140							8	
587677																																																										0	0	239	0	0	0	0	0	0	4969	4775	0	0	240611	0	0	0	218792	3659	66409	3319	4910	18482	46199	2890	77677	68634	6229	1132	3120	4472	5362	1504	0	0	0	0	0	0	0	0	84	0		0	0	589	947	1481	5076	0	0	0			0	2570																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0								
587743																																																										0	14519	2320		1026	0			1696	3866	2231	0	763	88072	0	0	0	20343	1849	4684	41077	4255	5306	7988	253	19	166	17453	19945	14047	5600	3382	365								63	93			0	0	1713	8778	9292	18396			0			0	4603																									0	0	0	0	0	0	0	0	0	0	0	0	120	49655		0	1124							2	
587752																																																										0	1066	446		589	1828			3396	706	895	0	0	39769	0	0	0	2987	361	729	12321	785	1668	121	382	29	0	8136	2083	5497	1221	3954	15233								0	60			0	0	240	3407	20660	4929			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		2765		0	27								
587800																																																										0	0	274106	0	0	11955	459711	0	459711	202539	61412	0	0	2269208	0	0	407264	498513	108750	129359	140365	42470	119255	152067	71481	97057	13432	691683	98684	286672	305155	295156	6511	0	0	0	0	0	0	0	0	368	0		0	0	24394	33236	30714	541168	0	0	0			5503	267																									0	0	0	0	0	0	0	0	0	0	0	0		610629	7001	27296	7001								
588058																																																										0	9660	592		10739	0			8588	0	10196	0	0	90996	0	0	0	30708	566	0	16021	595	1964	6971	13744	6610	622	7697	8215	12618	26179	5050	469								0	0			0	0	891	4689	10884	3384			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	99								
588245																																																										0	2939	2865		2879	0			11288	11795	1618	0	344	86845	0	0	0	31351	196	232	51429	5292	10963	14507	0	0	0	16269	18905	17890	623	320	0								203	46			0	0	5368	175	0	15225			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1500		0	553								
588348																																																										0	14667	0		32005	0			10518	413	7257	0	0	84477	0	0	0	13861	0	12547	30705	3152	1768	6155	2493	226	0	51548	4482	7266	5795	1043	0								0	0			0	0	405	398	4756	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		30993		0	197								
588441																																																										0	2259	1335		8361	0			29702	4241	3089	0	1301	144290	123	0	0	10794	1776	396	42996	665	1107	2672	1989	2430	1931	29510	21052	51375	20248	9136	0								0	86			0	0	1020	16584	27755	35931			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		16811		0	179								
589158																																																										0	24489	247		26008	0			10645	0	2671	0	0	71780	0	0	0	2059	215	29	22218	15	0	39	718	523	763	31294	15219	11091	9865	816	0								0	361			0	0	1114	0	3971	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		2411		0	0								
589439																																																										0	242	559		3	0			3229	804	3550	0	143	21032	0	0	0	6231	1194	0	4313	541	479	1838	1536	1756	81	2609	1488	4222	5525	847	0								0	0			0	0	747	426	0	3851			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	53								
589523																																																										0	1062	4774	418	201	0	33489	0	33489	29717	15574	0	8380	315714	0	0	0	32927	4775	3993	76840	1519	3943	7801	6002	12005	612	34602	38243	84846	59472	51871	4515	0	0	0	0	0	0	0	5365	5236	0		0	0	6535	26530	98882	41849	0	0	0			0	1226																									0	0	0	0	0	0	0	0	0	0	0	0	0	56169	0	0	418							0	
589943																																																										5	57202	34181	0	55873	2759	61082	0	61082	17375	7171	0	882	358425	0	0	5450	45681	4011	17234	86994	8986	6431	11451	12120	4685	2008	108609	27633	85526	87508	1849	1515	5	0	5	0	0	0	0	0	636	0		0	0	4298	7032	29037	33470	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		71490	489	0	489								
590145																																																										0	5334	0		10958	0			2971	0	2383	0	0	27398	0	0	0	5185	62	64	11354	167	66	998	2088	1857	0	3041	8080	3578	5494	1465	0								0	0			0	0	57	0	335	92			0			0	9																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	21								
590220																																																										0	2461	2902	0	0	1260	24589	0	24589	31042	9270	0	5211	257792	0	0	0	70606	8828	14756	59394	8545	5796	13637	15004	11704	15257	72189	17896	26257	26024	23788	8809	0	0	0	0	0	0	0	2249	1944	0		0	0	3157	36864	44351	13762	0	0	0			376	628																									0	0	0	0	0	0	0	0	0	0	0	0		94762	556	0	556								
590248																																																										0	479	8680		266	0			23218	15257	4883	0	0	187150	0	0	0	32241	9218	2384	32459	1034	2352	6879	9237	6931	5560	24781	20371	37767	60453	9722	48								0	179			0	0	672	9451	62459	20096			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		34399		0	51								
590640																																																										0	4630	1322		0	1256			13298	842	7051	0	0	131763	0	0	364	43098	7114	1248	38017	3708	6212	19355	10818	2515	0	16992	14700	30375	21214	4449	0								0	0			0	0	3439	7750	31708	11269			0			432	0																									0	0	0	0	0	0	0	0	0	0	0	0		124469		0	242								
590855																																																										0	3041	989	0	982	35573	43043	0	43043	18691	11975	0	1225	541604	111	0	0	46587	12410	1289	98854	3568	9887	17585	9005	4193	670	225510	49081	56994	45878	25036	49981	0	0	0	0	0	0	0	0	73	0		0	0	8077	44380	158907	183332	0	0	0			1182	404	2997	0	0	46	7295	225	232937	2206	0	0	0	224	2997	0	0	46	7943	225	239107	2394	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	172623	7581	422	7581							0	
590949																																																										0	29095	1214		1137	0			4631	3583	9183	0	811	113055	0	72	0	42304	258	34980	7529	1538	5199	16837	11434	3943	3231	10868	4816	24020	26362	4107	563								0	108			0	0	0	3057	0	17602			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		84147		0	0								
591209																																																										0	0	43		0	0			0	13787	1797	0	0	147418	0	0	0	127774	621	127774	45906	5636	25032	29249	55587	11310	0	11841	3397	1833	1898	667	0								0	0			0	0	2781	0	61	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	554								
591320																																																										0	5723	6803	0	0	709	53136	0	53136	63426	11156	0	950	503066	0	0	0	113345	2162	0	150364	11738	26613	36227	14021	3636	7359	48666	83274	108913	64515	66135	5288	0	0	0	0	0	0	0	2000	886	0		0	0	8556	59331	78327	96547	0	0	0			0	12929																									0	0	0	0	0	0	0	0	0	0	0	0	0	126593	718	0	718							0	
591357																																																										0	444	0		1710	0			2646	0	5291	0	0	37204	0	0	0	16150	136	101	10913	641	2082	5657	5889	1768	108	4360	4557	6613	4189	563	525								0	0			0	0	707	3914	6206	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	
591366																																																										0	16075	257		4563	0			21615	91	15415	0	0	152374	0	0	0	38597	1945	20164	31042	1201	2324	11468	8432	6924	7726	11142	17151	33023	19409	14807	15447								0	0			0	0	4294	14961	10711	23850			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		1689		0	0								
591740																																																										0	583	725		527	0			500	41	58	0	0	5859	0	0	0	2247	0	0	1904	168	502	871	395	311	0	391	843	644	1488	237	0								0	771			0	0	90	120	179	18			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
591825																																																										0	19651	26343	0	1420	10868	96738	0	96738	155544	19631	0	2615	1459720	0	0	96743	274520	3928	81208	384757	40322	22233	58321	21681	43511	56595	471786	44558	103741	93329	97165	115541	0	0	0	0	0	0	0	0	28757	0		0	0	30410	301740	292829	156098	0	0	0			1915	5383																									0	0	0	0	0	0	0	0	0	0	0	0	225673	1004575	8163	41333	8163							544	
591852																																																										0	8524	683		4772	0			10419	35	8643	0	4345	71238	0	2352	419	19762	230	11889	12896	2679	2379	4076	7179	2610	831	10404	6152	11988	13479	6501	2848								0	38			0	0	559	505	7308	2877			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	186								
591937																																																										0	171	51121	1040	0	2118	27114	0	27114	64691	815	0	344	463130	269	0	0	26908	2786	5578	96405	4195	4145	7199	5808	200	98	54643	54714	142546	99345	39069	40	0	0	0	0	0	0	0	0	48	0		0	0	8360	35740	86242	157489	0	0	0			0	95																									0	0	0	0	0	0	0	0	0	0	0	0	25200	123858	530	0	1570							24	
592439																																																										0	0	12865		0	3669			5629	0	564	0	0	103601	3	0	0	45416	3656	7371	13479	5140	3432	7592	4651	9874	1813	3457	2006	6446	4572	14080	4827								0	2500			0	0	483	9196	1108	21980			0			3235	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	207								
592448																																																										0	5085	2983		4519	0			12703	14013	2036	0	461	120123	0	0	0	51560	11541	1220	17852	307	387	4714	4222	1276	40552	5904	11254	12181	12354	12352	14470								0	2718			0	0	399	5697	5192	1216			0			1549	0																									0	0	0	0	0	0	0	0	0	0	0	0		20332		0	0								
592550																																																										0	18330	1831		16730	1427			18065	606	4440	0	243	85962	0	0	0	3359	0	0	42009	314	393	1470	582	0	0	16962	24340	26906	8171	2902	10								409	25			0	0	3205	5165	8102	2785			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	2667								
592644																																																										0	5050	581	0	15072	0	13919	0	13919	18936	10034	0	1075	184491	0	0	0	43750	2484	11669	44738	2997	1089	5351	2737	13276	17543	50158	10029	10288	26683	30583	12131	0	0	0	0	0	0	0	3465	334	0		0	0	8468	15571	40096	5247	0	0	0			0	1464																									0	0	0	0	0	0	0	0	0	0	0	0		0	0	409	0								
592859																																																										0	1200	46		1062	0			598	6	742	0	0	7925	0	0	0	2895	55	1999	1920	395	1614	179	37	544	126	1649	1583	837	435	520	0								0	0			0	0	286	559	476	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		2432		0	0								
593007																																																										0	4419	11430	0	1922	69	91624	0	91624	181506	9795	0	19073	1538533	286	0	1858	683651	38169	177561	75557	28067	76444	47798	36424	191639	296824	256751	52023	113132	158370	153184	110156	0	0	0	0	0	0	0	0	6408	0		0	0	4420	57817	128107	300047	0	0	0			1856	3054																									0	0	0	0	0	0	0	0	0	0	0	0		745734	431	0	431								
593052																																																										0	49530	12323	0	76485	0	29467	0	29467	6326	5787	0	0	301169	0	0	0	25913	4446	0	97141	1242	3592	2259	6332	346	11094	110366	13279	46333	77222	12770	1485	0	0	0	0	0	0	0	1858	0	0		0	0	4262	19305	65467	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		70843	0	0	0								
593249																																																										0	2513	574	0	437	0	55101	0	55101	2140	32506	0	289	165525	158	0	0	49413	129	0	32686	513	737	5014	11514	26612	4813	25079	25783	18892	20593	20992	4614	0	0	0	0	0	0	0	1229	0	0		0	0	207	649	19032	1002	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		27809	462	0	462								
593333																																																										0	6554	1332		3972	0			7954	153	5389	0	152	42011	0	0	389	9610	1254	7820	8159	209	2381	2966	1768	1575	668	3236	8260	10217	5657	3965	784								0	42		0	0	0	198	291	3239	1102			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		7437		0	769								
593351																																																										0	753	516		122	0			2205	6618	214	0	0	17213	0	0	0	4395	55	412	7314	1678	674	1195	518	0	60	8598	1891	1173	1156	0	0								0	0			0	0	0	39	0	2296			0			0	269																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
593753																																																										0	421	14910	0	135	9	127050	0	127050	102215	11443	0	1556	543129	0	0	298	28232	3497	1563	257315	10383	3662	7324	5579	1067	0	168351	122967	97401	94087	23339	8274	0	0	0	0	0	0	0	0	667	0		0	0	2640	21743	202739	25042	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	839	0	839								
593771																																																										0	0	285		0	0			27	191	11	0	0	9687	0	0	0	7324	160	4996	476	5263	73	913	0	20	364	2206	31	127	0	0	0								0	0			0	0	0	442	15	1232			0			0	170																									0	0	0	0	0	0	0	0	0	0	0	0		1996		0	0								
593865																																																										0	61295	54770	489	71400	0	239035	0	239035	244375	7055	0	9874	1577306	0	0	2838	83945	18872	29156	449927	5648	12877	16037	12596	8841	18988	193942	237461	385226	290224	307481	19439	0	0	0	0	0	0	0	0	7386	0		0	0	50800	37032	341519	347913	0	0	0			13525	1816																									0	0	0	0	0	0	0	0	0	0	0	0		452	1546	0	2035								
593940																																																										0	4897	34		3426	24			1716	0	1521	0	81	18707	0	0	0	5595	0	0	4475	17	32	217	1207	4122	0	3271	1155	1864	2589	3744	489								0	0			0	0	89	0	0	1344			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	4								
593977																																																										0	0	0		0	0			0	690	16	0	0	19580	0	0	0	18449	208	694	19	15	645	98	106	3055	14530	690	0	6	0	218	217								0	0			0	0	0	0	217	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
594433																																																										975	18444	20239	27	5128	17248	85525	0	85525	31222	21010	0	2335	598899	0	11818	14209	138028	4244	69588	179104	8688	26417	50940	19209	14290	17620	134747	85691	118915	54611	34218	11304	975	0	975	0	0	0	0	735	871	0		0	0	9710	82168	95945	68912	0	11818	0			545	2279																									0	0	0	0	0	0	0	0	0	0	0	0		191666	1563	0	1590								
594451																																																										0	834	0		0	0			327	0	922	0	0	6749	0	0	0	3329	0	0	1214	139	278	1825	931	156	0	172	625	953	1326	239	77								0	0			0	0	0	205	811	218			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	103								
594853																																																										0	1279	1673	0	0	0	32061	0	32061	13937	10971	0	0	283079	0	0	1982	55885	9191	9406	111302	16022	10179	7987	12876	5303	3423	77232	43397	38595	57561	5198	4896	0	0	0	0	0	0	0	0	0	0		0	0	27077	33676	68480	28849	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	99941	0	0	0							0	
594938																																																										0	23278	1232		24420	0			35530	2424	9218	0	1065	175224	0	0	0	27701	4043	361	51993	896	3538	11769	8781	1019	1023	18006	30053	40447	51127	4239	3104								0	76		0	0	0	7221	1768	13235	23556			0			795	627																									0	0	0	0	0	0	0	0	0	0	0	0		27701		0	457								
594947																																																										8070	9326	9538	1341	3755	683	107804	0	107804	16466	11188	0	931	573503	0	820	1178	102478	21667	220	208223	10659	21739	36573	17014	8928	5205	111742	121727	139712	69788	24493	767	8070	0	8070	0	0	0	0	683	368	0		0	0	7320	28449	186014	48859	820	0	0			1302	1702	0	0	0	7349	0	0	0	0	0	0	0	0	0	0	0	7649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91382	8426	0	9767								
595038																																																										0	2778	893		109	0			2178	0	343	0	0	11762	0	0	0	5173	0	0	2767	188	128	1308	2322	320	907	396	2055	569	3263	251	55								0	0			0	0	0	0	282	5			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5173		0	1								
595337																																																										0	645	2373		8421	865			6664	624	3401	0	710	49930	54	0	0	16452	426	7139	13464	1245	3535	3619	1054	2061	4938	10007	5062	10249	5204	2156	384								0	0			0	0	834	100	2761	6573			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
595430																																																										0	262	4870	0	0	2893	115776	0	115776	27434	116378	0	106	447573	0	104	0	29691	5648	2990	256104	2116	1898	9791	8026	5376	2080	77752	185672	93439	42772	12872	20	0	0	0	0	0	0	0	304	270	0		0	0	9223	15376	58019	63886	0	104	0			0	640																									0	0	0	0	0	0	0	0	0	0	0	0		103920	226	0	226								
595449																																																										2857	791	185		958	0			4514	0	1502	0	2286	29713	0	0	0	13779	844	0	8516	66	524	306	837	12046	0	4830	3096	4327	3327	341	0								157	0			0	0	60	0	0	1780			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
595869	5482880	2624	0	72189	1340572	74456	12454	0	0	6905837	7721	131972	2146068	3562332	428782	1056357	292700	448291	18280	0	0	0	0	572	0	0	2155	0	0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	2373134	572	0	351943	0	0		1340572	0	1340572	215018	12454	0	0	6822218	7721	0		825960	2435	48491		31549	10686	34920	15291	254817	469714							0			0	572			0	0					174826	421681	640379	2843604			0	0	0	1083	7448																																					0		495	0	495							0	
595944																																																										0	10298	187		8416	0			2456	67	1815	0	0	36323	0	0	0	3903	422	0	12109	55	69	1044	2025	682	0	8300	3685	6564	7477	5280	491								235	8			0	0	415	2300	5712	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3758		0	89								
595953																																																										0	1567	0		9034	152			1683	0	1347	0	0	13631	0	0	0	0	0	0	10215	0	0	0	0	0	0	5086	5129	1572	1375	346	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
596062																																																										0	23548	8550	0	26233	0	33863	0	33863	13	26716	0	134	286581	0	68	0	103299	4321	70722	63238	3099	8268	23136	12401	16069	39742	28349	45812	36944	28466	20634	21307	0	0	0	0	0	0	0	0	90	0		0	0	3376	12898	13548	29602	0	68	0			143	0																									0	0	0	0	0	0	0	0	0	0	0	0		114827	322	0	322								
596156																																																										0	0	4579		0	0			26779	1419	6961	0	0	202156	0	0	0	15603	6255	3115	37664	1166	81	2607	5992	5734	0	22651	17938	44021	72768	24044	5086								0	0			0	0	1820	15494	83045	40129			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		202156		0	72								
596455																																																										0	4488	445		4997	0			22161	592	8720	0	0	95593	0	0	0	16119	3541	0	42547	1777	5076	5929	275	2514	111	17909	18731	23042	13548	2124	1113								0	116			0	0	3995	5385	2276	22532			0			0	73																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	226								
596642																																																										0	3220	312		1855	0			13951	0	4175	0	0	66248	0	0	0	17487	0	4164	29043	2829	5326	7783	1285	0	0	10027	14350	20030	2805	19	33								0	0			0	0	3981	9493	4467	7307			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0							0	
596848																																																										0	30345	32531	10188	24438	64	181406	0	181406	33783	17343	0	5300	652934	0	0	1998	51132	9933	14305	269239	7757	6881	17148	14078	3380	1077	135555	138115	126981	152754	20474	7295	0	0	0	0	0	0	0	2665	245	0		0	0	49819	43248	69705	81095	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	182003	4857	4901	15045							0	
596978																																																										0	0	7631		0	98			997	2839	1946	0	0	89296	2	0	969	50539	4135	47040	51500	21827	3432	9632	3742	4841	3646	18221	8020	7873	2533	506	108								0	71			0	0	6670	5003	1342	8101			0			109	0																									0	0	0	0	0	0	0	0	0	0	0	0		42000		0	24								
597041																																																										0	2172	321		2279	0			27877	61	639	0	60	59826	1	0	0	12551	1024	1145	14653	1535	1596	3709	4300	879	453	10830	7981	14615	7145	3527	710								0	21			0	0	172	77	4291	8282			0			0	79																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
597256																																																										0	160	0		1501	0			189	0	76	0	0	1960	0	0	0	34	0	0	1510	0	0	0	0	34	0	527	983	40	376	0	0								0	0		0	0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
597313																																																										0	6070	1608		1184	75			22894	2503	4236	0	3964	157185	2	0	0	67919	13206	19432	7383	2323	254	5288	10445	28032	19058	21923	6995	13825	17377	16915	7607								608	362			0	0	1232	374	23782	7189			0			0	2630																									0	0	0	0	0	0	0	0	0	0	0	0		12019		56	0								
597452																																																										0	4129	3056		0	0			7564	1129	7351	0	0	80440	20	0	0	18093	2168	0	30224	4265	4895	4554	1084	2859	0	8586	13962	23682	8912	4856	33								0	328			0	0	665	9140	18782	7817			0			995	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	238							0	
597546																																																										0	29147	0		15810	1081			16127	4538	4095	0	3895	144201	0	0	0	25386	1962	17984	46554	5253	3525	6708	4636	4296	185	18536	32644	44739	13562	6100	1352								126	170			0	0	1967	0	36827	4132			0			0	170																									0	0	0	0	0	0	0	0	0	0	0	0		16797		0	19								
597555																																																										0	46646	777	0	36473	0	47815	0	47815	15944	5833	0	744	220028	0	0	0	27954	105	17868	95300	3338	8715	6228	6723	2589	38	71912	31090	33866	51247	2058	489	0	0	0	0	0	0	0	0	85	0		0	0	493	957	29540	6529	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0	133	0	133								
597658																																																										0	6236	0		11830	0			2544	46	5022	0	0	42093	0	0	0	8719	576	428	12447	77	265	286	272	4513	3306	17488	2274	4131	6253	1342	1718								0	47			0	0	724	0	6349	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
597751																																																										0	20468	1974	3115	3718	199	59678	0	59678	359	12265	0	17	254384	83	0	0	38047	33478	11554	115390	2372	9044	7895	12092	4352	2010	51041	52934	54695	20942	33139	169	0	0	0	0	0	0	0	0	63	0		0	0	6025	16143	14834	32246	0	0	0			419	40																									0	0	0	0	0	0	0	0	0	0	0	0		0	12038	0	15152								
598002																																																										0	0	3779		0	0			11406	16003	1862	0	0	181011	0	0	0	109508	3042	66592	2512	5948	18454	12710	32086	38523	330	27473	9320	15038	13175	4715	0								0	125			0	0	1623	488	25462	6684			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	1029								
598048																																																										0	85	5521		227	0			43097	13233	5926	0	26	194782	0	0	0	33930	2169	0	59884	2412	7706	19608	2901	456	284	35584	35681	68338	12665	6379	0								487	313			0	0	1440	12028	66171	10007			0			0	443																									0	0	0	0	0	0	0	0	0	0	0	0		79727		0	122								
598132																																																										0	307	37		389	0			2161	0	3098	0	0	21952	0	0	0	6057	20	0	11924	1216	2167	1979	186	371	0	3092	5450	4770	1946	601	0								0	0			0	0	0	0	9847	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	36								
598534																																																										0	3732	3841	744	0	0	83571	0	83571	62339	682984	0	5202	1541742	0	0	5401	203517	4523	40479	300763	5432	16895	16433	3272	4100	151179	206318	157695	288495	383306	243615	4307	0	0	0	0	0	0	0	0	983	0		0	0	50092	82127	202891	148384	0	0	0			0	0	0	0	0	138150	0	0	0	0	0	0	0	0	0	0	0	135545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		484355	6812	0	7556								
598543																																																										0	7118	81		31916	0			3489	345	1608	0	1521	55333	8	666	0	4506	54	3974	12674	0	1402	1946	791	367	0	12503	7195	8197	18426	4479	0								0	0			0	0	0	0	2843	983			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	211								
598646																																																										0	3445	324		4691	0			10172	22	1873	0	0	33794	0	100	0	5994	254	2931	8813	366	729	503	1542	1907	946	4142	5537	8428	5126	3557	0								0	0			0	0	43	0	2626	4177			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	73								
598954																																																										0	235	29037	0	0	23735	98525	0	98525	8355	4687	0	9586	549856	26	0	0	26959	101	7871	153016	2363	3216	12611	3903	1163	3428	127058	46351	224698	92321	4464	745	0	0	0	0	0	0	0	0	22	0		0	0	947	41227	167360	160839	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	331538	2002	0	2002							0	
599643																																																										0	7355	25		5092	0			5608	2717	2086	0	337	40069	0	0	0	8073	138	4825	28431	992	5170	1611	9	0	0	8483	16752	3512	875	1019	0								13	0			0	0	0	360	7622	638			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5900		0	5								
599755																																																										0	13928	0		6619	0			654	0	886	0	686	25694	0	0	0	827	61	42	7531	9	41	224	208	248	97	4636	10083	2449	2566	2789	2344								0	6			0	0	11	0	2009	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	7								
599764																																																										0	20834	16998	129	5164	5378	136029	0	136029	9074	33666	0	39819	1142174	0	419	0	166939	26982	76604	230961	5841	11004	16753	14204	63412	53407	159157	168854	236688	178328	166994	36965	0	0	0	0	0	0	0	0	14547	0		0	0	38892	131460	257050	243079	419	0	0			0	745																									0	0	0	0	0	0	0	0	0	0	0	0	167939	534352	1093	0	1222							1059	
600129																																																										0	255	7895		0	0			7751	2509	10395	0	13407	123462	149	0	0	28493	2922	14083	4573	25	392	1562	2510	13821	9523	2674	10410	23773	18341	24196	11393								539	0			0	0	132	490	24589	24205			0			0	125																									0	0	0	0	0	0	0	0	0	0	0	0		28493		0	29								
600419																																																										0	13624	11601	0	6140	0	56216	0	56216	17565	6575	0	27856	375707	0	35	0	97980	17725	14479	52923	3492	4874	5932	5376	26796	51481	54203	29839	54565	55007	55396	20810	0	0	0	0	0	0	0	0	1676	0		0	0	1652	13274	61222	42167	0	35	0			0	762																									0	0	0	0	0	0	0	0	0	0	0	0		135919	399	0	399								
600651																																																										0	2786	2353		25812	0			14872	741	3414	0	1569	72253	0	0	0	2405	60	597	31543	64	65	661	1149	0	466	30617	6063	16081	11530	2171	3386								0	156			0	0	0	434	9591	8060			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		7295		0	0								
601032																																																										0	747	0		1267	0			1731	0	1591	0	0	9927	0	0	0	3896	157	0	2638	152	374	2485	388	469	0	624	1774	1441	1532	609	0								0	0			0	0	0	0	0	538			0			158	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	0								
601041																																																										0	4398	0		3605	0			6481	388	8247	0	0	44328	0	0	0	10183	2275	0	18949	434	1703	6636	648	198	252	7517	9295	11451	4367	1168	0								0	0			0	0	1414	0	3201	3757			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		0	379								
