"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	17502	16737	514	0	0	120	0	0	16737	0	0	371	
242	4464	4277	455	0	0	351	0	0	4277	0	0	83	
279	23281	22441	699	0	0	0	0	0	22441	1	0	140	
354	1035	1008	11	0	0	0	0	0	1008	0	0	16	
457	3274	3245	396	0	0	357	0	0	3245	0	0	-10	
505	29913	27985	2008	0	0	779	0	0	27985	0	0	699	
1155	19498	17043	1782	0	500	0	0	0	17043	0	0	173	
1351	20165	19343	1558	0	0	915	0	0	19343	0	0	179	
1454	52201	45434	6815	0	0	3063	0	0	45434	0	0	3015	
1557	5337	5063	441	0	0	360	0	0	5063	200	0	-7	
1669	45351	42004	2686	0	0	0	0	0	42004	0	0	661	
1829	42081	40570	2491	0	0	1620	0	0	40570	0	0	640	
1856	21295	15041	273	0	0	0	0	-10	15031	0	0	5991	
2040	20168	18670	890	0	0	0	0	0	18670	0	0	608	
2161	13890	12665	1815	0	0	794	0	0	12665	0	0	204	
2376	396705	194275	7038	0	200816	0	0	0	194275	-6689	0	1265	
2554	1123	1129	92	0	0	98	0	0	1129	0	0	0	
2732	73749	72224	2279	0	0	695	0	0	72224	0	0	-59	
2750	5569	5206	395	0	0	196	0	0	5206	-30	0	194	
3252	19018	17434	2610	0	0	1350	0	0	17434	0	0	324	
3458	3174	2984	139	0	0	0	0	36	3020	0	0	15	
3720	27687	25940	1777	0	0	360	0	0	25940	0	0	330	
3953	8444	9874	-1060	0	0	370	0	0	9874	0	0	0	
4138	16164	16197	-680	0	0	0	0	0	16197	0	0	647	
4156	19157	18009	1356	0	0	75	0	0	18009	0	0	-133	
4231	14798	14252	271	0	0	0	0	0	14252	0	0	275	
4437	25900	24093	1018	0	0	286	0	0	24093	0	0	1075	
4839	31007	26073	2151	0	2100	634	0	0	26073	0	0	1317	
5005	25504	27918	-3504	0	0	0	0	0	27918	0	0	1090	
5069	111740	102203	16952	0	0	9520	0	855	103058	0	0	1250	
5135	36870	34844	2039	0	0	255	0	0	34844	0	0	242	
5210	80910	76086	6154	0	0	3379	0	0	76086	0	0	2049	
5331	33724	30130	2474	0	0	516	0	0	30130	0	0	1636	
5461	46499	43633	4160	0	0	1835	0	0	43633	0	0	541	
5751	25523	23845	1731	0	0	1146	0	0	23845	0	0	1093	
6039	8847	8483	340	0	0	0	0	0	8483	0	0	24	
6141	4779	4552	287	0	0	60	0	0	4552	0	0	0	
6329	36425	35344	-3327	0	4000	0	0	0	35344	0	0	408	
6972	94019	86602	-21206	0	27935	0	0	0	86602	0	0	688	
7009	51192	49327	4138	0	0	1400	0	0	49327	0	0	-873	
7045	14887	14082	818	0	0	0	0	0	14082	0	0	-13	
7157	4075	4363	-225	0	0	72	0	0	4363	0	0	9	
7456	4942	4691	426	0	0	364	0	0	4691	0	0	189	
7634	3603	3763	-169	0	0	0	0	0	3763	0	0	9	
8033	14477	13647	1245	0	0	400	0	-65	13582	0	0	50	
8462	16131	14551	1539	0	0	258	0	0	14551	0	0	299	
8631	6534	6399	266	0	0	120	0	0	6399	0	0	-11	
9357	67307	59748	6084	0	2813	1370	0	0	59748	0	0	32	
9553	9140	8404	719	0	0	17	0	0	8404	0	0	34	
9807	208000	195878	8641	0	0	0	0	0	195878	0	0	3481	
9955	12340	11496	873	0	0	225	0	0	11496	0	0	196	
10250	36042	41704	-5945	0	0	0	0	0	41704	0	0	283	
10849	28427	26800	458	0	879	0	0	0	26800	0	0	290	
10858	36577	35913	3813	0	0	8000	0	4311	40224	0	0	540	
11145	17174	16573	867	0	0	320	0	0	16573	0	0	54	
11640	31677	27761	2605	0	0	0	0	0	27761	0	0	1311	
11837	11541	10507	243	0	0	0	0	0	10507	0	0	791	
12030	35727	33309	2877	0	0	500	0	0	33309	0	0	41	
12142	20195	18848	1084	0	0	0	0	0	18848	0	0	263	
12245	13227	12708	517	0	0	83	0	0	12708	0	0	85	
12311	3524432	2820868	196215	0	381600	0	0	-7711	2813157	0	0	133460	
12647	9451	8819	642	0	564	574	0	0	8819	0	0	0	
12656	1328	1240	88	0	0	0	0	0	1240	0	0	0	
12937	31816	33035	1154	0	0	300	0	-2093	30942	0	0	20	
12946	69951	65707	5884	0	0	2850	0	0	65707	0	0	1210	
12955	12396	12219	1181	0	0	1004	0	0	12219	0	0	0	
13037	25307	24434	1239	0	0	420	0	0	24434	0	0	54	
13103	166640	160978	5109	0	0	58	0	0	160978	0	0	611	
13251	4159	3637	608	0	0	115	0	0	3637	0	0	29	
13457	5683	5401	243	0	0	0	0	0	5401	0	0	39	
14052	6770	6621	245	0	0	100	0	0	6621	0	0	4	
14155	13733	13239	1357	0	0	886	0	0	13239	0	0	23	
14454	3523	2641	90	0	0	0	0	0	2641	0	0	792	
14650	2530	2763	266	0	0	499	0	0	2763	0	0	0	
14753	3489	3280	207	0	0	0	66	0	3280	0	0	68	
14865	26348	24032	1757	0	0	0	0	0	24032	856	0	-297	
14977	7467	7286	144	0	0	0	0	0	7286	0	0	37	
16337	12540	26063	-16059	0	0	0	0	0	26063	1020	0	1516	
16458	33399	31593	1634	0	0	698	0	0	31593	0	0	870	
16551	16967	16256	1078	0	0	600	0	0	16256	0	0	233	
16748	6115	5760	382	0	0	59	0	0	5760	0	0	32	
16944	4233	4134	-19	0	0	90	0	0	4134	0	0	208	
16953	5278	5209	173	0	0	198	0	0	5209	0	0	94	
17110	17992	15761	2231	0	0	0	0	0	15761	0	0	0	
17147	557625	525365	11271	4547	8000	2300	0	0	525365	608	0	10134	
17259	7540	7151	795	0	0	535	0	0	7151	0	0	129	
17464	77785	88750	-11058	0	0	0	0	0	88750	0	0	93	
17950	25566	23411	1882	0	0	446	0	0	23411	0	0	719	
18050	40043	37632	3487	0	0	1657	0	0	37632	0	0	581	
18135	19900	17683	1036	0	0	109	0	0	17683	0	0	1290	
