"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	RCONJ651	RCONJ652	TEXTA545	
716851																0	6303	475	0	0	101132	11280	25164	32	132599	0			0	0	0	0	0	0	0	0	0	7325	10.00		
716954																0	6923	841	434	1	103940	15617	14467	19	125764	0			0	0	0	0	0	0	0	0	0	9313	7.00		
717232																0	5977	183	1424	4	44977	4028	9999	17	62377	0			0	0	0	0	0	0	0	0	0				
717513																0	6920	381	523	2	128629	10763	26432	55	162504	0	163620	0	0	0	0	0	0	0	0	0	0	12787	26.00		
717737																0	22365	913	1619	5	446133	32786	249112	884	719230	0			0	0	0	0	0	0	0	0	893	14744	27.36		
717867																0	1653	105	0	0	35168	2771	10185	24	47006	0			0	0	0	0	0	0	0	0	0	6172	15.00		
717924															220245	0	71328	3330	5410	15	786070	79628	225034	353	1087842	0	1074297	0	0	0	0	0	0	0	0	0	0	54615	106.00		
718079																0	9486	259	618	2	88607	5736	12347	27	111058	0			0	0	0	0	0	0	0	0	0	2710	5.53		
718145																0	16342	797	0	0	250047	28325	149199	145	415588	0			0	0	0	0	0	0	0	0	10338	17183	36.00		
718275																0	0	0	0	0	37234	8797	35727	54	72961	0			0	0	0	0	0	0	0	0	0	6969	13.01		
718538																0	18650	1657	1058	4	167199	17209	20953	28	207861	0			0	0	0	0	0	0	0	0	0	2200	6.00		
718547																0	6414	291	0	0	97587	8798	12038	23	116039	0			0	0	0	0	0	0	0	0	0	1236	3.70		
718556																0	1898	175	0	0	38318	3817	17487	20	57703	0			0	0	0	0	0	0	0	0	0	5541	7.00		
718930																0	11861	621	857	3	208078	19076	69514	82	290311	0			0	0	0	0	0	0	0	0	0	15314	24.00		
719030																0	4476	180	568	2	40894	4825	2593	7	48531	0			0	0	0	0	0	0	0	0	0	1350	3.43		
719441																0	4262	299	257	1	155155	9374	64021	70	223695	0			0	0	0	0	0	0	0	0	0	4824	10.00		
719610																0	9876	304	2293	6	81173	7545	33745	57	127087	0			0	0	0	0	0	0	0	0	0	1650	5.00		
719656																0	11075	973	269	1	173656	18883	39969	70	224969	0			0	0	0	0	0	0	0	0	0	13016	22.00		
719955																0	10373	279	256	1	167648	8857	85529	122	263806	0			0	0	0	0	0	0	0	0	5331	7835	16.00		
719964																0	2369	129	0	0	43952	3370	8881	20	55202	0			0	0	0	0	0	0	0	0	0	4209	9.00		
720157																0	1707	158	0	0	13594	1835	4956	6	20257	0			0	0	0	0	0	0	0	0	0				
720166																0	2632	174	266	1	32804	2558	7696	21	43398	0			0	0	0	0	0	0	0	0	0	0	0.00		
720344																0	11599	740	523	2	71806	10747	19346	14	103274	0			0	0	0	0	0	0	0	0	0				
720746																0	10145	477	570	2	145949	20212	35793	23	192458	0			0	0	0	0	0	0	0	0	13550	2840	4.00		
720858																0	4707	674	0	0	45171	4496	6616	16	56494	0			0	0	0	0	0	0	0	0	0				
720951																0	5388	460	0	0	96741	9104	52280	66	154409	0			0	0	0	0	0	0	0	0	0				
721350																0	6222	608	404	1	107663	16315	29661	49	143950	0	142173	0	0	0	0	0	0	0	0	0	0	8158	18.00		
721659																0	7008	309	473	1	52720	4944	21383	18	81584	0			0	0	0	0	0	0	0	0	0	2321	3.00		
721752																0	4937	274	0	0	26359	3615	10853	15	42149	0			252	0	0	0	0	0	0	0	0	924	2.69		
721949																0	25022	1313	2612	6	312213	29754	59812	84	399659	0			0	0	0	0	0	0	0	0	0	12027	25.98		
722227																0	784	93	0	0	30701	2632	2568	6	34053	0			0	0	0	0	0	0	0	0	0	260	1.00		
722432																0	26269	868	2695	7	132470	17712	12457	28	173891	0			0	0	0	0	0	0	0	0	0	3230	7.47		
722544															479049	0	58142	3394	4024	12	529378	64960	300738	239	892283	0	929295	0	0	0	0	0	0	0	0	0	0	54313	55.78		
722816																0	32443	1978	1037	3	352222	33349	148790	180	534492	0			0	0	0	0	0	0	0	0	0	35036	52.19		
723112	97733364	20004152	97472760	19608142	221085	537274	0	639	0	0	575336	250000	20004152	19608142	32127287	0	3873549	154436	102967	337	44915446	5063710	28837250	20032													0				
723158																0	3499	169	551	2	67558	5343	6475	15	78083	0			0	0	0	0	0	0	0	0	0	726	1.75		
723550																0	3091	138	413	1	32034	3933	4187	9	39725	0			0	0	0	0	0	0	0	0	0				
723653																0	3355	165	0	0	58113	7133	40255	54	101724	0			0	0	0	0	0	0	0	0	0	9231	14.00		
723710																0	31064	2665	1679	2	327959	47892	70433	71	431135	0			0	0	0	0	0	0	0	0	0	26645	20.00		
723747																0	2240	135	291	1	25344	4231	5919	5	33794	0			0	0	0	0	0	0	0	0	0	0	0.00		
723756																0	3387	134	0	0	24933	2162	5277	12	33598	0			0	0	0	0	0	0	0	0	0				
723822																0	12743	1141	1144	4	111560	17168	5962	15	131409	0			0	0	0	0	0	0	0	0	0	3895	8.35		
723868																0	3944	136	603	2	93858	5708	25290	52	123695	0			0	0	0	0	0	0	0	0	0	0	0.00		
724230																0	14091	688	329	1	147777	15628	36603	70	198799	0			0	0	0	0	0	0	0	0	0	36642	48.62		
724548																0	7004	195	2324	6	38185	2360	14977	25	62490	0			3292	0	0	0	0	0	0	0	0				
724744																0	7509	363	0	0	89534	7345	27268	43	124311	0			0	0	0	0	0	0	0	0	0	5716	10.36		
724753																0	0	0	0	0	20214	2411	3232	5	23446	0			0	0	0	0	0	0	0	0	0	1180	1.00		
724847																0	19953	1221	804	3	260044	18519	53741	71	334543	0			0	0	0	0	0	0	0	0	0	13434	19.00		
724940																0	2928	124	679	2	23275	1943	5445	11	32327	0			0	0	0	0	0	0	0	0	0				
725376																0	6950	486	1394	5	22305	1474	2801	9	33450	0			0	0	0	0	0	0	0	0	0	0	0.00		
725732	747862	74360	727749	52742	0	0	0	0	0	0	0	0	74360	0	318519	0	27	1	0	0	387052	7593	286424	426													0	164216	205.00		
725741																0	2627	148	0	0	75298	6341	27690	36	105615	0			0	0	0	0	0	0	0	0	0	7104	21.00		
725844																0	3518	194	0	0	37376	2582	941	2	41835	0			0	0	0	0	0	0	0	0	381	191	0.46		
725853																0	1605	86	945	1	56600	4058	42475	54	101625	0			0	0	0	0	0	0	0	0	0	0	0.00		
726234																0	8700	512	0	0	125844	13077	194632	709	329176	0			0	0	0	0	0	0	0	0	0	24049	35.00		
726355																0	1566	61	381	1	12840	1852	1732	4	16519	0			0	0	0	0	0	0	0	0	0				
726458																0	4731	187	1621	1	40764	4568	5459	9	52575	0			0	0	0	0	0	0	0	0	0	593	1.00		
726953																0	1076	51	0	0	51529	2294	49434	55	102039	0			0	0	0	0	0	0	0	0	0	31399	19.00		
727156																0	7104	259	255	1	23716	2105	5916	16	36991	0			0	0	0	0	0	0	0	0	0				
727343																0	6056	178	391	1	32904	2768	12421	22	51772	0			0	0	0	0	0	0	0	0	0				
727455																0	1126	48	0	0	75626	2651	57726	95	134478	0			0	0	0	0	0	0	0	0	0	24809	42.63		
728452																0	3123	246	413	1	80920	10206	12128	20	96584	0			0	0	0	0	0	0	0	0	0				
728742																0	44593	2287	2798	8	443513	36389	82167	118	573071	0			0	0	0	0	0	0	0	0	0	63432	86.00		
728948																0	6034	321	0	0	148088	16825	45932	68	200054	0			0	0	0	0	0	0	0	0	309				
728957																0	13625	539	917	2	90241	11839	46404	130	151189	0			0	0	0	0	0	0	0	0	0	1710	6.00		
729011																0	17338	1038	770	2	150482	14106	51494	55	220084	0			0	0	0	0	0	0	0	0	2789	496	1.07		
729057																0	3475	249	284	1	58422	8139	15638	27	77819	0			0	0	0	0	0	0	0	0	0				
729132	489114	32426			0	0	0	0	0	0	0	0	32426			0	0	0	0	0	155457	3487	301230	402													0	120512	124.00		
729310																0	19814	1081	1488	4	240003	26493	43626	61	304932	0			0	0	0	0	0	0	0	0	1941	4330	12.00		
729459																0	3893	123	555	2	37944	4753	8970	19	51362	0			0	0	0	0	0	0	0	0	0	1749	3.67		
729842																0	2843	140	522	2	62332	5677	13796	26	79493	0			0	0	0	0	0	0	0	0	0				
729945																0	6280	209	300	1	65793	6120	20717	45	93090	0			0	0	0	0	0	0	0	0	0	2238	5.44		
730446																0	4668	220	271	1	59211	5191	13939	23	78089	0			0	0	0	0	0	0	0	0	0	3016	5.49		
730745																0	2091	116	0	0	14703	2628	2046	2	18840	0			0	0	0	0	0	0	0	0	0	1740	2.00		
730857																0	6959	200	879	3	79816	5832	10671	23	98324	0			0	0	0	0	0	0	0	0	0				
731050																0	5353	422	284	1	80403	8922	21727	47	107767	0			0	0	0	0	0	0	0	0	0	2724	8.00		
731247															228541	0	107599	6393	7139	15	1046741	113863	274400	275	1435879	0	1409098	0	0	0	0	0	0	0	0	0	7083	19462	44.00		
731957																0	892	61	0	0	19123	2550	2527	4	22543	0			0	0	0	0	0	0	0	0	0	26	0.07		
732178																0	10417	301	823	3	125884	12350	56205	54	193329	0			0	0	0	0	0	0	0	0	0				
732253																0	2082	62	0	0	43394	3906	11049	15	56525	0			0	0	0	0	0	0	0	0	0	0	0.00		
732459																0	3691	310	747	1	43379	4618	12406	26	60223	0			0	0	0	0	0	0	0	0	0	2392	7.00		
732637																0	3118	132	281	1	52779	7232	8365	22	64543	0			0	0	0	0	0	0	0	0	0	1615	5.00		
732758																0	0	0	0	0	202008	99667	162795	104	365057	254			0	0	0	0	0	0	0	0	0	168935	93.14		
732918																0	29658	1476	1997	5	389533	44319	116904	144	538092	0			0	0	0	0	0	0	0	0	0	34366	52.07		
732954																0	2293	86	424	1	38092	3030	3720	8	44529	0			0	0	0	0	0	0	0	0	0				
733054																0	33784	765	3731	12	209325	9869	72863	106	319704	0			0	0	0	0	0	0	0	0	0	16666	22.04		
733540																0	961	22	0	0	13392	267	8980	29	23333	0			0	0	0	0	0	0	0	0	0				
733559																0	1345	116	0	0	25296	1945	2178	4	28819	0			0	0	0	0	0	0	0	0	0	0	0.00		
733661																26647	0	0	0	0	1777	58	0	0	1777	0			0	0	0	0	0	0	0	0	0			FIRSTRUST BANK	
733755																0	3656	82	550	1	46157	3965	5118	14	55481	0			0	0	0	0	0	0	0	0	0	195	0.26		
733951																0	1837	84	0	0	40159	4186	25444	25	67440	0			0	0	0	0	0	0	0	0	0	2638	8.00		
734051																0	3271	130	0	0	36656	5418	4102	12	44029	0			0	0	0	0	0	0	0	0	0	1444	2.46		
734248																0	17315	784	0	0	133487	11960	30239	46	181041	0			0	0	0	0	0	0	0	0	1713	2315	6.00		
734350																0	3148	99	319	1	128262	9063	43592	65	175321	0			0	0	0	0	0	0	0	0	0	6633	9.00		
734538																0	0	0	0	0	8985	109	77469	63	101483	15028			0	0	0	0	0	0	0	0	0	67361	64.00		
734613																0	28350	1877	2012	7	147958	17079	22274	34	200594	0			0	0	0	0	0	0	0	0	0	1082	1.75		
734855																0	1789	87	0	0	24185	1720	3260	6	29234	0			0	0	0	0	0	0	0	0	0	668	2.00		
734949																0	1832	101	0	0	42207	3111	7484	17	51523	0			0	0	0	0	0	0	0	0	0	646	1.00		
735049																0	5145	189	265	1	31724	576	7467	16	44601	0			0	0	0	0	0	0	0	0	0	904	2.00		
735067																0	1697	66	0	0	19916	1503	254	1	21867	0			0	0	0	0	0	0	0	0	0	0	0.00		
735142																0	2912	184	0	0	26682	3333	3547	6	33141	0			0	0	0	0	0	0	0	0	0	204	0.05		
735357																0	396	20	0	0	7562	687	3585	4	11543	0			0	0	0	0	0	0	0	0	0	728	1.00		
735414																0	3544	232	0	0	33966	3145	4623	14	42133	0			0	0	0	0	0	0	0	0	0				
735441																0	41619	4533	2583	8	284727	20902	85729	118	414658	0	415668	0	0	0	0	0	0	0	0	0	0	8940	18.00		
735656																0	3765	419	530	2	51836	4629	10094	12	66225	0	66264	0	0	0	0	0	0	0	0	0	0				
735768																0	9703	421	469	1	247601	16213	218431	290	476204	0			0	0	0	0	0	0	0	0	0	66546	97.50		
735852																0	36956	1249	1444	4	367252	28284	97007	169	502659	0			0	0	0	0	0	0	10000	0	0				
736158																0	2507	89	387	1	18118	1523	1129	4	22141	0			0	0	0	0	0	0	0	0	0	222	0.78		
736206																0	16682	1603	356	1	570549	35047	369090	575	971556	14879	943554	12686	0	0	0	0	0	0	0	0	0	87962	21.00		
736448																0	42230	2067	2001	6	550352	39007	145724	190	765502	25195	764915	25260	0	0	0	0	0	0	0	0	7739	28001	37.00		
736550																0	6052	439	577	2	107369	10191	22105	34	136103	0			0	0	0	0	0	0	0	0	0				
736662																0	0	0	0	0	53227	2673	32535	43	85762	0			0	0	0	0	0	0	0	0	0	1679	4.00		
736877																0	44088	3882	2463	7	352028	40682	49544	99	448123	0			0	0	0	0	0	0	0	0	3476	11557	17.00		
737548																0	16942	1353	316	1	236153	23009	104351	128	357762	0			0	0	0	0	0	0	0	0	3159	17506	31.00		
737632																0	7438	422	715	1	179987	16484	71771	81	259910	0			0	0	0	0	0	0	0	0	0	15119	38.62		
737753																0	3676	160	0	0	29727	3300	8580	15	41983	0			0	0	0	0	0	0	0	0	0	1675	4.00		
738013																0	4557	320	327	1	296270	19035	101361	184	402515	0	404972	0	0	0	372	0	0	0	0	14278	874	17435	38.33		
738040																0	40544	2352	3261	5	476860	41172	127282	229	647947	0			0	0	0	0	0	0	0	0	0	23737	43.00		
738143																0	9018	427	945	2	160278	12565	60304	74	230545	0			0	0	0	0	0	0	0	0	0				
738255																0	5197	294	0	0	73794	6660	11256	29	90248	0			0	0	0	0	0	0	0	0	0	3383	9.05		
738303																0	46439	2506	7452	18	500888	35809	157273	273	712052	0			0	0	0	0	0	0	0	0	0				
738611																0	474	33	0	0	33589	4471	6946	15	41009	0			0	0	0	0	0	0	0	0	0				
738657																0	1465	131	0	0	25392	2536	277	1	27134	0			0	0	0	0	0	0	0	0	0	0	0.00		
738769																0	12028	497	296	1	213587	17485	70521	115	296432	0			0	0	0	0	0	0	0	0	0				
739159																0	1022	62	0	0	13736	1366	3230	6	17988	0			0	0	0	0	0	0	0	0	0				
739346																0	2609	105	300	1	45693	4109	5712	13	54314	0			0	0	0	0	0	0	0	0	0	1672	2.89		
739355																0	11584	271	872	3	165232	7855	46336	87	224024	0			0	0	0	0	0	0	0	0	12269	8622	16.00		
739430																0	16700	567	1528	5	137277	11438	45343	97	200848	0			0	0	0	0	0	0	0	0	0	6585	12.00		
739560															979961	0	41567	2798	1843	6	873842	51746	1154787	890	2072039	0	1922280	0	0	0	0	0	0	0	0	0	33635	325231	332.84		
739832																0	6125	264	541	1	53859	6191	4994	10	65520	0			0	0	0	0	0	0	0	0	0	0	0.00		
739850																0	744	28	1106	2	40869	3192	6483	20	49202	0			0	0	0	0	0	0	0	0	0	425	1.27		
740249																0	7383	509	0	0	108539	7675	29532	50	145454	0			0	0	0	0	0	0	0	0	0				
741068																0	2693	207	0	0	50987	5656	16989	18	70669	0			0	0	0	0	0	0	0	0	0	2941	4.14		
741152																0	730	53	0	0	30163	3430	6235	11	37128	0			0	0	0	0	0	0	0	0	0	2277	3.17		
741330																0	28363	1529	1396	5	507851	28479	150447	197	688057	0			0	0	0	0	0	0	0	0	27169	34451	44.00		
741358																0	381	32	348	1	6719	956	2514	5	9962	0			0	0	0	0	0	0	0	0	0				
741639																0	1656	154	0	0	20531	1626	1510	4	23697	0			0	0	0	0	0	0	0	0	0	1241	3.00		
741648																0	1579	47	0	0	35032	1856	1692	5	38303	0			0	0	0	0	0	0	0	0	0	490	1.00		
741657																0	7900	569	583	1	76594	8399	11989	25	97066	0			0	0	0	0	0	0	0	0	0				
741844																0	7242	376	0	0	84800	7326	20447	25	112489	0	105858	0	0	0	0	0	0	0	0	0	1405	0	0.00		
741871															366243	0	392070	16010	11615	41	4983538	340455	1566007	2237	6953306	76	7094191	92	49025	0	0	0	0	0	0	3000	171	686424	674.33		
741956																0	1236	103	0	0	28121	1862	3907	8	33264	0			0	0	0	0	0	0	0	0	0				
742056																0	3421	143	0	0	65907	4466	26589	50	95917	0			0	0	0	0	0	0	0	0	0	610	2.18		
742355																0	5731	280	256	1	59228	5688	10762	17	75977	0			0	0	0	0	0	0	0	0	2581	856	3.00		
742542																0	2116	118	317	1	45921	5305	15490	31	63844	0			0	0	0	0	0	0	0	0	0				
742560	43629	0			0	0	0	0	0	0	0	0	0			0	0	0	0	0	9703	369	33926	42													0				
742636																0	1215	77	0	0	76213	5009	96396	96	173824	0			0	0	0	0	0	0	0	0	0	46506	56.00		
742944																0	9683	1003	658	2	105752	10203	19317	38	135410	0	134580	0	0	0	0	0	0	0	0	0	0	0	0	NO	
743053																0	3291	159	0	0	36633	3844	16342	22	56266	0			0	0	0	0	0	0	0	0	0				
743679																0	18196	1516	919	3	167569	19455	79548	99	266232	0			0	0	0	0	0	0	0	0	0	511	1.26		
743857																0	8507	750	536	2	249991	11171	34267	69	293302	0			72	178	0	0	0	0	0	0	0	4762	8.00		
743950																0	3408	454	0	0	39105	4289	251	1	42764	0			0	0	0	0	0	0	0	0	0	0	0.00		
744238																0	3627	295	0	0	123987	14249	43822	44	171436	0			0	0	0	0	0	0	0	0	0				
744256																0	7978	708	0	0	149324	13302	39244	45	196546	0			2	0	0	0	0	0	0	0	0				
744854																0	8286	393	0	0	173175	12454	86542	129	268003	0			0	0	0	0	0	0	0	0	0				
745150																0	739	47	328	1	17130	1514	2154	5	20351	0			0	0	0	0	0	0	0	0	0	705	1.89		
745347																0	2591	579	0	0	59454	4856	26487	14	88532	0			0	0	0	0	0	0	0	0	0	306	1.00		
745570																0	9374	516	0	0	174109	13115	43808	102	227295	4			0	0	0	0	0	0	0	0	0	11649	23.00		
745646																0	2772	334	0	0	71480	7995	13900	31	88152	0			0	0	0	0	0	0	0	0	0	1109	2.90		
745954																0	1796	342	0	0	18615	1717	1427	5	21838	0	21634	0	0	0	0	0	0	0	0	0	0	1165	4.00		
746157																0	4109	211	756	2	89921	8469	21794	32	116580	0			0	0	0	0	0	0	0	0	0				
746223																0	22139	1077	1244	4	129478	13012	40606	55	193467	0			0	0	0	0	0	0	0	0	0				
746429																0	8422	380	371	1	137212	12516	17858	37	163863	0			0	0	0	0	0	0	0	0	748	5993	12.00		
746513																0	21311	909	1985	7	271604	28852	41102	79	336002	0			0	0	0	0	0	0	0	0	14076	5017	14.00		
746755																0	4990	194	0	0	84729	5309	53862	81	143581	0			0	0	0	0	0	0	0	0	0	8130	13.00		
746942																0	4124	213	318	1	33993	3025	8818	8	47252	0			0	0	0	0	0	0	0	0	0				
747051																0	5115	191	251	1	42420	4017	7266	19	55052	0			0	0	0	0	0	0	0	0	0	274	1.00		
747257																0	5359	258	0	0	44926	5169	12586	24	62870	0			0	0	0	0	0	0	0	0	0	1880	6.64		
747743																0	2754	300	406	1	39384	3621	5629	12	48173	0			34	68	68	136	0	0	0	0	0	676	2.11		
747846																0	2966	265	745	1	70514	5035	8406	15	82631	0			0	0	0	0	0	0	0	0	640	948	2.25		
748254																0	9106	638	337	1	163697	15979	31771	59	204911	0			1	0	0	0	0	0	0	0	0	4729	14.00		
748357																0	578	34	259	1	12088	1018	3627	5	16553	0			0	0	0	0	0	0	0	0	0				
748441																0	7608	440	744	2	79996	7272	18185	29	106533	0			0	0	0	0	0	0	0	0	0	2660	2.00		
748964																0	6108	337	0	0	116717	9899	41679	62	164504	0			0	0	0	0	0	0	0	0	0				
749046																0	17324	828	813	3	334240	21435	67125	139	419502	0			0	0	0	0	0	0	0	0	0	18504	23.67		
749242															1520203	0	194541	13531	5011	15	2013630	183855	1262813	982	3475995	0	2905441	0	0	0	0	0	0	0	0	0	110660	248032	244.23		
749635																0	33787	1232	5966	10	356037	21085	208902	213	607380	2688			0	0	0	0	0	0	0	0	0	20809	33.00		
749840																0	2069	93	507	2	18262	2270	3462	7	24300	0			0	0	0	0	0	0	0	0	0	215	0.70		
749943																0	11340	573	0	0	123380	10427	15223	22	149943	0			0	0	0	0	0	0	0	0	0	0	0.00		
749952																0	3252	107	0	0	39103	2787	20251	28	62606	0			0	0	0	0	0	0	0	0	0	2427	8.00		
750051																0	18303	1011	1323	4	186047	1382	20203	46	225875	0			0	0	0	0	0	0	0	0	0	7623	14.00		
750127																0	15011	1332	1854	4	151713	15947	22541	51	191119	0			0	0	0	0	0	0	0	0	0	3024	7.00		
750154																0	22213	521	254	1	123158	9469	53416	78	199041	0			0	0	0	0	0	0	0	0	0	378	0.11		
750239															157088	0	61229	3488	3383	11	623564	43100	258705	409	946881	0	947612	0	0	0	0	0	0	0	0	0	0	102066	141.00		
750305															747443	0	48285	2505	8314	16	1041524	74071	999372	1101	2097495	0	1953226	0	0	0	0	0	0	0	0	0	0				
750341																0	10896	838	1047	2	142801	20253	53576	67	208320	0			0	0	0	0	0	0	0	0	0	21992	26.00		
750444																0	2681	99	542	2	43675	3364	3106	10	50004	0			0	0	0	0	0	0	0	0	0	1934	6.00		
750846																0	2157	117	0	0	47577	1067	16687	27	66421	0			0	0	0	0	0	0	0	0	0	1795	4.20		
750864	926684	118039	945122	104099	0	0	0	0	0	0	0	0	118039	104099	266699	0	0	0	0	0	372415	18539	436230	580													0				
751254																0	6024	244	883	3	88505	7459	20945	35	116357	0			0	0	0	0	0	0	0	0	0	4222	7.07		
751656																0	47989	5215	1661	5	613465	73014	135402	239	798517	0			0	0	0	0	0	0	0	0	0				
751759															224705	0	20980	1548	786	3	683850	37078	118529	119	824146	0	810607	0	0	0	0	0	0	0	0	0	0	81867	101.33		
751852																0	1861	225	257	1	63214	11121	76014	255	141346	0			0	0	0	0	0	0	0	0	0	15643	21.39		
751955																0	890	110	0	0	30646	2437	9809	15	41345	0			0	0	0	0	0	0	0	0	0	619	2.00		
752644																0	14902	510	1731	5	110460	8935	34605	44	161697	0			0	0	0	0	0	0	0	0	6107	0	0.00		
752653																0	8574	306	328	1	130757	13726	45078	70	184737	0			0	0	0	0	0	0	0	0	994	27970	35.68		
752831																0	11775	735	0	0	139643	9328	32844	47	184263	0	188276	0	0	0	0	0	0	0	0	0	0	4440	9.00		
753052																0	1582	105	0	0	28864	2479	1258	3	31704	0			0	0	0	0	0	0	0	0	0				
753324																0	6387	498	0	0	326035	37234	94701	128	427123	0			0	0	0	0	0	0	0	0	0	32860	49.00		
753548																0	9316	675	0	0	68401	8979	27450	25	105166	0			0	0	0	0	0	0	0	0	0	644	1.60		
753641																0	7675	250	1833	3	30402	4111	7557	7	47467	0			0	0	0	0	0	0	0	0	0				
753856																0	988	47	0	0	22659	1575	7343	15	30990	0			0	0	0	0	0	0	0	0	0				
754068																0	2148	110	0	0	104517	4398	43147	78	149812	0			0	0	0	0	0	0	0	0	7961	13594	26.00		
754246																0	535	40	0	0	16769	2112	5381	3	22685	0			0	0	0	0	0	0	0	0	0	0	0.00		
754536																0	3733	140	920	1	40114	5515	35550	121	80317	0			0	0	0	0	0	0	0	0	0	5902	14.58		
754826																0	60301	4745	3297	10	458005	51640	106278	142	627881	0	630694	0	0	0	0	0	0	0	0	0	0	5150	10.82		
754853																0	39080	1905	1615	4	260677	25528	131078	144	432932	482			0	0	0	0	0	0	0	0	0	71274	66.04		
754929																0	52692	288	256	1	544456	50886	244816	267	842220	0			0	0	0	0	0	0	0	0	0	30609	47.39		
755047																0	21304	1206	764	3	208796	23908	64017	88	294881	0			0	0	0	0	0	0	0	0	0	37326	29.85		
755252																0	8341	360	772	2	172738	11260	46761	75	228612	0			0	0	0	0	0	0	0	0	10386	11615	23.50		
755421																0	1232	69	282	1	28305	2567	1109	4	30928	0			0	0	0	0	0	0	0	0	0	38	0.12		
755458																0	14417	1382	261	1	82175	6368	10990	23	107843	0			0	0	0	0	0	0	0	0	0				
755850																0	7587	420	0	0	89893	7979	41802	61	139281	0	137395	0	0	0	0	0	0	0	0	0	0	9084	18.00		
756343																0	3671	111	952	3	37210	3325	4993	11	46826	0			0	0	0	0	0	0	0	0	0	929	3.00		
756848																0	7600	301	253	1	110189	9351	20392	30	138434	0			0	0	0	0	0	0	0	0	3217				
757377																0	97065	3642	3369	9	542649	33326	31995	79	675078	0			0	0	0	0	0	0	0	0	0	42	0.11		
757452																0	7084	632	253	1	104615	11635	18544	36	130496	0			0	0	0	0	0	0	0	0	2612	5234	11.53		
757612																0	26201	1175	876	3	163228	16068	43067	57	233372	0	225344	0	0	0	0	0	0	0	0	0	0	2821	6.00		
757779																0	10461	673	0	0	92736	8633	4752	10	107949	0			0	0	0	0	0	0	0	0	691				
758703															456290	0	130045	7958	17154	43	1106715	72470	515854	754	1769768	0	1766115	0	0	0	0	0	0	0	0	0	0				
758842																0	6291	279	582	2	69550	8460	27157	27	103580	0			0	0	0	0	0	0	0	0	0				
758851																0	2928	207	0	0	22619	2095	3273	11	28820	0			0	0	0	0	0	0	0	0	0	0	0.00		
759045																0	21127	1144	265	1	169670	7448	71783	86	262845	0			0	0	0	0	0	0	0	0	0	15146	18.67		
759250																0	2012	237	0	0	29111	2125	503	2	31626	0			0	0	0	0	0	0	0	0	0	924	1.07		
759540																0	684	59	256	1	61265	3397	21359	25	83564	0			0	0	0	0	0	0	0	0	0	2022	3.00		
759625																0	48556	1312	6549	18	214820	19264	23018	47	292943	0			0	0	0	0	0	0	0	0	0	6481	15.27		
760210																0	6738	217	0	0	47854	4770	14144	19	68736	0			0	0	0	0	0	0	0	0	0	3129	6.00		
760331																0	16693	1018	517	2	305231	32785	84007	114	406448	0			0	0	0	0	0	0	0	0	0	32217	32.00		
760340																0	1666	81	0	0	32946	2284	4580	11	39192	0			0	0	0	0	0	0	0	0	9477				
760434																0	4196	155	788	3	57463	5548	12297	18	74744	0			0	0	0	0	0	0	0	0	0	0	0.00		
760649																0	5285	277	0	0	53154	4280	16323	26	74762	0			21	0	0	0	0	0	0	0	1758	3252	6.07		
760854																0	29714	2015	257	1	385874	49224	57333	87	473183	5			0	0	0	0	0	0	0	0	0	9311	20.33		
760939																0	3451	278	769	3	27475	3587	1687	5	33382	0			0	0	0	0	0	0	0	0	0				
760957																0	6885	331	251	1	40560	4973	5738	8	53434	0			0	0	0	0	0	0	0	0	0	8667	1.00		
761178																0	4508	176	0	0	79051	10255	3463	8	87022	0			0	0	0	0	0	0	0	0	0	0	0.00		
761244																0	5538	245	614	2	129276	27734	33694	52	169121	0			0	0	0	0	0	0	0	0	0	3568	7.00		
761347																0	2002	228	0	0	41065	6715	15178	25	58245	0			0	0	0	0	0	0	0	0	0	4936	6.00		
761459																0	9151	633	769	3	92587	7921	26827	50	129334	0			0	0	0	0	0	0	0	0	0	2261	4.13		
761543																0	6543	309	251	1	110777	10060	19424	41	136995	0			0	0	0	0	0	0	0	0	0				
761806	13875342	82032	13983001	80476	0	0	0	0	0	177480	0	0	82032	80476	3225303	0	627533	40071	24201	72	9222162	1228046	3919416	3553													0	0			
761833																0	8591	418	316	1	83885	9292	3181	9	95973	0			0	0	0	0	0	0	0	0	0	1209	2.00		
761851																0	21570	795	1688	6	98420	11470	8483	24	130161	0			0	0	0	0	0	0	0	0	0	0	0.00		
761954																0	2104	92	252	1	47507	4578	9738	20	59601	0			0	0	0	0	0	0	0	0	0				
762045																0	2676	139	0	0	55207	581	8959	20	66842	0			0	0	0	0	0	0	0	0	1549				
762054																0	2247	111	0	0	27088	1583	2867	8	32202	0			0	0	0	0	0	0	0	0	0	3154	3.00		
762353																0	1405	59	0	0	18145	2084	663	2	20213	0			0	0	0	0	0	0	0	0	0				
762447															194311	0	66821	3985	2833	7	856183	97690	276999	315	1207857	5021	929426	4914	0	0	0	0	0	0	0	0	0	87338	100.00		
