"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	
1557																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																							0	0	0										37	4	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	540	42	55	0	0	0	0	158	0	974	34	69	0	0	0	192	6	0	0	0				0	555	0	0	0	0	370	14	0	64	0	267	0	0	0	0	0	0	0	0	0	
1829																																																																							352	42	181	0	0	0	0	0	0	0	0	0	232	0	1771	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	10	50	0	5	0	0	0	0	0	0	0	0	0	0	0	11	23	0	25	0	0	0	0	0	0	347	186	583	915	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	3908	0	0	0	0	0	0	0	0	0	0	
1856																																																																							0	0	0							0	0	0	0	0	237	0	0	0	0	214	27	0	0	0	0	0	0						0	0	0	0	0	0	36	0	38	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	0	0	0	0	56	0	333	41	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																							0	0	0										179	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	16	5	0	0	38	25	0	34	22	0	0	0	0	16	4	0	48	25	2	0	0	0	0	713	32	12	0	36	0	0	0	3706	0	0	0	0				0	0	0	0	373	2429	0	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	
2161																																																																							0	0	0										69	37	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	2	0	143	18	0	0	0	0	0	0	0	994	139	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1572	19	1374	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6498	14384	0	8140	0	0	0	19247	0	0	0	0	0	0	0	0	0	
2554																																																																							0	0	0							0	0	0	11	0	0	0	0	0	0	100	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																							0	0	0	0	0	0	0	0	0	0	0	0	1797	2	217	246	356	1470	0	0	0	2006	356	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	13	199	0	0	0	0	1535	0	0	0	0	0	0	0	4048	925	0	0	0	0	0	0	0	0	0	0	71	1405	1561	0	0	0	1871	0	0	0	0	0	0	0	0	0	0	
2750																																																																							0	0	0							1070	20	0	0	0	85	0	0	0	0	0	555	0	0	0	0	0	0						0	0	0	0	0	0	47	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	66	0	9	0	0	0	0	34	10	0	0	0	0	0	0	870	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																							0	0	0							686	320	0	690	0	454	0	0	0	0	0	709	0	0	0	0	0	0						0	0	0	0	0	0	320	0	686	0	0	4	0	0	3	0	0	0	0	0	0	232	0	164	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	110	0	27	0	0	0	426	0	0	0	0	0	0	0	0	0	
3458																																																																							0	0	8							0	0	0	6	0	2	0	0	1	64	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																							0	0	0							0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	49	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	5	34	0	0	0	0	136	0	235	177	0	0	0	0	0	0	0	0	0				137	0	0	0	0	0	97	0	0	0	672	0	0	0	0	0	0	0	0	0	0	
3953																																																																							0	0	0							0	46	0	3468	871	9166	0	0	0	225	0	1927	0	0	0	0	0	0						0	0	0	0	0	0	46	0	0	268	0	0	241	0	0	0	0	0	0	0	0	75	69	30	0	0	0	0	2610	982	105	131	16	0	0	0	6179	0	0	0	0				153	0	143	0	0	0	42	0	0	0	3827	0	0	0	0	0	0	0	0	0	0	
4138																																																																							0	0	0										2	0	564	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	3	0	0	0	0	0	251	0	585	49	0	0	0	0	70	0	0	0	0				0	0	0	0	787	94	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	
4156																																																																							0	0	0							0	0	0	100	0	1010	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	4	0	0	26	0	13	0	0	0	0	0	0	0	0	0	0	0	0	20	0	4	0	0	0	0	206	62	420	142	26	0	0	0	0	0	0	0	0				0	0	0	0	384	0	0	32	0	0	443	0	0	0	0	0	0	0	0	0	0	
4231																																																																							0	0	0										39	0	10	0	0	0	531	0	9	0	0	0	0	0	0						0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	43	0	0	0	0	71	0	742	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	12	145	0	0	0	575	0	0	0	0	0	0	0	0	0	
4437																																																																							0	0	0										126	0	232	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	125	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	0	16	0	0	0	0	1832	0	1091	0	404	0	0	0	867	0	0	0	0				0	20	0	0	0	1465	525	39	0	0	3150	52	0	0	0	0	0	0	0	0	0	
4839																																																																							0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	344	0	146	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	221	489	0	0	187	91	0	0	0	0	0	0	0	0	0	
5005																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2282	0	2180	0	65	0	0	0	5921	4921	0	0	0	0	0	0	508	0	0	0	5186	1100	411	1420	0	0	523	0	0	0	291	0	0	0	0	0	0	
5069																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13915	1000	3000	2461	0	0	0	0	7130	13543	0	0	0	0	0	0	0	0	0	0	16017	2701	219	6275	270	0	7164	0	0	0	0	0	0	0	0	0	0	
5135																																																																							0	0	0	0	0	0	0	0	0	0	9	0	124	1	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	2	14	178	21	104	0	0	0	0	308	0	298	74	16	0	0	0	0	0	0	0	0	0	0	0	0	544	0	6	0	471	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																																																																							0	0	0	0	0	0	0	0	0	0	0	0	66	0	962	0	0	1992	0	0	296	813	0	116	0	0	0	0	0	0	0	0	0	0	0	151	84	51	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1468	18	1508	1396	249	0	0	0	905	0	0	0	0	0	0	0	10	278	0	0	1777	3681	5534	2091	0	0	1846	1014	0	0	0	0	0	0	0	0	0	
5331																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5850	0	0	0	0	0	6166	0	0	0	0	0	0	0	0	0	0	0	0	0	68	7	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	5850	0	0	0	0	0	0	0	0	0	0	0	0	2951	0	914	0	0	0	996	0	0	298	0	0	0	0	0	0	
5461																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	6232	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	644	0	0	199	0	0	12	0	0	12	0	0	199	0	0	0	7	0	85	0	0	0	0	878	0	0	0	0	5	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	573	628	0	0	0	2825	3652	0	0	0	0	0	0	0	0	0	
5751																																																																							0	0	0							2463	0	0	53	0	84	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	2463	0	0	43	0	0	37	0	0	0	0	0	0	56	0	28	0	0	0	0	188	0	0	0	0	0	0	0	229	0	0	0	0				0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	
6039																																																																							0	0	0							0	49	0	491	10	0	0	0	0	83	39	0	0	0	0	0	0	0						0	0	0	0	0	0	56	4	0	0	0	0	0	0	0	0	0	0	20	3	0	111	19	11	0	0	0	0	850	485	347	82	0	0	0	0	7	0	0	0	0				43	0	0	1528	0	1424	0	0	0	278	0	1150	0	0	0	0	0	0	0	0	0	
6141																																																																							0	0	0							0	0	0	279	570	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	39	5	0	0	0	0	47	0	384	127	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																							0	0	0	0	0	0	0	0	0	0	8	0	1644	651	0	0	0	8652	111	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	617	8	0	121	0	0	0	0	0	0	0	0	0	50	69	0	3182	42	904	0	0	0	0	3992	157	2601	1692	231	199	0	0	10394	0	0	0	0	0	0	0	887	2389	162	1021	2611	14788	265	69	44	501	1197	1923	0	0	866	0	0	0	0	0	0	
6972																																																																							0	0	0	0	0	0	0	0	0	0	1890	0	10241	219	5536	0	0	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	1890	0	0	215	29	1087	124	29	712	0	0	251	0	0	0	38	0	5	0	0	0	0	2709	110	0	0	0	0	0	0	6790	11169	0	0	0	0	0	0	339	4699	0	0	1200	16855	0	4800	0	0	1710	19675	0	0	0	0	0	0	0	0	0	
