"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
1557																0	1909		0	0	28641		4699	11	35249	0					0	0	0	0	0	0	0	0	0		
1632																0	33032		4785	15	493656		135079	238	666552	0	665242	0	33854	43	0	0	0	0	0	0	0	0	0		
1669																0	12641		0	0	138313		49313	47	200267	0			12864	23	0	0	0	0	0	0	0	0	0		
1829																0	19869		4781	9	235937		48891	87	309478	0			0	0	0	0	0	0	0	0	0	0	3225		
1856																0	7		0	0	111425		30667	31	142098	0			0	0	0	0	0	0	0	0	0	0	0		
2040																0	9143		0	0	113270		42902	155	165316	0	175795	0	14650	10	0	0	0	0	0	0	0	0	10912		
2161																0	7766		345	1	70439		24534	27	103084	0					0	0	0	0	0	0	0	0	0		
2376															79550	0	71899		1540	5	966639		162757	334	1202835	0	1185718	0	6929	11	0	0	0	0	0	0	0	0	0		
2451																0	646		0	0	32619		654	2	33919	0			654	2	0	0	0	0	0	0	0	0	0		
2554																0	87		0	0	6667		1290	2	8046	0			290	1	0	0	0	0	0	0	0	0	0		
2732																0	11541		567	2	233320		223290	202	468718	0			18114	33	0	0	0	0	0	0	0	0	0		
2750																0	1888		0	0	32259		10175	22	44322	0					0	0	0	0	0	0	0	0	0		
2938																0	19647		1686	5	365516		145847	188	532696	0	547059	0	20633	44	0	0	0	0	0	0	0	0	0		
3252																0	5390		0	0	52040		65423	47	122853	0			35621	26	0	0	0	0	0	0	0	0	0		
3458																0	629		0	0	16994		5617	7	23240	0			0	0	0	0	0	0	0	0	0	0	0		
3720																0	7418		622	2	110140		32456	50	150636	0			1681	5	0	0	0	0	0	0	0	0	0		
3953																0	348		0	0	85278		17317	34	102943	0			4519	10	0	0	0	0	0	0	0	0	0		
4138																0	10923		1111	4	128820		23299	54	164154	0			4860	13	0	0	0	0	0	0	0	0	0		
4156																0	6157		517	2	115128		33608	107	155499	89					0	0	0	0	0	0	0	0	0		
4231																0	12609		5690	15	72541		14371	19	105211	0			0	0	0	0	0	0	0	0	0	0	0		
4437																0	10620		336	1	169619		30295	50	210870	0	212333	0	4122	9	0	0	0	0	0	0	0	0	7082		
4839																0	11134		1582	2	114714		116143	455	243649	77			4487	12	0	0	0	0	0	0	0	0	0		
5005																0	24498		298	1	264368		35795	64	324959	0			5897	9	0	0	0	0	0	0	0	0	0		
5069																0	854		0	0	232554		162932	214	396340	0					0	0	0	0	0	0	0	0	0		
5135																0	11870		1105	4	132509		107885	81	253369	0			20834	22	0	0	0	0	0	0	0	0	0		
5210																0	60111		1171	4	595506		63061	129	719849	0			15998	39	0	0	0	0	0	0	0	0	15792		
5331																0	8444		0	0	200840		33382	62	244762	2096			8949	13	0	0	0	0	0	0	0	0	18860		
5461																0	5182		1452	2	188236		185418	215	380288	0			45674	82	0	0	0	0	0	0	0	0	0		
5751																0	5147		0	0	43900		35154	44	84201	0			3007	4	0	0	0	0	0	0	0	0	0		
6039																0	7684		313	1	53578		12805	23	74380	0			1750	6	0	0	0	0	0	0	0	0	0		
6141																0	1025		0	0	17970		22327	74	41322	0					0	0	0	0	0	0	0	0	0		
6329																0	12702		2422	6	352593		70498	132	438215	0					0	0	0	0	0	0	0	0	0		
6972																0	36425		1894	5	499627		201859	275	739805	0			78125	104	0	0	0	0	0	0	0	0	59956		
7009																0	1036		435	1	110978		388123	336	500571	0			43162	4	0	0	0	0	0	0	0	0	0		
7045																0	4948		858	2	65824		31869	36	103499	0					0	0	0	0	0	0	0	0	0		
7157																0	3162		0	0	25880		7754	13	36960	164			713	2	0	0	0	0	0	0	0	0	0		
7456																0	2634		0	0	33287		8551	16	44472	0			1177	3	0	0	0	0	0	0	0	0	0		
7634																0	4330		254	1	66318		1953	6	72855	0			0	0	0	0	0	0	0	0	0	0	0		
8033																0	2877		0	0	65430		21568	23	89875	0					0	0	0	0	0	0	0	0	0		
8462																0	3977		0	0	51075		47818	37	102870	0			9612	8	0	0	0	0	0	0	0	0	0		
8631																0	3126		276	1	38827		4575	12	46804	0			598	2	0	0	0	0	0	0	0	0	0		
9357																0	1031		319	1	75752		140944	178	218046	0			36803	58	0	0	0	0	0	0	0	0	0		
9553																0	8122		0	0	48344		10828	18	67294	0			2661	2	0	0	0	0	0	0	0	0	0		
9807															526789	0	81953		4057	12	1537714		587216	524	2210940	0	2190972	0	108636	122	0	45995	0	0	0	0	0	0	0		
9955																0	2366		0	0	55906		16221	21	74493	0			1101	3	6070	0	0	0	0	0	0	0	0		
10157																0	1482		0	0	25848		5058	7	32388	0			272	1	0	0	0	0	0	0	0	0	0		
10250																0	51523		3378	11	285837		72240	120	412978	0			8534	16	0	0	0	0	0	0	0	0	18481		
10849																0	10230		509	2	189512		74763	102	275014	0			12411	18	0	0	0	0	0	0	0	0	0		
10858																0	9272		277	1	214162		107908	149	331619	0			9810	21	17471	0	0	0	0	0	0	0	13255		
11145																0	7069		1518	3	95338		33402	55	137327	0			3351	8	0	0	0	0	0	0	0	0	0		
11640																0	11878		1331	4	119644		87236	96	220090	0			5572	13	0	0	0	0	0	0	0	0	0		
11837																0	3885		0	0	53246		17732	22	74864	0			553	2	0	0	0	0	0	0	0	0	0		
12030																0	24343		2226	6	149176		121089	474	296834	0			5104	11	0	0	0	0	0	0	0	0	0		
12142																0	7405		716	2	90372		23812	48	122305	0			300	1	0	0	0	0	0	0	0	0	0		
12245																0	6793		0	0	75189		17236	28	99218	0			3691	3	0	0	0	0	0	0	0	0	926		
12311	44771403	5311908	44166197	4957258	246734	0	0	35000	83520	0	263895	1212651	5311908	4957258	11500655	0	1579015		22105	68	26057228		11801147	8513					3992257	3053									648669		
12647																0	4993		402	1	39939		39418	32	84752	0			1944	5	0	0	0	0	0	0	0	0	0		
12656																0	554		0	0	12450		0	0	13004	0			0	0	0	0	0	0	0	0	0	0	0		
12937																0	4092		2527	4	72034		87917	73	166570	0			0	0	0	0	0	0	0	0	0	0	0		
12946																0	28907		3066	8	328396		181021	184	541390	0			37338	49	0	0	0	0	0	0	0	0	1354		
12955																0	5775		0	0	46530		56712	180	109019	0			0	0	0	0	0	0	0	0	0	0	0		
13037																0	8979		0	0	117056		7170	20	133205	0			1641	5	0	0	0	0	0	0	0	0	0		
13103															219039	0	55681		5001	15	543518		233593	353	837793	0	843905	0	41799	66	0	0	0	0	0	0	0	0	0		
13251																0	2208		580	1	14340		14984	15	32113	0					0	0	0	0	0	0	0	0	0		
13457																0	1029		0	0	11379		1205	3	13613	0					0	0	0	0	0	0	0	0	0		
14052																0	3038		0	0	47964		7756	13	58758	0			309	1	0	0	0	0	0	0	0	0	2184		
14155																0	4468		0	0	67406		15889	18	87770	7			4639	5	0	0	0	0	0	0	0	0	3929		
14454																0	1087		0	0	21234		844	2	23165	0			480	1	0	0	0	0	0	0	0	0	0		
14650																0	1457		0	0	18522		2500	3	22479	0					0	0	0	0	0	0	0	0	0		
14753																0	3783		0	0	25407		2441	5	31631	0			569	1	0	0	0	0	0	0	0	0	0		
14865																0	8322		266	1	146906		42733	69	198228	0			9788	17	0	0	0	0	0	0	0	0	9740		
14977																0	2979		0	0	30211		3367	9	36557	0	37288	0			0	0	0	0	0	0	0	0	0		
15536															136183	0	279868		13171	40	2945201		492659	787	3730899	0	3730899	0	185263	170	0	0	0	0	0	0	0	0	0		
16337																0	31828		1405	5	316244		58562	55	408039	0			10853	19	0	0	0	0	0	0	0	0	0		
16458																0	8827		1524	4	146967		58306	62	215624	0			17008	24	254	0	0	0	0	0	0	0	0		
16551																0	14875		1652	6	83220		23229	33	122976	0			4388	11	0	0	0	0	0	0	0	0	0		
16748																0	4055		0	0	37741		2727	6	44523	0			0	0	0	0	0	0	0	0	0	0	0		
16944																0	955		0	0	26792		1967	4	29824	110			371	1	0	0	0	0	0	0	0	0	0		
16953																0	607		0	0	23257		2847	4	26711	0			700	1	0	0	0	0	0	0	0	0	0		
17110																0	2224		0	0	37652		51088	64	90964	0					0	0	0	0	0	0	0	0	0		
17147															444255	0	159892		8777	28	1434365		1941655	4258	3545445	754	1585497	588	129551	208	0	0	0	0	0	0	0	0	0		
17259																0	21465		0	0	29865		0	0	51330	0					0	0	0	0	0	0	0	0	0		
17464															183068	0	23604		334	1	1198713		623622	725	1846273	0	1937122	0	196921	259	216	0	0	0	0	0	0	0	68904		
17950																0	7150		625	2	138071		61362	85	207208	0			4919	12	0	0	0	0	0	0	0	0	0		
18050																0	10310		519	1	203489		41820	78	256142	4			11842	24	0	0	0	0	0	0	0	0	0		
18135																0	3036		0	0	107552		73360	100	183948	0			13935	20	0	0	0	0	0	0	0	0	16892		
18377																0	3696		771	2	28138		1606	5	34211	0					0	0	0	0	0	0	0	0	0		
18827																0	12906		533	2	145585		142971	344	301995	0			4535	9	0	0	0	0	0	0	0	0	0		
18836																0	13846		1236	4	116006		7366	20	138454	0			614	2	0	0	0	0	0	0	0	0	2416		
18854																0	1514		252	1	69781		22558	41	94107	0			3351	6	0	0	0	0	0	0	0	0	0		
18957																0	4207		0	0	25601		4419	11	34227	0			500	1	0	0	0	0	0	0	0	0	0		
19356																0	2881		0	0	52976		10160	14	66017	0					0	0	0	0	0	0	0	0	0		
19730															610735	0	66800		880	3	1426477		492941	586	1987098	0	1994116	0	141484	180	0	0	0	0	0	0	0	0	751		
19936																0	10710		751	2	120054		59269	83	190784	0			4806	10	0	0	0	0	0	0	0	0	0		
19972																0	0		0	0	47974		690	2	48664	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	9472		0	0	50734		11552	14	71758	0			4343	10	0	0	0	0	0	0	0	0	0		
20370																0	6043		0	0	177604		13059	31	196706	0					0	0	0	0	0	0	0	0	0		
20512																0	5642		415	1	66981		10907	12	83945	0			0	0	0	0	0	0	0	0	0	0	0		
20633																0	17913		556	2	210051		42674	58	287324	16130			4532	7	0	0	0	0	0	0	0	0	0		
20857																0	851		0	0	24211		86073	35	111135	0			64040	7	0	0	0	0	0	0	0	0	0		
20866																0	0		0	0	183562		42212	101	227035	1261			0	0	0	0	0	0	0	0	0	0	0		
21256																0	1998		0	0	4346		1376	2	7720	0					0	0	0	0	0	0	0	0	0		
21359																0	1595		335	1	16655		1526	4	20111	0			267	1	10	58	77	202	0	0	0	0	0		
21630																0	2564		0	0	37384		15983	27	55932	0			2330	6	0	0	0	0	0	0	0	0	0		
21658																0	11003		641	2	99983		8676	16	120305	2					0	0	0	0	0	0	0	0	0		
22048																0	6219		941	2	113849		37524	55	158533	0			16696	14	0	0	0	0	0	0	0	0	0		
22356																0	6777		253	1	160315		69868	82	237214	0			10374	22	0	0	0	0	0	0	0	0	0		
22459																0	5246		0	0	74345		8267	16	87858	0			4724	8	0	0	0	0	0	0	0	0	0		
22543																0	3416		0	0	56369		12176	11	72283	322			0	0	0	0	0	0	0	0	0	0	0		
22552																0	1596		253	1	38247		7122	14	47218	0					0	0	0	0	0	0	0	0	0		
22730																0	3851		0	0	71732		10117	22	85700	0			2515	6	0	0	0	0	0	0	0	0	0		
22936																0	14813		1471	5	239920		32279	67	288483	0			6313	8	0	0	0	0	0	0	0	0	0		
22954																0	2532		0	0	53230		5975	13	61737	0			2286	5	0	0	0	0	0	0	0	0	5592		
23036																0	22015		0	0	378965		112483	139	513463	0	522099	0	27479	38	0	0	0	0	0	0	0	0	0		
23045																0	1077		0	0	14191		12397	12	27665	0			0	0	0	0	0	0	0	0	0	0	0		
23241															683808	0	102390		2307	8	1522476		1043625	629	2670798	0	2714965	0	170355	193	0	50000	0	0	0	0	0	0	0		
23456																0	7140		255	1	61179		9354	14	77928	0			719	2	0	0	17	0	0	0	0	0	700		
23504																0	8244		1184	3	381479		381069	410	771976	0			0	0	0	0	0	0	0	0	0	0	0		
23540																0	12756		1274	4	102505		39896	42	156431	0	178549	0	693	2	0	0	0	0	0	0	0	0	0		
23643																0	9202		0	0	99815		27215	52	136232	0			3616	8	0	0	0	0	0	0	0	0	0		
23755																0	9287		259	1	83055		38331	59	130932	0	135784	0	0	0	0	0	0	0	0	0	0	0	1214		
23812															219612	0	35583		1095	2	430731		520958	1657	988367	0	1015731	0	29121	41	0	0	0	0	0	0	0	0	0		
24006																0	61920		590	2	653434		89811	193	805755	0			8139	17	0	0	0	0	0	0	0	0	0		
24453																0	1127		691	2	193923		48526	81	244265	0			11692	23	0	0	0	0	0	0	0	0	86864		
24659																0	2633		462	1	23155		920	1	27170	0					0	0	0	0	0	0	0	0	0		
24668																0	11049		1092	2	118555		25224	46	155920	0			10037	17	0	0	0	0	0	0	0	0	0		
24855																0	0		0	0	9060		1501	3	10561	0					0	0	0	0	0	0	0	0	0		
24949																0	38118		335	1	525489		122093	158	686035	0			39738	53	0	0	0	0	0	0	0	0	48134		
25357																0	1115		0	0	64238		15445	21	80798	0			3838	6	0	0	0	0	0	0	0	0	0		
25647																0	6972		875	3	54096		11111	23	73054	0			0	0	0	0	0	0	0	0	0	0	0		
26149																0	1552		354	1	56182		6232	13	64320	0	63548	0	850	2	0	0	0	0	0	0	0	0	0		
26242																0	18950		255	1	241746		66616	85	327567	0			12955	16	0	0	0	0	0	0	0	0	0		
26457																0	595		0	0	16960		2703	5	20258	0			0	0	0	0	0	0	0	0	0	0	0		
26765																0	3005		304	1	149784		43788	67	196881	0			3550	8	0	0	0	0	0	0	0	0	0		
26859																0	12409		0	0	176538		129649	146	318596	0			45193	60	0	0	0	0	0	0	0	0	0		
26916																0	15514		1163	4	266221		89625	139	372523	0			27947	34	3	0	0	0	0	0	0	0	0		
27548																0	19208		1150	3	257290		126757	150	404405	0			21887	21	0	0	0	0	0	0	0	0	8539		
27614																0	26065		4455	9	168651		40130	50	239301	0			15210	24	0	0	0	0	0	0	0	0	0		
27847																0	24505		4735	12	249411		85035	88	363686	0			3387	8	0	0	0	0	0	0	0	0	0		
28152																0	5677		0	0	43960		9218	17	58855	0	57658	0	651	2	0	0	0	0	0	0	0	0	0		
28255																0	3189		0	0	123530		58941	89	185661	0			7370	16	0	0	0	0	0	0	0	0	0		
28349																0	8883		695	2	101583		21005	36	132166	0			2601	8	0	0	0	0	0	0	0	0	0		
28406															96669	0	46022		3578	8	618029		98179	240	765808	0			806	2	0	0	0	0	0	0	0	0	0		
28572																0	4998		263	1	33880		2695	7	41836	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2393		0	0	50973		8559	18	61925	0			1564	4	0	0	0	0	0	0	0	0	0		
29104															261274	0	22446		4022	11	498017		464077	1810	988562	0	977558	0	42879	74	0	0	0	0	0	0	0	0	233325		
29252																0	5781		0	0	71171		24378	34	101330	0			0	0	0	0	0	0	0	0	0	0	0		
29636																0	23315		1683	4	344770		193311	155	563079	0			14217	28	0	0	0	0	0	0	0	0	0		
29953																0	3029		0	0	39864		12284	24	55177	0			2263	7	0	0	0	0	0	0	0	0	0		
30052																0	196		0	0	10026		2212	7	12434	0			606	2	0	0	0	0	0	0	0	0	0		
30258																0	19264		965	3	330203		76350	112	426782	0			15227	21	0	0	0	0	0	0	0	0	0		
30418																0	944		365	1	309022		1001	1	311332	0					0	0	0	0	0	0	0	0	0		
30502																0	29075		1141	4	474276		108814	167	613306	0			14169	31	0	0	0	0	0	0	0	0	0		
30650																0	9836		290	1	94096		15345	35	119568	0			1635	4	0	0	0	0	0	0	0	0	0		
30810	30401194	0	29840933	0	15511	0	0	0	0	0	0	275000	0	0	669351	0	596260		34947	126	28461095		1308892	2567					11314	3									0		
31134																0	6292		525	1	57543		16265	20	80656	31			2499	5	0	0	0	0	0	0	0	0	0		
31255																0	10982		1338	4	192787		86220	105	291328	0			20539	31	0	0	0	0	0	0	0	0	0		
31657																0	4799		527	2	64831		12474	20	82631	0					0	0	0	0	0	0	0	0	0		
31826																0	16126		1321	4	150541		25081	44	193069	0			6121	11	0	0	0	0	0	0	0	0	0		
31835																0	2801		286	1	45276		34634	41	82997	0			7936	13	0	0	0	0	0	0	0	0	0		
32234																0	3238		0	0	43071		27568	18	73877	0			1228	2	0	0	0	0	0	0	0	0	0		
32766																0	1863		0	0	33247		8772	20	43882	0					0	0	0	0	0	0	0	0	0		
33147																0	18371		1027	3	232119		69090	123	320607	0			11209	20	0	0	0	0	0	0	0	0	8685		
33259																0	36956		517	2	399204		86344	148	523021	0			23485	45	0	0	0	0	0	0	0	0	0		
33268																0	4236		1555	4	64322		23227	35	93340	0	94536	0	3042	9	0	0	0	0	0	0	0	0	0		
33549																0	5710		0	0	33165		2869	9	41807	65			289	1	0	0	0	0	0	0	0	0	0		
33727																0	22115		977	3	218670		46613	93	288375	0			16422	30	0	66	0	0	0	0	0	0	0		
33754																0	945		0	0	25930		1588	4	28463	0					0	0	0	0	0	0	0	0	0		
33839																0	1274		0	0	21602		1206	3	24497	415			502	1	0	0	0	0	0	0	0	0	0		
33857																0	3927		0	0	48857		9863	17	62800	153			1028	3	0	0	0	0	0	0	0	0	0		
34153																0	34578		972	3	457192		39779	53	532521	0			39779	53	0	0	0	0	0	0	0	0	0		
34359																0	2162		0	0	19277		1336	4	22775	0			401	1	0	0	0	0	0	0	0	0	0		
34425																0	11686		310	1	219710		28717	59	260422	0			7608	16	0	0	0	0	0	0	0	0	0		
34434																0	13905		1799	2	123023		50593	202	189320	0			0	0	0	0	0	0	0	0	0	0	0		
34452																0	4628		756	1	56946		17040	21	79370	0			262	1	0	0	0	0	0	0	0	0	0		
34537															330445	0	54348		4086	12	843653		906392	3611	1808479	0	1774470	0	71604	112	0	0	0	0	0	0	0	0	16625		
34555																0	16249		1099	3	100755		28712	39	146815	0					0	0	0	0	0	0	0	0	4144		
34742																0	13099		259	1	191233		42160	69	246751	0			11517	14	0	0	0	0	0	0	0	0	0		
34836																0	1876		386	1	26428		2772	5	31462	0					0	0	0	0	0	0	0	0	0		
35057																0	2067		0	0	61618		17624	28	82080	772			772	3	0	0	0	0	0	0	0	0	0		
35301	97642861	78546533	83648438	64657371	0	0	0	0	0	0	0	998610	78546533	64657371	17911572	0	0		0	0	259953		18836375	3478					13105312	2025									0		
35570															270628	0	470741		18213	55	4056579		1124627	1238	5670160	0	5609973	0	47157	83	0	0	0	0	0	0	0	0	0		
35646																0	1590		0	0	30056		4768	9	36414	0			704	2	0	0	0	0	0	0	0	0	0		
35842																0	5212		0	0	92990		27260	44	125462	0					0	0	0	0	0	0	0	0	0		
36054															280798	0	22953		1656	5	589087		411331	407	1025027	0	1045561	0	74960	114	0	0	0	0	0	0	0	0	0		
36344																0	17122		710	2	239940		63509	86	321281	0			4758	12	0	0	0	0	0	0	0	0	0		
36456																0	4054		277	1	59200		14045	25	77576	0			3648	3	0	0	0	0	0	0	0	0	0		
36858																0	6742		507	2	144170		38543	59	189962	0	192335	0	9027	16	0	0	0	0	0	0	0	0	0		
36933																0	6485		303	1	70059		15670	25	92517	0			3007	6	0	0	0	0	0	0	0	0	0		
37051																0	3041		311	1	39278		3592	9	47826	1604			0	0	0	0	0	0	0	0	0	0	0		
37341																0	2615		0	0	23221		650	2	26485	0			454	1	0	0	0	0	0	0	0	0	0		
37378																0	1838		0	0	101351		28121	62	131310	0			10310	17	0	0	0	0	0	0	0	0	0		
37435																0	78460		5769	17	569168		148132	204	801529	0			28103	35	0	0	0	0	0	0	0	0	0		
37640															386904	0	43730		903	2	641571		277068	254	990138	26865	995299	23819	32166	62	0	0	0	0	0	0	0	0	0		
37659																0	786		554	1	20141		11898	18	33378	0					0	0	0	0	0	0	0	0	0		
37743																0	6393		911	2	44890		22180	23	74374	0			1509	2	0	0	0	0	0	0	0	0	0		
37949																0	5753		0	0	117701		34247	82	157701	0			329	1	0	0	0	0	0	0	0	0	0		
38535																0	27653		1525	5	301640		80213	128	411031	0			5028	13	0	0	0	0	0	0	0	0	0		
38740																0	12431		0	0	96663		23018	24	132112	0			2036	4	0	0	0	0	0	0	0	0	0		
39327																0	14079		0	0	256365		51963	105	322407	0			28544	53	0	0	0	0	0	0	0	0	100		
39420															104470	0	38890		1320	4	759595		172884	202	972689	0	1018187	0	18831	30	0	0	0	0	0	0	0	4000	0		
39475															219293	0	40920		1184	4	1235396		278072	389	1555571	0	1529263	0	151898	171	89	16	0	0	0	0	0	0	0		
39756																0	9826		285	1	228767		115863	172	354741	0			31436	53	0	0	0	0	0	0	0	0	6779		
40033																0	6192		1185	4	50916		12876	10	71169	0			315	1	0	0	0	0	0	0	0	0	0		
40350																0	3478		0	0	29533		3034	5	36045	0			615	2	0	0	0	0	0	0	0	0	0		
40707																0	11288		640	2	163907		33596	75	209431	0			15290	32	0	0	0	0	0	0	0	0	0		
40855																0	1895		275	1	37004		5459	10	44633	0					0	0	0	0	0	0	0	0	0		
41245																0	3341		0	0	26073		3023	11	32437	0					0	0	0	0	0	0	0	0	0		
41553																0	2192		0	0	35987		18384	59	56614	51					0	0	0	0	0	0	0	0	0		
41629																0	7527		254	1	111000		14651	21	133432	0	131614	0	4377	3	0	0	0	0	0	0	0	0	2421		
41647																0	31590		785	3	698076		57261	105	787712	0			12323	23	0	0	0	0	0	0	0	0	24110		
41759																0	2126		0	0	26233		6082	14	34441	0			336	1	0	0	0	0	0	0	0	0	0		
41825																0	6113		555	1	99308		14220	27	120196	0					0	0	0	0	0	0	0	0	0		
41937																0	6125		538	2	36423		2023	6	45109	0					0	0	0	0	0	0	0	0	0		
41955																0	2735		0	0	21157		1894	4	25786	0			0	0	0	0	0	0	0	0	0	0	0		
42037																0	0		0	0	31412		18841	26	50253	0			0	0	0	0	0	0	0	0	0	0	0		
42055																0	2344		605	1	48778		1760	4	53487	0			1760	4	0	0	0	0	0	0	0	0	0		
42354																0	2363		0	0	63925		29710	47	95998	0			4346	9	0	0	0	0	0	0	0	0	0		
42420															1260410	0	311126		17288	49	3091695		1088524	1294	4508633	0	4522866	0	185128	268	0	0	0	0	0	0	0	0	0		
42448																0	47958		5885	16	332562		87710	98	474115	0			10447	19	0	0	0	0	0	0	0	0	0		
42457																0	1193		0	0	15221		3789	7	20203	0			491	1	0	0	0	0	0	0	0	0	0		
43052																0	5532		271	1	63038		26042	100	94883	0			4739	6	0	0	0	0	0	0	0	0	0		
43173	7675890	716683	8647326	1055225	65536	27500	0	0	0	0	0	125000	716683	1055225	2075659	0	131775		2825	10	5619729		1204878	1759					436472	507									52914		
43351																0	298		0	0	5526		1564	2	7388	0			0	0	0	0	0	0	0	0	0	0	0		
43454																0	877		0	0	13280		5330	8	19487	0			1825	3	0	0	0	0	0	0	0	0	0		
43511																0	22432		996	3	318417		74251	138	416096	0			15097	27	0	0	0	0	0	0	0	6000	23521		
43744																0	4776		0	0	73088		11427	37	89291	0			672	2	0	0	0	0	0	0	0	0	0		
43856																0	1138		280	1	24997		13809	25	40225	0			1967	4	0	0	0	0	0	0	0	0	0		
43959																0	1931		0	0	62492		46408	53	110831	0					0	0	0	0	0	0	0	0	0		
44040																0	15360		0	0	148307		60840	68	224507	0					0	0	0	0	0	0	0	0	0		
44134	1686822	62121	1774143	63664	0	0	0	0	0	0	0	0	62121	63664	880779	0	32863		6578	14	786334		798926	700					142069	184									0		
44433																0	3631		546	2	129685		107340	131	241202	0			0	0	0	0	0	0	0	0	0	0	0		
44741																0	16296		973	3	185585		94537	83	297391	0			7684	17	0	0	0	0	0	0	0	0	4661		
44750																0	10660		547	1	110947		33858	26	156012	0			1093	3	0	0	0	0	0	0	0	0	0		
44929																0	9863		1220	4	91262		16296	26	118641	0					0	0	0	0	0	0	0	0	0		
45038																0	12934		518	2	64981		19039	21	97472	0			856	3	0	0	0	0	0	0	0	0	608		
45047																0	6312		0	0	70764		11237	26	88313	0			3407	9	0	0	0	0	0	0	0	0	0		
45056																0	3117		0	0	33466		5871	11	42454	0			1290	4	0	0	0	0	0	0	0	0	0		
45430																0	8776		540	2	68312		11883	27	89511	0			1496	1	0	0	0	0	0	0	0	0	0		
45458																0	568		0	0	5352		2880	11	8800	0			0	0	0	0	0	0	0	0	0	0	0		
45551																0	26201		653	2	326698		101877	192	455429	0			29419	50	0	0	0	0	0	0	0	0	0		
