"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
27548	0	0					4114	11376	103802					57383	0	1464	0	18885	0	34682	7664									
27614	0	0					1486	0	79890					3000	0	8816	0	34943	3214	0	0									
27847	0	1008					2252	2703	120660					33673	0	5506	952	38985	0	0	0									
28152	0	0					326	4766	2338					2251	309	925	3377	677	0	0	0									
28255	0	3005					408	0	31531					0	0	2009	0	0	486	0	0									
28349	0	0					1445	6650	11317					10000	0	0	6650	0	0	0	21									
28406	0	774					4724	0	485745					0	0	129035	0	2118	55068	0	0									
28572	0	0					1122	167	3321					11019	162	3241	0	0	0	0	0									
28732	0	0					192	0	16683					4000	0	6542	0	1847	0	0	0									
29104	0	150					10673	0	375742					170182	0	16223	0	17996	21770	407	105171									
29252	0	0					908	0	32020					0	0	2066	0	29951	0	0	0									
29636	0	0					4831	0	292576					75068	0	117180	0	94699	0	0	97725									
29953	0	3364					1438	2466	3364					17534	0	0	2466	0	0	0	3020									
30052	0	0					153	0	0					2984	0	0	0	0	0	0	0									
30258	0	0					3347	0	36539					28545	0	1046	0	1546	0	0	388									
30418	0	0					0	0	315880					0	0	222	0	419	0	0	190890									
30502	0	3998					5325	0	130727					63000	0	36712	0	35563	4349	0	27163									
30650	0	0					1546	0	33883					19000	0	25099	0	2303	0	0	0									
30810	0	0	0	0	0	51337	40833	2382185	1983146	36	39910689	0	33332290	608669	0	0	68402	0	103576	0	0	13361	0	0	0	2300422	1828233	0	0	
31134	0	0					649	0	26379					10000	0	5761	0	11510	0	0	0									
31255	0	0					1265	0	115393					20909	0	0	0	1602	0	0	1297									
31657	0	0					132	43359	0					0	2000	0	0	0	0	0	0									
31826	0	0					785	0	32175					1000	0	3703	0	18715	131	0	0									
31835	0	0					1105	0	25289					9000	0	5899	0	16690	0	0	0									
32234	0	5086					82	0	38941					0	0	33164	0	691	0	0	17683									
32766	0	0					24	11503	47					0	0	0	11503	0	0	0	0									
33147	0	0					2125	0	42878					37500	0	14248	0	14320	0	0	231									
33259	0	36710					2890	3167	46032					23500	0	9322	3167	0	0	0	1190									
33268	0	0					0	1527	58944					0	0	6599	1527	8933	0	0	0									
33549	0	0					0	0	8149					0	0	3982	0	1690	12	0	0									
33727	0	1407					1201	0	78863					66	0	17019	0	18915	0	0	15043									
33754	0	0					0	10498	9370					0	10498	5122	0	3962	0	0	0									
33839	0	0					132	0	5270					0	0	2973	0	2297	0	0	0									
33857	0	0					949	0	14239					14586	0	3114	0	0	0	0	0									
34153	0	0					5324	0	28292					36975	0	21660	0	266	0	0	0									
34359	0	401					412	0	12467					1200	0	6507	0	4076	0	0	0									
34425	0	0					2239	497	37818					30000	0	1527	497	36187	0	0	7004									
34434	0	0					474	5483	54136					0	0	996	5483	735	0	0	0									
34452	0	0					57	2914	21177					0	0	0	151	7017	0	0	0									
34537	0	1198					13925	19296	342742					65053	0	0	4707	2102	3274	0	69139									
34555	0	0					2069	0	70730					2300	0	9961	0	30075	0	0	4000									
34742	0	0					758	0	30552					9440	0	2093	0	3316	0	0	0									
34836	0	405					0	0	9000					0	0	8316	0	279	0	0	0									
35057	0	0					2001	0	17348					7550	0	723	0	10793	0	0	0									
35301	0	10504231	3424204	291075	5813038	14734359	305227	20532339	63617886	0	111935166	38434777	60028940	20176009	500330	1183763	197799	5892604	394752	1578847	11896021	444551	2627397	0	0	7090798	27578425	3061619	411280	
35570	0	0					68902	772492	374209					839208	15232	25066	10419	0	0	0	860000									
35646	0	0					111	17473	4451					0	3806	304	13667	3444	703	0	0									
35842	0	0					452	0	28600					0	0	24215	0	1864	0	0	0									
36054	0	0					5719	1201	6906					29181	0	4546	1201	878	0	0	0									
36344	0	0					2628	0	114992					20000	0	4519	0	21230	52	0	21266									
36456	0	0					208	66	12427					0	0	8559	65	2541	0	0	0									
36858	0	0					772	0	85970					3986	0	27682	0	0	0	0	16655									
36933	0	0					209	0	11812					100	0	2524	0	3728	0	0	0									
37051	0	0					277	0	5853					2500	0	0	0	869	0	0	0									
37341	0	0					19	105	0					0	0	0	105	0	0	0	0									
37378	0	548					513	3882	4218					0	264	509	0	211	0	0	0									
37435	0	0					2430	2000	201563					15103	0	78043	2000	20252	0	0	16787									
37640	0	0					10621	2773	200117					88073	0	41	2773	18803	0	0	22376									
37659	0	0					0	4732	3297					0	0	2863	4732	0	0	0	0									
37743	0	0					276	0	16506					0	0	0	0	15149	0	0	0									
37949	0	0					962	0	47606					5255	0	8826	0	26038	0	0	5063									
38535	0	0					1586	0	81549					20000	0	426	0	32920	10	0	8732									
38740	0	0					2032	0	37201					26028	0	3384	0	14071	0	0	0									
39327	23500	46329					0	39616	46728					55	13000	0	3116	399	0	0	7546									
39420	0	0					4985	0	273144					45005	0	55131	0	26666	0	0	31423									
39475	0	0					11056	0	51951					109205	0	3449	0	21354	2925	0	0									
39756	0	0					4902	0	28667					49887	0	0	0	2330	0	0	4306									
40033	0	0					434	407	25682					0	0	7525	260	3206	7	0	0									
40350	0	0					258	1684	4183					1956	0	4083	1684	100	0	0	0									
40707	0	0					1030	1078	11723					8128	1078	5469	0	1761	0	0	0									
40855	0	0					547	0	5793					5008	0	422	0	5371	0	0	0									
41245	0	253					45	6056	1575					0	900	1322	5119	0	0	0	1134									
41553	494	1279					99	1704	37616					0	0	36337	1196	0	0	0	0									
41629	0	0					788	0	12280					8600	0	3504	0	4431	0	0	0									
41647	0	74999					6741	0	161798					76600	0	2233	0	7158	0	0	24173									
41759	0	0					66	0	12799					0	0	3620	0	7137	0	0	0									
41825	2000	1010					0	4002	37710					0	2002	14008	0	0	0	0	0									
41937	0	0					270	0	20211					44	0	7178	0	6679	0	0	0									
41955	0	0					214	655	9153					1079	0	4549	648	0	0	0	0									
42037	0	0					59	0	5041					0	0	1319	0	2420	0	0	0									
42055	0	0					410	2161	16424					0	1499	1490	180	0	0	0	0									
42354	0	0					240	0	49498					0	0	16636	0	7652	0	0	0									
42420	0	0					53001	41397	1212582					928364	0	75332	41263	187422	7260	0	179467									
42448	0	1581					4359	0	114441					93569	0	39075	0	70546	3239	0	0									
42457	0	0					2	6721	0					0	4863	0	929	0	0	0	0									
43052	0	0					1426	0	17872					13944	0	10267	0	16	225	0	0									
43173	0	151441	0	0	0	74741	139740	0	2024093	373649	9621241	0	9686382	1741566	0	586711	0	304595	0	150000	773434	0	759208	0	96086	0	51311	0	0	
43351	0	1454					0	0	2108					0	0	0	0	654	0	0	0									
43454	0	0					25	0	4475					0	0	4418	0	57	0	0	0									
43511	0	15999					3705	0	62290					33334	0	0	0	0	0	0	0									
43744	0	0					661	0	5242					10500	0	243	0	979	0	0	0									
43856	0	0					178	1573	14153					0	0	6108	1573	2222	29	0	0									
43959	0	0					52	0	48324					0	0	12612	0	14957	0	0	0									
44040	0	0					1702	0	87349					67	0	27654	0	12832	190	0	0									
44134	0	0	0	0	0	0	0	0	166202	0	2052675	62121	1779615	125008	0	25359	0	14156	0	0	1934	0	118007	0	8680	0	0	0	0	
44433	0	1968					3966	0	77392					50000	0	0	0	0	2357	0	1168									
44741	0	0					1155	31549	35458					7000	0	34619	31549	449	390	0	9399									
44750	0	0					960	0	27056					5000	0	2502	0	9331	0	0	0									
44929	0	6168					1192	0	9537					0	0	2318	0	1029	0	0	0									
45038	0	0					229	4388	37582					1750	0	14342	4388	17860	0	0	6037									
45047	0	0					764	0	15388					1359	0	10558	0	377	0	0	0									
45056	0	0					181	1239	7711					100	0	2839	1207	4135	0	0	0									
45430	0	0					664	2423	6539					12108	0	0	2423	0	0	0	0									
45458	0	19					34	0	2297					0	0	2278	0	0	0	0	0									
45551	0	2014					2651	0	112572					895	0	72286	0	27381	0	0	38824									
45560	0	0					2553	7862	107241					37182	0	12046	7862	6928	0	0	0									
45775	0	0					1320	10330	0					10000	3000	0	1393	0	0	0	0									
46053	0	0					1778	0	49246					2351	0	18594	0	5865	0	0	839									
46941	0	0					516	8141	32755					4054	0	16155	8141	1773	0	0	0									
47153	0	0					12	3190	701					0	2398	701	792	0	0	0	0									
47247	0	0					1519	1131	54364					27100	0	14033	1007	21027	0	0	0									
47256	0	0					214	0	3404					0	0	1147	0	2257	0	0	0									
47452	490	12758					36	490	16816					2000	0	0	0	201	0	0	0									
47500	0	3053					2060	0	34202					22500	0	19562	0	1141	5843	0	0									
48057	0	0					299	45	17852					0	0	6649	45	9252	0	0	0									
48150	0	0					120	0	2379					630	0	1499	0	673	0	0	0									
48374	0	0					5703	880	18032					88575	0	14715	0	0	3046	0	1014									
48440	0	0					378	0	11450					6000	0	1202	0	4956	0	0	0									
48730	0	0					1433	9204	9345					40000	4995	0	4209	101	7204	0	363									
49054	0	0					1492	0	711					6500	0	711	0	0	0	0	0									
49148	0	0					403	0	45170					0	0	14054	0	12634	0	0	0									
49241	0	0					3153	15264	50040					45697	8775	30715	3309	12826	0	0	0									
49344	0	0					2374	500	9043					35850	0	3476	0	5241	0	0	0									
49643	0	0					451	10841	0					0	0	0	8593	0	0	0	0									
49652	0	0					456	0	31128					2622	0	11530	0	19598	0	0	0									
49821	0	0					3934	0	119145					78742	0	14270	0	53200	427	0	0									
49858	0	0					240	0	4941					60	0	4000	0	758	0	0	0									
49951	0	0					0	0	16864					0	0	16864	0	0	0	0	0									
50144	0	0					196	17833	0					0	4041	0	7793	0	0	0	0									
50461	0	0					0	818	0					0	0	0	818	0	0	0	0									
50546	0	0					385	0	17074					5000	0	6087	0	170	0	0	0									
50854	0	0					0	2559	17892					0	0	0	2559	4496	0	0	0									
50957	0	0					1306	7008	0					11367	7008	0	0	0	0	0	0									
51253	0	0					640	0	34613					16275	0	0	0	20934	0	0	0									
51356	0	4540					0	0	30577					0	0	26037	0	0	0	0	0									
51459	0	0					430	0	71034					147	0	28876	0	19443	0	0	0									
51730	0	0					94	2436	8029					0	872	5936	0	0	404	0	0									
51842	0	0					1298	0	13652					20304	0	0	0	12690	962	0	0									
52410	0	0					376	0	27562					3000	0	3284	0	15679	0	0	0									
52719	0	0					3834	205302	0					382848	0	0	205302	0	0	169838	0									
52951	0	0					249	0	20310					0	0	5357	0	7281	0	0	0									
53015	0	0					9	15709	0					0	6428	0	9080	0	0	0	0									
53033	0	6000					5389	8228	501712					0	0	0	0	17388	0	0	0									
53051	0	0					5	21530	0					0	0	0	0	0	0	0	0									
53239	0	5023					0	0	27893					0	0	0	0	11935	0	0	0									
53453	0	0					140	0	26814					0	0	756	0	5273	0	0	0									
53752	0	0					47	12511	15540					0	1873	0	490	0	0	0	0									
54049	0	0					521	726	9005					4000	0	554	726	0	1500	0	0									
54058	0	0					966	0	44597					6741	0	5765	0	13781	0	0	0									
54357	301	0					0	313	18					0	0	0	0	0	0	0	0									
54375	0	0					6587	0	171363					72019	0	0	0	49296	249	0	46592									
54441	0	0					136	0	9613					2000	0	7037	0	318	0	0	1578									
54656	0	676					626	0	208250					5000	0	16	0	73353	0	0	0									
55176	0	0					2401	2809	5250					29000	0	0	0	0	0	0	0									
55336	0	12442					1548	0	78343					429	0	62887	0	3014	0	0	0									
55635	0	0					297	0	7886					1790	0	3514	0	3221	0	0	0									
55653	0	1016					610	0	34834					5000	0	19215	0	8327	0	0	12820									
56258	0	0					315	0	49931					1316	0	44437	0	299	0	0	0									
56351	0	15167					1833	105135	162364					324	0	48421	50740	3362	0	0	0									
56427	0	0					337	0	18488					1400	0	4737	0	7663	0	0	0									
56548	0	0					1199	0	18263					6000	0	2130	0	8096	134	0	0									
56557	0	0	0	0	0	2599	14230	313	483557	0	2445736	113936	2124017	100000	0	25000	0	2660	0	0	125662	313	405693	0	0	0	47580	0	25	
56717	0	0					1741	0	70236					27852	0	16540	0	27022	0	0	13802									
57040	0	0					9	0	25909					0	0	14575	0	11333	1	0	0									
57228	0	0					506	0	7361					0	0	1789	0	2002	16	0	536									
57255	0	1026					30	1310	16333					0	0	10239	1310	2843	0	0	0									
57451	0	0					1036	0	181840					14000	0	37512	0	39324	0	0	55089									
57572	0	0					1110	0	12581					15314	0	1580	0	0	13	0	0									
57956	0	0					126	1228	30842					0	0	8437	1228	8797	117	0	5076									
58074	0	0					2941	0	15472					30500	0	5101	0	230	7	0	0									
58207	0	999					778	0	32258					5921	0	6693	0	6468	9057	0	824									
58225	0	1073					577	0	35038					7000	0	6214	0	22100	0	0	456									
58243	0	0	0	0	0	0	26235	294369	415523	0	5618582	359149	4824597	240605	30938	43458	41302	334	7293	0	331953	71805	250808	150324	113605	0	0	0	25	
58355	0	0					0	0	7					0	0	0	0	0	0	0	0									
58551	0	0					0	0	48835					0	0	10716	0	9926	0	0	0									
58636	0	0					987	0	45676					18190	0	25195	0	2637	2009	0	0									
58757	0	0					178	0	12023					1700	0	4765	0	6572	0	0	0									
58971	0	9727					15660	0	587515					25781	0	116535	0	64286	0	0	233740									
59316	0	0					3583	708	125953					43166	0	30578	708	32676	416	0	19388									
59352	0	0					118	0	137958					0	0	3970	0	33170	0	0	0									
59679	0	0					194	0	1592					0	0	0	0	0	1592	0	0									
59754	0	0					216	0	2176					0	0	1009	0	968	0	0	0									
60143	0	3071819	0	0	0	34	657725	0	8808352	0	58398133	2171975	50600120	8175450	0	0	0	50966	64068	0	350770	0	4349271	0	378667	0	893527	0	0	
60330	0	0					3436	0	34113					44700	0	10250	0	19899	0	0	0									
60433	0	102					155	0	5587					0	0	2413	0	0	0	0	0									
60545	0	0					120	0	73796					27	0	70962	0	0	0	0	0									
60554	0	0					257	0	19597					1086	0	5429	0	13833	0	0	0									
60648	0	505					1003	233	4742					19	0	1632	233	1248	0	0	0									
61122	0	0					13861	0	317887					240686	0	94683	0	100479	0	0	46229									
61355	0	0					3771	379	109616					44000	0	52325	379	55217	0	0	8850									
61476	44	0					1255	1523	16020					3629	0	8494	0	2284	843	0	0									
61533	0	0					3454	700	121965					50000	207	8536	493	1974	0	0	0									
61757	0	0					41	2389	36583					0	0	35579	1504	1004	0	0	16628									
61832	0	0					1515	0	26150					15500	0	24938	0	1212	0	0	0									
61953	0	0					148	6471	14625					0	0	12650	6470	1975	0	0	0									
62044	0	0					401	1502	1488					179	1502	1488	0	0	0	0	0									
62110	5996	0					81	5996	0					0	0	0	0	0	0	0	0									
62147	0	0					770	0	10800					3000	0	0	0	3331	72	0	0									
63050	0	0					0	0	25315					0	0	7174	0	10199	0	0	0									
63069	0	13554	0	0	0	280856	54117	0	3483117	0	18052475	0	16273715	10720	0	360284	0	403264	1599	0	200000	0	581974	0	1771837	0	69749	0	0	
63078	0	9068					2430	0	56204					10000	0	31387	0	13902	0	0	0									
63201	300	0					19	34149	1405					0	7006	1405	15659	0	0	0	0									
63359	0	39006					0	0	73518					0	0	0	0	34512	0	0	0									
63573	0	0					3152	0	46019					23000	0	37648	0	0	0	0	0									
63733	0	0					758	0	127380					12990	0	51298	0	76074	8	0	0									
63742	0	0					318	0	5645					6283	0	0	0	0	790	21192	0									
63751	0	0					35	0	657					200	0	657	0	0	0	0	0									
64150	0	0					209	4039	4099					2073	0	1789	4039	0	2310	0	0									
64543	0	0					2707	0	71201					49496	0	0	0	33872	0	0	0									
64552	0	0					819	1	13943					5000	0	207	0	3018	0	0	0									
64619	0	0	0	0	0	0	10092	395508	326148	0	2112054	579	1971829	298787	132079	89814	42532	24604	0	0	55628	191737	46091	28910	13638	0	152001	250	0	
64730	0	0					1116	0	45350					16800	0	31022	0	6398	0	0	0									
65205	15076	0					2556	155639	123373					0	140563	0	0	0	6009	0	0									
65241	0	0					1501	600	11636					22500	0	3618	600	4029	0	0	0									
65513	0	0	0	0	0	0	375	70875	28708	0	434250	0	386598	92549	0	0	224	879	0	0	0	0	1	0	0	54756	18767	15895	9061	
