"IDRSSD"	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	RCONF264	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	0	0	0	0	0	0	0	0	0	0	0	0	35800	43374	0	0	0	0	0	28521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	1250	0	0	0	0	0	5487	181	0	5892	0	41	0	0	0	0	0	0	0	0	2560	25961	0	0	0	0	0	1174	0	0	0	0	-199	29	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	829	7142	2560	33092	0	1428	1280	33092	35800	0	0	0	4884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632	0	0	0	0	0	0	0	0	0	0	0	7022	676746	785298	0	0	0	0	0	672208	0	0	0	1120	1120	0	0	0	1120	0	0	0	0	0	0	0	0	0	9521	4175	0	0	0	0	0	0	1674	0	37735	1415	0	0	0	0	0	0	0	0	4069	103230	564909	0	0	0	0	0	35494	0	0	4457	14	-13875	1034	0	0	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4878	4878	0	0	4878	0	11844	0	0	0	11844	0	0	0	9521	95344	109537	609930	0	19069	54769	609930	683768	0	44908	44908	62788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	0	0	0	0	0	0	0	0	0	0	0	583	110722	246849	0	0	0	0	0	81016	0	0	0	0	0	0	0	0	0	0	0	1085	0	0	0	0	0	0	14572	4063	0	0	0	78312	0	16928	1098	0	33106	0	0	0	0	0	0	0	0	0	0	42033	38983	0	0	0	0	0	11589	1085	48	380	0	209	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14620	121391	42033	66010	0	24278	21017	66010	111305	0	5530	5530	41569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	0	0	0	0	0	0	0	0	0	0	393	859	255535	388762	0	0	0	0	0	269341	102	1275	1275	0	0	0	0	0	0	0	0	8801	0	0	0	0	0	0	11618	10582	0	0	0	0	0	0	2523	1465	74001	4165	3030	0	0	0	0	0	0	0	2694	99395	167252	0	0	0	0	0	20682	8801	7	3285	270	7278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6491	0	0	0	6491	0	0	0	13090	90562	103830	186367	0	18112	51915	186367	256394	0	0	0	31104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	218453	207693	0	0	0	0	0	12917	10127	126588	126588	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	15266	0	0	0	56695	1934	0	-19055	0	53569	1520	37328	0	0	0	0	0	0	0	0	1757	11160	0	0	0	0	0	6992	98	0	0	0	-19174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169391	5211	181969	0	33878	2606	181969	218453	0	43861	43861	20847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	863	163604	210436	0	0	0	0	0	158532	0	0	0	377	377	0	0	0	377	0	0	0	0	0	0	0	0	0	747	2099	0	0	0	0	0	0	-482	1495	32163	8883	0	0	0	0	298	0	0	0	1507	30278	126747	0	0	0	0	0	11348	0	0	1447	0	-3401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2242	38561	39459	137025	0	7712	19730	137025	164467	0	1345	1345	19875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	59478	115888	0	0	0	0	0	59935	0	0	0	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	1102	9609	0	0	3	0	0	0	978	485	36912	0	0	0	0	0	0	0	0	0	0	31497	28438	0	0	0	0	0	5249	0	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1622	50216	31497	33686	0	10043	15749	33686	59478	0	3695	3695	12263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	3696	1393941	1826028	0	0	0	0	0	1340783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1335	11622	21255	0	-3442	4851	100134	990	3442	5719	2415	375344	0	7487	0	0	0	0	0	0	0	0	279437	1061347	0	0	0	0	0	104868	-1335	0	25515	0	-20224	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18888	522248	280427	1152973	0	104450	140214	1152973	1397637	0	0	0	189041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451	0	0	0	0	0	0	0	0	0	0	0	857	32593	38914	0	0	0	0	0	29190	406	5075	5075	70	70	0	0	0	70	0	0	0	0	0	0	0	0	0	148	5933	0	0	0	0	76	0	0	0	0	0	0	0	0	0	250	0	0	144	1025	8080	19941	0	0	0	0	0	3173	120	99	482	0	-1155	60	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	8146	8406	27618	0	1629	4203	27618	33450	0	706	706	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	6379	8938	0	0	0	0	0	5750	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	2597	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	477	5273	0	0	0	0	0	577	289	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868	477	5566	0	574	239	5566	6379	0	271	271	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	409720	539007	0	0	0	0	0	425859	0	0	0	5684	5684	0	0	0	5684	0	0	1112	0	0	0	0	0	0	20523	32243	0	0	0	0	0	0	2568	0	58952	0	550	0	0	0	0	0	0	0	255	104312	321292	0	0	0	0	0	10436	1112	174	0	0	-462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2598	0	0	0	2598	0	0	0	20697	91450	104312	339274	0	18290	52156	339274	409720	0	0	0	70357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	0	0	0	0	0	0	0	0	0	0	0	0	44487	54061	0	0	0	0	0	41918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	391	0	0	0	0	0	0	71	2418	4849	2159	538	0	0	0	0	0	0	0	1597	2865	37456	0	0	0	0	0	3027	0	14	476	39	-418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643	7313	5063	40492	0	1463	2532	40492	44487	0	0	0	5142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938	0	0	0	0	0	0	0	0	0	0	0	5315	496831	630597	0	0	0	0	0	490930	0	0	0	3291	3291	0	0	0	3291	0	0	0	0	0	0	0	0	0	12446	7456	0	0	0	0	0	0	3463	4913	71062	1672	0	0	0	0	0	0	0	0	4221	99841	386868	0	0	0	0	0	24729	0	0	3112	33	-8073	1038	0	0	0	1038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1788	1788	0	0	1788	0	17669	0	0	0	17669	0	0	0	17359	100147	103334	430450	0	20029	51667	430450	502146	0	14296	14296	46419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	0	0	0	0	0	0	0	0	0	0	0	116	78366	144827	0	0	0	0	0	72478	0	0	0	116	116	0	0	0	116	0	0	0	0	0	0	0	0	0	3298	5760	0	0	0	215	100	0	1048	20885	38964	721	1038	0	0	0	0	0	0	0	10943	857	60678	0	0	0	0	0	4046	0	102	515	9	-49	255	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	852	0	0	0	24285	56397	1687	66359	0	11279	844	66359	78482	0	0	0	16909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	0	0	0	0	0	0	0	0	0	0	22711	29189	0	0	0	0	0	12226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6119	0	0	0	22	2008	250	0	7676	0	740	0	0	0	0	0	0	0	0	2380	9846	0	0	0	0	0	1244	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7766	2402	19957	0	1553	1201	19957	22711	0	90	90	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	0	0	0	0	0	0	0	0	0	0	0	339	102255	185328	0	0	0	0	0	106668	0	0	0	601	601	0	0	0	601	0	0	0	0	0	0	0	0	0	21161	653	0	0	0	5998	1338	0	952	7109	33702	751	0	0	0	0	87	0	0	0	5729	24004	76935	0	0	0	0	0	9351	326	0	8003	1022	-344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	100	0	620	0	0	0	28270	54185	27202	78156	0	10837	13601	78156	102594	0	0	0	25208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953	0	0	0	0	0	0	0	0	0	0	0	938	107744	123911	0	0	0	0	0	106092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	980	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10050	0	0	10951	13522	81619	0	0	0	0	0	7993	0	0	680	0	-2297	413	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	12611	13522	99399	0	2522	6761	99399	108682	0	0	0	10239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
