"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	IRA KEOGH IN MEM ITEM 2.C	
37	5807	0	1227	6645	0	11966	0	0	0	0	0	0	54084	0	702	14270		29136	4871	4269	14877	8662	0	0	2625	12252	7806	6453	1270	7392	2199	3409	10739	53382	0	0	486	
242	3106	0	533	3940	0	9650	0	0	0	0	0	0	15922	0	1389	2202		7095	3519	1482	4922	1549	0	0	1143	3779	1644	529	1019	530	653	0	9117	14533	0	0	0	
279	13364	0	0	5808	0	17571	0	0	0	0	0	0	81844	0	0	29049		37585	1846	12456	24120	19830	0	0	7526	16594	12051	1414	5599	14231	8424	795	17571	81844	0	0	4220	
354	1177	0	41	1787	0	1787	0	0	0	0	0	0	5824	0	1579	701		2917	1029	0	2917	701	0	0	840	2077	0	0	701	0	0	0	1746	4245	0	0	0	
457	2968	0	184	2487	0	4434	0	0	0	0	0	0	21836	0	1378	2204		10171	6493	1270	8668	1797	0	0	2602	6066	1312	191	529	1268	407	0	4250	20458	0	0	107	
505	106918	7	5352	12896	0	21870	0	0	713	0	1499	0	258372	0	61798	28459		52438	70557	8803	45406	24727	713	786	14624	30782	6559	473	9827	14900	3583	149	16511	196457	0	117	2290	
1155	361	7	941	31053	0	77252	0	0	0	0	0	0	104868	0	13324	36915		53067	14525	13769	28267	21294	0	0	24221	14385	12167	2294	13523	14687	6850	1855	76300	91044	4	500	5385	
1351	3931	28	4861	11452	0	20538	0	0	0	0	0	0	93842	0	5281	28027		42560	19324	7913	34011	25366	0	0	10708	23303	8549	0	4435	20931	2661	0	15649	88561	0	0	2569	
1454	1769	55	6252	95001	0	175564	0	0	0	0	0	0	228377	5	17339	56980		54642	114985	21006	40487	28890	0	0	20015	22767	7864	3996	31981	18674	3595	2730	169257	211033	0	0	4530	
1557	3035	0	1155	6550	0	10969	0	0	0	0	0	0	24220	0	3010	8155		11178	1852	1909	8476	7370	0	0	2971	5505	2270	432	2708	4662	785	0	9814	19960	0	1250	138	
1632	8023	24	4297	29828	0	63401	0	0	75840	48008	123848	0	599168	0	19049	164641		202250	224255	37817	134620	141518	30414	28892	15563	119057	64238	3392	34037	107481	17971	5152	59080	580119	0	0	18586	
1669	13800	5	15882	26887	0	71525	0	0	0	0	0	0	128300	0	3010	33195		54571	26734	12641	43673	26919	0	0	16687	28249	5626	4009	5939	21103	4968	1185	55473	125250	165	40	3075	
1829	39579	2	159	57268	0	73523	0	0	1827	0	3225	0	234822	0	4474	39870		94993	60381	24650	56906	25925	142	976	19101	37805	25461	12626	12234	13691	8207	5737	73362	230004	0	344	8978	
1856	1313	0	945	2016	0	4033	0	0	103381	0	103381	0	137829	0	23940	26189		107182	3144	7	25451	25801	22104	0	5987	19464	35750	45981	20903	4898	388	0	3088	113889	0	0	0	
2040	10332	2	12690	11560	0	41527	0	0	43939	0	51802	0	123312	0	2970	16044		74701	22235	9117	29574	11461	12142	7368	7933	21641	24338	20789	4207	7254	3271	1312	28835	119587	0	755	1849	
2161	16346	0	7851	15824	0	42570	0	0	0	0	0	0	60375	0	10780	24969		15414	3646	8097	14214	24584	0	0	5853	8361	1006	194	12345	12239	385	0	34719	49595	0	0	343	
2376	233381	0	1591	14207	0	25322	0	0	0	0	0	0	1177300	0	5211	247704		461210	235005	73439	404210	220271	0	0	127256	276963	52110	4882	79411	140861	25306	2127	23731	1172089	0	0	23121	
2451	1548	0	429	2773	0	3920	0	0	13251	0	13251	0	29938	0	1071	2939		22271	3180	642	10511	2519	5040	0	1560	8951	4605	7155	1003	1516	420	0	3491	25601	0	3266	0	
2554	721	0	163	35	0	2995	0	0	0	0	0	0	5003	0	1525	1615		2667	0	87	2275	1416	0	0	768	1507	280	112	1106	310	200	0	2832	3478	0	0	0	
2732	32515	1	9716	73649	0	112478	0	0	23044	0	23044	0	354681	0	36530	196971		78151	47044	12095	58534	186281	18969	0	27524	42355	7942	330	111489	77489	7993	0	102761	318151	0	0	3116	
2750	7061	0	1131	2088	0	7819	0	0	130	949	1079	0	36404	0	8351	14150		14206	988	1873	9951	11630	0	949	2936	7490	3468	312	3081	8549	2288	232	6688	27771	0	282	353	
2938	20060	42	9130	31802	0	50284	0	0	6512	73042	79554	0	480149	0	50742	155985		89100	215003	21333	79523	142582	5528	46639	21366	58157	7557	2020	67382	75200	10617	2786	41112	429407	0	0	7756	
3252	9593	3	469	11213	0	51113	0	0	18	0	500	0	71500	0	2373	33671		17292	10944	5390	13485	31448	18	482	4550	8935	3254	554	5334	26114	1411	813	50641	68314	0	813	0	
3458	1247	2	2615	2913	0	8732	0	0	0	0	0	0	14474	0	2041	4562		7183	1481	629	5871	3896	0	0	1399	4472	1087	225	1178	2718	666	0	6115	12433	0	0	120	
3720	20185	0	7723	15009	0	57463	0	0	0	0	0	0	92951	0	3776	28960		40324	3482	8039	34290	28032	0	0	13930	20360	6034	0	8146	19886	928	0	49740	89175	0	0	3308	
3953	5824	37	1245	21374	0	29922	0	0	99	495	594	0	72968	0	1675	18799		17652	30692	348	15817	16960	99	495	4656	11509	1434	53	6890	10070	575	1265	28640	71293	0	0	0	
4138	25384	9	3004	21775	0	35672	0	0	0	0	0	0	128304	0	4104	46194		40249	16478	12007	35033	41035	0	0	10950	24083	5215	1	10784	30251	5059	100	32659	124200	0	0	3154	
4156	9187	0	6188	18676	0	39207	0	0	0	0	0	0	115817	0	16152	42094		49910	14625	6676	35799	29481	0	0	5397	34678	6860	2975	18485	17308	5452	849	33019	99665	0	0	2618	
4231	7795	27	5863	14410	0	22076	0	0	0	7366	7366	0	82441	0	1460	39379		30484	4783	17953	21759	26439	0	6217	4770	16989	7164	1561	5651	20788	10670	2270	16186	80981	0	0	11923	
4437	53772	3	2123	16196	0	45188	0	0	5351	2003	7354	0	165480	0	10098	43074		51273	17361	10956	33543	25184	4947	1654	22394	20278	7783	818	16391	18407	7467	809	43062	154824	0	558	0	
4839	24922	0	97	33442	0	41982	0	0	21477	0	21477	0	200990	0	7453	64962		81315	29792	12716	59790	55477	11931	0	11427	48363	18015	3509	23238	32239	9484	0	41885	165002	0	28535	4828	
5005	63112	14	2	28596	0	42573	0	0	0	0	0	0	282384	0	5	82785		117279	19208	24796	65481	39835	0	0	23540	41941	51109	689	12327	27508	42429	521	42557	275952	0	6427	8816	
5069	46180	1	0	10057	0	16613	0	0	56465	25000	174032	0	376437	0	6960	254619		72509	3129	832	60773	242089	51093	114711	25257	35516	10020	1716	109341	132748	12080	450	16612	329113	0	40364	353	
5135	8776	0	15292	32508	0	53789	0	0	0	0	66818	0	199265	0	4442	127126		48313	15050	12931	47031	125681	0	66818	11894	35137	1204	78	45328	80353	1445	0	38497	112797	0	82026	4296	
5210	233128	17	18049	49364	0	71024	0	0	14061	0	15792	0	646338	0	20629	63443		243345	106422	61083	158926	39693	9304	1519	61041	99096	77268	5941	17238	22584	22343	1278	52958	625242	0	467	9451	
5331	18153	5	0	39002	0	48659	0	0	7485	21375	28860	0	192998	0	0	53778		49965	71102	8444	43448	51395	7485	21375	18248	25200	4910	1607	27713	23682	1547	836	48654	192998	0	0	1485	
5461	171461	18	2831	26501	0	33351	0	0	1164	0	1164	0	346891	0	13171	47894		16152	111383	6479	15154	43323	1000	0	5964	9190	762	236	18824	24499	4159	412	30502	333720	0	0	3100	
5751	4123	26	872	6451	0	16155	0	0	0	0	0	0	67947	0	20586	14017		12695	37112	5132	10511	11322	0	0	2249	8262	2038	146	7559	3763	2695	0	15257	47361	0	0	1129	
6039	6658	0	5470	10851	0	22196	0	0	0	0	0	0	51800	0	1597	14660		26501	3981	7997	24786	13999	0	0	5873	18913	1715	0	5050	8949	661	0	16635	50197	91	6	2923	
6141	1638	9	4012	10419	0	20924	0	0	0	0	0	0	20222	0	1636	10508		7446	631	1019	5854	8414	0	0	2212	3642	1436	156	5030	3385	2093	0	16903	18586	0	0	101	
6329	13993	12	8070	67602	0	96735	0	0	26091	0	26091	0	340280	0	4720	170246		134168	21873	15116	107735	159369	5161	0	37874	69861	14290	12143	65266	94103	9545	1332	88653	335560	0	0	5339	
6972	51088	34	4039	52119	0	78554	0	0	15679	500	59956	0	660642	0	38018	96811		111395	401348	34941	94312	86846	14536	44277	43799	54546	10366	2684	46148	42425	3922	4316	74376	619787	105	2837	9064	
7009	0	28	23	43329	0	43329	0	0	0	0	0	0	456579	0	0	0		0	456579	1470	0	0	0	0	0	0	0	0	0	0	0	0	43278	456579	0	0	0	
7045	11173	2	6333	16123	0	38389	0	0	0	0	0	0	64976	0	10958	12650		26226	14927	5807	17025	8045	0	0	1786	15239	7768	1433	617	7428	4250	355	32054	54018	0	0	1553	
7157	1300	0	334	3697	0	6787	0	0	0	0	0	0	30011	12	1649	8808		13699	6204	3162	11332	8098	0	0	3424	7908	2367	0	2645	5453	710	0	6453	28350	0	0	850	
7456	8378	3	3707	8503	0	15159	0	0	0	0	0	0	29230	0	1509	4861		15991	0	2619	11827	4063	0	0	2858	8969	4151	13	880	3183	679	119	11449	27721	0	0	247	
7634	3734	0	1423	6073	0	10302	0	0	13783	100	13883	0	62395	0	485	32275		25527	859	4585	23758	25906	9705	100	5109	18649	1254	515	13548	12358	4665	1704	8879	61216	0	694	2567	
8033	6482	0	1181	18831	0	29659	0	0	0	0	0	0	59783	0	8233	28873		24315	113	2857	19545	24866	0	0	6048	13497	3991	779	7976	16890	3657	350	28478	51550	0	0	683	
8462	25	5	1036	25650	0	44543	0	0	0	0	0	0	58094	0	4939	30096		13719	14254	3958	12372	29801	0	0	6025	6949	745	0	18447	11534	115	0	43251	53155	251	0	1091	
8631	8943	0	216	8269	0	14285	0	0	465	0	465	0	32449	0	1167	8488		12546	2472	3390	10226	5513	265	0	4511	5715	1924	396	2916	2597	2112	863	14069	31282	0	0	1016	
9357	52513	178	0	29055	0	33137	0	0	0	0	0	0	184898	12005	0	2116		1381	128888	1350	911	1797	0	0	1038	343	0	0	1516	600	0	0	32959	172893	0	0	0	
9553	4338	11	2895	8883	0	17984	0	0	0	0	0	0	49212	0	3488	14959		23767	6148	8122	22036	14193	0	0	9282	12754	1676	55	5185	9008	766	0	15078	45724	0	0	2911	
9807	409382	0	63698	44059	0	89904	0	0	362011	0	362011	0	2113262	0	296842	295593		543444	864843	86010	464225	273378	312045	0	139802	324423	78234	985	173093	100285	21863	352	26206	1816420	0	0	11913	
9955	6446	33	1339	11962	0	26756	0	0	0	0	0	0	47642	45	13725	9919		15826	15451	2363	13003	9306	0	0	4477	8526	2350	473	3066	6240	413	200	25384	33872	0	0	308	
10157	4243	0	995	7083	0	11790	0	0	0	0	0	0	20540	0	5013	3714		8912	3671	1470	7194	3614	0	0	2209	4985	1482	236	1926	1688	100	0	10795	15527	0	0	0	
10250	60549	8	806	15359	0	27479	0	0	16448	0	51247	0	384453	0	20929	124837		134026	65041	54901	79961	67859	8619	17944	17701	62260	42470	11595	21415	46444	33381	23597	26665	357326	0	6198	23041	
10849	44093	1552	5246	11035	0	19078	0	0	0	0	0	0	255681	0	58010	105559		76468	29561	10710	68216	100611	0	0	19592	48624	8117	136	40932	59679	4640	306	12278	197671	2	0	3787	
10858	39984	192	900	10060	0	14640	0	0	6738	0	13255	0	316487	0	40813	78940		88821	108742	9549	64121	58654	6738	6517	12317	51804	22597	2103	17918	40736	20062	224	13548	275297	0	377	1458	
11145	13427	0	18846	17637	0	55518	0	0	0	0	0	0	81664	0	6233	20418		31318	16501	8552	19500	10900	0	0	5706	13794	9139	2679	3167	7733	7138	2380	36218	75431	454	0	3760	
11640	79544	9	6446	9058	0	16058	0	0	0	0	0	0	203107	0	46730	62730		43369	17465	12959	28490	49018	0	0	15071	13485	8653	6161	29187	19831	9027	4684	9582	156377	21	0	5675	
11837	4138	2	12526	4515	0	24435	0	0	0	0	0	0	50316	0	1382	14381		26408	5389	3879	16339	8623	0	0	3923	12416	5979	4091	3506	5117	3656	2102	11907	48934	0	0	1061	
12030	15516	8	11769	26339	0	54639	0	0	3170	587	3757	0	241273	0	8067	93490		115612	16655	26421	71609	52607	3170	587	25664	45945	41472	2531	20114	32493	38812	2071	42862	228715	0	4491	0	
12142	13387	10	4858	32412	0	54503	0	0	0	0	0	0	67284	0	6389	25334		23398	5165	8093	21041	24164	0	0	14412	8289	697	0	18169	6951	214	0	49440	60895	195	0	1713	
12245	14451	0	5215	14247	0	26116	0	0	3085	100	5201	0	72836	0	8147	17251		26721	14413	6750	22009	16813	3085	100	7032	14977	3826	886	5787	11026	438	0	20901	61609	0	3080	1866	
12311	2929918	209	562996	1883131	0	3473951	0	0	2009705	0	2629640	0	36022959	0	2475074	2756643		13263456	17072942	1601120	9513986	2161673	1432269	397144	1810287	7703699	3530251	219219	899314	1262359	498038	96932	2903885	33547885	6861	0	215649	
12647	4824	0	322	10710	0	15794	0	0	0	18727	18727	0	68655	0	6794	33226		14419	16186	5396	10539	18743	0	6261	3512	7028	3879	0	7418	11325	13476	1007	15472	61861	0	0	1674	
12656	1033	0	386	1899	0	3702	0	0	0	0	0	0	9260	0	858	3261		4447	519	551	3602	2489	0	0	978	2624	842	3	349	2140	772	0	3316	8402	0	0	0	
12937	9991	0	0	22385	0	36719	0	0	0	4636	4636	0	129499	0	0	93852		13467	12189	6619	12348	82717	0	4636	3993	8355	1119	0	63680	25564	4608	0	36719	129499	0	0	4263	
12946	26868	50	36259	22777	0	72288	0	0	1153	201	1354	0	468521	0	71290	164851		136199	140603	31874	107507	148139	1103	201	43970	73175	17150	1904	60665	93508	9694	984	35413	397231	566	0	10361	
12955	5094	62	2030	19693	0	27789	0	0	0	0	0	0	81078	0	15581	29123		22169	24692	5748	17309	26986	0	0	6379	10930	4064	796	12974	14012	1928	208	25697	65497	0	0	1345	
13037	20945	0	1331	25181	0	34817	0	0	0	0	0	0	98170	0	2409	15004		52954	9267	8979	42456	12208	0	0	13499	29017	8687	1751	3837	8371	2002	794	33486	95761	0	0	545	
13103	185743	9	16115	33212	0	77882	0	0	0	0	0	0	758223	0	47887	140535		170667	261278	60089	144365	124825	0	0	49862	94503	16755	9547	56097	68728	4890	10820	61580	707935	178	2401	16326	
13251	477	0	48	3697	0	5741	0	0	0	0	0	0	26289	0	760	1527		12442	11843	2789	10888	1527	0	0	3055	8279	1108	0	443	1084	0	0	5693	25529	0	0	1265	
13457	2049	0	562	1996	0	4315	0	0	0	0	0	0	9281	0	1216	2687		3586	959	1029	3361	2346	0	0	933	2428	225	0	459	1887	341	0	3753	8065	0	0	0	
14052	6887	0	1701	7519	0	17256	0	0	98	100	2184	0	41343	0	823	12044		12143	10269	3006	10558	11675	98	2086	2724	7834	1564	21	2372	9303	369	0	15555	40520	0	0	1225	
14155	5553	1	2012	11844	0	25086	0	0	3157	0	8357	0	62463	0	12222	20683		23248	12979	4468	18820	19451	2982	5200	5175	13645	3391	1037	8846	10605	929	303	23073	50033	0	208	655	
14454	2227	0	154	2772	0	4105	0	0	1474	100	1574	0	18966	0	1174	1865		8171	6703	1086	6639	1362	1078	100	2018	4621	1249	283	309	1053	400	103	3951	16612	0	1180	103	
14650	4401	0	2329	6024	0	10143	0	0	0	0	0	0	12326	0	300	1847		5180	898	1453	4547	1847	0	0	2525	2507	148	0	1587	260	0	0	7814	12026	0	0	239	
14753	9007	0	337	6666	0	6666	0	0	0	0	0	0	24804	0	2033	5574		10223	0	3747	9694	5274	0	0	4334	5360	527	2	2725	2549	300	0	6329	22771	0	0	1265	
14865	73821	31	5013	12112	0	23981	0	0	3061	200	9740	0	174036	0	25751	25033		37365	37817	8556	24941	21846	2149	6679	15902	13777	6696	990	13733	8344	2468	488	18937	147762	0	523	1792	
14977	2173	0	0	2856	0	5748	0	0	0	0	0	0	30715	0	0	14480		12933	1131	2970	11935	14056	0	0	4514	7421	913	85	4860	9196	424	0	5748	30715	0	0	222	
15536	235272	39	4334	221728	0	463665	0	0	7757	14408	22165	0	3252961	0	18523	940052		1369215	708422	293039	513831	315555	6252	14208	303052	210779	787870	67514	198637	116918	575922	48574	459227	3217948	65	16490	97302	
16337	100155	50	1937	14675	0	23981	0	0	23388	0	23388	0	383230	0	39220	95908		166379	20788	33159	136953	74226	8388	0	26834	115643	23902	0	17889	59013	14006	5000	21994	344010	0	0	12307	
16458	55754	6	588	14319	0	23011	0	0	0	0	0	0	191705	0	13939	25043		35074	75834	10158	27548	17280	0	0	5182	22366	7374	152	2789	14491	7480	283	22356	177766	61	0	3899	
16551	18855	6	1918	15193	0	25067	0	0	1485	14289	15774	0	97626	0	3299	33190		42186	3395	16501	21901	13463	0	4279	12438	14950	12575	2223	10898	7763	11233	3296	22013	90617	1130	3710	6449	
16748	6340	0	1140	8587	0	12804	0	0	0	0	0	0	31654	0	821	3861		17975	3479	4047	9023	2123	0	0	3742	7744	5016	1473	954	1679	927	302	11664	30833	0	0	837	
16944	6310	0	1638	3874	0	10983	0	0	0	0	0	0	18732	0	1431	3783		7528	1111	955	6117	3673	0	0	2422	3760	1269	76	1659	2014	110	0	9345	17301	0	0	0	
16953	3722	0	1284	5319	0	8854	0	0	0	0	0	0	17742	0	151	1656		9233	3131	607	7284	1556	0	0	1900	5384	1949	0	815	741	100	0	7570	17591	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	90853	0	7499	75780		15073	0	2224	15073	75780	0	0	15073	0	0	0	75780	0	0	0	0	83354	0	0	1238	
17147	1403017	47	77744	151627	0	270211	0	0	161406	150947	312353	0	3262909	0	527504	493453		1113776	252662	168295	613766	228284	50458	97226	131199	482568	421673	78336	62738	165546	128840	136329	189293	2714164	3127	21241	43948	
17259	12167	0	0	6760	0	13112	0	0	0	0	0	0	38143	0	4204	9590		15377	1009	4888	10351	7641	0	0	3446	7505	3934	492	2719	4922	1846	103	13112	33939	0	0	1023	
17464	32302	108	26625	218639	0	289322	0	0	214713	0	235873	0	1554843	0	206510	308510		368434	845597	23848	311628	179616	208117	20001	70803	240825	55824	982	60260	119356	94461	34433	262589	1345349	0	2984	6370	
17950	33567	910	13731	27607	0	59220	0	0	0	5000	5000	0	145634	251	19464	31932		32089	48046	7776	28105	26774	0	5000	6993	21112	3331	653	8271	18503	4517	641	44579	120919	0	5000	0	
18050	28389	69	16829	66240	0	104861	0	0	0	0	0	0	151057	0	4570	41311		56442	24915	10805	50432	39298	0	0	17476	34430	4519	17	9099	30510	1702	0	87963	146487	0	0	2757	
18135	18896	0	0	48201	0	65673	0	0	916	100	16892	0	118009	0	18126	57757		28186	13170	3036	25368	55561	916	15580	12541	12827	2504	314	34854	20707	1723	473	65673	99638	0	245	3036	
18377	12361	0	0	0	0	0	0	0	85	0	85	0	34170	0	96	3601		18208	0	4462	10642	2800	0	0	2566	8180	5786	1675	1489	1311	695	104	0	33453	0	621	1445	
18827	126994	15	8883	36556	0	89662	0	0	0	0	0	0	212000	0	17344	26724		52025	6257	13439	29826	17879	0	0	10576	19539	10769	11141	7681	10199	3763	5081	80764	194656	0	0	1966	
18836	7465	7	1450	17177	0	24724	0	0	748	0	2416	0	113222	0	1880	36490		59157	10110	15034	36832	18589	681	735	18769	20290	16050	4048	5218	13883	15697	1692	23267	110808	0	534	4878	
18854	9388	0	1312	10632	0	18564	0	0	7978	0	14125	0	75240	0	2671	27265		35103	3484	1766	29992	23469	7978	5785	13246	16746	5038	74	8747	14722	3595	200	17252	72475	0	94	407	
18957	3311	0	1030	3424	0	6912	0	0	0	0	0	0	27270	0	3108	12366		10627	966	4193	6625	8525	0	0	1783	4842	3136	866	2455	6070	2720	1121	5382	22717	500	1445	1140	
19356	6136	0	3941	9353	0	21733	0	0	0	0	0	0	44202	0	4628	10824		23959	3283	2874	19885	8939	0	0	5358	14527	3675	399	5211	3728	1428	457	17683	39574	109	0	0	
19730	229127	29	33705	250825	0	329901	0	0	271540	0	272283	0	1653561	0	110346	329968		637449	457017	67413	505578	292358	203473	743	210673	299193	112897	14686	135602	157002	29745	7619	296167	1540449	0	2766	15475	
19936	8482	7	12680	27168	0	61235	0	0	11811	0	11811	0	129331	0	6837	56683		34925	29241	11429	29206	46753	8645	0	8170	21036	4815	904	16577	30176	8896	1034	48548	122494	0	0	4975	
19972	48659	0	0	0	0	0	0	0	0	0	0	0	48659	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48659	0	0	0	
20053	12224	0	493	7520	0	11386	0	0	9453	250	9703	0	53959	0	2627	5885		30712	5138	9448	20268	5564	4218	250	6499	14736	6291	3186	2074	3490	100	221	10893	51332	0	0	320	
20370	7868	11	4	18834	0	32986	0	0	0	0	0	0	162375	0	95	33836		103564	17108	5983	99641	32517	0	0	27493	72148	3232	690	16214	16303	1181	138	32971	162280	0	0	0	
20512	13328	0	0	11870	0	18566	0	0	198	7637	7835	0	65306	0	0	25837		21900	4241	6057	12010	20456	198	7637	4840	7170	3698	6193	12161	8295	2765	2616	18566	65306	0	0	0	
20633	73201	11	17634	21666	0	51623	0	0	0	0	0	0	218435	0	7693	54841		82221	8172	18469	38547	25585	0	0	13652	24895	22645	21029	8193	17392	15863	13393	33963	210742	15	0	5948	
20857	4864	0	4383	64644	0	76490	0	0	0	0	0	0	34506	0	2414	8099		8004	13539	825	7406	6994	0	0	2076	5330	485	113	2200	4794	505	600	72107	32092	0	0	0	
20866	122042	8	1860	1208	0	40940	0	0	79410	45673	133216	0	184835	0	0	24151		25681	12962	0	23262	22244	21752	21565	7896	15366	2082	337	6933	15311	1907	0	39072	184835	0	0	0	
21256	709	0	1102	1428	0	2849	0	0	542	0	542	0	4854	0	504	642		2847	655	1988	2441	642	542	0	491	1950	189	217	542	100	0	0	1747	4350	0	0	0	
21359	3068	0	412	2131	0	3084	0	0	0	0	0	0	16994	0	1352	5066		4269	4591	1930	4075	3546	0	0	1442	2633	179	15	1675	1871	1217	303	2672	15642	0	0	0	
21630	5859	0	1118	11829	0	17325	0	0	0	0	0	0	38544	0	4529	14427		13383	4875	2558	11190	13612	0	0	3121	8069	1976	217	3519	10094	705	109	16207	34015	0	0	694	
21658	13340	19	2894	10539	0	35726	0	0	0	0	0	0	84327	0	684	12960		48046	9981	11644	34242	7662	0	0	6773	27469	12067	1737	1296	6366	4961	337	32813	83643	0	0	2388	
22048	13427	85	16630	23573	0	52157	0	0	31	1527	1558	0	105974	0	14754	48652		41381	2514	7125	37119	42091	31	1527	9187	27932	3960	302	11161	30930	5531	1030	35442	91220	0	0	2231	
22356	15634	0	6142	10941	0	23915	0	0	0	0	0	0	212951	0	36798	33681		49924	113711	6996	40718	26777	0	0	15727	25354	6957	1888	12126	14651	6689	214	16948	176153	825	0	1810	
22459	9411	16	1817	22846	0	31703	0	0	0	0	0	0	55981	0	1528	10860		31923	3787	5228	23639	8109	0	0	6194	17445	7181	1103	3562	4547	2379	372	29870	54453	0	0	467	
22543	6335	31	6023	13512	0	33385	0	0	0	0	0	0	38844	0	4180	10736		14488	7285	3387	11246	8633	0	0	3315	7931	2317	925	2601	6033	1848	254	27331	34664	0	0	0	
22552	6692	0	1002	4457	0	13358	0	0	2470	0	2470	0	33680	0	1949	10087		16901	0	1849	14924	9434	0	0	4651	10273	1972	6	1411	8023	653	0	12356	31656	0	75	0	
22730	253	0	3926	19506	0	31023	0	0	0	0	0	0	54618	0	1811	9144		22519	22702	3847	14232	6793	0	0	5977	9387	6102	1053	3092	3838	1713	501	27097	52807	0	0	479	
22936	5390	18	2782	29403	0	46199	0	0	56475	0	56475	0	241625	0	3653	82845		102584	50806	16209	72811	63125	41913	0	22490	50321	27761	2012	11318	51807	18657	1063	43399	237381	0	591	6605	
22954	2285	0	1190	8341	0	16711	0	0	5592	0	5592	0	44654	0	2625	11363		24549	6457	2532	22405	9650	5592	0	13894	8511	1955	189	3417	6233	1578	135	15521	41732	0	297	224	
23036	11009	25	43049	26978	0	130226	0	0	65262	65023	130285	0	381394	0	26424	101830		152279	116276	22015	136445	89360	65036	46307	60006	76440	14436	1397	42558	46802	12070	400	87152	354970	0	0	4115	
23045	2213	0	228	1480	0	8913	0	0	0	0	0	0	18729	0	585	4479		2309	9728	1073	2134	3447	0	0	1293	841	124	51	1872	1575	795	236	8685	18144	0	0	459	
23241	340728	9	7082	79507	0	144624	0	0	0	321996	321996	0	2336582	0	316890	627732		491280	876842	104697	354812	438018	0	115941	105790	255063	103953	26474	211435	226583	172009	17705	137520	2005989	13	13703	18911	
23456	6958	4	1702	7896	0	24098	0	0	0	700	700	0	53557	0	4976	10247		28444	7908	7395	20326	7701	0	700	5761	14565	5268	2850	3615	4086	971	1575	22381	48480	11	101	2067	
23504	239467	25	19608	81585	0	99670	0	0	27629	0	27629	0	668897	0	93808	85101		75359	268971	9427	69628	78673	27227	0	27894	41789	4946	730	30746	47927	4421	2007	80037	575089	0	0	3726	
23540	23148	2	16890	17642	0	48361	0	0	0	0	0	0	107541	0	10861	10321		53582	20490	13998	43839	9314	0	0	17082	26757	9501	244	2653	6661	1007	0	31469	96680	0	0	0	
23643	7407	5	4862	18050	0	37609	0	0	0	0	0	0	98348	0	8634	41719		45804	3416	9202	38970	36822	0	0	9447	29523	6832	2	13283	23539	4897	0	32742	89514	0	200	3042	
23755	42475	20	2628	17409	0	34735	0	0	1214	0	1214	0	96006	87	8091	18027		23971	11533	9496	15025	11781	133	0	5041	9991	6682	2257	3112	8669	5358	888	32087	87486	0	342	3379	
23812	1914	18	56233	80566	0	118896	0	0	28756	100	52202	0	867394	0	40189	196581		198492	470407	36672	167545	190061	28606	23446	52265	115280	23776	7171	77447	112614	4282	2238	62645	826187	0	1018	8801	
