"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RIADG377	
170051																																																										0	1848	37503	0	84	84	0	0	64258	0	64258	3291	230	0	13637	398719	304	0	0	20242	1412	8433	184684	3680	9272	2084	1753	54	0	87257	123885	110966	37573	1930	6810	0	0	0	0	0	0	0	0	6648	0		0	0	5562	64230	34079	145999	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	25900	153992	292	
170257																																																										0	1935	0		84		6903	0			1842	0	5184	0	155	30010	0	0	0	9298	79	0	1688	345	295	785	2482	5391	0	4378	3780	5328	5034	2190	0								0	0			0	0	759	62	3594	115			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
170332																																																										0	0	12315		0		4	653			9672	4314	37886	0	1345	185055	0	0	0	79107	941	76995	10914	2213	3566	7017	3237	10808	51931	8918	9298	18109	23487	22380	20385								0	419			0	0	294	4679	22461	11618			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		135733		
170640																																																										0	1173	0		0		2604	260			1509	0	3325	0	0	13146	0	0	0	3319	516	392	4168	42	350	975	599	1353	0	713	3123	2523	2218	1196	0								0	19			0	0	0	0	419	262			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
170716																																																										0	0	0	0	1934	1934	10038	26486	426577	2955	429532	0	1145285	0	494135	4151495	6627	0	0	1057442	12021	16	1760241	56193	50600	136478	112746	365915	278501	1545291	293394	600397	298044	103150	2677	0	0	0	0	0	0	0	58493	7952	0	0	0	0	248627	126727	0	565936	0	0	0			12975	44328																									0	0	0	0	0	0	0	0	0	0	0	0		2435305		
170976																																																										0	0	4138		0		0	0			0	3774	414	0	0	38522	136	0	0	22106	2138	9598	1591	239	3032	3589	2627	4118	7361	6611	1685	3815	628	1928	1599								0	449			0	0	1741	0	3898	0			0			235	239																									0	0	0	0	0	0	0	0	0	0	0	0		0		
171133	246205	36	0	1258	29265	2965	1883	0	0	358218	459	0	166530	90991	61525	18479	33529	45670	6431	0	0	0	0	77149	0	1174	25893		0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	96306	63385	468	21664	0	36	36	0		29265	2965	32230	2734	1883	0	0	344454	459	0		86138	3566	62117		3867	10147	24241	16204	2134	21658							0			0	63385			0	1174					11300	27065	23985	69285			0			7647	0																																								
171656																																																										0	819	0		124		1391	0			13334	1056	2821	0	0	54660	0	0	0	8608	1354	4587	13849	813	803	1841	703	3305	1143	13051	6075	9800	6457	7547	823								0	46			0	0	1862	2725	8333	12187			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
171759																																																										0	15147	1575		17		13375	0			6025	2388	2445	0	2221	61938	0	85	0	6875	2512	692	14260	237	915	2092	2351	447	833	10685	5143	15009	14819	7903	1317								0	251		0	0	0	377	2234	3886	2525			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
171768																																																										0	15963	811		246		5783	0			7190	0	6036	0	164	120146	0	0	0	46484	1352	3246	38924	22071	1201	3950	3799	6337	9126	7586	11216	15826	12755	14228	11782								205	0			0	0	3042	12347	14998	5525			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172158																																																										0	7598	53		108		13227	0			6652	0	4926	0	0	47894	0	578	0	11193	0	4916	9599	649	1683	2579	1157	3101	2024	4270	7831	7977	6418	9069	1136								0	0			0	0	343	0	0	3216			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		5597		
172251																																																										0	2048	0		11		1244	24			1748	0	781	0	248	21447	0	0	0	7795	881	0	14350	1244	3771	2632	23	0	30	3655	5680	3061	528	536	0								0	27			0	0	361	984	2682	2637			0			630	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
172457																																																										0	2102	1241	0	62	62	100	1544	15343	0	15343	1398	8765	0	0	227869	0	0	0	47783	7348	31497	55354	3707	7012	21835	4787	445	952	68950	12591	36860	36713	8205	0	0	0	0	0	0	0	0	734	475	0		0	0	31328	44456	41484	25250	0	0	0			574	14676																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172747																																																										0	0	11839		179		0	0			26790	16670	1934	0	1500	126947	35	0	0	18751	897	0	44935	866	4258	3364	7676	652	0	44881	8734	16726	22460	1705	1786								0	0			0	0	8535	5494	21457	12936			0			0	809																									0	0	0	0	0	0	0	0	0	0	0	0	1545	18665	16	
172859																																																										0	8506	186		226		31063	0			9293	0	5111	0	1155	67133	0	0	0	6538	94	806	26982	204	1064	664	3132	1474	0	6385	26816	7735	14492	4010	1102								2350	0		0	0	0	431	0	974	1206			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
173306																																																										0	1047	7382		822		192	0			12472	19144	1713	0	5744	188319	99	0	175	89088	4313	62524	12641	2440	59840	503	1106	21125	3621	36078	10715	4619	7712	13899	25553								0	65			0	0	5611	1646	30772	8407			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
173342																																																										0	2715	58		11		1821	0			4664	0	2628	0	226	28185	0	0	0	11183	389	0	5508	285	697	2093	3621	3893	563	1425	3101	4937	5517	1815	86								0	0			0	0	474	467	3549	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
173548																																																										0	10218	0		0		5183	0			12097	0	2280	0	0	41333	0	0	0	11323	0	0	3426	571	1253	4074	3107	1455	863	3552	4711	8038	7974	4489	881								0	47			0	0	157	0	0	28			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
173557																																																										0	501	10159	87	196	109	0	141	13167	0	13167	6362	4343	0	715	246303	0	0	0	30487	1710	8280	91173	3786	5691	20281	493	18	0	53876	36802	91041	27263	1184	0	0	0	0	0	0	0	0	0	387	0		0	0	7455	42701	64997	63123	0	0	0			20	0																									0	0	0	0	0	0	0	0	0	0	0	0	40685	30758	0	
173575																																																										0	0	25970	0	32	32	0	0	9885	0	9885	29536	3863	0	0	492168	0	0	0	289407	7935	160437	39852	2271	35664	48730	65055	62800	74660	50690	22189	21865	55415	30389	18838	0	0	0	0	0	0	0	0	571	0		0	0	35609	18965	36286	34109	0	0	0			1116	0																									0	0	0	0	0	0	0	0	0	0	0	0		261175		
173641																																																										0	8166	625		135		3666	0			12147	0	4821	0	5182	94435	0	0	1081	19025	2381	14807	28341	1532	6164	3939	2044	2353	2556	20575	28798	12027	9623	3049	1141								0	29			0	0	566	7156	18449	12087			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
173959																																																										0	346	258		1597		106	0			4478	0	10055	0	1983	23733	0	63	6074	2594	0	0	7795	0	5	91	156	1534	808	5156	4633	2111	3668	3888	430								0	0			0	0	214	123	614	1302			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
174321																																																										0	38	152		95		0	0			4002	628	3637	0	0	49189	0	0	0	33099	108	0	4792	751	138	124	348	13479	18139	2832	1071	2514	1865	5400	2392								0	0			0	0	201	1089	0	6140			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
174367																																																										0	1869	625		11		830	0			4338	175	1669	0	0	19409	0	0	0	3244	133	1281	5585	355	293	1830	572	103	47	3060	2082	5685	3853	1206	279								0	242			0	0	1158	856	1856	2403			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
175056																																																										0	35903	2545		77		21075	0			23655	0	5114	0	0	139270	355	0	0	26183	1433	11352	47999	8498	8215	2706	4158	2283	73	42113	25553	10668	18792	12285	4006								0	0			0	0	1734	408	20799	699			0			0	360																									0	0	0	0	0	0	0	0	0	0	0	0		0		
175140																																																										0	15471	3525		62		4371	0			20597	8554	3743	0	3547	199374	0	0	0	41394	4225	26247	57686	2305	7992	11648	9594	8883	959	29318	37029	40589	34355	6537	3330								230	264			0	0	854	20363	36295	35879			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	54242	0	
175458																																																										0	491	0		15		3325	63			1601	0	1362	0	280	12725	0	6	0	4234	267	0	3850	24	478	1077	2195	460	0	2304	1390	1777	2702	276	9								0	9			0	0	0	161	618	356	0	6	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		3761		
175609																																																										0	4460	0		204		0	0			2633	4312	7031	0	0	94156	26	0	0	51188	1739	45706	9592	4436	9172	15166	15719	1158	4947	14317	11111	7775	8090	1356	0								357	334			0	0	534	756	15802	4832			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
175672																																																										0	0	3490		0		0	0			5564	2697	1625	0	0	134536	47	0	347	89688	5242	59929	7202	653	2153	6112	6076	29252	44866	1139	3257	5993	5259	18763	10484								0	475			0	0	1249	1510	17740	5303			0			3361	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
176053																																																										0	2747	0		5		2088	0			2491	0	606	0	472	17691	0	0	0	1355	30	0	8948	138	387	762	0	0	68	2432	6496	4261	613	602	13								104	39			0	0	0	1420	2032	4302			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
176101																																																										0	0	5541	0	714	714	0	0	62410	0	62410	8421	597	0	0	266501	0	0	3192	62214	4193	719	44123	394	88	600	1656	36585	22690	40218	14380	37085	48920	45528	12249	0	0	0	0	0	0	0	0	408	0		0	0	594	15146	75304	30959	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		49010		
176325																																																										0	0	753		35		161	0			4238	937	2009	0	0	49522	0	0	0	28674	1171	27251	4378	1723	1547	6992	9920	2315	6176	4765	2209	5978	5760	852	1010								0	152			0	0	263	267	4621	6241			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
176437																																																										0	461	0		71		1011	2479			14473	0	4114	0	0	35177	0	0	0	8121	0	17	9148	594	2133	4674	238	252	0	5984	9354	5894	2601	348	0								209	0			0	0	237	5858	0	622			0			394	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
176464																																																										0	30301	8229	0	555	555	33727	0	36563	0	36563	0	24387	0	21283	371276	0	2266	0	81960	2280	30163	72872	4650	11778	16151	4763	39613	5005	81665	45404	68740	53644	36648	945	0	0	0	0	0	0	0	2031	307	0		0	0	6711	33851	50445	36380	0	2266	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176642																																																										0	2885	749		475		1029	53			1583	1003	5104	0	104	74869	0	0	0	42779	1429	21395	8651	3786	11811	16909	5333	3144	499	3934	9579	11329	6507	500	83								0	80			0	0	2097	2056	7933	5563			0			0	744	4153	2885	1003	42779	1429	749	13496	1583	0	80	5104	475	4153	2885	1003	42779	1429	749	13496	1583	0	80	5104	475	0	0	0	0	0	0	0	0	0	0	0	0		0		
177135																																																										0	0	0		0		12	0			1194	0	1414	0	107	8723	0	0	0	3324	67	0	4776	2	642	23	54	1239	1364	11	4187	156	221	757	0								0	0			0	0	1152	1191	0	262			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
177443																																																										0	14688	1414		13		12303	5			8911	362	4661	0	409	74715	0	78	0	20279	1491	19271	21184	889	2616	7709	8909	120	0	6692	16281	9824	16924	2364	2141								388	57			0	0	1002	742	0	7917			0			85	0																									0	0	0	0	0	0	0	0	0	0	0	0		20722		
177500																																																										0	1010	0		0		916	0			2392	0	1588	0	507	33465	0	0	0	20205	1270	0	9291	1244	2607	14505	405	562	200	3179	2261	5547	1488	285	48								0	0			0	0	2685	0	866	2026			0			0	35																									0	0	0	0	0	0	0	0	0	0	0	0		0		
177546																																																										0	3712	2775		121		1067	4409			8177	2910	3246	0	0	73981	0	0	0	13396	1585	2549	28722	2331	3917	5987	145	70	557	13632	18270	19326	1863	529	1748								0	416			0	0	2316	6353	15774	12133			0			286	104																									0	0	0	0	0	0	0	0	0	0	0	0		15204		
177555																																																										0	2563	0		30		1924	0			515	0	1219	0	0	8675	0	0	0	2424	0	0	2411	26	498	1009	672	0	219	840	1047	928	1322	410	1704								0	0			0	0	0	0	0	0			0			63	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
177751																																																										0	0	0	0	1629	1629	0	0	87112	0	87112	0	713	0	497	435550	0	0	0	7112	540	4781	171641	5446	239	233	1194	0	0	120704	45252	68069	191946	1235	0	0	0	0	0	0	0	0	0	0	0		0	0	0	47339	240841	49767	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	254830	0	
177920																																																										0	1988	217	0	115	115	471	0	51255	0	51255	36817	3671	0	85	294375	0	0	0	133468	3087	99869	12952	7021	19708	52818	15803	18475	14781	15029	13484	24690	49377	51806	4098	0	0	0	0	0	0	0	616	228	0		0	0	1399	2514	38130	20314	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
177957																																																										0	12701	13217	0	186	186	2006	6875	37725	0	37725	15842	3918	0	0	276246	236	11	0	59715	7272	13694	94326	24018	7696	18457	5777	1164	1497	53172	45736	56234	42304	8961	220	0	0	0	0	0	0	0	0	137	0		0	0	20141	26694	51789	25128	0	11	0			0	2090																									0	0	0	0	0	0	0	0	0	0	0	0	1972	33669	25	
178057																																																										0	954	0		69		1207	0			481	0	1044	0	45	13011	0	0	0	8096	158	0	3264	324	972	2121	3754	926	0	362	1685	1006	1503	368	0								0	0			0	0	0	0	0	957			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
178150																																																										0	2582	221		17		210	344			17620	1869	6208	0	3800	95924	0	0	0	41273	688	2142	25228	1017	4824	25101	8568	239	110	10011	9406	21232	6752	3537	135								72	23			0	0	4501	0	7635	9205			0			286	249																									0	0	0	0	0	0	0	0	0	0	0	0		0		
178244																																																										0	8948	839		95		11059	0			4145	0	6391	0	1529	48205	0	0	0	9722	794	336	15873	611	2113	5938	845	215	0	5147	8002	13040	6828	4915	0								0	9			0	0	663	363	3648	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
178271																																																										0	0	0		0		0	0			77	1170	424	0	0	36749	51	0	0	33062	385	14638	123	148	1911	3743	10070	1302	15888	913	505	519	401	410	987								0	8			0	0	0	248	0	1426			0			226	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
178356																																																										0	306	0		147		0	0			1354	0	6487	0	0	37248	0	0	0	18821	161	0	8856	959	1796	4808	11173	82	0	3993	2129	4828	7436	18	0								0	0			0	0	1270	2609	0	6093			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
178851																																																										0	14658	1781		5		4469	0			6747	4200	1467	0	0	120400	105	0	0	13558	2410	2879	47632	3108	887	2975	2716	1541	2331	42903	15220	15049	20202	6099	755								0	169			0	0	6101	24935	27726	12279			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	
179148																																																										0	32913	0		139		21972	0			2752	0	2281	0	0	79220	6	0	0	8533	145	8367	20367	342	518	3534	2560	506	1073	24896	6345	17451	18055	1233	2504								120	8			0	0	158	0	10205	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
179335																																																										0	0	0		0		0	0			23824	1	21409	0	71	124240	0	0	0	38160	4039	0	43117	2635	3433	4318	8956	18818	0	20918	16327	19982	26453	2370	27								0	12			0	0	5512	12464	10201	8547			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
179700																																																										0	0	5695	0	0	0	0	2542	17562	0	17562	15982	18771	0	0	375004	0	0	0	217728	8510	80775	24644	3857	5703	30881	17304	48546	103738	37703	12887	8418	18408	54056	22665	0	0	0	0	0	0	0	0	439	0		0	0	2775	22406	24229	40907	0	0	0			0	1902																									0	0	0	0	0	0	0	0	0	0	0	0		0		
179755																																																										0	10032	0		0		6281	0			5930	3548	3282	0	656	66708	0	0	0	13451	3368	0	17730	461	2021	5667	2703	1946	492	5517	10016	19189	6586	4277	3521								57	41			0	0	3920	2497	8675	4970			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
180041																																																										0	13177	0		0		13255	0			18648	1452	4121	0	0	67813	0	0	0	12253	429	0	26661	471	1522	6872	2045	753	187	15025	9643	13805	10433	2560	1300								0	171			0	0	287	1456	730	1834			0			0	403																									0	0	0	0	0	0	0	0	0	0	0	0		0		
180078																																																										0	0	1030	0	0	0	0	6226	20023	0	20023	10823	1122	0	0	306063	0	0	0	124046	4294	33598	46823	4098	11455	2727	18767	68907	12694	58449	12015	27042	48752	17395	4292	0	0	0	0	0	0	0	0	0	20		0	0	16701	27055	79215	21754	0	0	0			2053	5473																									0	0	0	0	0	0	0	0	0	0	0	0	4423	140439	25	
180144																																																										0	5452	0		7		3122	0			3227	0	5723	0	0	34341	0	0	2680	13556	0	2054	8611	470	2417	2857	2651	3740	1421	2437	6346	5347	3798	2306	444								0	90			0	0	0	0	0	3164			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
180443																																																										0	8140	0		0		10702	0			4527	6	2303	0	0	34650	0	0	0	4960	0	3867	12604	477	697	1991	1737	58	0	9838	3496	6894	7364	1787	311								0	0		0	0	0	0	0	4012	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
180537																																																										0	64	0		217		857	0			7441	0	16832	0	0	57429	0	0	0	11573	176	209	22579	496	2037	6989	1770	0	0	6813	13770	16223	8012	70	0								0	0			0	0	619	1058	17412	1180			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
180845																																																										0	8008	338		0		5859	0			2565	488	1950	0	485	38287	0	0	0	10705	104	8342	9303	263	1145	3408	5717	172	0	2950	10954	5280	7482	0	0								260	0			0	0	0	1722	0	5803			0			35	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
181347																																																										0	14013	4013	0	65	65	11508	4622	86043	0	86043	6651	4743	0	1597	270320	0	0	667	36188	2891	2216	103165	3832	3815	12527	4656	7490	3427	72563	37514	53065	49736	11750	0	0	0	0	0	0	0	0	0	21	0		0	0	8602	16955	46393	30637	0	0	0			51	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	54210	0	
181459																																																										0	47509	5158	191	578	387	76888	0	77744	3	77747	2376	25739	0	3746	373621	0	0	425	34964	7167	2709	52757	944	3043	8334	6885	6705	8308	110367	82745	35566	65217	35647	4070	0	0	0	0	0	0	0	42729	1176	0	0	0	0	1940	6667	18615	20622	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
181758																																																										0	0	0		16		0	0			6650	0	3614	0	15	31421	0	31	2452	8573	32	348	12365	682	2142	3806	376	1144	340	5066	6733	6494	2614	1249	484								405	115			0	0	3273	0	0	8697			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
181963																																																										0	4935	0		112		4028	0			9280	703	1213	0	0	62745	0	0	112	19955	2765	1306	12200	1287	1191	3768	5977	7038	347	20828	2864	6948	7992	3399	627								1320	140			0	0	1814	2781	0	13699			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
182157																																																										0	61	2756		0		0	0			115	584	21	0	0	20243	0	0	0	8346	60	481	8135	840	1816	4685	83	148	0	3588	2136	4896	671	0	30								0	0			0	0	0	1186	5946	1168			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
182353																																																										0	7866	0		12		5142	0			2125	0	1606	0	0	21986	0	110	0	4559	0	2626	2170	375	265	673	1726	1458	62	1422	800	4466	3425	6450	864								0	0			0	0	0	0	566	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
182401																																																										0	0	0		0		0	0			0	1446	115	0	0	31432	0	0	0	26921	565	247	153	0	0	295	601	19530	6495	1446	40	90	347	2247	341								0	0			0	0	49	312	1454	570			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
182652																																																										0	801	0		89		792	0			364	0	777	0	231	6212	0	0	364	2481	0	2481	4921	462	1712	238	9	60	0	559	2188	605	219	160	0								0	0			0	0	146	0	531	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
182951																																																										0	11731	1983		350		10554	0			13206	0	9893	0	8976	126442	0	0	0	34109	2679	1590	31113	205	624	1223	2800	10338	18919	17148	13490	17033	25068	14735	4835								0	0			0	0	1275	5238	9112	17336			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
183042																																																										1345	16266	135		48		18376	3461			11099	113	4512	0	762	91381	0	0	0	22283	2788	0	35048	845	3056	7717	6190	4476	0	13454	17693	16085	18603	2206	926								0	0			0	0	1001	1265	7210	4178			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		22283		
183051																																																										0	3191	0		7		661	0			1681	0	2847	0	0	13883	0	0	0	3258	204	129	3594	117	826	1418	513	384	0	585	2264	3784	2019	1472	501								0	0			0	0	175	0	0	1859			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
183154																																																										0	1877	0		40		4180	0			3532	0	2635	0	0	17219	0	0	0	2041	0	0	5502	13	365	808	709	130	0	3674	3806	2284	3080	1866	415								0	0			0	0	0	0	0	2914			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
183668																																																										0	0	2030	0	881	881	0	2550	16372	0	16372	53	165	0	0	382201	479	0	0	2609	3558	1254	21835	592	281	893	12	669	138	21257	24750	118879	77944	130457	1364	0	0	0	0	0	0	0	0	215	0		0	0	0	5292	45738	305767	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		303342		
183770																																																										0	403	11567	0	42	42	0	0	8409	0	8409	10554	16704	0	0	187960	0	0	0	87185	4926	27457	18945	1551	2775	10329	13526	30495	28509	21215	13342	12979	20882	25769	6034	0	0	0	0	0	0	0	0	3	0		0	0	5130	9644	21311	12082	0	0	0			867	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
183846																																																										0	10955	677		0		1250	60			8887	1782	7274	0	0	129730	32	0	110	47046	1721	16788	22195	929	4062	8668	22538	2842	7884	5649	15745	19903	33231	2327	4227								0	0			0	0	4039	2703	16775	26653			0			51	120																									0	0	0	0	0	0	0	0	0	0	0	0		0		
183958																																																										0	12202	534		141		25828	0			6969	651	7221	0	0	75587	0	549	0	10961	328	434	25674	650	966	6231	3013	101	0	13230	19696	15233	12458	3380	63								466	185			0	0	119	3156	4791	1486			0			151	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
184142																																																										1500	949	4278		0		39	4087			14325	15512	6229	0	1838	181815	0	0	0	35349	4959	6174	52211	1690	5868	3987	4846	5534	12864	32114	27705	30153	38074	9714	2175								0	0			0	0	1544	8731	51582	34980			0			1649	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
184245																																																										0	2573	11889		164		0	0			17559	3970	1806	0	1945	140547	0	1230	0	33180	3120	21696	22100	546	7052	9723	5650	6315	1023	12359	19501	37059	34500	1621	34								0	123			0	0	4983	11250	21388	25367			0			0	3163																									0	0	0	0	0	0	0	0	0	0	0	0		0		
184656																																																										0	193	110		37		1289	0			3053	0	5365	0	46	24566	0	0	0	4835	0	0	3565	2	43	456	1139	3068	127	1667	1853	4481	5942	5676	0								0	0			0	0	819	0	23	8796			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
184759																																																										0	1197	0		177		6187	0			1023	0	2919	0	18	12682	0	0	0	465	3	0	6886	1	26	14	36	335	53	6570	647	1555	1101	2107	237								0	0			0	0	48	0	645	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
184937																																																										0	20409	12039	0	0	0	0	2879	72329	0	72329	20904	42627	0	4023	901864	182	0	0	255565	17477	8425	557333	51505	76061	83287	1468	236	271	240530	189237	109240	13915	1239	70	0	0	0	0	0	0	0	0	0	0		0	0	69707	161097	58165	167704	0	0	0			5160	11414																									0	0	0	0	0	0	0	0	0	0	0	0	0	300701	0	
185037																																																										0	1833	16887	0	0	0	0	6697	6435	0	6435	1705	8184	0	2386	291218	55	0	0	22355	5040	1166	167574	6016	5772	8601	507	147	406	101261	54525	64084	8246	3827	0	0	0	0	0	0	0	0	1325	0	0		0	0	16804	135672	20141	52506	0	0	0			2687	1086																									0	0	0	0	0	0	0	0	0	0	0	0	25738	158982	192	
185251																																																										0	233	0		337		520	0			1266	0	1151	0	0	5046	0	0	0	1201	0	0	1806	264	186	445	297	8	0	518	1326	1064	710	226	0								0	0			0	0	0	165	173	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
185448																																																										0	4157	414		195		6551	0			12178	870	1931	0	0	63207	0	0	0	10024	1143	0	26318	809	1578	5119	1269	365	883	13709	10222	21944	3465	99	0								0	0			0	0	2541	9731	9726	3746			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		10023		
185457																																																										0	2194	933		0		123	0			602	81	265	0	0	11864	0	0	0	1523	0	0	1666	0	475	271	728	49	0	1057	757	3183	2205	1311	1680								0	14			0	0	488	1191	2808	1642			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
185859																																																										0	0	8075	521	941	420	0	1051	29397	0	29397	10225	1436	0	0	196568	41	0	0	60200	3100	0	99109	21016	12911	24342	1711	168	0	39326	31802	49189	7605	7231	3	0	0	0	0	0	0	0	0	0	0		0	0	8634	5807	44361	24433	0	0	0			5366	0																									0	0	0	0	0	0	0	0	0	0	0	0		126267		
186221																																																										0	67	6898	0	2714	2714	0	2480	62329	0	62329	38340	32941	0	2677	635371	0	0	0	101935	21547	5861	111455	3786	8546	15600	29334	14672	29869	91720	43653	131910	182691	55162	23118	0	0	0	0	0	0	0	0	2434	0		0	0	2416	34385	181820	144868	0	0	0			689	317																									0	0	0	0	0	0	0	0	0	0	0	0		0		
186548																																																										0	6443	28		6		1631	0			7018	3169	3268	0	370	62510	0	0	0	17347	1454	0	22984	884	1789	12342	1077	739	516	7730	12969	12961	8583	554	106								80	0			0	0	1387	1316	10620	8373			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
186650																																																										0	2544	0		0		2510	0			4168	866	2227	0	48	31239	0	0	0	5914	1233	0	14574	233	1563	2525	538	80	0	6828	6186	5945	2320	678	250								188	141			0	0	625	0	7545	3230			0			0	619																									0	0	0	0	0	0	0	0	0	0	0	0		0		
