"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RIADG377	
	REAL ESTATE LOANS, TOTAL	OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	LN TO INDV FOR HH EXPND OTHR CNSMR L	OTH LN MSRD AT FV	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN TO IND HH AND OT	UNPD PRIN BAL OF OTHR LN	LN SEC BY REAL ESTATE	UNPD PRIN BAL OF LN SEC BY REAL EST	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	PLDG LN AND LEASE	LOANS TO DI'S & ACCEPT OTHR	R.E. LOANS-FARMLAND	R.E. LOANS MULTI-FAMILY	LOANS FOR PURCHASING SECURITIES	OTHER LOANS	ALL OTHER LOANS	LOANS TO FINANCE AGRICULTURAL PROD	LN LEASE RSTRCTD OTHR	C&I LOANS, U.S. ADDRESSEES	C&I LOANS, NON-U.S. ADDRESSEES	C&I LOANS	REVOLVING, OPEN-END LNS SECD BY 1-4F	OTH LOANS TO INDIVIDUALS	LNS TO FGN GOVTS & OFFICIAL INST	OBLGS OF ST&POLITICAL SUBDVS IN U.S.	TOT LNS&LEASE LESS UNEARN INC ON LNS	UNEARNED INCOME ON LOANS	LEASE FINANCING RECEIVABLES	LNS TO FINC COMMCL RE,CONSTRC&LD DEV	ALL OTH LNS SECD BY 1-4FMLY-1ST LIEN	ALL OTH LNS SECD BY 1-4FMLY-JR LIENS	ADJTBL RATE CLOSED-END LNS SECD BY 1	FXD&FLTG RT LNS&LEASES MAT 1 YR OR L	CLSD-END LNS SECD 1ST LIENS 3 MOS LE	CLSD-END LNS SECD 1ST LIENS OV3-12 M	CLSD-END LNS SECD 1ST LIENS OV 1-3 Y	CLSD-END LNS SECD 1ST LIENS OV 3-5 Y	CLSD-END LNS SECD 1ST LIENS OVR 15 Y	LOANS SECD BY RE MAT OVER 15 YEARS	OTHER LNS&LEASES MAT 3 MONTHS OR LES	OTHER LNS&LEASES MAT OVER 3-12 MONTH	OTHER LNS&LEASES MAT OVR 1 - 3 YRS	OTHER LNS&LEASES MAT OVR 3 - 5 YRS	OTHER LNS&LEASES MAT OVR 5 - 15 YRS	OTHER LNS&LEASES MATURITY OVER 15 YR	LOANS TO COM BANKS IN THE U.S.-DERV	LNS TO U.S. BRNCHES&AGNCIES FRGN BKS	LNS TO OTHER COMMRCL BKS IN THE U.S.	LNS TO OTH DEPSTRY INSTITNS IN U.S.	LOANS TO BNKS IN FGN COUN - DERIVED	LNS TO FRGN BRNCHES OF OTH U.S. BNKS	LNS TO OTH BNKS IN FOREIGN COUNTRIES	CREDIT CARDS LOANS	OTHER REVOLVING CREDIT PLAN LOANS	LNS SEC BY REAL ESTATE NON-US	OTSTDNG CRED CD FEES & FIN CHGS	PURCHD IMPAIRED LNS, ETC.-OUTSTDING 	PURCHD IMPAIRED LNS, ETC.-CARRYING A	LN SECURED BY 1-4 FAM RES CONSTRUCTI	LN SECURED BY OTHR CNSTRCTN LN & LA 	LN SECURED BY OWNER OCCPD NONFARM NO	LN SECURED BY OTHR NONFARM NONRES PR	LEASE TO INDVDL FOR HSEHLD, FMLY & P	ALL OTHR LEASE FINANCING RECEIVABLES	TOTAL CARRY AMT OF CLS-END LN NEG AM	TOTAL MAX REMAINING NEG AMRTZ PERMIT	TOTAL AMT NEG AMRTZ ON CLS-END LN IN	LN SEC 1-4 RES PROP IN DMST OFC	LN SEC 1-4 RES PROP IN PROC OF FCLS	LN SEC CNST LAND DEV AND OTHR LAND L	LN SEC FARMLAND	RVLVG OE LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC 1-4 FAM RES PROP	RVLVG CLS LN SEC JR 1-4 FAM RES PROP	LN SEC MLTI FMLY RES PROP	LN SEC NONFARM NON RES PROP	CMRCL IND LN MEAS AT FV	LN TO INDV FOR HH FAM PERS EXPND	LN TO INDV FOR HH EXPND OTHR CRDT PL	LN TO INDV FOR HH EXPND OTHR CNSMR L	OTH LN MSRD AT FV	UNPD PRIN BAL OF CONS LND DEV AND OT	UNPD PRIN BAL OF LN SEC BY FRM LAND	UNPD PRIN BAL OF LN SEC RVLV CRDT	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC RVLV RES PRO	UNPD PRIN BAL OF LN SEC BY MFAM RES 	UNPD PRIN BAL OF LN SEC BY NONFRM RE	UNPD PRIN BAL OF CMRL IND LN	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN IND HH FAM AND O	UNPD PRIN BAL OF LN TO IND HH AND OT	UNPD PRIN BAL OF OTHR LN	FV LN LEASE ACQUISITION LN SCTY BY R	GROSS CONTRACT RCVBL LN SCTY BY RE	BEST EST AT ACQUISITION DT LN SCTY B	FV LN LEASE ACQUISITION CMRL AND IND	GROSS CONTRACT RCVBL CMRL AND IND LN	BEST EST AT ACQUISITION DT CMRL IND 	FV LN LEASE ACQUISITION LN TO IND HH	GROSS CONTRACT RCVBL LN TO IND HH FM	BEST EST AT ACQUISITION DT LN TO IND	FV LN LEASE ACQUISITION ALL OTHR	GROSS CONTRACT RCVBL ALL OTHR LN LEA	BEST EST AT ACQUISITION DT ALL OTHR 	CNSTRCTN DEV & OTHR AMT LN INT RSRV	PLDG LN AND LEASE	CNSTRCTN DEV & OTHR AMT INT CAP	
37																																																										0	1548	0		50		105	0			3161	0	8066	0	2764	46292	0	0	0	21267	84	0	17178	769	3432	8342	6128	2003	141	5778	7199	6981	3720	958	0								0	0			0	0	912	461	7070	804			0			325	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
242																																																										0	3088	0		11		2435	0			1457	0	2623	0	0	21062	0	0	0	7671	44	0	11090	83	1142	4379	1365	704	0	6526	3606	1847	1226	179	0								0	0			0	0	0	0	0	3733			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
279																																																										0	407	77		0		365	0			5183	249	7288	0	0	71222	56	284	95	40299	663	1411	9617	153	1230	1793	1385	11561	24177	2895	6086	5536	4389	8891	3182								0	0			0	0	1353	4041	3317	7752			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
354																																																										0	1161	0		0		608	0			392	0	706	0	0	4381	0	0	0	1492	18	749	822	24	798	35	52	412	170	254	1325	339	278	474	165								0	0			0	0	0	0	0	4			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
457																																																										0	3166	0		37		6743	0			4787	0	3088	0	458	31038	0	0	0	6334	686	5700	14625	1246	712	4003	293	80	0	4596	8108	6445	4675	97	458								0	0			0	0	1346	490	2906	997			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		12395		
505																																																										0	0	5688	0	19	19	0	0	13372	0	13372	15500	35707	0	8118	251138	7661	0	0	132008	4834	32072	18980	2780	11111	12551	6951	32390	64603	24563	9681	17532	27354	31425	15501	0	0	0	0	0	0	0	0	475	0		0	0	2683	1533	20415	18447	0	0	0			0	2045																									0	0	0	0	0	0	0	0	0	0	0	0		136157		
1155																																																										0	5055	492		575		6995	1793			42020	1036	6910	0	1704	147594	0	0	0	18690	4032	639	49708	2635	2603	3430	8426	627	814	41848	12443	21481	40400	7428	3150								544	195			0	0	2690	4308	22867	29481			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1351																																																										0	10474	0		231		4544	0			18683	0	10629	0	0	70169	0	0	0	11908	0	11754	54963	2483	8090	448	187	538	0	12967	31423	7898	4311	583	0								0	0		0	0	0	0	0	0	13700			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1454																																																										0	4978	1630	0	55	55	2953	0	27507	0	27507	4387	28704	0	0	210096	692	0	0	73588	6556	4091	35589	3252	1444	3499	6785	36163	22445	28036	10417	18934	44157	29918	3251	0	0	0	0	0	0	0	0	1172	0		0	0	1451	6329	28166	23312	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1557																																																										0	6813	0		52		15039	0			1186	0	814	0	0	28521	0	0	0	2560	0	0	9324	30	96	648	779	1007	0	3205	5993	3223	7895	3967	1678								0	0		0	0	0	60	286	1711	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1632																																																										0	10045	14977	6622	11141	4519	7314	886	92062	0	92062	44453	12967	0	2881	672208	0	960	434	102874	14349	16040	230395	13366	21017	46486	6231	13592	1386	208057	111622	105096	38220	83397	3187	0	0	0	0	0	0	0	0	1379	0		0	0	25992	141586	90001	99227	0	960	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	402264	0	
1669																																																										0	402	198		111		1866	0			10165	0	12329	0	2180	81016	0	0	0	42033	1754	25536	9296	1420	1189	399	2188	18649	18103	2061	10061	6515	12679	6887	435								0	0			0	0	1920	959	3951	3148			0			0	65																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1829																																																										2500	0	18631	0	54	54	0	0	26352	0	26352	7507	146	0	0	269341	305	27328	0	99707	16088	0	41652	1819	1061	5293	12049	41019	38330	34535	4237	27317	39977	53512	5305	0	0	0	2500	0	0	0	697	1544	0		0	0	478	587	37970	30057	0	27328	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
1856																																																										0	1303	0		13		880	0			6449	0	1072	0	0	12917	0	0	0	1813	0	1600	3906	417	74	278	143	776	68	1429	2215	2404	904	3746	253								0	0			0	0	0	144	1243	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
2040																																																										0	5769	9327		89		1896	966			12315	1941	4732	0	15	158830	0	0	0	30738	1444	354	45370	2466	5019	20299	2671	120	0	18935	18950	67407	19950	1699	0								460	0			0	0	733	16936	39266	33169			0			266	148																									0	0	0	0	0	0	0	0	0	0	0	0	0	30207	0	
2161																																																										0	87	0		162		2588	0			12335	0	9395	0	0	59935	1	0	0	31497	0	22000	20031	2356	8989	5865	5704	5926	2606	3444	5242	7633	6538	5325	227								323	0			0	0	641	0	2908	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
2376																																																										0	0	300012	0	0	0	0	0	16988	0	16988	4787	295	0	0	1340784	0	0	4683	279480	29536	50049	105519	1037	2161	13556	25497	105910	131276	63383	47009	94327	122508	444511	237051	0	0	0	0	0	0	0	0	0	0		0	0	37400	88589	87278	496419	0	0	0			0	43																									0	0	0	0	0	0	0	0	0	0	0	0		885180		
2451																																																										0	6887	977		800		2745	0			3511	123	906	0	0	29440	0	0	0	7486	232	5906	3285	936	3349	183	199	232	2305	10130	6600	340	404	1759	2497								0	0			0	0	101	2719	0	2953			0			127	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																										0	2313	0		10		1897	0			695	0	275	0	2	5750	0	0	0	477	0	0	978	86	0	160	20	93	118	3283	101	184	596	1109	0								0	0			0	0	47	0	34	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
2732																																																										0	162	86447	0	200	200	0	3547	80253	0	80253	6656	5338	0	0	425859	428	0	0	18926	1462	6999	84875	3125	4079	6478	475	424	4345	129869	55713	144398	26717	3636	36883	0	0	0	0	0	0	0	0	0	0		0	0	11448	33196	99846	82353	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
2750																																																										0	7170	455		55		23422	0			3211	0	1774	0	9	41918	0	0	0	2865	133	250	19053	328	643	967	670	119	0	16405	6059	3940	9897	509	808								0	212			0	0	131	389	548	1544			0			0	108																									0	0	0	0	0	0	0	0	0	0	0	0		0		
2938																																																										0	19409	22949	0	2960	2960	3289	0	92634	0	92634	36548	9403	0	1067	490930	0	344	9882	85803	4007	14018	201405	11258	13190	41010	15871	1380	29	115924	84435	117883	46053	23649	1058	0	0	0	0	0	0	0	0	493	0		0	0	11522	51721	65060	83721	0	344	0			163	33																									105837	115041	1784	30449	33096	513	4414	4798	113	6886	7485	177	0	163488	0	
3252																																																										0	20288	0		120		28314	0			9302	0	5374	0	1953	72478	0	110	0	898	0	638	0	128	434	17	106	172	0	26470	30000	8225	2813	2840	7								0	0			0	0	0	712	0	5407			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		17700		
3458																																																										0	3358	358		6		1090	0			3182	0	736	0	0	12226	0	264	0	2380	23	0	2777	107	212	1508	403	27	123	2002	1825	2594	2840	336	211								0	0			0	0	80	719	24	6			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
3720																																																										0	6873	273		283		5876	0			11054	3144	7749	0	1764	106755	0	0	1830	24004	829	814	31967	876	4166	8847	8396	1719	0	15728	15824	17365	27522	4803	746								0	280			0	0	1168	8892	26298	8268			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		22103		
3953																																																										0	10871	1235		117		13636	0			40669	0	5997	0	0	116142	0	0	0	13865	3098	308	61697	3573	2155	4436	2527	830	0	58272	23161	12371	1904	3308	95								0	0			0	0	5061	418	19170	2005			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	23699	0	
4138																																																										0	370	1186		64		0	0			13511	3093	10970	0	170	131885	234	0	0	55302	1270	26158	13823	3038	9039	20834	9624	9284	3482	17615	11820	5270	17811	5898	16713								0	48			0	0	3457	10168	13673	18837			0			0	535																									0	0	0	0	0	0	0	0	0	0	0	0		5025		
4156																																																										0	12584	6591		1		8784	0			12696	1821	3658	0	0	140850	0	1252	0	33338	2170	1032	40597	3008	2539	5443	3676	17059	1211	20433	17532	13116	32156	20316	1308								0	0			0	0	7117	8325	5301	37212			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																										0	14533	0		16		1012	0			5799	0	8589	0	1629	82465	0	0	0	13521	0	0	37452	491	1996	6619	3700	597	0	17985	21841	19471	8669	955	0								0	0			0	0	246	10	11375	25735			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
4437																																																										0	7413	2226		27		807	0			15389	9725	9053	0	432	179518	237	0	0	59270	4157	41322	42237	5418	6311	22872	16518	2623	1543	50762	10637	28628	21308	4873	985								0	3869			0	0	2558	15681	43432	5716			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	150178	0	
4839																																																										0	0	35817		1148		0	668			7948	6172	1875	0	0	235520	0	0	0	22799	2069	4307	105566	6192	3141	6587	6355	33	0	55784	42312	51072	54941	1770	0								0	511			0	0	8235	26224	62175	60547			0			255	627																									0	0	0	0	0	0	0	0	0	0	0	0	17594	34326	125	
5005																																																										0	0	14147	0	104	104	0	35	18045	0	18045	5132	259	0	0	331431	0	0	0	137300	8409	47947	43281	1057	6322	18510	14266	25123	67794	51311	8765	23637	40315	30095	11143	0	0	0	0	0	0	0	0	78	0		0	0	38774	19644	47370	42169	0	0	0			0	441																									0	0	0	0	0	0	0	0	0	0	0	0	22636	110545	148	
5069																																																										0	0	2536	0	9	9	0	0	5103	0	5103	1484	0	0	0	438609	2969	0	0	33097	9338	14812	350634	14811	5770	241	0	0	0	148304	187531	38746	6341	3206	953	0	0	0	0	0	0	0	0	0	240		0	0	51922	46330	250390	41369	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
5135																																																										0	58746	2458	0	142	142	28512	0	24999	0	24999	0	11940	0	8951	239636	0	0	0	53123	1613	20111	155428	14112	12812	22187	987	2735	223	44926	84971	40035	4491	7861	3273	0	0	0	0	0	0	0	494	0	0		0	0	393	10901	28920	8444	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		28929		
5210																																																										0	9334	30486	0	2709	2709	3960	0	28786	0	28786	50030	12538	0	8280	642339	0	0	0	251854	27013	102988	30626	12797	21702	23661	22326	90572	79840	77299	22776	69391	132345	49206	29026	0	0	0	0	0	0	0	0	2013	0		0	0	11071	29001	101773	73491	0	0	0			0	1154																									0	0	0	0	0	0	0	0	0	0	0	0		122607		
5331																																																										0	0	65886	0	3723	3723	0	0	2332	0	2332	9286	2076	0	0	144062	148	0	463	13485	398	752	47481	307	606	3010	7613	893	680	34525	24527	19704	44396	2944	0	0	0	0	0	0	0	0	0	120	0		0	0	1988	16067	5147	23702	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		28132		
5461																																																										0	9750	11328	0	11914	11914	2027	0	48904	0	48904	12496	8915	0	0	352632	310	0	26971	21200	2162	3472	96928	950	2382	4315	12751	400	402	41465	52136	103186	121152	8381	360	0	0	0	0	0	0	0	0	511	0		0	0	6785	26640	88874	101436	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		89505		
5751																																																										0	7424	112		4		23644	0			4539	0	3355	0	453	50580	0	932	0	9146	66	2090	11443	239	659	1481	740	3154	2820	17210	2569	8354	5160	4515	400								0	12			0	0	96	351	310	136			0			0	116																									0	0	0	0	0	0	0	0	0	0	0	0		8225		
6039																																																										0	1977	68		340		3434	477			15048	0	4207	0	2534	63648	43	0	0	6609	1138	810	26106	1557	406	2062	920	1613	0	32132	8732	9277	3797	1735	27								463	69			0	0	302	4087	0	23415			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
6141																																																										0	2714	0		8		2619	0			939	0	4095	0	180	22028	0	0	0	7138	0	1652	9508	1286	595	620	2042	2561	0	2978	4649	2167	2774	1828	492								0	0			0	0	0	0	0	4335			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
6329																																																										0	6760	740	0	1505	1505	4930	0	46159	0	46159	7206	71748	0	306	372834	0	0	0	72389	6576	3781	160899	8041	15993	30543	10113	2885	81	53426	85062	85654	48090	9180	0	0	0	0	0	0	0	0	1130	1548	0		0	0	33081	65734	32895	20127	0	0	0			0	2561																									0	0	0	0	0	0	0	0	0	0	0	0	12964	10652	4	
6972																																																										0	8673	45693	0	12110	12110	4949	0	140163	0	140163	43057	1922	0	13576	780812	0	2457	17209	27649	3961	7382	263465	1751	3721	2460	4232	4325	10434	244351	98299	152717	118981	74845	8585	0	0	0	0	0	0	0	0	6775	0		0	0	41384	170290	63514	194639	0	2457	0			392	0																									0	0	0	0	0	0	0	0	0	0	0	0	197852	305368	588	
7009																																																										0	0	0	2562	3685	1123	0	0	47587	0	47587	0	159416	0	0	210688	0	0	0	0	0	0	164046	0	0	0	0	0	0	143215	20832	46642	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7045																																																										0	3715	0		0		4654	0			2598	609	12237	0	1520	68828	0	0	0	24636	358	21684	8857	297	295	2813	8162	5485	6767	2222	6043	10837	14830	5231	4484								521	12			0	0	571	1893	0	15504			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7157																																																										0	2708	225		0		2498	0			4933	0	4099	0	0	24102	0	0	0	8393	0	0	8988	707	1211	6213	216	46	0	2207	4863	6602	1170	196	402								0	0			0	0	0	0	0	1246			0			0	19																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7456																																																										0	5851	0		26		7155	0			9508	42	2152	0	0	30172	0	0	0	2386	224	0	12274	127	291	558	1410	0	0	10536	2182	5110	6958	2999	0								0	0		0	0	0	344	532	0	1952			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
7634																																																										0	1744	0		167		2340	0			30213	0	5758	0	0	66386	0	0	0	17237	528	0	28409	2953	5009	7932	935	225	0	6007	14586	22647	4218	277	0								0	0			0	0	1200	0	5399	1800			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		6247		
8033																																																										0	11380	242		360		4981	0			28089	0	7074	0	0	102176	0	0	0	21233	543	1608	34092	3632	2298	9045	5953	254	36	33714	11322	13453	18714	3167	259								0	0			0	0	6456	9393	9103	3322			0			0	52																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																										0	1929	0		0		8702	34			7763	0	8247	0	528	30796	0	0	0	1227	199	0	10268	0	33	3	32	430	729	14677	2534	4779	5345	1837	384								0	0			0	0	0	0	2077	124			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
8631																																																										0	133	0		69		97	172			6211	0	7598	0	0	33644	0	0	0	15186	70	0	2590	61	58	220	370	7127	7350	1515	956	2962	4885	6674	1019								0	0			0	0	0	314	3966	0			0			43	285																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9357																																																										0	0	0	0	83	83	0	0	113919	0	113919	5647	6841	0	0	281314	0	0	0	107717	189	0	221642	105631	0	356	0	686	1012	108472	8677	24713	26075	4982	678	0	0	0	0	0	0	0	0	433	0		0	0	0	0	38525	7960	0	0	0			1519	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9553																																																										0	17764	248		1102		37622	0			4324	0	1431	0	0	70447	0	0	0	5884	66	199	34077	597	438	1217	3084	476	72	51300	1100	2981	4692	3787	673								0	0			0	0	1180	0	826	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
9807																																																										0	0	65033	0	589	589	0	2178	89861	0	89861	89324	547	0	0	1864683	2803	0	0	402697	36925	60668	128642	43768	24179	37125	21034	105400	152679	540608	208035	173597	199125	126923	31512	0	0	0	0	0	0	0	0	202	0		0	0	310126	489231	146900	236051	0	0	0			0	12191																									0	0	0	0	0	0	0	0	0	0	0	0	113498	367188	593	
9955																																																										0	11544	0		29		9922	0			9010	902	2747	0	0	50380	0	942	0	7565	23	5484	25204	401	958	3502	877	807	1021	5432	18413	10309	4940	2262	597								0	15			0	0	0	0	0	7681			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		24317		
10157																																																										0	3093	817		74		4067	0			2983	271	1451	0	90	22739	0	32	378	1538	0	1106	3762	173	800	131	139	295	0	5126	2907	3429	2470	1481	1049								0	0			0	0	1134	137	7052	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		2063		
10250																																																										0	760	9185	0	238	238	0	3129	77463	0	77463	15904	23749	0	2217	378563	0	508	0	43212	24023	15134	105997	2966	5650	10017	20809	2575	567	34584	71672	82423	121406	14547	403	0	0	0	0	0	0	0	312	1409	0		0	0	3671	42333	84900	48679	0	508	0			0	1986																									0	0	0	0	0	0	0	0	0	0	0	0	0	183141	0	
10849																																																										1000	9768	38055	5628	5655	27	11483	0	14124	0	14124	1357	2474	0	531	252142	95	0	0	44405	3365	30714	68128	4481	9672	17672	6219	6315	46	65246	32590	70214	22673	12376	994	1000	0	1000	0	0	0	0	0	0	0		0	0	3475	44572	30771	41202	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	166882	0	
10858																																																										0	27121	7471	0	1268	1268	48281	0	93129	2	93131	4330	21283	0	3422	352364	0	0	0	27053	8497	7230	139660	1905	5916	2195	11204	3542	1929	88138	108487	36288	70250	18094	109	0	0	0	0	0	0	0	26110	687	0	0	0	0	4566	7454	34592	37098	0	0	0			0	171																									0	0	0	0	0	0	0	0	0	0	0	0		13544		
11145																																																										0	0	0		66		90	414			1767	1907	4662	0	2523	128107	0	0	0	70997	2458	3171	13589	1654	8304	13728	26780	18936	435	8558	4620	18021	16906	6170	225								0	0			0	0	793	1156	38605	3083			0			932	809																									0	0	0	0	0	0	0	0	0	0	0	0		9981		
11640																																																										0	32048	2760	0	116	116	50343	291	40753	0	40753	704	15182	0	0	212508	0	0	0	22126	1071	11979	93621	2880	5802	4132	5062	1602	2648	38497	83989	22936	27442	13700	3431	0	0	0	0	0	0	0	0	0	0		0	0	8432	4166	14984	19823	0	0	0			52	0																									0	0	0	0	0	0	0	0	0	0	0	0		83966		
11837																																																										0	3272	2477		307		378	0			3260	476	740	0	229	49838	23	0	0	6516	268	881	13013	227	2799	2746	349	396	0	12275	8042	11262	5993	3398	0								115	0			0	0	0	12906	6663	12254			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	8259	0	
