"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1669										
242								1160										
279								3601										
354								34										
457								1018										
505								5676	10		0	0	1074		0	3968	624	
1155								14621										
1351								2033										
1454								31774	17035		0	0	5895		0	748	8096	
1557								1344										
1632								13673	10480		0	0	2715		0	478	0	
1669								13938										
1829								7407	0		0	0	1591		0	1118	4698	
1856								560										
2040								3079										
2161								6704										
2376								81127	0		0	0	2034		0	79050	43	
2451								916										
2554								486										
2732								19878	5530		0	0	3672		0	5387	5289	
2750								1443										
2938								14305	8966		0	0	1736		0	3603	0	
3252								4910										
3458								4906										
3720								4507										
3953								4639										
4138								5442										
4156								4430										
4231								5523										
4437								4203										
4839								7178										
5005								4339	0		0	0	1114		0	3159	66	
5069								1584	5		0	63	153		0	1175	188	
5135								7459	0		0	0	2321		0	4877	261	
5210								18575	10791		0	0	6617		0	1134	33	
5331								4914	1088		0	0	1468		0	2071	287	
5461								17115	10643		0	0	5439		0	266	767	
5751								1099										
6039								12738										
6141								2116										
6329								13377	255		0	0	6301		0	6772	49	
6972								19193	12772		0	0	5973		0	419	29	
7009								4986	0		2000	0	16		0	2945	25	
7045								18747										
7157								608										
7456								1264										
7634								1195										
8033								3297										
8462								7057										
8631								2139										
9357								16815	12385		0	0	934		0	1853	1643	
9553								3887										
9807								83266	15206		0	0	6233		0	59906	1921	
9955								8108										
10157								3029										
10250								12296	5495		0	0	1519		5282	0	0	
10849								10165	66		0	0	1277		0	6107	2715	
10858								9792	6343		0	0	2088		0	1136	225	
11145								9164										
11640								18434										
11837								3397										
12030								10249	17		0	0	3275		0	6957	0	
12058								6196										
12142								13314										
12245								2697										
12311	1381734	1172260	0	1635	0	191348	16491	1381734	902089	1635			270171	191348			16491	
12647								1996										
12656								496	7		0	0	196		0	283	10	
12937								19470										
12946								10984	4590		0	0	4238		0	2066	90	
12955								3343										
13037								3776										
13103								18711	0		0	0	2540		0	16077	94	
13251								1795										
13457								556										
14052								4376										
14155								2556										
14258								16985	7139		0	0	4082		0	486	5278	
14454								3339										
14650								3336										
14753								1100										
14865								4892										
14977								18216										
15536								73078	27382		0	601	15186		0	11062	18847	
16337								10622	2		0	0	4918		0	5702	0	
16458								4719										
16551								5962										
16748								1817										
16944								1336										
16953								1966										
17110								16765										
17147								62672	0		0	0	13887		0	45759	3026	
17259								1329										
17464								57627	43569		0	0	11379		0	2327	352	
17839								2472										
17950								5765										
18050								10327										
18135								7824										
18377								7191										
18827								6400										
18836								5197										
18854								8384										
18957								2111										
19356								1981										
19730								72068	23277		0	0	43117		0	4686	988	
19936								11936										
19972								9751										
20053								6998										
20147								2765										
20259								3986										
20370								6991										
20512								2519										
20633								9469										
20839								3322										
20857								32746										
20866								5502										
21256								1358										
21359								783										
21630								2532										
21658								2479										
22048								7147										
22235								9268	12		0	0	2365		0	6891	0	
22356								17805										
22459								2557										
22543								1884										
22552								826										
22730								4928										
22936								6271										
22954								1845										
23036								10633	5373		0	0	3214		0	2046	0	
23045								1730										
23241								84701	10504		0	0	31058		0	40392	2747	
23456								1318										
23504								16811	9713		0	0	4580		0	835	1683	
23540								2326										
23643								11524										
23755								3802										
23812								35313	0		0	0	3606		0	31707	0	
24006								36460	7990		0	0	3249		0	19428	5793	
24453								67268										
24659								1262										
24668								14413										
24855								3800										
24949								15873	0		0	0	4682		0	10993	198	
25357								4562										
25647								2736										
26149								974										
26242								9826	0		0	0	2975		0	6667	184	
26457								612										
26765								2716										
26859								19947	24		0	0	3600		0	15773	550	
26916								7744	5		0	0	1998		0	5498	243	
27548								16001	8258		0	0	4149		0	3514	80	
27614								7276										
27847								17680	0		0	0	3034		0	13787	859	
28152								6100										
28255								43100										
28349								4137										
28406								6986	2914		0	0	1727		0	1058	1287	
28572								2202										
28732								1232										
29104								15155	11799		0	0	2741		0	382	233	
29252								2253										
29636								26283	91		0	0	7415		0	18777	0	
29850								2846										
29944								4914										
29953								2821										
30052								2056										
30155								1948										
30258								10343	5907		0	0	2213		0	2063	160	
30418								12490	0		0	0	0		0	11986	504	
30502								13735	8225		0	104	4299		0	651	456	
30650								7090										
30810	5578325	276870	0	172907	0	5128034	514	5405418	276393	0			477	5128034			514	
30856								8853										
31134								10142										
31255								5998	3994		0	0	1344		0	431	229	
31657								2405										
31826								9195										
31835								2589										
32234								3867										
32766								15649										
33147								49834	258		0	0	1500		0	43508	4568	
33259								11727	20		0	0	1828		0	178	9701	
33268								4196	1675		0	0	1379		0	525	617	
33549								1566										
33727								16392	7001		0	32	4957		0	4402	0	
33754								1641										
33839								6017	0		0	0	242		5775	0	0	
33857								2057										
34153								21593	10107		0	0	9073		0	510	1903	
34359								858										
34425								5424	0		0	0	1211		0	4185	28	
34434								8097										
34452								2175										
34537								64287	4		0	0	9999		0	43791	10493	
34555								15641										
34742								5216	5		0	0	2070		0	2912	229	
34836								1082										
34863								812										
35057								3225										
35244								11217	0		0	0	3433		0	7489	295	
35301	19755178	182124	1730942	17539581	0	282515	20016	476870	174174	0			165	282515			20016	
