"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIREMT DEP ACCTS $250,000 OR L	NMBR RETIREMT DEP ACCTS $250,000 OR 	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIREMT DEP ACCTS MOR THAN $250	AMT OF DEPOSIT ACCOUNTS $100,000 OR 	NBR OF OTH DEP ACCTS OF $100,000 OR 	AMT OF OTH DEP ACCTS MORE THAN $100,	NBR OF DEP ACCTS OF MOR THN $100,000	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	PB/PSA FDIC CERTIFICATE NUMBER	
37								0	3840		0	0	47592		12649	82	64081	0				
242								0	1279		0	0	19545		5264	33	26088	0				
279								0	10421		415	1	62730		17096	124	90662	0				
354								0	0		0	0	5767		1475	9	7242	0				
457								0	837		0	0	17610		7257	40	25704	0				
505								0	6990		297	1	140280		116719	400	264286	0				
1155								0	10790		338	1	85839		41559	158	138526	0	132969	0		
1351								0	6384		585	1	37358		63601	265	107928	0				
1454								0	17876		0	0	203027		159192	526	380095	0				
1557								0	1892		0	0	19720		9918	47	31530	0				
1632								0	23746		5763	13	301437		214003	857	544949	0	538580	0		
1669								0	11220		0	0	115178		78572	204	204970	0				
1829								0	19000		4006	7	179684		82936	362	285626	0				
1856								0	15		0	0	85527		28944	63	114486	0				
2040								0	8956		0	0	99564		50236	153	158756	0	137236	1		
2161								0	6565		323	1	46911		41599	194	95398	0				
2376							65000	0	48443		0	0	493054		171141	1062	712638	0	700602	0		
2451								0	536		0	0	12237		11061	37	23834	0				
2554								0	0		0	0	5136		1643	9	6779	0				
2732								0	9573		547	1	136330		293315	635	439765	0				
2750								0	1900		0	0	23556		13396	67	38852	0				
2938								0	6750		917	3	153258		148779	416	309704	0	312807	0		
3252								0	5327		0	0	36508		69278	138	111114	0				
3458								0	470		0	0	13782		9229	43	23481	0				
3720								0	4755		594	2	96103		43016	229	144468	0				
3953								0	318		0	0	53196		43963	225	97477	0				
4138								0	9889		798	3	104385		56688	327	171760	0				
4156								0	5665		252	1	71005		58430	159	135352	0				
4231								0	11055		4509	12	52637		42202	168	110403	0				
4437								0	8467		270	1	117827		60010	332	186574	0				
4839								0	11737		2694	3	108249		89733	361	212472	59				
5005								0	17352		295	1	190649		106843	586	315139	0				
5069								0	521		0	0	119591		136421	415	256533	0				
5135								0	10764		608	2	98370		124174	316	233916	0				
5210								0	52469		1148	4	500694		142620	725	696931	0				
5331								0	7889		0	0	128512		85238	388	221639	0				
5461								0	5041		0	0	111510		229991	691	346542	0				
5751								0	4980		0	0	32087		49213	129	86280	0				
6039								0	7629		929	3	44109		22424	75	75091	0				
6141								0	941		0	0	19925		16872	53	37738	0				
6329								0	10922		1860	5	182462		165742	730	360986	0				
6972								0	27395		257	1	311993		333424	912	673069	0				
7009								0	1003		1932	4	48001		490407	771	541343	0				
7045								0	4342		638	2	52474		46297	122	103751	0				
7157								0	2420		0	0	21649		10181	39	34250	0				
7456								0	2135		0	0	28302		13958	58	44395	0				
7634								0	2586		412	1	32898		30074	78	65970	0				
8033								0	2283		0	0	54213		31057	106	87555	0				
8462								0	2702		0	0	31292		61483	178	95477	0				
8631								0	2779		0	0	28670		19354	85	50803	0				
9357								0	1146		340	1	39634		207178	428	248298	0				
9553								0	7168		329	1	36538		18795	91	62830	0				
9807							507390	0	76174		6107	16	913615		926791	3192	1922687	0	1880154	0		
9955								0	1944		0	0	44735		23608	78	70287	0				
10157								0	1821		0	0	31813		17635	69	51269	0				
10250								0	39471		4864	12	199291		151226	450	394852	0				
10849								0	7897		0	0	133267		122653	543	263817	0				
10858								0	9672		373	1	207146		128282	536	345473	0				
11145								0	5230		1394	3	74562		54703	171	135889	0				
11640								0	9624		1405	4	90303		130539	318	231871	0				
11837								0	4310		0	0	42973		41468	120	88751	0				
12030								0	21298		1609	5	181735		102182	471	306824	0				
12058								0	4784		638	1	55622		23637	95	84681	0				
12142								0	7224		0	0	65820		74355	239	147399	0				
12245								0	4859		409	1	52951		30755	144	88974	0				
12311	39766847	2602451	42772396	5755901	2602451	5755901	11639202	0	1230102		35807	96	20235760		15662727	38841						
12647								0	4094		469	1	27957		30783	76	63303	0				
12656								0	351		0	0	9282		2381	17	12014	0				
12937								0	3529		2130	3	40739		106743	192	153141	0				
12946								0	29562		2877	5	242179		227269	714	501889	0				
12955								0	5609		0	0	53202		48319	165	107130	0				
13037								0	4636		773	3	67984		21488	115	94881	0				
13103							219324	0	48032		3764	11	395933		303544	1191	751273	0	741075	0		
13251								0	2088		572	1	15377		12813	60	30849	0				
13457								0	1035		0	0	10341		5299	37	16675	0				
14052								0	2542		517	1	38067		19250	98	60376	0				
14155								0	4320		0	0	52374		30579	114	87301	28				
14258								0	23965		2414	7	190981		717028	1422	934388	0				
14454								0	1470		0	0	13552		4853	35	19875	0				
14650								0	1284		0	0	15638		6070	22	22992	0				
14753								0	3826		0	0	19639		6091	24	29559	3				
14865								0	6621		295	1	98111		69270	280	174297	0				
14977								0	3117		312	1	23298		10579	66	37306	0	37850	0		
15536							743547	0	203059		14073	36	1636608		1166459	5867	3020200	0	3103605	0		
16337								0	24349		2274	6	229450		136454	522	392527	0				
16458								0	6880		2016	6	102614		67993	253	179503	0				
16551								0	11362		1891	6	65008		44259	154	122520	0				
16748								0	3799		0	0	32066		10411	52	46277	0				
16944								0	760		0	0	20122		6493	45	27375	0				
16953								0	588		0	0	20158		5088	27	25836	2				
17110								0	2545		642	1	13297		86723	183	103207	0				
17147							398494	0	68437		4217	13	648641		648817	1594	1370915	801	1401609	751		
17259								0	4770		0	0	31923		14751	65	51444	0				
17464							1130070	0	15895		724	2	508834		1137891	2350	1663346	0	1689925	0		
17839								0	10266		718	2	80121		84961	237	176066	0	177114	0		
17950								0	5901		0	0	82861		82216	272	170978	0				
18050								0	9557		496	1	153147		99013	392	262213	0				
18135								0	2390		0	0	68027		83884	292	154302	0				
18377								0	2788		771	2	19265		1691	13	24515	0				
18827								0	7379		0	0	87610		50303	186	145292	0				
18836								0	11307		1239	4	80337		31244	214	124127	0				
18854								0	1278		0	0	41412		37150	136	79840	0				
18957								0	4380		252	1	26111		17362	86	48105	0				
19356								0	2771		0	0	48044		18590	84	69405	0				
19730							567369	0	63714		1450	5	998747		722851	2852	1786762	0	1796145	0		
19936								0	7427		476	1	76297		144065	362	228265	0				
19972								0	0		0	0	33885		8719	61	42605	0				
20053								0	9225		0	0	36499		14605	78	60330	0				
20147								0	6357		0	0	34135		15120	85	55612	0				
20259								0	757		0	0	31988		44590	120	77335	0				
20370								0	3541		0	0	82452		55371	186	141364	0				
20512								0	5223		718	2	42614		18415	70	66970	0				
20633								0	13252		556	2	140515		65893	82	230356	10140				
20839								0	6378		260	1	101374		69089	366	177101	0				
20857								0	740		0	0	20896		136728	70	158364	0				
20866								0	0		0	0	92313		76286	389	169445	846				
21256								0	1919		0	0	4151		1794	6	7864	0				
21359								0	1205		283	1	10483		7597	41	19568	0				
21630								0	2265		0	0	28317		29962	109	60544	0				
21658								0	9464		353	1	88180		22320	123	120317	0				
22048								0	6426		464	1	79075		61493	310	147458	0				
22235								0	15925		683	2	174717		84785	438	276110	0				
22356								0	5628		304	1	113622		123650	317	243204	0				
22459								0	5320		0	0	62355		22574	108	90249	0				
22543								0	3447		0	0	36828		28339	103	68964	350				
22552								0	1202		0	0	27886		10765	46	39853	0				
22730								0	3645		0	0	57118		21881	107	82645	0				
22936								0	11347		1204	4	162818		77816	460	253185	0				
22954								0	1980		0	0	36925		19076	73	57981	0				
23036								0	22212		329	1	305966		214201	889	542780	72	546894	90		
23045								0	995		0	0	10254		13347	30	24596	0				
23241							1010803	0	111243		1798	6	1258093		960720	2666	2331854	0	2361318	0		
23456								0	6278		0	0	48790		14751	90	69819	0				
23504								0	4607		273	1	130918		444403	863	580201	0				
23540								0	11886		959	3	74912		36916	209	124673	0	107782	0		
23643								0	9840		285	1	72727		58623	321	141475	0				
23755								0	8562		251	1	58226		56548	190	123587	0	122936	0		
23812							70808	0	33311		2203	4	353827		372268	933	761609	0				
24006								0	52249		575	2	484161		227475	1238	764460	0				
24453								0	778		394	1	61510		162891	368	225573	0				
24659								0	2662		574	1	17887		5483	36	26607	1				
24668								0	10334		1342	3	82568		39549	214	133793	0				
24855								0	0		0	0	5924		2690	13	8614	0				
24949								0	26092		524	2	308007		192231	670	526854	0				
25357								0	1470		0	0	34566		20759	80	56795	0				
25647								0	6671		1256	2	23355		44496	169	75778	0				
26149								0	1562		0	0	33226		14774	96	49562	0				
26242								0	17183		334	1	174546		106351	356	298414	0				
26457								0	594		0	0	14428		7117	24	22139	0				
26765								0	1381		0	0	56950		42729	142	101060	0				
26859								0	13677		0	0	120050		177617	774	311344	0				
26916								0	9746		331	1	155912		93623	386	259612	0				
27548								0	19845		1095	3	180115		152897	321	353952	0				
27614								0	22805		3850	7	148410		72372	248	247437	0				
27847								0	20825		3275	7	207353		87967	335	321562	2142				
28152								0	20425		1470	2	22133		17576	56	61604	0	59497	0		
28255								0	2526		0	0	69481		66919	247	138926	0				
28349								0	7362		1908	2	61842		50058	276	121170	0				
28406								0	52360		6494	11	478185		303432	1670	840471	0				
28572								0	5285		726	2	28559		11934	86	46504	0				
28732								0	1829		0	0	36287		25550	131	63666	0				
29104							240260	0	11655		328	1	268945		399598	1159	692325	11799	691599	12065		
29252								0	4850		0	0	55844		40682	168	101376	0				
29636								0	19368		1375	3	241909		243262	845	505914	0				
29850								0	1056		0	0	30921		25243	85	57220	0				
29944								0	2256		0	0	55305		131877	270	189439	0				
29953								0	2536		0	0	25498		27017	122	55051	0				
30052								0	193		0	0	8455		2219	9	10867	0				
30155								0	3629		0	0	41407		24542	132	69578	0				
30258								0	14984		972	3	198179		148956	479	363091	0				
30418								0	1321		0	0	245425		5179	19	251925	0				
30502								0	24363		846	3	327977		125174	691	478360	0				
30650								0	7466		905	2	58080		75836	182	142287	0				
30810	25513356	0	25440806	8663	0	8663	795947	0	11502		0	0	23993443		1508411	6928						
30856								0	1591		954	3	57855		118869	380	179270	0				
31134								0	5581		499	1	46575		23373	85	76034	6				
31255								0	9210		1233	3	112352		90895	419	213690	0				
31657								0	3923		409	1	38704		30232	188	73268	0				
31826								0	12634		1988	5	104954		68270	417	187846	0				
31835								0	2554		340	1	32450		37240	144	72584	0				
32234								0	2846		264	1	31093		17395	67	51598	0				
32766								0	1621		0	0	25061		18107	80	44789	0				
33147								0	14022		1658	3	108836		180904	745	305420	0				
33259								0	26375		270	1	257312		186614	745	470571	0				
33268								0	3844		629	1	51051		32851	162	88375	0	85768	0		
33549								0	5138		0	0	21436		13730	75	40409	105				
33727								0	18347		711	1	150546		78714	394	248318	0				
33754								0	723		0	0	18169		4561	26	23453	0				
33839								0	663		0	0	17123		5911	42	23697	0				
33857								0	2468		0	0	41300		16649	67	60717	300				
34153								0	34292		1552	5	299221		136085	688	473156	2006				
34359								0	1807		0	0	12730		7812	51	22349	0				
34425								0	10853		302	1	155077		97564	561	263794	0				
34434								0	11979		1532	2	91265		74123	259	178899	0				
34452								0	4742		829	1	39030		26536	119	71137	0				
34537							762097	0	47935		1736	5	904095		1009423	3418	1963189	0	1954341	0		
34555								0	13503		809	2	76217		40220	137	130749	0				
34742								0	9482		459	1	138774		112853	455	261568	0				
34836								0	552		0	0	14557		10141	35	25250	0				
34863								0	1588		0	0	11446		5403	39	18437	0				
35057								0	2616		0	0	49941		31812	131	84369	0				
35244								0	12230		590	1	151190		108690	335	272700	0				
35301	107673435	73758653	89584237	66295963	73758653	66295963	33382954	0	0		0	0	138366		33776416	4498						
35570							91313	0	370965		10544	29	2403789		1199617	6273	3984915	0	3916725	0		
35646								0	1216		476	1	25315		12035	43	39042	0				
35842								0	4232		548	1	56958		21937	111	83675	0				
35936								0	607		0	0	11642		1982	14	14231	0				
36054								0	18513		647	2	300125		551510	1278	870795	0				
36344								0	16699		1444	3	194563		116926	481	329632	0				
36456								0	3587		276	1	46254		26019	144	76136	0				
36858								0	3924		275	1	85540		85651	292	175390	0				
36933								0	5968		616	2	38729		49696	164	95009	0				
37051								0	3159		0	0	32691		17159	70	53008	0				
37341								0	2431		0	0	19175		5551	35	27157	0				
37350								0	372		0	0	12536		11052	30	23960	0				
37378								0	851		0	0	65152		51962	252	117965	0				
37435								0	51983		5198	14	316188		200224	775	573593	0				
37640							316146	0	42679		582	1	516305		363663	1161	926225	2996	912730	3123		
37659								0	742		549	1	23590		12747	74	37628	0				
37743								0	5728		882	2	30413		36984	135	74007	0				
37949								0	5418		0	0	78738		56865	222	141021	0				
38526								0	15362		0	0	164471		84348	319	266222	2041				
38535								0	22519		985	3	229506		159306	642	412316	0				
38740								0	11633		0	0	77355		34579	141	123567	0				
39327								0	11053		0	0	181496		88371	434	280920	0				
39420							95136	0	33032		714	2	577426		260363	1159	871535	0	867384	0		
39475							562466	0	32513		1641	3	823223		729817	2729	1587194	0	1537511	0		
39756								0	7419		0	0	84931		72314	300	164664	0				
40033								0	6950		589	2	50577		22474	67	80590	0				
40350								0	2429		0	0	21385		7157	43	30971	0				
40707								0	10544		0	0	135282		54028	271	199854	0				
40855								0	1841		277	1	28831		12106	62	43055	0				
41245								0	2864		0	0	21912		3588	20	28364	0				
41553								0	1746		309	1	28225		23713	82	53993	0				
41629								0	7110		0	0	96224		27794	126	131128	0	127030	0		
41647								0	25632		1583	2	470568		181162	769	680769	1824				
41759								0	1999		0	0	20425		8430	37	30854	0				
41825								0	5444		0	0	78906		24436	131	108787	0				
41937								0	4942		296	1	12102		24016	131	41356	0				
41955								0	2442		280	1	16586		8374	42	27682	0				
42037								0	0		0	0	32401		24406	94	56807	0				
42055								0	2661		627	1	35680		21629	111	60597	0				
42354								0	2346		0	0	42653		28966	122	73965	0				
42420							1165633	0	315120		17644	44	2494541		1514678	4782	4341983	0	4331711	0		
42448								0	40091		4774	13	271660		145327	558	461852	0				
42457								0	961		0	0	11534		4793	21	17288	0				
43052								0	4826		0	0	38345		43687	129	86858	0				
43155								0	8282		307	1	159278		85278	362	253145	0				
43173	8138135	1050713	7783324	1061761	1050713	1061761	3976318	0	114934		2550	6	2466164		4503775	12410						
43351								0	293		0	0	2797		881	6	3971	0				
43454								0	866		0	0	11648		3923	23	16438	1				
43511								0	16370		979	3	234903		139955	414	392207	0				
43641								0	3147		0	0	42700		8020	54	53867	0				
43744								0	3964		0	0	37753		39942	169	81659	0				
43856								0	948		274	1	19235		16538	52	36995	0				
43959								0	1836		0	0	39749		48916	98	90501	0				
44040								0	13955		0	0	113105		86245	320	213305	0				
44134	1506005	100142	1513642	108740	100142	108261	917041	0	27206		5668	11	414863		958126	1810						
44433								0	3249		264	1	74810		186585	659	264908	0				
44602							8540938	0	75943		77422	128	256487		8924438	3835	9334290	0	8258685	0		
44741								0	13880		656	2	147382		107285	367	269203	0				
44750								0	11396		796	2	98380		76542	134	187114	0				
44929								0	5054		0	0	53174		13946	65	72174	0				
45038								0	12024		303	1	55135		22852	99	90314	0				
45047								0	5491		0	0	57154		22065	124	84710	0				
45056								0	2968		0	0	26068		10495	54	39531	0				
45430								0	7342		377	1	46349		27731	167	81800	0				
45458								0	469		0	0	5563		2770	16	8802	0				
45551								0	21610		383	1	239098		154062	613	415153	0				
45560								0	13021		523	1	217333		298965	985	529842	0				
45627							1164396	0	141770		8390	21	1451692		1675975	4713	3277827	0	3291176	0		
45775								0	10806		511	2	77706		35879	198	124902	0				
46053								0	12315		288	1	83997		51595	144	148195	0				
46941								0	6007		0	0	50505		17162	57	73674	0				
47153								0	1022		0	0	9682		4836	27	15540	0				
47247								0	21531		2964	8	107275		76613	316	208383	0				
47256								0	1537		0	0	13495		8288	27	23320	0				
47452								0	2251		0	0	17131		23149	68	42531	0				
47500								0	22639		258	1	169341		50412	302	244295	1645				
48057								0	3086		0	0	35328		35304	130	73718	0				
48150								0	978		0	0	13886		5177	17	20041	0				
48374								0	30238		1540	5	312883		125555	639	470216	0				
48440								0	5005		0	0	47408		4974	49	57387	0				
48730								0	8723		1942	2	155166		110690	503	276520	0				
49054								0	16		0	0	126200		42000	154	168216	0				
49148								0	4399		328	1	40788		18058	79	63573	0				
49241								0	10602		0	0	154711		98542	342	263855	0				
49344								0	3463		275	1	40444		23793	94	67975	0				
49643								0	707		0	0	18113		8573	51	27649	256				
49652								0	2253		0	0	36143		26090	94	64486	0				
49821								0	35912		5079	14	265833		310624	933	617432	-16				
49858								0	1872		0	0	43231		23360	110	68463	0				
49951								0	2161		272	1	55112		21950	134	79495	0				
50144								0	5259		706	2	35186		10490	45	51641	0				
50461								0	203		326	1	15485		48670	165	64684	0				
50546								0	3135		0	0	15733		21837	72	40705	0				
50854								0	1273		0	0	29964		22812	74	54049	0				
50957								0	4541		320	1	50628		33190	215	88679	0				
51253								0	4848		873	3	80735		29957	138	116413	0				
51356								0	1405		264	1	30897		33699	115	66265	0				
51459								0	7438		262	1	83497		78894	283	170092	0				
51730								0	4915		0	0	27248		16777	104	48940	0				
51842								0	22049		330	1	114234		54858	168	191471	0				
52410								0	1705		0	0	32052		5392	34	39149	0				
52719							0	0	0		0	0	0		0	0	0	0	0	0		
52951								0	1554		0	0	22614		41204	142	65372	0				
53015								0	3030		0	0	14769		3414	15	21213	0				
53033							903092	0	5313		258	1	290803		1122136	2204	1418509	0	1393293	0		
53051								0	2873		0	0	24161		12734	95	39768	0				
53239								0	7056		0	0	58405		25912	104	91373	0				
53453								0	1028		0	0	21737		13858	75	36623	0				
53752								0	2342		0	0	26511		15372	58	44225	0				
54049								0	5247		375	1	45006		17763	70	68391	0				
54058								0	12656		264	1	97025		34700	214	147085	2440				
54357								0	0		0	0	17559		6691	50	24250	0				
54375								0	21155		1506	5	237879		200613	695	461153	0				
54441								0	5943		0	0	71656		20515	94	98114	0				
54656								0	14141		3236	8	99788		95171	314	212336	0				
55176								0	29755		3522	11	125861		102291	383	261862	433				
55336								0	11710		0	0	180573		76378	403	268661	0				
55635								0	245		0	0	32752		30883	48	64007	126				
55653								0	2908		0	0	42507		23438	101	68853	0				
56230								0	3351		0	0	58442		34851	229	96644	0				
56258								0	6758		0	0	80874		65011	178	152643	0				
56351								0	26688		0	0	352023		295153	958	673864	0				
56427								0	5720		312	1	33334		7217	35	46583	0				
56548								0	6585		386	1	155187		44109	186	206267	0				
56557	1784407	96069	1775316	92688	96069	92688	988528	0	8124		3408	7	439527		1237279	2584						
56717								0	28768		2471	4	210892		123639	487	365770	0				
57040								0	4687		0	0	43772		21101	99	69560	0				
57228								0	6082		250	1	114169		66393	297	186894	0				
57255								0	326		0	0	41114		28927	120	70367	0				
57451								0	24118		840	2	142934		143505	449	311397	0				
57572								0	3009		0	0	28847		7478	45	39333	0				
57956								0	1916		0	0	39665		79498	288	121079	0	113536	0		
58074								0	15342		2031	7	88916		39728	212	146017	0				
58207								0	10472		763	2	98248		60897	319	170381	0				
58225								0	18343		1053	3	125396		40827	228	185619	0				
58243	3778734	459996	3776901	454631	459996	454631	1388792	0	103196		8287	20	1158847		2048408	4686						
58355								0	647		0	0	4268		1705	9	6620	0				
58551								0	1452		1155	3	41179		39821	149	83607	0				
58636								0	6132		555	2	119678		70967	317	197333	0				
58757								0	6742		0	0	33934		9946	56	50622	0				
58971							1188796	0	54375		3218	7	1003600		1840142	5630	2901335	0	2803810	0		
59316								0	21883		0	0	219442		132793	485	374118	0				
59352								0	7542		0	0	124380		96017	398	227939	0				
59679								0	2327		260	1	11515		7158	25	21262	0				
59754								0	1182		0	0	6725		3515	12	11422	0				
60143	47785858	1501470	45059917	1553469	1483634	1551048	27782236	0	740009		42705	102	12840943		32660731	49001						
60330								0	23313		2117	6	233217		121250	505	379897	0				
60433								0	584		0	0	13017		11939	51	25540	0				
60545								0	22251		2002	5	75360		32162	183	131775	0				
60554								0	2347		0	0	25252		21408	97	49007	0				
60648								0	14796		2825	9	111731		73753	244	203106	0				
61122							325640	0	46871		4387	16	540721		562681	1382	1154660	0	1107781	0		
61355								0	23119		669	2	262385		120260	557	406433	0				
61476								0	12477		3244	8	58588		45649	209	119958	0				
61533								0	37384		2915	10	190090		272246	1509	502635	0				
61757								0	9135		0	0	97530		51029	164	157694	0				
61832								0	5520		0	0	88530		56960	337	151010	0				
61953								0	7065		0	0	34698		16594	74	58381	24				
62044								0	1096		0	0	12109		4261	24	17466	0				
62147								0	3151		0	0	32670		18229	83	54050	0				
63050								0	3686		0	0	51196		32471	170	87354	0				
63069	11830600	0	11538103	0	0	0	8194838	0	48395		5688	11	2399908		9376609	18940						
63078								0	16065		835	3	375949		356697	1275	749546	0				
63201								0	4572		0	0	48183		25278	112	78033	0				
63359								0	6468		638	2	104558		72998	272	184662	0				
63573								0	23489		345	1	120380		89298	429	233512	0				
63733								0	28534		2475	5	186785		74208	412	292002	0				
63742								0	783		0	0	88720		77209	246	166712	0				
63751								0	373		0	0	3763		2763	14	6899	0				
64150								0	286		0	0	33407		45002	156	78695	0				
64543								0	20761		267	1	163753		136577	504	321358	0				
64552								0	2103		0	0	45835		24800	73	72738	0				
64619	1512652	577	1481165	577	577	577	927940	0	14201		578	2	264888		1232408	2314						
64730								0	11770		621	2	71886		98041	288	183576	1258				
65205								0	67056		1955	6	408271		122686	860	599968	0	579366	0		
65241								0	4137		0	0	62592		49829	208	116558	0	111259	0		
65513	263477	335			0			0	0		0	0	28680		234462	269						
65559								0	8236		0	0	145057		152428	490	305721	0				
65746								0	21613		2869	8	199713		151105	558	375301	0	401816	0		
65858							294882	0	57837		1669	5	555750		372827	1229	988083	0	980390	0		
66015	509062	77590			75817			0	0		0	0	80158		351316	773						
66154								0	11123		1699	4	41289		10914	72	65025	0				
66172								0	21600		414	1	202404		138300	673	362718	0				
66275								0	5491		295	1	55963		37015	303	98764	0				
66837								0	8646		1849	4	99366		163085	340	272946	0				
66846								0	31481		1921	2	391480		169869	766	594751	0				
67142								0	4954		0	0	55621		25634	104	86209	0				
67151								0	5749		1476	4	134094		294383	621	435702	0				
67209								0	30827		3239	10	220173		123256	558	377495	0				
67254								0	0		0	0	11680		1065	8	12745	0				
67311							1954923	0	353116		10818	29	4657842		2458346	8209	7480122	0	7544287	0		
68345								0	13884		2892	6	93396		45894	181	156066	0				
68448								0	5661		255	1	56045		6780	32	68742	0				
68756								0	6611		0	0	80948		73049	390	160608	0				
68831								0	4211		535	2	37934		31609	79	74289	0				
68840								0	6518		261	1	57768		45059	162	109730	124				
68859								0	8337		920	3	167647		183170	779	360074	0				
68943								0	5727		0	0	77492		28872	112	112091	0				
69333							246094	0	33931		1471	4	481453		346709	1350	863564	0	866228	0		
69678								0	18797		0	0	177805		137766	550	334368	0				
69847								0	499		0	0	10130		3139	20	13768	0				
70049								0	7262		737	1	105277		89360	336	202636	0				
70058								0	5232		0	0	46745		20731	56	72708	0				
70218								0	1149		0	0	49275		27165	159	77589	0				
70254								0	498		0	0	9909		5892	28	16299	0				
70414								0	22598		961	3	199735		101350	492	324644	0				
70638								0	8408		350	1	95969		40279	224	145006	0				
70955								0	0		0	0	5477		2782	18	8259	0				
71318								0	15267		253	1	203377		178623	586	397520	0				
71457								0	12107		1831	6	72542		40317	182	126797	0				
71859								0	0		0	0	6114		1279	5	7391	0				
72258								0	3854		0	0	92655		131347	433	227856	0				
72351								0	4365		0	0	31571		11665	39	47601	0				
72454								0	10109		718	2	35713		16552	75	63092	0				
72678								0	23535		2115	6	122574		52860	372	201084	0				
73031								0	252		0	0	43336		88925	274	132513	0				
73116								0	46034		263	1	333139		130900	789	510336	0				
73152								0	1742		0	0	35061		25568	99	62371	0				
73554								0	5349		863	3	72462		38921	171	117595	0				
73956								0	1252		0	0	22122		13813	65	37187	0				
74056								0	3228		0	0	60654		7043	34	70925	0				
74140							268465	0	46692		2079	4	444214		342857	1092	835842	0				
74159								0	0		0	0	15008		9459	55	24467	0				
74403								0	25765		0	0	241966		160469	590	428201	0				
74449								0	638		0	0	10991		5033	16	16662	0				
74458								0	2797		0	0	52873		37817	159	93487	0				
75053								0	18388		0	0	144720		81453	375	244561	0				
75259								0	0		0	0	8129		466	2	8595	0				
75446								0	9168		0	0	127499		58870	285	195537	0				
75455								0	2055		0	0	17537		7564	32	27156	0				
75558								0	4148		0	0	104764		57528	242	166440	0				
75633	27744346	0	26994314	0	0	0	14469297	0	792207		54939	131	9128003		17769197	33527						
75651								0	3975		361	1	20937		6286	41	31559	0				
76050								0	8402		643	2	109267		61625	266	179937	0				
76135								0	956		0	0	46774		42842	95	90572	0				
76153								0	2307		455	1	20418		6603	34	29783	0				
76443								0	4990		0	0	45193		29181	123	79364	0				
76854								0	3553		916	3	109771		69319	233	183559	0				
77150								0	299		0	0	12898		10724	32	23922	0				
77253								0	1811		0	0	54143		41141	221	97095	0				
77347								0	9697		374	1	98446		56931	169	165449	0				
77422								0	0		0	0	11102		26528	46	37630	0				
77758								0	35077		1203	3	225107		105354	392	366741	0				
77851								0	24776		0	0	327705		231967	605	584449	0	587352	0		
78036								0	4679		620	2	39954		29586	113	74839	0				
78157								0	523		0	0	21060		14526	64	36109	0				
78241								0	2732		0	0	22120		17685	64	42537	0				
78559								0	955		0	0	19158		8228	53	28341	0				
78643								0	4767		0	0	47721		19076	103	71564	0				
78858								0	7910		1236	2	253376		407381	2010	669903	0				
79042								0	1763		0	0	43170		28228	130	73161	0				
79127								0	4331		0	0	25894		16224	110	46449	0				
79145								0	11887		797	2	52789		29687	153	95160	0				
79257								0	489		0	0	9248		4943	19	14680	0				
79855								0	18879		546	2	116624		47141	241	183190	2				
80020								0	0		0	0	12915		2230	15	15145	0				
80150								0	11369		255	1	125607		70781	298	208012	0				
80431								0	4837		259	1	48906		15442	69	69444	0				
80552								0	1768		277	1	13743		1362	8	17150	0				
80936								0	8395		750	2	64347		49839	246	123332	0				
81429								0	7137		0	0	57275		38851	196	103263	0				
82033								0	3060		665	2	64751		52791	234	121268	0				
82257								0	1122		1006	2	7185		7809	29	17122	0				
82350								0	3360		0	0	19959		13384	55	36703	0				
82659								0	4407		0	0	29555		10928	41	44890	0				
83151								0	3893		0	0	49894		52091	160	105878	0				
83236								0	785		0	0	30526		12234	44	43545	0				
83311							597566	0	101011		4789	14	1451950		969859	3289	2527609	0	2428070	0		
83357								0	1334		0	0	17642		15458	49	34432	0				
83375								0	13192		0	0	167721		187738	539	368651	0	360717	0		
83638	4629651	0	4133948	0	0	0	1505930	0	5161		0	0	2224624		2399866	7781						
83834								0	1763		0	0	50193		48789	169	100745	0				
83852								0	1518		0	0	11315		13887	50	26720	0				
83955								0	2422		0	0	28664		10973	67	42059	0				
84046								0	1024		0	0	27473		13038	42	41535	0				
84055								0	479		0	0	11225		4509	20	16213	0				
84251								0	227		0	0	6174		4026	28	10427	0				
84345								0	4683		781	2	94851		71830	203	172145	0				
84541								0	15538		1251	4	164476		210234	811	391499	0				
84804								0	0		0	0	20562		7196	33	27758	0				
85043								0	2381		0	0	26929		13966	69	43276	0				
85052								0	538		0	0	15269		12071	46	27878	0				
