"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	157	263	1072	37	51	14	0	0	0	0	601	0	0	0	DDA NON POST			
242																0	162	0	413	10	15	0	0	0	0	0	236	0	0	0				
279																0	1866	66	2606	48	115	0	0	0	0	0	559	44	0	0				
354																0	5	18	162	0	55	43	0	0	0	0	84	0	0	0	Federal Income Tax			
439																0	340	591	2959	0	497	383	0	0	0	0	1531	0	0	0	Investment - Midland Tax Credit			
457																0	40	0	889	0	476	0	0	0	0	0	373	449	0	0				
505																0	2139	1212	7655	2174	3054	0	0	0	0	0	1250	0	0	0				
1146																0	2141	0	13315	2359	10118	6233	0	0	0	0	1056	0	0	0	LTC TITLE PLANT INVESTMENT			
1155																0	623	643	5810	42	3243	23	0	0	0	0	1301	3138	0	0	Computer Software			
1351																0	0	0	1004	60	109	49	0	0	0	0	895	0	0	0	computer software			
1454																0	1096	0	4520	700	1121	0	0	0	0	0	2303	0	0	0				
1557																0	129	0	652	38	42	0	0	0	0	0	481	0	0	0	0	0	0	
1632																0	2457	573	7718	0	1451	0	0	0	0	0	3237	1208	0	0				
1669																1	425	572	8521	149	5753	0	0	0	0	0	1771	5600	0	0				
1829																0	1172	0	4310	481	1345	449	0	0	0	0	1793	0	0	0	Prepaid Taxes			
1856																0	4270	0	5651	245	245	0	0	0	0	0	1136	0	0	0				
2040																0	1139	234	3678	347	1510	100	7	0	0	0	795	1056	0	0	Computer Software	Petroleum Claenup Receivables		
2161																0	244	123	3187	0	2189	0	0	0	0	215	416	2099	0	0				
2376																0	9866	5750	39824	375	20590	0	0	0	0	0	3618	19176	0	0				
2451																0	371	0	870	0	135	40	0	0	0	0	364	0	0	0	Data Processing			
2554																0	0	0	129	11	44	0	0	0	0	0	85	0	0	0				
2732																0	181	506	3773	6	379	21	104	0	0	0	2707	246	0	0	safe deposit box receivables	leasehold purch		
2750																0	387	0	2054	0	768	0	0	0	0	0	899	623	0	0				
2938																0	2502	1584	5410	26	26	0	0	0	0	0	1298	0	0	0				
2956																0	338	0	1294	57	103	43	0	0	0	0	853	0	0	0	Prepaid Maintenance			
3252																0	283	50	3414	401	1182	586	171	0	0	0	1899	0	0	0	NP DDA DEBITS	LEASES		
3458																0	75	29	365	0	35	0	0	0	0	0	226	0	0	0				
3506																0	5838	3261	50607	0	34190	0	0	0	0	0	7318	26665	0	0				
3720																0	567	776	4104	0	1769	0	0	0	0	0	992	1469	0	0				
3953																0	918	0	2701	109	639	0	0	0	0	0	1144	530	0	0				
4138																0	878	0	2239	206	336	0	0	0	0	0	1025	0	0	0				
4147																0	3303	0	7920	0	4099	0	0	0	0	0	518	3654	0	0				
4156																0	1289	59	5522	15	2796	0	0	0	0	0	1378	2744	0	0				
4231																0	0	515	1623	0	34	0	0	0	0	0	1074	0	0	0				
4437																0	799	766	3287	0	742	331	0	0	0	0	980	0	0	0	Due from Parent Company			
4839																0	1495	0	3017	136	159	0	0	0	0	0	1363	0	0	0				
5005																0	2207	0	11816	0	8310	0	0	0	0	0	1299	6492	0	0				
5050																8	414	10	1291	30	51	0	0	0	0	0	816	0	0	0				
5069																0	0	327	2876	718	1006	283	0	0	0	0	1543	0	0	0	Accounts Receivable			
5135																116	1096	278	7987	250	2901	0	0	0	0	0	3712	2185	0	0				
5210																0	9137	4517	41229	0	22977	0	0	0	0	0	4598	20922	0	0				
5247																0	0	55293	59947	220	235	0	0	0	0	0	4419	0	0	0				
