"IDRSSD"	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	
	AVG TOT ASSET NET DEDUCTIONS	AMT OF RETAINED RECOURSE ON SBO'S	ADJSTMNT TO TOTL RSK-BASED CPTL	ADJUSTMENT TO RWA	ADJUSTMENT TO AVERAGE TOTAL ASSETS	FED FNDS SLD&SECS PRCHD UDR AGMT-100	LOANS & LEASES, NET UNEARNED INCOME	RECOURSE & DIRECT CRD SUBS-FACE VALU	RECOURSE&DIRCT CRDT SUBS-CRDT EQ AMT	RECOURSE&DIRECT CRDT SUBSTITS-100%	FINCL STANDBY LTTRS OF CRD-FACE VALU	FINCL STANDBY LETTRS OF CRD-EQVL AMT	FINANCIAL STANDBY LETTRS OF CRDIT-0%	FINANCIAL STANDBY LETTRS OF CRDT-20%	FIANCIAL STANDBY LETTRS OF CRDIT-50%	FINANCIAL STANDBY LETTRS OF CRD-100%	NONQUALIFYING PERPETUAL PREFER STOCK	QUALIFYING MINORITY INT CONSOL SUBS	DISALLOWD GOODWILL&OTH INTANG ASSETS	DISALLOWD SERVICING ASSETS & PCCR'S	OTHER ADDITIONS(DEDUCT) FROM TIER1	CUMULATIVE PERPETUAL PREFERRED STOCK	OTHER TIER 2 CAPITAL COMPONENTS	DEDUCTIONS FOR TOTL RISK-BASED CAPTL	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	CASH & BAL DUE FROM DI'S: 0% RSK-WGT	CASH & BAL DUE FROM DI'S: 20% RSK-WT	CASH & BAL DUE FROM DI'S:100% RSK-WT	H-T-M SECURITIES-NOT SUBJECT RSK-WT	HELD-TO-MATUR SECURITIES: 0% RSK-WGT	HELD-TO-MATUR SECURITIES: 20%RSK-WGT	HELD-TO-MATUR SECURITIES: 50%RSK-WGT	HELD-TO-MATUR SECURITIES:100%RSK-WGT	A-F-S SECURITES - NOT SUBJECT RSK-WT	AVAIL-FOR-SALE SECUR: 0% RISK-WGT	AVAIL-FOR-SALE SECUR: 20% RISK-WGT	AVAIL-FOR-SALE SECUR: 50% RISK-WGT	AVAIL-FOR-SALE SECUR: 100% RISK-WGT	LOANS&LEASES H-F-S: NOT SUBJ RSK-WGT	LOANS & LEASES H-F-S: 0% RISK-WEIGHT	LOANS & LEASES H-F-S: 20% RISK-WGT	LOANS & LEASES H-F-S:-50% RISK-WGT	LOANS & LEASES H-F-S: 100% RISK-WGT	LOANS & LEASES,NET: NOT SUBJ RSK-WGT	LOANS & LEASES, NET: 0% RISK-WEIGHT	LOANS & LEASES, NET: 20% RISK-WEIGHT	LOANS & LEASES, NET: 50% RISK-WEIGHT	LOANS & LEASES,NET: 100% RISK-WEIGHT	TRADING ASSETS: NOT SUBJ RISK-WGT	TRADING ASSETS: 0% RISK-WEIGHT	TRADING ASSETS: 20% RISK-WEIGHT	TRADING ASSETS: 50% RISK-WEIGHT	TRADING ASSETS: 100% RISK-WEIGHT	OTHER ASSETS - TOTALS	OTHER ASSETS - NOT SUBJ RISK-WGT	OTHER ASSETS: 0% RISK-WEIGHT	OTHER ASSETS: 20% RISK-WEIGHT	OTHER ASSETS: 50% RISK-WEIGHT	TOTAL ASSETS: NOT SUBJ RISK-WGT	PERFORM STANDBY LETRS OF CRDT-EQUIV	PERFORM STANDBY LETRS OF CRDT-0% R/W	PERFORM STANDBY LETRS OF CRDT-20%R/W	PERFORM STANDBY LETRS OF CRDT-50%R/W	PERFORM STANDBY LETRS OF CRDT-100%	CMMRCL&SIMILAR LETTRS OF CRDT-EQUIVL	COMMERCIAL &SIM LETRS OF CRDT-0%	COMMERCIAL &SIM LETRS OF CRDT-20%	COMMERCIAL &SIM LETRS OF CRDT-50%	COMMERCIAL &SIM LETRS OF CRDT-100%	RSK PARTICPTNS IN BKRS ACCPTNCS-EQVL	RISK PARTIC IN BKRS ACCEPT - 0%	RISK PARTIC IN BKRS ACCEPT - 20%	RISK PARTIC IN BKRS ACCEPT - 100%	SECURITIES LENT-CREDIT EQUIVALNT AMT	SECURITIES LENT - 0%	SECURITIES LENT - 20%	SECURITIES LENT - 50%	SECURITIES LENT - 100%	RECOURSE ON SMALL BUS OBLIG - EQUIV	RECOURSE ON SMALL BUS OBLIG - 0%	RECOURSE ON SMALL BUS OBLIG - 20%	RECOURSE ON SMALL BUS OBLIG - 50%	RECOURSE ON SMALL BUS OBLIG - 100%	OTHR FNCL ASSETS SOLD W/RECRS ($AMT)	OTHR FNCL ASSETS SOLD W/RECRS (EQUIV	OTHR FNCL ASSETS SOLD W/RECRS-0%	OTHR FNCL ASSETS SOLD W/RECRS-20%	OTHR FNCL ASSETS SOLD W/RECRS-50%	OTHR FNCL ASSETS SOLD W/RECRS-100%	ALL OTH OFF-BALNCE SHEET LIABILITIES	ALL OTH OFF-BAL SHEET LIABS-CDT EQVL	ALL OTH OFF-BAL SHEET LIABILITIES-0%	ALL OTH OFF-BAL SHEET LIABILTIES-20%	ALL OTH OFF-BAL SHEET LIABILTIES-50%	ALL OTH OFF-BAL SHEET LIABLTIES-100%	CMMTMNTS W/AN ORGNL MAT,ETC-CRD EQVL	CMMTMTS W/AN ORGNL MAT EXCDNG 1YR-0%	CMMTMNTS W/AN ORGNL MAT EXCD 1YR-20%	CMMTMTS W/AN ORGNL MAT EXCDG 1YR-50%	CMMTMTS W/AN ORGNL MAT EXCD 1YR-100%	DERIVATIVE CONTRACTS - 0%	DERIVATIVE CONTRACTS - 20%	DERIVATIVE CONTRACTS - 50%	TOT ASSTS,DERVTVS,&OFF-BAL SHT-0%	TOT ASSTS,DERVTVS,&OFF-BAL SHT - 20%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 50%	TOT ASTS,DERVTVS,&OFF-BAL SHT - 100%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-0%	RSK-WGHTD ASTS BY RSK WGHT CTRY-20%	RSK-WGHTD ASTS BY RSK WGHT CTGRY-50%	RSK-WGHTD ASTS BY RSK WGH CTGRY-100%	RSK-WGHTD ASTS BEFORE DEDCTNS - 100%	FED FNDS SLD&SECS PRCHD UDR AGRMT-0%	FED FNDS SLD&SECS PRCHD UDR AGRMT-20	FED FDS SLD&SECS PURC UDR AGRMTS,ETC	SUBTOTAL	ADJMNT TO TIER 1 CPTL	CSH&BALS DU FRM DEP INSTITS-ITMS NT 	
37	79617	0	0	0	0	0	47307	0	0	0	30	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	4391	0	0	0	0	0	0	-115	1047	19577	5687	250	0	0	0	0	0	0	0	0	22489	24818	0	0	0	0	0	1689	0	0	0	0	-1144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1047	27451	28176	26787	0	5490	14088	26787	46365	0	3483	3483	14221	0	0	
242	28288	0	0	0	0	0	20527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0	0	0	0	-76	0	0	0	7140	0	0	0	0	0	0	0	0	0	20527	0	0	0	0	0	755	0	0	0	0	-236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29485	0	0	0	29485	29485	0	0	0	3684	0	0	
279	124520	0	0	0	0	0	42042	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2200	0	0	765	46502	4229	1507	-244	516	22293	0	200	0	0	0	0	0	0	0	0	26774	15268	0	0	0	0	0	5385	6	0	1866	0	-834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1281	75261	31003	20488	0	15052	15502	20488	51042	0	2400	2400	19378	0	0	
354	7945	0	0	0	0	0	4065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	149	0	0	0	0	0	0	-53	100	3579	0	0	0	0	0	0	0	0	0	38	1741	2286	0	0	0	0	0	194	0	0	0	0	-234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	3766	1741	2480	0	753	871	2480	4104	0	0	0	1006	0	0	
439	165317	0	0	0	0	0	123171	0	0	0	0	0	0	0	0	0	0	0	2504	0	0	0	0	0	0	2455	6031	0	0	0	1179	2264	0	-281	0	20983	1045	0	0	0	0	0	0	0	0	182	21333	101656	0	0	0	0	0	7783	2504	0	142	50	621	0	0	0	0	0	165	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2455	29546	24692	106908	0	5909	12346	106908	125163	0	1029	1029	19644	0	0	
457	28929	0	0	0	0	0	24951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	664	0	0	37	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5457	19494	0	0	0	0	0	1280	0	0	14	0	-282	0	0	0	0	0	62	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	2234	5457	20822	0	447	2729	20822	23998	0	0	0	3049	0	0	
505	301490	0	0	0	0	0	195034	0	0	0	86	86	0	0	0	86	0	0	1627	10	0	0	0	0	0	5265	7560	0	0	0	0	0	0	-1785	171	92359	0	0	0	0	0	0	0	0	0	7412	93831	93791	0	0	0	0	0	13974	1627	514	2126	0	-2416	71	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10592	0	0	5710	4882	0	0	0	5950	109457	99541	108537	0	21891	49771	108537	180199	0	0	0	22059	0	0	
1146	456685	0	38	38	289	0	323744	0	0	0	821	821	0	0	0	821	0	0	677	5	0	0	0	0	0	19311	8379	0	0	0	0	0	230	-607	24404	8974	0	958	0	0	162	46271	0	0	0	15696	47168	260880	0	0	0	0	0	37256	196	266	1875	0	-4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43981	35086	93439	297808	0	7017	46720	297808	351545	0	0	0	34832	19	0	
1155	164246	0	0	0	0	0	114058	0	0	0	1675	1675	0	0	0	1675	0	0	0	0	0	0	0	0	0	1181	2647	0	0	169	3504	405	0	-163	1513	28019	4352	0	0	0	0	665	0	0	0	600	17203	96255	0	0	0	0	0	10533	0	0	623	0	-2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863	35393	22625	107840	0	7079	11313	107840	126232	0	0	0	12190	0	0	
1351	100593	0	0	0	0	0	59032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	1622	0	0	725	22441	10304	0	-97	0	3000	0	0	0	0	0	0	0	0	0	0	8443	50589	0	0	0	0	0	2044	0	0	0	0	-841	340	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1087	0	0	0	1087	0	0	0	1594	27714	18747	54060	0	5543	9374	54060	68977	0	651	651	14298	0	0	
1454	377005	0	0	0	0	0	187383	0	0	0	33753	33753	0	33753	0	0	0	0	82	0	0	0	0	0	0	14135	11086	0	0	0	0	0	0	-1618	6425	147469	3500	0	0	0	0	1037	0	0	0	153	46209	141021	0	0	0	0	0	8113	82	66	854	0	-2634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20626	193315	50746	148132	0	38663	25373	148132	212168	0	0	0	31285	0	0	
1557	33921	0	0	0	0	0	15924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	988	0	0	0	1220	0	0	-32	0	10721	0	340	0	0	0	0	0	0	0	0	2313	13611	0	0	0	0	0	842	0	0	0	0	-413	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	597	0	0	0	169	16515	2313	15416	0	3303	1157	15416	19876	0	3586	3586	4574	0	0	
1632	434363	0	0	0	0	0	397038	0	0	0	2039	2039	0	416	0	1623	0	0	0	0	0	0	0	0	0	2136	7038	0	0	0	0	0	0	-202	10	24779	2990	0	0	0	0	0	0	0	0	5638	50627	340773	0	0	0	0	0	16001	0	0	2457	0	-5730	647	0	0	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25863	0	0	0	25863	0	0	0	2146	40328	53617	382450	0	8066	26809	382450	417325	0	0	0	37290	0	0	
1669	223428	0	0	0	0	12459	69870	0	0	0	0	0	0	0	0	0	0	0	1789	0	0	0	0	0	0	8242	3673	0	0	0	68358	1181	0	0	0	52089	0	0	0	0	0	0	0	0	0	0	42297	27573	0	0	0	0	0	12050	1789	48	1779	5774	464	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8290	125899	49252	42696	0	25180	24626	42696	92502	0	0	12459	39310	0	0	
1829	321011	0	0	0	0	0	185967	0	0	0	61	61	0	0	0	61	0	0	0	0	0	0	0	0	0	4578	2980	0	0	0	0	0	0	824	2151	103206	7458	2733	0	0	0	0	0	0	0	62	72149	113756	0	0	0	0	0	7902	0	10	2148	238	-2379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5570	0	0	0	5570	0	0	0	6739	108396	79845	127626	0	21679	39923	127626	189228	0	0	0	38672	0	0	
1856	220441	0	0	0	0	0	14809	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	142	425	0	0	0	98886	1995	0	-1569	0	99126	0	0	0	0	0	0	0	0	0	194	2387	12227	0	0	0	0	0	6305	98	0	4250	0	-1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	142	203172	4382	14186	0	40634	2191	14186	57011	0	291	291	15973	0	0	
2040	150738	0	0	0	0	0	119172	0	0	0	1221	1221	0	0	0	1221	0	0	0	0	0	0	0	0	0	1011	3303	0	0	0	0	0	0	392	0	25142	314	347	0	0	0	54	0	0	0	1478	32063	85631	0	0	0	0	0	6025	0	0	1040	0	-1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011	30963	32431	92184	0	6193	16216	92184	114593	0	0	0	15845	0	0	
2161	100178	0	0	0	0	0	57211	0	0	0	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	1222	5709	0	0	99	0	0	0	-273	65	27909	0	0	0	0	0	0	0	0	0	0	38433	18778	0	0	0	0	0	4680	0	5	594	0	-806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	35712	38433	22859	0	7142	19217	22859	49218	0	1500	1500	10484	0	0	
2376	1035658	0	0	0	0	0	542561	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	2782	7375	0	0	18816	344490	0	0	216	9245	72062	0	2000	0	0	0	0	0	0	0	107	358904	183550	0	0	0	0	0	53613	333	0	9866	0	-5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30843	433900	358904	228964	0	86780	179452	228964	495196	0	0	0	120933	0	0	
2451	21852	0	0	0	0	0	21692	87	87	87	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	126	1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	1814	4386	15411	0	0	0	0	0	1777	750	63	282	0	561	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	3456	4386	16238	0	691	2193	16238	19122	0	231	231	1755	0	0	
2554	7206	0	0	0	0	0	3510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	2	2	0	0	-40	0	2399	50	0	0	0	0	0	0	0	0	0	163	3347	0	0	0	0	0	223	0	0	0	0	-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3363	213	3570	0	673	107	3570	4350	0	675	675	738	0	0	
2732	495485	0	0	0	0	0	374223	0	0	0	4316	4316	0	0	0	4316	0	0	1337	0	0	0	0	0	0	8883	8834	0	0	0	0	0	0	-705	0	66773	2011	2577	0	23736	0	0	0	0	0	1257	95548	277418	0	0	0	0	0	11796	1337	181	0	0	-2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32800	96764	97559	294589	0	19353	48780	294589	362722	0	19900	19900	58574	0	0	
2750	50481	0	0	0	0	0	33740	0	0	0	8	8	0	0	0	8	0	0	0	0	0	0	0	0	0	321	1227	0	0	0	0	0	0	-167	2897	10461	252	0	0	0	0	0	0	0	0	1035	3165	29540	0	0	0	0	0	2417	0	21	384	19	-716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3239	13107	3436	31541	0	2621	1718	31541	35880	0	0	0	4928	0	0	
2938	357514	0	0	0	0	0	296172	0	0	0	2690	2690	0	0	0	2690	0	0	0	0	0	0	0	0	0	1918	11328	0	0	0	0	0	0	-236	0	43768	2920	0	0	0	0	0	0	0	0	0	63014	233158	0	0	0	0	0	11309	0	0	2502	0	-5420	984	0	0	0	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20043	0	0	0	20043	0	0	0	1918	57598	65934	265682	0	11520	32967	265682	310169	0	0	0	27943	0	0	
2956	105031	0	0	0	0	0	60502	0	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	0	0	0	1281	2488	0	0	0	0	0	0	-279	27	37517	550	25	0	0	0	0	0	0	0	0	18907	41595	0	0	0	0	0	5461	1022	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	144	0	0	0	1308	40005	19457	46203	0	8001	9729	46203	63933	0	0	0	8778	0	0	
3252	108424	0	0	0	0	0	45038	0	0	0	126	126	0	0	0	126	0	0	0	0	0	0	0	0	0	1489	8716	0	0	0	10106	597	201	-279	6092	26864	1041	873	0	0	0	0	0	0	0	364	1160	43514	0	0	0	0	0	4261	0	37	497	11	-1249	174	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	136	0	0	0	7618	50822	2809	48739	0	10164	1405	48739	60308	0	4275	4275	11930	0	0	
3458	24238	0	0	0	0	0	8971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4570	0	0	0	0	2669	-105	1451	5766	0	304	0	0	0	0	0	0	0	0	1466	7505	0	0	0	0	0	485	0	0	0	0	-490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1451	6765	1466	15533	0	1353	733	15533	17619	0	999	999	2492	0	0	
3506	1480201	0	0	0	0	0	1049332	117	985	985	0	0	0	0	0	0	0	35	58208	0	0	0	0	0	0	13693	20954	0	0	0	30907	3277	0	-3719	5038	313894	2326	0	0	0	0	0	0	0	0	143	222546	826643	0	0	0	0	0	126711	58208	1170	4652	0	44330	1901	0	0	0	1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48194	0	0	48194	0	0	0	0	19901	370550	276343	892210	0	74110	138172	892210	1104492	0	0	0	121041	0	0	
3720	150920	0	0	0	0	0	87616	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	3799	246	0	0	0	12102	1063	0	-705	302	37538	0	0	0	0	0	317	0	0	0	6828	28459	52329	0	0	0	0	0	5723	776	0	567	992	-1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	0	130	0	1029	0	0	0	4101	65700	30831	56884	0	13140	15416	56884	85440	0	8289	8289	18657	0	0	
3953	89502	0	0	0	0	0	65688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	3385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10996	0	0	17408	10671	37610	0	0	0	0	0	7556	0	0	918	0	-1278	730	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	24211	10671	55974	0	4842	5336	55974	66152	0	2500	2500	7431	0	0	
4138	173603	0	0	0	0	0	119466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1742	4003	0	0	0	0	0	0	-264	293	41393	0	0	0	0	0	0	0	0	0	0	55818	63648	0	0	0	0	0	8740	0	18	860	1025	-1401	149	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2201	46256	56843	70485	0	9251	28422	70485	108158	0	0	0	16901	0	0	
4147	113881	0	0	0	0	0	71030	0	0	0	61	61	0	0	0	61	0	0	0	0	0	0	0	0	0	665	874	0	0	0	0	0	0	194	36	18841	925	1650	0	0	0	394	0	0	0	1100	22097	47833	0	0	0	0	0	11752	0	0	3303	0	-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701	33167	23416	57993	0	6633	11708	57993	76334	0	9049	9049	13084	0	0	
4156	136241	0	0	0	0	0	89140	0	0	0	433	433	0	0	0	433	0	0	1783	0	0	0	0	0	0	605	3717	0	0	0	0	0	0	97	0	26499	6130	501	0	0	0	0	654	0	0	0	15849	73291	0	0	0	0	0	11299	0	0	1313	0	-1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667	0	0	0	1666	0	0	0	605	31529	21979	86531	0	6306	10990	86531	103827	0	0	0	12489	0	0	
4231	113159	0	0	0	0	0	51370	0	0	0	217	217	0	0	0	217	0	0	0	0	0	0	0	0	0	0	2959	0	0	0	0	0	0	-1247	0	50320	9514	0	0	0	0	0	0	0	0	0	11646	39725	0	0	0	0	0	2914	0	0	0	0	-1928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53279	21160	42856	0	10656	10580	42856	64092	0	0	0	13009	0	0	
4437	213927	0	0	0	0	0	160293	0	0	0	1587	1587	0	0	0	1587	0	0	0	0	0	0	0	0	0	1286	3553	0	0	0	3065	856	0	-371	0	29348	1541	0	0	0	0	0	0	0	0	0	47374	112919	0	0	0	0	0	5751	0	60	991	23	-2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	0	0	64	1259	0	0	0	1346	50381	49858	120442	0	10076	24929	120442	155447	0	13424	13424	18190	0	0	
4839	258755	0	0	0	0	0	176200	0	0	0	896	896	0	0	0	896	0	0	0	0	0	0	0	0	0	1557	8007	0	0	0	0	0	0	-565	8574	60927	1764	2125	0	0	0	0	0	0	0	0	9023	167177	0	0	0	0	0	10334	0	0	1495	0	-2246	92	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1936	0	0	0	1936	0	0	0	10131	70429	10787	181065	0	14086	5394	181065	200545	0	0	0	18812	0	0	
5005	313935	0	0	0	0	0	202560	0	0	0	0	0	0	0	0	0	0	0	2049	0	0	0	0	0	0	6601	3505	0	0	374	1533	0	350	-52	0	36073	0	42087	0	0	0	0	0	0	0	0	82532	120028	0	0	0	0	0	21881	2049	0	0	0	134	0	0	0	0	0	43	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6975	47575	82532	182340	0	9515	41266	182340	233121	0	6464	6464	31018	0	0	
5050	88920	0	0	0	0	0	55182	57	713	713	36	36	0	0	0	36	0	0	0	0	0	0	0	0	0	2047	449	0	0	0	0	0	0	88	4692	23787	774	0	0	0	0	0	0	0	0	0	11616	43566	0	0	0	0	0	2780	0	0	0	0	-571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6739	24236	12390	47095	0	4847	6195	47095	58137	0	0	0	7157	0	0	
