"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
381754																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	37	3	0	0	0	0	0	0	false	0	0	CONF	
381839																								0	0	244	2009	0	2222	true	0	0	0	0	62	0	182	0	0	2096	1	0	0	39	174	0	0	true	0	0	CONF	
381857																								0	0	1268	0	0	0	false	0	0	0	0	64	0	1204	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
381950																								363	0	662	0	363	0	false	0	0	0	0	0	0	0	0	662	4783	4	363	0	0	0	0	0	false	0	0	CONF	
382050																								883	246	1125	119	0	389	true	0	0	246	883	0	0	757	0	368	3908	4	0	0	270	0	0	0	false	0	0	CONF	
382069																								0	0	12	100000	0	100000	true	0	0	0	0	0	0	12	0	0	4594	2	0	0	0	0	0	0	true	0	0	CONF	
382256																								0	0	0	800	0	2100	true	0	0	0	0	0	0	0	0	0	487	1	0	0	500	800	0	0	false	0	0	CONF	
382443																								0	0	0	2700	0	16045	true	0	0	0	0	0	0	0	0	0	894	1	0	0	4400	5800	0	0	true	0	3145	CONF	
382537																								0	0	0	1700	0	10577	true	0	0	0	0	0	0	0	0	0	7123	3	0	0	6527	2350	0	0	true	0	0	CONF	
382649																								318	0	18	3300	318	8400	true	0	0	0	0	0	0	0	0	18	156	0	318	0	3700	1400	0	0	true	0	0	CONF	
382658																								0	20	0	0	0	0	false	0	0	20	0	0	0	0	0	0	488	0	0	0	0	0	0	0	false	0	0	CONF	
382667																								4769	0	156	41000	4145	61000	true	0	0	0	0	0	0	0	0	156	9588	2	4145	624	20000	0	0	0	false	0	0	CONF	
382742																								74	0	215	0	74	0	false	0	0	0	0	0	0	215	0	0	1802	1	74	0	0	0	0	0	false	0	0	CONF	
382751																								0	0	90	0	0	93	false	0	0	0	0	0	0	90	0	0	2568	2	0	0	0	0	0	0	false	0	93	CONF	
382854																								0	0	846	0	0	2000	false	0	0	0	0	0	0	67	0	779	447	0	0	0	2000	0	0	0	false	0	0	CONF	
383534																								3006	0	0	0	0	0	true	0	0	0	3006	0	0	0	0	0	66	0	0	0	0	0	0	0	true	0	0	CONF	
384018																								2355	0	0	0	0	0	true	0	0	0	2355	0	0	0	0	0	2531	1	0	0	0	0	0	0	false	0	0	CONF	
384335																								0	0	24	0	0	0	false	0	0	0	0	0	0	0	0	24	604	1	0	0	0	0	0	0	false	0	0	CONF	
384353																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	false	0	0	CONF	
384652																								17845	0	0	149500	0	321265	true	0	0	0	0	0	0	0	0	0	20	0	0	17845	116077	53638	0	0	true	0	2050	CONF	
384830																								0	0	53	0	0	0	true	0	0	0	0	0	0	53	0	0	1596	1	0	0	0	0	0	0	false	0	0	CONF	
385350																								0	0	0	2900	0	6350	true	0	0	0	0	0	0	0	0	0	1009	1	0	0	3450	0	0	0	false	0	0	CONF	
385547																								0	0	75	0	0	1000	true	0	0	0	0	0	0	0	0	75	931	1	0	0	1000	0	0	0	false	0	0	CONF	
385631																								0	0	16	0	0	0	false	0	0	0	0	0	0	16	0	0	21	0	0	0	0	0	0	0	false	0	0	CONF	
385976																								47	0	0	700	47	26078	true	0	0	0	0	0	0	0	0	0	1090	0	47	0	2000	23378	0	0	false	0	0	CONF	
386049																								0	0	581	0	0	0	false	0	0	0	0	0	0	0	116	465	344	0	0	0	0	0	0	0	true	0	0	CONF	
386142																								320	0	65	0	320	292	true	0	0	0	0	0	0	65	0	0	109	0	320	0	0	0	0	0	true	0	292	CONF	
386357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	904	4	0	0	0	0	0	0	true	0	0	CONF	
386432																								0	0	58	0	0	1	false	0	0	0	0	0	0	0	0	58	549	10	0	0	0	0	0	0	false	0	1	CONF	
386450																								0	0	76	0	0	8000	true	0	0	0	0	0	0	76	0	0	2423	2	0	0	3000	5000	0	0	false	0	0	CONF	
386731																								0	0	302	0	0	3520	true	0	0	0	0	0	0	302	0	0	827	0	0	0	0	3500	0	0	false	0	20	CONF	
386825																								0	0	95	0	0	0	false	0	0	0	0	0	0	0	0	95	711	0	0	0	0	0	0	0	false	0	0	CONF	
386852																								616	0	403	0	0	0	true	0	0	0	616	0	0	0	0	403	345	0	0	0	0	0	0	0	true	0	0	CONF	
387000																								0	0	359	0	0	50000	true	359	0	0	0	0	0	0	0	0	11847	6	0	0	0	0	50000	0	true	0	0	CONF	
387055																								0	0	362	1137	0	2664	true	0	0	0	0	0	90	17	0	255	2921	3	0	0	195	1332	0	0	false	0	0	CONF	
387345																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1599	1	0	0	0	0	0	0	true	0	0	CONF	
388155																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	4868	2	0	0	0	0	0	0	false	0	0	CONF	
388258																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	false	0	0	CONF	
388557																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
388744																								0	0	3123	4318	0	16253	false	0	0	0	0	1979	0	808	0	336	1100	0	0	0	3680	8255	0	0	false	0	0	CONF	
388753																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	false	0	0	CONF	
388940																								0	0	625	500	0	1750	false	0	0	0	0	0	0	0	0	625	1174	1	0	0	0	1250	0	0	true	0	0	CONF	
389059																								0	366	0	0	0	0	true	0	0	366	0	0	0	0	0	0	354	0	0	0	0	0	0	0	true	0	0	CONF	
389358																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	false	0	0	CONF	
389657																								0	0	0	0	0	54	false	0	0	0	0	0	0	0	0	0	55	0	0	0	0	54	0	0	false	0	0	CONF	
389826																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	false	0	0	CONF	
390167																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
390336																								0	0	555	10000	0	38000	false	0	0	0	0	0	0	555	0	0	102	0	0	0	28000	0	0	0	false	0	0	CONF	
390457																								1101	395	3522	0	0	353	true	0	395	0	1101	1735	0	140	0	1647	1442	1	0	0	0	353	0	0	true	0	0	CONF	
390840																								356	101	145	0	356	24032	true	0	0	101	0	0	0	145	0	0	3047	2	761	0	6150	17882	0	0	true	0	0	CONF	
390925																								0	0	1485	10000	0	65000	true	0	0	0	0	790	0	274	0	421	8123	6	0	0	45000	10000	0	0	true	0	0	CONF	
391137																								0	0	204	4650	0	13250	true	204	0	0	0	0	0	0	0	0	18402	5	0	0	2600	6000	0	0	false	0	0	CONF	
391249																								0	535	96	4100	0	16300	true	0	0	535	0	0	0	96	0	0	1346	1	0	0	3200	5000	4000	0	false	0	0	CONF	
391418																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	889	1	0	0	0	0	0	0	false	0	0	CONF	
391557																								0	0	85	0	0	0	false	0	0	0	0	0	0	40	0	45	31	0	0	0	0	0	0	0	false	0	0	CONF	
391838																								29	0	26	30000	0	80339	true	0	0	0	29	0	0	26	0	0	24661	8	0	0	37000	10000	0	0	true	0	3339	CONF	
391959																								0	0	0	51	0	1245	false	0	0	0	0	0	0	0	0	0	958	4	0	0	105	1089	0	0	true	0	0	CONF	
391977																								0	0	0	12500	0	17737	true	0	0	0	0	0	0	0	0	0	2791	3	0	0	5000	0	0	237	false	0	0	CONF	
392031																								0	0	68	0	0	7000	true	0	0	0	0	0	0	68	0	0	2386	2	0	0	5000	2000	0	0	false	0	0	CONF	
392152																								0	0	1	0	0	153	false	0	0	0	0	0	0	1	0	0	251	1	0	0	0	153	0	0	false	0	0	CONF	
392228																								4315	0	7269	500	0	741629	true	0	0	0	4315	421	0	3407	91	3350	59304	9	0	0	0	286163	98	450000	false	0	4868	CONF	
392255																								0	0	200	0	0	308	true	0	0	0	0	0	0	110	0	90	673	0	0	0	0	0	0	0	false	0	308	CONF	
392358																								0	0	50	0	0	443	true	0	0	0	0	0	0	24	0	26	202	2	0	0	0	0	0	0	false	0	443	CONF	
392778																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	false	0	0	CONF	
393252																								0	0	3	0	0	0	true	0	0	0	0	0	0	0	0	3	1771	1	0	0	0	0	0	0	false	0	0	CONF	
393355																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	754	0	0	0	0	0	0	0	false	0	0	CONF	
393757																								0	0	3	0	0	435	true	0	0	0	0	0	0	3	0	0	1542	1	0	0	0	0	0	0	false	0	435	CONF	
393850																								0	0	409	1000	0	12850	true	0	0	0	0	0	0	409	0	0	432	0	0	0	1650	10200	0	0	true	0	0	CONF	
393953																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1773	0	0	0	0	0	0	0	false	0	0	CONF	
394053																								0	0	75	0	0	0	true	0	0	0	0	0	0	5	0	70	872	0	0	0	0	0	0	0	true	0	0	CONF	
394156																								0	0	0	0	0	600	false	0	0	0	0	0	0	0	0	0	207	0	0	0	600	0	0	0	false	0	0	CONF	
394259																								21	0	65	1500	21	13065	true	0	0	0	0	0	0	65	0	0	1068	1	21	0	3300	8265	0	0	false	0	0	CONF	
394352																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	false	0	0	CONF	
394932																								0	0	51	0	0	0	true	0	0	0	0	0	0	0	0	51	508	0	0	0	0	0	0	0	false	0	0	CONF	
395238	4775	5084	1426	20000	0	458048	false	0	0	5084	4775	194011	15	0	0	33000	0	0	0	true	651	405048	0						458048						990	0	436	0	0												CONF	
395256																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1813	2	0	0	0	0	0	0	false	0	0	CONF	
395452																								0	0	54	475	0	569	false	0	0	0	0	0	0	54	0	0	978	1	0	0	0	0	0	0	false	0	94	CONF	
395555																								1951	0	0	32325	1951	41325	true	0	0	0	0	0	0	0	0	0	97	0	2620	0	7000	2000	0	0	true	0	0	CONF	
395779																								0	0	0	0	0	2000	true	0	0	0	0	0	0	0	0	0	415	1	0	0	0	2000	0	0	false	0	0	CONF	
395836																								0	13	0	10000	0	40000	true	0	0	13	0	0	0	0	0	0	3103	2	0	0	24000	6000	0	0	true	0	0	CONF	
396057																								0	0	81	500	0	503	true	0	0	0	0	0	0	0	0	81	1231	2	0	0	0	0	0	0	false	0	3	CONF	
396244																								0	0	307	0	0	5235	true	0	0	0	0	0	0	0	0	307	0	0	0	0	0	5235	0	0	false	0	0	CONF	
396253																								0	0	130	0	0	400	true	0	0	0	0	85	0	0	0	45	8799	4	0	0	133	267	0	0	true	0	0	CONF	
396271																								0	0	10108	31000	0	219000	true	0	0	0	0	0	0	10108	0	0	6996	2	0	0	73000	115000	0	0	true	0	0	CONF	
396356																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	false	0	0	CONF	
396954																								0	0	199	0	0	0	true	0	0	0	0	0	0	0	0	199	1129	1	0	0	0	0	0	0	false	0	0	CONF	
397447																								0	0	384	0	0	7500	true	0	0	0	0	0	0	0	0	384	65	0	0	0	0	7500	0	0	false	0	0	CONF	
397456																								0	0	0	0	0	165	true	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	false	0	165	CONF	
397531																								0	0	0	3000	0	19000	true	0	0	0	0	0	0	0	0	0	913	0	0	0	5000	11000	0	0	false	0	0	CONF	
397540																								0	0	3418	0	0	22440	true	2447	0	0	0	0	0	111	0	860	52000	5	0	0	0	21184	0	0	true	0	1256	CONF	
397559																								0	0	21	1608	0	1893	false	0	0	0	0	0	0	0	0	21	148	6	0	0	0	285	0	0	false	0	0	CONF	
397755																								301	0	77	4400	0	6978	false	0	0	0	301	0	0	77	0	0	95	0	0	0	2500	78	0	0	false	0	0	CONF	
397858																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	false	0	0	CONF	
398051																								0	0	0	0	0	4506	true	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4506	0	0	false	0	0	CONF	
398248																								0	0	0	20602	0	50952	true	0	0	0	0	0	0	0	0	0	2139	1	0	0	7950	22400	0	0	false	0	0	CONF	
398350																								1374	0	9610	90000	1311	147489	true	0	0	0	0	360	0	239	1182	7829	1325	1	1354	63	10000	46500	0	0	true	0	989	CONF	
398631																								0	0	0	1000	0	2929	true	0	0	0	0	0	0	0	0	0	3315	18	0	0	1929	0	0	0	false	0	0	CONF	
398668																								16506	0	0	0	0	58000	true	0	0	0	16506	0	0	0	0	0	0	0	0	0	0	0	0	58000	false	0	0	CONF	
398837																								52	0	84	0	0	4037	true	0	0	0	52	0	0	84	0	0	1404	1	0	0	0	4037	0	0	false	0	0	CONF	
399067																								0	0	594	0	0	0	true	0	0	0	0	399	0	62	0	133	380	1	0	0	0	0	0	0	false	0	0	CONF	
399142																								1493	0	468	22635	734	147405	true	0	0	0	759	0	0	316	0	152	8199	3	734	0	122217	1453	0	0	true	0	1100	CONF	
399357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	306	1	0	0	0	0	0	0	false	0	0	CONF	
399517																								790	0	573	2500	396	61500	false	0	0	0	394	0	0	43	0	530	13624	2	396	0	8000	49000	0	0	true	0	2000	CONF	
399731																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	false	0	0	CONF	
400057																								114	0	350	5000	0	5000	true	0	0	0	114	0	125	109	0	116	1073	1	0	0	0	0	0	0	false	0	0	CONF	
400141																								0	0	20	2000	0	2000	true	0	0	0	0	0	0	20	0	0	2226	1	0	0	0	0	0	0	false	0	0	CONF	
400253																								0	0	6600	15000	0	184106	true	0	0	0	0	0	0	1000	0	5600	5002	3	0	0	12531	139468	0	0	false	0	17107	CONF	
400365																								0	0	416	0	0	0	true	0	0	0	0	0	0	0	0	416	923	0	0	0	0	0	0	0	true	0	0	CONF	
400552																								0	0	0	678	0	1178	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	false	0	0	CONF	
400758																								0	0	0	950	0	1450	true	0	0	0	0	0	0	0	0	0	586	0	0	0	100	400	0	0	false	0	0	CONF	
400767																								0	0	25	0	0	0	true	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	false	0	0	CONF	
400945																								0	0	13	0	0	14000	false	0	0	0	0	0	0	13	0	0	367	0	0	0	7500	6500	0	0	false	0	0	CONF	
401148																								1676	1989	1234	8000	1676	34428	true	0	1989	0	0	323	0	70	0	841	35463	13	2224	0	24478	1950	0	0	true	0	0	CONF	
401447																								0	27	15	0	0	24	false	0	0	27	0	0	0	15	0	0	1652	3	0	0	0	0	24	0	false	0	0	CONF	
401559																								0	0	0	100	0	719	true	0	0	0	0	0	0	0	0	0	5	0	0	0	200	200	0	0	true	0	219	CONF	
401755																								0	0	0	378	0	378	false	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	false	0	0	CONF	
401906																								477	0	1315	6500	8	45000	true	0	0	0	469	0	0	1297	0	18	4114	2	8	0	13500	25000	0	0	false	0	0	CONF	
401951																								0	0	0	0	0	550	false	0	0	0	0	0	0	0	0	0	545	4	0	0	0	0	0	0	false	0	550	CONF	
402172																								0	0	29	223000	0	525837	false	0	0	0	0	0	0	29	0	0	0	0	0	0	182837	120000	0	0	false	0	0	CONF	
402462																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	false	0	0	CONF	
402837																								0	0	0	0	0	4000	false	0	0	0	0	0	0	0	0	0	562	0	0	0	2000	2000	0	0	true	0	0	CONF	
402846																								0	0	79	0	0	2651	true	0	0	0	0	0	0	13	0	66	124	0	0	0	2500	151	0	0	false	0	0	CONF	
403058																								0	0	395	0	0	3169	true	0	0	0	0	0	0	0	0	395	136	0	0	0	807	2362	0	0	false	0	0	CONF	
403067																								0	0	0	7500	0	9500	true	0	0	0	0	0	0	0	0	0	1416	1	0	0	1000	1000	0	0	false	0	0	CONF	
403106																								282	138	270	5000	0	17000	true	0	0	138	282	0	0	0	0	270	8669	6	0	0	0	12000	0	0	true	0	0	CONF	
403151																								0	69	1645	4500	0	10987	true	0	0	69	0	0	0	0	1645	0	12776	6	0	0	0	4927	0	0	true	0	1560	CONF	
403254																								2397	0	0	0	0	0	true	0	0	0	2397	0	0	0	0	0	37	0	0	0	0	0	0	0	false	0	0	CONF	
403348																								65	60	700	1729	0	10748	true	0	0	60	65	250	0	175	0	275	128	0	0	0	3241	5778	0	0	true	0	0	CONF	
403357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
403553																								0	0	0	5500	0	18600	true	0	0	0	0	0	0	0	0	0	2299	1	0	0	4770	8330	0	0	true	0	0	CONF	
403656																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	873	0	0	0	0	0	0	0	false	0	0	CONF	
403937																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	false	0	0	CONF	
403946																								499	2351	206	9600	239	47297	true	0	0	2351	260	0	0	206	0	0	15738	5	239	0	24197	9500	0	0	true	0	4000	CONF	
404653																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	109	2	0	0	0	0	0	0	false	0	0	CONF	
404774																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	false	0	0	CONF	
404943																								0	0	0	1900	0	1900	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
405061																								0	0	0	0	0	448	true	0	0	0	0	0	0	0	0	0	1497	2	0	0	0	0	0	0	false	0	448	CONF	
405641																								0	3	820	0	0	9700	true	0	0	3	0	321	0	24	0	475	19297	9	0	0	1000	0	0	0	false	0	8700	CONF	
405744																								2425	492	308	0	1429	1803	true	0	0	492	996	0	0	308	0	0	2490	1	1920	0	0	1000	0	0	true	0	803	CONF	
405959																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	18434	5	0	0	0	0	0	0	true	0	0	CONF	
406022																								0	82	0	3000	0	8000	false	0	82	0	0	0	0	0	0	0	5490	5	0	0	0	5000	0	0	false	0	0	CONF	
406059																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	false	0	0	CONF	
406255																								0	0	0	3500	0	17253	true	0	0	0	0	0	0	0	0	0	139	0	0	0	7750	5750	0	0	false	0	253	CONF	
406666																								0	0	0	0	0	1942	true	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	false	0	1942	CONF	
406974																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	false	0	0	CONF	
407168																								0	0	20	0	0	0	false	0	0	0	0	20	0	0	0	0	162	0	0	0	0	0	0	0	false	0	0	CONF	
407373																								5185	0	40	23000	399	34450	true	0	0	0	4786	0	3	37	0	0	7889	2	593	0	8450	3000	0	0	false	0	0	CONF	
407506																								1514	0	26	0	687	30949	true	0	0	0	827	0	0	26	0	0	298	0	1148	0	12081	18868	0	0	true	0	0	CONF	
407645																								2376	0	234	0	2376	10000	true	0	0	0	0	234	0	0	0	0	4236	2	2376	0	3000	5000	0	0	false	0	2000	CONF	
407850																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	false	0	0	CONF	
408147																								0	0	0	500	0	8090	true	0	0	0	0	0	0	0	0	0	372	0	0	0	4000	3500	0	0	false	0	90	CONF	
408307																								0	0	0	0	0	4000	true	0	0	0	0	0	0	0	0	0	1211	0	0	0	0	4000	0	0	false	0	0	CONF	
408473																								0	0	562	5500	0	10500	true	0	0	0	0	0	0	0	0	562	1666	0	0	0	0	5000	0	0	false	0	0	CONF	
408642																								0	0	0	500	0	4326	false	0	0	0	0	0	0	0	0	0	205	0	0	0	500	0	273	3053	true	0	0	CONF	
409265																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
409555																								0	138	112	0	0	1703	true	0	138	0	0	0	0	112	0	0	101	0	0	0	0	1200	0	0	false	0	503	CONF	
409649																								0	0	0	500	0	1500	false	0	0	0	0	0	0	0	0	0	128	0	0	0	0	1000	0	0	true	0	0	CONF	
410056																								0	0	0	0	0	268	false	0	0	0	0	0	0	0	0	0	0	0	0	0	115	153	0	0	false	0	0	CONF	
410159																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	false	0	0	CONF	
410560																								0	0	0	3000	0	3538	true	0	0	0	0	0	0	0	0	0	3976	2	0	0	0	193	0	0	true	0	345	CONF	
410748																								0	0	0	452	0	452	false	0	0	0	0	0	0	0	0	0	447	0	0	0	0	0	0	0	false	0	0	CONF	
410917																								0	0	580	0	0	0	true	0	0	0	0	0	0	0	0	580	603	2	0	0	0	0	0	0	false	0	0	CONF	
410944																								0	0	0	1400	0	2090	true	0	0	0	0	0	0	0	0	0	867	1	0	0	690	0	0	0	false	0	0	CONF	
411053																								0	0	0	250	0	250	true	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	false	0	0	CONF	
411062																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	false	0	0	CONF	
411231																								44	0	86	2000	0	2105	true	0	0	0	44	0	0	0	0	86	551	0	0	0	0	0	0	0	false	0	105	CONF	
411240																								0	0	181	2400	0	2400	true	0	0	0	0	0	0	181	0	0	690	1	0	0	0	0	0	0	false	0	0	CONF	
411464																								1884	42677	0	0	0	31071	true	0	0	42677	1822	0	0	0	0	0	0	0	0	62	0	0	0	0	true	0	31071	CONF	
411512																								0	5	0	647	0	2397	true	0	0	5	0	0	0	0	0	0	1321	1	0	0	1750	0	0	0	false	0	0	CONF	
411549																								0	0	68	1000	0	2000	false	0	0	0	0	0	0	0	0	68	624	1	0	0	1000	0	0	0	false	0	0	CONF	
411576																								0	0	0	9000	0	9000	false	0	0	0	0	0	0	0	0	0	880	1	0	0	0	0	0	0	true	0	0	CONF	
411624																								0	0	196	0	0	1040	false	0	0	0	0	0	0	196	0	0	2498	3	0	0	1040	0	0	0	false	0	0	CONF	
411651																								0	0	0	6694	0	6694	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
412135																								0	124	241	0	0	75124	true	0	0	124	0	0	0	241	0	0	61671	8	0	0	0	75000	0	0	true	0	124	CONF	
412153																								0	0	0	1850	0	2607	true	0	0	0	0	0	0	0	0	0	801	0	0	0	250	507	0	0	false	0	0	CONF	
412452																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	623	2	0	0	0	0	0	0	false	0	0	CONF	
412555																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1404	2	0	0	0	0	0	0	false	0	0	CONF	
412667																								0	0	42	6275	0	6275	true	0	0	0	0	0	0	42	0	0	190	0	0	0	0	0	0	0	false	0	0	CONF	
412751																								7541	0	1988	10000	0	10000	true	0	0	0	639	673	0	209	1106	0	27304	4	0	6902	0	0	0	0	false	0	0	CONF	
412845																								501	0	751	0	125	324	true	0	0	0	376	3	0	129	0	619	1192	1	158	0	0	0	0	0	true	0	324	CONF	
413141																								0	0	1877	0	0	95011	true	0	0	0	0	83	104	1246	113	331	0	0	0	0	30000	65000	0	0	false	0	11	CONF	
413208	392736	319363	28771	1006285	346203	22683571	true	0	0	319363	46533	32222	5	346203	0	4001264	6380	8739696	5123391	true	6938071	3806555	0						19696655						0	0	28721	0	50												CONF	
413347																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	false	0	0	CONF	
413543																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2469	1	0	0	0	0	0	0	true	0	0	CONF	
413646																								0	0	663	0	0	0	true	0	0	0	0	124	0	539	0	0	2830	1	0	0	0	0	0	0	true	0	0	CONF	
413730																								0	0	0	0	0	501	false	0	0	0	0	0	0	0	0	0	518	2	0	0	0	501	0	0	false	0	0	CONF	
413758																								0	0	32	0	0	1000	false	0	0	0	0	0	0	32	0	0	90	2	0	0	0	0	0	800	false	0	200	CONF	
413851																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	false	0	0	CONF	
414102																								0	20	777	0	0	0	true	0	0	20	0	8	0	515	0	254	1059	0	0	0	0	0	0	0	false	0	0	CONF	
414652																								0	0	0	649	0	3296	true	0	0	0	0	0	0	0	0	0	5345	4	0	0	40	2150	0	0	false	0	457	CONF	
414728																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	false	0	0	CONF	
414764																								0	0	222	0	0	0	true	0	0	0	0	34	70	65	0	53	460	0	0	0	0	0	0	0	true	0	0	CONF	
414858																								204	0	0	0	0	0	false	0	0	0	204	0	0	0	0	0	1317	1	0	0	0	0	0	0	false	0	0	CONF	
415051																								0	0	0	150	0	650	false	0	0	0	0	0	0	0	0	0	76	0	0	0	0	500	0	0	false	0	0	CONF	
415855																								0	0	24	0	0	0	false	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	false	0	0	CONF	
416245																								4688	0	221	25220	1457	122545	true	0	0	0	3231	83	0	138	0	0	9767	6	1457	0	58325	39000	0	0	false	0	0	CONF	
416272																								0	0	0	1500	0	6750	false	0	0	0	0	0	0	0	0	0	555	0	0	0	3750	1500	0	0	false	0	0	CONF	
416339																								0	0	249	1000	0	3000	true	0	0	0	0	0	0	249	0	0	357	0	0	0	2000	0	0	0	false	0	0	CONF	
416348																								0	0	572	26950	0	36784	true	0	0	0	0	9	0	563	0	0	3649	2	0	0	8008	1826	0	0	false	0	0	CONF	
416357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	CONF	
416656																								0	0	87	135	0	21014	true	0	0	0	0	0	0	87	0	0	806	0	0	0	7355	13524	0	0	false	0	0	CONF	
416674																								0	0	881	3500	0	45003	true	0	0	0	0	61	0	820	0	0	4718	4	0	0	6000	34800	0	0	false	0	703	CONF	
417149																								0	0	1	15500	0	35650	true	0	0	0	0	0	0	0	0	1	3100	1	0	0	9500	10650	0	0	false	0	0	CONF	
417251																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	false	0	0	CONF	
417626																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	13045	2	0	0	0	0	0	0	false	0	0	CONF	
417710																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	false	0	0	CONF	
417859																								0	0	120	0	0	0	true	0	0	0	0	0	0	20	0	100	50	0	0	0	0	0	0	0	true	0	0	CONF	
418100																								0	0	0	4000	0	4100	true	0	0	0	0	0	0	0	0	0	618	0	0	0	0	100	0	0	false	0	0	CONF	
