"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	1029	135	81	0	1019	206	0			0	0	
242	160	0	2	0	158	0	0			0	0	
279	596	2	168	0	433	7	0			0	0	
354	181	0	22	0	182	23	0			0	0	
439	1602	280	32	0	1696	406	0			0	0	
457	282	10	8	0	322	58	0			0	0	
505	2258	75	13	0	2214	44	0			0	0	
1146	3783	903	64	0	3359	543	0			0	0	
1155	1838	225	20	0	1646	53	0			0	0	
1351	744	160	11	0	720	147	0	0	0	0	0	
1454	1098	290	62	0	800	54	0			0	0	
1557	381	0	12	0	369	0	0	0	0	0	0	
1632	5528	1640	50	0	3961	123	0			0	0	
1669	1325	201	88	0	1200	164	0			0	0	
1829	3203	509	17	0	2940	263	0			0	0	
1856	113	10	7	0	104	8	0			0	0	
2040	1771	270	32	0	1684	215	0			0	0	
2161	533	47	9	0	520	43	0			0	0	
2376	6172	0	0	0	6172	0	0			0	0	
2451	189	3	0	0	187	1	0			0	0	
2554	62	18	0	0	44	0	0			0	0	
2732	3376	225	23	0	3163	35	0			0	0	
2750	549	-60	44	0	615	50	0	0	0	0	0	
2938	5184	2020	92	0	4997	1925	0			0	0	
2956	721	0	17	0	704	0	0			0	0	
3252	970	310	153	0	960	453	0			0	0	
3458	385	0	13	0	372	0	0			0	0	
3506	10159	700	101	0	9797	439	0			0	0	
3720	1235	106	1	0	1169	41	0			0	0	
3953	1278	400	64	0	1042	228	0			0	0	
4138	1137	378	7	0	1300	548	0			0	0	
4147	628	90	172	0	411	45	0			0	0	
4156	1493	190	75	0	1366	111	-27			0	0	
4231	681	63	20	0	647	49	0			0	0	
4437	1730	320	15	0	1427	32	0	0	0	0	0	
4839	1681	260	50	0	1506	135	0			0	0	
5005	1863	150	13	0	1714	14	0			0	0	
5050	659	-95	27	0	761	34	0			0	0	
5069	6684	0	0	0	6684	0	0			0	0	
5135	2147	425	29	0	1862	169	0			0	0	
5210	4226	348	26	0	3938	86	0			0	0	
5247	6068	2040	291	0	4368	631	0			0	0	
5274	782	24	28	0	733	3	0			0	0	
5331	732	0	3	0	781	37	-15			0	0	
5461	1937	0	11	0	2143	37	-180			0	0	
5751	770	0	0	0	772	2	0			0	0	
6039	1114	202	54	0	1060	202	0			0	0	
6057	194	34	5	0	169	14	0			0	0	
6141	261	132	40	0	285	196	0			0	0	
6329	2921	675	297	0	2469	520	0			0	0	
6972	6644	1450	119	0	5268	193	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	648	105	20	0	655	132	0	0	0	0	0	
7157	264	27	2	0	258	23	0			0	0	
7166	6959	845	145	0	6367	398	0			0	0	
7456	301	0	1	0	352	52	0	0	0	0	0	
7634	664	85	23	0	621	65	0			0	0	
8033	793	36	147	0	683	73	0			0	0	
8417	1174	540	23	0	767	156	0			0	0	
8462	315	20	34	0	320	59	0			0	0	
8631	256	71	9	0	297	121	0			0	0	
9357	3630	0	11	0	3623	4	0	0	0	0	0	
9553	615	50	0	0	567	2	0			0	0	
9807	46613	3375	502	0	42762	26	0			0	0	
9955	414	0	15	0	414	15	0			0	0	
10157	923	15	7	0	1030	129	0			0	0	
10250	2854	360	41	0	2549	96	0			0	0	
10849	2417	418	2	0	2001	4	0			0	0	
10858	4053	3623	242	0	4241	4024	-29	0	0	0	0	
