"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
4138	0	First National Bank of LaFollette	4944	LaFollette	TN	37766	
4147	20050930	Independent Bank	15134	Verona	WI	53593	
4156	20050930	KANZA Bank	13157	Kingman	KS	67068	
4231	20050930	FARMERS AND MERCHANTS BANK	16440	SYLVANIA	GA	30467	
4437	20050930	First National Bank	6795	Ronceverte	WV	24970	
4839	20050930	Austin Bank of Chicago	11694	Chicago	IL	606441997	
5005	0	STONEHAM SAVINGS BANK	90286	STONEHAM	MA	2180	
5050	20050930	COMMERCIAL STATE BANK	13732	BONNER SPRINGS	KS	66012	
5069	0	First Credit Bank	24332	West Hollywood	CA	90069	
5135	20050930	First State Bank of Blakely	15496	Blakely	GA	39823	
5210	20050930	Adams County National Bank	7506	Gettysburg	PA	173250000	
5247	20050930	NLSB	10451	Plainfield	IL	60544	
5274	20050930	Clover Leaf Bank	30282	Edwardsville	IL	62025	
5331	0	Hyde Park Bank and Trust Company	10448	Chicago	IL	60615	
5461	0	Bank of Agriculture and Commerce	19434	Stockton	CA	95207	
5751	20050930	The Kearny County Bank	15194	Lakin	KS	678600067	
6039	0	Alma Exchange Bank & Trust	15699	Alma	GA	31510	
6057	20050930	Farmers & Merchants Bank of Hale	1651	Hale	MO	64643	
6141	20050930	TALLAHATCHIE COUNTY BANK	16567	CHARLESTON	MS	38921	
6329	0	ANDERSON BROTHERS BANK	9923	MULLINS	SC	295740310	
6972	20050930	FIRST INDEPENDENT BANK	1500	VANCOUVER	WA	986688904	
7009	20050930	Bessemer Trust Company	20015	Woodbridge	NJ	70951191	
7045	20050930						
7157	0	THE STATE BANK OF BLUE RAPIDS	15057	BLUE RAPIDS	KS	664110157	
7166	20050930	WESTERN SIERRA NATIONAL BANK	24903	CAMERON PARK	CA	95682	
7456	20050930						
7634	20050930	THE FOUR COUNTY BANK	15904	ALLENTOWN	GA	31003	
8033	20050930	Peoples Bank & Trust Company of Pointe Coupee Parish	23090	New Roads	LA	70760	
8417	20050930	Bank One Trust Company, N.A.	21377	Columbus	OH	432710185	
8462	20050930	PERRYTON NATIONAL BANK	3388	PERRYTON	TX	79070	
8631	0	Pleasants County Bank	847	St. Marys	WV	26170	
9357	20050930	Fidelity Bank	20268	Edina	MN	55435	
9553	20050930	ADAMS COUNTY BANK	14311	KENESAW	NE	689560149	
9807	0	Amboy National Bank	6423	Old Bridge	NJ	8857	
9955	20050930	First State Bank & Trust Co	15899	Larned	KS	67550	
10157	0	First National Bank & Trust Company in Larned	4709	Larned	KS	675500029	
10250	20050930	The Bank of Elk River	1607	Elk River	MN	55330	
10849	0	First State Bank	15050	Lonoke	AR	720860320	
10858	0	Platte Valley State Bank and Trust Co.	16112	Kearney	NE	68847	
11145	20050930	Lake-Osceola State Bank	8172	Baldwin	MI	49304	
11640	20050930	First National Bank of Clarksdale	19070	Clarksdale	MS	38614	
11837	20050930	THE FARMERS BANK	5709	Greensboro	GA	30642	
12030	20050930	FIRST NATIONAL BANK SOUTH	17011	ALMA	GA	31510	
12058	20050930						
12142	0	Cleveland State Bank	12201	Cleveland	MS	387321000	
12245	20050930	BANK NORTH	15093	Crivitz	WI	54114	
12311	0	The Huntington National Bank	6560	Columbus	OH	43215	
12647	20050930	The Portage County Bank	10012	Almond	WI	54909	
12656	20050930	EMERALD BANK	14944	BURDEN	KS	67019	
12937	0	Oak Bank	20226	Chicago	IL	60611	
12946	0	Farmers Bank and Trust Company	1291	Magnolia	AR	71753	
12955	20050930	Bank of Nebraska	21704	La Vista	NE	68128	
13037	20050930	TRADERS BANK	848	SPENCER	WV	25276	
13103	0	Bristol County Savings Bank	23622	Taunton	MA	2780	
13251	20050930	ELYSIAN BANK	10185	ELYSIAN	MN	56028	
13457	20050930	FIRST NATIONAL BANK OF LEWELLEN	5425	LEWELLEN	NE	691470248	
14052	0	LINCOLN COUNTY BANK	9042	MERRILL	WI	54452	
14155	20050930	Farmers and Commercial Bank	9378	Holden	MO	64040	
14258	0	Jackson State Bank & Trust	520	Jackson	WY	83001	
14409	0	Citizens Bank of Massachusetts	18562	Boston	MA	21091775	
14454	0	Stearns Bank Evansville National Association	8186	Evansville	MN	56326	
14650	0	BANK OF LOCUST GROVE	16795	LOCUST GROVE	OK	743520219	
14753	20050930	THE FARMERS STATE BANK OF BUCKLIN	18101	BUCKLIN	KS	67834	
14865	20050930	Bank of Eastern Oregon	16243	Arlington	OR	97812	
15536	20050930	Pullman Bank and Trust Company	11677	Chicago	IL	606284697	
16337	0	Wakulla Bank	21777	Crawfordville	FL	32327	
16458	0	Douglas County Bank	17105	Lawrence	KS	66044	
16551	20050930	Northview Bank	10956	Finlayson	MN	55735	
16748	20050930	THE ELBERFELD STATE BANK	13104	ELBERFELD	IN	476130038	
16944	20050930	THE WEST MICHIGAN SAVINGS BANK	11404	BANGOR	MI	49013	
16953	20050930	First State Bank of Fertile	10186	Fertile	MN	56540	
17110	20050930	The Haverford Trust Company	26189	Radnor	PA	19087	
17147	20050930	First Merchants Bank, NA	4365	Muncie	IN	47305	
17259	20050930	THE FIRST NATIONAL BANK IN MARLOW	26260	MARLOW	OK	730550033	
17464	20050930	Bank of the Cascades	22407	Bend	OR	977099906	
17549	20050930	FIRST BANK OF OAK PARK	1801	OAK PARK	IL	60302	
17839	0	Sumter Bank and Trust Company	21803	Americus	GA	31709	
17950	20050930	Bank of Bridger NA	2224	Bridger	MT	59014	
18050	20050930	First National Bank of Bastrop	3091	Bastrop	TX	78602	
18135	20050930	South Central Bank, National Association	19536	Chicago	IL	60607	
18368	0	BANK OF WALNUT CREEK	23273	WALNUT CREEK	CA	94596	
18377	20050930	Bally Savings Bank	34440	Bally	PA	195030130	
18827	0	The Merchants National Bank of Kittanning	7900	Kittanning	PA	16201	
18836	20050930	CAPON VALLEY BANK	9998	WARDENSVILLE	WV	26851	
18854	20050930	BANK 7	4147	MEDFORD	OK	73759	
18957	20050930	THE FIRST STATE BANK OF BURLINGAME	15794	BURLINGAME	KS	66413	
19356	20050930	SECURITY BANK AND TRUST COMPANY	9881	MIAMI	OK	74354	
19730	0	Standard Bank and Trust Company	16606	Hickory Hills	IL	604572298	
19936	0	Citizens Bank of Americus	15477	Americus	GA	317091128	
19972	20050930						
20053	20050930	SECURITY BANK	10015	NEW AUBURN	WI	54757	
20147	20050930	FARMERS STATE BANK	10484	NEW ROSS	IN	47968	
20259	20050930	FIRST NATIONAL BANK OF PINEDALE	18747	PINEDALE	WY	82941	
20370	20050930						
20512	20050930	First National Bank of Port Allegany	7704	Port Allegany	PA	16743	
20633	20050930	MCNB Bank and Trust Co.	6803	Welch	WV	24801	
20754	20050930	STATE BANK OF COLONY	12690	COLONY	KS	66015	
20839	20050930	Colony Bank, S. E.	19653	Broxton	GA	31519	
20857	20050930	GRANITE FALLS BANK	10998	GRANITE FALLS	MN	562410008	
20866	20050930	Home Valley Bank	23181	Grants Pass	OR	97528	
21256	20050930	State Bank of Burrton	16583	Burrton	KS	670200219	
21359	20050930	AMERICAN STATE BANK OF GRYGLA	22263	GRYGLA	MN	56727	
21630	20050930	Teche Bank & Trust Company	20041	St. Martinville	LA	70582	
21658	20050930	ALLIANCE BANK	12511	MONDOVI	WI	54755	
22048	0	UNION BANK & TRUST CO.	1753	MONTICELLO	AR	716570270	
22235	20050930	Colony Bank Ashburn	8023	Ashburn	GA	31714	
22356	20050930	FIRST NATIONAL BANK AND TRUST	2226	POWELL	WY	82435	
22459	20050930	First National Bank & Trust Co. of Leavenworth	4712	Leavenworth	KS	660480109	
22543	0	State Savings Bank	8162	Frankfort	MI	496351169	
22552	20050930	FIRST SOUTHEAST BANK	10576	HARMONY	MN	55939	
22730	20050930	West Union Bank	2452	West Union	WV	26456	
22936	20050930	Farmers & Merchants Bank	16673	Statesboro	GA	30459	
22954	20050930						
23036	0	CB&T Bank of Middle Georgia	25804	Warner Robins	GA	310992107	
23045	20050930	West Michigan National Bank & Trust	24471	Frankfort	MI	49635	
23241	20050930	Integra Bank, N.A.	4392	Evansville	IN	477050868	
23456	0	The First National Bank	5162	Ottertail	MN	56571	
23504	0	Bridgehampton National Bank	6976	Bridgehampton	NY	11932	
23540	20050930	Oswego Community Bank	17899	Oswego	IL	60543	
23643	0	Commercial Bank & Trust Company	90	Monticello	AR	71657015	
23755	0	First National Bank of New Richmond	5357	New Richmond	WI	54017	
23812	0	First National Bank of Chester County	7802	West Chester	PA	193810523	
24006	0	Putnam County Savings Bank	15995	Brewster	NY	105090417	
24266	20050930	Mid-State Bank & Trust	18396	Arroyo Grande	CA	93420	
24453	0	ROCKY MOUNTAIN BANK	24334	ROCK SPRINGS	WY	82901	
24659	20050930	PRODUCE STATE BANK	10178	HOLLANDALE	MN	56045	
24668	20050930	BANK TEXAS, NATIONAL ASSOCIATION	3402	QUITMAN	TX	757831675	
24855	20050930	FIRST NATIONAL BANK OF NASH	4155	NASH	OK	73761	
24949	20050930	THE BARABOO NATIONAL BANK	12788	BARABOO	WI	53913	
25357	20050930	All America Bank	20093	Mustang	OK	73064	
25647	0	Family Bank and Trust Company	22536	Palos Hills	IL	60465	
25852	0	S&CBank	14800	New Richmond	WI	54017	
26149	0	Palmer Bank	12103	Taylorville	IL	625680768	
26233	20050930	FIRST NATIONAL BANK, CHGO HTS	3634	CHICAGO HEIGHTS	IL	60411	
26242	0	First National Bank and Trust Company	18979	Mountain Home	AR	726541928	
26457	0	La Monte Community Bank	16423	La Monte	MO	65337	
26756	20050930	Jasper State Bank	10563	Jasper	MN	56144	
26765	20050930	First National Bank of Refugio	3405	Refugio	TX	78377	
26859	20050930	OMNIBANK, N.A.	17325	HOUSTON	TX	77021	
26916	0	Delaware National Bank	22837	Georgetown	DE	19947	
27548	0	Blackhawk State Bank	14078	Beloit	WI	53511	
27614	0	Andover Bank	10663	Andover	OH	440031300	
27838	0	Heritage Bank	17917	Frankfort	IL	60423	
27847	0	DIAMOND STATE BANK	1527	MURFREESBORO	AR	71958	
28013	0	Northfield Savings Bank	28710	Staten Island	NY	103140725	
28152	20050930	State Bank of Kimball	11415	Kimball	MN	55353	
28255	20050930	The First National Bank of Beeville	3095	Beeville	TX	78102	
28349	20050930	ALLIED BANK	91	MULBERRY	AR	72947	
28406	0	Hyde Park Savings Bank	90160	Hyde Park	MA	21369935	
28572	20050930						
28732	0	Peoples Bank & Trust Company	1475	Manchester	TN	373491049	
29104	0	UNION CENTER NATIONAL BANK	6431	UNION	NJ	7083	
29159	20050930						
29252	0	MidAmerican Bank & Trust Company, n.a.	4713	Leavenworth	KS	66048	
29636	0	The Citizens Bank	12204	Philadelphia	MS	393500209	
29850	20050930	First Texas Bank - Belton	3100	Belton	TX	76513	
29944	20050930	CENTENNIAL BANK	5627	LITTLE ROCK	AR	72227	
29953	20050930	HOME STATE BANK	10650	LOUISVILLE	NE	68037	
30052	20050930	Amistad Bank	26658	Del Rio	TX	78840	
30155	20050930	SHERMAN COUNTY BANK	5431	LOUP CITY	NE	68853	
30258	20050930	THE RIVERBANK	15275	OSCEOLA	WI	54020	
30418	0	College Savings Bank	27041	Princeton	NJ	8540	
30502	20050930	The Berlin City Bank	14240	Berlin	NH	3570	
30650	0	State Bank of Long Lake	8193	Long Lake	MN	55356	
30810	0	Discover Bank	5649	New Castle	DE	19720	
30856	20050930	NBanC (OKC)	24093	Oklahoma City	OK	73156	
31134	0	The First National Bank of Waynesboro	2160	Waynesboro	GA	30830	
31255	0	Central Bank	17612	Houston	TX	77041	
31657	20050930	FIRST STATE BANK OF BEN WHEELER	11904	BEN WHEELER	TX	75754	
31826	0	POWELL VALLEY NATIONAL BANK	6863	JONESVILLE	VA	242630100	
31835	20050930	BANK OF ANGUILLA	8243	ANGUILLA	MS	38721	
32159	20050930	CITIZENS NATIONAL BANK	26541	FORT WORTH	TX	76109	
32234	20050930	FIRST NATIONAL BANK AND TRUST CO.	3639	CLINTON	IL	617270191	
32766	0	LAKESIDE NATIONAL BANK	21693	ROCKWALL	TX	75087	
33147	20050930	Farmers Bank & Trust Co.	1027	Blytheville	AR	723150688	
33259	20050930	Premier Bank	21714	Maplewood	MN	55109	
33268	20050930	THE ROSCOE STATE BANK	1213	ROSCOE	TX	795450609	
33549	20050930	Black Earth State Bank	12787	Black Earth	WI	53515	
33727	20050930	Maryland Bank & Trust Co., N. A.	18115	Waldorf	MD	20639	
33754	20050930	FARMERS STATE BANK	10712	BERTRAM	TX	78605	
33772	20050930	Placer Sierra Bank	30307	Auburn	CA	95603	
33839	20050930	Peoples State Bank of Colfax	10075	Colfax	IL	617280527	
33857	20050930	THE BANK OF MADISON	15545	MADISON	NE	68748	
34153	0	American Bank of St. Paul	20843	St. Paul	MN	551043908	
34359	20050930						
34425	20050930	Bank of Lancaster	11200	Kilmarnock	VA	22482	
34434	20050930	MAGNOLIA STATE BANK	22081	BAY SPRINGS	MS	394220508	
34452	20050930	First National Bank of Park Falls	5358	Park Falls	WI	54552	
34537	0	First National Bank & Trust Company of the Treasure Coast	131	Stuart	FL	349959012	
34555	20050930	MACON-ATLANTA STATE BANK	14695	MACON	MO	635520128	
34742	20050930	First Western Bank	13083	Booneville	AR	729270238	
34836	20050930	THE WOODBURY BANKING COMPANY	11297	WOODBURY	GA	30293	
34863	0	The First Bank, Roxton, Texas	5503	Roxton	TX	75477	
35057	20050930	ALLIANT BANK	1946	MADISON	MO	65263	
35244	20050930	Community Bank	1749	Cabot	AR	72023	
35301	0	State Street Bank and Trust Company	14	Boston	MA	2110	
35570	0	Investors Savings Bank	28892	Short Hills	NJ	7078	
35646	20050930	BONDUEL STATE BANK	11235	BONDUEL	WI	54107	
35842	20050930	PREMIER BANK OF JACKSONVILLE	10868	JACKSONVILLE	IL	62650	
35936	20050930	STATE BANK OF COLUSA	9634	COLUSA	IL	623290010	
36054	20050930	Coppermark Bank	18957	Oklahoma City	OK	731250676	
36344	20050930	Pontiac National Bank	14736	Pontiac	IL	61764	
36456	20050930	Farmers State Bank	15907	MAYWOOD	NE	69038	
36858	20050930	Premier Bank	22924	Lenexa	KS	66219	
36933	20050930	FIRST STATE BANK	19163	WRENS	GA	30833	
37051	20050930	PIGEON FALLS STATE BANK	13030	PIGEON FALLS	WI	547600489	
37341	20050930	BANK OF ONTARIO	21085	ONTARIO	WI	54651	
37350	20050930	The State Bank of Lebo	15288	Lebo	KS	66856	
37378	20050930	Central Valley Bank	18616	Toppenish	WA	98948	
37435	0	United Bank	172	Zebulon	GA	30295	
37640	20050930	THE GERMAN AMERICAN BANK	17393	JASPER	IN	47547	
37659	20050930	FARMERS STATE BANK	12758	ALLEN	OK	74825	
37743	20050930	Calumet County Bank	11607	Brillion	WI	54110	
37949	20050930	Bank of Rantoul	11711	Rantoul	IL	61866	
38526	0	Iron and Glass Bank	9891	Pittsburgh	PA	152031187	
38535	20050930	First United Bank	20685	Crete	IL	60417	
38740	20050930	Owen County State Bank	13112	Spencer	IN	47460	
39327	20050930	Calvin B Taylor Banking Company of Berlin, Maryland	5874	Berlin	MD	218110005	
39420	0	The Lorain National Bank	14832	Lorain	OH	440521739	
39475	20050930	AmericanWest Bank	22441	Spokane	WA	99201	
39756	20050930	NBanC (Tulsa)	4032	Tulsa	OK	74136	
39934	20050930	First National Bank of Georgia	11292	Buchanan	GA	30113	
40033	20050930	Richton Bank & Trust Company	11817	Richton	MS	39476	
40305	0	Chittenden Trust Company	14149	Burlington	VT	5401	
40350	20050930	MURRAY STATE BANK	10653	MURRAY	NE	684090076	
40707	20050930	Connecticut River Bank NA	6209	Springfield	VT	5156	
40855	20050930	Eitzen State Bank	10980	Eitzen	MN	55931	
41245	20050930	Farmers & Merchants Bank of Orfordville	15173	Orfordville	WI	53576	
41553	20050930	First State Bank	12283	Anadarko	OK	73005	
41629	20050930	PIONEER  BANK	6913	Stanley	VA	22851	
41647	20050930	First Banking Center	5287	Burlington	WI	53105	
41759	20050930	FARMERS STATE BANK OF ELKTON	1416	ELKTON	MN	55933	
41825	20050930	Middletown Valley Bank	14017	Middletown	MD	217690075	
41937	0	FARMERS STATE BANK OF DANFORTH	10802	DANFORTH	IL	609300168	
41955	0	The First National Bank of Newman Grove	5447	Newman Grove	NE	68758	
42037	0	Peoples Exchange Bank of Monroe County	70	Beatrice	AL	364250008	
42055	0	ANADARKO BANK AND TRUST COMPANY	15354	ANADARKO	OK	73005	
42354	0	The Commercial National Bank of Brady	3110	Brady	TX	768250591	
42420	0	FIRST COMMONWEALTH BANK	7468	INDIANA	PA	157010400	
42448	20050930	FIRST NATIONAL BANK	3887	PARAGOULD	AR	72451	
42457	20050930	COMMERCIAL BANK	12246	Nelson	NE	68961	
42541	0	National City Bank of the Midwest	5029	Bannockburn	IL	60015	
43052	20050930	SECURITY STATE BANK	9036	IRON RIVER	WI	54847	
43155	20050930	First National Bank	12216	Mountain View	MO	65548	
43173	20050930	United Commercial Bank	32469	San Francisco	CA	94111	
43324	0	Exchange Bank	2066	Luckey	OH	43443	
43351	20050930	Leonardville State Bank	17685	Leonardville	KS	66449	
43454	20050930	AMERICAN STATE BANK	10204	ERSKINE	MN	56535	
43511	20050930	Union National Community Bank	7635	Mount Joy	PA	175520567	
43641	0	The Farmers State Bank	12830	Lanesville	IN	47136	
43744	0	Cambridge State Bank	14823	Cambridge	WI	53523	
43856	20050930	THE MINERS NATIONAL BANK OF EVELETH	5141	EVELETH	MN	55734	
43959	20050930	Bridge City State Bank	18155	Bridge City	TX	776110887	
44040	0	The First National Bank of Monterey	4364	Monterey	IN	46960	
44134	0	First Commercial Bank	26359	Birmingham	AL	35209	
44433	20050930	Intercredit Bank, National Association	25258	Miami	FL	33131	
44451	20050930	TEXAS PREMIER BANK, N.A.	25062	BROOKSHIRE	TX	77423	
44602	0	Mellon Trust of New England, N.A.	22295	Boston	MA	2108	
44741	20050930	Citizens Bank	9647	Mooresville	IN	46158	
44750	20050930	Citizens Bank of Newburg	16126	Newburg	MO	65550	
44929	20050930	The First National Bank of McConnelsville	6637	McConnelsville	Oh	43756	
45038	20050930	STATE BANK OF DAVIS	5740	DAVIS	IL	61019	
45047	20050930	The First National Bank at Paris	14534	Paris	AR	72855	
45056	20050930	Platte Valley Bank	9818	North Bend	NE	686490500	
45430	0	JOHNSON COUNTY BANK	22070	MOUNTAIN CITY	TN	37683	
45458	20050930	THE STATE BANK OF LEON	17927	LEON	KS	67074	
45551	0	Bank Midwest Mn- Ia N.A.	5170	Fairmont	MN	56031	
45560	0	Jefferson State Bank	16470	San Antonio	TX	78201	
45627	20050930	First Charter Bank	4886	Charlotte	NC	282622373	
45775	20050930	Iron Workers Bank	28908	Aston	PA	19014	
46053	0	The State Bank of Faribault	1610	Faribault	MN	55021	
46941	20050930	FARMERS BANK & TRUST COMPANY	2765	PRINCETON	KY	424450559	
47153	0	North Loup Valley Bank	16468	North Loup	NE	68859	
47247	0	The Dart Bank	5033	Mason	MI	48842	
47256	20050930	COMMUNITY STATE BANK OF PRENTICE	27053	PRENTICE	WI	545560115	
47452	0	FIRST NATIONAL BANK OF BENTON	25065	BENTON	LA	71006	
47500	20050930	Claremont Savings Bank	18038	Claremont	NH	3743	
48057	20050930	FARMERS NATIONAL BANK	4775	STAFFORD	KS	67578	
48150	20050930	Franklin State Bank	16778	Franklin	MN	55333	
48374	20050930	First Financial Bank	28905	El Dorado	AR	71730	
48440	20050930	CLEVELAND STATE BANK	9517	CLEVELAND	WI	53015	
48552	20050930						
48730	20050930	The First Commercial Bank	16488	Chicago	IL	60626	
49054	20050930	Commerce Bank	10212	Geneva	MN	56035	
49148	20050930	RUSHVILLE STATE BANK	9265	RUSHVILLE	IL	626810050	
49241	20050930	Pine Bluff National Bank	19371	Pine Bluff	AR	716117878	
49344	0	Mason State Bank	1001	Mason	MI	488540130	
49643	20050930	PALMYRA STATE BANK	15116	PALMYRA	WI	53156	
49652	20050930	First Bank	16473	Sterling	KS	67579	
49821	20050930	High Point Bank and Trust Company	12267	High Point	NC	27261	
49858	20050930	Hebbronville State Bank	26727	Hebbronville	TX	78361	
49951	0	The First Security Bank	4041	Beaver	OK	739320947	
50144	20050930						
50461	20050930	California Pacific Bank	23242	San Francisco	CA	94104	
50546	20050930	LITTLE RIVER BANK	1298	LEPANTO	AR	72354	
50854	20050930	WILBURTON STATE BANK	2332	WILBURTON, OK74578	OK	74578	
50957	0	1st Financial Bank	1149	Overland Park	KS	66221	
51253	20050930	Bank of Camden	9176	Camden	TN	38320	
51356	0	Latimer State Bank	22839	Wilburton	OK	745780070	
51459	20050930	Centera Bank	16436	Sublette	KS	678770400	
51730	20050930						
51842	0	FARMERS & MERCHANTS UNION BANK	14445	COLUMBUS	WI	53925	
52410	0	Bartlett Farmers Bank	9133	Bartlett	OH	45713	
52456	20050930						
52719	20050930	The Depository Trust Company	90544	New York	NY	100410099	
52951	20050930	Security State Bank of Wewoka Oklahoma	8980	Wewoka	OK	748840749	
53015	20050930	THE HERNDON NATIONAL BANK	13836	HERNDON	PA	178300305	
53033	0	Mellon United National Bank	21837	Miami	FL	33131	
53051	20050930	Buckholts State Bank	11916	Buckholts	TX	76518	
53239	0	Guaranty Bank	16928	Mamou	LA	70554	
53453	20050930	FIRST NATIONAL BANK IN WEWOKA	15008	WEWOKA	OK	748840750	
53752	20050930	FIRST STATE BANK, HEMPHILL, TEXAS	16182	HEMPHILL	TX	75948	
54049	0	BANK OF POYNETTE	11603	POYNETTE	WI	539550067	
54058	0	The Bank of Tescott	1868	Tescott	KS	67484	
54357	20050930	First State Bank	2303	Camargo	OK	738350045	
54375	20050930	COMMUNITY BANK OF SOUTHERN INDIANA	28915	NEW ALBANY	IN	471510939	
54441	20050930	AMERICAN BANK & TRUST WISCONSIN	6183	CUBA CITY	WI	538070827	
54656	0	CITIZENS STATE BANK	12501	BUFFALO	TX	758010278	
55176	20050930	Home Savings Bank of Albemarle, SSB	30668	Albemarle	NC	280020489	
55251	20050930	Nebraska State Bank of Omaha	20927	Omaha	NE	68134	
55336	20050930	METAIRIE BANK & TRUST	16539	METAIRIE	LA	70004	
55635	0	Citizens Savings Bank & Trust Company	10319	Nashville	TN	37208	
55653	20050930						
56230	0	PEOPLES BANK OF LOUISIANA	25720	AMITE	LA	70422	
56258	20050930	Citizens Bank & Trust Co.	10218	Hutchinson	MN	553500339	
56351	0	Citizens National Bank	3250	Henderson	TN	756531009	
56427	20050930	Citizens National Bank	7919	Meyerdale	PA	15552	
56548	20050930	DMB Community Bank	14769	DeForest	WI	53532	
56557	0	CoBiz Bank NA	22683	Denver	CO	80202	
56717	20050930	The Dime Bank	9888	Honesdale	PA	18431	
56726	0	First National Bank of North East	4856	North East	MD	21901	
57040	20050930	First National Bank at Darlington	14468	Darlington	WI	535300050	
57228	0	New Windsor State Bank	5866	New Windsor	MD	217760489	
57255	20050930	FIRST NATIONAL BANK OF BYERS	3122	BYERS	TX	76357	
57451	0	Dairy State Bank	17162	Rice Lake	WI	54868	
57572	20050930	WARE CO-OPERATIVE BANK	26594	WARE	MA	10820849	
57956	20050930	HEREFORD STATE BANK	16589	HEREFORD	TX	79045	
58074	0	Adams Co-operative Bank	26568	Adams	MA	1220	
58207	20050930	First Colebrok Bank	6212	Colebrook	NH	3576	
58225	20050930	FARMERS BANK & SAVINGS CO.	769	Pomeroy	OH	45769	
58243	20050930	Johnson Bank	20296	Racine	WI	53403	
58355	20050930	KENT STATE BANK	9733	KENT	MN	565530051	
58551	20050930	SECURITY STATE BANK	421	CHEYENNE	OK	73628	
58636	20050930	CENTURY BANK	11448	LUCEDALE	MS	39452	
58757	20050930	First State Bank of Kensington	1409	Kensington	MN	56343	
58971	20050930	Washington Trust Bank	1281	Spokane	WA	992102127	
59259	20050930	American Alliance Bank	10973	Lake City	MN	550410455	
59316	20050930	Wayne Bank	698	Honesdale	PA	184310269	
59352	0	CITIZENS NATIONAL BANK	3127	CAMERON	TX	76520	
59679	20050930	ECONOMY CO-OPERATIVE BANK	26583	Merrimac	MA	1860	
59754	20050930	THE BANK OF WYANDOTTE	2317	WYANDOTTE	OK	74370	
60143	20050930	Comerica Bank	983	Detroit	MI	482263415	
60219	20050930	The First National Bank of Newport	7656	Newport	PA	170740008	
60330	20050930	PEOPLES BANK OF NORTH ALABAMA	22537	CULLMAN	AL	35055	
60433	20050930	First National Bank of Lucedale	20329	Lucedale	MS	39452	
60545	20050930	THE HOME TRUST & SAVINGS BANK	963	OSAGE	IA	50461	
60554	0	First State Bank Minnesota	10162	LeRoy	MN	55951	
60648	20050930	First National Bank	4324	Cloverdale	IN	46120	
61122	20050930	First United Bank & Trust	4857	Oakland	MD	21550	
61355	0	CorTrust Bank, N.A.	6063	Mitchell	SD	57301	
61476	20050930	Pilgrim Cooperative Bank	26590	Cohasset	MA	2025	
61533	0	Peninsula Bank	26563	Englewood	FL	34224	
61757	20050930	American Heritage National Bank	8843	Long Prairie	MN	563470509	
61832	20050930	The First National Bank of Mount Dora	3579	Mount Dora	Fl	32757	
61953	20050930	FIRST NATIONAL BANK OF COWETA	4071	COWETA	OK	74429	
62044	20050930	SEBREE DEPOSIT BANK	21342	SEBREE	KY	42455	
62101	0	Citizens Bank New Hampshire	6214	Manchester	NH	31012104	
62147	20050930	Community First Bank	12512	Rosholt	WI	54473	
63050	20050930	The Dolores State Bank	17959	Dolores	CO	81323	
63069	20050930	City National Bank	17281	Beverly Hills	CA	90210	
63078	20050930	Whidbey Island Bank	18412	Oak Harbor	WA	98277	
63201	20050930	CAYUGA LAKE NATIONAL BANK	6954	UNION SPRINGS	NY	13160	
