"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
18050																0	10381		522	1	204112		53963	89	268988	10			12153	21	0	0	0	0	0	0	0	0	0		
18135																0	3038		0	0	123439		53369	83	179846	0			12646	25	0	0	0	0	0	0	0	0	15827		
18377																0	3884		773	2	29478		1590	5	35725	0					0	0	0	0	0	0	0	0	0		
18827																0	12615		782	3	179617		118384	345	311398	0			5513	10	0	0	0	0	0	0	0	0	0		
18836																0	13842		1243	4	116639		7761	24	139485	0			698	2	0	0	0	0	0	0	0	0	2435		
18854																0	2261		0	0	77730		17225	32	97216	0			4389	9	0	0	0	0	0	0	0	0	17594		
18957																0	4048		0	0	24279		4456	11	32783	0			500	1	0	0	0	0	0	0	0	0	0		
19356																0	2887		0	0	54674		11143	19	68704	0					0	0	0	0	0	0	0	0	0		
19730															625603	0	65618		1132	4	1421901		511289	610	1999940	0	1998714	0	161931	175	0	0	0	0	0	0	0	0	27213		
19936																0	10248		1026	3	125837		62422	89	199533	0			4618	10	0	0	0	0	0	0	0	0	0		
19972																0	0		0	0	49102		844	3	49948	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	9229		0	0	50924		13714	14	73867	0			3221	8	0	0	0	0	0	0	0	0	0		
20370																0	5666		0	0	175466		13937	34	195069	0					0	0	0	0	0	0	0	0	0		
20512																0	5619		415	1	66328		12945	13	85307	0			0	0	0	0	0	0	0	0	0	0	0		
20633																0	18373		556	2	210572		39005	53	277782	9276			4537	6	0	0	0	0	0	0	0	0	0		
20857																0	866		0	0	46891		116501	16	164258	0			112467	9	0	0	0	0	0	0	0	0	0		
20866																0	0		0	0	191052		42033	101	234344	1259			4163	8	0	0	0	0	0	0	0	0	0		
21256																0	2012		0	0	4382		797	1	7191	0					0	0	0	0	0	0	0	0	0		
21359																0	1618		337	1	17342		2151	4	21448	0			255	1	50	36	78	183	0	0	0	0	0		
21630																0	2569		0	0	37730		19977	29	60276	0			2114	5	0	0	0	0	0	0	0	0	0		
21658																0	11161		641	2	103648		7508	18	122960	2					0	0	0	0	0	0	0	0	0		
22048																0	5978		947	2	115672		27240	46	149837	0			11531	13	0	0	0	0	0	0	0	0	0		
22356																0	6887		255	1	162959		77449	91	247550	0			10193	24	0	0	0	0	0	0	0	0	0		
22459																0	5180		0	0	72701		11254	21	89135	0			7254	8	0	0	0	0	0	0	0	0	0		
22543																0	3353		0	0	51897		13331	21	68581	0			0	0	0	0	0	0	0	0	0	0	0		
22552																0	1627		256	1	41446		5911	15	49240	0					0	0	0	0	0	0	0	0	0		
22730																0	3886		0	0	73643		9569	22	87098	0			2984	7	0	0	0	0	0	0	0	0	0		
22936																0	14857		1475	5	227522		41278	90	285132	0			7620	7	0	0	0	0	0	0	0	0	0		
22954																0	2444		0	0	62154		10394	18	74992	0			4946	7	0	0	0	0	0	0	0	0	10874		
23036																0	20975		0	0	329479		115185	142	465639	0	491466	0	24581	45	0	0	0	0	0	0	0	0	0		
23045																0	1076		0	0	14823		12914	12	28813	0			370	1	0	0	0	0	0	0	0	0	0		
23241															193178	0	97332		2262	8	1462744		1042385	531	2604723	0	2682377	0	181236	188	0	50000	0	0	0	0	0	0	0		
23456																0	6923		687	2	63838		7565	14	79013	0			550	2	0	0	36	0	0	0	0	0	460		
23504																0	8572		890	2	363309		430233	368	803004	0			55698	106	0	0	0	0	0	0	0	0	0		
23540																0	12667		1279	4	103720		32251	39	149917	0	157505	0	693	2	0	0	0	0	0	0	0	0	0		
23643																0	8993		0	0	99155		25319	52	133468	0			4029	10	0	0	0	0	0	0	0	0	0		
23755																0	9170		515	2	84348		43048	66	137081	0	135705	0	0	0	0	0	0	0	0	0	0	0	1223		
23812															297610	0	38475		1330	3	728837		346332	366	1114974	0	1039635	0	30911	34	0	0	0	0	0	0	0	0	0		
24006																0	61905		594	2	663345		93732	203	819576	0			12290	20	0	0	0	0	0	0	0	0	0		
24453																0	1454		679	2	183396		68061	80	253590	0			25769	19	0	0	0	0	0	0	0	0	73825		
24659																0	2737		427	1	25425		3050	4	31639	0					0	0	0	0	0	0	0	0	0		
24668																0	10557		1359	3	121915		27163	40	160994	0			10096	19	0	0	0	0	0	0	0	0	0		
24855																0	0		0	0	9289		1802	4	11091	0					0	0	0	0	0	0	0	0	0		
24949																0	38070		600	2	519095		126716	165	684481	0			41635	43	0	0	0	0	0	0	0	0	46785		
25357																0	1092		0	0	63474		12127	14	76693	0			2254	3	0	0	0	0	0	0	0	0	0		
25647																0	7731		1193	3	50855		8722	22	68501	0					0	0	0	0	0	0	0	0	0		
26149																0	1593		454	1	60215		6082	13	68344	0	67385	0	699	2	0	0	0	0	0	0	0	0	0		
26242																0	19056		507	2	242720		67883	81	330166	0			9203	17	0	0	0	0	0	0	0	0	0		
26457																0	601		0	0	17138		3358	6	21097	0			0	0	0	0	0	0	0	0	0	0	0		
26765																0	3222		306	1	149758		56647	75	209933	0			3851	8	0	0	0	0	0	0	0	0	0		
26859																0	12566		0	0	171948		173086	157	357600	0			68988	47	53	0	0	0	0	0	0	0	0		
26916																0	14659		516	2	258266		78272	123	351713	0			22219	33	1019	0	0	0	0	0	0	0	0		
27548																0	19116		1161	3	265335		127721	142	413333	0			30278	34	0	0	0	0	0	0	0	0	7600		
27614																0	26291		4439	9	172838		46134	55	249702	0			15961	26	0	0	0	0	0	0	0	0	0		
27847																0	25316		4154	12	265060		90074	129	384604	0			10625	11	0	0	0	0	0	0	0	0	0		
28152																0	5859		0	0	44572		11493	18	61922	0	59878	0	2766	5	0	0	0	0	0	0	0	0	0		
28255																0	3239		0	0	127271		48475	92	178985	0			4868	11	0	0	0	0	0	0	0	0	0		
28349																0	9477		1152	3	100862		26064	40	137555	0			2252	6	0	0	0	0	0	0	0	0	0		
28406															94282	0	46532		3584	8	617414		95660	238	763190	0			1068	2	0	0	0	0	0	0	0	0	0		
28572																0	4605		512	2	32499		3524	10	41141	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2432		0	0	52453		9131	20	64016	0			1397	4	0	0	0	0	0	0	0	0	0		
29104															264429	0	21115		5818	14	282795		511201	1709	820929	0	903352	0	47348	77	0	0	0	0	0	0	0	0	111291		
29636																0	23422		1921	5	345170		201125	190	571638	0			13664	28	0	0	0	0	0	0	0	0	0		
29953																0	3134		0	0	41087		8914	19	53135	0			2539	6	0	0	0	0	0	0	0	0	0		
30052																0	217		0	0	9642		1575	5	11434	0			0	0	0	0	0	0	0	0	0	0	0		
30258																0	18595		976	3	325751		74697	108	420019	0			19369	21	0	0	0	0	0	0	0	0	798		
30418																0	1364		0	0	340726		1010	1	343100	0					0	0	0	0	0	0	0	0	0		
30502																0	28720		1390	5	477096		126946	184	634152	0			19049	37	0	0	0	0	0	0	0	0	0		
30650																0	8933		813	2	89008		15112	34	113866	0			2075	5	0	0	0	0	0	0	0	0	0		
30810	33750164	0	32027900	0	15508	0	1332100	0	0	0	0	973217	0	0	720835	0	772355		44625	161	31166932		1766252	3326					420	1									0		
31134																0	6163		530	1	57511		12300	20	76624	120			4412	8	0	0	0	0	0	0	0	0	0		
31255																0	11237		1992	5	196486		96927	120	306642	0			18008	32	0	0	0	0	0	0	0	0	0		
31657																0	4805		861	3	67750		11798	21	85214	0					0	0	0	0	0	0	0	0	0		
31826																0	18408		1662	5	150525		28115	50	198710	0			7029	15	0	0	0	0	0	0	0	0	0		
31835																0	2813		283	1	48667		32930	46	84693	0			11051	21	0	0	0	0	0	0	0	0	0		
32234																0	3200		0	0	44146		23381	21	70727	0			1750	3	0	0	0	0	0	0	0	0	0		
32766																0	1921		0	0	34770		7849	16	44540	0					0	0	0	0	0	0	0	0	0		
33147																0	18129		1378	4	241783		71333	140	332623	0			8522	17	0	0	0	0	0	0	0	0	8226		
33259																0	36887		1088	4	409018		92933	158	539926	0			30312	37	0	0	0	0	0	0	0	0	0		
33268																0	4057		1560	4	64952		25912	40	96481	0	95622	0	3973	8	0	0	0	0	0	0	0	0	0		
33549																0	5686		0	0	30611		5968	13	42265	0			563	2	0	0	0	0	0	0	0	0	0		
33727																0	22322		968	3	224276		50695	95	298261	0			22884	39	0	55	0	0	0	0	0	0	0		
33754																0	940		0	0	24799		3713	5	29452	0					0	0	0	0	0	0	0	0	0		
33839																0	1333		0	0	19613		2964	8	24501	591			1491	4	0	0	0	0	0	0	0	0	0		
33857																0	4097		0	0	53108		7397	14	64602	0			766	3	0	0	0	0	0	0	0	0	0		
34153																0	33452		651	2	456853		37936	54	528892	0			37936	54	0	0	0	0	0	0	0	0	0		
34359																0	2197		0	0	19460		1644	5	23301	0			463	1	0	0	0	0	0	0	0	0	0		
34425																0	11428		297	1	223881		29214	58	264820	0			7573	17	0	0	0	0	0	0	0	0	0		
34434																0	13818		2261	4	126557		51606	85	194242	0			0	0	0	0	0	0	0	0	0	0	0		
34452																0	4530		733	1	57210		19191	25	81664	0			362	1	0	0	0	0	0	0	0	0	0		
34537															287458	0	55348		3486	10	1324237		406057	587	1789128	0	1842430	0	69980	117	0	0	0	0	0	0	0	0	11451		
34555																0	16455		959	3	105544		38862	41	161820	0					0	0	0	0	0	0	0	0	3992		
34742																0	13194		261	1	199853		42540	71	255848	0			10040	12	0	0	0	0	0	0	0	0	0		
34836																0	937		0	0	25716		2772	5	29425	0					0	0	0	0	0	0	0	0	0		
35057																0	1977		0	0	63245		21157	37	86379	0			2838	6	0	0	0	0	0	0	0	0	0		
35301	95097958	76729220	85667713	67617144	0	0	0	0	0	0	0	998654	76729220	67617144	17583976	0	0		0	0	267012		18101726	2126					12110568	2033									0		
35570															279040	0	486660		19566	60	4211942		1169018	1373	5887186	0	5882402	0	87121	110	0	0	0	0	0	0	0	0	0		
35646																0	1582		0	0	30990		7002	11	39575	0			841	2	0	0	0	0	0	0	0	0	0		
35842																0	5136		0	0	88584		28962	49	122680	0					0	0	0	0	0	0	0	0	0		
36054															274820	0	24743		2097	6	572134		404195	428	1003169	0	1056548	0	88260	140	0	0	0	0	0	0	0	0	0		
36344																0	17601		2257	4	241964		64457	97	326279	0			14376	27	0	0	0	0	0	0	0	0	1749		
36456																0	4020		621	2	61136		14694	23	80471	0			4794	2	0	0	0	0	0	0	0	0	0		
36858																0	6714		510	2	141118		42238	69	190580	0	189755	0	15027	22	0	0	0	0	0	0	0	0	0		
36933																0	6501		295	1	68454		23029	25	98279	0			4004	6	0	0	0	0	0	0	0	0	0		
37051																0	3021		312	1	40570		5130	11	51796	2762			0	0	0	0	0	0	0	0	0	0	0		
37341																0	2608		0	0	23966		1206	3	27780	0			354	1	0	0	0	0	0	0	0	0	0		
37378																0	1882		0	0	106423		31272	67	139577	0			13139	18	0	0	0	0	0	0	0	0	0		
37435																0	78972		6033	18	567363		134626	221	786994	0			24344	36	0	0	0	0	0	0	0	0	0		
37640															416991	0	44889		917	2	647658		282949	265	999115	22702	1032905	23649	38285	82	0	0	0	0	0	0	0	0	0		
37659																0	784		557	1	20572		11650	18	33564	0					0	0	0	0	0	0	0	0	0		
37743																0	6350		900	2	48422		19286	29	74958	0			2024	6	0	0	0	0	0	0	0	0	0		
37949																0	5732		0	0	118611		28592	48	152935	0			970	2	0	0	0	0	0	0	0	0	0		
38535																0	27355		1280	4	289849		77574	130	396058	0			3645	8	0	0	0	0	0	0	0	0	0		
38740																0	12703		0	0	97705		28889	33	139297	0			1486	3	0	0	0	0	0	0	0	0	0		
39327																0	14241		0	0	252871		45755	95	312867	0			13873	43	0	27	21	0	0	0	0	0	0		
39420															47941	0	39191		1332	4	756363		179191	218	976077	0	982624	0	27220	28	0	0	0	0	0	0	0	4000	0		
39475															215817	0	39667		869	3	1195723		272568	388	1508826	0	1552280	0	161892	188	83	0	0	0	0	0	0	0	0		
39756																0	9721		548	2	234265		113270	170	357804	0			30092	41	0	0	0	0	0	0	0	0	5944		
40033																0	6423		845	3	51266		11697	10	70231	0			615	2	0	0	0	0	0	0	0	0	0		
40350																0	3126		0	0	28688		1300	4	33114	0			0	0	0	0	0	0	0	0	0	0	0		
40707																0	11872		632	2	170807		35607	78	218918	0			9849	22	0	0	0	0	0	0	0	0	0		
40855																0	1776		411	1	39089		8196	18	49472	0					0	0	0	0	0	0	0	0	0		
41245																0	3378		0	0	25814		2873	10	32066	0					0	0	0	0	0	0	0	0	0		
41553																0	2122		0	0	42098		20249	21	64469	0					0	0	0	0	0	0	0	0	0		
41629																0	7535		255	1	110396		14315	21	132501	0	131305	0	5100	5	0	0	0	0	0	0	0	0	2330		
41647																0	30543		793	3	676309		72453	109	780098	0			23283	33	0	0	0	0	0	0	0	0	16117		
41759																0	2109		0	0	27675		7242	14	37026	0			675	2	0	0	0	0	0	0	0	0	0		
41825																0	5842		559	1	99768		18194	25	124363	0					0	0	0	0	0	0	0	0	0		
41937																0	6215		542	2	37723		3975	8	48455	0					0	0	0	0	0	0	0	0	0		
41955																0	2592		0	0	21036		2223	5	25851	0			0	0	0	0	0	0	0	0	0	0	0		
42037																0	0		0	0	36974		12896	22	49870	0			4328	10	0	0	0	0	0	0	0	0	0		
42055																0	2314		563	1	41527		6753	13	51157	0			1156	3	0	0	0	0	0	0	0	0	0		
42354																0	2373		0	0	67195		22136	41	91704	0			3333	8	0	0	0	0	0	0	0	0	0		
42420															812978	0	309071		17262	48	3167212		1055712	1279	4549257	0	4581439	0	200713	268	0	0	0	0	0	0	0	0	0		
42448																0	50039		5782	15	339452		98428	112	493701	0			17773	33	0	0	0	0	0	0	0	0	0		
42457																0	1026		0	0	14809		5392	11	21227	0			1355	3	0	0	0	0	0	0	0	0	0		
43052																0	5607		525	2	79450		9031	17	94613	0			4709	6	0	0	0	0	0	0	0	0	0		
43351																0	292		0	0	6012		2036	2	8340	0			0	0	0	0	0	0	0	0	0	0	0		
43454																0	986		0	0	13874		2654	7	17514	0			583	2	0	0	0	0	0	0	0	0	0		
43511																0	21835		977	3	325701		57440	91	405953	0			11354	22	0	0	0	0	0	0	0	6000	23807		
43744																0	4968		0	0	70084		15353	39	90405	0			4500	8	0	0	0	0	0	0	0	0	0		
43856																0	1154		281	1	24229		13435	23	39100	0			1185	2	0	0	0	0	0	0	0	0	0		
43959																0	1948		0	0	62595		50246	59	114789	0					0	0	0	0	0	0	0	0	0		
44040																0	15425		0	0	152504		60228	67	228157	0					0	0	0	0	0	0	0	0	0		
44134	1744706	59981	1939250	54823	0	0	0	0	0	0	0	0	59981	54823	954838	0	33407		5864	13	826117		819337	698					396422	185									0		
44433																0	3601		555	2	115022		93372	122	212550	0			0	0	0	0	0	0	0	0	0	0	0		
44741																0	16699		962	3	188397		81309	75	287367	0			4698	9	0	0	0	0	0	0	0	0	1168		
44750																0	10864		554	1	107073		35894	29	154385	0			960	3	0	0	0	0	0	0	0	0	0		
44929																0	9580		1232	4	92001		16705	25	119519	0					0	0	0	0	0	0	0	0	0		
45038																0	13233		523	2	72003		13921	16	99680	0			262	1	0	0	0	0	0	0	0	0	641		
45047																0	6244		283	1	74104		12741	25	93372	0			2361	6	0	0	0	0	0	0	0	0	0		
45056																0	3111		0	0	34780		5576	11	43467	0			1369	5	0	0	0	0	0	0	0	0	0		
45430																0	9358		536	2	70280		12759	30	92933	0			1786	1	0	0	0	0	0	0	0	0	0		
45458																0	521		0	0	5313		2225	7	8059	0			0	0	0	0	0	0	0	0	0	0	0		
45551																0	26501		0	0	330629		129383	181	486513	0			56183	60	0	0	0	0	0	0	0	0	0		
45560																0	12568		1027	3	337308		235914	286	586817	0			79623	121	0	0	0	0	0	0	0	0	0		
45775																0	12591		267	1	112236		15855	40	140949	0			2410	5	0	0	0	0	0	0	0	0	0		
46053																0	12476		263	1	101432		42698	49	156869	0			0	0	0	0	0	0	0	0	0	0	2255		
46941																0	6732		0	0	60095		14830	17	81657	0					0	0	0	0	0	0	0	0	0		
