"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	
5210	0	0	0	0	0	0	0	0	186	173		0	0	0	348	220	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	64	12	1	0	64	0			0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	0	0	0	0	0	178	35		0	0	0	1267	5	0	1		0	0		0	0	0		0	0	0	0	111	0			0	0	4	0	0	1	0	0			855	0	291	142	0	0	0	0	0	0		
5461	0	0	0	0	0	0	0	0	328	11		0	0	7	1596	49	0	692		0	0		0	0	0		0	0	692	0	0	0			0	0	27	0	0	310	157	0			566	0	73	0	32	0	0	0	0	0		
5751	0	0	0	0	0	0	0	0	1	0			0	0	639	0	0	635						635				0	0	0	0	0			0	0	4	1	0	0	0	0			0	0	0	0	0	0	0	0				
6039	0	0	0	0	0	0	0	0	9	4			0	0	1864	16	0	0											0	0	0	0			11	0	151	5	0	0	42	0			0	0	0	0	0	0	1644	0				
6141	0	0	0	0	0	0	0	0	37	0			0	0	90	4	0	0						0				0	0	0	0	0			0	0	86	37	0	0	0	0			0	0	0	0	0	0	0	0				
6329	0	0	0	0	0	0	0	0	798	143		0	0	3	8912	1833	0	3		0	0		0	0	0		0	0	0	0	197	0			143	14	2134	401	2	2	1333	59			1394	0	1161	33	235	200	420	0	0	0		
6972	0	0	0	0	0	0	0	0	1294	1053		0	0	0	31516	8628	0	0		0	0		0	0	0		0	0	2764	0	347	29			0	0	137	4	0	0	180	74			9262	47	11309	0	0	0	1579	161	0	0		
7009	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0	0	0	0	0	32	0			0	0	303	0	0	0						0				0	0	0	0	0			15	0	288	32	0	0	0	0			0	0	0	0	0	0	0	0				
7157	0	0	0	0	0	0	0	0	3	0			0	0	15	1	0	0						0				0	0	0	0	0			0	0	14	3	0	0	0	0			0	0	0	0	0	0	0	0				
7456	0	0	0	0	0	0	0	0	6	6			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				
7634	0	0	500	0	0	0	0	0	26	12			0	0	1809	180	0	0											0	0	0	0			0	0	95	14	0	0	75	0			636	0	0	0	323	0	0	0				
8033	0	0	0	0	0	0	0	0	58	4			0	52	25	0	0	1						0				32	0	0	0	0			0	0	8	2	0	0	16	0			0	0	0	0	0	0	0	0				
8462	0	0	0	0	0	0	0	0	89	13			0	36	128	18	0	0						0				36	0	0	0	0			0	0	110	40	0	0	0	0			0	0	0	0	0	0	0	0				
8631	0	0	0	0	0	0	0	0	16	0			0	0	176	144	0	0											0	0	0	0			0	0	32	16	0	0	0	0			0	0	0	0	0	0	0	0				
9357	0	0	0	0	0	0	0	0	29	7		0	0	0	1157	634	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	17	14	8	0	506	0			0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0	0	0	0	0	0	0			0	0	59	59	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
9807	0	0	0	0	0	0	0	0	462	127		0	0	0	25533	2074	0	346		0	0		0	0	0		0	0	0	0	1532	102			0	0	354	0	0	0	680	0			137	0	19304	23	0	0	1106	210	0	0		
9955	0	0	0	0	0	0	0	0	13	9			0	0	405	400	0	0						0				0	0	0	0	0			0	0	5	4	0	0	0	0			0	0	0	0	0	0	0	0				
10157	0	85	0	0	101	18	0	0	297	0			0	0	2206	413	0	0						0				0	413	0	0	0			0	0	8	7	0	0	0	0			1182	18	15	0	487	169	0	0				
10250	0	0	88	0	0	0	0	0	155	13		0	0	73	5641	1485	0	202		0	0		0	0	0		0	0	0	0	270	5			43	1	561	22	0	39	273	874			70	2	1089	0	204	0	482	0	0	0		
10849	0	0	514	0	0	0	0	0	16	0		0	0	0	4858	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	16	0	617	300			0	0	3427	0	0	0	0	0	0	0		
10858	0	0	75	0	0	0	0	0	162	32		0	0	63	8661	2488	0	145		0	0		0	0	0		0	0	0	0	0	0			5304	0	187	57	0	0	0	15	0		296	0	0	0	0	0	151	10	0	0		
11145	0	0	0	0	0	0	0	0	49	24			0	0	749	349	0	0											0	0	0	0			0	0	80	17	8	0	320	0			0	0	0	0	0	0	0	0				
11640	45	0	0	0	0	0	0	0	280	149		0	0	111	349	0	0	167		0	0		0	20	0		0	23	0	0	0	0			0	0	35	13	6	0	13	0			89	1	0	0	0	0	0	0	0	0		
11837	22	0	0	0	0	0	0	0	5	0			0	0	1582	848	0	0											0	0	130	0			2	0	10	5	0	0	0	0			0	0	443	0	0	0	127	0				
12030	1997	192	0	0	0	0	0	0	6951	381		0	0	144	9749	1141	0	255		0	0		0	255	0		0	2	0	0	0	0			0	0	1169	491	1433	4	942	48			69	33	2324	1757	1804	1958	0	558	0	0		
12142	0	0	0	0	0	0	0	0	178	1			0	158	282	36	0	181											0	0	0	0			5	4	60	15	0	0	0	0			0	0	0	0	0	0	0	0				
12245	0	0	0	0	0	0	0	0	2	0			0	0	385	20	0	1											0	0	0	0			6	2	8	0	0	0	0	0			0	0	0	0	350	0	0	0				
12311	287	66	50451	981	45711	6564	0	0	83490	18160	18160	0	0	18513	1540248	342540	0	146008	342540	0	0	0	0	33	0	0	0	13	310867	15125	64701	2374	0	0	0	0	95497	21247	5057	2220	202631	52263		34312	62095	489	147780	509	41765	1515	288486	5782	11399	2780	3784	
12647	0	0	0	0	0	0	0	0	95	0			0	0	1056	0	0	0						0				0	0	0	0	0			25	1	0	0	0	0	38	0			0	0	993	94	0	0	0	0				
12656	0	0	0	0	0	0	0	0	3	0			0	0	10	0	0	0						0				0	0	0	0	0			0	0	10	2	1	0	0	0			0	0	0	0	0	0	0	0				
12937	0	0	0	0	0	0	0	0	1	0			0	0	31	0	0	0											0	0	0	0			0	0	31	1	0	0	0	0			0	0	0	0	0	0	0	0				
12946	0	0	0	0	0	0	0	0	180	19		0	0	0	2637	455	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	437	105	17	0	680	27			967	0	0	0	71	6	0	33	0	0		
12955	0	0	0	0	0	0	0	0	16	15			0	0	68	0	0	0											0	0	9	0			0	0	1	1	0	0	0	0			0	0	58	0	0	0	0	0				
13037	0	0	0	0	0	0	0	0	16	6			0	0	880	564	0	0											0	0	0	0			20	0	133	10	0	0	133	0			0	0	0	0	30	0	0	0				
13103	0	0	0	0	0	0	0	0	96	9		0	0	0	1467	545	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	831	87	0	0	91	0			0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0	0	0	0	0	65	2			0	46	290	182	0	0						0				45	0	0	0	0			0	0	17	15	2	0	11	0			0	0	0	0	0	0	80	0				
13457	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
14052	0	0	0	0	0	0	0	0	32	4			0	0	457	56	0	124											0	0	0	0			0	0	3	2	26	0	61	0			0	0	0	0	60	0	153	0				
14155	0	0	0	0	0	0	0	0	171	31			0	22	988	334	0	75						28				9	0	0	0	0			0	0	114	44	15	0	300	20			0	50	0	0	0	0	145	9				
14454	0	0	0	0	9	1	0	0	14	13			0	0	697	686	0	0						0				0	0	0	0	0			0	0	2	0	0	0	0	0			0	0	0	0	0	0	0	0				
14650	0	0	0	0	0	0	0	0	20	0			0	0	197	0	0	0											0	0	0	0			0	0	81	20	0	0	0	0			0	0	116	0	0	0	0	0				
14753	0	0	0	0	0	0	0	0	1	0			0	0	9	0	0	2						2				0	0	0	0	0			0	0	7	1	0	0	0	0			0	0	0	0	0	0	0	0				
14865	0	0	0	0	0	0	0	0	100	8			0	0	4459	664	0	0						0				0	0	0	0	0			2	0	10	5	0	0	295	85			417	44	140	0	520	30	2326	13				
14977	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
16337	0	0	0	0	0	0	0	0	1586	121		0	0	13	21544	2288	0	33		0	0		0	0	0		0	0	0	0	434	1			0	0	1273	388	460	1	5220	523			2013	0	8166	525	605	77	989	0	0	0		
16458	0	0	0	0	0	0	0	0	35	12			0	16	321	241	0	21											0	0	0	0			0	0	16	1	5	1	0	31			12	0	0	0	0	0	0	0				
16551	0	0	0	0	0	0	0	0	45	7			0	0	916	68	0	0											0	0	56	12			0	0	96	23	0	0	80	0			30	0	476	3	97	0	13	0				
16748	0	0	0	0	0	0	0	0	15	0			0	0	105	0	0	0						0				0	0	0	0	0			0	0	105	15	0	0	0	0			0	0	0	0	0	0	0	0				
16944	0	0	0	0	0	0	0	0	3	0			0	0	33	0	0	0											0	0	0	0			0	0	33	3	0	0	0	0			0	0	0	0	0	0	0	0				
16953	0	0	0	0	0	0	0	0	1	1			0	0	106	37	0	0						0				0	0	0	0	0			0	0	33	0	0	0	0	0			0	0	0	0	36	0	0	0				
17110	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
17147	1314	27	780	35	411	9	0	0	7966	5113		0	1	134	89594	41143	0	1004		0	0		0	264	0		0	103	0	0	1144	96			23	6	3747	1009	533	72	5665	1682			6418	2	7975	62	12445	821	5843	46	0	0		
17259	0	0	0	0	0	0	0	0	54	1			0	53	111	0	0	111											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
17464	507	0	0	0	0	0	0	0	3746	1033		0	0	0	126325	18403	0	0		0	0		0	0	0		0	0	0	0	1794	107			938	84	4100	457	0	6	0	259			1936	0	90513	1110	1169	5	6706	944	0	0		
17950	0	0	0	0	0	0	0	0	51	0			0	0	392	185	0	16						16				0	0	0	0	0			0	0	26	2	0	49	0	145			0	0	0	0	20	0	0	0				
18050	0	0	0	0	0	0	0	0	82	9			0	47	280	32	0	62											0	0	0	0			0	0	125	26	0	0	0	0			41	0	20	0	0	0	0	0				
18135	0	0	0	0	0	0	0	0	14	0			0	0	153	0	0	0											0	0	0	0			0	0	0	0	0	14	0	153			0	0	0	0	0	0	0	0				
18377	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
18827	0	0	0	0	0	0	0	0	127	35		0	0	0	799	271	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	171	57	26	0	233	24			0	0	0	0	100	9	0	0	0	0		
18836	0	0	0	0	0	0	0	0	112	0			0	0	634	0	0	0											0	0	0	0			0	0	350	86	23	0	135	0			0	0	114	3	35	0	0	0				
18854	0	0	0	0	0	0	0	0	40	20			0	0	87	27	0	0						0				0	0	0	0	0			0	0	60	18	2	0	0	0			0	0	0	0	0	0	0	0				
18957	0	0	0	0	0	0	0	0	27	12			0	5	3387	3287	0	3						0				0	0	0	0	0			0	0	62	9	1	0	35	0			0	0	0	0	0	0	0	0				
19356	0	0	0	0	0	0	0	0	57	49			0	0	786	776	0	0											0	0	0	0			0	0	10	3	0	0	0	0			0	0	0	0	0	0	0	5				
19730	0	0	0	0	0	0	0	0	860	436		0	0	152	12808	700	0	392		0	0		0	0	0		0	0	0	0	1932	9			0	0	90	11	10	120	201	592			3227	0	4833	0	422	121	419	1	0	0		
19936	212	0	0	0	0	0	0	0	30	0			0	1	1364	14	0	423											14	0	0	0			0	0	99	26	2	0	56	0			0	0	486	0	74	1	0	0				
19972	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0											0	0	0	0			0	0	0	0	0	0	0	5	0		0	0	0	0	0	0	0	0				
20053	0	0	0	0	0	0	0	0	145	126			0	0	1678	193	0	0						0				0	0	0	0	0			9	0	36	0	18	0	393	0			0	1	674	0	373	0	0	0				
20370	0	0	406	0	0	0	0	0	479	71			0	0	7697	652	0	0											0	0	0	0			0	0	124	14	1	62	719	1391			2362	48	1311	33	469	250	263	0				
20512	0	0	0	0	0	0	0	0	27	2			0	0	69	0	0	9											0	0	0	0			0	0	60	23	0	0	0	0			0	0	0	0	0	2	0	0				
20633	0	0	0	0	0	0	0	0	19	1			0	0	353	266	0	0											0	0	0	0			0	0	50	9	9	0	37	0			0	0	0	0	0	0	0	0				
20857	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	1	0	0	0	0			0	0	0	0	0	0	0	0				
20866	0	0	0	0	0	0	0	0	25	15			0	0	4517	657	0	0											0	0	0	0			0	0	21	5	5	0	316	279			2524	0	455	0	265	0	0	0				
21256	0	0	0	0	0	0	0	0	0	0			0	0	88	0	0	0											0	0	0	0			0	0	4	0	0	0	0	0			0	0	84	0	0	0	0	0				
21359	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
21630	0	0	0	0	0	0	0	0	0	0			0	0	10	0	0	0											0	0	0	0			0	0	10	0	0	0	0	0			0	0	0	0	0	0	0	0				
21658	0	0	90	105	0	0	0	0	309	133			0	27	231	4	0	52						52				27	0	0	0	0			7	0	26	20	24	0	52	0			0	0	0	0	0	0	0	0				
22048	0	0	0	0	0	0	0	0	169	40			0	91	823	254	0	138						0				0	0	0	20	0			0	0	210	12	24	0	131	0			0	0	0	0	70	1	0	1				
22356	0	0	0	0	0	0	0	0	0	0			0	0	4	0	0	0						0				0	0	0	0	0			0	0	4	0	0	0	0	0			0	0	0	0	0	0	0	0				
22459	0	0	0	0	0	0	0	0	82	0			0	0	372	204	0	0											0	0	0	0			1	0	161	51	31	0	1	0			0	0	0	0	5	0	0	0				
22543	0	0	0	0	0	0	0	0	76	1			0	0	262	0	0	0											0	0	0	0			0	0	35	18	0	0	27	0			0	0	0	0	200	57	0	0				
22552	0	0	0	0	0	0	0	0	68	0			0	0	90	0	0	0						0				0	0	0	0	0			0	0	6	4	0	0	0	0			0	0	0	0	0	0	84	64				
22730	0	0	0	0	0	0	0	0	27	0			0	0	66	0	0	0											0	0	0	0			0	0	66	10	17	0	0	0			0	0	0	0	0	0	0	0				
22936	0	0	0	0	0	0	0	0	337	4		0	0	11	3249	1609	0	51		0	0		0	0	0		0	0	0	0	103	0			0	0	112	67	0	0	454	200			23	255	607	0	0	0	90	0	0	0		
22954	0	0	0	0	0	0	0	0	42	3			0	0	303	121	0	0						0				0	0	0	0	0			0	0	22	6	33	0	63	0	0		39	0	8	0	50	0	0	0				
23036	0	0	0	0	0	0	0	0	1028	528		0	0	2	24692	4461	0	11		0	0		0	0	0		0	0	0	0	0	0			0	0	262	67	87	0	4228	204			4418	30	9467	260	83	51	1558	3	0	0		
23045	0	0	0	0	0	0	0	0	0	0			0	0	12	0	0	0											0	0	0	0			0	0	1	0	0	0	11	0			0	0	0	0	0	0	0	0				
23241	63	0	10063	97	0	0	0	0	2317	415		0	0	420	91452	6065	0	18788		0	0		0	53	0		0	3	0	0	1955	137			38	4	3342	660	439	35	11770	1868			2201	73	27715	10	2183	4	5401	23	0	0		
23456	0	0	0	0	0	0	0	0	10	0			0	0	684	369	0	0						0				0	200	0	0	0			0	0	31	10	0	0	0	250			0	0	21	0	13	0	0	0				
23504	0	0	0	0	0	0	0	0	35	28		0	0	0	2093	796	0	0		0	0		0	0	0		0	0	0	0	384	1			0	0	228	1	0	5	0	323			0	0	262	0	0	0	100	0	0	0		
23540	0	0	0	0	0	0	0	0	5	2			0	0	87	22	0	0											0	0	0	0			0	0	65	3	0	0	0	0			0	0	0	0	0	0	0	0				
23643	0	0	0	0	0	0	0	0	404	52			0	346	1006	219	0	721											0	0	0	0			0	0	0	0	3	0	0	0			66	0	0	0	0	0	0	3				
23755	0	0	0	0	0	0	0	0	22	1			0	0	627	100	0	0											0	0	0	0			0	0	65	15	3	0	354	0			91	3	17	0	0	0	0	0				
23812	0	0	242	5	374	118	0	0	382	176		0	0	33	21195	2977	0	127		0	0		0	0	0		0	0	0	0	99	0			0	0	527	14	0	0	257	0			12046	0	3513	27	739	9	294	0	0	0		
24006	0	0	0	0	0	0	0	0	10	0		0	0	0	241	223	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	18	10	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
24453	0	0	0	0	0	0	0	0	3	1		0	0	2	1496	1056	0	1		0	0		0	0	0		0	0	0	0	0	0			0	0	23	0	0	0	193	16			27	0	0	0	180	0	0	0	0	0		
24659	0	0	0	0	0	0	0	0	17	16			0	0	221	172	0	0						0				0	0	0	0	0			0	0	17	1	0	0	0	32			0	0	0	0	0	0	0	0				
24668	0	0	0	0	0	0	0	0	41	10			0	0	832	75	0	0											0	0	0	0			0	0	18	31	0	0	0	0			614	0	0	0	125	0	0	0				
24855	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	1	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
24949	0	0	0	0	0	0	0	0	42	0		0	0	0	17956	1522	0	0		0	0		0	0	0		0	0	0	0	17	0			11	0	208	27	15	0	419	147			8262	0	4680	0	690	0	2000	0	0	0		
25357	0	0	0	0	0	0	0	0	28	0			0	24	105	0	0	71											0	0	0	0			0	0	34	4	0	0	0	0			0	0	0	0	0	0	0	0				
25647	0	0	0	0	0	0	0	0	21	0			0	0	326	15	0	0											0	0	0	0			0	0	2	0	0	0	0	66			143	0	0	0	100	21	0	0				
26149	0	0	0	0	0	0	0	0	1	0			0	0	21	0	0	0											0	0	0	0			0	0	0	1	0	0	0	0			0	0	0	0	0	0	21	0				
