"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							1050	2030	0	5479	5071	0	232	0	1073	45834	38226	560	40771	0	380	0	1985	0	5063	200	45834	0	0	3968	0	0	800	0	8443	29783			0	30501	30121	95	778	0	0	0	5063	
1632																																							15	6679	0	0	40168	0	13645	9703	22127	777609	648012	4361	712373	0	12021	0	60000	0	65236	1900	777609	0	0	5059	0	0	57483	0	71040	576972			0	641705	629684	794	55588	0	0	0	65236	
1669																																							13746	5584	1041	93542	36249	0	1685	84	9615	245262	202070	849	203258	0	1955	0	339	0	42004	800	245262	0	0	39723	0	0	800	0	26943	175127			0	82140	80185	681	3531	0	0	0	42004	
1829																																							40551	1886	623	0	78698	0	3126	100	12154	410683	329088	3872	370113	0	4121	8144	31492	0	40570	390	410683	0	0	36419	0	0	3100	0	68490	260598			0	269522	265401	661	0	0	0	5661	40570	
1856																																							15046	5303	0	41888	87610	0	390	0	6748	194976	125636	298	179934	0	230	98	54000	0	15042	500	194976	0	0	2	0	0	17782	0	1872	123764			0	13343	13113	-3242	24780	0	0	0	15042	
2040																																							124	3177	0	0	45967	0	3602	420	7251	221223	173831	971	202553	0	2896	0	23300	0	18670	480	221223	0	0	14345	0	0	4270	0	13535	160296			0	160506	157610	-425	3072	0	0	4451	18670	
2161																																							6500	7155	0	2	42842	0	1622	0	4229	124191	109906	1620	111526	0	562	0	0	0	12665	1000	124191	0	0	9783	0	0	1253	0	21365	88541			0	61323	60761	629	1080	0	0	0	12665	
2376																																							20804	5415	0	86181	417152	0	14729	1822	95658	1975732	1224490	25297	1781392	65	22164	0	521550	0	194275	500	1975732	0	0	198858	1536	0	7337	0	49302	1175188			-13512	1354599	1332435	1092	0	0	10055	0	194340	
2451																																							3890	1181	421	76	0	0	322	553	1868	37789	33907	56	34984	0	1262	0	1021	0	2805	50	37789	0	0	-1134	0	0	3889	324	3158	30749			0	27741	26479	0	2675	0	0	0	2805	
2554																																							2785	709	0	0	12	0	112	0	214	10370	9211	30	9241	0	70	289	0	0	1129	50	10370	0	0	104	0	0	975	0	2668	6543			0	5715	5645	0	604	0	0	0	1129	
2732																																							13131	27935	1112	0	59032	0	5386	0	6302	525623	450514	2533	453399	0	4505	0	352	0	72224	0	525623	0	0	65067	0	0	5789	0	76224	374290			0	417230	412725	1368	0	0	0	0	72224	
2750																																							203	901	0	0	11799	0	312	255	2709	54962	44152	360	49756	0	520	0	5200	0	5206	84	54962	0	0	5016	0	0	93	0	2939	41213			0	39303	38783	13	0	0	44	0	5206	
2938																																							140	12807	0	0	73118	0	11915	1256	17658	611107	520448	3649	560019	0	10447	0	29000	0	51088	2050	611107	0	0	5588	0	0	41800	0	76028	444420			0	476978	466531	1650	27682	0	0	6922	51088	
3252																																							2270	4704	0	100	65836	0	510	0	3771	151709	130382	382	134275	0	1089	0	3511	0	17434	200	151709	0	0	16039	0	0	300	0	13018	117364			0	71207	70118	895	4400	0	0	0	17434	
3458																																							1853	2651	0	2084	7500	0	385	324	575	28566	23108	179	25582	0	263	0	0	0	2984	100	28566	0	0	1680	0	0	1101	0	2857	20251			0	13413	13150	103	44	0	0	2295	2984	
3720																																							24531	4504	0	7335	39210	0	3492	46	6516	189435	154503	1539	163495	0	1641	0	5156	0	25940	2400	189435	0	0	12087	0	0	10800	87	14624	139879			0	105355	103714	653	0	0	0	2297	25940	
3953																																							9	2697	0	0	4	0	3665	305	4876	126047	104054	997	116173	0	1931	0	11122	0	9874	500	126047	0	0	5694	0	0	3680	14601	22654	81400			0	101821	99890	0	0	0	0	0	9874	
4138																																							5090	6173	0	0	32185	23	6906	4918	4463	187408	167941	349	171213	0	2766	0	1521	0	16196	300	187409	0	0	13861	0	0	1800	0	25857	142084			0	130366	127600	235	50	0	0	1402	16196	
4156																																							160	4633	0	0	36160	0	7664	618	8265	204811	160414	745	186802	0	2539	1783	25600	0	18009	1200	204811	0	0	9805	0	0	5981	179	19414	141000			0	143968	141429	1023	3920	0	0	43	18009	
4231																																							1500	11635	0	0	28835	0	1009	600	1960	127603	112609	742	113351	0	1138	0	0	0	14252	500	127603	0	0	1769	0	0	12100	0	14801	97808			0	83202	82064	-117	0	0	0	0	14252	
4437																																							4047	3680	0	630	56420	0	6024	1457	7918	257470	218193	811	233377	0	3094	0	10863	0	24093	963	257470	0	0	18881	0	0	3750	0	16083	202110			0	174132	171038	499	6256	0	0	3510	24093	
4839																																							286	6632	0	0	56007	78	6071	6311	5194	311242	250062	1559	285170	0	3519	0	27000	0	26072	1875	311242	0	0	13696	0	0	10829	0	35172	214890			0	233357	229838	-328	825	0	0	6549	26072	
5005																																							1863	21189	840	304	57636	0	7543	13458	19865	422653	324892	4468	394735	0	8634	2559	65375	0	27918	0	422653	0	0	-9219	0	0	37351	0	30721	294171			0	305083	296449	-214	947	0	0	0	27918	
5069																																							34815	3055	0	0	18884	0	18108	7261	7957	493871	387623	4045	391668	0	19337	0	0	0	102203	4500	493871	0	0	93075	0	0	4129	0	12526	375097			0	423128	403791	499	0	0	0	0	102203	
5135																																							33588	4499	0	0	20631	0	3977	280	10924	292585	235020	864	257741	0	3607	1042	21857	0	34844	651	292585	0	0	14866	0	0	19349	0	34940	200080			0	221251	217644	-22	0	0	0	0	34844	
5210																																							6263	17875	0	10057	209270	0	14626	6046	47660	946510	729810	8323	870424	0	11981	0	82787	0	76086	4798	946510	0	0	66173	0	0	5455	145	53177	676633			0	646549	634568	-340	0	0	0	49504	76086	
5331																																							11	5023	0	0	184720	0	12629	5015	10848	358400	239090	2657	328270	0	2236	0	23	0	30130	2580	358400	0	0	16192	0	0	16610	0	41240	197850			0	142390	140154	-5252	0	0	3000	83500	30130	
5461																																							6261	11584	375	0	54542	642	11822	959	11466	447668	385669	2747	404035	0	3718	0	15619	0	43633	2059	447668	0	0	36040	0	0	4241	0	115164	270505			0	353735	350017	1293	0	0	0	0	43633	
5751																																							0	1939	0	0	58672	0	236	0	4034	120623	96257	521	96778	0	1076	0	0	0	23845	600	120623	0	0	21656	0	0	700	0	7246	89010			0	51641	50565	889	5177	0	0	0	23845	
6039																																							11972	1084	0	0	4204	0	1697	1555	2518	84518	75612	423	76035	0	1006	0	0	0	8483	469	84518	0	0	2390	0	0	5600	0	10726	64886			0	61894	60888	24	600	0	0	0	8483	
6141																																							0	4394	0	12136	0	0	192	10	713	47943	43253	138	43391	0	409	0	0	0	4552	400	47943	0	0	452	0	0	3700	0	13909	29344			0	21957	21548	0	8950	0	0	0	4552	
6329																																							3954	13667	0	100	40767	0	16757	6177	15477	466651	428628	2679	431307	0	5414	0	0	0	35344	2600	466651	0	0	16970	0	0	15400	0	92736	335892			0	373532	368118	374	1634	0	0	0	35344	
6972																																							13654	16282	234	61292	40293	0	20464	0	22513	913715	771880	12568	827113	0	26150	0	41500	0	86602	2600	913715	0	0	33747	0	0	53962	0	161013	610867			0	765133	738983	-3707	0	0	0	1165	86602	
7009																																							2000	1761	0	0	330423	0	572	0	11050	588194	532792	6075	538867	0	0	0	0	0	49327	500	588194	0	0	43984	0	0	552	0	57174	475618			0	242388	242388	4291	0	0	0	0	49327	
7045																																							0	6362	0	20172	20091	0	1727	0	2445	120221	105664	475	106139	0	777	0	0	0	14082	100	120221	0	0	11383	0	0	2325	0	16620	89044			0	70201	69424	274	0	0	0	0	14082	
7157																																							0	550	0	0	16517	0	139	39	714	42787	38038	386	38424	0	192	0	0	0	4363	200	42787	0	0	3809	0	0	200	0	4034	34004			0	24480	24288	154	540	0	0	0	4363	
7456																																							63	1592	0	509	15353	0	526	30	1020	51471	45147	133	46780	0	426	0	1500	0	4691	400	51471	0	0	1165	0	0	2900	0	9741	35406			0	29992	29566	226	2812	0	0	0	4691	
7634																																							45	6201	0	14	6646	0	849	668	1155	74760	66794	203	70997	0	2900	0	4000	0	3763	200	74760	0	0	-2447	0	0	5950	0	5892	60902			0	62082	59182	60	0	0	0	0	3763	
8033																																							5241	1831	0	0	6327	0	2990	127	4186	128403	92673	1340	114756	0	897	0	20743	0	13647	774	128403	0	0	8392	0	0	4476	0	20404	72269			0	108573	107676	5	25	0	0	0	13647	
8462																																							0	13864	0	0	70109	0	365	0	1192	119276	104533	192	104725	0	458	0	0	0	14551	350	119276	0	0	12451	0	0	350	0	26810	77723			0	29154	28696	1400	5050	0	0	0	14551	
8631																																							258	2412	0	0	14053	0	1558	421	2569	54950	48266	285	48551	0	387	0	0	0	6399	500	54950	0	0	5065	0	0	800	0	15500	32766			0	33508	33121	34	558	0	0	0	6399	
9357																																							0	14462	3071	0	25172	0	955	0	6839	372708	213028	2527	312959	0	6268	23238	91300	0	59749	500	372708	0	0	7357	0	0	51847	144055	78237	134791			0	161119	154851	45	65	0	0	6104	59749	
9553																																							6369	3602	0	0	9542	0	826	0	4135	88757	69859	870	80353	0	783	0	6064	0	8404	400	88757	0	0	6800	0	0	1200	0	11153	58706			0	65066	64283	4	0	0	3560	0	8404	
9807																																							419116	20927	0	263438	77493	14	9719	121329	111606	2732522	2149421	11423	2535144	1500	61520	0	305995	0	195878	20000	2732522	0	0	133123	0	0	112272	0	54446	2094975			0	1770400	1708880	-69517	0	0	0	68305	197378	
9955																																							23398	3905	673	0	21517	0	1770	0	2085	104266	83921	150	92771	0	730	0	8700	0	11495	110	104266	0	0	8160	0	0	3023	0	16274	67647			0	51648	50918	202	0	0	0	0	11495	
10157																																							36	1573	0	98	9757	0	205	600	1852	34416	30187	163	30800	0	1907	0	450	0	3616	250	34416	0	0	756	0	0	2560	0	7357	22830			0	22202	20295	50	0	0	0	0	3616	
10250																																							581	11025	0	0	46528	0	12545	10857	8710	493997	417590	1203	452293	0	6283	0	33500	0	41704	1500	493997	0	0	11327	0	0	28200	0	47886	369703			0	378099	371816	677	31935	0	0	0	41704	
10849																																							6112	4705	0	58225	231	0	4224	7326	9427	322159	272488	732	295360	0	6069	694	22140	0	26799	16	322159	0	0	15286	0	0	11496	0	24285	248204			0	237284	231215	1	0	0	0	0	26799	
10858																																							9210	10289	0	0	55140	0	6466	864	10004	423239	327974	3127	387326	0	9752	2957	24965	0	35913	2500	423239	0	0	17786	0	0	14755	1064	50189	277785			0	336997	327245	872	0	0	0	31260	35913	
11145																																							2615	4876	0	0	17548	85	5054	1341	2862	161738	134788	461	145165	0	1783	450	9916	0	16573	1000	161738	0	0	11258	0	0	4000	54	18531	116257			0	127336	125553	315	1300	0	0	0	16573	
11640																																							1188	8644	0	0	77988	0	5791	658	15314	312203	254992	1950	284442	0	2374	0	27500	0	27761	650	312203	0	0	5014	0	0	21420	0	40708	214284			0	198994	196620	677	6000	0	0	0	27761	
11837																																							941	1316	0	0	59536	0	1021	1760	2846	112226	94606	114	101720	0	1220	0	7000	0	10506	314	112226	0	0	-158	0	0	10686	0	4999	89607			0	46026	44806	-336	0	0	0	0	10506	
12030																																							7999	8811	144	999	5622	0	3370	3060	9215	322120	286464	2347	288811	0	9867	721	0	0	33309	300	322120	0	0	32716	0	0	300	0	28190	258274			0	288103	278236	-7	3943	0	0	0	33309	
12142																																							2377	8197	0	1167	34413	0	6491	0	3355	159142	129653	1603	140294	0	1741	0	2000	0	18848	1250	159142	0	0	4637	0	0	13250	0	37289	92364			0	99933	98192	-289	4950	0	0	7038	18848	
12245																																							37	2763	0	0	31742	0	1626	210	1724	121279	97323	963	108571	0	1153	0	7900	0	12708	1419	121279	0	0	7228	0	0	3581	0	14447	82876			0	84330	83177	480	0	0	2385	0	12708	
12311	942596	743687	486108	0	8174270	0	489318	138974	3696026	51111245	581538	47692839	597538	1464576	388920	2443673	1551512	2820868	39999	51111245	273842	234026	-2259967	219443	0	5204188	461648		0	36560989	35096413	-163352	0	850485	3418406	1775249	0	1775249				0	8174270					51111245	40255556		47692839				2443673					273842	234026						2808199	37447357							0	0	800	850485		
12647																																							359	18355	0	7224	0	0	4265	239	1507	100217	84990	209	91399	0	752	0	6200	0	8819	125	100218	0	0	1429	0	0	7265	0	16890	68100			0	69020	68268	0	0	0	0	0	8819	
12656																																							105	278	0	708	0	0	208	0	243	14388	13064	84	13148	0	212	0	0	0	1240	72	14388	0	0	780	0	0	388	0	2030	11034			0	12028	11816	0	1030	0	0	0	1240	
12937																																							14962	4299	0	0	860	0	11683	0	2490	199107	164711	1361	166072	0	1255	0	0	0	33035	750	199107	0	0	26963	0	0	5250	0	23645	141066			0	166068	164813	72	0	0	0	0	33035	
12946																																							2089	9194	2120	0	71771	33	11546	2670	20790	647856	554630	5391	582149	0	7176	9959	19338	0	65707	1	647856	0	0	48378	1123	0	17119	101	61137	493493			0	523636	516460	209	0	0	2790	0	65707	
12955																																							12960	1437	0	3251	8	0	2934	357	1712	136121	116662	440	123902	0	992	0	6800	0	12219	1567	136121	0	0	2419	0	0	8233	2896	21221	95440			0	104833	103841	0	6725	0	0	0	12219	
13037																																							85	4702	1163	0	37559	0	4611	105	3978	158222	133477	312	133789	0	2041	7116	0	0	24433	900	158222	0	0	5886	0	0	17314	0	26116	107361			0	97057	95016	333	3887	0	0	0	24433	
13103																																							1316	11270	4345	814	200605	0	15798	229	37606	1166343	843110	17854	1004670	695	9705	4198	136360	0	160978	500	1166343	0	0	126465	0	0	34019	641	31434	811676			0	898932	889227	-6	294	0	0	7346	161673	
13251																																							1483	2566	0	0	6664	0	106	169	979	36573	32743	194	32937	0	599	0	0	0	3637	25	36574	0	0	1769	0	0	1725	0	3761	28982			0	20320	19721	118	4885	0	0	0	3637	
13457																																							900	496	0	0	3144	0	14	0	1719	20155	14624	130	14754	0	114	0	0	0	5401	50	20155	0	0	5271	0	0	50	0	2388	12236			0	11586	11472	30	2410	0	0	0	5401	
14052																																							3825	1924	0	0	7995	0	2146	334	2364	70493	62645	227	63872	0	738	0	1000	0	6621	1000	70493	0	0	3930	0	0	1500	0	8370	54275			0	48529	47791	191	4114	0	0	0	6621	
14155																																							0	1704	0	0	6132	0	6122	1805	4346	114365	88736	640	101126	0	1414	0	10800	0	13239	176	114365	0	0	12786	0	0	160	0	13232	75504			0	95392	93978	117	278	0	950	0	13239	
14454																																							2364	762	0	2285	5127	0	445	0	438	23064	19313	110	20423	0	592	696	1000	0	2641	75	23064	0	0	-402	0	0	3696	0	3132	16181			0	11539	10947	-728	0	0	0	0	2641	
14650																																							1797	1345	0	2400	31	0	259	0	1752	25935	22846	326	23172	0	187	94	0	0	2763	200	25935	0	0	2262	0	0	300	0	6389	16457			0	16126	15939	1	2318	0	0	0	2763	
14753																																							873	2304	0	7248	12456	0	137	0	752	36803	33018	505	33523	0	515	0	0	0	3280	300	36803	0	0	632	0	977	1277	0	7454	25564			0	13519	13004	94	29	0	0	0	3280	
14865																																							11631	4726	616	0	32262	0	6418	1868	8827	240001	204906	1062	215968	0	3434	0	10000	0	24033	730	240001	0	0	9993	0	0	12637	0	36643	168263			0	171812	168378	673	5275	0	0	0	24033	
14977																																							15335	1094	0	69	6857	0	416	0	952	44850	37220	162	37564	0	328	0	182	0	7286	0	44850	0	0	7214	0	0	0	0	4005	33215			0	20455	20127	72	0	0	0	0	7286	
16337																																							263	10044	0	0	70442	0	19741	9755	26466	467880	406860	2988	441817	0	13007	0	29000	0	26063	350	467880	0	0	16013	0	0	8500	0	44026	362834			0	326117	313110	1200	18059	0	0	2969	26063	
16458																																							26207	1603	0	24766	64309	0	11005	0	3108	275717	242852	1027	244124	0	2106	0	245	0	31593	941	275717	0	0	27755	0	0	2059	312	15887	226965			0	146291	144185	838	222	0	0	0	31593	
16551																																							575	7085	0	240	14802	0	2891	2656	7231	164190	126157	281	147246	688	2365	2438	20808	0	16256	175	164190	0	0	9251	0	0	6576	207	17547	108610			0	127040	124675	254	1390	0	0	0	16944	
16748																																							1517	2502	414	6415	11613	0	712	60	2326	54742	46432	550	48982	0	448	0	2000	0	5760	400	54742	0	0	2482	0	0	2600	207	9844	36587			0	27829	27381	278	1595	0	0	0	5760	
16944																																							0	5269	0	0	12414	0	122	110	453	34076	29789	153	29942	0	225	0	0	0	4134	1000	34076	0	0	1544	0	0	1500	0	4285	25504			0	15933	15708	90	0	0	0	0	4134	
16953																																							7837	2813	0	110	8284	0	95	150	472	32901	27582	110	27692	0	125	0	0	0	5209	100	32901	0	0	2674	0	0	2400	0	6173	21409			0	13065	12940	35	200	0	0	0	5209	
17110																																							5836	3804	0	100	12721	0	1705	0	2901	109412	91953	1697	93650	0	720	0	0	0	15762	300	109412	0	0	8476	0	0	6986	0	0	91953			0	83065	82345	0	0	0	0	0	15762	
17147																																							74293	76101	16682	149509	411684	513	47447	14879	237816	4449416	3571215	18433	3924050	0	92131	132452	208715	0	525365	10870	4449415	0	0	105548	0	125	414022	8036	522991	3048225			0	3269789	3177658	-5200	102346	0	0	125687	525365	
17259																																							3	788	0	5	25426	0	994	96	2503	64427	51363	1213	57276	0	190	0	3500	0	7151	769	64427	0	0	4888	0	0	769	0	6675	44689			0	34777	34587	725	25	0	1200	0	7151	
17464																																							320167	38199	10336	2008	133755	1332	37367	28860	107835	2169885	1817992	24851	2081136	0	58586	0	238293	0	88749	750	2169885	0	0	10005	0	0	76340	411	206179	1611813			0	1547265	1488679	1654	936	0	0	0	88749	
17950																																							31	5286	0	173	98169	0	5805	0	4988	259931	219112	2235	236520	0	1800	1695	7173	0	23411	725	259931	0	0	9464	0	0	12050	0	29480	189632			0	145584	143784	1172	0	0	8000	0	23411	
18050																																							5437	11621	739	18526	66417	0	12996	464	3795	310060	268763	3117	272428	0	2240	0	548	0	37632	1214	310060	0	0	26731	0	0	7671	109	75759	193004			0	186646	184406	2016	5550	0	0	0	37632	
18135																																							2106	3545	0	0	50513	0	12634	225	8388	237957	179598	597	220274	0	1341	0	26095	0	17683	456	237957	0	0	11583	0	0	6056	3018	43921	135677			0	142869	141528	-412	16000	0	0	13984	17683	
18377																																							11634	3	0	0	8055	0	610	0	440	38720	35697	186	35883	0	152	0	0	0	2837	0	38720	0	0	2682	0	0	0	0	0	35697			0	18130	17978	155	0	0	0	0	2837	
18827																																							33325	4333	1882	0	60296	494	4106	1112	4727	365301	311075	1331	326406	0	2907	0	14000	0	38895	528	365301	0	0	32327	0	0	7248	0	39553	271522			0	257933	255026	-1208	0	0	0	0	38895	
18836																																							6038	2665	0	0	8986	0	4003	2474	6625	159676	139301	1358	146034	0	1700	0	5375	0	13642	180	159676	0	0	11610	0	0	1676	0	18291	121010			0	126236	124536	176	4349	0	0	0	13642	
18854																																							9042	1905	0	0	11537	0	2070	1101	2017	111276	97014	254	102468	0	773	0	5200	0	8808	40	111276	0	0	4676	0	0	4060	0	11203	85810			0	84258	83485	32	119	0	0	0	8808	
18957																																							2992	779	0	0	5065	0	266	63	543	35272	32733	59	34117	0	552	0	1325	0	1155	200	35272	0	0	230	0	0	805	0	3676	29058			0	26004	25452	-80	112	0	0	0	1155	
19356																																							37	2445	0	0	32637	0	828	1560	1411	80088	68635	1314	72094	0	874	0	2145	0	7994	2025	80088	0	0	2816	0	0	3200	0	10844	57791			0	40933	40059	-47	1111	0	0	0	7994	
19730																																							202025	37314	6293	6407	81147	0	69628	11845	114557	2381549	1997553	17989	2129226	0	42606	17847	113684	0	252323	4083	2381549	0	0	89727	0	0	156304	6061	352487	1645066			0	1868182	1825576	2209	2849	0	0	0	252323	
19936																																							6270	12046	0	4020	23365	0	6419	1881	7007	228866	199283	712	210406	0	3607	0	5000	0	18460	420	228866	0	0	7739	0	0	9781	0	65867	133416			0	152300	148693	520	19165	0	0	5411	18460	
19972																																							12028	37	0	13680	0	0	289	0	2967	62503	49947	682	50629	0	240	0	0	0	11874	0	62503	0	0	620	0	0	11254	0	62	49885			0	33742	33502	0	0	0	0	0	11874	
20053																																							7245	2492	364	0	11294	0	415	1305	1815	76715	65515	237	68754	0	904	1320	3002	0	7961	150	76715	0	0	1747	0	0	6053	0	9858	55657			0	49746	48842	11	1623	0	0	0	7961	
20370																																							1012	32091	0	0	4141	0	6328	7078	8741	215975	194427	1494	200921	0	4393	0	5000	0	15054	2866	215975	0	0	-6996	0	2757	16346	307	19087	175340			0	160670	156277	81	0	0	0	0	15054	
20512																																							2476	2606	0	250	42554	0	748	50	5155	108098	85242	3784	99026	0	629	0	10000	0	9072	410	108098	0	0	7652	0	0	775	0	13560	71682			0	51888	51259	235	3000	0	0	0	9072	
20633																																							845	4421	0	8830	32374	0	6730	571	11535	299873	267181	2078	275259	0	2530	0	6000	0	24614	1106	299873	0	0	22891	0	0	1394	0	24577	242604			0	223732	221202	-777	13365	0	0	0	24614	
20857																																							66	33006	0	0	91096	0	1424	0	3090	183293	164121	182	168044	0	364	142	3741	0	15249	200	183293	0	0	4637	0	0	8300	0	113936	50185			0	54833	54469	2112	0	0	0	0	15249	
20866																																							4476	4516	0	0	15341	0	9715	7485	11760	257515	233081	1130	244534	0	7807	0	10323	0	12981	861	257515	0	0	2192	0	0	9955	175	16284	216796			0	206439	198632	-27	5415	0	0	0	12981	
