"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	
37	963	180	47	0	1126	390	0			0	0	
242	167	0	3	0	164	0	0			0	0	
279	527	230	5	0	444	152	0			0	0	
354	196	0	15	0	193	12	0			0	0	
457	436	406	10	0	217	197	0			0	0	
505	4348	900	38	0	3766	356	0			0	0	
1155	2207	1420	14	0	1838	1065	0			0	0	
1351	1120	292	26	0	1120	318	0	0	0	0	0	
1454	2943	600	357	0	2123	137	0			0	0	
1557	380	0	0	0	380	0	0	0	0	0	0	
1632	12021	31839	552	3512	10419	27277	0			0	0	
1669	1955	242	68	0	1951	306	0			0	0	
1829	4121	360	102	0	3937	278	0			0	0	
1856	229	48	51	0	132	2	0			0	0	
2040	2895	599	123	0	2525	352	0			0	0	
2161	562	47	20	0	558	63	0			0	0	
2376	22163	9555	3	0	18907	6302	0			0	0	
2451	1262	892	155	0	498	283	0			0	0	
2554	70	38	1	0	33	2	0			0	0	
2732	4505	5800	29	0	4064	5388	0			0	0	
2750	520	170	16	0	425	91	0			0	0	
2938	10447	20047	508	0	8610	21204	2486			0	0	
3252	1089	550	337	0	1006	804	0			0	0	
3458	263	650	11	0	318	716	0			0	0	
3720	1641	217	11	0	1565	152	0			0	0	
3953	1931	2300	38	0	1371	1778	0			0	0	
4138	2766	2200	148	0	3912	3494	0			0	0	
4156	2539	2152	385	0	1695	1693	0			0	0	
4231	1138	833	76	0	1060	831	0			0	0	
4437	3094	2400	60	0	2539	1905	0			0	0	
4839	3519	1964	8	0	3242	1695	0			0	0	
5005	8634	10912	24	0	3663	5965	0			0	0	
5069	19337	15000	0	0	9204	4867	0			0	0	
5135	3607	1840	18	0	3521	1772	0			0	0	
5210	11981	4750	186	0	7393	348	0			0	0	
5331	2236	1675	178	0	1650	1267	0			0	0	
5461	3718	1515	328	0	3471	1596	0			0	0	
5751	1076	764	1	0	950	639	0			0	0	
6039	1006	1696	9	0	1165	1864	0			0	0	
6141	409	60	37	0	402	90	0			0	0	
6329	5414	8964	798	0	4564	8912	0			0	0	
6972	26150	24260	1294	0	32112	31516	0			0	0	
7009	0	0	0	0	0	0	0			0	0	
7045	776	298	32	0	749	303	0			0	0	
7157	192	0	3	0	204	15	0			0	0	
7456	426	99	6	0	321	0	0	0	0	0	0	
7634	2900	3901	26	0	782	1809	0			0	0	
8033	897	12	58	0	852	25	0			0	0	
8462	458	115	89	0	382	128	0			0	0	
8631	387	163	16	0	384	176	0			0	0	
9357	6268	1925	29	0	5471	1157	0			0	0	
