"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF588	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF600	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCON1288	RCON1420	RCON1460	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF588	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF600	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RIADG377	
56427																																																										0	3012	595		50		211	301			1973	0	2683	0	1239	39222	0	0	0	24126	1423	8458	1010	1013	6667	1271	554	7316	7044	1572	3518	2439	3231	3189	1119								0	0			0	0	943	1008	1959	0			0			138	123																									0	0	0	0	0	0	0	0	0	0	0	0		0		
56548																																																										0	13780	83042		92		9213	224			13618	10708	3990	0	5470	322914	0	0	0	51522	9716	3600	64369	3645	7029	25454	13398	328	481	34294	36014	109235	68039	21128	652								1168	0			0	0	2560	16517	45854	55664			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
56557	1225081	16254	4201	0	458244	0	12256	0	5901	1737162	0	20591	830666	789575	101041	249891	345892	100547	19362	0	0	0	0	0	0	0	0		0	0	0	15225													0	0	0	0	0	0	0	0	0	0	0	0	667331	0	2324	40362	1	16254	16253	4201		458244	0	458244	92216	12256	0	5901	1737162	0	15225		79535	10913	25856		20840	19609	12427	17013	1320	4576							0			0	0			0	0					132656	149686	389764	327625			0			0	2922																																					60256		308	
56717																																																										0	1690	1389	0	863	863	1426	0	42526	0	42526	8657	12189	0	6519	410012	1166	0	663	59312	17085	22071	54137	1990	12028	7306	4689	21580	11718	70965	124111	76170	21427	39090	12582	0	0	0	0	0	0	0	0	680	0		0	0	7713	8626	206226	36277	0	0	0			0	315																									0	0	0	0	0	0	0	0	0	0	0	0		352657		
57040																																																										0	14904	845		105		7134	0			5749	757	5571	0	2081	49962	0	0	0	7754	701	1766	14588	753	906	4458	1479	50	0	4997	7932	15481	11940	491	186								69	0			0	0	211	513	0	3568			0			0	137																									0	0	0	0	0	0	0	0	0	0	0	0		0		
57228																																																										0	5026	5270		80		30	4919			22676	10493	12991	0	0	189675	0	0	432	41838	19332	31083	26690	2324	9690	11189	14554	2425	1022	28693	9042	29747	47261	12859	16771								0	204			0	0	4269	2928	32833	31705			0			1475	272																									0	0	0	0	0	0	0	0	0	0	0	0		0		
57255																																																										0	3077	787		3559		11417	0			6953	0	9657	0	0	51072	0	0	0	8057	0	1909	21655	784	1121	2335	3478	334	0	16982	5105	10828	9313	273	0								0	0			0	0	665	66	6825	9			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
57451																																																										0	4161	8118	0	39	39	3652	4102	48456	0	48456	9481	7260	0	4136	231483	0	143	0	57560	3419	9313	80299	5380	9670	13270	13734	14905	80	63571	24336	41860	25111	16862	0	0	0	0	0	0	0	0	376	255	0		0	0	4219	12816	42823	24569	0	143	0			2292	239																									0	0	0	0	0	0	0	0	0	0	0	0		52643		
57572																																																										0	0	1686		0		1186	0			1000	3361	1032	0	0	37193	0	0	0	25230	1584	2227	855	437	635	1684	841	4308	16879	4314	931	1692	2386	1004	1466								0	0			0	0	589	0	1422	103			0			0	533																									0	0	0	0	0	0	0	0	0	0	0	0		21109		
57956																																																										0	6147	828		1080		20479	0			40227	73	6091	0	4156	96027	0	0	2089	8580	379	4479	34325	856	882	1155	4674	900	113	41674	6011	13559	9966	15040	1198								0	62			0	0	549	0	3575	3801			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		25353		
58074																																																										0	0	567		389		0	3123			8480	10042	10838	0	0	155212	0	0	0	109411	2788	63554	34911	2801	19487	25712	3356	32890	19605	8868	3755	12670	6752	6309	2461								0	75			0	0	2033	485	119	9985			0			712	0																									0	0	0	0	0	0	0	0	0	0	0	0		48285		
58207																																																										0	82	4715		22		559	0			24701	6779	3050	0	1816	164510	0	0	0	36947	511	18894	10145	1295	2476	10538	1143	8372	12974	16371	21555	41567	20388	11426	14556								0	0			0	0	3672	6813	41127	33716			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		23874		
58225																																																										0	862	0		159		787	107			8972	6981	18189	0	3375	193438	0	0	0	105476	2784	25918	10422	2161	4332	11077	12319	23259	51793	8118	6576	22640	22011	14208	12547								0	121			0	0	1751	2555	6295	35131			0			348	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
58243	3466404	81532	201	524	760312	0	25161	0	22655	4429692	0	850	1903398	1011206	758185	852367	633774	218650	29833	0	1500	0	0	0	7192	29513	1937		0	0	0	35222													0	0	0	0	0	0	0	0	0	0	0	0	764191	1500	11468	139645	13259	81532	68273	201		760312	0	760312	397553	25161	0	22655	4429692	0	35222		695611	80902	307684		10324	123684	184556	149397	124824	82991							1500			0	0			7192	29513					98515	784540	699597	558573			0			4019	31980																																					152404		1323	
58355																																																										0	846	0		9		2108	0			174	0	649	0	0	3809	0	0	0	11	0	0	3183	0	4	7	0	0	0	1247	1932	352	213	54	0								0	0			0	0	0	0	12	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
58551																																																										0	9456	0		455		8354	0			4762	0	6269	0	0	58476	0	2619	0	13379	0	13379	16169	9048	1070	1002	597	719	823	23060	9153	2640	5034	2320	2887								0	0			0	0	0	0	0	13182			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
58636																																																										0	1019	359		316		395	0			17037	4757	45238	0	21	148388	110	0	105	28068	545	2358	27087	2557	3604	3953	7809	9828	93	16995	13058	25882	44056	18913	48								815	224			0	0	2775	18987	10659	17283			0			0	225																									0	0	0	0	0	0	0	0	0	0	0	0		45444		
58757																																																										0	7831	0		3		6880	0			2576	154	1156	0	1384	37833	0	0	0	3695	560	0	12176	246	173	2067	275	807	114	6174	6058	15957	3349	1746	144								0	0			0	0	748	0	3556	9290			0			0	120																									0	0	0	0	0	0	0	0	0	0	0	0		3687		
58971																																																										0	37868	47283	0	19988	19988	71864	833	735102	0	735102	269326	42203	0	55002	3006545	7178	0	94367	280901	50406	167241	1480722	30947	57277	51578	46057	59937	28851	1029742	558390	391787	500177	147764	5041	0	0	0	0	0	0	0	15696	29218	0		12781	8121	93270	512890	369673	383033	0	0	0			1219	5499																									20205	24807	4602	8184	10382	2198	8743	10823	2080	0	0	0	325306	24096	955	
59316																																																										0	935	425	0	114	114	60	0	16376	0	16376	13674	12592	0	8625	363593	0	0	0	114811	16291	11480	28431	455	3784	5636	4737	43103	56035	60015	20057	41991	45438	45863	31563	0	0	0	0	0	0	0	0	325	0		0	0	7037	7368	84895	80065	0	0	0			0	145																									0	0	0	0	0	0	0	0	0	0	0	0		330398		
59352																																																										0	9416	417		993		9503	0			20281	0	4843	0	3298	101882	0	0	0	11414	641	9345	30573	681	1692	7825	440	366	410	41405	13961	22978	4626	3788	3598								0	0			0	0	923	5231	15786	19136			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
59679																																																										0	0	0		0		0	0			7	0	524	0	0	19193	139	0	0	17617	470	3492	1146	149	2620	2325	1159	5681	5687	489	508	218	248	165	83								0	0			0	0	165	0	0	549			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
59754																																																										0	72	0		33		431	0			1828	0	1918	0	0	8333	0	0	0	2434	0	1673	3120	846	3	129	500	518	437	2040	1245	663	1384	385	160								0	0			0	0	131	0	86	1400			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
60143	18097346	1643674	8219	16873	19454466	1104670	349915	0	73951	42189723	0	1338139	25913045	31501012	1664733	2781979	1491662	1515739	419435	0	52350	250	0	521	5456	260227	126166		32217	12989	0	1138678													0	0	0	0	0	0	0	0	0	0	0	0	13372652	53121	53229	446192	25084	1643674	1618590	8219		19448029	315497	19763526	1668843	349915	0	73951	41281842	0	1138678		1701945	480138	957331		157899	165084	356428	264077	228206	478275							52350			250	521			5456	260227					554398	3537406	6609522	2933402			0			10612	6724																																								
60330																																																										0	34102	1355	1795	8606	6811	664	125	43111	0	43111	7310	16069	0	6691	377125	0	0	0	82674	2769	46960	96215	5030	12277	17278	21012	14421	11219	27903	65870	35789	101237	46474	5119	0	0	0	0	0	0	0	551	442	0		0	0	6061	41045	86843	38832	0	0	0			1743	2981																									0	0	0	0	0	0	0	0	0	0	0	0		0		
60433																																																										0	6057	926		7		0	0			322	2287	786	0	0	49179	0	0	0	14946	469	999	8634	442	1260	6858	5431	100	0	9176	4372	5345	12449	2796	0								0	1			0	0	2378	6441	6375	8184			0			164	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
60545																																																										0	19741	111		23		22546	0			14159	0	3572	0	1438	88022	0	0	0	19993	754	0	28135	95	1277	2301	15566	754	0	19573	9829	5605	27313	4978	731								0	52			0	0	650	39	4041	903			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
60554																																																										0	5308	0		144		10677	0			5906	558	1785	0	0	33902	0	0	0	3456	0	0	14747	51	553	2157	570	27	0	11289	2854	8430	4238	3422	133								167	0			0	0	0	1822	0	4079			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
60648																																																										0	11421	1947		36		4964	0			15772	6705	4377	0	11653	176851	239	0	0	70067	1448	41092	15358	1619	6360	14322	12748	27671	6732	28451	22336	25560	16383	13181	794								801	93			0	0	1862	271	31933	13740			0			331	372																									0	0	0	0	0	0	0	0	0	0	0	0		63771		
61122																																																										0	24595	23903	155	3284	3129	820	18755	76629	0	76629	80844	104025	0	2937	1123807	0	0	0	291295	10105	126761	41880	388	34925	53783	41100	26671	130723	79340	127382	232790	165988	81254	102879	0	0	0	0	0	0	0	0	2651	0		0	0	74368	136070	118724	173557	0	0	0			3405	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
61355																																																										0	34151	4627	0	224	224	26857	0	53767	0	53767	19966	27483	0	93	426483	0	958	0	35511	13429	772	102228	10739	1910	3399	6337	11678	696	200984	17673	64099	72446	22795	3046	0	0	0	0	0	0	0	24676	350	0		25432	17902	5809	36927	70488	71167	0	958	0			0	0																									41638	55207	13159	3711	6341	2527	465	865	392	0	0	0		86994		
61476																																																										0	0	3960		0		0	0			0	7061	511	0	0	115354	569	0	0	72737	904	44262	8507	6488	15943	14660	12954	10587	10164	19860	1800	3490	13864	2268	657								0	41			0	0	11085	5044	6199	8381			0			973	547																									0	0	0	0	0	0	0	0	0	0	0	0	9153	0	147	
61533																																																										0	12317	35957	0	355	355	0	7945	59951	0	59951	5574	2201	0	0	407831	392	0	0	21386	408	7890	118356	2025	2821	2079	6504	1615	2639	75281	38229	90515	57588	15653	3639	0	0	0	0	0	0	0	0	0	0		0	0	1946	159227	45573	63328	0	0	0			379	5925																									0	0	0	0	0	0	0	0	0	0	0	0	49281	97867	741	
61757																																																										0	5918	10702		9		2605	0			14076	4959	1007	0	188	139591	0	0	0	4074	2004	0	21453	340	527	2348	75	669	115	8054	16678	89652	17745	2654	324								0	171			0	0	389	5623	40668	47198			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
61832																																																										0	13845	1716		66		1559	200			5266	5863	4067	0	2500	159418	0	0	0	57147	4248	16699	30701	2354	4869	14438	16962	2457	13648	6288	17190	26394	38276	1627	318								0	529			0	0	4310	20758	24923	12621			0			983	4981																									0	0	0	0	0	0	0	0	0	0	0	0		50139		
61953																																																										0	0	0		0		56	0			8347	0	7393	0	0	31987	0	77	0	11003	873	0	5002	112	119	1023	1024	8579	58	4172	2206	4706	4107	5449	0								0	0			0	0	2440	0	1501	297			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
62044																																																										0	298	286		1		273	0			1732	0	2463	0	0	11431	0	0	0	5313	0	1392	2743	460	260	1505	878	1317	892	461	1562	1760	916	1359	61								0	0			0	0	0	58	287	720			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		
62110																																																										0	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
62147																																																										0	2322	297		0		690	2858			3373	2803	1281	0	1468	48126	10	0	0	7729	1473	2591	14012	231	2447	3339	721	262	632	6771	7868	17226	5926	451	4								273	47			0	0	2069	3586	9208	11517			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63050																																																										0	2998	631		0		3122	0			4674	0	11526	0	0	72014	0	5558	0	27663	3561	1125	19890	2698	2661	3660	16568	1843	195	10808	3723	6650	15714	7091	0								0	0			0	0	1141	788	7401	2951			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
63069	9104622	32769	4919	0	4020897	393	401973	0	26463	13998729	0	437207	3435696	3543804	1718794	1782488	1025258	1546214	529056	0	0	0	0	0	24160	3800	0		0	0	0	378733													0	0	0	0	0	0	0	0	0	0	0	0	5855648	0	47285	1319880	0	32769	32769	4919		4020897	393	4021290	734182	401973	0	26463	13998729	0	378733		3479360	61569	1803008		41891	76093	264523	619708	1104867	1357326							0			0	0			24160	3800					171524	857245	1307807	1125770			0			0	12212																																								
63078																																																										0	9787	21594	0	2560	2560	3583	0	75760	432	76192	52441	116571	0	1359	817084	0	0	0	52953	19031	25542	151501	5929	6545	17306	6204	10675	6030	146632	89390	170053	188787	147090	19047	0	0	0	0	0	0	0	2966	3981	1386		0	0	13173	104748	180714	155431	0	0	0			0	388																									0	0	0	0	0	0	0	0	0	0	0	0	32556	277955	190	
63201																																																										0	964	0		9		2212	0			6068	1105	4624	0	0	57132	0	0	0	34148	420	0	10158	351	15	342	901	16277	16262	7430	2362	1895	2787	6249	2261								0	40			0	0	955	0	6587	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
63359																																																										0	0	2425		0		0	0			68107	0	5234	0	0	106559	0	0	0	8271	390	0	50330	0	25	127	163	3589	4367	21114	29225	3565	2763	30699	4836								0	40			0	0	0	0	6390	15702			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
63573																																																										0	0	6872	0	0	0	0	0	22969	0	22969	21369	164	0	0	281710	163	0	0	46574	268	24731	99108	522	9102	11792	10710	8144	5931	51996	37488	56168	53487	21413	6249	0	0	0	0	0	0	0	0	0	0		0	0	57620	3362	64615	58060	0	0	0			5508	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63733																																																										0	22538	4371	0	0	0	7359	0	17676	0	17676	7600	27059	0	5429	202990	650	0	0	67954	658	48956	67620	5820	12459	42978	3219	2324	1093	34028	34023	29447	11551	18500	7772	0	0	0	0	0	0	0	0	65	0		0	0	5376	6687	24494	6374	0	0	0			0	15																									0	0	0	0	0	0	0	0	0	0	0	0		86773		
63742																																																										0	0	7093		220		545	0			52301	9060	3966	0	725	153273	0	0	0	11142	2495	0	44306	2110	2316	2445	1417	898	1916	54634	15037	38294	23950	3271	4905								0	0			0	0	3213	1907	44943	15663			0			0	40																									0	0	0	0	0	0	0	0	0	0	0	0		9974		
63751																																																										0	581	0		23		48	0			96	0	579	0	0	6294	0	0	0	4506	12	0	1248	259	609	1296	1057	495	788	101	290	554	802	43	0								0	0			0	0	188	0	9	252			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		697		
64150																																																										0	3720	4357		0		9333	973			9685	2549	1912	0	0	68550	0	5566	25	8459	652	1110	24806	3107	1096	1225	546	219	2266	11155	12640	8549	8833	11971	6943								0	93			0	0	4334	4815	6597	6478			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
64543																																																										484	5479	22602	0	85	85	1132	4703	40591	0	40591	4311	6780	0	3646	323604	0	1976	0	73043	3863	25700	75829	4690	7655	24075	7720	8544	18125	48514	28382	62283	47238	21237	30484	484	0	484	0	0	0	0	0	0	0		0	0	20466	26893	53357	58896	0	1976	0			478	484																									0	0	0	0	0	0	0	0	0	0	0	0	25864	0	156	
64552																																																										0	271	900		417		0	0			5158	192	2278	0	0	70222	0	187	0	26773	734	2591	30883	17630	1806	4008	1478	889	857	5752	5695	19831	9488	528	2111								0	0			0	0	1285	5542	12813	13672			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		28469		
64619	275461	0	0	2144	710642	0	5592	0	0	1214143	0	20310	767219	609046	108493	161704	135071	52016	764	0	20000	0	0	0	0	7392	0		0	0	0	195056													0	0	0	0	0	0	0	0	0	0	0	0	375567	20000	0	27080	0	0	0	0		710642	0	710642	0	5592	0	0	1214143	0	195056		130857	633	60561		15657	34024	4714	4158	11747	58772							20000			0	0			0	7392					0	24277	0	92614			0			3008	0																																								
64730																																																										0	6346	2401		133		1241	0			13125	907	6107	0	885	146327	427	0	0	39348	1695	4593	23348	4903	7300	20124	2015	1653	1418	49111	18041	21861	3632	1546	10974								582	0			0	0	329	9947	14404	49304			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	35471	0	
65205																																																										0	0	0	0	5	5	0	0	0	0	0	19291	1011	0	78	433365	0	0	0	391113	17763	6736	125	2705	2973	3116	5782	89970	284169	20459	44	555	1390	12191	7482	0	0	0	0	0	0	0	0	0	0		0	0	1978	232	1894	0	0	0	0			193	473																									0	0	0	0	0	0	0	0	0	0	0	0		0		
65241																																																										0	27427	3647		71		8602	0			9243	562	1276	0	202	107444	0	2284	0	21306	1969	14807	23588	659	3297	7466	6932	1107	256	23661	6578	22960	22091	4706	0								0	42			0	0	5382	9347	9661	6423			0			0	1078																									0	0	0	0	0	0	0	0	0	0	0	0	0	30859	0	
65513	0	1717	0	0	0	7750	2867	0	0	18044	0	0	17610	10218	7392	266	46	122	0	0	0	0	0	5710	0	0	0		0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	0	5710	0	0	0	1717	1717	0		0	7750	7750	0	2867	0	0	18044	0	0		0	0	0		0	0	0	0	0	0							0			0	5710			0	0					0	0	0	0			0			0	0																																								
65559																																																										0	12546	4283	0	250	250	21787	0	31756	0	31756	4409	9838	0	0	193106	0	157	0	19345	2018	16333	44165	582	2479	10681	1236	1661	2706	24693	32695	47280	34752	13217	21042	0	0	0	0	0	0	0	962	842	0		0	0	7813	5366	42447	29287	0	157	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
65746																																																										0	29489	44984	0	5056	5056	2270	4868	32421	0	32421	13877	5288	0	14949	513191	162	0	32421	120497	6261	57089	158748	8384	23641	30134	17621	16624	20068	66465	75727	53931	52046	61806	35616	0	0	0	0	0	0	0	0	458	0		0	0	28186	114628	34049	60940	0	0	0			1663	1240																									0	0	0	0	0	0	0	0	0	0	0	0	116735	346771	435	
65858																																																										0	38345	16099	127	1349	1222	36934	18	171252	0	171252	41648	25914	0	9760	800413	0	636	871	140085	3757	43230	222778	6776	20107	35436	22378	49823	4974	277093	96407	137343	100523	41695	671	0	0	0	0	0	0	0	3770	3816	0		534	204	35051	23325	120966	127706	0	636	0			12	546																									0	0	0	0	0	0	0	0	0	0	0	0		309960		
66015	192467	168	0	25244	18113	51992	7783	0	0	271816	0	0	143532	54210	88325	57614	16318	47267	2130	0	0	0	0	1293	0	0	575		0	0	0	0													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51938	0	168	168	0		18113	3224	21337	0	5428	0	0	219400	0	0		2828	0	380		997	0	1175	135	521	0							0			0	0			0	0					0	50117	16437	71147			0			0	0																																					0		0	
66154																																																										0	3176	0		0		746	0			7716	0	8023	0	367	49365	0	0	0	11864	77	260	27307	746	2461	2513	3950	1569	625	12245	11855	5655	6703	511	514								0	0			0	0	6	655	10097	6638			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
66172																																																										0	0	89107	0	27	27	0	0	3848	0	3848	8533	593	0	0	470811	0	0	0	222313	1643	46051	17505	5505	17537	21996	8314	15163	152844	24969	43659	74185	80053	20209	2446	0	0	0	0	0	0	0	0	298	0		0	0	2392	1264	37306	103487	0	0	0			0	498																									0	0	0	0	0	0	0	0	0	0	0	0		0		
66275																																																										0	998	4538		1708		920	0			18373	4748	3865	0	0	96777	125	0	0	35290	1124	22500	16872	1652	382	4912	5815	3278	18100	11926	5326	9258	25314	8666	99								262	21			0	0	611	4640	16222	3582			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		29174		
66837																																																										0	8284	6836	0	150	150	881	0	16763	0	16763	8440	11529	0	0	235858	0	0	0	69485	3231	29453	75634	11583	12064	26716	6892	4760	2836	40118	36197	46769	13745	11343	2728	0	0	0	0	0	0	0	0	39	0		0	0	3291	45247	28647	33035	0	0	0			0	936																									0	0	0	0	0	0	0	0	0	0	0	0	0	66787	0	
67142																																																										0	1074	1800		28		0	417			8581	2333	3177	0	0	85807	0	0	0	41502	1620	4160	8846	1229	965	359	757	11792	26210	12822	1196	8832	10859	10011	528								0	0			0	0	1849	1189	18090	4564			0			340	339																									0	0	0	0	0	0	0	0	0	0	0	0		0		
67151																																																										0	2500	3368	257	311	54	0	0	11025	0	11025	5880	3131	0	0	294277	0	0	0	33757	4260	7985	128415	4247	9781	10507	6537	1208	843	57789	56598	51093	41690	47552	918	0	0	0	0	0	0	0	117	0	0		0	0	15620	61579	41311	111418	0	0	0			0	549																									0	0	0	0	0	0	0	0	0	0	0	0	12356	105416	534	
67209																																																										0	769	6259	0	0	0	0	0	13124	0	13124	24091	2100	0	833	468068	1023	0	0	292046	4905	110864	52473	11286	53761	21029	23528	56774	123836	59477	17151	28445	38112	16440	13208	0	0	0	0	0	0	0	0	142	0		0	0	8374	22569	49275	44604	0	0	0			0	1248																									0	0	0	0	0	0	0	0	0	0	0	0		0		
67254																																																										0	0	0		0		0	0			0	0	11	0	0	29	0	0	0	0	0	0	3	0	0	0	0	0	0	1	2	26	0	0	0								18	0			0	0	0	0	0	0			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
67311																																																										580	10307	212990	829	24462	23633	553	0	1538214	0	1538214	761720	1170305	0	23236	6936139	0	61539	0	568839	253603	213602	882782	27575	79074	51484	94943	163490	144612	2975104	238541	755939	1067034	905947	340724	22	22	0	0	558	558	0	153681	0	0		0	0	43386	441450	608801	1062473	0	61539	0			40561	10494	0	0	0	16828	0	0	0	0	0	0	0	0	0	0	0	16679	0	0	0	0	0	0	0	0	1545	1545	0	90754	100002	0	0	0	0	0	0	0		3791104		
68345																																																										0	1544	2522		858		4	0			58	0	4333	0	1434	94038	0	0	0	54419	108	910	43297	7608	7894	5687	14713	11974	5930	15205	12590	3453	3566	2039	1664								0	0			0	0	4024	15973	3607	5154			0			0	192																									0	0	0	0	0	0	0	0	0	0	0	0		0		
68448																																																										0	2222	151		0		2207	0			4678	0	3278	0	1648	48762	0	0	0	12812	2114	0	11097	704	1262	8242	1388	556	541	2130	7125	14226	7181	2159	1461								0	124			0	0	0	0	0	19528			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
68756																																																										0	6068	831		283		10683	0			13114	149	10994	0	0	111734	0	0	0	36459	3811	6884	40383	3202	6952	15594	1876	5103	2806	11351	26132	18054	10007	8285	754								0	0			0	0	9987	3497	15858	0			0			0	223																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
68831																																																										0	4167	1481		0		90	1157			7732	985	7170	0	759	59962	0	0	0	16389	512	1306	22911	449	3060	8229	2882	1666	55	10170	10460	10528	10716	1015	0								0	0			0	0	1305	4061	7974	7337			0			0	52																									0	0	0	0	0	0	0	0	0	0	0	0		0		
68840																																																										0	10615	4759		668		12640	1927			14333	6738	9177	0	441	122300	0	0	0	27460	5506	9586	34611	2011	7590	14694	1408	811	899	27420	27725	30211	4312	2168	496								187	307			0	0	2876	3459	16546	6588			0			462	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
68859																																																										0	1454	4247	0	242	242	602	690	16247	0	16247	32149	5068	0	0	219623	202	449	1613	31633	4158	17350	43473	8070	4725	9752	3674	297	3834	87245	13123	44716	20655	8248	8417	0	0	0	0	0	0	0	0	251	0		0	0	4781	42485	40840	35219	0	449	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	41	108168	0	
68943																																																										0	10964	6040		698		3141	0			3533	430	16091	0	0	78198	0	0	0	13177	384	8022	14672	833	3665	3005	2420	864	1369	4727	10363	20344	17647	2394	1179								12	46			0	0	6212	7687	1991	7792			0			0	841																									0	0	0	0	0	0	0	0	0	0	0	0	10153	35230	12	
69333																																																										0	4071	12508	1275	1672	397	1454	9	103878	0	103878	62529	27613	0	33	749435	0	194	51	164129	11437	53907	298844	24698	21132	26993	45955	42594	1523	134666	128950	61784	133021	112892	1637	0	0	0	0	0	0	0	0	0	0		0	0	14846	100851	109831	134389	0	194	0			6	551																									0	0	0	0	0	0	0	0	0	0	0	0	19902	237196	21	
69678																																																										0	15010	7306	0	702	702	17757	0	57029	0	57029	5298	8295	0	2427	298077	0	0	10739	90084	5077	82297	61424	5485	20087	24731	24173	3623	10890	43563	32922	36775	45742	33214	15034	0	0	0	0	0	0	0	3523	2366	0		0	0	1367	3473	38513	39850	0	0	0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
69847																																																										0	908	0		0		1644	0			1039	0	761	0	25	8336	0	0	0	2597	44	435	2457	0	331	106	84	1668	408	1647	479	951	1105	1234	323								0	0			0	0	0	0	0	1318			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		0		
70049																																																										0	12329	2121		0		1246	8990			11909	13144	3054	0	85	198391	0	0	0	6826	39108	6824	78394	778	544	1107	1877	673	0	43436	33636	80453	15828	6200	1519								0	176			0	0	12982	19563	33160	42688			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
70058																																																										0	4115	0		179		1164	0			4902	409	4290	0	773	39711	0	0	0	17150	312	3738	11905	788	1827	2052	4118	3377	4868	5288	4002	4563	6813	1412	82								0	0			0	0	132	6	6279	0			0			0	33																									0	0	0	0	0	0	0	0	0	0	0	0		0		
70218																																																										0	0	34866		32		0	0			2735	0	9	0	0	87975	164	0	2767	18470	1426	4468	7283	356	1502	438	1282	13806	88	9068	8294	5887	21021	24872	0								0	90			0	0	931	2096	14393	13091			0			0	0																									0	0	0	0	0	0	0	0	0	0	0	0		26547		
