RCONFT04,RCONFT05,RCONHT81,RCONHT82,RCONHT86,RCONL191,RCONL192,RCONM288,RIADHT85,IDRSSD,RCON9999
,,,,,,,,,51356,2019-03-31
,,,,,,,,,51459,2019-03-31
,,,,,,,,,51842,2019-03-31
0,0,0,0,0,,,0,0,52719,2019-03-31
,,,,,,,,,52951,2019-03-31
,,,,,,,,,53051,2019-03-31
,,,,,,,,,53752,2019-03-31
,,,,,,,,,54058,2019-03-31
,,,,,,,,,54441,2019-03-31
0,0,0,0,0,,,0,0,54656,2019-03-31
24675,8136,30819,0,0,,,72,948,54973,2019-03-31
,,,,,,,,,55336,2019-03-31
,,,,,,,,,55635,2019-03-31
,,,,,,,,,55653,2019-03-31
,,,,,,,,,55970,2019-03-31
,,,,,,,,,56258,2019-03-31
,,,,,,,,,56351,2019-03-31
,,,,,,,,,56548,2019-03-31
,,,,,,,,,56717,2019-03-31
0,0,0,0,0,,,0,0,57040,2019-03-31
,,,,,,,,,57451,2019-03-31
,,,,,,,,,58225,2019-03-31
98961,19815,91196,0,0,,,500,2409,58243,2019-03-31
,,,,,,,,,58355,2019-03-31
,,,,,,,,,58551,2019-03-31
,,,,,,,,,58636,2019-03-31
,,,,,,,,,58757,2019-03-31
27256,5449,28579,0,0,,,0,682,58971,2019-03-31
0,0,0,0,0,,,0,14,59316,2019-03-31
,,,,,,,,,59352,2019-03-31
,,,,,,,,,59370,2019-03-31
,,,,,,,,,59754,2019-03-31
14000,2000,13000,0,0,,,0,0,60143,2019-03-31
0,0,0,0,0,,,0,0,60330,2019-03-31
,,,,,,,,,60545,2019-03-31
,,,,,,,,,60554,2019-03-31
,,,,,,,,,60648,2019-03-31
,,,,,,,,,61122,2019-03-31
12523,1341,,,,,,,,61355,2019-03-31
,,,,,,,,,61476,2019-03-31
,,,,,,,,,61757,2019-03-31
,,,,,,,,,61832,2019-03-31
,,,,,,,,,61953,2019-03-31
,,,,,,,,,62044,2019-03-31
,,,,,,,,,62110,2019-03-31
,,,,,,,,,62147,2019-03-31
,,,,,,,,,62772,2019-03-31
,,,,,,,,,63050,2019-03-31
0,0,0,0,0,,,0,0,63069,2019-03-31
,,,,,,,,,63201,2019-03-31
,,,,,,,,,63573,2019-03-31
,,,,,,,,,63733,2019-03-31
,,,,,,,,,63742,2019-03-31
,,,,,,,,,63751,2019-03-31
10799,2563,,,,,,,,64150,2019-03-31
,,,,,,,,,64552,2019-03-31
,,,,,,,,,64730,2019-03-31
,,,,,,,,,65205,2019-03-31
,,,,,,,,,65513,2019-03-31
,,,,,,,,,65559,2019-03-31
8528,874,7674,0,0,,,0,203,65746,2019-03-31
,,,,,,,,,65858,2019-03-31
,,,,,,,,,66154,2019-03-31
,,,,,,,,,66275,2019-03-31
8746,3918,11383,0,0,,,0,308,66677,2019-03-31
,,,,,,,,,67142,2019-03-31
,,,,,,,,,67151,2019-03-31
,,,,,,,,,67209,2019-03-31
,,,,,,,,,67254,2019-03-31
,,,,,,,,,67656,2019-03-31
,,,,,,,,,67870,2019-03-31
,,,,,,,,,68448,2019-03-31
,,,,,,,,,68671,2019-03-31
0,0,0,0,0,,,0,0,68756,2019-03-31
,,,,,,,,,68831,2019-03-31
,,,,,,,,,68840,2019-03-31
9116,0,9631,0,0,,,0,88,69333,2019-03-31
,,,,,,,,,69678,2019-03-31
,,,,,,,,,70058,2019-03-31
0,0,0,0,0,,,0,0,70218,2019-03-31
,,,,,,,,,70414,2019-03-31
14766,2886,,,,,,,,70638,2019-03-31
,,,,,,,,,70955,2019-03-31
,,,,,,,,,71073,2019-03-31
,,,,,,,,,71318,2019-03-31
,,,,,,,,,71457,2019-03-31
,,,,,,,,,71859,2019-03-31
,,,,,,,,,72258,2019-03-31
,,,,,,,,,72351,2019-03-31
,,,,,,,,,72454,2019-03-31
,,,,,,,,,72678,2019-03-31
,,,,,,,,,73116,2019-03-31
,,,,,,,,,73152,2019-03-31
,,,,,,,,,73554,2019-03-31
,,,,,,,,,73956,2019-03-31
0,0,0,0,0,,,0,0,74056,2019-03-31
6734,145,6520,0,0,,,0,255,74140,2019-03-31
,,,,,,,,,74403,2019-03-31
,,,,,,,,,74449,2019-03-31
4914,235,,,,,,,,75053,2019-03-31
25694,1376,,,,,,,,75259,2019-03-31
,,,,,,,,,75446,2019-03-31
,,,,,,,,,75455,2019-03-31
,,,,,,,,,75558,2019-03-31
61056,10705,50222,0,653,,,10085,5109,75633,2019-03-31
,,,,,,,,,75651,2019-03-31
0,0,0,0,0,,,0,0,76153,2019-03-31
,,,,,,,,,76443,2019-03-31
,,,,,,,,,76854,2019-03-31
0,0,0,0,0,,,0,0,77150,2019-03-31
,,,,,,,,,77253,2019-03-31
,,,,,,,,,77422,2019-03-31
11677,2384,13090,0,0,,,0,461,77851,2019-03-31
,,,,,,,,,78157,2019-03-31
,,,,,,,,,78241,2019-03-31
,,,,,,,,,78559,2019-03-31
,,,,,,,,,79042,2019-03-31
,,,,,,,,,79127,2019-03-31
,,,,,,,,,79145,2019-03-31
,,,,,,,,,79257,2019-03-31
,,,,,,,,,79855,2019-03-31
,,,,,,,,,80150,2019-03-31
,,,,,,,,,80374,2019-03-31
,,,,,,,,,80431,2019-03-31
,,,,,,,,,80552,2019-03-31
,,,,,,,,,81175,2019-03-31
,,,,,,,,,82033,2019-03-31
,,,,,,,,,82257,2019-03-31
,,,,,,,,,82350,2019-03-31
0,0,0,0,0,,,0,0,82659,2019-03-31
,,,,,,,,,83151,2019-03-31
,,,,,,,,,83236,2019-03-31
,,,,,,,,,83375,2019-03-31
961,221,1864,0,0,,,0,20,83638,2019-03-31
0,0,0,0,0,,,0,0,83834,2019-03-31
,,,,,,,,,83852,2019-03-31
,,,,,,,,,83955,2019-03-31
,,,,,,,,,84046,2019-03-31
10998,966,,,,,,,,84541,2019-03-31
,,,,,,,,,84804,2019-03-31
,,,,,,,,,85052,2019-03-31
,,,,,,,,,85454,2019-03-31
619,0,495,0,0,,,1316,81,85472,2019-03-31
,,,,,,,,,85931,2019-03-31
,,,,,,,,,86349,2019-03-31
,,,,,,,,,86554,2019-03-31
,,,,,,,,,86675,2019-03-31
,,,,,,,,,87047,2019-03-31
,,,,,,,,,87159,2019-03-31
37953,23294,,,,,,,,87234,2019-03-31
,,,,,,,,,87476,2019-03-31
,,,,,,,,,87579,2019-03-31
215019,54775,209110,0,0,,,0,6174,88231,2019-03-31
,,,,,,,,,88240,2019-03-31
,,,,,,,,,88259,2019-03-31
,,,,,,,,,88352,2019-03-31
,,,,,,,,,88455,2019-03-31
,,,,,,,,,88950,2019-03-31
,,,,,,,,,89032,2019-03-31
,,,,,,,,,89135,2019-03-31
,,,,,,,,,89854,2019-03-31
,,,,,,,,,89957,2019-03-31
,,,,,,,,,90047,2019-03-31
,,,,,,,,,90177,2019-03-31
,,,,,,,,,90328,2019-03-31
0,0,0,0,0,,,0,0,90337,2019-03-31
,,,,,,,,,90579,2019-03-31
,,,,,,,,,91615,2019-03-31
0,0,0,0,0,,,0,0,91754,2019-03-31
,,,,,,,,,91950,2019-03-31
,,,,,,,,,92144,2019-03-31
,,,,,,,,,92676,2019-03-31
,,,,,,,,,92706,2019-03-31
,,,,,,,,,92902,2019-03-31
,,,,,,,,,93244,2019-03-31
,,,,,,,,,93543,2019-03-31
0,0,0,0,0,,,0,0,93619,2019-03-31
,,,,,,,,,94139,2019-03-31
,,,,,,,,,94522,2019-03-31
,,,,,,,,,94755,2019-03-31
,,,,,,,,,94858,2019-03-31
0,0,0,0,0,,,0,0,95051,2019-03-31
,,,,,,,,,95677,2019-03-31
,,,,,,,,,96553,2019-03-31
,,,,,,,,,97055,2019-03-31
,,,,,,,,,97279,2019-03-31
,,,,,,,,,97457,2019-03-31
5013,202,,,,,,,,97804,2019-03-31
,,,,,,,,,97943,2019-03-31
,,,,,,,,,98351,2019-03-31
,,,,,,,,,98463,2019-03-31
0,0,0,0,0,,,0,0,98717,2019-03-31
,,,,,,,,,99143,2019-03-31
0,0,0,0,0,,,0,0,99255,2019-03-31
9331,2155,9361,0,355,,,300,715,99376,2019-03-31
,,,,,,,,,99442,2019-03-31
,,,,,,,,,99536,2019-03-31
,,,,,,,,,99853,2019-03-31
,,,,,,,,,100236,2019-03-31
,,,,,,,,,100357,2019-03-31
16396,5410,18119,0,135,,,0,243,100562,2019-03-31
,,,,,,,,,100777,2019-03-31
,,,,,,,,,100843,2019-03-31
0,0,0,0,0,,,0,0,101019,2019-03-31
,,,,,,,,,101037,2019-03-31
,,,,,,,,,101439,2019-03-31
,,,,,,,,,101671,2019-03-31
,,,,,,,,,101738,2019-03-31
,,,,,,,,,101952,2019-03-31
,,,,,,,,,102155,2019-03-31
,,,,,,,,,102333,2019-03-31
,,,,,,,,,102342,2019-03-31
,,,,,,,,,102539,2019-03-31
,,,,,,,,,102557,2019-03-31
,,,,,,,,,102874,2019-03-31
0,0,0,0,0,,,0,0,103134,2019-03-31
34694,2523,32884,0,0,,,0,1010,103255,2019-03-31
,,,,,,,,,103563,2019-03-31
,,,,,,,,,104234,2019-03-31
,,,,,,,,,104542,2019-03-31
,,,,,,,,,104971,2019-03-31
,,,,,,,,,105026,2019-03-31
,,,,,,,,,105222,2019-03-31
,,,,,,,,,105473,2019-03-31
,,,,,,,,,105530,2019-03-31
,,,,,,,,,106359,2019-03-31
,,,,,,,,,106452,2019-03-31
,,,,,,,,,106676,2019-03-31
0,0,0,0,0,,,0,0,107244,2019-03-31
,,,,,,,,,107459,2019-03-31
,,,,,,,,,107570,2019-03-31
,,,,,,,,,107758,2019-03-31
,,,,,,,,,108072,2019-03-31
,,,,,,,,,108269,2019-03-31
,,,,,,,,,108652,2019-03-31
,,,,,,,,,108746,2019-03-31
10956,11454,,,,,,,,108951,2019-03-31
,,,,,,,,,109136,2019-03-31
,,,,,,,,,109154,2019-03-31
,,,,,,,,,109453,2019-03-31
,,,,,,,,,109574,2019-03-31
,,,,,,,,,109659,2019-03-31
,,,,,,,,,110413,2019-03-31
,,,,,,,,,110936,2019-03-31
,,,,,,,,,110945,2019-03-31
,,,,,,,,,110972,2019-03-31
0,0,0,0,0,,,0,0,111157,2019-03-31
,,,,,,,,,111205,2019-03-31
,,,,,,,,,111942,2019-03-31
,,,,,,,,,111979,2019-03-31
14133,1222,13560,0,0,,,0,322,112163,2019-03-31
,,,,,,,,,112332,2019-03-31
,,,,,,,,,112444,2019-03-31
,,,,,,,,,112510,2019-03-31
,,,,,,,,,112556,2019-03-31
9401,18477,0,0,13582,,,4020,-1171,112837,2019-03-31
,,,,,,,,,113003,2019-03-31
,,,,,,,,,113030,2019-03-31
,,,,,,,,,113441,2019-03-31
,,,,,,,,,113601,2019-03-31
15002,3248,13583,0,0,,,0,696,113740,2019-03-31
,,,,,,,,,113937,2019-03-31
,,,,,,,,,114149,2019-03-31
,,,,,,,,,114251,2019-03-31
13967,7159,13789,0,0,,,0,650,114260,2019-03-31
,,,,,,,,,114457,2019-03-31
,,,,,,,,,114774,2019-03-31
,,,,,,,,,114840,2019-03-31
,,,,,,,,,114859,2019-03-31
,,,,,,,,,115146,2019-03-31
,,,,,,,,,115575,2019-03-31
,,,,,,,,,116358,2019-03-31
16573,2202,,,,,,,,116554,2019-03-31
,,,,,,,,,116741,2019-03-31
0,0,0,0,0,,,0,0,117038,2019-03-31
,,,,,,,,,117074,2019-03-31
,,,,,,,,,117458,2019-03-31
,,,,,,,,,117672,2019-03-31
0,0,0,0,0,,,0,0,117775,2019-03-31
,,,,,,,,,118156,2019-03-31
,,,,,,,,,118660,2019-03-31
,,,,,,,,,118736,2019-03-31
,,,,,,,,,119153,2019-03-31
,,,,,,,,,119528,2019-03-31
0,0,4225,0,0,,,0,201,119779,2019-03-31
,,,,,,,,,119872,2019-03-31
,,,,,,,,,120476,2019-03-31
,,,,,,,,,120542,2019-03-31
,,,,,,,,,120609,2019-03-31
,,,,,,,,,120953,2019-03-31
34280,7406,32780,0,0,,,0,747,121642,2019-03-31
,,,,,,,,,121651,2019-03-31
,,,,,,,,,121679,2019-03-31
,,,,,,,,,121914,2019-03-31
,,,,,,,,,122153,2019-03-31
,,,,,,,,,122546,2019-03-31
84329,22598,74671,0,309,,,0,3270,122854,2019-03-31
,,,,,,,,,123075,2019-03-31
,,,,,,,,,123374,2019-03-31
,,,,,,,,,124344,2019-03-31
,,,,,,,,,124830,2019-03-31
,,,,,,,,,125154,2019-03-31
1333774,221646,0,0,0,,,727,9550,125471,2019-03-31
10450,3236,,,,,,,,125855,2019-03-31
,,,,,,,,,125873,2019-03-31
,,,,,,,,,125958,2019-03-31
,,,,,,,,,126012,2019-03-31
,,,,,,,,,126049,2019-03-31
,,,,,,,,,126375,2019-03-31
15260,2418,15201,0,0,,,0,0,126553,2019-03-31
,,,,,,,,,126740,2019-03-31
,,,,,,,,,126834,2019-03-31
,,,,,,,,,127055,2019-03-31
,,,,,,,,,127224,2019-03-31
,,,,,,,,,128258,2019-03-31
22235,177,22406,0,0,,,0,58,128904,2019-03-31
,,,,,,,,,129349,2019-03-31
16413,1812,0,14751,0,,,0,354,129358,2019-03-31
16392,2473,,,,,,,,129479,2019-03-31
0,0,0,0,0,,,0,0,129732,2019-03-31
,,,,,,,,,129853,2019-03-31
8037,1479,,,,,,,,129910,2019-03-31
,,,,,,,,,130345,2019-03-31
30433,1979,31374,0,0,,,0,1914,130541,2019-03-31
,,,,,,,,,130813,2019-03-31
,,,,,,,,,131034,2019-03-31
13004,2440,13927,0,0,,,0,386,131173,2019-03-31
0,0,0,0,0,,,0,0,131436,2019-03-31
46782,3648,45863,0,22,,,0,991,131650,2019-03-31
0,0,0,0,0,,,0,0,131717,2019-03-31
,,,,,,,,,131940,2019-03-31
,,,,,,,,,132107,2019-03-31
,,,,,,,,,132451,2019-03-31
14103,446,18203,0,0,,,0,258,132554,2019-03-31
,,,,,,,,,132778,2019-03-31
,,,,,,,,,132938,2019-03-31
0,0,0,0,0,,,0,0,133579,2019-03-31
25495,4481,25681,0,0,,,0,648,133850,2019-03-31
,,,,,,,,,133971,2019-03-31
,,,,,,,,,134156,2019-03-31
0,0,0,0,0,,,0,0,134437,2019-03-31
,,,,,,,,,134455,2019-03-31
,,,,,,,,,134848,2019-03-31
,,,,,,,,,135836,2019-03-31
,,,,,,,,,135854,2019-03-31
,,,,,,,,,136048,2019-03-31
,,,,,,,,,136338,2019-03-31
,,,,,,,,,136459,2019-03-31
,,,,,,,,,136655,2019-03-31
,,,,,,,,,137205,2019-03-31
,,,,,,,,,137447,2019-03-31
,,,,,,,,,137456,2019-03-31
,,,,,,,,,137559,2019-03-31
,,,,,,,,,137643,2019-03-31
172418,49102,165017,4525,0,,,177,9747,137652,2019-03-31
3273,79,3068,0,0,,,0,154,137915,2019-03-31
,,,,,,,,,138051,2019-03-31
,,,,,,,,,138257,2019-03-31
,,,,,,,,,138556,2019-03-31
,,,,,,,,,139133,2019-03-31
,,,,,,,,,139478,2019-03-31
0,0,0,0,0,,,0,0,139553,2019-03-31
12280,2140,11448,0,0,,,0,323,139656,2019-03-31
,,,,,,,,,139740,2019-03-31
,,,,,,,,,139834,2019-03-31
12007,3226,12503,0,0,,,0,533,139843,2019-03-31
,,,,,,,,,139955,2019-03-31
3308,593,3751,0,0,,,34,181,140018,2019-03-31
,,,,,,,,,140157,2019-03-31
0,0,0,0,0,,,0,0,140362,2019-03-31
,,,,,,,,,140634,2019-03-31
,,,,,,,,,141211,2019-03-31
,,,,,,,,,141341,2019-03-31
,,,,,,,,,141350,2019-03-31
,,,,,,,,,141556,2019-03-31
,,,,,,,,,141677,2019-03-31
,,,,,,,,,141958,2019-03-31
,,,,,,,,,142049,2019-03-31
,,,,,,,,,142179,2019-03-31
,,,,,,,,,142656,2019-03-31
,,,,,,,,,142955,2019-03-31
,,,,,,,,,143372,2019-03-31
426976,240302,494632,0,502,,,1654,11231,143662,2019-03-31
,,,,,,,,,143859,2019-03-31
,,,,,,,,,143952,2019-03-31
7497,2256,,,,,,,,144034,2019-03-31
,,,,,,,,,144052,2019-03-31
,,,,,,,,,144155,2019-03-31
,,,,,,,,,144436,2019-03-31
,,,,,,,,,144678,2019-03-31
,,,,,,,,,144856,2019-03-31
,,,,,,,,,144913,2019-03-31
,,,,,,,,,145059,2019-03-31
,,,,,,,,,145545,2019-03-31
,,,,,,,,,145554,2019-03-31
,,,,,,,,,145741,2019-03-31
,,,,,,,,,145750,2019-03-31
,,,,,,,,,145844,2019-03-31
,,,,,,,,,145956,2019-03-31
,,,,,,,,,146056,2019-03-31
,,,,,,,,,146663,2019-03-31
5272469,3874129,709692,4601747,3829,,,5000,-85593,146672,2019-03-31
0,0,0,0,0,,,0,0,147633,2019-03-31
,,,,,,,,,147651,2019-03-31
,,,,,,,,,147679,2019-03-31
0,0,0,0,0,,,0,0,147857,2019-03-31
,,,,,,,,,147923,2019-03-31
,,,,,,,,,148171,2019-03-31
,,,,,,,,,148238,2019-03-31
,,,,,,,,,148340,2019-03-31
,,,,,,,,,148470,2019-03-31
,,,,,,,,,148715,2019-03-31
,,,,,,,,,148809,2019-03-31
,,,,,,,,,148920,2019-03-31
,,,,,,,,,149150,2019-03-31
6745,1435,0,7675,0,,,0,176,150035,2019-03-31
,,,,,,,,,150044,2019-03-31
,,,,,,,,,150156,2019-03-31
,,,,,,,,,150727,2019-03-31
,,,,,,,,,151546,2019-03-31
,,,,,,,,,151957,2019-03-31
,,,,,,,,,152057,2019-03-31
,,,,,,,,,152253,2019-03-31
,,,,,,,,,152431,2019-03-31
,,,,,,,,,152440,2019-03-31
,,,,,,,,,153054,2019-03-31
,,,,,,,,,153353,2019-03-31
,,,,,,,,,154154,2019-03-31
,,,,,,,,,154770,2019-03-31
,,,,,,,,,155759,2019-03-31
,,,,,,,,,156457,2019-03-31
,,,,,,,,,156635,2019-03-31
,,,,,,,,,156952,2019-03-31
,,,,,,,,,156970,2019-03-31
,,,,,,,,,157155,2019-03-31
,,,,,,,,,157379,2019-03-31
0,0,0,0,0,,,0,0,157650,2019-03-31
,,,,,,,,,157744,2019-03-31
,,,,,,,,,157856,2019-03-31
,,,,,,,,,158376,2019-03-31
,,,,,,,,,158741,2019-03-31
30979,11881,35664,0,0,,,0,1646,159636,2019-03-31
,,,,,,,,,159645,2019-03-31
,,,,,,,,,159953,2019-03-31
,,,,,,,,,159971,2019-03-31
,,,,,,,,,160360,2019-03-31
,,,,,,,,,160454,2019-03-31
0,0,0,0,0,,,0,0,160650,2019-03-31
106964,24645,116805,0,10,,,0,2674,160959,2019-03-31
,,,,,,,,,161273,2019-03-31
21844,2363,21056,0,0,,,0,335,161602,2019-03-31
,,,,,,,,,162337,2019-03-31
,,,,,,,,,163343,2019-03-31
,,,,,,,,,163370,2019-03-31
11951,2457,11862,0,0,,,0,432,163549,2019-03-31
15402,2925,,,,,,,,163857,2019-03-31
,,,,,,,,,164153,2019-03-31
,,,,,,,,,164331,2019-03-31
,,,,,,,,,164377,2019-03-31
,,,,,,,,,164957,2019-03-31
,,,,,,,,,164975,2019-03-31
