RCONFT04,RCONFT05,RCONHT81,RCONHT82,RCONHT86,RCONL191,RCONL192,RCONM288,RIADHT85,IDRSSD,RCON9999
,,,,,,,,,37,2019-12-31
,,,,,,,,,242,2019-12-31
,,,,,,,,,279,2019-12-31
12498,932,,,,,,,,354,2019-12-31
,,,,,,,,,457,2019-12-31
,,,,,,,,,505,2019-12-31
,,,,,,,,,1155,2019-12-31
,,,,,,,,,1351,2019-12-31
,,,,,,,,,1454,2019-12-31
,,,,,,,,,1669,2019-12-31
,,,,,,,,,1856,2019-12-31
0,0,0,0,0,,,0,0,2161,2019-12-31
,,,,,,,,,2732,2019-12-31
,,,,,,,,,2750,2019-12-31
,,,,,,,,,3252,2019-12-31
,,,,,,,,,3458,2019-12-31
,,,,,,,,,3720,2019-12-31
20024,1885,,,,,,,,3971,2019-12-31
,,,,,,,,,4156,2019-12-31
,,,,,,,,,4231,2019-12-31
,,,,,,,,,5069,2019-12-31
,,,,,,,,,5135,2019-12-31
,,,,,,,,,5210,2019-12-31
,,,,,,,,,5461,2019-12-31
,,,,,,,,,5751,2019-12-31
0,0,0,0,0,,,0,0,6039,2019-12-31
31784,1853,0,31608,0,,,0,878,6329,2019-12-31
,,,,,,,,,7009,2019-12-31
0,0,0,0,0,,,0,0,7045,2019-12-31
,,,,,,,,,7072,2019-12-31
,,,,,,,,,7456,2019-12-31
,,,,,,,,,7634,2019-12-31
,,,,,,,,,8033,2019-12-31
,,,,,,,,,8462,2019-12-31
,,,,,,,,,8631,2019-12-31
,,,,,,,,,9357,2019-12-31
,,,,,,,,,9553,2019-12-31
,,,,,,,,,9807,2019-12-31
,,,,,,,,,9955,2019-12-31
,,,,,,,,,10250,2019-12-31
,,,,,,,,,10849,2019-12-31
,,,,,,,,,11145,2019-12-31
,,,,,,,,,11640,2019-12-31
,,,,,,,,,11837,2019-12-31
,,,,,,,,,12030,2019-12-31
,,,,,,,,,12142,2019-12-31
1838370,788447,1112824,405800,2586,,,4823,58491,12311,2019-12-31
0,0,0,0,0,,,0,0,12647,2019-12-31
,,,,,,,,,12656,2019-12-31
15323,11591,,,,,,,,12946,2019-12-31
11627,3010,11638,0,0,,,0,101,13103,2019-12-31
,,,,,,,,,13251,2019-12-31
,,,,,,,,,13457,2019-12-31
,,,,,,,,,14155,2019-12-31
,,,,,,,,,14650,2019-12-31
,,,,,,,,,14753,2019-12-31
,,,,,,,,,14865,2019-12-31
0,0,0,0,0,,,0,0,14977,2019-12-31
,,,,,,,,,16551,2019-12-31
,,,,,,,,,16748,2019-12-31
0,0,0,0,0,,,0,0,17110,2019-12-31
85193,6351,73297,0,0,,,0,2371,17147,2019-12-31
,,,,,,,,,17259,2019-12-31
,,,,,,,,,17950,2019-12-31
,,,,,,,,,17978,2019-12-31
,,,,,,,,,18050,2019-12-31
,,,,,,,,,18135,2019-12-31
0,0,0,0,0,,,0,0,18827,2019-12-31
,,,,,,,,,18836,2019-12-31
,,,,,,,,,18854,2019-12-31
,,,,,,,,,19356,2019-12-31
,,,,,,,,,19936,2019-12-31
,,,,,,,,,19972,2019-12-31
,,,,,,,,,20053,2019-12-31
,,,,,,,,,20633,2019-12-31
,,,,,,,,,20857,2019-12-31
,,,,,,,,,21256,2019-12-31
,,,,,,,,,21359,2019-12-31
,,,,,,,,,21658,2019-12-31
,,,,,,,,,22048,2019-12-31
,,,,,,,,,22543,2019-12-31
,,,,,,,,,22552,2019-12-31
,,,,,,,,,22730,2019-12-31
,,,,,,,,,23456,2019-12-31
0,0,0,0,0,,,0,0,23504,2019-12-31
,,,,,,,,,23643,2019-12-31
,,,,,,,,,23755,2019-12-31
,,,,,,,,,24006,2019-12-31
,,,,,,,,,24378,2019-12-31
,,,,,,,,,24453,2019-12-31
,,,,,,,,,24659,2019-12-31
,,,,,,,,,24668,2019-12-31
,,,,,,,,,24949,2019-12-31
,,,,,,,,,25357,2019-12-31
,,,,,,,,,25647,2019-12-31
,,,,,,,,,26176,2019-12-31
,,,,,,,,,26457,2019-12-31
,,,,,,,,,26765,2019-12-31
4387,0,,,,,,,,27070,2019-12-31
38609,6540,39569,0,0,,,0,1375,27548,2019-12-31
,,,,,,,,,27614,2019-12-31
,,,,,,,,,27847,2019-12-31
,,,,,,,,,28013,2019-12-31
,,,,,,,,,28152,2019-12-31
,,,,,,,,,28675,2019-12-31
,,,,,,,,,28732,2019-12-31
,,,,,,,,,29476,2019-12-31
,,,,,,,,,29636,2019-12-31
,,,,,,,,,29878,2019-12-31
,,,,,,,,,30052,2019-12-31
15241,1423,15359,0,0,,,0,226,30502,2019-12-31
,,,,,,,,,30650,2019-12-31
,,,,,,,,,30810,2019-12-31
,,,,,,,,,31134,2019-12-31
0,0,0,0,0,,,0,0,31255,2019-12-31
,,,,,,,,,31657,2019-12-31
,,,,,,,,,31826,2019-12-31
,,,,,,,,,31835,2019-12-31
,,,,,,,,,32234,2019-12-31
,,,,,,,,,32766,2019-12-31
,,,,,,,,,32971,2019-12-31
,,,,,,,,,33147,2019-12-31
,,,,,,,,,33259,2019-12-31
,,,,,,,,,33268,2019-12-31
,,,,,,,,,33370,2019-12-31
,,,,,,,,,33839,2019-12-31
,,,,,,,,,33857,2019-12-31
,,,,,,,,,34425,2019-12-31
,,,,,,,,,34434,2019-12-31
64692,18069,61585,0,0,,,0,1551,34537,2019-12-31
0,0,0,0,0,,,0,0,34555,2019-12-31
14450,4165,,,,,,,,34742,2019-12-31
0,0,0,0,0,,,0,0,35057,2019-12-31
0,0,0,0,0,,,0,0,35301,2019-12-31
111053,29797,109477,0,171,,,348,1943,35570,2019-12-31
,,,,,,,,,35646,2019-12-31
,,,,,,,,,35879,2019-12-31
,,,,,,,,,36456,2019-12-31
,,,,,,,,,36933,2019-12-31
,,,,,,,,,37051,2019-12-31
,,,,,,,,,37341,2019-12-31
23661,3905,,,,,,,,37435,2019-12-31
56278,17713,55285,0,0,,,0,1136,37640,2019-12-31
