RCONFT04,RCONFT05,RCONHT81,RCONHT82,RCONHT86,RCONL191,RCONL192,RCONM288,RIADHT85,IDRSSD,RCON9999
,,,,,,,,,37,2019-09-30
,,,,,,,,,242,2019-09-30
,,,,,,,,,279,2019-09-30
14671,537,,,,,,,,354,2019-09-30
,,,,,,,,,457,2019-09-30
,,,,,,,,,505,2019-09-30
,,,,,,,,,1155,2019-09-30
,,,,,,,,,1351,2019-09-30
,,,,,,,,,1454,2019-09-30
,,,,,,,,,1669,2019-09-30
,,,,,,,,,1856,2019-09-30
0,0,0,0,0,,,0,0,2161,2019-09-30
0,0,0,0,0,,,0,2,2376,2019-09-30
,,,,,,,,,2732,2019-09-30
,,,,,,,,,2750,2019-09-30
,,,,,,,,,3252,2019-09-30
,,,,,,,,,3458,2019-09-30
,,,,,,,,,3720,2019-09-30
25121,3326,,,,,,,,3971,2019-09-30
,,,,,,,,,4156,2019-09-30
,,,,,,,,,4231,2019-09-30
,,,,,,,,,5069,2019-09-30
,,,,,,,,,5135,2019-09-30
,,,,,,,,,5210,2019-09-30
,,,,,,,,,5461,2019-09-30
,,,,,,,,,5751,2019-09-30
0,0,0,0,0,,,0,0,6039,2019-09-30
29674,2029,0,28687,0,,,0,794,6329,2019-09-30
,,,,,,,,,7009,2019-09-30
0,0,0,0,0,,,0,0,7045,2019-09-30
,,,,,,,,,7072,2019-09-30
,,,,,,,,,7456,2019-09-30
,,,,,,,,,7634,2019-09-30
,,,,,,,,,8033,2019-09-30
,,,,,,,,,8462,2019-09-30
,,,,,,,,,8631,2019-09-30
,,,,,,,,,9357,2019-09-30
,,,,,,,,,9553,2019-09-30
,,,,,,,,,9807,2019-09-30
,,,,,,,,,9955,2019-09-30
,,,,,,,,,10250,2019-09-30
,,,,,,,,,10849,2019-09-30
,,,,,,,,,11145,2019-09-30
,,,,,,,,,11640,2019-09-30
,,,,,,,,,11837,2019-09-30
,,,,,,,,,12030,2019-09-30
,,,,,,,,,12142,2019-09-30
1250386,976568,1119363,363932,2846,,,4549,53924,12311,2019-09-30
0,0,0,0,0,,,0,0,12647,2019-09-30
,,,,,,,,,12656,2019-09-30
18750,8496,,,,,,,,12946,2019-09-30
8634,1833,15561,0,0,,,0,66,13103,2019-09-30
,,,,,,,,,13251,2019-09-30
,,,,,,,,,13457,2019-09-30
,,,,,,,,,14155,2019-09-30
,,,,,,,,,14650,2019-09-30
,,,,,,,,,14753,2019-09-30
,,,,,,,,,14865,2019-09-30
0,0,0,0,0,,,0,0,14977,2019-09-30
,,,,,,,,,16551,2019-09-30
,,,,,,,,,16748,2019-09-30
0,0,0,0,0,,,0,0,17110,2019-09-30
105533,5544,94165,0,0,,,0,1908,17147,2019-09-30
,,,,,,,,,17259,2019-09-30
,,,,,,,,,17950,2019-09-30
,,,,,,,,,17978,2019-09-30
,,,,,,,,,18050,2019-09-30
,,,,,,,,,18135,2019-09-30
0,0,0,0,0,,,0,0,18827,2019-09-30
,,,,,,,,,18836,2019-09-30
,,,,,,,,,18854,2019-09-30
,,,,,,,,,19356,2019-09-30
,,,,,,,,,19936,2019-09-30
,,,,,,,,,19972,2019-09-30
,,,,,,,,,20053,2019-09-30
,,,,,,,,,20633,2019-09-30
,,,,,,,,,20857,2019-09-30
,,,,,,,,,21256,2019-09-30
,,,,,,,,,21359,2019-09-30
,,,,,,,,,21658,2019-09-30
,,,,,,,,,22048,2019-09-30
,,,,,,,,,22543,2019-09-30
,,,,,,,,,22552,2019-09-30
,,,,,,,,,22730,2019-09-30
,,,,,,,,,23456,2019-09-30
0,0,0,0,0,,,0,0,23504,2019-09-30
,,,,,,,,,23643,2019-09-30
,,,,,,,,,23755,2019-09-30
,,,,,,,,,24006,2019-09-30
,,,,,,,,,24378,2019-09-30
,,,,,,,,,24453,2019-09-30
,,,,,,,,,24659,2019-09-30
4369,302,4367,0,0,,,0,68,24668,2019-09-30
,,,,,,,,,24949,2019-09-30
,,,,,,,,,25357,2019-09-30
,,,,,,,,,25647,2019-09-30
,,,,,,,,,26176,2019-09-30
,,,,,,,,,26457,2019-09-30
,,,,,,,,,26765,2019-09-30
,,,,,,,,,27070,2019-09-30
31783,7571,45486,0,0,,,0,1241,27548,2019-09-30
,,,,,,,,,27614,2019-09-30
,,,,,,,,,27847,2019-09-30
,,,,,,,,,28013,2019-09-30
,,,,,,,,,28152,2019-09-30
,,,,,,,,,28675,2019-09-30
,,,,,,,,,28732,2019-09-30
,,,,,,,,,29476,2019-09-30
,,,,,,,,,29636,2019-09-30
,,,,,,,,,29878,2019-09-30
,,,,,,,,,30052,2019-09-30
30300,1306,11243,0,0,,,0,409,30502,2019-09-30
,,,,,,,,,30650,2019-09-30
,,,,,,,,,30810,2019-09-30
,,,,,,,,,31134,2019-09-30
0,0,0,0,0,,,0,0,31255,2019-09-30
,,,,,,,,,31657,2019-09-30
,,,,,,,,,31826,2019-09-30
,,,,,,,,,31835,2019-09-30
,,,,,,,,,32234,2019-09-30
,,,,,,,,,32766,2019-09-30
,,,,,,,,,32971,2019-09-30
,,,,,,,,,33147,2019-09-30
,,,,,,,,,33259,2019-09-30
,,,,,,,,,33268,2019-09-30
,,,,,,,,,33370,2019-09-30
,,,,,,,,,33839,2019-09-30
,,,,,,,,,33857,2019-09-30
,,,,,,,,,34425,2019-09-30
,,,,,,,,,34434,2019-09-30
72133,21176,80137,0,0,,,0,2173,34537,2019-09-30
