RCONFT04,RCONFT05,RCONHT81,RCONHT82,RCONHT86,RCONL191,RCONL192,RCONM288,RIADHT85,IDRSSD,RCON9999
,,,,,,,,,37,2010-03-31
,,,,,,,,,242,2010-03-31
,,,,,,,,,279,2010-03-31
,,,,,,,,,354,2010-03-31
,,,,,,,,,457,2010-03-31
,,,,,,,,,505,2010-03-31
,,,,,,,,,1155,2010-03-31
,,,,,,,,,1351,2010-03-31
,,,,,,,,,1454,2010-03-31
,,,,,,,,,1557,2010-03-31
,,,,,,,,,1632,2010-03-31
,,,,,,,,,1669,2010-03-31
,,,,,,,,,1829,2010-03-31
,,,,,,,,,1856,2010-03-31
,,,,,,,,,2040,2010-03-31
,,,,,,,,,2161,2010-03-31
,,,,,,,,,2376,2010-03-31
,,,,,,,,,2451,2010-03-31
,,,,,,,,,2554,2010-03-31
,,,,,,,,,2732,2010-03-31
,,,,,,,,,2750,2010-03-31
,,,,,,,,,2938,2010-03-31
,,,,,,,,,3252,2010-03-31
,,,,,,,,,3458,2010-03-31
,,,,,,,,,3720,2010-03-31
,,,,,,,,,3953,2010-03-31
,,,,,,,,,4138,2010-03-31
,,,,,,,,,4156,2010-03-31
,,,,,,,,,4231,2010-03-31
,,,,,,,,,4437,2010-03-31
,,,,,,,,,4839,2010-03-31
,,,,,,,,,5005,2010-03-31
,,,,,,,,,5069,2010-03-31
,,,,,,,,,5135,2010-03-31
,,,,,,,,,5210,2010-03-31
,,,,,,,,,5331,2010-03-31
,,,,,,,,,5461,2010-03-31
,,,,,,,,,5751,2010-03-31
,,,,,,,,,6039,2010-03-31
,,,,,,,,,6141,2010-03-31
,,,,,,,,,6329,2010-03-31
,,,,,,,,,6972,2010-03-31
,,,,,,,,,7009,2010-03-31
,,,,,,,,,7045,2010-03-31
,,,,,,,,,7157,2010-03-31
,,,,,,,,,7456,2010-03-31
,,,,,,,,,7634,2010-03-31
,,,,,,,,,8033,2010-03-31
,,,,,,,,,8462,2010-03-31
,,,,,,,,,8631,2010-03-31
,,,,,,,,,9357,2010-03-31
,,,,,,,,,9553,2010-03-31
,,,,,,,,,9807,2010-03-31
,,,,,,,,,9955,2010-03-31
,,,,,,,,,10157,2010-03-31
,,,,,,,,,10250,2010-03-31
,,,,,,,,,10849,2010-03-31
,,,,,,,,,10858,2010-03-31
,,,,,,,,,11145,2010-03-31
,,,,,,,,,11640,2010-03-31
,,,,,,,,,11837,2010-03-31
,,,,,,,,,12030,2010-03-31
,,,,,,,,,12142,2010-03-31
,,,,,,,,,12245,2010-03-31
,,,,,,,,,12311,2010-03-31
,,,,,,,,,12647,2010-03-31
,,,,,,,,,12656,2010-03-31
,,,,,,,,,12937,2010-03-31
,,,,,,,,,12946,2010-03-31
,,,,,,,,,12955,2010-03-31
,,,,,,,,,13037,2010-03-31
,,,,,,,,,13103,2010-03-31
,,,,,,,,,13251,2010-03-31
,,,,,,,,,13457,2010-03-31
,,,,,,,,,14052,2010-03-31
,,,,,,,,,14155,2010-03-31
,,,,,,,,,14454,2010-03-31
,,,,,,,,,14650,2010-03-31
,,,,,,,,,14753,2010-03-31
,,,,,,,,,14865,2010-03-31
,,,,,,,,,14977,2010-03-31
,,,,,,,,,16337,2010-03-31
,,,,,,,,,16458,2010-03-31
,,,,,,,,,16551,2010-03-31
,,,,,,,,,16748,2010-03-31
,,,,,,,,,16944,2010-03-31
,,,,,,,,,16953,2010-03-31
,,,,,,,,,17110,2010-03-31
,,,,,,,,,17147,2010-03-31
,,,,,,,,,17259,2010-03-31
,,,,,,,,,17464,2010-03-31
,,,,,,,,,17950,2010-03-31
,,,,,,,,,18050,2010-03-31
,,,,,,,,,18135,2010-03-31
,,,,,,,,,18377,2010-03-31
,,,,,,,,,18827,2010-03-31
,,,,,,,,,18836,2010-03-31
,,,,,,,,,18854,2010-03-31
,,,,,,,,,18957,2010-03-31
,,,,,,,,,19356,2010-03-31
,,,,,,,,,19730,2010-03-31
,,,,,,,,,19936,2010-03-31
,,,,,,,,,19972,2010-03-31
,,,,,,,,,20053,2010-03-31
,,,,,,,,,20370,2010-03-31
,,,,,,,,,20512,2010-03-31
,,,,,,,,,20633,2010-03-31
,,,,,,,,,20857,2010-03-31
,,,,,,,,,20866,2010-03-31
,,,,,,,,,21256,2010-03-31
,,,,,,,,,21359,2010-03-31
,,,,,,,,,21630,2010-03-31
,,,,,,,,,21658,2010-03-31
,,,,,,,,,22048,2010-03-31
,,,,,,,,,22356,2010-03-31
,,,,,,,,,22459,2010-03-31
,,,,,,,,,22543,2010-03-31
,,,,,,,,,22552,2010-03-31
,,,,,,,,,22730,2010-03-31
,,,,,,,,,22936,2010-03-31
,,,,,,,,,22954,2010-03-31
,,,,,,,,,23036,2010-03-31
,,,,,,,,,23045,2010-03-31
,,,,,,,,,23241,2010-03-31
,,,,,,,,,23456,2010-03-31
,,,,,,,,,23504,2010-03-31
,,,,,,,,,23540,2010-03-31
,,,,,,,,,23643,2010-03-31
,,,,,,,,,23755,2010-03-31
,,,,,,,,,23812,2010-03-31
,,,,,,,,,24006,2010-03-31
,,,,,,,,,24453,2010-03-31
,,,,,,,,,24659,2010-03-31
,,,,,,,,,24668,2010-03-31
,,,,,,,,,24855,2010-03-31
,,,,,,,,,24949,2010-03-31
,,,,,,,,,25357,2010-03-31
,,,,,,,,,25647,2010-03-31
,,,,,,,,,26149,2010-03-31
,,,,,,,,,26242,2010-03-31
,,,,,,,,,26457,2010-03-31
,,,,,,,,,26765,2010-03-31
,,,,,,,,,26859,2010-03-31
,,,,,,,,,26916,2010-03-31
,,,,,,,,,27548,2010-03-31
,,,,,,,,,27614,2010-03-31
,,,,,,,,,27847,2010-03-31
,,,,,,,,,28152,2010-03-31
,,,,,,,,,28255,2010-03-31
,,,,,,,,,28349,2010-03-31
,,,,,,,,,28406,2010-03-31
,,,,,,,,,28572,2010-03-31
,,,,,,,,,28732,2010-03-31
,,,,,,,,,29104,2010-03-31
,,,,,,,,,29636,2010-03-31
,,,,,,,,,29953,2010-03-31
,,,,,,,,,30052,2010-03-31
,,,,,,,,,30258,2010-03-31
,,,,,,,,,30418,2010-03-31
,,,,,,,,,30502,2010-03-31
,,,,,,,,,30650,2010-03-31
,,,,,,,,,30810,2010-03-31
,,,,,,,,,31134,2010-03-31
,,,,,,,,,31255,2010-03-31
,,,,,,,,,31657,2010-03-31
,,,,,,,,,31826,2010-03-31
,,,,,,,,,31835,2010-03-31
,,,,,,,,,32234,2010-03-31
,,,,,,,,,32766,2010-03-31
,,,,,,,,,33147,2010-03-31
,,,,,,,,,33259,2010-03-31
,,,,,,,,,33268,2010-03-31
,,,,,,,,,33549,2010-03-31
,,,,,,,,,33727,2010-03-31
,,,,,,,,,33754,2010-03-31
,,,,,,,,,33839,2010-03-31
,,,,,,,,,33857,2010-03-31
,,,,,,,,,34153,2010-03-31
,,,,,,,,,34359,2010-03-31
,,,,,,,,,34425,2010-03-31
,,,,,,,,,34434,2010-03-31
,,,,,,,,,34452,2010-03-31
,,,,,,,,,34537,2010-03-31
,,,,,,,,,34555,2010-03-31
,,,,,,,,,34742,2010-03-31
,,,,,,,,,34836,2010-03-31
,,,,,,,,,35057,2010-03-31
,,,,,,,,,35301,2010-03-31
,,,,,,,,,35570,2010-03-31
,,,,,,,,,35646,2010-03-31
,,,,,,,,,35842,2010-03-31
,,,,,,,,,36054,2010-03-31
,,,,,,,,,36344,2010-03-31
,,,,,,,,,36456,2010-03-31
,,,,,,,,,36858,2010-03-31
,,,,,,,,,36933,2010-03-31
,,,,,,,,,37051,2010-03-31
,,,,,,,,,37341,2010-03-31
,,,,,,,,,37378,2010-03-31
,,,,,,,,,37435,2010-03-31
,,,,,,,,,37640,2010-03-31
,,,,,,,,,37659,2010-03-31
,,,,,,,,,37743,2010-03-31
,,,,,,,,,37949,2010-03-31
,,,,,,,,,38535,2010-03-31
,,,,,,,,,38740,2010-03-31
,,,,,,,,,39327,2010-03-31
,,,,,,,,,39420,2010-03-31
,,,,,,,,,39475,2010-03-31
,,,,,,,,,39756,2010-03-31
,,,,,,,,,40033,2010-03-31
,,,,,,,,,40350,2010-03-31
,,,,,,,,,40707,2010-03-31
,,,,,,,,,40855,2010-03-31
