RCONFT04,RCONFT05,RCONHT81,RCONHT82,RCONHT86,RCONL191,RCONL192,RCONM288,RIADHT85,IDRSSD,RCON9999
,,,,,,,,,101037,2016-12-31
,,,,,,,,,101439,2016-12-31
,,,,,,,,,101671,2016-12-31
,,,,,,,,,101738,2016-12-31
,,,,,,,,,101952,2016-12-31
,,,,,,,,,102155,2016-12-31
,,,,,,,,,102173,2016-12-31
,,,,,,,,,102333,2016-12-31
,,,,,,,,,102342,2016-12-31
,,,,,,,,,102539,2016-12-31
,,,,,,,,,102557,2016-12-31
,,,,,,,,,102874,2016-12-31
,,,,,,,,,103134,2016-12-31
,,,,,,,0,,103255,2016-12-31
,,,,,,,,,103563,2016-12-31
,,,,,,,,,104234,2016-12-31
,,,,,,,,,104542,2016-12-31
,,,,,,,,,104971,2016-12-31
,,,,,,,,,105026,2016-12-31
,,,,,,,,,105222,2016-12-31
,,,,,,,0,,105473,2016-12-31
,,,,,,,,,105530,2016-12-31
,,,,,,,0,,106359,2016-12-31
,,,,,,,,,106452,2016-12-31
,,,,,,,,,106676,2016-12-31
,,,,,,,0,,107244,2016-12-31
,,,,,,,,,107459,2016-12-31
,,,,,,,,,107570,2016-12-31
,,,,,,,,,107758,2016-12-31
,,,,,,,,,108072,2016-12-31
,,,,,,,,,108269,2016-12-31
,,,,,,,,,108652,2016-12-31
,,,,,,,,,108746,2016-12-31
,,,,,,,0,,108951,2016-12-31
,,,,,,,,,109136,2016-12-31
,,,,,,,,,109154,2016-12-31
,,,,,,,,,109453,2016-12-31
,,,,,,,,,109574,2016-12-31
,,,,,,,,,109659,2016-12-31
,,,,,,,,,110413,2016-12-31
,,,,,,,,,110936,2016-12-31
,,,,,,,,,110945,2016-12-31
,,,,,,,,,110972,2016-12-31
,,,,,,,,,111157,2016-12-31
,,,,,,,,,111205,2016-12-31
,,,,,,,,,111661,2016-12-31
,,,,,,,0,,111942,2016-12-31
,,,,,,,,,111979,2016-12-31
,,,,,,,0,,112163,2016-12-31
,,,,,,,,,112332,2016-12-31
,,,,,,,,,112444,2016-12-31
,,,,,,,,,112510,2016-12-31
,,,,,,,,,112556,2016-12-31
,,,,,,,610725,,112837,2016-12-31
,,,,,,,,,113003,2016-12-31
,,,,,,,,,113030,2016-12-31
,,,,,,,,,113441,2016-12-31
,,,,,,,,,113601,2016-12-31
,,,,,,,0,,113740,2016-12-31
,,,,,,,,,113937,2016-12-31
,,,,,,,,,114149,2016-12-31
,,,,,,,,,114158,2016-12-31
,,,,,,,,,114251,2016-12-31
,,,,,,,0,,114260,2016-12-31
,,,,,,,,,114457,2016-12-31
,,,,,,,0,,114774,2016-12-31
,,,,,,,,,114840,2016-12-31
,,,,,,,,,114859,2016-12-31
,,,,,,,,,115100,2016-12-31
,,,,,,,,,115146,2016-12-31
,,,,,,,,,115575,2016-12-31
,,,,,,,,,116358,2016-12-31
,,,,,,,,,116554,2016-12-31
,,,,,,,,,116639,2016-12-31
,,,,,,,,,116741,2016-12-31
,,,,,,,,,116871,2016-12-31
,,,,,,,,,117038,2016-12-31
,,,,,,,,,117074,2016-12-31
,,,,,,,,,117458,2016-12-31
,,,,,,,,,117672,2016-12-31
,,,,,,,,,117775,2016-12-31
,,,,,,,,,118156,2016-12-31
,,,,,,,,,118660,2016-12-31
,,,,,,,,,118736,2016-12-31
,,,,,,,,,119153,2016-12-31
,,,,,,,,,119528,2016-12-31
,,,,,,,0,,119779,2016-12-31
,,,,,,,,,119872,2016-12-31
,,,,,,,,,120476,2016-12-31
,,,,,,,,,120542,2016-12-31
,,,,,,,,,120609,2016-12-31
,,,,,,,,,120953,2016-12-31
,,,,,,,0,,121642,2016-12-31
,,,,,,,,,121651,2016-12-31
,,,,,,,,,121679,2016-12-31
,,,,,,,,,121914,2016-12-31
,,,,,,,,,122153,2016-12-31
,,,,,,,,,122546,2016-12-31
,,,,,,,,,122573,2016-12-31
,,,,,,,0,,122854,2016-12-31
,,,,,,,,,123075,2016-12-31
,,,,,,,,,123374,2016-12-31
,,,,,,,0,,123646,2016-12-31
,,,,,,,,,124344,2016-12-31
,,,,,,,,,124830,2016-12-31
,,,,,,,,,125154,2016-12-31
,,,,,,,1722,,125471,2016-12-31
,,,,,,,0,,125855,2016-12-31
,,,,,,,,,125873,2016-12-31
,,,,,,,,,125958,2016-12-31
,,,,,,,,,126012,2016-12-31
,,,,,,,,,126049,2016-12-31
,,,,,,,,,126375,2016-12-31
,,,,,,,0,,126553,2016-12-31
,,,,,,,,,126740,2016-12-31
,,,,,,,,,126834,2016-12-31
,,,,,,,,,127055,2016-12-31
,,,,,,,,,127224,2016-12-31
,,,,,,,,,128258,2016-12-31
,,,,,,,0,,128904,2016-12-31
,,,,,,,,,129349,2016-12-31
,,,,,,,0,,129358,2016-12-31
,,,,,,,,,129479,2016-12-31
,,,,,,,0,,129732,2016-12-31
,,,,,,,,,129853,2016-12-31
,,,,,,,0,,129910,2016-12-31
,,,,,,,,,130345,2016-12-31
,,,,,,,0,,130541,2016-12-31
,,,,,,,,,130813,2016-12-31
,,,,,,,,,131034,2016-12-31
,,,,,,,,,131155,2016-12-31
,,,,,,,0,,131173,2016-12-31
,,,,,,,,,131418,2016-12-31
,,,,,,,,,131436,2016-12-31
,,,,,,,611,,131650,2016-12-31
,,,,,,,,,131717,2016-12-31
,,,,,,,,,131940,2016-12-31
,,,,,,,,,132107,2016-12-31
,,,,,,,,,132152,2016-12-31
,,,,,,,,,132451,2016-12-31
,,,,,,,0,,132554,2016-12-31
,,,,,,,,,132778,2016-12-31
,,,,,,,,,132938,2016-12-31
,,,,,,,,,133579,2016-12-31
,,,,,,,0,,133850,2016-12-31
,,,,,,,,,133971,2016-12-31
,,,,,,,,,134156,2016-12-31
,,,,,,,,,134437,2016-12-31
,,,,,,,,,134455,2016-12-31
,,,,,,,,,134848,2016-12-31
,,,,,,,,,135836,2016-12-31
,,,,,,,,,135854,2016-12-31
,,,,,,,,,136048,2016-12-31
,,,,,,,,,136338,2016-12-31
,,,,,,,,,136459,2016-12-31
,,,,,,,,,136655,2016-12-31
,,,,,,,0,,137205,2016-12-31
,,,,,,,,,137447,2016-12-31
,,,,,,,,,137456,2016-12-31
,,,,,,,,,137559,2016-12-31
,,,,,,,,,137643,2016-12-31
,,,,,,,206,,137652,2016-12-31
,,,,,,,0,,137915,2016-12-31
,,,,,,,,,138051,2016-12-31
,,,,,,,,,138257,2016-12-31
,,,,,,,,,138556,2016-12-31
,,,,,,,,,138725,2016-12-31
,,,,,,,,,139133,2016-12-31
,,,,,,,,,139478,2016-12-31
,,,,,,,,,139553,2016-12-31
,,,,,,,0,,139656,2016-12-31
,,,,,,,218,,139740,2016-12-31
,,,,,,,,,139834,2016-12-31
,,,,,,,0,,139843,2016-12-31
,,,,,,,,,139955,2016-12-31
,,,,,,,0,,140018,2016-12-31
,,,,,,,,,140157,2016-12-31
,,,,,,,,,140362,2016-12-31
,,,,,,,,,140634,2016-12-31
,,,,,,,,,141211,2016-12-31
,,,,,,,,,141341,2016-12-31
,,,,,,,,,141350,2016-12-31
,,,,,,,,,141453,2016-12-31
,,,,,,,0,,141556,2016-12-31
,,,,,,,,,141677,2016-12-31
,,,,,,,,,141958,2016-12-31
,,,,,,,,,142049,2016-12-31
,,,,,,,,,142179,2016-12-31
,,,,,,,,,142571,2016-12-31
,,,,,,,,,142656,2016-12-31
,,,,,,,383,,142955,2016-12-31
,,,,,,,,,143073,2016-12-31
,,,,,,,,,143372,2016-12-31
,,,,,,,1328,,143662,2016-12-31
,,,,,,,,,143859,2016-12-31
,,,,,,,,,143952,2016-12-31
,,,,,,,0,,144034,2016-12-31
,,,,,,,,,144052,2016-12-31
,,,,,,,,,144155,2016-12-31
,,,,,,,,,144436,2016-12-31
,,,,,,,,,144678,2016-12-31
,,,,,,,,,144856,2016-12-31
,,,,,,,,,144913,2016-12-31
,,,,,,,,,145059,2016-12-31
,,,,,,,0,,145545,2016-12-31
,,,,,,,,,145554,2016-12-31
,,,,,,,,,145741,2016-12-31
,,,,,,,,,145750,2016-12-31
,,,,,,,,,145844,2016-12-31
,,,,,,,,,145956,2016-12-31
,,,,,,,,,146056,2016-12-31
,,,,,,,,,146618,2016-12-31
,,,,,,,,,146654,2016-12-31
,,,,,,,0,,146663,2016-12-31
,,,,,,,27000,,146672,2016-12-31
,,,,,,,,,146850,2016-12-31
,,,,,,,,,147633,2016-12-31
,,,,,,,,,147651,2016-12-31
,,,,,,,,,147679,2016-12-31
,,,,,,,,,147857,2016-12-31
,,,,,,,,,147923,2016-12-31
,,,,,,,,,148171,2016-12-31
,,,,,,,,,148238,2016-12-31
,,,,,,,,,148340,2016-12-31
,,,,,,,,,148470,2016-12-31
,,,,,,,,,148715,2016-12-31
,,,,,,,,,148809,2016-12-31
,,,,,,,,,148920,2016-12-31
,,,,,,,,,149150,2016-12-31
,,,,,,,,,149253,2016-12-31
,,,,,,,0,,150035,2016-12-31
,,,,,,,0,,150044,2016-12-31
,,,,,,,,,150156,2016-12-31
,,,,,,,,,150352,2016-12-31
,,,,,,,,,150727,2016-12-31
,,,,,,,,,151546,2016-12-31
,,,,,,,,,151555,2016-12-31
,,,,,,,,,151751,2016-12-31
,,,,,,,,,151957,2016-12-31
,,,,,,,,,152057,2016-12-31
,,,,,,,,,152253,2016-12-31
,,,,,,,,,152374,2016-12-31
,,,,,,,,,152431,2016-12-31
,,,,,,,,,152440,2016-12-31
,,,,,,,,,153054,2016-12-31
,,,,,,,,,153353,2016-12-31
,,,,,,,,,154154,2016-12-31
,,,,,,,,,154770,2016-12-31
,,,,,,,,,155759,2016-12-31
,,,,,,,,,155777,2016-12-31
,,,,,,,,,156457,2016-12-31
,,,,,,,,,156635,2016-12-31
,,,,,,,,,156952,2016-12-31
,,,,,,,,,156970,2016-12-31
,,,,,,,,,157155,2016-12-31
,,,,,,,,,157379,2016-12-31
,,,,,,,,,157650,2016-12-31
,,,,,,,,,157744,2016-12-31
,,,,,,,,,157856,2016-12-31
,,,,,,,,,158376,2016-12-31
,,,,,,,,,158741,2016-12-31
,,,,,,,0,,159636,2016-12-31
,,,,,,,,,159645,2016-12-31
,,,,,,,,,159953,2016-12-31
,,,,,,,,,159971,2016-12-31
,,,,,,,,,160360,2016-12-31
,,,,,,,,,160454,2016-12-31
,,,,,,,,,160650,2016-12-31
,,,,,,,0,,160959,2016-12-31
,,,,,,,,,161273,2016-12-31
,,,,,,,0,,161602,2016-12-31
,,,,,,,,,162337,2016-12-31
,,,,,,,,,163343,2016-12-31
