"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	TOTAL FOR DEP INCLUDED IN B	TOTAL DAILY AVG FOR DEP INCLUDED IN 	ESTIMATE OF UNINSURED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	AMT RETIRE DEP ACCNT $250K OR LESS	NBR RETIRE DEP ACCNT $250K OR LESS	AMT RETIREMT DEP ACCTS MOR THAN $250	NBR RETIRE DEP ACCNT MOR THAN $250K	AMT OF DEP ACCNT $250K OR LESS	NBR OF DEP ACCNTS OF $250K OR LESS	AMT OF DEP ACCNT MORE THAN $250K	NBR OF DEP ACCNT GT $250K	TOTAL DEP LIABILITIES BEFORE EXCLUSI	TOTAL ALLOWABLE EXCLUSIONS INCLD FOR	TOTAL DAILY AVG FOR DEP LIABILITY EX	TOTAL DAILY AVG ALLOWABLE EXCLS	AMT NONINT ACTS GE 250K	NBR NONINT ACT GE 250K	UNSECURED OTHR BRW MAT LE 1 YR	UNSECURED OTHR BRW MAT 1 TO 3 YR	UNSECURED OTHR BRW MAT 3 TO 5 YR	UNSECURED OTHR BRW MAT GT 5 YR	SUB NOTES & DBNTR MAT LE 1 YR	SUB NOTES AND DBNTR MAT 1 TO 3 YR	SUB NOTES AND DBNTR MAT 3 TO 5 YR	SUB NOTES & DBNTR MAT GT 5 YR	RECIPROCAL BROKERED DEPOSITS	PB/PSA FDIC CERTIFICATE NUMBER	
37																0	4485	365	0	0	57096	5225	4064	8	65646	0					0	0	0	0	0	0	0	0	0		
242																0	3676	164	0	0	19491	2801	1439	3	24606	0			0	0	0	0	0	0	0	0	0	0	0		
279																0	12160	372	415	1	87602	7050	3054	10	103231	0			261	1	0	0	0	0	0	0	0	0	0		
354																0	0	0	0	0	7465	792	873	2	8338	0			320	1	0	0	0	0	0	0	0	0	0		
457																0	1630	117	0	0	24624	2626	2712	7	28966	0			0	0	0	0	0	0	0	0	0	0	0		
505																0	8703	479	273	1	198319	19746	71217	98	278512	0					0	0	0	0	0	0	0	0	1338		
1155																0	13051	633	869	3	130058	12573	29480	41	173458	0	179108	0	7721	10	0	0	0	0	0	0	0	0	0		
1351																0	7703	257	908	2	71669	5065	45235	93	125515	0					0	0	0	0	0	0	0	0	0		
1454																0	21407	1560	1459	5	276998	31991	121644	168	421508	0					0	0	0	0	0	0	0	0	0		
1557																0	2063	341	0	0	33935	2587	9463	21	45461	0					0	0	0	0	0	0	0	0	0		
1669																0	12710	541	0	0	137448	12595	56245	44	206403	0			9885	16	0	0	0	0	0	0	0	0	0		
1829																0	20888	1788	3931	7	245907	25649	64511	99	335237	0			13914	26	0	0	0	0	0	0	0	0	3331		
1856																0	0	0	0	0	101496	880	4050	5	105546	0			0	0	0	0	0	0	0	0	0	0	0		
2040																0	8478	494	0	0	124532	8882	32004	45	165013	0	166638	0			0	0	0	0	0	0	0	0	9237		
2161																0	7151	352	353	1	71158	7212	28540	37	107202	0					0	0	0	0	0	0	0	0	0		
2376															84300	0	74872	3894	2630	9	1043308	59660	186866	412	1307676	0	1325401	0	9382	18	0	0	0	0	0	0	0	0	0		
2451																0	509	73	0	0	26578	1394	0	0	27087	0			0	0	0	0	0	0	0	0	0	0	0		
2554																0	89	1	0	0	7254	506	1250	2	8631	38			0	0	0	0	0	0	0	0	0	0	0		
2732																0	13710	559	567	2	227050	10421	204600	218	445927	0			25444	41	0	0	0	0	0	0	0	0	0		
2750																0	1872	114	0	0	33149	2313	10828	21	45849	0					0	0	0	0	0	0	0	0	0		
3252																0	5465	262	0	0	57747	6665	65237	55	128449	0			41920	32	0	0	0	0	0	0	0	0	0		
3458																0	710	26	0	0	19524	1779	4560	6	24794	0			0	0	0	0	0	0	0	0	0	0	0		
3720																0	7505	302	882	3	109851	12579	41640	64	159878	0			11818	24	0	0	0	0	0	0	0	0	0		
3953																0	346	18	0	0	88984	6767	15629	30	104959	0			4944	9	0	0	0	0	0	0	0	0	0		
4138																0	11152	691	589	2	129081	13847	20574	40	161397	0			3222	8	0	0	0	0	0	0	0	0	0		
4156																0	6550	291	526	2	113921	9433	25309	37	146797	491					0	0	0	0	0	0	0	0	0		
4231																0	12830	325	6714	18	85325	7052	9902	19	114771	0			1891	5	0	0	0	0	0	0	0	0	0		
4437																0	11998	526	336	1	185256	14485	36136	70	233726	0	234546	0	6375	15	0	0	0	0	0	0	0	0	7686		
4839																0	9877	404	1617	2	103107	10211	134337	512	249055	117			5063	12	0	0	0	0	0	0	0	0	0		
5005																0	23999	1270	287	1	249914	19090	37639	79	311839	0			12940	22	0	0	0	0	0	0	0	0	0		
5069																0	778	25	554	2	220775	2268	151222	217	373329	0					0	0	0	0	0	0	0	0	0		
5135																0	12482	904	807	3	148774	11942	89415	90	251478	0			29300	31	0	0	0	0	0	0	0	0	0		
5210																0	60025	7773	1682	6	619143	22333	75687	155	756537	0					0	0	0	0	0	0	0	0	13800		
5331																0	8297	806	260	1	190421	11443	40897	77	241847	1972			6657	10	0	0	0	0	0	0	0	0	17854		
5461																0	4767	219	1471	2	196858	12470	187726	231	390822	0					0	0	0	0	0	0	0	0	6663		
5751																0	5175	225	0	0	47424	3470	43445	41	96044	0			1916	5	0	0	0	0	0	0	0	0	0		
6039																0	7891	582	286	1	52513	4908	12668	21	73358	0			2584	7	0	0	0	0	0	0	0	0	0		
6141																0	1079	51	0	0	25524	2270	17976	24	44579	0					0	0	0	0	0	0	0	0	0		
6329																0	13361	616	2427	6	363397	28105	68046	142	447231	0					0	0	0	0	0	0	0	0	0		
6972																0	30766	1620	767	3	489861	42535	212757	340	734151	0			89168	119	0	0	0	0	0	0	0	0	47528		
7009																0	997	18	2555	5	126579	4296	432519	354	562650	0			53248	3	0	0	0	0	0	0	0	0	0		
7045																0	5268	390	941	2	68640	16017	39921	36	114770	0					0	0	0	0	0	0	0	0	0		
7157																0	3283	113	0	0	30930	3106	8510	16	42723	0			1225	3	0	0	0	0	0	0	0	0	0		
7456																0	2762	390	0	0	35699	3971	7584	13	46045	0			260	1	0	0	0	0	0	0	0	0	0		
7634																0	3676	171	770	3	59141	2879	3442	7	67029	0					0	0	0	0	0	0	0	0	0		
8033																0	3851	155	0	0	79884	4551	20505	31	104240	0					0	0	0	0	0	0	0	0	0		
8462																0	4073	166	0	0	51284	4920	41974	51	97331	0			6767	13	0	0	0	0	0	0	0	0	0		
8631																0	2815	119	412	1	39620	2963	6020	13	48867	0			603	1	0	0	0	0	0	0	0	0	0		
9357																0	791	72	0	0	76567	4125	141164	180	218522	0			30884	52	0	0	0	0	0	0	0	0	0		
9553																0	7993	257	0	0	49870	3940	9119	11	66982	0			2193	4	2200	0	63	516	0	0	0	0	0		
9807															276641	0	82020	4639	4372	13	1386897	62983	517864	525	1991153	0	2024143	0	20733	37	0	45996	0	0	0	0	0	0	0		
9955																0	2247	212	0	0	55777	6416	21365	35	79389	0			2353	6	0	0	0	0	0	0	0	0	0		
10157																0	1171	161	0	0	23792	2671	5960	7	30923	0			1354	3	0	0	0	0	0	0	0	0	0		
10250																0	54074	2579	2337	8	274690	30316	69165	116	400266	0			7250	18	0	0	0	0	0	0	0	0	15690		
10849																0	10142	373	0	0	188503	5101	42652	71	241297	0			13688	19	0	0	0	0	0	0	0	0	0		
10858																0	7993	785	279	1	189114	21097	115731	145	313117	0			22625	28	0	0	0	0	0	0	0	0	12782		
11145																0	7008	381	1582	3	96536	14032	33571	60	138697	0			3435	8	0	0	0	0	0	0	0	0	0		
11640																0	13037	546	2007	6	130513	10180	105263	109	250820	0			11895	11	0	0	0	0	0	0	0	0	0		
11837																0	3980	246	0	0	54261	3780	31702	20	89943	0			296	1	0	0	0	0	0	0	0	0	0		
12030																0	23503	1159	1802	6	221021	18228	50826	91	297152	0			7277	17	0	0	0	0	0	0	0	0	0		
12142																0	7807	310	0	0	101340	10183	27459	53	136606	0			347	1	0	0	0	0	0	0	0	0	0		
12245																0	6993	355	0	0	77373	9589	12292	23	96658	0			4004	3	0	0	0	0	0	0	0	0	2032		
12311	43811116	4400226	44252951	4253194	113961	0	0	35000	0	64884	147481	1270700	4400226	4253194	11760147	0	1532896	104354	23159	72	25887972	2568940	11966863	11004					3856475	3181									398420		
12647																0	4698	204	564	2	39794	4037	25571	21	70627	0			1794	5	0	0	0	0	0	0	0	0	0		
12656																0	717	41	0	0	13983	1406	325	1	15025	0			0	0	0	0	0	0	0	0	0	0	0		
12937																0	4019	225	2798	5	63415	4500	93209	129	163441	0			0	0	0	0	0	0	0	0	0	0	7966		
12946																0	29062	1020	2805	7	339985	26369	182783	200	554635	0			38433	53	0	0	0	0	0	0	0	0	708		
12955																0	5598	283	0	0	66976	7768	45478	55	118050	0			0	0	0	0	0	0	0	0	0	0	0		
13037																0	9272	595	273	1	113413	12265	7323	21	130281	0			2185	6	0	0	0	0	0	0	0	0	0		
13103															211838	0	56605	3379	6373	15	565926	48181	291187	400	920091	0	898743	0	45387	79	0	0	0	0	0	0	0	0	0		
13251																0	2196	370	586	1	22720	1287	8563	17	34064	0					0	0	0	0	0	0	0	0	0		
13457																0	1016	61	0	0	11189	1474	1913	4	14118	0					0	0	0	0	0	0	0	0	0		
14052																0	2807	122	271	1	47948	6084	5091	12	56117	0			1798	3	0	0	0	0	0	0	0	0	1146		
14155																0	4525	314	0	0	67390	8920	17877	27	89792	0			4014	4	0	0	0	0	0	0	0	0	3914		
14454																0	1005	99	0	0	13504	2443	1828	2	16337	0			0	0	0	0	0	0	0	0	0	0	0		
14650																0	1385	61	0	0	17840	2528	4450	5	23675	0					0	0	0	0	0	0	0	0	0		
14753																0	4044	145	0	0	27015	3347	4116	9	35175	0			1662	4	0	0	0	0	0	0	0	0	0		
14865																0	9631	532	0	0	161392	17002	48102	79	219125	0			19279	28	0	0	0	0	0	0	0	0	18326		
14977																0	2825	97	0	0	26451	332	4100	7	33377	0	35223	0			0	0	0	0	0	0	0	0	0		
16337																0	32539	1078	868	3	305563	25845	47960	50	386930	0			14792	24	0	0	0	0	0	0	0	0	0		
16458																0	9415	678	1566	4	151342	15066	74535	78	236858	0			20327	27	0	0	0	0	0	0	0	0	0		
16551																0	16002	843	1774	6	83960	15503	28153	36	129889	0			2712	5	0	0	0	0	0	0	0	0	0		
16748																0	4801	271	0	0	37996	4427	4767	9	47564	0			0	0	0	0	0	0	0	0	0	0	0		
16944																0	1128	57	0	0	28260	2962	1275	3	30728	66			456	1	0	0	0	0	0	0	0	0	0		
16953																0	634	26	0	0	24444	3022	2011	4	27090	1			1063	2	0	0	0	0	0	0	0	0	0		
17110																0	4267	54	1024	3	46778	590	38507	46	90576	0					0	0	0	0	0	0	0	0	0		
17147															445707	0	157616	9548	9371	30	1535071	217072	1611477	3931	3314523	988	3389806	918	175173	248	0	0	0	0	0	0	0	0	0		
17259																0	25319	314	0	0	27650	3317	0	0	52969	0					0	0	0	0	0	0	0	0	0		
17464															152483	0	23716	1391	1446	5	1057425	67271	495453	535	1578040	0	1628163	0	121419	208	0	0	0	0	0	0	0	0	9114		
17950																0	12555	629	1767	5	134642	13854	89035	110	237999	0			4480	9	0	0	0	0	0	0	0	0	0		
18050																0	10565	652	527	1	208441	31552	60329	93	279863	1			15782	24	0	0	0	0	0	0	0	0	0		
18135																0	3613	252	0	0	144491	5552	44383	76	192487	0			10683	20	0	0	0	0	0	0	0	0	12166		
18377																0	4127	365	770	2	31390	2270	1657	5	37945	0					0	0	0	0	0	0	0	0	0		
18827																0	12988	1606	801	3	188852	21573	141038	117	343679	0			6644	12	0	0	0	0	0	0	0	0	0		
18836																0	13850	557	1224	4	119085	12742	6978	19	141137	0			858	3	0	0	0	0	0	0	0	0	2673		
18854																0	1637	73	605	2	88008	3734	25426	45	115676	0			8093	13	0	0	0	0	0	0	0	0	15635		
18957																0	3493	204	251	1	22117	1943	4133	10	29994	0			0	0	0	0	0	0	0	0	0	0	0		
19356																0	3095	446	0	0	56808	4365	6566	12	66469	0					0	0	0	0	0	0	0	0	0		
19730															682275	0	64482	3722	1149	4	1394720	90783	564731	635	2025082	0	2007859	0	171261	206	0	0	0	0	0	0	0	0	15072		
19936																0	10844	383	1256	4	135243	12307	63500	90	210843	0			5326	10	0	0	0	0	0	0	0	0	0		
19972																0	0	0	0	0	56009	3167	1985	7	57996	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	8956	698	0	0	46053	6239	14057	12	69066	0			6292	10	0	0	0	0	0	0	0	0	0		
20370																0	5882	244	0	0	167708	9202	15503	33	189093	0					0	0	0	0	0	0	0	0	0		
20512																0	5710	438	417	1	67498	8793	13685	20	87308	0			0	0	0	0	0	0	0	0	0	0	0		
20633																0	18633	782	556	2	211643	13355	46374	65	285694	8488			5625	7	0	0	0	0	0	0	0	0	0		
20857																0	914	79	0	0	33778	2881	126953	34	161645	0			106816	13	0	0	0	0	0	0	0	0	0		
20866																0	0	0	0	0	190267	13172	37668	97	228601	666			2462	7	0	0	0	0	0	0	0	0	0		
21256																0	2038	67	0	0	4850	525	1016	1	7905	0					0	0	0	0	0	0	0	0	0		
21359																0	1629	87	390	1	16873	1892	1183	3	20075	0			0	0	25	71	78	163	0	0	0	0	0		
21630																0	2471	106	0	0	40327	4401	15606	26	58404	0			2035	6	0	0	0	0	0	0	0	0	0		
21658																0	12730	1152	642	2	101680	8974	13385	21	128514	77					0	0	0	0	0	0	0	0	0		
22048																0	6070	327	1073	2	112666	12457	30643	43	150452	0					0	0	0	0	0	0	0	0	0		
22356																0	7302	639	258	1	118434	15639	110940	380	236934	0			10563	27	0	0	0	0	0	0	0	0	0		
22459																0	5018	697	0	0	70748	9383	6993	15	82759	0			3479	6	0	0	0	0	0	0	0	0	0		
22543																0	3914	183	0	0	48235	6418	11185	15	63334	0			732	2	0	0	0	0	0	0	0	0	0		
22552																0	1720	129	259	1	40223	1397	3645	9	45847	0					0	0	0	0	0	0	0	0	0		
22730																0	4083	271	0	0	77117	9942	10806	23	92006	0			2817	6	0	0	0	0	0	0	0	0	0		
22936																0	14807	615	1928	6	213590	14389	33081	74	263406	0			7385	13	0	0	0	0	0	0	0	0	0		
22954																0	2499	176	0	0	58339	4743	6983	15	67821	0			2024	4	0	0	0	0	0	0	0	0	6507		
23045																0	1083	53	0	0	14778	303	15656	13	31518	0					0	0	0	0	0	0	0	0	0		
23241															257915	0	93663	6023	2023	7	1950107	168972	766802	485	2812595	0	2849122	0	139327	157	0	50000	0	0	0	0	0	0	0		
23456																0	7435	779	518	2	63164	7046	7042	17	78159	0			530	2	0	0	30	0	0	0	0	0	0		
23504																0	9145	655	1406	4	396423	26297	462080	450	869054	0	852269	0	90417	164	0	0	0	0	0	0	0	0	0		
23540																0	12363	477	1035	3	117884	19478	40664	43	171947	0	151589	0	2121	4	0	0	0	0	0	0	0	0	0		
23643																0	8323	292	302	1	97254	10853	28838	59	134717	0			7433	15	0	0	0	0	0	0	0	0	0		
23755																0	9018	542	528	2	85446	9007	35561	58	130553	0	131645	0	0	0	0	0	0	0	0	0	0	0	1008		
23812															220151	0	37719	2387	936	2	731017	44524	223715	303	993387	0	1048261	0	99062	122	0	0	0	0	0	0	0	0	0		
24006																0	60191	3721	600	2	656239	49807	120100	234	837130	0			13784	22	0	0	0	0	0	0	0	0	0		
24453																0	2844	77	687	2	197398	4607	72241	85	273170	0			12416	26	0	0	0	0	0	0	0	0	52974		
24659																0	2901	147	549	1	25522	2691	2060	4	31032	0					0	0	0	0	0	0	0	0	0		
24668																0	10673	544	1098	2	123948	13607	24837	43	160556	0					0	0	0	0	0	0	0	0	0		
24855																0	0	0	0	0	10106	914	1883	5	11989	0					0	0	0	0	0	0	0	0	0		
24949																0	39355	2088	610	2	548573	44538	87945	133	676483	0			37330	44	0	0	0	0	0	0	0	0	47360		
25357																0	1165	84	0	0	66911	6874	12241	17	80317	0			1594	3	0	0	0	0	0	0	0	0	0		
25647																0	5727	220	931	2	50749	2542	8467	20	65874	0					0	0	0	0	0	0	0	0	0		
26149																0	1938	93	438	1	68235	4475	6538	15	77149	0	76976	0	387	1	0	0	0	0	0	0	0	0	0		
26242																0	19274	855	254	1	244383	24143	69012	83	332923	0					0	0	0	0	0	0	0	0	0		
26457																0	606	69	0	0	17022	1556	3282	6	20910	0			1384	3	0	0	0	0	0	0	0	0	0		
26765																0	2232	76	0	0	151802	11134	52152	76	206186	0			7705	12	0	0	0	0	0	0	0	0	0		
26859																0	11189	781	330	1	157625	11155	160663	154	329807	0			55569	51	6	0	0	0	0	0	0	0	0		
26916																0	14683	1141	262	1	254376	27001	87252	125	356573	0			27842	41	1128	0	0	0	0	0	0	0	0		
27548																0	19691	1177	1494	4	307061	32217	130489	138	458735	0			25286	33	0	0	0	0	0	0	0	0	9809		
27614																0	27360	1633	4222	8	171081	27434	51585	64	254248	0			19573	34	0	0	0	0	0	0	0	0	0		
27847																0	27490	1348	4080	12	295625	26818	76395	118	403590	0			4662	9	0	0	0	0	0	0	0	0	0		
28152																0	5859	499	0	0	44456	6739	11018	18	61333	0	60418	0	2488	4	0	0	0	0	0	0	0	0	0		
28255																0	3419	251	462	1	136475	8789	59923	107	200280	0					0	0	0	0	0	0	0	0	0		
28349																0	9891	356	452	1	110291	6983	36031	62	156665	0			1691	5	0	0	0	0	0	0	0	0	0		
28406															87770	0	45578	3210	3610	8	633445	41538	88779	227	771412	0			883	2	0	0	0	0	0	0	0	0	0		
28572																0	5193	175	0	0	35173	2200	3204	8	43568	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2720	107	0	0	51017	4394	7873	17	61610	0			1433	4	0	0	0	0	0	0	0	0	0		
29104															163174	0	20345	944	4185	12	523891	33943	276510	455	824931	0	800984	0	69953	92	0	0	0	0	0	0	0	0	73434		
29636																0	24283	1015	1787	4	354500	36001	170769	171	551339	0			13576	29	0	0	0	0	0	0	0	0	0		
29953																0	3171	162	0	0	43416	3579	9498	22	56085	0			4020	11	0	0	0	0	0	0	0	0	1006		
30052																0	268	11	0	0	10617	2184	2599	7	13483	0			271	1	0	0	0	0	0	0	0	0	0		
30258																0	17872	1160	1000	3	303619	29744	73185	101	395676	0			16990	23	0	0	0	0	0	0	0	0	25		
30418																0	1641	170	0	0	356219	17209	1022	1	358882	0					0	0	0	0	0	0	0	0	0		
30502																0	29243	1949	1389	5	474125	46531	141584	228	646341	0			15705	33	0	0	0	0	0	0	0	0	0		
30650																0	7256	513	0	0	86927	6366	17635	35	111818	0			2458	4	0	0	0	0	0	0	0	0	0		
30810	34642980	0	35541691	0	15515	0	594217	0	0	0	0	1194915	0	0	937652	0	1135336	38022	59217	210	31246742	17770106	2201685	5083					299	1									0		
31134																0	5981	368	531	1	56420	7936	17063	20	80044	49			1032	3	0	0	0	0	0	0	0	0	0		
31255																0	11951	377	1643	4	190173	7021	133700	152	337467	0			26492	40	0	0	0	0	0	0	0	0	4267		
31657																0	5351	164	546	2	71251	5033	13816	25	90964	0					0	0	0	0	0	0	0	0	0		
31826																0	18452	503	1675	5	151906	14900	23333	41	195366	0			6074	13	0	0	0	0	0	0	0	0	0		
31835																0	2841	138	277	1	48895	5389	24856	37	76869	0			6901	9	0	0	0	0	0	0	0	0	0		
32234																0	3160	141	0	0	44950	4353	17795	18	65904	0			842	2	0	0	0	0	0	0	0	0	0		
32766																0	1858	109	0	0	35581	2976	9670	20	47109	0					0	0	0	0	0	0	0	0	0		
33147																0	17779	853	1601	4	221059	19747	75297	156	315736	0			11016	20	0	0	0	0	0	0	0	0	3114		
33259																0	38660	2530	843	3	396395	25943	113255	141	549153	0			27484	34	0	0	0	0	0	0	0	0	0		
33268																0	4464	172	1018	2	66814	6484	27492	43	99787	0	101898	0			0	0	0	0	0	0	0	0	0		
33727																0	22422	1413	909	3	226110	24117	47643	99	297084	0			20595	42	34	0	0	0	0	0	0	0	0		
33754																0	956	59	0	0	24462	2445	3175	5	28593	0					0	0	0	0	0	0	0	0	0		
33839																0	1470	148	0	0	22109	2096	1067	2	24646	0			667	1	0	0	0	0	0	0	0	0	0		
33857																0	4723	276	0	0	66210	4054	8445	19	79378	0			1731	4	0	0	0	0	0	0	0	0	0		
34153																0	33734	2162	910	3	431848	26291	39499	53	505991	0			39499	53	0	0	0	0	0	0	0	0	0		
34359																0	2201	98	0	0	18888	1558	1270	4	22360	0			455	1	0	0	0	0	0	0	0	0	0		
34425																0	11426	629	305	1	225573	18121	30768	61	268071	0			9892	21	0	0	0	0	0	0	0	0	0		
34434																0	14823	558	2537	5	132674	11652	60880	98	210914	0			12185	17	0	0	0	0	0	0	0	0	0	2537	
34452																0	4715	190	773	1	59326	5936	18999	21	83813	0			974	1	0	0	0	0	0	0	0	0	0		
34537															272333	0	55265	3841	2538	7	1285859	104208	395210	561	1738872	0	1777450	0	75820	124	0	0	0	0	0	0	0	0	8313		
34555																0	17623	1034	2151	6	113613	9820	31349	42	164736	0					0	0	0	0	0	0	0	0	6744		
34742																0	13218	538	265	1	196107	15325	48421	89	258011	0			11945	16	0	0	0	0	0	0	0	0	0		
34836																0	1438	10	0	0	27865	1955	2765	5	32068	0					0	0	0	0	0	0	0	0	0		
35057																0	2033	94	0	0	70910	6066	22156	37	95099	0			1984	4	0	0	0	0	0	0	0	0	0		
35301	100096109	77688957	94070233	72495449	0	0	0	0	0	0	0	1058391	77688957	72495449	21589469	0	0	0	0	0	282433	10561	22124719	2187					10314070	2533									0		
35570															350255	0	497186	25600	22580	68	4244300	210084	1346127	1555	6110193	0	6085313	0	436796	157	0	0	0	0	0	0	0	0	0		
35646																0	1684	152	0	0	30920	3236	4683	9	37287	0			539	1	0	0	0	0	0	0	0	0	0		
35842																0	5057	261	251	1	93832	8108	36424	58	135564	0					0	0	0	0	0	0	0	0	0		
36054															320105	0	25630	2993	1779	5	564902	27017	469019	453	1061330	0	1050755	0	104636	149	0	0	0	0	0	0	0	0	0		
36344																0	17656	1234	1228	3	235767	20740	59226	96	313877	0			15414	24	0	0	0	0	0	0	0	0	1452		
36456																0	4490	187	953	3	62722	4327	15090	26	83256	0			1091	1	0	0	0	0	0	0	0	0	0		
36858																0	6392	354	509	2	132336	10535	31814	62	171051	0	175520	0	6895	16	0	0	0	0	0	0	0	0	0		
36933																0	6459	278	276	1	67306	8013	12078	17	86119	0			3099	4	0	0	0	0	0	0	0	0	0		
37051																0	3068	163	341	1	43654	3731	4408	11	51711	240			0	0	0	0	0	0	0	0	0	0	0		
37341																0	2597	138	0	0	24089	3285	1206	4	27892	0			463	1	0	0	0	0	0	0	0	0	0		
37378																0	1609	95	0	0	108877	6638	28260	58	138746	0			6765	13	0	0	0	0	0	0	0	0	0		
37435																0	81950	4317	5855	17	578568	77785	154781	227	821154	0			47424	66	0	0	0	0	0	0	0	0	0		
37640															298632	0	47974	3810	921	2	705467	73414	314532	302	1072173	3279	1061973	3759	42775	87	0	0	0	0	0	0	0	0	0		
37659																0	808	127	545	1	30043	2775	2828	5	34224	0					0	0	0	0	0	0	0	0	0		
37743																0	6752	282	940	2	47600	4723	19314	26	74606	0			664	2	0	0	0	0	0	0	0	0	0		
37949																0	5926	261	0	0	116464	7320	37215	53	159604	0			20413	13	0	0	0	0	0	0	0	0	0		
38535																0	27059	1699	586	2	275393	25402	62442	99	365480	0			3005	9	0	0	0	0	0	0	0	0	0		
38740																0	13139	802	0	0	104919	11318	25940	32	143998	0			1806	5	0	0	0	0	0	0	0	0	0		
39327																0	14503	1106	0	0	257240	27310	49727	100	321470	0			12987	41	0	0	0	0	0	0	0	0	0		
39420															40970	0	41558	2668	1857	6	760334	74471	177786	223	981535	0	985928	0	31869	54	0	0	0	0	0	0	0	4000	0		
39475															141323	0	37102	2567	1083	4	1135149	88309	221200	364	1394533	0	1390049	0	125457	187	46	0	0	0	0	0	0	0	0		
39756																0	9778	395	552	2	238247	13222	127900	216	376477	0			36119	62	0	0	0	0	0	0	0	0	5480		
40033																0	6230	322	853	3	48772	6501	19131	10	74987	0			715	2	0	0	0	0	0	0	0	0	0		
40350																0	3154	238	0	0	27421	2729	3478	8	34053	0			287	1	0	0	0	0	0	0	0	0	0		
40707																0	12277	615	899	3	176475	21433	43345	89	232996	0			15192	33	0	0	0	0	0	0	0	0	0		
40855																0	2153	120	282	1	39904	2912	10630	20	52970	0					0	0	0	0	0	0	0	0	0		
41245																0	3333	184	0	0	28400	4459	2713	6	34446	0					0	0	0	0	0	0	0	0	0		
41553																0	2204	126	0	0	44926	4442	17689	18	64819	0					0	0	0	0	0	0	0	0	0		
41629																0	6732	536	254	1	110862	10455	17837	24	135685	0	133074	0	2213	4	0	0	0	0	0	0	0	0	2465		
41647															21373	0	30772	1663	274	1	637942	44458	48255	89	717243	0			8299	19	0	0	0	0	0	0	0	0	7821		
41759																0	2309	130	0	0	26272	2803	6321	16	34902	0			463	1	0	0	0	0	0	0	0	0	0		
41825																0	5808	491	0	0	102250	12356	17211	23	125269	0					0	0	0	0	0	0	0	0	0		
41937																0	7009	335	262	1	43746	5927	513	2	51530	0					0	0	0	0	0	0	0	0	0		
41955																0	2582	137	0	0	21543	2221	2927	5	27052	0			0	0	0	0	0	0	0	0	0	0	0		
42037																0	0	0	0	0	38639	4194	11941	19	50580	0			3004	6	0	0	0	0	0	0	0	0	0		
42055																0	2510	248	569	1	45844	4708	7386	9	56309	0					0	0	0	0	0	0	0	0	0		
42354																0	2609	102	0	0	68601	6013	20407	38	91617	0			4317	10	0	0	0	0	0	0	0	0	0		
42420															939791	0	307642	27793	18343	53	3245729	397654	1182603	1317	4754317	0	4714850	0	198963	288	0	0	0	0	0	0	0	0	15505		
42448																0	51865	2190	7256	19	338565	33890	88062	105	485748	0			16719	31	0	0	0	0	0	0	0	0	0		
42457																0	1018	64	0	0	14806	1583	4971	8	20795	0			732	1	0	0	0	0	0	0	0	0	0		
43052																0	5828	304	260	1	63509	5751	14448	14	84045	0			3615	6	0	0	0	0	0	0	0	0	0		
43351																0	297	19	0	0	6996	858	1060	4	8353	0			0	0	0	0	0	0	0	0	0	0	0		
43454																0	1018	106	0	0	14204	1918	2603	7	17825	0			671	2	0	0	0	0	0	0	0	0	0		
43511																0	21216	1970	987	3	326835	31430	65352	100	414390	0			20645	31	0	0	0	0	0	0	0	6000	20672		
43744																0	4720	220	0	0	62180	5236	9684	22	76584	0			4044	8	0	0	0	0	0	0	0	0	0		
43856																0	1162	83	284	1	24665	2686	12078	22	38187	0			1672	4	0	0	0	0	0	0	0	0	0		
43959																0	1920	116	0	0	58038	5112	54495	66	114453	0					0	0	0	0	0	0	0	0	0		
44040																0	16784	675	0	0	154740	12287	71134	88	242658	0					0	0	0	0	0	0	0	0	0		
44433																0	2854	111	543	2	102061	3855	91817	121	197275	0			0	0	0	0	0	0	0	0	0	0	0		
