"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							1990	672	0	10243	4303	0	261	0	1272	53541	45375	563	48228	0	381	0	2290	0	5313	200	53541	0	0	4029	0	0	1000	0	7499	37876			0	31635	31254	84	3546	0	0	0	5313	
1669																																							14881	6997	953	91794	38745	0	1633	12	10263	250918	206069	721	206824	0	2008	0	34	0	44094	800	250918	0	0	41493	0	0	800	0	27675	178394			0	84127	82119	1001	3521	0	0	0	44094	
1829																																							49097	3456	553	0	79376	0	3019	40	8882	412771	334214	1748	370714	0	3859	8144	28004	0	42057	390	412771	0	0	37198	0	0	3100	0	64452	269762			0	264063	260204	1369	0	0	0	6748	42057	
1856																																							15020	20500	0	27981	76766	0	384	0	4395	179955	105351	207	159558	0	247	98	54000	0	20397	500	179955	0	0	-422	0	0	17782	0	1891	103460			0	23896	23649	2537	11162	0	0	0	20397	
2040																																							150	2500	0	0	44859	0	3481	376	7054	211849	164423	1146	192464	0	3369	0	23300	0	19385	480	211849	0	0	14841	0	0	4270	171	11414	153009			0	153200	149831	-206	3427	0	0	3595	19385	
2161																																							7246	7037	0	2	41375	0	1700	0	4704	122227	107123	1745	108868	0	561	0	0	0	13359	1000	122227	0	0	10494	0	0	1253	0	19315	87808			0	60724	60163	612	0	0	0	0	13359	
2376																																							339877	6446	0	66467	435444	0	14833	4252	98631	2441666	1306399	32271	2052148	65	25902	0	527361	0	389453	500	2441666	0	0	396920	1445	0	20053	0	56224	1250175			-30033	1500173	1474271	2013	0	0	186117	0	389518	
2451																																							2002	204	387	76	2	0	281	569	1142	28248	27048	52	28081	0	1583	0	981	0	167	50	28248	0	0	-3772	0	0	3889	0	2387	24661			0	24845	23262	0	323	0	0	0	167	
2554																																							3464	272	0	0	12	0	110	0	193	9761	8595	36	8631	0	82	289	0	0	1130	50	9761	0	0	105	0	0	975	0	1673	6922			0	5461	5379	0	42	0	0	0	1130	
2732																																							22973	19147	1112	0	62304	0	5177	2907	5773	521297	445263	2719	448101	0	4713	0	119	0	73196	0	521297	0	0	66172	0	0	5789	0	77540	367723			0	406617	401904	1235	0	0	0	0	73196	
2750																																							199	657	0	0	12991	0	294	256	2737	59851	45765	370	54360	0	557	0	8225	0	5491	83	59851	0	0	5156	0	0	93	0	2961	42804			0	42645	42088	159	629	0	0	0	5491	
3252																																							1431	4452	0	100	62253	0	549	0	4686	150394	128256	335	132160	0	1167	0	3569	0	18234	200	150394	0	0	16952	0	0	300	0	11517	116739			0	74390	73223	782	3700	0	0	0	18234	
3458																																							3263	2289	0	2620	6696	0	373	289	574	30890	24766	232	27793	0	277	0	0	0	3097	100	30890	0	0	1801	0	0	1101	0	2789	21977			0	14148	13871	95	915	0	0	2795	3097	
3720																																							15519	4241	0	4851	49125	0	3414	45	6427	195563	159721	1281	168456	0	1473	0	5031	0	27107	2400	195563	0	0	13035	0	0	10800	480	18052	141669			0	112934	111461	872	0	0	0	2423	27107	
3953																																							8	2141	0	0	4	0	3569	489	4669	122632	104911	1042	114563	0	2643	0	8610	0	8069	500	122632	0	0	3889	0	0	3680	9952	22665	82246			0	104443	101800	0	0	0	0	0	8069	
4138																																							10534	4363	0	0	31006	23	6805	3948	3626	182183	161252	319	166573	0	2952	0	1413	0	15610	300	182183	0	0	12815	0	0	1800	0	22506	138746			0	124780	121828	695	50	0	0	3589	15610	
4156																																							132	3877	0	0	34757	0	7488	157	8472	196896	146034	568	178300	0	2145	1783	31200	0	18596	1200	196896	0	0	10661	0	0	5981	766	19136	126898			0	141609	139464	754	0	0	0	498	18596	
4231																																							500	5954	0	0	35700	0	985	628	1906	129750	114098	939	115037	0	805	0	0	0	14713	500	129750	0	0	1995	0	0	12100	0	15302	98797			0	84882	84077	118	0	0	0	0	14713	
4437																																							2237	3713	0	630	78653	0	5875	2386	8140	267607	233560	1315	242808	0	3775	0	4371	0	24799	963	267607	0	0	19196	0	0	3750	0	18903	214657			0	164788	161013	890	4960	0	0	3562	24799	
4839																																							201	4870	0	0	54559	82	5955	7998	4901	313880	248600	1203	283593	0	3718	0	25000	0	30287	1875	313880	0	0	14719	0	0	12929	0	34819	213782			0	234332	230614	764	4700	0	0	8790	30287	
5005																																							16333	2448	764	294	51996	0	7281	13257	20727	399306	310304	4583	372310	0	2031	2646	57423	0	26996	0	399306	0	0	-950	0	0	28132	0	31721	278583			0	281258	279227	-186	4333	0	0	0	26996	
5069																																							33077	4314	0	0	22623	0	18028	7064	7507	486219	371037	5956	376993	0	30098	0	0	0	109226	4500	486219	0	0	100065	0	0	4129	0	13503	357534			0	423704	393606	532	0	0	0	0	109226	
5135																																							27172	7771	0	0	18632	0	4846	260	10609	310270	251222	1036	274096	0	3505	1042	21838	0	36174	651	310270	0	0	15983	0	0	19349	0	31671	219550			0	243443	239938	191	0	0	0	0	36174	
5210																																							14807	14193	0	10051	203901	0	14383	7395	47024	963375	754639	7910	883431	0	14344	0	81309	0	79944	4798	963375	0	0	67958	0	0	5455	3662	56572	698067			0	662303	647959	1733	0	0	0	39573	79944	
5331																																							6431	3917	0	0	240708	0	12481	2070	10362	416053	238538	3094	383148	0	2369	0	40016	0	32905	2580	416053	0	0	16810	0	0	16610	0	41363	197175			0	142453	140084	-3095	0	0	8000	93500	32905	
5461																																							29769	13490	297	0	55689	642	12086	597	10944	469707	390788	2868	424265	0	4352	0	30609	0	45442	2059	469707	0	0	37658	0	0	4241	0	115048	275740			0	350545	346193	1484	0	0	0	0	45442	
5751																																							0	1267	0	0	66411	0	218	0	4016	123620	95976	656	98595	0	1067	0	1000	0	25025	600	123620	0	0	22111	0	0	700	0	6163	89813			0	52775	51708	1614	0	0	963	0	25025	
6039																																							10589	2470	0	0	4344	0	1600	1471	2525	82251	73116	339	73455	0	1120	0	0	0	8796	469	82251	0	0	2674	0	0	5600	0	10887	62229			0	59772	58652	53	600	0	0	0	8796	
6141																																							0	4559	0	10071	0	0	184	30	638	49368	44460	167	44627	0	373	0	0	0	4741	400	49368	0	0	541	0	0	3800	0	13285	31175			0	23509	23136	0	10750	0	0	0	4741	
6329																																							15752	16634	0	0	39837	0	16744	5145	14989	486236	446163	2862	449025	0	8458	0	0	0	37211	2600	486236	0	0	14586	0	0	19400	0	94761	351402			0	384137	375679	625	1456	0	0	0	37211	
6972																																							38327	12414	267	84547	47957	0	34551	2151	21838	879114	733017	10937	785454	0	25650	0	41500	0	93660	2600	879114	0	0	17744	0	0	76637	0	157146	575871			0	662712	637062	-3321	0	0	0	0	93660	
7009																																							4129	355	0	0	327458	0	891	0	12037	620303	561850	9192	571042	0	0	0	0	0	49261	500	620303	23	0	45577	0	0	552	0	53426	508424			0	275410	275410	2632	0	0	0	0	49261	
7045																																							0	17930	0	20651	19496	0	1707	0	2186	129691	114645	458	115103	0	840	0	0	0	14588	100	129691	0	0	11932	0	0	2325	0	16847	97798			0	68561	67721	231	0	0	0	0	14588	
7157																																							0	632	0	0	18343	0	171	56	775	46964	42572	419	42991	0	560	0	0	0	3973	200	46964	0	0	3433	0	0	200	0	4085	38487			0	25596	25036	140	1951	0	0	0	3973	
7456																																							39	959	0	2964	12656	0	469	30	1074	50925	45986	97	46083	0	441	0	0	0	4842	400	50925	0	0	1094	0	0	2900	0	9435	36551			0	29968	29527	448	3207	0	0	0	4842	
7634																																							897	9440	0	13	5976	0	726	578	1113	72822	66907	240	69147	0	1861	0	2000	0	3675	200	72822	0	0	-2546	0	0	5950	0	5573	61334			0	55940	54079	71	0	0	0	0	3675	
8033																																							1197	2141	0	0	6504	0	2974	0	4149	142120	103870	1644	128117	0	916	0	22603	0	14003	774	142120	0	0	8729	0	0	4476	0	19994	83876			0	122146	121230	24	3925	0	0	0	14003	
8462																																							0	9808	0	0	65726	0	355	0	1157	113082	97153	227	97380	0	453	0	0	0	15702	350	113082	0	0	13357	0	0	350	136	21315	75838			0	31303	30850	1645	5050	0	0	0	15702	
8631																																							260	2377	0	0	13044	0	1525	558	2567	55606	48819	340	49159	0	452	0	0	0	6447	500	55606	0	0	5124	0	0	800	0	15045	33774			0	33757	33305	23	1970	0	0	0	6447	
9357																																							8840	7490	2811	0	28583	0	858	0	7455	432961	218520	1562	370705	0	6175	23238	90400	0	62256	500	432961	0	0	9843	0	0	51847	179440	72698	145822			0	180036	173861	66	385	0	53700	6523	62256	
9553																																							6460	2396	0	0	8168	0	1497	0	3607	93331	66914	974	84406	0	784	0	14768	0	8925	400	93331	0	0	7292	0	0	1200	0	8726	58188			0	71987	71203	33	0	0	1750	0	8925	
9807																																							279853	20962	0	224105	175294	17	9481	140809	120928	2565549	1987994	7735	2366070	1500	54033	0	305996	0	197979	20000	2565549	0	0	133819	0	0	112272	0	52735	1935259			0	1648133	1594100	-68112	0	0	0	64345	199479	
9955																																							16120	3245	546	0	25095	0	1651	0	2209	101479	79326	200	89437	0	784	0	9911	0	12042	110	101479	0	0	8595	0	0	3023	0	12627	66699			0	53397	52613	314	0	0	0	0	12042	
10157																																							36	1264	0	60	10529	0	181	490	1699	33770	30884	63	30947	0	923	0	0	0	2823	250	33770	0	0	-82	0	0	2560	0	6868	24016			0	18789	17866	95	1645	0	0	0	2823	
10250																																							21252	6369	0	0	51076	0	12265	13047	10944	451300	399470	1160	412630	0	8352	0	12000	0	38670	1500	451300	0	0	8237	0	0	28200	0	44614	354856			0	344699	336347	733	0	0	0	0	38670	
10849																																							6025	10458	0	0	33206	0	3997	9530	8089	289976	241095	1151	262301	0	7101	694	20055	0	27675	16	289976	0	0	15957	0	0	11496	0	25776	215319			0	225078	217977	206	0	0	0	0	27675	
10858																																							26678	5022	0	0	62722	0	6318	755	7119	406360	311476	3274	363088	0	2936	2957	10591	0	43272	2500	406360	0	0	24973	0	0	14755	112	60216	251260			0	297613	294677	1044	0	0	0	37747	43272	
11145																																							4282	5590	0	0	16674	85	5489	1572	5856	164994	138577	1071	148209	0	1987	450	8561	0	16785	1000	164994	0	0	11570	0	0	4000	0	18915	119662			0	126783	124796	215	200	0	0	0	16785	
11640																																							1215	8036	0	0	80954	0	5795	552	14536	316464	249856	2403	286259	0	2636	0	27000	0	30205	650	316464	0	0	6980	0	0	21420	0	40143	209713			0	208012	205376	1155	0	0	7000	0	30205	
11837																																							1242	2121	0	0	56848	0	869	1425	2616	109045	89877	596	97473	0	1047	0	7000	0	11572	314	109045	0	0	-58	0	0	10686	0	4722	85155			0	44971	43924	630	0	0	0	0	11572	
12030																																							12890	7768	129	1000	5669	0	3228	4307	13541	334952	296499	2748	299247	0	11332	721	0	0	35705	300	334952	0	0	35078	0	0	300	0	31726	264773			0	293052	281720	27	3979	0	0	0	35705	
12142																																							549	10578	0	838	37279	0	6338	318	3709	165881	136305	2351	146221	0	1627	0	0	0	19660	1250	165881	0	0	5324	0	0	13250	0	36771	99534			0	107899	106272	-164	0	0	750	6815	19660	
12245																																							47	2100	0	0	31552	0	1527	480	1618	117917	96380	650	104935	0	1330	0	6900	0	12982	1419	117917	0	0	7490	0	0	3581	0	14215	82165			0	81923	80593	492	0	0	1005	0	12982	
12311	563403	692737	410512	0	8460901	0	483192	137957	3300172	51211535	557460	47318893	597540	1377498	388920	3108843	1483065	3295102	39999	51211535	349792	267397	-2162373	235720	0	5507885	777844		0	36787883	35410385	-90409	0	1011806	3892642	1394189	0	1394189				0	8460901					51211535	39496033		47318892				3108842					349792	267397						2691698	36804335							0	0	100	1011806		
12647																																							482	4653	0	6027	0	0	4234	296	1477	86259	70531	240	76971	0	784	0	6200	0	9288	125	86259	0	0	1873	0	0	7290	88	9560	60971			0	69786	69002	0	0	0	0	0	9288	
12656																																							108	445	0	655	0	0	204	0	270	16332	14985	42	15027	0	225	0	0	0	1305	72	16332	0	0	845	0	0	388	0	2341	12644			0	13210	12985	0	1665	0	0	0	1305	
12937																																							19771	1737	0	0	639	0	11632	0	2485	202410	162477	1321	168730	0	1379	0	4932	0	33680	750	202410	0	0	27576	0	0	5250	0	24875	137602			0	167525	166146	104	0	0	0	0	33680	
12946																																							2343	16090	1742	0	76417	33	12650	3219	20299	652734	554105	6047	584417	0	8780	9959	19000	0	68317	1	652734	0	0	50002	1134	0	17119	0	57895	496210			0	517628	508848	1195	0	0	5265	0	68317	
12955																																							11956	2220	0	3026	8	0	2898	697	1604	132928	117952	293	120745	0	883	0	2500	0	12182	1567	132927	0	0	2382	0	0	8233	2188	20994	96958			0	101289	100406	0	7925	0	0	0	12182	
13037																																							258	2674	1046	0	28160	0	4452	1090	4421	155675	130136	426	130562	0	2146	7116	0	0	25113	900	155675	0	0	6476	0	0	17314	0	26896	103240			0	99060	96914	423	9544	0	0	0	25113	
13103																																							31171	14430	4197	422	212267	0	17207	1185	39318	1205271	917851	16865	1042471	1035	9929	4188	107755	0	161765	500	1205271	0	0	129267	0	0	34019	558	35069	882782			0	889713	879784	-2021	536	8	0	0	162800	
13251																																							2704	2308	0	0	6786	0	99	402	976	38040	33988	122	34110	0	608	0	0	0	3930	25	38040	0	0	2075	0	0	1725	0	3632	30357			0	20252	19644	105	5121	0	0	0	3930	
13457																																							650	417	0	0	3884	0	14	0	1631	19775	14104	96	14200	0	119	0	0	0	5575	50	19775	0	0	5431	0	0	50	0	2126	11978			0	11858	11739	44	1440	0	0	0	5575	
14052																																							3181	1346	0	0	8255	0	2083	1045	2239	63941	56014	216	57230	0	845	0	1000	0	6711	1000	63941	0	0	4020	0	0	1500	0	9558	46456			0	45053	44208	191	1584	0	0	0	6711	
14155																																							0	1270	0	0	6059	0	5974	1272	4038	111543	89660	576	98166	0	1724	0	6575	0	13377	176	111543	0	0	12941	0	0	160	0	12115	77545			0	94615	92891	100	39	0	1355	0	13377	
14454																																							2564	348	0	0	6454	0	430	386	413	20671	16279	72	17351	0	282	696	1000	0	3320	75	20671	0	0	-371	0	0	3696	0	2452	13827			0	9662	9380	-80	0	0	0	0	3320	
14650																																							2374	2458	0	2750	27	0	251	74	1644	26923	23668	333	24001	0	174	91	0	0	2922	200	26923	0	0	2421	0	0	300	0	6841	16827			0	15138	14964	1	2290	0	0	0	2922	
14753																																							1363	2961	0	5811	15001	0	157	0	674	38905	35026	522	35548	0	503	0	0	0	3357	300	38905	0	0	681	0	977	1277	0	8262	26764			0	13378	12875	122	63	0	0	0	3357	
14865																																							9410	3437	528	0	29344	0	6704	1644	8544	251017	218943	1249	225192	0	3120	0	5000	0	25826	730	251018	0	0	11107	0	0	13492	0	39857	179086			0	190791	187671	497	3735	0	0	0	25826	
14977																																							11161	435	0	58	6477	0	405	0	782	44234	33310	117	36836	0	328	0	3409	0	7398	0	44234	0	0	7295	0	0	0	0	2491	30819			0	25244	24916	103	0	0	0	0	7398	
16337																																							4063	10610	0	0	56784	0	19290	13880	11760	424138	386294	1044	411338	0	22300	0	24000	0	12800	350	424138	0	0	664	0	0	9520	0	49027	337267			0	302250	279950	2266	27801	0	0	0	12800	
16458																																							23525	1428	0	28899	58031	0	10903	0	3122	270125	236280	980	237260	0	2401	0	0	0	32865	941	270125	0	0	28452	0	0	2059	937	15130	221150			0	145617	143216	1413	64	0	0	0	32865	
16551																																							981	2946	0	245	14557	0	2854	2826	6770	161908	129637	453	144335	648	2318	2378	14245	0	16925	175	161908	0	0	9884	0	0	6576	107	14380	115257			0	129588	127270	290	974	0	0	0	17573	
16748																																							1469	2254	412	8571	11582	0	756	58	2274	55958	47503	474	49977	0	448	0	2000	0	5981	400	55958	0	0	2651	0	0	2600	434	10051	37452			0	26446	25998	330	2150	0	0	0	5981	
16944																																							0	5749	0	0	13129	0	118	224	392	34943	30664	209	30873	0	216	0	0	0	4070	1000	34943	0	0	1388	0	0	1500	0	4070	26594			0	15547	15331	182	0	0	0	0	4070	
16953																																							5077	3173	0	110	9589	0	82	0	416	32422	26997	118	27115	0	140	0	0	0	5307	100	32422	0	0	2593	0	0	2525	0	6272	20725			0	13315	13175	89	800	0	0	0	5307	
17110																																							2610	5623	0	100	15243	0	1651	0	2869	109992	90504	2147	92651	0	720	0	0	0	17341	300	109992	0	0	10055	0	0	6986	0	0	90504			0	82616	81896	0	0	0	0	0	17341	
17147																																							32701	70446	14274	170596	472229	0	46100	20124	222890	4158635	3310765	18977	3619364	0	86970	132452	182117	0	539271	10870	4158635	0	0	111183	746	125	416409	7600	519764	2791000			0	3051346	2964376	684	4101	0	0	107505	539271	
17259																																							14	1468	0	4	25445	0	1117	96	2570	65096	52908	1309	57717	0	187	0	3500	0	7379	769	65096	0	0	5084	0	0	769	0	7297	45611			0	33382	33195	757	1187	0	0	0	7379	
17464																																							300810	37664	5650	1807	125905	1278	36291	55576	60139	1916550	1576991	23377	1836368	0	57730	0	236000	0	80182	750	1916550	0	0	1321	0	0	76340	139	153400	1423591			0	1348794	1291064	1771	227	0	0	0	80182	
17950																																							27	7213	0	168	99082	0	5729	283	4824	270361	237728	2702	245571	0	2099	1695	5141	0	24790	725	270361	0	0	10421	0	0	12050	138	29155	208573			0	151301	149202	1594	2000	0	0	0	24790	
18050																																							3420	7855	690	17988	75198	0	12731	418	3669	320935	279668	1176	281582	0	2353	0	738	0	39353	1214	320935	0	0	27959	0	0	7671	707	73491	206177			0	197892	195539	2509	2720	0	0	0	39353	
18135																																							2228	3289	0	0	50002	0	12480	0	8209	252922	192224	719	233396	0	1300	0	26095	0	19526	456	252922	0	0	12267	0	0	6056	1816	46550	145674			0	144298	142998	747	31900	0	0	14358	19526	
18377																																							13772	9	0	0	7878	0	610	0	438	41057	37919	79	37998	0	152	0	0	0	3059	0	41057	0	0	2869	0	0	0	0	0	37919			0	18502	18350	190	0	0	0	0	3059	
18827																																							42039	6191	1706	0	56193	474	4034	1835	5463	384290	343401	1503	344904	0	3112	0	0	0	39385	528	384289	0	0	33002	0	0	7248	0	41879	301522			0	269467	266355	-1393	0	0	0	0	39385	
18836																																							7306	2927	0	0	8493	0	4467	2850	6890	160755	140961	1409	147555	0	2798	0	5185	0	13201	180	160756	0	0	11205	0	0	1676	0	19501	121460			0	124609	121811	140	6011	0	0	0	13201	
18854																																							16560	1465	0	0	8511	0	2032	353	1771	125875	115452	425	115877	0	1016	0	0	0	9998	40	125875	0	0	4885	0	0	5060	0	15681	99771			0	95549	94533	13	650	0	0	0	9998	
18957																																							3742	885	0	0	4968	0	233	0	474	32272	29962	51	31224	0	880	0	1211	0	1048	200	32272	0	0	17	0	0	805	0	3129	26833			0	22629	21749	26	221	0	0	0	1048	
19356																																							30	1889	0	0	31997	0	837	1460	1291	78243	66406	1252	69779	0	885	0	2121	0	8464	2025	78243	0	0	2979	0	0	3200	0	10228	56178			0	41418	40533	260	206	0	0	0	8464	
19730																																							210874	34292	5792	5904	79944	0	68973	10761	108057	2366516	2023380	13540	2112825	0	41562	17847	75905	0	253691	4083	2366516	0	0	91177	0	0	156304	2187	359737	1663643			0	1861989	1820427	2127	1458	0	0	0	253691	
19936																																							8559	13411	0	3453	25772	0	6209	2131	6588	235215	210582	741	216701	0	4032	0	0	0	18514	420	235215	0	0	7654	0	0	9781	0	34655	175927			0	151824	147792	659	21300	0	0	5378	18514	
19972																																							17451	512	0	15675	0	0	286	0	2961	70841	57995	695	58690	0	240	0	0	0	12151	0	70841	0	0	278	0	0	11873	0	84	57911			0	34196	33956	0	0	0	0	0	12151	
20053																																							4487	4129	321	0	10707	0	394	396	1581	72469	61212	243	64453	0	913	1320	2998	0	8016	150	72469	0	0	1699	0	0	6053	0	9648	51564			0	49494	48581	114	553	0	0	0	8016	
20370																																							15763	9600	0	0	14271	0	6282	10504	9606	211066	188376	1912	199111	0	5018	0	8823	0	11955	2866	211066	0	0	-10184	0	2747	16400	102	18992	169384			0	149956	144938	126	0	0	0	0	11955	
20512																																							1494	2327	0	586	42666	0	710	177	5230	110701	87256	3893	101149	0	620	0	10000	0	9552	410	110701	0	0	7868	0	0	775	0	14088	73168			0	52161	51541	499	5970	0	0	0	9552	
20633																																							145	5643	0	7431	46291	0	6550	203	10940	309832	276229	2011	284240	0	2763	0	6000	0	25592	1106	309832	0	0	23261	0	0	1394	0	25322	250907			0	218477	215714	-169	16915	0	0	0	25592	
20857																																							15129	5080	0	0	101400	0	1388	0	3133	181466	161461	406	165718	0	379	142	3851	0	15748	200	181466	0	0	5072	0	0	8300	0	106732	54729			0	52173	51794	2176	3400	0	0	0	15748	
20866																																							4330	2689	0	0	16771	0	10000	12727	11747	250488	227935	1287	242534	0	11554	0	13312	0	7954	861	250488	0	0	-3081	0	0	9955	261	14571	213365			0	201942	190388	219	1575	0	0	0	7954	
21256																																							1440	170	0	0	141	0	79	143	648	8926	7899	6	7905	0	142	0	0	0	1021	105	8926	0	0	417	0	0	495	0	1883	6016			0	5903	5761	4	544	0	0	0	1021	
21359																																							99	1310	0	0	4415	0	129	147	547	22772	20051	42	20430	0	161	0	337	0	2342	550	22772	0	0	980	0	0	700	0	2385	17666			0	16286	16125	112	0	0	0	0	2342	
