"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1906										
242								664										
279								1925										
354								141										
439								6897										
457								937										
505								9146										
1146								15917	3574	0	0	0	1973	3608	0	3608	6762	
1155								4767										
1351								1902										
1454								20717	5941	0	0	0	4469	1172	0	1172	9135	
1557								805										
1632								7339										
1669								12102										
1829								10618										
1856								328										
2040								5379										
2161								16275										
2376								6910	0	0	0	0	2185	4512	0	4512	213	
2451								3612										
2554								639										
2732								20165	3081	0	0	0	3851	9725	0	9725	3508	
2750								1665										
2938								11784										
2956								3064										
3252								6812										
3458								4535										
3506								32349	16525	34	0	34	10541	203	0	203	5046	
3579								10028	2330	0	0	0	4235	267	0	267	3196	
3720								5515										
3953								5142										
4138								3720										
4147								1795										
4156								3986										
4231								3673										
4437								7308										
4745								385										
4839								4519										
5005								5016	0	0	0	0	1021	1125	0	1125	2870	
5050								2390										
5069								3899	10	229	0	229	124	3523	0	3523	13	
5135								6287										
5210								26851	9326	0	0	0	9647	1375	0	1375	6503	
5247								29698	47	0	0	0	6040	16929	0	16929	6682	
5274								4891										
5331								7552										
5461								25846										
5751								1179										
6039								3188										
6057								451										
6141								3678										
6329								11220										
6972								55072	2888	0	0	0	7318	37802	0	37802	7064	
7009								9214	0	5000	5000	0	10	4179	0	4179	25	
7045								5979										
7157								1613										
7166								13425	9427	0	0	0	2101	1869	0	1869	28	
7456								1053										
7634								1397										
8033								2550										
8417								45958	0	0	0	0	0	35901	0	35901	10057	
8462								5096										
8547								8579	4	0	0	0	3277	3969	0	3969	1329	
8631								1154										
9357								23349	11303	0	0	0	695	10906	0	10906	445	
9553								3754										
9807								39282	18711	0	0	0	4723	6406	0	6406	9442	
9955								7063										
10157								2229										
10250								11139										
10849								4138										
10858								10535	398	0	0	0	1648	8259	0	8259	230	
11145								5428										
11640								11637										
11837								1223										
12030								4952										
12058								2960										
12142								10119										
12245								2591										
12311	1065263	832764	0	0	0	155169	77330	1065263	441872	0			390892	155169			77330	
12647								6444										
12656								277										
12937								8271										
12946								7041	2596	0	0	0	3639	662	0	662	144	
12955								2544										
13037								4523										
13103								16335	0	0	0	0	3053	11430	0	11430	1852	
13251								1822										
13309								35762	5994	0	0	0	13360	2436	0	2436	13972	
13457								541										
14052								3793										
14155								2396										
14258								22479	6012	0	0	0	3726	340	0	340	12401	
14409	276102	142265	0	601	0	133236	0	276102	11717	601			130548	133236			0	
14454								882										
14650								5074										
14753								1353										
14865								6001										
14940								3319										
15536								38752	8479	0	0	0	5707	19846	0	19846	4720	
16337								9434										
16458								6554										
16551								1927										
16748								2958										
16944								3610										
16953								1584										
17110								25094										
17147								43790	26815	0	0	0	9058	4969	0	4969	2948	
17259								945										
17464								55560	27391	0	0	0	6300	14604	0	14604	7265	
17549								7451										
17839								1525										
17950								7071										
18050								10273										
18135								11115										
18368								18452	14348	0	0	0	1914	522	0	522	1668	
18377								9454										
18827								7051										
18836								4049										
18854								585										
18957								3020										
19356								2717										
19730								66775	19687	0	0	0	30181	13741	0	13741	3166	
19936								8972										
19972								9296										
20053								1401										
20147								2881										
20259								5721										
20370								7124										
20512								3687										
20633								7072										
20754								344										
20839								2415										
20857								12436										
20866								9391										
21256								1545										
21359								1053										
21630								1910										
21658								1763										
22048								4157										
22235								10302										
22356								5604										
22459								2584										
22543								4578										
22552								481										
22730								1867										
22936								4357										
22954								1531										
23036								6808	0	0	0	0	2732	4076	0	4076	0	
23045								747										
23241								75107	23430	0	0	0	27120	22110	0	22110	2447	
23456								3128										
23504								15988	5832	0	0	0	6496	2281	0	2281	1379	
23540								7276										
23643								4672										
23755								4138										
23812								23902	0	0	0	0	5569	16149	0	16149	2184	
24006								32209	6286	0	0	0	4778	8526	0	8526	12619	
24266								128141	52507	0	0	0	30144	24144	0	24144	21346	
24453								1099										
24659								3582										
24668								12453										
24855								2735										
24949								11094	0	0	0	0	4615	6336	0	6336	143	
25357								4948										
25647								5511										
25852								12683	21	0	0	0	4047	8365	0	8365	250	
26149								1066										
26233								16794	0	0	0	0	3362	10111	0	10111	3321	
26242								7156										
26457								407										
26756								878										
26765								4057										
26859								25502	56	0	0	0	2951	18328	0	18328	4167	
26916								21116	0	0	0	0	1870	13034	0	13034	6212	
27548								16825	7919	0	0	0	5048	3393	0	3393	465	
27614								6180										
27838								6275										
27847								5827										
28013								44056	25	0	0	0	5854	35727	0	35727	2450	
28152								5081										
28255								5151										
28349								2035										
28406								11526	2916	0	0	0	2101	2130	0	2130	4379	
28572								2728										
28732								1403										
29104								18159	12228	0	0	0	4141	1590	0	1590	200	
29159								2243										
29252								2927										
29636								17284	21	0	0	0	6482	10781	0	10781	0	
29850								2677										
29944								2347										
29953								1767										
30025								9302	3	0	0	0	2928	6299	0	6299	72	
30052								950										
30146								1683										
30155								6772										
30258								7097										
30418								231	61	0	0	0	4	166	0	166	0	
30502								7243	0	7	0	7	2827	3342	0	3342	1067	
30650								5984										
30810								318372	150514	0	0	0	510	166694	0	166694	654	
30856								6283										
31134								4253										
31152								1055										
31255								39037	5037	0	0	0	1971	29610	0	29610	2419	
31657								3882										
31826								6869										
31835								2157										
32159								7990										
32234								4084										
32766								2593										
33147								4323										
33259								21551	0	0	0	0	1287	19910	0	19910	354	
33268								2562										
33549								1337										
33727								16060										
33754								1661										
33772								43929	21583	0	0	0	3959	17995	0	17995	392	
33839								4847										
33857								3018										
34153								32147	15937	0	0	0	9844	1415	0	1415	4951	
34359								519										
34425								9419	1	0	0	0	1612	4402	0	4402	3404	
34434								6451										
34452								3428										
34537								48890	74	0	0	0	6765	36876	0	36876	5175	
34555								3114										
34742								9456										
34836								697										
34863								826										
35057								2005										
35244								9942	31	0	0	0	2333	7485	0	7485	93	
35301	32262110	145251	12397460	19424973	0	70707	223719	437701	142991	0			284	70707			223719	
35570								38691	0	0	0	0	8998	23093	0	23093	6600	
35646								7662										
35842								2985										
35936								961										
36054								34205	13060	0	0	0	3177	17002	0	17002	966	
36344								8394										
36456								5227										
36858								5953										
36933								2539										
37051								2880										
37341								1081										
37350								1219										
37378								10478										
37435								24135	7	0	0	0	8269	351	0	351	15508	
37640								20563	2128	0	0	0	3731	4992	0	4992	9712	
37659								3613										
37743								2019										
37949								6878										
38478								22791										
38526								12256										
38535								18170	0	0	0	0	1569	12627	0	12627	3974	
38740								4617										
39327								19741	1	0	0	0	5138	2222	0	2222	12380	
39420								26757	9539	0	0	0	8881	4230	0	4230	4107	
39475								26618	12822	0	0	0	4425	9346	0	9346	25	
39756								6316										
39934								7467										
40033								3109										
40305								83809	59626	3076	0	3076	15765	2394	0	2394	2948	
40350								1472										
40707								40418										
40855								1863										
41245								1160										
41553								2260										
41629								13408										
41647								15765	1566	0	0	0	4398	7452	0	7452	2349	
41759								2260										
41825								5762										
41937								1564										
41955								1147										
42037								1526										
42055								2322										
42354								3185										
42420								88185	46948	0	0	0	33329	7763	0	7763	145	
42448								12141	215	0	0	0	2924	3290	0	3290	5712	
42457								2149										
42541	3860985	700404	3000000	0	0	127116	33465	3860985	489638	3000000			210766	127116			33465	
43052								3509										
43155								6383										
43173	56029	34662	27	1443	0	13102	6795	55321	23662	836			10926	13102			6795	
43324								2649										
43351								252										
43454								1773										
43511								10349	5548	0	0	0	4573	174	0	174	54	
43641								15683										
43744								6677										
43856								4632										
43959								4216										
44040								5027										
44134	38113	1609	0	0	35036	0	1468	38113	132	0			1477	35036			1468	
44433								7110	2209	0	0	0	995	896	0	896	3010	
44451								6302										
44602								783977	117601	480835	480835	0	118074	269	116	153	67198	
44741								7540										
44750								3321										
44929								4180										
45038								1271										
45047								1747										
45056								1368										
45270								16209										
45430								2542										
45458								462										
45551								12585	151	0	0	0	2379	10047	0	10047	8	
45560								17430	8589	0	0	0	4820	3581	0	3581	440	
45627								114262	38658	0	0	0	18545	23447	0	23447	33612	
45775								12788										
46053								5693										
