"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					1	75	0.0600	0.0600	
242					0	0	0.0000	0.0000	
279					2	16	0.0500	0.0800	
354					2	4	0.0400	0.0400	
439					0	0	0.0000	0.0000	
457					1	1	0.0415	0.0415	
505					0	0	0.0000	0.0000	
1146					0	0	0.0000	0.0000	
1155					2	60	0.0500	0.0650	
1351					1	87	0.0600	0.0600	
1454					1	35	0.0500	0.0500	
1557					0	0	0.0000	0.0000	
1632					0	0	0.0000	0.0000	
1669					1	16	0.0575	0.0575	
1829					0	0	0.0000	0.0000	
1856					0	0	0.0000	0.0000	
2040					5	70	0.0400	0.1000	
2161					2	52	0.0326	0.0600	
2376					1	300	0.0475	0.0475	
2451					1	4	0.0625	0.0625	
2554					0	0	0.0000	0.0000	
2732					0	0	0.0000	0.0000	
2750					2	184	0.0612	0.0700	
2938					1	249	0.0450	0.0450	
2956					0	0	0.0000	0.0000	
3252					1	37	0.0750	0.0750	
3458					0	0	0.0000	0.0000	
3506					1	125	0.0375	0.0375	
3579					4	67	0.0472	0.0472	
3720					0	0	0.0000	0.0000	
3953					0	0	0.0000	0.0000	
4138					1	85	0.0518	0.0519	
4147					0	0	0.0000	0.0000	
4156					0	0	0.0000	0.0000	
4231					1	30	0.0350	0.0350	
4437					3	750	0.0400	0.0450	
4745					0	0	0.0000	0.0000	
4839					1	3	0.1650	0.1650	
5005					0	0	0.0000	0.0000	
5050					1	13	0.0600	0.0600	
5069					0	0	0.0000	0.0000	
5135					0	0	0.0000	0.0000	
5210					0	0	0.0000	0.0000	
5247					0	0	0.0000	0.0000	
5274					1	273	0.0400	0.0400	
5331					0	0	0.0000	0.0000	
5461					0	0	0.0000	0.0000	
5751					0	0	0.0000	0.0000	
6039					4	83	0.0525	0.0800	
6057					0	0	0.0000	0.0000	
6141					1	2	0.0700	0.0700	
6329					2	11	0.0400	0.0400	
6972					0	0	0.0000	0.0000	
7009					0	0	0.0000	0.0000	
7045					0	0	0.0000	0.0000	
7157					0	0	0.0000	0.0000	
7166					0	0	0.0000	0.0000	
7456					0	0	0.0000	0.0000	
7634					1	34	0.0400	0.0400	
8033					1	7	0.0425	0.0425	
8417					0	0	0.0000	0.0000	
8462					4	25	0.0240	0.0600	
8547					1	100	0.0425	0.0425	
8631					1	352	0.0550	0.0550	
9357					0	0	0.0000	0.0000	
9553					0	0	0.0000	0.0000	
9807					0	0	0.0000	0.0000	
9955					0	0	0.0000	0.0000	
10157					1	40	0.0700	0.0700	
10250					0	0	0.0000	0.0000	
10849					1	14	0.0575	0.0575	
10858					1	70	0.0600	0.0600	
11145					3	119	0.0500	0.0695	
11640					1	250	0.0550	0.0550	
11837					0	0	0	0	
12030					0	0	0.0000	0.0000	
12058					2	20	0.0350	0.0700	
12142					0	0	0.0000	0.0000	
12245					3	57	0.0525	0.0850	
12311	1	84	0.0315	0.0315					
12647					0	0	0.0000	0.0000	
12656					2	30	0.0600	0.0600	
12937					0	0	0.0000	0.0000	
12946					0	0	0.0000	0.0000	
12955					1	1700	0.0675	0.0675	
13037					1	17	0.0595	0.0595	
13103					0	0	0.0000	0.0000	
13251					0	0	0.0000	0.0000	
13309					0	0	0.0000	0.0000	
13457					0	0	0.0000	0.0000	
14052					6	216	0.0425	0.0600	
14155					0	0	0.0000	0.0000	
14258					4	347	0.0525	0.1800	
14409	0	0	0.0000	0.0000					
14454					0	0	0.0000	0.0000	
14650					0	0	0.0000	0.0000	
14753					3	25	0.0750	0.0811	
14865					0	0	0.0000	0.0000	
14940					0	0	0.0000	0.0000	
15536					0	0	0.0000	0.0000	
16337					1	19	0.0600	0.0600	
16458					0	0	0.0000	0.0000	
16551					0	0	0.0000	0.0000	
16748					0	0	0.0000	0.0000	
16944					0	0	0.0000	0.0000	
16953					7	200	0.0700	0.0750	
17110					1	278	0.0375	0.0375	
17147					0	0	0.0000	0.0000	
17259					2	425	0.0333	0.0475	
17464					4	650	0.0400	0.1400	
17549					0	0	0.0000	0.0000	
17839					1	50	0.0425	0.0425	
17950					0	0	0.0000	0.0000	
18050					0	0	0.0000	0.0000	
18135					0	0	0.0000	0.0000	
18368					0	0	0.0000	0.0000	
18377					0	0	0.0000	0.0000	
18827					0	0	0.0000	0.0000	
18836					0	0	0.0000	0.0000	
18854					0	0	0.0000	0.0000	
18957					2	32	0.0650	0.0775	
19356					0	0	0.0000	0.0000	
19730					3	85	0.0400	0.0400	
19936					0	0	0.0000	0.0000	
19972					1	102	0.0550	0.0550	
20053					0	0	0.0000	0.0000	
20147					3	37	0.0550	0.0600	
20259					0	0	0.0000	0.0000	
20370					0	0	0.0000	0.0000	
20512					0	0	0.0000	0.0000	
20633					1	30	0.0614	0.0614	
20754					0	0	0.0000	0.0000	
20839					0	0	0.0000	0.0000	
20857					0	0	0.0000	0.0000	
20866					0	0	0.0000	0.0000	
21256					1	9	0.0800	0.0800	
21359					0	0	0.0000	0.0000	
21630					0	0	0.0000	0.0000	
21658					1	101	0.0625	0.0625	
22048					1	6	0.0400	0.0400	
22235					2	97	0.0450	0.0450	
22356					0	0	0.0000	0.0000	
22459					1	2	0.1600	0.1600	
22543					1	50	0.0425	0.0425	
22552					0	0	0.0000	0.0000	
22730					1	255	0.0388	0.0388	
22936					0	0	0.0000	0.0000	
22954					1	150	0.0500	0.0500	
23036					0	0	0.0000	0.0000	
23045					0	0	0.0000	0.0000	
23241					1	1000	0.18	0.18	
23456					2	19	0.0575	0.0678	
23504					0	0	0.0000	0.0000	
23540					0	0	0.0000	0.0000	
23643					1	35	0.0500	0.0500	
23755					0	0	0.0000	0.0000	
23812					0	0	0.0000	0.0000	
24006					0	0	0.0000	0.0000	
24266					0	0	0.0000	0.0000	
24453					0	0	0.0000	0.0000	
24659					0	0	0.0000	0.0000	
24668					1	17	0.0700	0.0700	
24855					0	0	0.0000	0.0000	
24949					0	0	0.0000	0.0000	
25357					2	20	0.0600	0.0700	
25647					0	0	0.0000	0.0000	
25852					1	69	0.0400	0.0400	
26149					0	0	0.0000	0.0000	
26233					1	6	0.0749	0.0749	
26242					5	176	0.0400	0.0550	
26457					0	0	0.0000	0.0000	
26756					0	0	0.0000	0.0000	
26765					1	1	0.0400	0.0400	
26859					1	150	0.0348	0.0348	
26916					0	0	0.0000	0.0000	
27548					3	139	0.0425	0.0450	
27614					0	0	0.0000	0.0000	
27838					0	0	0.0000	0.0000	
27847					0	0	0.0000	0.0000	
28013					0	0	0.0000	0.0000	
28152					0	0	0.0000	0.0000	
28255					0	0	0.0000	0.0000	
28349					0	0	0.0000	0.0000	
28406					0	0	0.0000	0.0000	
28572					0	0	0.0000	0.0000	
28732					1	100	0.0500	0.0500	
29104					1	50	0.0350	0.0350	
29159					0	0	0.0000	0.0000	
29252					0	0	0.0000	0.0000	
29636					0	0	0.0000	0.0000	
29850					1	8	0.0800	0.0800	
29944					0	0	0.0000	0.0000	
29953					0	0	0.0000	0.0000	
30025					0	0	0.0000	0.0000	
30052					0	0	0.0000	0.0000	
30146					0	0	0.0000	0.0000	
30155					0	0	0.0000	0.0000	
30258					0	0	0.0000	0.0000	
30418					0	0	0.0000	0.0000	
30502					0	0	0.0000	0.0000	
30650					0	0	0.0000	0.0000	
30810					0	0	0.0000	0.0000	
30856					2	100	0.0475	0.0475	
31134					0	0	0.0000	0.0000	
31152					0	0	0.0000	0.0000	
31255					0	0	0.0000	0.0000	
31657					1	2	0.0475	0.0475	
31826					0	0	0.0000	0.0000	
31835					1	17	0.0525	0.0525	
32159					0	0	0.0000	0.0000	
32234					2	50	0.0675	0.0700	
32766					0	0	0.0000	0.0000	
33147					0	0	0.0000	0.0000	
33259					0	0	0.0000	0.0000	
33268					0	0	0.0000	0.0000	
33549					0	0	0.0000	0.0000	
33727					1	235	0.0550	0.0550	
33754					0	0	0.0000	0.0000	
33772					0	0	0.0000	0.0000	
33839					0	0	0.0000	0.0000	
33857					1	12	0.0900	0.0900	
34153					0	0	0.0000	0.0000	
34359					0	0	0.0000	0.0000	
34425					0	0	0.0000	0.0000	
34434					6	87	0.0300	0.0600	
34452					1	5	0.0575	0.0575	
34537					0	0	0.0000	0.0000	
34555					2	3	0.0475	0.0570	
34742					0	0	0.0000	0.0000	
34836					0	0	0.0000	0.0000	
34863					2	15	0.0335	0.0335	
35057					0	0	0.0000	0.0000	
35244					0	0	0.0000	0.0000	
35301	0	0	0.0000	0.0000					
35570					0	0	0.0000	0.0000	
35646					0	0	0.0000	0.0000	
35842					2	20	0.0600	0.0675	
35936					0	0	0.0000	0.0000	
36054					3	105	0.0399	0.0500	
36344					0	0	0.0000	0.0000	
36456					3	57	0.0500	0.0550	
36858					0	0	0.0000	0.0000	
36933					0	0	0.0000	0.0000	
37051					0	0	0.0000	0.0000	
37341					1	4	0.0625	0.0625	
37350					1	46	0.0550	0.0550	
37378					1	108	0.0725	0.0725	
37435					0	0	0.0000	0.0000	
37640					0	0	0.0000	0.0000	
37659					0	0	0.0000	0.0000	
37743					0	0	0.0000	0.0000	
37949					0	0	0.0000	0.0000	
38478					0	0	0.0000	0.0000	
38526					0	0	0.0000	0.0000	
38535					0	0	0.0000	0.0000	
38740					3	123	0.0513	0.1800	
39327					0	0	0.0000	0.0000	
39420					0	0	0.0000	0.0000	
39475					2	316	0.0437	0.0650	
39756					0	0	0.0000	0.0000	
39934					1	16	0.0400	0.0400	
40033					6	182	0.0304	0.0750	
40305					0	0	0.0000	0.0000	
40350					0	0	0.0000	0.0000	
40707					0	0	0.0000	0.0000	
40855					0	0	0.0000	0.0000	
41245					0	0	0.0000	0.0000	
41553					2	54	0.0510	0.0725	
41629					0	0	0.0000	0.0000	
41647					1	18	0.0450	0.0450	
41759					0	0	0.0000	0.0000	
41825					0	0	0.0000	0.0000	
41937					1	4	0.0900	0.0900	
41955					0	0	0.0000	0.0000	
42037					0	0	0.0000	0.0000	
42055					1	100	0.0435	0.0435	
42354					1	42	0.0625	0.0625	
42420					3	1733	0.0550	0.0550	
42448					3	249	0.0550	0.0795	
42457					1	10	0.0600	0.0600	
42541	0	0	0.0000	0.0000					
43052					1	427	0.0525	0.0525	
43155					4	78	0.0400	0.1690	
43173	0	0	0.0000	0.0000					
43324					0	0	0	0	
43351					0	0	0.0000	0.0000	
43454					0	0	0.0000	0.0000	
43511					1	288	0.0463	0.0463	
43641					0	0	0.0000	0.0000	
43744					0	0	0.0000	0.0000	
43856					0	0	0.0000	0.0000	
43959					0	0	0.0000	0.0000	
44040					0	0	0.0000	0.0000	
44134	0	0	0.0000	0.0000					
44433					3	335	0.0400	0.0775	
44451					1	35	0.0375	0.0375	
44602					0	0	0.0000	0.0000	
44741					0	0	0.0000	0.0000	
44750					0	0	0.0000	0.0000	
44929					1	120	0.0475	0.0475	
45038					0	0	0.0000	0.0000	
45047					1	45	0.0650	0.0650	
45056					0	0	0.0000	0.0000	
45270					0	0	0.0000	0.0000	
45430					3	68	0.0275	0.0500	
