"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											267	0			0			0	0	0	0	
242											152	0			0			1432	0	0	0	
279											1866	0			0			31010	0	0	0	
354											4	0			0			0	0	0	0	
439											351	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1933	0			0			24250	0	0	0	
1146											1877	0			0			10750	980	0	0	
1155											524	0			0			3000	0	0	18360	
1351											0	0			0			0	0	0	0	
1454											1090	0			0			0	5	0	0	
1557											52	0			0			33	0	0	0	
1632											1450	0			0			29000	0	0	4088	
1669											682	0			0			498	0	0	0	
1829											1347	0			0			9000	2181	0	1871	
1856											3696	0			0			73000	0	0	50000	
2040											1070	0			0			16533	441	0	0	
2161											230	0			0			0	0	0	0	
2376											7953	0			0			154962	60000	0	0	
2451											256	0			0			1392	0	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			356	0	0	0	
2750											335	0			0			4300	0	0	531	
2938											2057	0			0			40500	0	0	5339	
2956											25	0			0			0	0	0	0	
3252											271	0			0			4177	0	0	0	
3458											75	0			0			0	0	0	398	
3506											4258	0			0			46525	0	0	12320	
3579											2923	0			0			30211	0	0	11541	
3720											547	0			0			8611	0	0	2196	
3953											288	0			0			894	0	0	0	
4138											833	0			0			3730	0	0	0	
4147											3172	0			0			4000	0	0	0	
4156											925	0			0			18500	0	0	0	
4231											0	0			0			0	0	0	2000	
4437											930	0			0			11340	0	0	2696	
4745											0	0			0			0	0	0	0	
4839											1357	0			0			24900	0	0	3667	
5005											2174	0			0			22644	16028	0	0	
5050											395	0			0			6450	0	0	0	
5069											0	0			0			20000	0	0	0	
5135											630	0			0			12000	0	0	0	
5210											8502	0			0			131160	0	0	27166	
5247											0	0			0			2657	500	0	10875	
5274											3795	0			0			8605	0	0	1161	
5331											4385	0			0			34346	0	0	64000	
5461											0	0			0			435	3462	0	0	
5751											0	0			0			0	0	0	0	
6039											166	0			0			8	54	0	0	
6057											96	0			0			900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											880	0			0			10000	0	0	0	
6972											702	0			0			2853	0	0	2896	
7009											0	0			0			0	6362	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											2199	0			0			17000	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											450	0			0			6943	0	0	0	
8417											2181	0			0			0	0	100722	0	
8462											21	0			0			0	0	0	0	
8547											3129	0			0			25000	0	0	211	
8631											95	0			0			0	0	0	0	
9357											2297	0			0			35000	992	0	9239	
9553											558	0			0			8917	0	0	0	
9807											24527	0			0			345232	0	0	115814	
9955											1175	0			0			2599	0	0	0	
10157											547	0			0			3000	0	0	0	
10250											1289	0			0			12000	0	0	0	
10849											1290	0			0			15717	0	0	0	
10858											1320	0			0			6603	0	0	13426	
11145											836	0			0			13450	0	0	0	
11640											2187	0			0			27576	0	0	0	
11837											916	0			0			6500	0	0	0	
12030											518	0			0			8000	0	0	0	
12058											298	0			0			2036	0	0	0	
12142											734	0			0			0	0	0	0	
12245											335	0			0			3000	219	0	0	
12311	20007	1185061	405872	773238	0	745227	585920	1228552	3750	4947673	83217	6613	0	31056818	6613	1937545	27114722	5177738	46	193094	1598313	
12647											162	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											703	0			0			3357	0	0	0	
12946											1614	0			0			19338	0	0	0	
12955											506	0			0			6500	0	0	0	
13037											41	0			0			0	0	0	0	
13103											2590	0			0			8225	37833	0	10575	
13251											141	0			0			0	0	0	0	
13309											21627	0			0			391895	22982	0	15942	
13457											3	0			0			0	31	0	0	
14052											268	0			0			0	2587	0	0	
14155											405	0			0			6830	0	0	0	
14258											3976	0			0			25000	0	0	0	
14409	4525	707514	12857	1262177	1930827	3745350	679806	156187	655	8499898	63822	7280	0	29630166	7280	230184	25951852	1138497	0	0	1902578	
14454											145	0			0			11	0	0	0	
14650											98	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											522	0			0			14367	0	0	0	
14940											0	0			0			0	0	0	1903	
15536											4526	0			0			0	0	0	0	
16337											903	0			0			17071	0	0	2126	
16458											642	0			0			7151	0	0	0	
16551											1286	0			0			20371	0	0	0	
16748											316	0			0			2000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	1464	0	
17147											4760	0			0			65467	0	0	27035	
17259											238	0			0			1750	0	0	0	
17464											2390	0			0			22942	350	0	0	
17549											735	0			0			0	0	0	0	
17839											461	0			0			5000	0	0	4830	
17950											918	0			0			10289	0	0	0	
18050											1113	0			0			4359	0	0	0	
18135											1172	0			0			13323	0	0	4217	
18368											1756	0			0			31927	36	0	0	
18377											90	0			0			700	0	0	0	
18827											408	0			0			757	0	0	0	
18836											463	0			0			2772	32	0	0	
18854											120	0			0			0	0	0	0	
18957											299	0			0			4018	0	0	0	
19356											0	0			0			0	0	0	0	
19730											71880	0			0			41093	5571	0	17485	
19936											1109	0			0			0	0	0	3283	
19972											157	0			0			0	0	0	0	
20053											780	0			0			6283	172	0	368	
20147											426	0			0			3552	0	0	0	
20259											38	0			0			0	8014	0	0	
20370											286	0			0			0	0	0	0	
20512											700	0			0			10000	0	0	0	
20633											477	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			9000	0	0	0	
20857											310	0			0			3774	0	0	0	
20866											583	0			0			0	0	0	0	
21256											48	0			0			604	0	0	0	
21359											107	0			0			387	0	0	0	
21630											590	0			0			6885	0	0	0	
21658											611	0			0			2700	0	0	0	
22048											594	0			0			3764	2091	0	895	
22235											628	0			0			10000	0	0	0	
22356											815	0			0			472	10	0	3979	
22459											449	0			0			1281	0	0	2651	
22543											187	0			0			62	0	0	0	
22552											235	0			0			500	0	0	0	
22730											331	0			0			2176	0	0	2025	
22936											520	0			0			8433	0	0	0	
22954											464	0			0			5181	74	0	0	
23036											0	0			0			227	0	0	3072	
23045											217	0			0			0	0	0	0	
23241											32922	0			0			276064	15190	0	322771	
23456											322	0			0			2610	0	0	0	
23504											1979	0			0			3100	0	0	0	
23540											637	0			0			0	0	0	0	
23643											533	0			0			3359	0	0	0	
23755											496	0			0			1000	0	0	0	
23812											6488	0			0			87172	873	0	0	
24006											2455	0			0			0	6	0	0	
24266											7584	0			0			4964	0	0	0	
24453											130	0			0			0	0	0	0	
24659											0	0			0			0	0	0	0	
24668											444	0			0			3061	0	0	5359	
24855											19	0			0			0	0	0	0	
24949											6602	0			0			30160	0	0	291	
25357											326	0			0			4413	0	0	0	
25647											0	0			0			0	0	3000	0	
25852											1600	0			0			17000	0	0	676	
26149											0	0			0			0	0	0	1894	
26233											2330	0			0			607	0	8910	0	
26242											1983	0			0			17250	0	0	8624	
26457											0	0			0			0	0	0	0	
26756											82	0			0			900	0	0	0	
26765											262	0			0			0	0	0	0	
26859											2025	0			0			26321	0	0	0	
26916											2184	0			0			4128	0	0	3640	
27548											5522	0			0			49732	0	2247	16886	
27614											1269	0			0			3000	0	0	5514	
27838											2339	0			0			5200	90	0	0	
27847											757	0			0			7292	0	0	0	
28013											16050	0			0			66841	5519	0	245800	
28152											301	0			0			3223	0	0	0	
28255											981	0			0			10000	0	0	0	
28349											433	0			0			0	0	0	865	
28406											2700	0			0			0	34121	0	0	
28572											948	0			0			15293	7500	0	0	
28732											84	0			0			0	0	0	0	
29104											8549	0			0			100000	3206	0	87183	
29159											93	0			0			722	0	0	0	
29252											965	0			0			7500	0	0	0	
