"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
57255																															0	1180	3665	0	5271		2462		6811	0			5523	0	7396	0	79	38148	0	0			0	5761	0	1128	18702	1965	577	1983	1200	36	0	16943	3158	6089	5164	629	0								0	0		0	
57451																															0	7151	149	3342	37770		169		969	0			25041	3732	6968	0	1190	112642	0	110			0	24277	1223	3934	50363	1956	7251	8415	2454	4102	0	36490	22675	22557	6471	26	0								468	83		0	
57572																															0	652	0	999	738		0		327	0			537	4236	2325	0	0	38878	0	0			0	28051	1013	1962	1241	211	1511	1225	1542	11108	12454	5392	844	1993	1629	495	338								0	0		0	
57956																															0	724	506	76	5331		120		15906	0			23794	0	4108	0	1593	56238	0	0			0	3913	167	0	26705	0	96	724	846	1264	984	34004	2521	5100	7462	496	2709								0	0		0	
58074																															0	3849	0	1507	2036		88		0	0			6724	6212	17935	0	0	134953	0	0			0	95824	339	71877	1817	1972	5390	27415	9789	42270	7677	4983	2047	10892	11964	4341	4540								0	439		0	
58207																															0	5432	247	54	35563		4		27	0			19176	3598	3671	0	1547	89162	0	0			9	19662	181	9873	5313	295	1459	5161	1073	7531	4138	10179	11248	19133	16134	4142	8076								0	0		0	
58225																															0	306	664	0	19336		144		799	40			7083	2846	17370	0	335	104588	0	0			118	53294	2306	28162	7835	1663	4798	8156	13325	17061	8107	8193	5379	12761	17761	6635	306								0	105		0	
58243	1222463	33458	3961	0	471794	61	27440	0	6136	1796388	0	0	0	7782	679801	937260	89902	308118	236251	51800	7515	0	119	0	0	0	3079	27877	0		119	199893	9328	36917	558736	10720	33458	22738	3961		471794	61	471855	216057	27440	0	6136	1796388	0	0				157208	44324	78647		27004	46795	34417	6519	17155	24455							119			0	0			3079	27877			
58355																															0	0	509	0	0		8		2132	0			517	0	804	0	9	4104	0	0			0	125	0	0	900	2	26	90	7	0	0	221	651	796	1196	857	258								0	0		0	
58551																															0	0	6510	0	7566		509		9053	21			3590	0	4054	0	0	41615	1	2556			0	7778	0	6810	12521	5235	66	455	277	1205	481	18549	3464	3419	3735	3790	449								0	0		0	
58636																															0	1849	779	0	14653		225		156	0			18648	2341	43126	0	284	101381	142	0			0	18075	510	3677	30126	1758	1103	2333	3226	9521	0	22216	6426	18169	24562	11648	0								655	222		0	
58757																															0	4020	1709	0	2518		103		5645	0			7051	0	3750	0	705	37397	0	0			0	11891	5	0	17836	590	2404	8405	448	0	0	3599	11400	5483	1563	2829	597								0	0		0	
58971																															0	297813	19708	43445	414184	0	2833	2833	92638	0	609030	0	609030	119383	33495	0	28593	1872321	7000	0	0	0	24207	150066	31460	69978	848000	17235	8825	13838	47402	30815	30949	1019582	132133	152260	288329	120638	4081	0	0	0	0	0	0	0	9859	26814	0	0	
59259																															0	1757	5434	58	24139		10		4424	512			11369	1675	3602	0	0	58283	0	0			0	4696	1019	0	27362	512	567	2929	285	403	0	20056	7859	15136	9418	559	0								0	100		0	
59316																															0	2928	0	1375	95541	0	68	68	0	0	15908	0	15908	8595	31814	0	8428	246654	0	13	13	0	0	74327	7271	8235	16230	1782	554	1564	2650	33468	34272	73909	14021	32836	20732	23980	6826	0	0	0	0	0	0	0	0	386	0	0	
59352																															0	394	2967	140	22083		1507		7554	0			5055	0	5164	0	2429	60191	12	47			0	12817	46	9337	16767	1016	2392	6826	936	1595	53	19562	6361	14082	4528	2028	581								0	0		0	
59679																															0	85	0	0	646		0		0	0			0	0	752	0	0	16880	126	0			0	15165	355	4258	985	849	2941	1560	959	4578	4278	417	777	424	61	131	31								0	3		0	
59754																															0	0	12	0	485		23		274	0			1902	0	2158	0	0	7164	0	0			0	2310	0	2310	1116	2144	18	14	4	130	0	1473	760	1104	1014	331	152								0	0		0	
60143	15045160	1217516	69561	25500	19839541	2016792	783616	3840	43474	40307610	0	1265591	0	125633	17124578	21660796	3106079	5937569	4226936	2700883	1012616	0	11883	0	0	6354	3830	452	48613		18029	3028529	7549	13222	8858192	1785	1187089	1185304	58061		19817820	384121	20201941	1474341	783616	0	43474	38563636	0	1265591				1265480	354240	459600		203346	106253	114226	186121	374008	275026							11883			0	6146			3830	452			
60219																															0	964	362	950	12508		0		0	0			4347	2788	2113	0	2432	67029	0	0			0	37699	2781	0	3809	1	347	2620	5050	18897	10685	1409	2052	4418	4209	14941	2300								0	85		0	
60330																															0	26951	9859	283	49030		1916		1144	0			26248	140	18354	0	1169	194703	0	0			0	51349	7750	7653	54707	3673	9520	7247	19680	9402	1044	23297	31716	22273	51210	11324	2446								510	0		0	
60433																															0	1440	9222	219	13704		100		382	0			3054	352	7729	0	0	49952	0	0			0	12370	1338	7366	8762	992	5027	4957	1216	0	0	4186	7955	13773	4868	6295	0								0	42		0	
60545																															0	16	13856	118	2587		130		13069	0			8470	0	1779	0	0	54693	0	0			0	13729	898	0	16167	30	324	315	6429	6631	0	10271	5541	3065	9584	12503	0								0	41	0	0	
60554																															0	1100	4646	0	3783		43		8678	0			6596	850	2236	0	0	31739	0	0			0	3657	0	0	13358	122	788	2530	93	57	67	10213	3366	9137	2879	2010	467								150	0		0	
60648																															0	5089	7479	1234	32181		67		5767	0			14983	5094	5774	0	12280	161927	347	0			0	69973	1526	54648	22025	3356	13299	20067	8509	13410	10267	22618	19941	23784	6915	15182	2474								664	163		0	
61122																															0	95477	34227	11554	52029	0	11949	11949	5691	549	169983	0	169983	67690	185223	0	1388	859076	210	1209	1209	0	0	214052	6511	139904	21626	2253	11614	52407	71153	26229	50278	163950	23005	106891	156708	93718	95733	0	0	0	0	0	0	0	0	2303	0	0	
61355																															0	7951	12419	200	54007	0	269	269	21588	0	39239	0	39239	17027	34270	0	57	258539	2410	1020	1020	0	0	51673	5141	2299	43089	7829	2471	154	6287	28310	6497	79614	15135	28341	72221	12359	1151	0	0	0	0	0	0	0	15623	465	0	0	
61476																															0	3783	0	1672	2544		10		0	0			0	8724	1097	0	0	79972	138	0			0	62252	0	22696	3409	3509	6435	7555	12205	18682	13866	10950	1361	2299	541	2256	451								0	28		0	
61533																															0	48694	0	18725	123287		146		0	145			18074	55	0	0	0	216563	762	0			0	4782	0	607	80575	764	893	1655	156	1052	262	42303	36615	80024	33255	19916	0								56	3506		0	
61757																															0	334	4487	5097	70945		63		5159	0			20792	4768	2880	0	192	122171	0	0			0	4932	2257	0	22098	207	618	2631	1353	0	123	20272	11873	34492	28239	22322	0								0	265		0	
61832																															0	2559	6972	289	15459		206		1817	0			4631	1348	4950	0	574	68618	0	0			0	28426	851	6039	8989	1242	2015	5221	17026	1609	1313	3179	4196	10151	18398	3029	1239								0	536		0	
61953																															0	2604	375	0	809		0		57	0			7872	0	7167	0	0	27436	0	0			0	8244	308	108	4755	128	63	221	980	6684	149	3828	2072	5130	3508	3744	749								0	0		0	
62044																															0	107	727	216	769		12		281	0			1310	0	2196	0	0	11866	0	0			0	6220	28	2424	3612	492	1434	1438	870	1342	595	451	1456	1491	1477	308	0								0	0		0	
62101																															0	65053	0	28218	633539	0	15691	15691	2	0	837050	0	837050	567799	1001843	0	3512	4719045	0	0	0	0	0	1183403	363625	126162	624902	12358	30003	16205	78583	467587	578243	1612795	96097	301518	855586	473367	194055	0	0	0	0	0	0	0	0	19310	0	0	
62147																															0	1805	861	0	4912		0		1850	0			10052	2029	1528	0	496	32035	16	0			442	7390	785	4691	13198	1233	2340	3381	138	25	100	5253	8782	8468	386	1588	0								237	106		0	
62651																															0	401	8506	0	3916		21		8783	20			5100	612	2007	0	0	31667	0	0			22	2243	20	0	7473	175	524	1253	243	48	0	8933	5924	4746	4324	3645	1450								0	58		0	
63050																															0	2420	3799	0	749		0		2011	0			9175	0	8832	0	0	45607	0	399			0	18016	206	0	8972	355	1189	2457	12142	1873	0	5812	4019	5321	10736	1698	0								0	0		0	
63069	4927954	265302	56303	0	2475056	0	251999	0	0	8125496	0	128266	0	149431	3098727	3244242	763742	340603	325459	1202048	95605	0	0	0	0	0	15442	5174	0	0	0	782435	1287	24577	1757967	241850	265302	23452	56303		2475056	0	2475056	214533	251999	0	0	8125496	0	128266				2114335	32820	650942		11954	8558	77413	311706	743182	959151							0			0	0			15442	5174			
63078																															0	93595	6634	12869	155402	0	970	970	5329	0	49765	0	49765	25298	136475	0	4202	556195	0	0	0	0	0	42422	17987	13996	121976	6748	2612	13449	6231	5341	6728	147975	37044	106909	123282	84003	11045	0	0	0	0	0	0	0	1992	3255	2589	0	
63201																															0	403	662	0	7580		26		455	0			4512	841	5030	0	0	41181	0	0			0	16997	4625	0	4673	0	12	261	902	11243	4579	2133	2528	1979	3710	9252	4550								0	50		0	
63359																															0	331	503	906	13338		583		0	0			63537	0	10724	0	0	96268	0	0			0	5978	212	0	46655	1	226	115	231	2237	3168	13912	32624	6444	10332	22668	373								0	156		0	
63573																															0	54988	0	5127	86576		0		0	0			14302	15543	424	0	0	215083	278	38			0	38312	51	26844	110167	127	5712	6769	16901	3931	4872	55004	49324	28353	27510	14088	1670								0	0		0	
63733																															0	4812	19813	2340	11544		325		5313	0			11329	37	27390	0	2318	140448	461	0			0	55147	511	49161	44407	4464	16563	32948	475	243	110	15425	36846	27773	5186	249	32								0	30		0	
63742																															0	1373	354	3533	27602		1		457	0			24278	7437	2282	0	225	77527	0	0			0	9213	692	560	22627	2222	1572	3911	608	510	316	46532	2880	8048	6357	3785	353								69	11		0	
63751																															0	38	229	0	46		17		273	0			273	0	845	0	0	4814	0	0			0	3003	90	0	1163	350	352	1688	122	322	0	227	251	645	549	116	0								0	0		0	
64150																															0	7240	1881	1692	8462		0		7413	226			9586	427	2115	0	0	47694	0	3348			0	3492	1987	2348	16134	1288	1116	147	56	338	547	22234	7577	5490	5234	2890	732								0	51		0	
64253																															0	0	212	0	128		4		543	0			335	0	617	0	0	2082	0	0			0	243	0	0	965	0	0	12	12	219	0	425	540	325	216	333	0								0	0		0	
64543																															1434	17229	1933	5466	78166	0	0	0	769	444	40762	0	40762	2687	12207	0	2001	233645	0	1425	1425	0	0	67327	2239	44860	43511	7439	6889	19106	13406	6973	13076	57203	25073	44575	17527	18272	2366	1434	0	1434	0	0	0	0	0	0	0	0	
64552																															0	5783	347	0	11184		290		17	0			2403	180	3186	0	0	36289	0	0			0	12391	508	2833	11713	5001	1108	1863	4048	272	99	6294	5419	3834	8200	152	0								0	0		0	
64619	214577	0	0	0	510656	0	9242	0	0	897957	0	158033	0	12690	549722	451437	86627	76040	132964	27605	8	0	0	0	0	0	0	5449	0	0	0	2341	0	4225	85214	0	0	0	0		510656	0	510656	0	9242	0	0	897957	0	158033				121946	851	591		6351	5308	16976	34140	17054	41212							0			0	0			0	5449			
64646																															0	8603	0	0	17995		46		0	0			7324	3113	2587	0	919	74895	0	0			0	30850	3348	30	27463	961	6339	18339	1562	2434	911	12460	10496	15577	3788	1037	142								60	50		0	
64730																															0	3367	2161	292	42883		10095		3594	0			10914	0	7155	0	0	101570	251	0			0	20258	831	560	65419	3238	3880	8162	3346	1272	360	46992	11309	16128	1587	855	2280								271	0		0	
64758																															0	4841	10033	861	16184		29		10263	0			12522	3287	1795	0	733	70747	0	33			0	7982	2031	0	28787	638	1435	4570	1339	0	0	8463	18251	21432	10915	1955	1505								0	153		0	
65205																															0	4646	291	83	1366	0	0	0	0	0	0	0	0	13263	955	0	0	300626	720	0	0	0	0	276949	3793	11815	36	5643	6276	4045	6320	121477	132205	14163	308	216	1349	3918	4443	0	0	0	0	0	0	0	0	0	0	0	
65241																															0	2944	11636	772	13280		66		6337	203			15375	324	1849	0	2859	80440	5	2333			0	21648	658	14915	13809	1250	3861	10284	4183	1675	291	16378	11556	12521	8811	7485	1169								311	53		0	
65513	136	2274	0	0	0	52989	8763	0	0	67540	0	0	918	0	37136	23591	13545	26422	3681	103	62	0	0	0	0	2460	0	0	0	0	2460	0	0	0	0	0	2274	2274	0		0	52989	52989	0	8763	0	0	67540	0	918				136	0	136		136	0	0	0	0	0							0			0	2460			0	0			
65559																															0	8264	9450	2513	35854		277		17707	237			28005	2311	9445	0	0	131000	0	420			0	13658	2044	7693	35708	2174	7062	4026	396	0	0	78687	16910	21533	0	201	0								774	278			
65746																															0	78421	21953	10486	98982	173	596	423	2986	0	19853	0	19853	3748	9844	0	1640	363099	1	0	0	0	0	109747	4577	29329	171765	11667	18552	30463	13508	24899	9322	71893	84952	39127	17628	25941	12972	0	0	0	0	0	0	0	0	267	0	0	
65858																															0	28998	10904	790	129433	580	1700	1120	8596	469	120352	0	120352	25942	14308	0	14926	409504	0	0	0	0	2555	48983	2003	33561	140576	8758	17411	9110	1921	6885	4731	201981	61326	66336	23183	5648	320	0	0	0	0	0	0	0	2338	231	0	0	
66015	17051	11256	0	1373	6626	10536	36010	0	0	136069	16	24287	0	0	66675	35354	30504	31671	16836	16738	611	0	330	0	0	29989	0	0	0	0	330	0	0	7716	5201	0	11256	11256	0		6626	0	6626	0	35102	0	0	94652	0	24287				4134	0	0		0	0	2050	387	597	1100							330			0	0			0	0			
66154																															0	2161	1924	0	9507		0		744	0			3211	0	3740	0	92	31709	0	0			0	10330	0	26	14733	656	2534	2264	2435	2196	79	4965	6578	5528	3475	809	0								0	0		0	
66172																															0	18178	0	46360	113150	0	0	0	0	0	4500	0	4500	8801	741	0	0	355792	0	0	0	0	0	163717	61	44036	22191	5898	7132	8132	24843	39067	78645	29919	15426	35309	98481	8232	4712	0	0	0	0	0	0	0	0	284	0	0	
66275																															0	6492	1899	2091	15274		0		29	0			9980	2754	3748	0	0	73179	0	0			0	28567	2148	20050	14753	3856	7019	1426	6990	8120	800	15527	4138	5519	12646	2741	929								197	0		0	
66837																															0	17930	2775	2872	30393		1219		1208	0			24313	0	7087	0	1520	118980	0	0			0	28528	1122	19018	31071	1367	4620	6801	4503	8184	2835	20419	15045	20658	15548	15273	2509								0	13		0	
66846																															0	9704	36815	4345	46451		1178		37448	505			49016	1544	3501	0	52	221553	0	0			0	29089	2051	18830	70677	3583	5888	12697	6297	562	37	62029	30354	57047	35163	1374	5734								181	178		0	
66903																															0	1957	5176	283	78210	0	362	362	1702	0	26075	0	26075	11578	32909	0	0	233492	0	0	0	0	391	69227	5692	5680	12995	1928	361	1722	5173	48012	11528	54698	11682	37518	29868	13496	10492	0	0	0	0	0	0	0	0	321	0	0	
67142																															0	2204	785	297	9875		166		267	0			6995	1580	4112	0	0	48236	0	0			0	21226	729	5097	10510	1023	771	453	916	5567	12496	8848	2668	1626	4507	8022	1339								0	0		0	
67151																															0	81805	591	11792	98402		113		10	0			19644	810	6677	0	0	264445	0	0			0	41811	2790	26054	140104	4236	16621	7068	7114	5687	964	45638	73609	15984	23753	57499	5154								0	0		0	
67209																															0	43065	585	5340	49699	0	0	0	0	0	8292	0	8292	12812	3880	0	1269	323488	1350	0	0	0	0	198848	896	113318	53578	3875	11957	10974	82957	62441	25820	69141	19336	13596	10239	6965	3323	0	0	0	0	0	0	0	152	0	0	0	
67254																															0	0	0	0	0		0		0	0			0	0	107	0	0	136	0	0			0	0	0	0	8	0	0	0	0	0	0	1	7	76	52	0	0								29	0		0	
67311																															0	466132	6912	129895	1196844	4061	36147	32086	9557	575	1376803	0	1376803	655817	1484458	0	2647	6574241	0	113046	113046	0	23458	815385	138962	216569	647789	46506	98659	49539	74236	396021	147359	2294101	278188	735389	1534593	609622	269740	0	0	0	0	0	0	0	140271	1365	45	0	
67414																															0	5648	51	647	7095		35		0	0			2298	843	4045	0	281	52743	0	0			0	30601	1137	10273	2631	1793	6826	1109	1121	6172	13423	1923	1891	2674	3649	4957	7048								0	62		0	
67777																															0	26069	0	0	80070	0	0	0	0	0	21580	0	21580	18170	687	0	0	314342	64	0	0	0	0	167830	0	76672	31002	3216	3650	17095	54376	63640	24164	47992	14853	22972	57799	2688	139	0	0	0	0	0	0	0	0	0	0	0	
68345																															0	6295	1188	2367	9742		53		85	0			427	0	7936	0	0	79367	0	0			0	50979	295	1877	28818	5754	10697	2831	9589	15262	5902	7804	6362	3942	3231	3384	1844								0	0		0	
68448																															0	800	1979	0	8336		0		3049	0			4886	0	4818	0	606	39683	0	0			0	12720	2433	0	10101	1711	1659	6406	986	826	1133	1177	5555	12749	6362	1115	0								0	56		0	
68756																															0	16511	5014	1104	8513		607		7063	0			11771	0	11042	0	0	85631	20	0			0	22651	1375	2836	40050	2306	4722	10266	4315	396	0	21594	12035	15109	12327	887	682								0	0		0	
68831																															0	350	532	0	7809		141		416	0			2722	0	10795	0	582	34328	8	0			0	10914	75	0	9315	547	989	2111	6102	868	0	2071	5716	6727	7620	736	0								0	0		0	
68840																															0	8315	7355	244	10860		139		9770	0			9774	3908	2658	0	426	71497	0	0			0	14797	3032	4954	26158	2714	2363	3846	2980	1045	1721	15938	19068	10830	7682	2367	666								148	71			
68859																															0	46411	572	5339	78459		397		689	0			15219	24017	5550	0	2393	200625	424	0			11102	18356	3329	9479	43383	2478	2470	3444	5163	1743	2957	76227	29771	29744	25642	11054	10191								0	318		0	
68943																															0	0	2983	2157	13698		0		2061	0			7770	420	36798	0	1097	81102	0	71			0	13948	2	13117	5134	2034	3516	2394	763	5109	85	13888	4540	14416	28093	3275	2520								47	50		0	
69333																															0	24138	10947	8326	112282	31	588	557	751	4	36648	0	36648	14618	36104	0	713	418736	0	2050	2050	0	0	164204	6514	7602	101403	8411	9674	27624	48291	66683	3521	111473	29095	33946	73419	5186	492	0	0	0	0	0	0	0	0	853	0	0	
69351																															0	4327	0	0	814		56		0	0			27276	0	1632	0	0	35907	61	0			27276	1780	43	0	18995	835	180	337	183	89	156	20681	8104	2812	1307	456	755								0	40			
69650																															0	0	841	0	122		0		2971	0			295	0	455	0	0	5174	0	334			0	156	0	0	3136	62	2	36	56	0	0	1133	1939	443	1238	265	0								0	0		0	
69678																															0	4313	16813	6137	62164	0	1284	1284	23978	1795	41868	0	41868	1795	11237	0	1853	257181	0	0	0	0	3985	79055	3444	76037	56276	1892	12444	15583	29493	18823	789	41957	34984	23054	35769	25043	10907	0	0	0	0	0	0	0	2447	793	0	0	
69847																															0	0	493	0	920		0		1464	0			1030	0	1572	0	16	8213	0	0			0	2718	0	558	2574	155	749	9	53	1752	0	374	1296	1202	1511	830	282								0	0		0	
70049																															0	32249	12039	0	61590		0		1568	0			17092	11351	4316	0	425	175625	0	0			0	14339	20486	14125	81569	7131	4087	1087	1805	43	0	101124	15840	23576	18246	2316	0								0	170		0	
70058																															0	411	2058	0	2913		239		2378	0			3106	830	5096	0	0	29097	0	0			0	11901	165	5649	12165	698	2230	1961	1917	2691	2404	2780	6457	2782	3672	1114	391								0	0		0	
70076																															0	1594	0	29	331		0		0	0			0	0	514	0	0	8616	0	0			0	6148	0	728	1661	0	268	393	120	1871	3496	1436	268	507	119	138	0								0	0		0	
70151																															0	2073	91	1701	19743		2		103	0			4672	166	2275	0	0	39744	0	0			61	7488	1353	4607	10156	968	1595	3150	992	232	485	5861	1732	18158	3460	1270	1649								0	77		0	
70218																															0	560	0	21036	27260		112		0	0			8691	0	104	0	0	71319	192	0			0	13529	166	7025	7728	496	4126	1977	0	6832	98	10378	41730	1285	3409	933	0								0	53		0	
70254																															0	0	444	0	416		0		3717	0			1788	0	1127	0	0	8274	0	0			0	782	0	0	5212	23	27	193	357	182	0	2411	2779	1027	689	586	0								0	0		0	
70414																															0	2795	655	3349	5243		0		144	0			8808	1425	5983	0	713	146446	6	0			0	112765	4475	88813	5452	602	1299	1262	3644	50538	55334	5947	2440	3024	3582	9706	8988								0	97		0	
70638																															0	1835	35531	0	16425		68		1161	0			3866	0	8247	0	725	86647	31	0			0	17735	894	13101	14888	3932	3012	1367	2232	6988	169	17911	17170	9761	8973	13710	74								0	191		0	
70955																															0	107	345	0	70		2		2896	0			1024	0	412	0	7	5199	0	0			0	336	0	0	1918	68	21	127	120	0	0	414	1415	822	1880	245	0								0	0		0	
71318																															0	22336	0	2981	78815	0	1107	1107	0	0	38640	0	38640	15120	1477	0	2979	221539	267	12467	12467	0	0	34035	11828	5408	29220	2837	708	448	9099	15017	5795	62388	5302	21633	48957	45675	1607	0	0	0	0	0	0	0	0	21	0	0	
71457																															0	12	27047	0	15436		73		6896	0			4078	934	1099	0	0	58073	0	0			0	2472	0	0	29794	227	400	780	1027	38	0	19223	9988	13426	11427	1528	0								0	26		0	
71671																															0	5655	0	0	16277		0		0	0			5033	16663	274	0	0	96669	0	0			0	52366	325	13943	9718	3719	3151	2688	2546	14220	26042	21281	5613	4734	11141	1128	406								0	76		0	
71859																															50	0	1113	0	103		11		495	0			596	0	780	0	9	4746	0	0			0	1589	0	0	3283	746	144	162	398	116	23	1996	397	282	213	70	199								0	0		0	
72258																															0	5178	6627	542	9019		39		12043	0			23103	0	13888	0	0	84124	0	1108			0	9376	1683	0	28027	712	907	644	3259	3561	293	6588	19820	13447	17328	16997	568								1264	254		0	
72351																															0	851	4115	643	1879		211		6215	0			5577	122	4536	0	15	32283	0	0			0	8109	0	0	13792	477	447	2666	4374	0	23	4560	8308	5433	5278	25	268								0	10		0	
72418																															0	1799	2605	991	18527		88		1287	0			5710	10177	13100	0	616	70742	0	249			0	13327	998	5632	7349	480	2642	2267	1748	4369	1822	5759	4017	12376	20501	11299	3409								1135	133		0	
72454																															0	910	10354	0	4296		15		7392	0			7247	2821	3761	0	0	44057	0	1504			0	5009	283	0	14236	188	1033	3612	131	45	0	2626	10563	19843	4928	584	94								425	40		0	
72614																															0	92336	3692	3311	106695	0	20	20	0	0	17165	0	17165	12993	5253	0	223	318306	0	0	0	0	0	64413	11895	41468	73714	25442	7047	9935	694	6006	15289	121721	33888	24068	8678	8542	56996	0	0	0	0	0	0	0	0	310	0	0	
72678																															0	0	0	0	94		12		0	0			0	1041	11010	0	0	56320	27	0			0	42066	2124	20615	1378	37	514	428	999	16478	22072	1848	346	3799	4022	2878	897								0	0		0	
73031																															0	3163	0	6218	22031		7035		0	0			5065	3311	268	86	0	74299	0	0			6944	25768	1354	23907	12465	3142	4495	2437	13959	645	1090	25088	6455	3622	11238	2108	0								0	0		0	
73116																															0	98617	1384	8847	145428	0	0	0	50	0	33273	0	33273	17296	5458	0	0	386863	853	0	0	0	0	42073	35071	15600	51095	14868	9179	2056	4249	6800	4859	203302	17969	33233	49111	37810	2875	0	0	0	0	0	0	0	0	219	0	0	
73152																															0	429	5244	354	1602		172		4767	0			3844	0	3830	0	0	24239	25	36			0	3802	184	0	5332	163	364	258	1132	1885	0	3813	3508	4070	3080	5748	243								0	0		0	
73554																															0	0	7199	0	345		0		24289	0			5636	0	2473	0	648	41292	0	0			0	702	0	0	25216	269	7	43	209	112	0	31516	4720	1095	712	400	656								0	0		0	
73956																															0	790	2318	47	2234		0		4037	549			5055	169	1356	0	41	18292	0	88			0	2154	3	223	8354	190	268	164	176	1017	172	3261	4640	1912	1786	3673	0								0	0		0	
74056																															0	410	16757	1058	2922		0		17768	0			1690	0	2404	4	88	47344	0	0			0	4223	20	0	17399	682	283	1391	1860	7	0	27078	2104	3292	7322	3087	219								0	0		0	
74140																															0	31698	7952	5167	72483	0	648	648	3913	136	38967	0	38967	17690	23464	0	0	351312	0	0	0	0	0	131094	15934	0	87805	5997	14249	38745	35538	28597	7521	75556	24271	55915	56877	6030	0	0	0	0	0	0	0	0	1665	637	0	0	
74159																															0	456	3128	0	2395		51		6817	0			1600	0	555	0	0	15332	0	0			0	330	0	0	6258	0	7	92	231	0	0	4148	3946	2194	3385	829	500								0	0		0	
74337																															0	84	0	0	4646		520		0	0			28	124	801	0	0	32754	11	0			464	25117	1445	6388	1020	385	761	986	1330	12146	9509	798	602	600	1859	3770	19								0	0		0	
74403																															0	17278	0	4313	58396	0	114	114	0	0	10350	0	10350	14694	22892	0	0	240842	0	0	0	0	0	111070	1564	52527	18773	1531	2886	12678	35886	36804	21269	37606	6043	24403	37251	23024	1424	0	0	0	0	0	0	0	0	171	0	0	
74449																															0	0	215	0	148		19		150	0			529	0	750	0	379	9051	0	0			0	5850	1011	4030	3950	668	2352	1660	1008	162	0	218	712	1578	652	41	0								0	0		0	
74458																															0	339	2768	0	8234		193		3885	0			13046	1220	2044	0	0	36244	0	0			0	4201	314	0	17673	1816	447	700	1041	157	0	11351	4127	6841	8973	751	0								0	0		0	
75053																															0	15243	5743	4437	35954		1269		6518	0			32659	19254	8847	0	2375	167047	0	339			0	29757	3432	84	43175	10148	3155	8282	7902	185	0	37419	20832	33583	38186	4971	1104								753	467		0	
75259																															0	21	52	0	272		0		288	0			313	0	2237	0	11	3437	0	0			0	243	0	0	1302	0	0	11	14	218	0	535	767	718	582	592	0								0	0		0	
75446																															0	244	15311	139	33116		551		9581	0			14918	2979	2369	0	0	116038	0	0			0	36806	13	33351	20914	2304	5325	15850	10059	796	2299	20727	12932	14680	14124	8417	7880								0	11		0	
75455																															0	0	1323	0	211		7		1792	0			903	0	1168	0	0	6742	0	0			0	1297	5	10	2344	15	246	950	32	0	0	826	1574	1898	608	378	0								0	36		0	
75558																															0	6839	4809	404	7895		253		7472	0			27588	0	11842	0	59	78309	763	0			0	11330	581	2718	35809	2641	1432	5028	1392	837	0	39031	10126	10145	6736	1591	0								0	0		0	
75633	4011444	1378731	164311	0	3687806	22765	1436850	0	305	10770788	0	0	0	37286	5967892	5332460	626706	487753	908811	367625	20481	0	51525	0	0	0	0	17051	0	0	51525	271113	1250	219213	306919	366395	1378731	1012336	164311		3607583	22765	3630348	294092	1436850	0	305	10690565	0	0				2884266	34591	1285131		31498	67085	371764	601216	1546893	264300							51525			0	0			0	17051			
75651																															0	487	1737	1122	2893		204		3663	0			6299	0	2021	0	7	26626	0	0			0	8152	41	0	8719	1313	560	1659	4511	54	0	4356	3627	4550	4663	955	85								0	0		0	
75857																															0	6003	3232	2581	14226		154		327	0			8876	719	7258	0	478	62121	0	0			0	17428	831	3092	19837	984	3650	4779	5830	1635	336	9689	10832	10215	9656	2853	880								0	8		0	
76050																															0	8106	243	712	40563		163		262	0			15199	0	15638	0	0	96161	0	0			0	14374	795	117	39841	1634	784	5197	2033	3227	1242	34433	10373	23707	10202	2643	349								0	106		0	
76135																															0	289	0	348	6283		566		0	0			18611	1103	1038	0	0	40153	141	2427			0	9483	146	0	4966	0	70	906	370	1951	5899	9692	2045	6190	3951	5742	2539								0	0		0	
76153																															0	337	4862	293	1284		189		10852	0			3465	0	1110	0	131	26763	0	0			0	3995	245	0	10747	973	740	1030	833	251	46	16027	1251	3058	1252	619	193								0	0		0	
76201	63814581	3215736	131361	14757	22154411	7077938	2771413	109257	118949	116160236	0	6366049	3184531	1788685	28652398	60330143	6424423	3101026	2741408	6515061	3455258	0	34158	0	61	85864	6634300	461627	755833	74162	72869	1443861	76139	931070	8071020	240222	3146735	2906513	749		22027396	794460	22821856	15630544	2399203	273	118949	107289305	0	8733690				32724964	4246704	907730		197858	365005	92182	258601	5773530	25952147							34158			0	38711			6409052	461627			
