"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
	OTH NONTRANSACTION SAVINGS DEPOSITS	TOT TRANSACTION ACCTS-US GOVERNMENT	TOT TRANSACT ACCTS-STS&POL SUB IN US	TOTAL DEMAND DEPOSITS	TOT TRANS ACCTS-BKS IN FGN COUNTRIES	TOTAL TRANSACTIONS ACCOUNTS	TOT TRANS ACCTS-FGN GOVTS&OFFCL INST	NONTRANS DPS OF BKS IN FGN COUNTRIES	BROKERED DEPS LT 100000	BROKERED DEPS/PARTICIPATNS LE 100000	TOTAL BROKERED DEPOSITS	TOT NONTRANS ACCTS-FGN GOVTS&OFFCL I	TOTAL NONTRANSACTION ACCOUNTS	TOT NONTRANSACTION ACCTS-US GOVT	TOT NONTRANSACTION ACCTS-STS&POL SUB	TIME DEPOSITS GE 100000	PREFERRED DEPOSITS	TIME DEPOSITS LT 100000	AMT OUTSTDG IN MONEY MARKET DEP ACCT	IRA AND KEOGH PLAN ACCOUNTS	TM DEPS LT 100000 MAT LESS 1 YR	TIME DEPS GE 100000 MAT LESS 1 YR	BROKERED DEPS LT 100000 MAT LE 1 YR	BROKERED DEPS GE 100000 MAT LE 1 YR	TM DEPS LT 100000 MAT/REPRCE LE 3 MO	TM DEPS LT 100000 MAT/REPRCE 3-12 MO	TM DEPS LT 100000 MAT/REPRCE 1-3 YR	TM DEPS LT 100000 MAT/REPRCE GT 3 YR	TM DEPS GE 100000 MAT/REPRCE LE 3 MO	TM DEPS GE 100000 MAT/REPRCE 3-12 MO	TM DEPS GE 100000 MAT/REPRCE 1-3 YR	TM DEPS GE 100000 MAT/REPRCE GT 3 YR	TRANSACTION ACCTS: IPC DEPOSITS	NONTRANSACTION ACCTS: IPC DEPOSITS	TRANSACTION ACCT: CB'S & DI'S IN U.S	NONTRANSACT ACCT: CB'S & DI'S IN U.S	
37	5517	0	4669	7024	0	15215	0	0	0	0	0	0	38500	0	150	6617		24516	1850	3162	10746	3278	0	0	2653	8093	9770	4000	959	2320	2425	913	10546	38350	0	0	
242	2198	0	919	2394	0	5939	0	0	0	0	0	0	12914	0	287	1155		8719	842	989	6183	944	0	0	2627	3556	2004	532	426	518	111	100	5020	12627	0	0	
279	6064	0	0	1507	0	7391	0	0	0	0	0	0	64033	0	0	7292		49606	1071	7689	39301	5556	0	0	13561	25740	8371	1934	2780	2776	1362	374	7391	64033	0	0	
354	839	0	63	1148	0	1148	0	0	0	0	0	0	5764	0	1571	900		3026	999	0	3019	900	0	0	795	2224	7	0	700	200	0	0	1085	4193	0	0	
439	12053	15	5130	26944	0	42572	0	0	0	0	0	0	97997	0	6404	25164		53088	7692	8793	45002	22935	0	0	11647	33355	7924	162	4663	18272	1929	300	37414	91593	13	0	
457	1966	0	141	1859	0	3246	0	0	0	0	0	0	13780	0	841	879		7889	3046	562	5803	679	0	0	1591	4212	1769	317	450	229	200	0	3105	12939	0	0	
505	52979	24	14122	38318	0	63106	0	0	0	0	0	0	151832	0	25596	34950		47358	16545	6473	38766	33330	0	0	10523	28243	8462	130	13562	19551	1737	100	48960	126136	0	100	
1146	36222	0	1406	45124	0	71682	0	0	0	0	0	0	187107	0	11776	38730		91100	21055	11476	83171	36278	0	0	26678	56513	524	7385	14745	21533	2452	0	69704	174905	572	426	
1155	536	7	1098	11859	0	33093	0	0	0	0	0	0	72089	0	11172	19188		47366	4999	7917	30960	12070	0	0	8804	21665	15574	1323	5583	6488	7117	0	31986	60917	2	0	
