"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1350	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2800	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	
5005										8972		1909	0			0	0			26159	10434	
5050										0		388	0			0	0			0	0	
5069										50850		0	0			0	0			0	1931	
5135										11219		333	0			0	0			0	0	
5210										8659		3456	0			27341	0			17415	0	
5247										91100		0	0			20498	0			2280	0	
5274										0		469	0			55	0			1500	0	
5331										8700		1417	0			0	0			44	0	
5452										0		125	0			4222	0			0	2061	
5461										16800		0	0			0	0			227	989	
5751										600		0	0			0	0			0	0	
5939										203891		13816	0			44069	0			758	0	
6039										6931		299	0			0	0			14	50	
6057										849		64	0			0	0			1000	0	
6141										6000		0	0			0	0			0	0	
6329										10578		725	0			0	0			0	0	
6842										2190		63	0			0	0			279	0	
6972										104885		0	0			1633	0			2474	0	
7009										0		0	0			6600	0			0	7539	
7045										12085		0	0			0	0			0	0	
7157										1050		0	0			0	0			0	0	
7166										27320		725	0			0	0			0	0	
7456										2325		86	0			0	0			0	0	
7634										1297		87	0			0	0			0	0	
8033										4250		415	0			0	0			1832	0	
8154										2490		132	0			0	0			0	0	
8417										771209		1379	0			0	0			0	812	
8462										4700		21	0			0	0			0	0	
8547										9875		932	0			725	0			10000	0	
8631										3400		168	0			0	0			0	0	
8855										20303		0	0			0	0			57	0	
9115										49100		901	0			0	0			9587	219	
9160										20025		532	0			0	0			7650	0	
9339										0		3331	0			7584	0			31000	0	
9357										0		2475	0			2916	0			35000	0	
9553										3500		302	0			0	0			0	0	
9807										62200		8158	0			37804	0			110808	0	
9955										7400		401	0			43	0			874	0	
10157										5065		533	0			0	0			6375	4	
10250										14367		483	0			0	0			0	0	
10577										2200		337	0			0	0			0	0	
10849										0		1172	0			0	0			6924	0	
10858										7500		1462	0			7261	0			5754	0	
11145										4750		370	0			0	0			4404	0	
11350										500		26	0			79	0			24	0	
11640										1500		1022	0			0	0			10823	0	
11837										1425		703	0			0	0			0	0	
12030										5051		1	0			0	0			0	541	
12058										3900		278	0			0	0			2030	0	
12142										8500		436	0			0	0			0	0	
12245										0		387	0			600	0			3500	0	
12311	0	874829	244045	1347221	0	591774	315320	144771	3500	161346	3521604	16738	16510	0	28223792	2402767	16510	1228709	24466458	2355460	144	
12357										3000		4	0			0	0			0	0	
12405										3700		4551	0			32029	0			1061	3724	
12647										2100		136	0			0	0			0	0	
12656										786		23	0			0	0			0	0	
12937										0		568	0			0	0			1896	0	
12946										1935		1249	0			0	0			14648	0	
12955										0		324	0			4175	0			4000	0	
13037										3496		51	0			0	0			0	475	
13103										25749		2367	0			5656	0			3225	15997	
13251										1744		102	0			0	0			0	0	
13309										8000		20824	0			64706	0			220142	3020	
13457										3075		3	0			0	0			0	822	
14052										2386		127	0			0	0			0	0	
14155										1963		189	0			0	0			1000	0	
14258										22500		3091	0			16850	0			20000	0	
14409	24754	144361	1480	848880	415099	946611	316466	360085	675	585000	3058411	80821	1398	0	16556827	1292928	1398	149755	13896597	344601	0	
14454										775		209	0			0	0			775	0	
14650										800		53	0			0	0			0	0	
14753										1000		9	0			0	0			0	0	
14865										5830		195	0			0	0			0	0	
14931										5093		93	0			9	0			0	0	
14940										2400		0	0			2962	0			0	0	
15536										16		4032	0			0	0			0	0	
15732										7009		548	0			0	0			0	500	
16337										9530		903	0			769	0			17069	0	
16355										870		186	0			0	0			1000	0	
16458										8467		633	0			0	0			2080	0	
16551										843		472	0			0	0			8921	0	
16748										3630		283	0			0	0			2000	0	
16766										2000		227	0			26000	0			0	0	
16944										2800		0	0			0	0			0	0	
16953										3150		0	0			0	0			0	0	
17110										33421		219	0			0	0			6	0	
17147										5300		3608	0			70152	0			51534	0	
17259										1500		233	0			0	0			2173	0	
17464										13425		1817	0			0	0			19000	0	
17549										10900		466	0			0	0			0	0	
17642										8855		0	0			0	0			0	0	
17839										0		4	0			4125	0			0	0	
17950										3175		612	0			0	0			2080	0	
18050										11125		864	0			0	0			4503	0	
18126										0		11744	0			1450	0			235469	0	
18135										6925		550	0			10645	0			0	0	
18368										13703		504	0			0	0			5680	37	
18377										0		90	0			0	0			0	0	
18827										8150		489	0			0	0			757	0	
18836										1731		348	0			0	0			1575	58	
18854										280		48	0			0	0			0	0	
18863										1200		1621	0			0	0			19825	0	
18957										2176		213	0			0	0			2432	0	
19356										5575		0	0			120	0			0	0	
19730										36600		3300	0			28129	0			20000	5	
19936										7058		933	0			5269	0			0	0	
19972										0		0	0			0	0			0	219	
20053										82		73	0			1885	0			1350	1118	
20147										1684		112	0			0	0			738	0	
20259										1299		38	0			0	0			0	2639	
20370										0		438	0			400	0			0	0	
20512										475		784	0			0	0			10000	0	
20633										5700		279	0			0	0			0	1000	
20754										650		0	0			0	0			0	0	
20839										1657		150	0			0	0			3000	0	
20857										73		316	0			0	0			3565	0	
20866										1750		276	0			0	0			0	0	
21256										1254		18	0			0	0			0	0	
21359										750		32	0			0	0			290	745	
21630										2975		434	0			0	0			5393	0	
21658										6640		368	0			0	0			4462	0	
22048										12955		298	0			1561	0			578	2091	
22235										5729		635	0			0	0			11300	0	
22356										10375		1234	0			3317	0			288	10	
22459										1625		434	0			2746	0			1950	0	
22543										4350		176	0			0	0			134	0	
22552										0		194	0			800	0			1700	0	
22730										2116		0	0			0	0			0	0	
22860										0		3110	0			0	0			130000	198488	
22936										1388		300	0			0	0			461	0	
22954										550		145	0			0	0			1366	74	
23036										0		0	0			6795	0			0	0	
23045										3150		200	0			0	0			0	0	
23241										154646		31870	0			225088	0			577074	64354	
23344										0		1010	0			43	0			16318	0	
23456										2253		174	0			0	0			251	0	
23504										0		1393	0			0	0			0	0	
23540										5661		428	0			0	0			0	0	
23643										925		485	0			0	0			641	0	
23755										5585		274	0			0	0			2000	0	
23812										15000		3984	0			3345	0			21901	1102	
24006										37200		2275	0			0	0			0	0	
24266										28720		1501	0			0	0			839	0	
24453										0		969	0			364	0			0	0	
24659										750		0	0			0	0			0	0	
24668										12875		405	0			5364	0			0	0	
24855										368		19	0			0	0			0	0	
24949										0		1636	0			2476	0			30000	55	
25357										1290		187	0			0	0			400	0	
25450										21529		7800	0			460775	0			9373	30169	
25647										8364		0	0			0	0			0	0	
25852										5040		390	0			0	0			4000	0	
26149										1449		0	0			101	0			0	0	
26233										0		1330	0			0	0			331	0	
26242										9096		2549	0			4987	0			29375	0	
26457										375		0	0			0	0			0	0	
26756										300		63	0			0	0			900	0	
26765										6700		223	0			675	0			0	0	
26859										6325		861	0			0	0			6711	0	
26916										0		813	0			7365	0			6000	0	
27548										4710		2271	0			12599	0			42700	2724	
27614										9270		1101	0			5118	0			0	0	
27838										2390		577	0			1586	0			0	0	
27847										10515		429	0			0	0			1734	0	
28013										0		14945	0			330200	0			0	1096	
28152										1805		214	0			0	0			3054	0	
28255										3375		421	0			0	0			0	0	
28349										4000		838	0			437	0			0	0	
28406										21447		2610	0			0	0			0	46932	
28572										2150		813	0			0	0			9965	207	
28732										1993		84	0			0	0			0	0	
29104										25400		3799	0			36914	0			60000	2000	
29159										1405		51	0			0	0			8	0	
29252										1000		509	0			0	0			7500	0	
29636										18800		2546	0			0	0			36388	0	
29850										2200		0	0			0	0			19	0	
29944										2645		0	0			0	0			0	0	
29953										175		421	0			0	0			7407	0	
30025										12350		987	0			6100	0			0	0	
30052										4775		144	0			0	0			0	0	
30146										2135		225	0			0	0			0	0	
30155										1000		886	0			0	0			17686	1761	
30258										9405		430	0			1347	0			8000	0	
30418										5732		0	0			177997	0			0	0	
30436										0		1457	0			9210	0			18000	0	
30502										9700		3355	0			12067	0			24000	3860	
30650										0		237	0			730	0			1000	0	
30810										650000		0	0			1220800	0			2935740	0	
30856										13174		747	0			7690	0			200	0	
31134										11727		219	0			0	0			0	0	
31152										1065		160	0			0	57			1389	747	
31255										14747		326	0			2516	0			824	0	
31303										0		18434	31			255003	31			300326	0	
31657										6120		0	0			0	0			0	0	
31826										8550		753	0			0	0			1000	1822	
31835										200		355	0			0	0			0	0	
32159										1892		609	0			0	0			204	0	
32234										0		43	0			12120	0			0	0	
32766										7425		25	0			0	0			0	0	
33147										0		662	0			0	0			10000	0	
33259										8350		669	0			841	0			0	0	
33268										9250		0	0			0	0			0	0	
33549										4494		10	0			0	0			0	0	
33727										12549		1096	0			2750	0			267	0	
33754										2550		0	0			0	0			0	0	
33772										75557		6875	0			2370	0			0	0	
33839										915		106	0			47	0			0	0	
33857										760		550	0			0	0			7000	0	
34032										1375		100	0			0	0			0	0	
34153										21248		309	0			0	0			0	0	
34359										2012		74	0			0	0			402	0	
34425										7975		1252	0			3244	0			0	0	
34434										12500		555	0			0	0			57	0	
34452										2285		57	0			0	0			0	57	
34537										43490		6023	0			53607	0			40000	1754	
34555										3080		368	0			550	0			0	0	
34742										3355		1048	0			3	0			8703	0	
34836										3256		0	0			0	0			0	0	
34863										3145		0	0			0	0			0	0	
35057										1071		126	0			0	0			1187	0	
35244										6370		3345	0			2422	0			29443	0	
35301	859316	4258096	1645787	945414	0	74995	2880154	3008458	531359	15045375	16609561	18550	132562		42156950	16541928	132562	5257336	33082837	166782	2405982	
35570										0		114895	0			2191000	0			889	52834	
35646										6290		139	0			0	0			0	206	
35842										8400		179	0			0	0			0	0	
35851										4550		0	0			0	0			0	0	
35936										425		0	0			0	0			0	0	
36054										35030		2087	0			0	0			8428	0	
36344										9068		1084	0			10396	0			10000	0	
36456										1030		168	0			0	0			0	0	
36830										2136		60	0			0	0			182	0	
36858										3830		750	0			4562	0			0	0	
36933										7134		282	0			0	0			2169	500	
37051										4808		3	0			0	0			0	0	
37341										1288		19	0			0	0			0	0	
37350										1900		80	0			0	0			0	0	
37378										300		364	0			0	0			0	0	
37435										0		1574	0			1932	0			97	0	
37640										16300		33	0			6572	0			24601	3898	
37659										927		95	0			0	0			0	0	
37743										212		225	0			0	0			0	2150	
37949										0		893	0			5981	0			8377	0	
38441										1350		84	0			0	0			0	0	
38478										0		2918	0			0	0			7758	0	
38526										3880		1648	0			0	0			10394	349	
38535										0		1122	0			5022	0			5000	0	
38740										6295		1838	0			0	0			31011	0	
39327										24940		0	0			2993	0			228	0	
39420										0		3281	0			27617	0			24345	0	
39475										0		3438	0			49	0			35151	1258	
39756										14377		548	0			0	0			0	0	
39934										3960		748	0			0	0			7000	0	
40033										2525		0	0			0	0			0	0	
40051										5000		2430	0			0	0			35000	0	
40305										74000		11287	0			67400	0			34479	40	
40350										1200		59	0			0	0			1000	0	
40707										0		685	0			0	0			5600	0	
40855										1542		330	0			750	0			4505	0	
41245										1528		45	0			0	0			0	0	
41553										10369		99	0			0	0			0	0	
41629										5260		474	0			0	0			2443	0	
41647										14249		2252	0			19199	0			30166	0	
41759										656		6	0			0	0			0	0	
41825										5961		0	0			0	0			0	0	
41937										1336		233	0			0	0			9	0	
41955										4650		23	0			900	0			0	0	
42037										2892		59	0			0	0			0	500	
42055										3350		327	0			0	0			0	0	
42354										8350		178	0			0	0			0	0	
42420										0		25637	0			204186	0			437454	14237	
42448										0		1048	0			1500	0			4202	0	
42457										4475		2	0			0	0			25	0	
42541	0	0	498783	193422	0	357171	82649	19047	0	1166892	1151120	69545	142	0	16726235	1136701	142	80187	15360462	887916	48	
43052										4285		346	0			710	0			5908	723	
43155										1325		355	0			0	0			0	0	
43173										59706		21059	912			0	912			258000	0	
43324										6389		595	0			0	0			131	0	
43351										2350		0	0			0	0			0	0	
43454										1500		0	0			0	0			0	2	
43511										470		3102	0			2427	0			50661	0	
43641										2425		625	0			0	0			9402	0	
43669										62000		6241	0			3431	0			71000	20935	
43744										721		143	0			0	0			1001	0	
43856										2250		274	0			0	0			0	729	
43959										8375		0	0			0	0			0	0	
44040										24		562	0			0	0			162	250	
44134	0	46096	30321	31097	0	31438	0	15	0	75605	138967	2606	752	0	1323593	180632	752	52040	1170472	150000	0	
44433										11550		1717	1325			2000	1325			15083	0	
44451										0		57	0			500	0			0	0	
44602	0	4808	0	9497	0	0	5077	0	0	1766265	19382	11674	0	0	5814927	177068	0	398940	4824336	3454	0	
44741										8365		486	0			9023	0			412	0	
44750										7000		113	0			0	0			0	0	
44929										1200		345	0			734	0			1898	0	
45038										3084		0	0			56	0			0	0	
45047										5035		270	0			0	0			4583	2542	
45056										2800		0	0			0	0			0	0	
45270										13713		220	0			0	0			0	0	
45430										820		435	0			0	0			8550	175	
45458										883		34	0			0	0			0	0	
45551										24345		3236	0			1300	0			21806	0	
45560										28044		2253	0			16	0			35070	0	
45609										0		6336	0			5080	0			80368	2201	
45627										1233		33059	0			151292	0			544842	0	
45775										0		689	0			0	0			0	0	
46053										5000		382	0			0	0			0	501	
46905										25200		3941	0			30344	0			12000	1517	
46941										2038		368	0			0	0			1136	0	
47153										450		2	0			0	0			0	0	
47247										5700		556	0			0	0			0	0	
47256										473		93	0			0	0			0	0	
47377										0		4629	0			0	0			55000	0	
47425										22252		1041	0			19061	0			0	0	
47452										8870		36	0			0	0			0	0	
47500										0		1055	0			0	0			0	3609	
47658										598		4	0			0	0			0	0	
48057										3100		134	0			0	0			0	0	
48150										1524		92	0			0	0			1261	0	
48208										5700		1809	0			7913	0			3000	4224	
48374										0		2881	0			10	0			39343	4171	
48440										200		3	0			0	0			0	0	
48552										6070		145	0			0	0			1800	0	
48673										0		161	0			0	0			0	0	
48730										4660		826	0			0	0			81	0	
49054										0		92	0			700	0			0	0	
49148										3820		325	0			0	0			275	0	
49241										3900		913	0			0	0			5105	0	
49344										4635		1967	0			0	0			28746	0	
49362	0	0	2381	1146961	0	0	0	51	0	3763199	1149393	49303	250	0	11713049	286089	250	16	10930089	852092	0	
49540										1350		424	0			414	0			1268	0	
49643										2080		0	0			0	0			0	0	
49652										1300		310	0			0	0			3589	0	
49821										46947		1439	0			0	0			12113	0	
49858										4915		124	0			0	0			610	0	
49951										7276		0	0			0	0			0	0	
50144										2563		0	0			0	0			0	0	
50461										3500		0	112			0	112			0	0	
50546										5700		617	0			0	0			12269	0	
50854										3582		0	0			0	0			0	0	
50957										2500		154	0			0	0			1070	0	
51253										3492		352	0			0	0			1627	1902	
51347										1800		514	0			2000	0			6486	0	
51356										3300		0	0			0	0			0	0	
51459										1100		437	0			0	0			0	0	
51730										1870		67	0			0	0			10	476	
51842										3728		340	0			0	0			4000	141	
51972										2917		1095	0			0	0			898	129	
52410										0		283	0			304	0			1100	0	
52456										2830		11	0			0	0			0	0	
52719										1194888		2334	0			0	0			187664	3528	
52755										0		572	0			29396	0			296	4256	
52764										15950		319	0			0	0			0	0	
52951										1400		201	0			0	0			0	0	
53015										2650		9	0			0	0			0	0	
53033	11014	0	11872	145211	0	0	0	0	0	216877	168097	11856	441	0	1455077	319718	441	0	1049826	0	0	
53051										4500		5	0			0	0			0	0	
53239										11025		0	0			0	0			0	0	
53453										2479		112	0			0	0			0	0	
53752										6425		0	0			0	0			0	1433	
54049										947		185	0			0	0			962	0	
54058										6390		485	0			0	0			9712	0	
54124										1739		316	0			576	0			2000	0	
54357										1251		0	0			0	0			0	0	
54375										0		5870	0			14253	0			61500	0	
54441										2002		97	0			700	0			0	0	
54656										1005		262	0			0	0			0	0	
55019										191297		771	0			8018	0			5718	2381	
55176										0		1648	0			0	0			16000	0	
55251										0		352	0			0	0			2700	0	
55336										11350		250	0			0	0			0	0	
55635										2500		210	0			0	0			0	0	
55653										2485		121	0			5442	0			0	0	
55859										2200		191	0			0	0			0	0	
55916										43000		90	0			0	0			0	0	
56230										1100		614	0			0	0			4200	0	
56258										9710		0	0			0	0			0	0	
56351										31290		517	0			0	0			125	0	
56427										0		15	0			400	0			0	1017	
56548										2411		421	0			0	0			4000	86	
56557										8500		3668	0			66477	0			40840	0	
56717										6660		540	0			6365	0			4000	0	
56726										3285		430	0			0	0			0	0	
57040										2900		9	0			0	0			0	0	
57134										9700		894	0			4857	0			8916	0	
57228										13153		283	0			0	0			4000	0	
57255										3750		30	0			0	0			0	0	
57451										8996		563	0			0	0			2702	0	
57572										175		472	0			0	0			3000	167	
57956										6175		4	0			1052	0			0	0	
58074										974		1600	0			0	0			9500	4304	
58207										0		391	0			1065	0			2516	6528	
58225										2425		421	0			2725	0			0	0	
58243	4017	70869	42110	53261	0	65754	36	10982	75	44418	265501	14785	0	0	1466422	58682	0	52081	1306255	103514	18397	
58355										1400		0	0			0	0			0	0	
58551										4029		0	0			0	0			0	0	
58636										5806		730	0			0	0			2471	4	
58757										850		2	0			0	0			0	0	
58971										60000		7146	0			122293	0			94613	0	
59259										1064		190	0			0	0			0	0	
59316										1700		2581	0			5990	0			28568	178	
59352										4000		104	0			0	0			29	0	
59679										2200		148	0			0	0			0	315	
59754										2465		112	0			0	0			0	0	
60143	30995	0	25997	706162	1559	502317	8040	50768	2500	2278396	1328338	64198	6646	1728427	33899826	3161626	6646	0	32288447	5464022	0	
60219										6862		452	0			0	0			4250	0	
60330										544		935	0			0	0			4413	0	
60433										1775		99	0			0	0			8500	1151	
60545										2800		120	0			0	0			36	0	
60554										229		129	0			0	0			1368	0	
60648										8887		975	0			0	0			114	0	
61001										8160		2281	0			0	0			38500	14664	
61047										2000		322	0			461	0			3210	0	
61122										7194		5950	0			0	0			109000	5026	
61355										5700		1423	0			0	0			9200	0	
61476										0		965	0			0	0			8000	9841	
61533										14385		0	0			7868	0			0	522	
61757										11200		412	0			2814	0			0	0	
61832										5280		483	0			0	0			0	0	
61953										0		170	0			0	0			0	0	
62044										345		286	0			0	0			520	0	
62101										20000		30500	330			592156	330			283304	0	
62147										2036		219	0			0	0			3000	0	
62651										0		204	0			0	0			1442	2	
62709										1750		6	0			0	0			0	0	
63050										4240		0	0			0	0			0	0	
63069	91358	359031	165563	252563	0	269150	75792	166775	3000	0	1439604	31623	8037	0	8875832	230844	8037	56377	8086258	803885	56372	
63078										7400		857	0			0	0			0	77	
63201										8150		19	0			0	0			0	0	
63210										8300		732	0			4566	0			3208	0	
63359										37200		0	0			0	0			0	79	
63573										0		3533	0			0	0			32000	1100	
63733										31421		237	0			0	0			0	0	
63742										23039		144	0			0	0			0	0	
63751										619		29	0			0	0			197	0	
63957										13293		249	0			0	0			0	0	
64066										29850		499	0			0	0			0	0	
64150										2495		159	0			0	0			300	0	
64253										340		5	0			0	0			0	0	
64543										9119		2090	0			0	0			39314	0	
64552										685		11	0			0	0			0	0	
64619	2931	2996	32803	362940	0	41841	0	0	2250	0	445761	7027	1500	0	1183327	139250	1500	2217	1098740	40881	0	
64646										2279		307	0			0	0			0	0	
64730										0		869	0			6250	0			0	0	
64758										1457		15	0			0	0			41	0	
65205										10390		3960	0			0	0			0	40	
65241										6503		335	0			0	0			6086	0	
65513	0	0	1700	32	0	0	0	77272	21758	189184	100762	375	0	0	491818	0	0	0	449729	0	0	
65559										9735		247	0			0	0			763	500	
65746										4155		4945	0			1505	0			90581	0	
65858										15290		2037	0			975	0			619	0	
66015	1001	5995	0	0	0	0	0	0	0	32000	7397	578	0	137465	110017	0	0		224655	0	401	
66154										800		535	0			0	0			7485	300	
66172										24625		7726	0			0	0			121000	17475	
66275										0		1866	0			0	0			12976	0	
66350										0		381	0			0	0			3763	0	
66613										0		1050	0			187575	0			0	0	
66752										2675		135	0			0	0			0	0	
66837										5710		1619	0			0	0			12000	0	
66846										3395		667	0			0	0			10500	0	
66855	261381	155459	941057	2003860	3576	664713	0	2571	7745	1032250	4042327	354092	136578	0	79363565	1432340	136578	1170847	67287815	11575538	1965	
66903										14295		2964	0			9877	0			25000	0	
67142										3152		429	0			0	0			15	0	
67151										20650		1412	0			0	0			20229	0	
67209										5683		1556	0			860	0			27964	25941	
67254										2540		0	0			0	0			0	0	
67311	26062	225899	102382	1018185	0	168988	50147	90954	0	0	1732086	94806	247	0	10076316	938070	247	0	9174457	441967	49469	
67414										3387		480	0			987	0			5300	0	
67777										12771		3460	0			0	0			44626	16109	
67852										0		7278	0			519486	0			3087	4	
68345										8884		951	0			0	0			13995	0	
68372										1800		837	0			0	0			15010	89	
68448										4637		72	0			0	0			0	197	
68569										528000		25782	0			389561	0			344	0	
68756										8346		263	0			0	0			2000	0	
68831										19100		0	0			0	0			0	0	
68840										3975		920	0			372	0			6582	0	
68859										10095		669	0			1787	0			2317	0	
68943										660		954	0			0	0			10412	0	
69333										34590		1345	0			719	0			493	1037	
69351										2800		24	0			0	0			0	0	
69650										3375		0	0			0	0			0	0	
69678										8617		2093	0			3600	0			5000	1832	
69847										1738		0	0			0	0			0	0	
70049										16000		419	0			0	0			477	0	
70058										0		653	0			545	0			1325	250	
70076										2218		83	0			0	0			0	0	
70151										8675		0	0			0	0			0	0	
70218										9300		475	176			0	176			3000	2000	
70254										125		15	0			0	0			0	0	
70414										0		813	0			135	0			12329	0	
70638										0		525	0			0	0			5882	0	
70955										950		0	0			0	0			0	0	
71318										21263		3508	0			0	0			50740	11510	
71457										2155		440	0			0	0			3872	0	
71671										954		1273	0			761	0			9424	3262	
71859										0		0	0			0	0			100	0	
72258										7875		0	0			0	0			0	0	
72276										8045		1093	0			0	0			14489	0	
72351										3750		0	0			0	0			0	0	
72418										5885		810	0			1517	0			5000	0	
72454										2250		170	0			0	0			3206	0	
72614										5684		0	0			13390	0			0	394	
72678										0		2091	0			0	0			18500	40	
73031										5284		562	0			0	0			2500	0	
73116										19000		1607	0			0	0			19608	0	
73152										1230		196	0			0	0			1000	0	
73554										6500		2	0			0	0			0	0	
73956										1900		116	0			0	0			2000	0	
74056										0		261	0			25	0			3217	0	
74140										18000		1841	0			0	0			7400	0	
74159										1950		65	0			0	0			0	0	
74337										2825		442	0			0	0			0	0	
74403										0		1013	0			913	0			12982	4258	
74449										2264		25	0			0	0			0	0	
74458										0		11	0			395	0			0	0	
75053										700		1309	0			1800	0			1000	0	
75259										1300		0	0			0	0			0	385	
75446										4587		2520	0			456	0			27476	0	
75455										3980		0	0			0	0			0	0	
75558										4920		195	0			0	0			0	0	
75576										8150		61795	0			0	0			1220545	0	
75633	1386390	2662403	400	2491773	0	0	0	0	0	201925	6540966	2197	10811		20716988	5065048	10811	2215158	16705514	1491113	0	
75651										100		100	0			0	0			1000	0	
75857										4460		488	0			486	0			4785	0	
76050										8105		426	0			0	0			0	2056	
76117										11000		11040	0			59342	0			201825	10049	
76135										14203		936	0			0	0			0	0	
76153										1205		70	0			0	0			530	0	
76201	323000	607000	1465000	10496000	80000	2910000	1517000	1692000	66000	8626000	19890000	1399000	82000	4381000	169805000	7955000	82000	0	154976000	19781000	734000	
76443										6550		998	0			1000	0			11053	0	
76742										0		1252	0			550	0			23212	0	
76854										2100		759	0			0	0			0	0	
77150										2100		0	0			0	0			0	0	
77253										2420		210	0			0	0			4	0	
77347										0		855	0			1325	0			15000	0	
77374										3625		5032	0			2313	0			91938	0	
77422										41536		301	0			59936	0			0	1000	
77758										9000		1589	0			5643	0			8000	0	
77851										54080		2774	0			27333	0			46472	1066	
78036										3567		1462	0			0	0			0	0	
78054										1612		350	0			0	0			5520	0	
78157										4100		0	0			0	0			0	0	
78241										2335		20	0			0	0			0	0	
78559										1358		23	0			0	0			0	0	
78643										0		120	0			1200	0			2000	178	
78858										1750		0	0			0	0			0	1522	
78951										4610		10	0			0	0			0	0	
79042										1100		182	0			8880	0			1925	0	
79127										5298		18	0			0	0			0	0	
79145										2481		10	0			0	0			0	0	
79257										1600		0	0			0	0			0	0	
79855										2375		472	0			1428	0			6900	1300	
80020										1350		101	0			0	0			0	0	
80150										2200		541	0			0	0			0	4342	
80431										5032		448	0			0	0			0	0	
80552										900		6	0			0	0			0	0	
80936										8950		306	0			0	0			2000	0	
81054										8550		246	0			0	0			0	0	
81223										11025		766	0			7926	0			122	8	
81429										4031		250	0			0	0			4000	0	
82024										13569		863	0			7371	0			0	0	
82033										3890		372	0			0	0			10	0	
82257										1850		105	0			0	0			1065	0	
82350										1444		140	0			0	0			1664	0	
82659										0		118	0			500	0			500	0	
82873										0		3137	0			0	0			55226	0	
83151										2277		169	0			1027	0			2486	0	
83236										3165		0	0			0	0			0	0	
83311										0		0	0			264106	0			167282	0	
83357										360		0	0			0	0			0	0	
83450										0		2218	0			15965	0			5218	0	
83638	0	0	11374	181670	0	302987	0	69670	33221	36100	648921	6339	2835	855	1534321	61498	2835	0	1388860	49000	50000	
83834										6350		149	0			0	0			96	0	
83852										2900		0	0			0	0			0	0	
83955										800		203	0			0	0			0	0	
84046										0		215	0			1460	0			3400	0	
84055										375		56	0			0	0			0	0	
84251										400		0	0			0	0			0	2	
84345										4300		0	0			0	0			0	1004	
84541										6300		869	0			0	0			8703	0	
84804										1200		0	0			0	0			0	0	
84970										0		4204	0			1716	0			65350	5	
85043										1000		47	0			0	0			190	0	
85052										1000		26	0			0	0			0	0	
85258										850		75	0			0	0			1500	0	
85454										5600		0	0			0	0			0	0	
85856										1019		38	0			0	0			0	0	
85931										0		906	0			0	0			8749	0	
86349										4770		441	0			0	0			0	0	
86358										3000		0	0			0	0			0	0	
