"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1350	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2800	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1350	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2800	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	FED. FUNDS SOLD & SECURITIES RS.	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	FED. FUNDS PURCHASED & SECURITIES RP	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	FED. FUNDS SOLD & SECURITIES RS.	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	FED. FUNDS PURCHASED & SECURITIES RP	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	
37																																							0	1729	0	3766	18439	0	0	554	200	0	1270	65486	53715	0	0	347	54062	0	979	0	0	0	11424	1200	65486	0	0	7724	0	2500	0	7024	46691	1	0	40507	39528	0	
242																																							0	618	0	930	0	8546	0	299	0	0	374	23537	18853	0	0	181	20034	0	127	0	1000	0	3503	120	23537	0	0	3170	0	120	0	2396	16457	4	0	12897	12770	93	
279																																							252	1255	0	1780	38742	27398	223	525	158	0	891	93195	71424	0	0	290	77714	0	278	0	6000	0	15481	0	93195	0	0	15235	0	0	0	1507	69917	1	0	22249	21971	246	
354																																							0	224	0	219	116	4047	0	44	0	0	134	8078	6912	0	0	75	6987	0	130	0	0	0	1091	25	8078	0	0	547	0	500	0	1148	5764	4	0	3424	3294	19	
439																																							0	8430	3760	11611	3191	21265	0	2968	50	0	2286	157857	140569	0	0	1571	142140	0	1188	0	0	0	15717	596	157857	0	0	8492	0	6504	0	26944	113625	1	0	105484	104296	125	
457																																							90	576	0	900	5298	0	0	92	0	0	747	19036	17026	0	0	328	17354	0	164	0	0	0	1682	60	19036	0	0	682	0	940	0	1859	15167	4	0	11497	11333	0	
505																																							43	6214	96	10000	0	55699	21	5436	91	0	5542	239839	214938	0	0	1791	220729	57	2115	1786	4000	0	19053	5400	239839	0	0	7453	0	5400	0	38318	176620	1	0	157026	154911	800	
1146																																							1151	10402	512	3000	175	32306	0	9598	762	0	10732	292401	258789	0	0	4164	271658	0	2372	410	2705	6000	20743	19	292401	0	0	11896	0	8629	0	52087	206702	2	0	225725	223353	199	
1155																																							8	4347	0	3000	12914	18296	0	3005	18	0	1979	125255	105182	10270	0	721	116173	0	1114	0	0	0	9082	1600	125255	0	0	3908	0	3400	0	11859	93323	5	0	82802	81688	174	
1351																																							0	1881	0	5491	22227	2997	0	1268	0	0	1360	79917	66897	0	0	1532	68429	0	323	0	0	0	11488	240	79917	0	0	10687	0	530	0	8072	58825	5	0	45016	44693	31	
1454																																							12542	15435	172	25800	0	84854	0	1929	0	0	3824	274958	247802	0	0	787	248589	0	870	0	0	0	26369	1000	274958	0	0	22406	0	1214	1677	58774	189028	2	0	129595	128725	1749	
1557																																							0	880	0	4168	1668	8709	0	157	0	0	793	33994	27766	0	0	516	28301	0	351	0	19	0	5693	200	33994	0	0	4584	0	800	0	3016	24750	4	0	17970	17619	109	
1632																																							0	6559	0	0	0	43952	0	2521	14	0	4828	196686	169494	9364	0	2465	181323	0	1955	0	0	0	15363	1900	196686	0	0	5953	0	7135	0	29230	140264	5	0	140767	138812	375	
1669																																							16406	8064	0	10313	90155	64581	0	1018	11	0	3371	257753	218459	0	0	1484	220903	0	691	2581	960	0	36850	800	257753	0	0	34653	0	800	0	29672	188787	4	0	61944	61253	597	
1829																																							2089	5646	0	0	0	125250	0	4276	59	0	3201	248734	213127	0	0	2551	215678	0	1629	0	0	0	33056	390	248734	0	0	27448	0	3100	0	52112	161015	2	0	109842	108213	2118	
1856																																							892	502	0	1098	0	2570	0	169	0	0	249	9380	8624	0	0	61	8685	0	125	0	0	0	695	100	9380	0	0	420	0	150	0	1201	7423	5	0	4025	3900	25	
1959																																							799	651	0	900	3013	5885	0	5	0	0	346	17063	13392	0	0	203	13595	0	324	0	0	0	3468	75	17063	0	0	2960	0	400	0	3115	10277	4	0	5788	5464	33	
2040																																							263	2698	0	0	348	19101	0	1862	166	0	2613	121899	91776	2683	0	943	110040	0	1122	0	14638	0	11859	480	121899	0	0	6820	0	4270	294	8026	83750	4	0	95676	94554	289	
2161																																							6697	3580	0	8265	1239	20467	0	1824	0	0	1087	93325	84892	0	0	465	85357	0	500	0	0	0	7968	1000	93325	0	0	5839	0	1000	0	13824	71068	1	0	50666	50166	129	
2376																																							0	2325	0	24675	90981	181985	2061	4267	1502	0	10372	659201	555946	12882	0	5675	574503	68	4776	0	0	0	84630	500	659201	0	0	83955	0	0	0	15188	540758	1	0	345809	341033	175	
2451																																							16	189	0	130	412	654	0	41	0	0	373	11300	9207	0	0	150	10407	0	106	0	1050	0	893	50	11300	0	0	339	0	499	0	614	8593	5	0	9591	9485	5	
2554																																							0	364	0	150	20	1269	0	115	0	0	152	5826	5059	0	0	71	5130	0	39	0	0	0	696	50	5826	0	0	197	0	450	0	1013	4046	5	0	3795	3756	-1	
2732																																							0	16303	0	3100	17	81225	0	6052	0	0	3562	383967	337102	0	0	3158	340344	0	1925	1971	84	0	43623	2320	383967	0	0	36921	0	3728	0	54980	282122	2	0	273662	271737	654	
2750																																							0	719	0	3005	0	4336	0	465	455	0	2197	49620	41510	15	0	301	44326	0	791	0	2500	0	5294	90	49620	0	0	5018	0	93	0	1948	39562	4	0	39234	38443	93	
2938																																							0	8961	0	0	0	36483	0	7169	47	0	4242	250476	190960	21782	0	3619	231361	0	2535	0	15000	0	19115	1250	250476	0	0	12747	0	4636	0	46168	144792	2	0	196109	193574	482	
2956																																							0	3176	0	10535	0	30882	0	1458	158	0	1489	115948	103217	0	0	701	103918	0	812	0	0	0	12030	100	115948	0	0	10064	0	1650	0	7020	96197	4	0	69062	68250	216	
3252																																							0	3646	0	4575	18556	4173	0	769	459	0	2726	83733	73911	0	0	852	74864	0	912	0	101	0	8869	200	83733	0	0	8364	0	300	0	11832	62079	5	0	49741	48829	5	
3458																																							2575	939	0	1756	446	8222	0	105	0	0	306	21354	16956	2300	0	117	19373	0	334	0	0	0	1981	100	21354	0	0	1318	0	450	0	2397	14559	4	0	7339	7005	113	
3506																																							0	18682	24	26850	43604	122180	0	11093	250	0	12430	799110	701622	14000	0	6946	735568	61	6374	0	13000	0	63481	2879	799110	0	0	38113	0	21448	0	115791	585831	2	0	570371	563997	1041	
3579																																							39	5443	0	50	0	27723	0	5629	211	0	3743	187426	145533	3179	0	2301	168630	0	1407	5554	17617	0	18796	5225	187426	0	0	484	0	13954	0	17224	128309	1	-689	140441	139034	-178	
3720																																							0	3281	0	1034	7750	40059	0	1531	200	0	3974	123252	94928	1628	0	1205	109106	0	975	0	11345	0	14146	1200	123252	0	0	6063	0	6800	105	11775	83153	1	0	66293	65318	83	
3953																																							0	2836	0	1215	0	0	0	1359	1591	0	2037	51660	46367	0	0	360	46727	0	746	0	0	0	4933	500	51660	0	0	2753	0	1680	10230	10295	36072	3	0	33138	32392	0	
4138																																							0	5936	0	2447	0	52796	24	5200	422	0	2112	157139	137237	0	0	551	142711	0	987	0	4923	0	14428	300	157139	0	0	13575	0	300	0	12361	124876	1	0	89189	88202	253	
4147																																							1172	740	0	3730	0	21727	0	1615	0	0	4812	91838	72394	0	0	727	81121	0	492	0	8000	0	10717	1950	91838	0	0	6535	0	2230	0	9933	62461	4	0	58534	58042	2	
4156																																							171	2177	0	0	0	15136	0	2297	0	0	1632	69368	49357	0	0	1388	60572	0	633	0	9827	0	8796	1200	69368	0	0	6262	0	1200	0	5719	43638	4	0	48588	47955	134	
4231																																							0	337	0	3381	0	34859	0	984	0	0	1381	81051	70844	0	0	650	71494	0	644	0	0	0	9557	500	81051	0	0	4017	0	5500	0	10602	60242	2	0	40753	40109	-460	
4437																																							13	2023	0	4596	26769	6003	0	1497	1006	0	2098	134543	101407	17956	0	969	123786	0	651	0	3454	0	10757	963	134543	0	0	8793	0	1000	0	11134	90273	2	0	91189	90538	1	
4745																																							0	335	0	0	3102	0	0	34	0	0	122	9094	7803	150	0	80	8033	0	54	15	0	0	1061	50	9094	0	0	171	0	840	0	919	6884	4	0	5540	5486	0	
4839																																							262	5402	0	5800	0	51582	266	3797	0	0	2354	184075	154277	356	0	1234	169767	0	1446	106	13900	0	14308	1875	184075	0	0	3432	0	7929	0	32564	121713	2	0	115952	114506	1072	
5005																																							611	3455	0	8972	9874	45592	0	6790	0	0	8690	247431	196322	0	0	1632	224113	0	1613	434	26159	0	23318	0	247431	0	0	283	0	22578	0	15601	180721	1	0	164626	163013	457	
5050																																							4405	2815	0	0	0	20315	0	1389	444	0	1163	79854	73278	0	0	404	73682	0	575	0	0	0	6172	400	79854	0	0	4165	0	1400	0	11248	62030	4	0	49898	49323	207	
5069																																							350	1566	0	50850	0	4973	0	18544	327	0	3172	273348	221940	0	0	7558	229498	0	5019	0	0	0	43850	4500	273348	0	0	34585	0	4129	0	7249	214691	1	0	198585	193566	636	
5135																																							15	3283	0	11219	0	20558	0	674	304	0	2182	84472	72018	0	0	626	72644	0	1168	417	0	0	11828	300	84472	0	0	2016	0	9300	0	10178	61840	1	0	46988	45820	212	
5210																																							1544	19072	0	8659	58608	103911	0	4989	1077	0	16061	569088	457849	27341	0	6478	509083	0	3712	0	17415	0	60005	4798	569088	0	0	48474	0	5455	0	64157	393692	2	0	358879	355167	1278	
5247																																							100	43293	0	91100	8514	199885	0	17234	692	0	5974	789460	708828	20498	0	3115	734721	0	2156	0	2280	0	54739	700	789460	0	0	31160	0	19300	187	132626	576202	2	0	424637	422481	3579	
5274																																							3058	3498	0	0	0	16105	0	2716	0	0	1557	85555	77501	55	0	214	79270	0	622	0	1500	0	6285	0	85555	0	0	6130	0	0	0	7203	70298	1	0	59243	58621	155	
5331																																							0	5500	0	8700	0	77367	0	6370	398	0	4213	203051	186212	0	0	1245	187501	0	884	0	44	0	15550	2580	203051	0	0	4809	0	8360	0	37722	148490	2	0	101387	100503	-199	
5452																																							0	2256	0	0	4558	12245	0	1007	0	0	2573	79798	67918	4222	0	1374	73514	107	915	0	0	0	6177	600	79798	0	0	1849	0	3566	684	9224	58694	2	0	57390	56475	162	
5461																																							236	10698	0	16800	0	45792	836	3545	187	0	4722	190355	172855	0	0	1036	177118	0	1195	0	227	3000	13237	1707	190355	0	0	9478	0	1593	0	54803	118052	1	0	108734	107539	459	
5751																																							0	1283	0	600	0	45653	0	325	0	0	3033	94102	74218	0	0	500	74718	0	621	0	0	0	19384	600	94102	0	0	17752	0	700	0	5719	68499	9	0	43829	43208	332	
5939																																							6462	52533	40264	203891	31408	390247	0	45575	4496	0	45449	2494740	2213991	44069	0	14756	2273574	0	33183	3084	758	0	221166	20646	2494740	47905	0	16689	6600	175816	0	147972	2066019	1	0	1656609	1623426	1415	
6039																																							0	6863	0	6931	47	9149	0	955	199	0	2083	79710	71686	0	0	1050	72750	0	831	0	14	0	6960	469	79710	0	0	2699	0	3750	0	7876	63810	1	0	54314	53483	42	
6057																																							14	264	0	849	546	2429	0	151	0	0	388	14553	12250	0	0	108	13358	0	147	0	1000	0	1195	25	14553	0	0	1040	0	100	0	765	11485	4	0	10059	9912	30	
6141																																							0	2374	0	6000	9548	0	0	362	0	0	537	30381	26921	0	0	266	27187	0	439	0	0	0	3194	400	30381	0	0	294	0	2500	0	6046	20875	1	0	11999	11560	0	
6329																																							49	8398	0	10578	5288	38231	0	6143	373	0	3574	202836	184500	0	0	1398	185898	0	1890	0	0	0	16938	2600	202836	0	0	6169	0	7700	0	31776	152724	2	0	132092	130202	469	
6842																																							6	1053	0	2190	627	2309	0	902	0	0	694	23560	21077	0	0	212	21568	0	119	60	279	0	1992	150	23560	0	0	357	0	1460	0	3170	17907	2	0	15838	15719	25	
6972																																							0	30455	0	104885	171366	59153	304	6563	0	0	16356	645404	549262	1633	0	2301	555670	0	2960	0	2474	0	89734	2600	645404	0	0	63580	0	22400	0	104064	445198	2	0	259282	256322	1154	
7009																																							5000	2530	0	0	0	256668	0	330	0	0	11269	551978	455905	6600	0	7568	470073	0	0	0	0	0	81905	500	551978	0	0	79872	0	516	0	18119	437786	2	0	276181	276181	1017	
7045																																							0	2870	0	12085	5984	18755	0	960	86	0	1111	84638	75624	0	0	360	75984	0	640	0	0	0	8654	100	84638	0	0	6337	0	2100	0	11205	64419	1	0	43427	42787	117	
7157																																							0	1144	0	1050	0	11981	0	147	0	0	328	29275	25429	0	0	366	25795	0	145	0	0	0	3480	200	29275	0	0	2970	0	200	0	2638	22791	4	0	14770	14625	110	
7166																																							482	18241	359	27320	10062	52915	0	7372	0	0	6825	379257	350181	0	0	2792	352973	0	3199	0	0	0	26284	5220	379257	0	0	16267	0	4852	3068	77769	272412	1	0	255812	252613	-55	
7456																																							0	2046	0	2325	1910	17431	0	244	0	0	816	43201	38367	0	0	315	38682	0	463	0	0	0	4519	400	43201	0	0	1478	0	2400	0	4813	33554	4	0	18892	18429	241	
7634																																							100	2238	0	1297	2755	8158	0	163	0	0	750	38701	33855	0	0	194	34049	0	488	0	0	0	4652	200	38701	0	0	1636	0	2800	0	5507	28348	2	0	23728	23240	16	
8033																																							0	1340	0	4250	0	4924	0	585	122	0	1335	49764	41010	0	0	603	43445	0	613	0	1832	0	6319	774	49764	0	0	2285	0	3226	0	8655	32355	2	0	37821	37208	34	
8154																																							78	889	0	2490	0	4746	0	520	0	0	881	38179	34514	0	0	395	34909	0	481	0	0	0	3270	134	38179	0	0	463	0	2664	102	2604	31910	2	0	28954	28473	9	
8417																																							0	57409	12971	771209	0	1922	0	21125	0	0	317034	1265711	995556	0	0	125576	1121132	0	387	0	0	0	144579	800	1265711	0	0	98597	0	45157	0	558282	437274	2	0	84428	84041	25	
8462																																							0	2152	0	4700	1703	26132	0	393	0	0	731	60859	53380	0	0	692	54072	0	355	0	0	0	6787	350	60859	0	0	5826	0	350	0	7506	45874	4	0	25403	25048	261	
8547																																							0	3897	1106	9875	1670	2698	0	738	33	0	2035	118464	97967	725	0	781	109473	0	1149	0	10000	0	8991	350	118464	0	0	3397	0	5220	0	8070	89897	4	0	97561	96412	24	
8631																																							1544	1105	0	3400	3000	8354	0	751	0	0	594	45595	39240	0	0	195	39435	0	283	0	0	0	6160	500	45595	0	0	4793	0	800	0	5482	33758	1	0	27130	26847	67	
8855																																							0	2139	0	20303	1299	11414	0	1551	0	0	968	98634	85305	0	0	1375	86737	0	841	0	57	0	11897	625	98634	0	0	3272	0	7875	0	11493	73812	1	0	61801	60960	125	
9115																																							0	86464	0	49100	233713	387547	0	48176	132	0	10725	1315763	1217558	0	0	11982	1239127	0	6586	0	9587	0	76636	2500	1315763	0	0	44371	0	27522	0	143459	1074099	2	0	506492	499906	2243	
9160																																							17316	4885	0	20025	10206	0	0	1676	0	0	1814	134509	115847	0	0	1092	124589	0	1072	0	7650	0	9920	4501	134509	0	0	5419	0	0	0	20795	95052	1	0	79659	78587	0	
9339																																							3247	6861	1286	0	0	53309	0	6274	245	0	9992	292244	226997	7584	0	2322	267903	0	2997	0	31000	0	24341	1418	292244	0	0	8678	0	13700	0	16791	210206	2	0	214027	211030	545	
9357																																							0	20446	0	0	0	33595	0	623	0	0	4973	257495	200641	2916	0	717	239274	0	2298	0	35000	0	18221	500	257495	0	0	5360	0	12000	102458	71570	129071	4	0	97698	95400	361	
9553																																							26	560	0	3500	0	5316	0	311	0	0	1752	50087	43895	0	0	782	44677	0	412	0	0	0	5410	400	50087	0	0	3699	0	1200	0	3662	40233	4	0	39034	38622	111	
9807																																							8685	21306	0	62200	119257	173148	0	7462	4146	0	16926	1507076	1195207	37804	0	23128	1366947	0	30530	0	110808	0	140129	20000	1507076	0	0	91420	0	30000	0	36666	1158541	2	0	1124476	1093946	-1291	
9955																																							2977	2503	0	7400	0	25955	0	1345	0	0	1496	85891	75810	43	0	974	77701	0	483	2591	874	0	8190	110	85891	0	0	4519	0	3023	0	6705	69105	4	0	42107	41624	538	
10157																																							24	1429	0	5065	6339	13293	0	1206	327	0	2112	75231	61587	0	0	935	68897	0	606	356	6375	0	6334	250	75231	0	0	3368	0	2560	0	7947	53640	4	0	45686	45080	156	
10250																																							0	6037	0	14367	0	28225	0	5900	225	0	2228	203169	187688	0	0	1065	188753	0	1460	0	0	0	14416	1500	203169	0	0	3717	0	9000	0	23398	164290	4	0	147647	146187	199	
10577																																							18	1478	0	2200	0	18392	0	496	0	0	820	52999	46964	0	0	795	47759	0	370	0	0	0	5240	245	52999	0	0	1775	0	2942	0	7171	39793	2	0	29965	29595	278	
10849																																							13425	1694	0	0	18754	17445	0	4042	0	0	3004	156396	135808	0	0	699	143431	0	1325	729	6924	0	12965	16	156396	0	0	6856	0	6006	0	13136	122672	1	0	98628	97303	87	
10858																																							36	9081	0	7500	9905	32426	0	2268	35	0	7049	329725	288048	7261	0	3279	304342	0	4219	1035	5754	0	25383	2500	329725	0	0	11005	0	11755	1509	24635	263413	5	0	263100	258881	123	
11145																																							89	4043	220	4750	3156	13655	0	4492	6	0	1197	105258	91279	0	0	512	96195	0	752	478	4404	0	9063	1000	105258	0	0	3967	0	4000	0	9745	81534	4	0	73925	73173	96	
11350																																							1974	1487	0	500	7266	9026	0	278	0	0	845	47009	39767	79	0	257	40127	0	369	3024	24	0	6882	400	47009	0	0	-1926	0	8155	0	5389	34378	4	0	22978	22609	253	
11640																																							0	9222	0	1500	0	49709	0	2189	0	0	7069	156608	126797	0	0	1879	139499	0	1052	0	10823	0	17109	650	156608	0	0	1067	0	15200	0	31605	95192	1	0	87971	86919	192	
11837																																							0	1305	0	1425	0	18157	0	1171	6	0	1882	58974	52201	0	0	239	52440	0	1184	0	0	0	6534	314	58974	0	0	206	0	5686	0	4942	47259	1	0	36212	35028	328	
12030																																							500	6380	0	5051	1568	4720	0	3670	249	0	3648	172120	153620	0	0	3439	157059	0	3932	124	0	0	15061	300	172120	0	0	14415	0	300	0	13652	139968	2	0	150142	146210	46	
12058																																							0	4866	0	3900	5772	10048	0	2090	200	0	1477	98702	88753	0	0	1074	91857	0	471	0	2030	0	6845	200	98702	0	0	6412	0	200	0	8206	80547	4	0	70820	70349	33	
12142																																							493	7086	0	8500	8120	71476	0	3543	13	0	2672	167767	147839	0	0	907	148746	0	1062	0	0	0	19021	1250	167767	0	0	3753	0	13250	0	26741	121098	1	0	66926	65864	768	
12245																																							22	1399	0	0	0	29899	0	1464	0	0	1199	84307	69880	600	0	695	74675	0	660	0	3500	0	9632	1419	84307	0	0	4140	0	3581	0	12274	57606	4	0	50984	50324	492	
12311	1457	975697	112745	161346	15358	3510649	6987	450706	14031	16510	1361766	28223792	2402767	16510	614774	25695167	400101	301073	643075	2355460	954144	2128524	40000	28223792	55550	0	1640400	0	451268	388545	2	0	20810443	20509370	-3144	298545	0	298545				161346						16510		28223792	19052967	2402767	16510		25695167				2355460											3800437	15252530						
12357																																							1188	2085	0	3000	14618	0	0	92	0	0	386	29772	25806	0	0	358	26164	0	81	0	0	0	3608	120	29772	0	0	2468	0	1020	0	2989	22817	5	0	8480	8399	0	
12405																																							1953	13771	240	3700	0	366127	0	8128	739	0	15272	957834	829828	32029	0	14546	877464	0	8277	17803	1061	0	80370	5867	957834	6994	0	52298	0	21000	0	65632	764196	2	0	531384	523107	1205	
12647																																							15	1535	0	2100	6912	0	0	793	22	0	574	43308	38238	0	0	420	38658	0	397	0	0	0	4650	125	43308	0	0	400	0	4125	621	5322	32916	1	0	31133	30736	0	
12656																																							0	445	0	786	278	0	0	208	58	0	175	10230	9415	0	0	80	9495	0	104	0	0	0	735	72	10230	0	0	475	0	188	0	1102	8313	1	0	8384	8280	0	
12937																																							501	3318	0	0	0	13778	76	4681	0	0	1670	107671	92210	0	0	1025	95131	0	721	0	1896	0	12540	750	107671	0	0	6439	0	5250	305	21266	70944	1	0	84063	83342	101	
12946																																							0	7702	52	1935	13649	157525	766	5563	249	0	12171	388168	335182	0	0	2900	352730	0	3838	3079	14648	0	35438	2500	388168	0	0	31505	0	1250	0	32656	302526	2	0	189315	185477	183	
12955																																							46	4332	0	0	3534	12879	0	3347	0	0	925	90661	73886	4175	0	601	82662	0	789	123	4000	0	7999	1567	90661	0	0	2833	0	3350	3025	14545	59341	4	0	63239	62450	249	
13037																																							0	3020	0	3496	0	13173	0	2991	570	0	2025	126786	111752	0	0	1153	112905	0	1164	0	0	0	13881	900	126786	0	0	12458	0	450	0	15901	95851	1	0	102675	101511	73	
13103																																							209	17743	0	25749	91084	107661	0	7717	125	0	7979	635026	495772	5656	0	23229	527882	102	3630	416	3225	0	107042	500	635026	0	0	36918	0	34018	0	58500	437272	1	0	379973	376343	35606	
13251																																							309	554	0	1744	150	6918	0	51	106	0	975	27127	24087	0	0	279	24366	0	290	0	0	0	2761	25	27127	0	0	1211	0	1475	0	1839	22248	4	0	16610	16320	50	
13309																																							1530	51318	0	8000	9352	389312	0	14414	462	0	70199	2277904	1793900	64706	0	18020	2096768	0	61423	1117	220142	0	181136	25321	2277904	0	0	130514	0	23945	215	154864	1639036	2	0	1793408	1731985	1356	
13457																																							95	367	0	3075	263	3463	0	88	0	0	1520	20978	17037	0	0	120	17157	0	344	0	0	0	3821	50	20978	0	0	3703	0	50	0	1469	15568	4	0	12451	12107	18	
14052																																							594	2181	0	2386	106	4817	0	582	0	0	563	54310	50069	0	0	435	50504	0	525	0	0	0	3806	1000	54310	0	0	1286	0	1500	0	9975	40094	8	0	43606	43081	20	
14155																																							13	2323	0	1963	1807	9216	0	1925	104	0	1830	66420	57531	0	0	890	59421	0	660	0	1000	0	6999	176	66420	0	0	6560	0	160	0	6987	50544	9	0	47899	47239	103	
14258																																							0	11973	0	22500	0	53731	0	5620	205	0	6969	434971	365002	16850	0	1945	403797	0	4358	0	20000	0	31174	500	434971	0	0	15234	0	15088	2813	64984	300018	1	0	335518	331160	352	
14409	25560	292236	123288	585000	0	3080606	0	105521	18325	1398	568274	16562683	1292928	1398	251933	14052207	148	183678	1467998	350151	300000	2510328	0	16562683	0	0	401158	0	2095380	2786	2	0	10475369	10291691	13790	149755	0	149755				585000						1398		16556827	11706042	1292928	1398		14046352				344601											999671	10706371						
14454																																							0	412	0	775	0	15985	0	159	0	0	740	46838	40958	0	0	525	42258	0	673	0	775	0	4580	75	46838	0	0	2645	0	1775	0	1558	39400	2	0	29440	28767	85	
14650																																							1000	1539	0	800	6406	392	0	287	0	0	1080	30044	27040	0	0	224	27264	0	314	0	0	0	2780	200	30044	0	0	2270	0	300	0	4788	22252	4	0	18854	18540	10	
14753																																							0	882	0	1000	2617	5365	0	211	48	0	486	24271	21210	0	0	422	21632	0	494	0	0	0	2639	300	24271	0	0	64	977	1247	0	4060	17150	1	0	14156	13662	51	
14865																																							1687	1357	0	5830	0	10627	0	2433	156	0	2159	69932	63113	0	0	588	63701	0	664	0	0	0	6231	730	69932	0	0	2483	0	2871	0	8337	54776	7	0	46347	45683	147	
14931																																							0	1268	0	5093	0	6734	0	44	0	0	340	26949	23607	9	0	155	23771	0	208	0	0	0	3178	1903	26949	0	0	-307	0	1560	0	9462	14145	4	0	13678	13470	22	
14940																																							0	4010	0	2400	0	45801	0	334	0	0	1274	123535	109926	2962	0	851	113739	0	718	0	0	0	9796	500	123535	0	0	3520	0	5385	0	7865	102061	2	0	70434	69716	391	
15536																																							0	24043	0	16	45337	22553	0	24275	1361	0	13168	1034363	872402	0	0	17145	889547	0	9464	17454	0	0	144816	356	1034363	0	0	10926	0	133273	0	87619	784783	2	0	895620	886156	261	
15732																																							0	6605	0	7009	0	18420	0	1604	489	0	2544	235130	215963	0	0	1081	217044	0	2611	0	0	0	18086	1250	235130	0	0	1380	0	15450	0	26807	189156	2	0	201070	198459	6	
16337																																							18	10662	0	9530	0	31607	0	6264	752	0	2732	183255	148605	769	0	1098	167541	0	1178	0	17069	0	15714	350	183255	0	0	11695	0	3350	0	25172	123433	1	0	122868	121690	319	
16355																																							8	1170	0	870	0	8431	0	1878	0	0	576	37404	32978	0	0	420	34398	0	507	0	1000	0	3006	111	37404	0	0	789	0	2038	0	4864	28114	2	0	24978	24471	68	
16458																																							0	4994	0	8467	36294	16182	0	8890	0	0	2296	164948	138278	0	0	1389	141747	0	1762	0	2080	0	23201	941	164948	0	0	19902	0	2059	0	12800	125478	1	0	89587	87825	299	
16551																																							131	1307	0	843	494	4750	0	565	0	0	1241	57672	44365	0	0	243	53529	0	803	0	8921	0	4143	175	57672	0	0	2121	0	1825	0	5715	38650	4	0	49144	48341	22	
