"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	TEXT3549	TEXT3550	TEXT3551	
20633															0	279	0	1420	89	183	74	0	0	0	0	958	0	0	ACCOUNTS RECEIVABLE                                                                                                                                                                              			
20754															0	0	0	168	0	0	0	0	0	0	0	168	0	0				
20839															0	150	26	751	0	33	0	0	0	0	0	542	0	0				
20857															0	316	0	1394	38	620	300	0	0	0	0	458	282	0	PREPAID INSURANCE                                                                                                                                                                                			
20866															0	276	174	1411	180	741	0	0	0	0	0	220	0	0				
21256															0	18	4	715	0	616	0	0	0	0	0	77	616	0				
21359															0	32	0	286	0	73	0	0	0	0	0	181	43	0				
21630															10	434	0	804	49	64	0	0	0	0	0	306	0	0				
21658															0	368	0	1522	0	446	0	0	0	0	0	708	374	0				
22048															0	298	142	3202	168	751	136	127	0	0	0	2011	175	0	Directors Deferred Compensation                                                                                                                                                                  	Loan Late Fees Recievable                                                                                                                                                                        		
22235															0	635	238	3835	133	447	0	0	0	0	0	2515	0	0				
22356															0	1234	0	4441	111	910	0	0	0	0	0	2297	0	0				
22459															0	434	76	1296	80	144	0	0	0	0	0	642	0	0				
22543															0	176	0	668	89	109	0	0	0	0	0	383	0	0				
22552															29	194	50	945	47	99	0	0	0	0	0	602	0	0				
22730															0	0	0	655	57	312	253	0	0	0	0	343	0	0	Acc. Int. Rec. - Securities                                                                                                                                                                      			
22860															0	3110	0	148378	0	124283	80417	0	0	0	12634	8351	0	0	Spread Accounts Receivable                                                                                                                                                                       			
22936															0	300	123	1854	236	359	0	0	0	0	0	1072	0	0				
22954															0	145	117	1325	0	532	0	0	0	0	0	531	464	0				
23036															105	0	565	4116	63	175	0	0	0	0	0	3376	0	0				
23045															0	200	54	481	6	6	0	0	0	0	0	221	0	0				
23241															0	31870	1766	87109	0	29968	0	0	0	0	0	23505	25408	0				
23344															0	1010	0	1904	0	331	233	0	0	0	0	563	0	0	income earned and not collected                                                                                                                                                                  			
23456															0	174	0	853	46	46	0	0	0	0	0	633	0	0				
23504															0	1393	0	5090	667	1358	589	0	0	0	0	2339	0	0	Advane for Tele Credit Clearing                                                                                                                                                                  			
23540															0	428	0	1470	0	179	0	0	0	0	0	863	0	0				
23643															132	485	63	2296	109	241	0	0	0	0	0	1507	0	0				
23755															101	274	0	1008	179	308	0	0	0	0	0	426	0	0				
23812															0	3984	3133	11391	0	2451	0	0	0	0	0	1823	0	0				
24006															0	2275	0	7725	0	464	0	0	0	0	0	4986	0	0				
24266															0	1501	5659	22008	2409	3686	0	0	0	0	0	11162	640	0				
24453															0	969	0	1327	26	27	0	0	0	0	0	331	0	0				
24659															0	0	0	239	0	24	0	0	0	0	0	215	0	0				
24668															0	405	0	1429	127	243	66	0	0	0	0	781	0	0	Computer software                                                                                                                                                                                			
24855															0	19	0	257	0	88	0	0	0	0	0	150	0	0				
24949															14	1636	968	7488	14	1830	0	0	0	0	0	3054	1745	0				
25357															0	187	0	508	39	139	10	79	11	0	0	182	0	0	Acct. Recivable                                                                                                                                                                                  	Investments                                                                                                                                                                                      	Wolf Minerals                                                                                                                                                                                    	
25450															0	7800	8054	155112	0	122915	59391	0	0	0	731	15612	0	0	Affiliated accounts receivable                                                                                                                                                                   			
25647															0	0	104	861	0	665	405	0	0	0	0	92	0	0	Account Int. Rec'd Bonds                                                                                                                                                                         			
25852															0	390	448	1758	38	43	0	0	0	0	0	877	0	0				
26149															61	0	0	1008	0	495	69	338	0	0	0	513	0	0	ACCRUED STATE INC TAX PAYABLE                                                                                                                                                                    	ACCRUED FEDERAL INC TAX PAYABLE                                                                                                                                                                  		
26233															0	1330	0	4150	0	1499	647	0	0	0	0	1321	0	0	Accrued interest on securities                                                                                                                                                                   			
26242															0	2549	0	5093	173	249	0	0	0	0	0	2295	0	0				
26457															0	0	0	244	0	18	0	0	0	0	0	226	0	0				
26756															2	63	46	956	11	504	16	0	0	0	0	343	475	0	items in transit/clearing account                                                                                                                                                                			
26765															0	223	0	930	37	66	29	0	0	0	0	641	0	0	RESERVE FOR OTHER EXPENSES                                                                                                                                                                       			
26859															0	861	854	3969	235	678	246	0	0	0	0	1576	0	0	crystal & crystal                                                                                                                                                                                			
26916															0	813	5	2120	115	145	0	0	0	0	0	1157	0	0				
27548															28	2271	0	7041	504	2509	643	0	0	0	0	2261	631	0	INCOME TAXES RECEIVABLE                                                                                                                                                                          			
27614															0	1101	0	3620	0	1809	806	0	0	0	0	710	0	0	INTEREST RECEIVABLE-INVESTMENTS                                                                                                                                                                  			
27838															0	577	0	1899	154	215	25	0	0	0	0	1107	0	0	ARTWORK                                                                                                                                                                                          			
27847															0	429	121	3227	80	1639	258	0	0	0	0	1038	1014	0	ACCRUED INTEREST RECEIVALBE US AGENCIES                                                                                                                                                          			
28013															0	14945	779	41433	0	19195	0	0	0	0	0	6514	18152	0				
28152															0	214	0	792	35	324	0	0	0	0	0	254	283	0				
28255															0	421	0	1454	129	419	115	0	0	0	0	614	0	0	Unamortized EDP Software                                                                                                                                                                         			
28349															19	838	0	1382	12	237	118	0	0	0	0	307	0	0	Investment Interest Receivable                                                                                                                                                                   			
28406															0	2610	0	18836	0	12537	0	0	0	0	0	3689	11633	0				
28572															0	813	0	1598	55	362	276	31	0	0	0	423	0	0	Loan closing exchange                                                                                                                                                                            	Premium, Discounts loans & A/R                                                                                                                                                                   		
28732															0	84	221	2127	95	1241	0	0	0	0	0	581	1140	0				
29104															0	3799	644	10587	659	790	77	37	0	0	0	5354	0	0	Dividend Receivable                                                                                                                                                                              	Principal Receivable                                                                                                                                                                             		
29159															0	51	0	346	1	1	0	0	0	0	0	294	0	0				
29252															0	509	0	1440	0	287	0	0	0	0	0	644	0	0				
29636															0	2546	764	12049	0	4278	0	0	0	0	0	4461	3079	0				
29850															15	0	9	1410	64	1070	41	0	0	0	0	331	950	0	Interest Purchased on Securities                                                                                                                                                                 			
29944															0	0	0	296	0	45	0	0	0	0	0	251	0	0				
29953															0	421	0	1114	0	24	0	0	0	0	0	669	0	0				
30025															0	987	842	4479	293	559	0	0	0	0	0	2091	0	0				
30052															0	144	109	961	125	457	0	0	0	0	0	251	190	0				
30146															0	225	0	836	0	228	0	0	0	0	0	383	0	0				
30155															0	886	0	2539	35	39	0	0	0	0	0	1614	0	0				
30258															0	430	0	3190	440	2032	1185	0	0	0	0	728	407	0	Mortgage Servicing Rights                                                                                                                                                                        			
30418															0	0	17	3243	750	779	0	0	0	0	0	2447	0	0				
30436															0	1457	413	3603	225	751	309	0	0	0	0	982	0	0	Interest Receivable Securities                                                                                                                                                                   			
30502															0	3355	1578	7092	0	681	0	0	0	0	0	1478	400	0				
30650															0	237	0	1191	0	32	0	0	0	0	0	922	0	0				
30810															0	0	0	1134877	0	626585	164348	0	0	0	178017	330275	0	0	Excess servicing receivable                                                                                                                                                                      			
30856															0	747	0	2101	138	554	0	0	0	0	0	800	272	0				
31134															0	219	90	1980	0	902	0	0	0	0	0	769	497	0				
31152															0	160	28	1465	54	742	0	0	0	0	0	535	650	0				
31255															0	326	0	1854	241	578	0	0	0	0	0	950	0	0				
31303															0	18434	0	158417	0	132749	55447	41767	0	0	0	7234	0	0	OFFICER LIFE INS CASH SUR VALUE                                                                                                                                                                  	PREPAID PENSION PLAN EXPENSE                                                                                                                                                                     		
31657															0	0	0	477	0	0	0	0	0	0	0	477	0	0				
31826															14	753	197	2510	88	813	690	0	0	0	0	747	0	0	IENC-SEC                                                                                                                                                                                         			
31835															0	355	662	3194	0	1084	538	0	0	0	0	1093	313	0	Directors Deferred Compensation                                                                                                                                                                  			
32159															0	609	319	2669	226	934	570	0	0	0	0	807	0	0	Servicing Asset - Loan Sales                                                                                                                                                                     			
32234															0	43	0	782	46	46	0	0	0	0	0	693	0	0				
32766															0	25	11	342	39	187	98	0	0	0	0	119	0	0	ACCRUED INTEREST MUNICIPAL BONDS                                                                                                                                                                 			
33147															17	662	410	3010	290	307	0	0	0	0	0	1631	0	0				
33259															0	669	0	3195	197	363	104	0	0	0	0	2163	0	0	Computer Software                                                                                                                                                                                			
33268															0	0	0	590	0	9	0	0	0	0	0	581	0	0				
33549															0	10	163	588	0	150	0	0	0	0	0	265	65	0				
33727															0	1096	452	4871	967	1992	0	0	0	0	0	1331	1011	0				
33754															0	0	0	361	0	17	0	0	0	0	0	344	0	0				
33772															0	6875	0	15576	0	3858	0	0	0	0	0	4843	2386	0				
33839															0	106	0	370	17	17	0	0	0	0	0	247	0	0				
33857															0	550	0	1832	10	10	0	0	0	0	0	1272	0	0				
34032															0	100	0	631	78	84	0	0	0	0	0	447	0	0				
34153															0	309	0	1494	244	289	0	0	0	0	0	896	0	0				
34359															0	74	28	797	26	342	0	0	0	0	0	353	315	0				
34425															0	1252	0	3680	247	871	280	0	0	0	0	1557	0	0	Pension Plan accrual                                                                                                                                                                             			
34434															0	555	83	2220	180	254	0	0	0	0	0	1328	0	0				
34452															0	57	0	905	112	150	0	0	0	0	0	698	0	0				
34537															0	6023	1113	17268	2513	3720	0	0	0	207	0	6205	0	0				
34555															8	368	185	5358	136	3709	294	0	0	0	0	1096	3269	0	Acc. Int. Rec. on Bond Portfolio                                                                                                                                                                 			
34742															0	1048	280	5611	0	2981	0	0	0	0	0	1302	2459	0				
34836															0	0	0	480	51	309	73	0	0	0	0	171	166	0	Interest rec d - Fed Agencies                                                                                                                                                                    			
34863															0	0	0	229	0	44	0	0	0	0	0	185	0	0				
35057															0	126	41	591	39	48	0	0	0	0	0	376	0	0				
35244															0	3345	683	7998	361	734	0	0	0	0	0	3236	256	0				
35301	0	18550	0	1512531	0	724870				0	0	769111	0	0		18550																
35570															0	114895	6156	152731	1064	2408	1309	0	0	0	0	29272	0	0	ACCOUNTING SUSPENSE                                                                                                                                                                              			
35646															0	139	21	930	0	688	0	0	0	0	0	82	396	0				
35842															0	179	0	862	50	50	0	0	0	0	0	633	0	0				
35851															0	0	0	412	48	157	0	83	0	0	0	255	0	0		EARNED INTEREST ON SECURITIES                                                                                                                                                                    		
35936															0	0	4	189	0	12	0	0	0	0	0	173	0	0				
36054															0	2087	0	12326	0	6343	0	0	0	0	0	3896	2248	0				
36344															0	1084	555	3776	195	198	0	0	0	0	0	1939	0	0				
36456															0	168	0	1224	46	120	72	0	0	0	0	936	0	0	DDA Suspense                                                                                                                                                                                     			
36830															0	60	0	730	0	532	204	0	0	0	0	138	297	0	ACCRUED INTEREST SECURITIES                                                                                                                                                                      			
36858															0	750	448	2679	164	495	268	0	0	0	0	986	0	0	ACCOUNTS RECEIVALBE                                                                                                                                                                              			
36933															13	282	126	1449	109	468	0	0	0	0	0	573	346	0				
37051															0	3	50	660	0	331	0	0	0	0	0	276	237	0				
37341															0	19	176	737	15	351	4	0	0	0	0	191	332	0	OTHER ASSETS                                                                                                                                                                                     			
37350															0	80	0	431	10	10	0	0	0	0	0	341	0	0				
37378															0	364	0	1813	84	699	0	0	0	0	0	750	297	0				
37435															34	1574	358	6371	163	316	0	0	0	0	0	4123	0	0				
37640															43	33	642	6431	478	4264	0	0	0	0	0	1492	2489	0				
37659															8	95	0	844	126	134	0	0	0	0	0	615	0	0				
37743															0	225	138	748	25	31	3	3	0	0	0	354	0	0	Receivables                                                                                                                                                                                      	Precious Metals Inventory                                                                                                                                                                        		
37949															0	893	0	5649	0	3180	0	0	0	0	0	1576	2991	0				
38441															0	84	95	1159	0	673	500	0	0	0	0	307	0	0	Bank Owned Life Insurance                                                                                                                                                                        			
38478															0	2918	266	5817	689	711	0	0	0	0	0	1922	0	0				
38526															0	1648	364	6025	0	3343	2328	0	0	0	0	670	0	0	BANK OWNED LIFE INSURANCE                                                                                                                                                                        			
38535															0	1122	0	2606	95	187	0	0	0	0	0	1297	0	0				
38740															0	1838	0	3325	232	458	0	0	0	0	0	1029	0	0				
39327															0	0	151	2012	91	218	120	0	0	0	0	1643	0	0	Software costs capitalized                                                                                                                                                                       			
39420															0	3281	1471	11827	1603	3258	0	0	0	0	0	3817	868	0				
