"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5401	RCON5402	RCON5403	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	
	LNS SECD BY RE TO NONUS ADR,PAS DU30	LNS SECD BY RE TO NONUS ADR,PAS DU90	LNS SECD BY RE TO NONUS ADR,NONACCRL	C&I LNS TO US ADDRS,PAS DU 30-89 DYS	C&I LNS TO US ADDRS,PAS DU 90 DYS OR	C&I LNS TO US ADDRS,NONACCRUAL	C&I LNS TO NONUS ADR,PAS DU 30-89 DY	C&I LNS TO NONUS ADR,PAS DU 90 DYS	C&I LNS TO NONUS ADR,NONACCRUAL	LSE FNC RECS OF US ADDRS,PAS DU 30	LSE FIN RECS OF US ADDRS, PAST DUE 9	LSE FIN RECS OF US ADDR,NONACCRUAL	LEASE FINAN REC OF NON-US P/D30-89DY	LSE FIN RECS OF NONUS ADR,PAS DU 90	LOANS TO FARMERS, NONACCRUAL	LN TO FRMERS,PAST 30-89 DYS, ACCRUIN	LN TO FRMERS,PAST 90 OR MORE,ACCRUIN	RESTRUCTURED LNS-PAST DUE 30-89 DAYS	RESTRUCTURED LNS-PAST DUE 90 DAYS OR	RESTRUCTURED LNS-NONACCRUAL	LSE FIN RECS OF NON-US ADRS,NONACCRL	OTH ASSETS-PAST DUE 30-89 DYS, ACCRG	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	OTHER ASSETS-NONACCRUAL	REPLMT COST OF CONTRCTS-PAS DU 30-89	REPLMT COST OF CONTRCTS-PAS DU 90 DY	LNS TO US BKS,ETC.-PAST DU 30-89 DYS	LNS TO US BKS,ETC.-PAST DU 90 DYS OR	LNS TO US BKS,ETC.-NONACCRUAL	LNS TO FOREIGN BKS-PAST DU 30-89 DYS	LNS TO FOREIGN BKS-PAST DU 90 DYS OR	LNS TO FOREIGN BKS-NONACCRUAL	LNS TO FGN GOV,ETC.-PAS DU 30-89 DYS	LNS TO FGN GOV,ETC.-PAS DU 90 DYS OR	LNS TO FGN GOV,ETC.-NONACCRUAL	ALL OTHER LOANS-PAST DU 30-89 DAYS	ALL OTHER LOANS-PAST DU 90 DYS OR MO	ALL OTHER LOANS-NONACCRUAL	LNS&LEASES WHLY GUAR-PST DU 30-89 DY	LNS&LEASES WHLY GUAR-PST DU 90DYS OR	LNS&LEASES WHLY GUAR-NONACCRUAL	GUAR PORTN OF LNS&LS-PST DU 30-89 DY	GUAR PORTN OF LNS&LS-PST DU 90DYS OR	GUAR PORTN OF LNS&LS-NONACCRUAL	COMMCL RE,ETC.-PAST DUE 30-89 DYS,AG	COMMCL RE,ETC.-PAST DUE 90DYS OR MOR	COMMCL RE,ETC.-NONACCRUAL	PAST DUE(30-89DA): CREDIT CARD LOANS	PAST DUE(>=90DAY): CREDIT CARD LOANS	PAST DUE(NONACCR): CREDIT CARD LOANS	PAST DUE(30-89DA): OTHER INDIV LOANS	PAST DUE(>=90DAY): OTHER INDIV LOANS	PAST DUE(NONACCR): OTHER INDIV LOANS	PAST DUE (30-89DA): LOANS FGN OFFICE	PAST DUE (>=90DAY): LOANS FGN OFFICE	PAST DUE (NONACCR): LOANS FGN OFFICE	P/D(30-89DA):LEASE FIN REC - DERIVED	P/D(>=90DAY):LEASE FIN REC - DERIVED	P/D(NONACCR):LEASE FIN REC - DERIVED	LNS SECD BY RE TO NONUS ADR,PAS DU30	LNS SECD BY RE TO NONUS ADR,PAS DU90	LNS SECD BY RE TO NONUS ADR,NONACCRL	C&I LNS TO NONUS ADR,PAS DU 30-89 DY	C&I LNS TO NONUS ADR,PAS DU 90 DYS	C&I LNS TO NONUS ADR,NONACCRUAL	LEASE FINAN REC OF NON-US P/D30-89DY	LSE FIN RECS OF NONUS ADR,PAS DU 90	LOANS TO FARMERS, NONACCRUAL	LN TO FRMERS,PAST 30-89 DYS, ACCRUIN	LN TO FRMERS,PAST 90 OR MORE,ACCRUIN	PAST DUE (30-89 DAYS): C&I LOANS	PAST DUE (>=90 DAYS): C&I LOANS	PAST DUE (NONACCRUAL):C&I LOANS	RESTRUCTURED LNS-PAST DUE 30-89 DAYS	RESTRUCTURED LNS-PAST DUE 90 DAYS OR	RESTRUCTURED LNS-NONACCRUAL	LSE FIN RECS OF NON-US ADRS,NONACCRL	CONSTRUCTION LNS-PAST DUE 30-89 DAYS	CONSTRUCTN LNS-PAST DUE 90DYS OR MOR	CONSTRUCTION LNS-NONACCRUAL	LNS SECD BY FARMLAND-PAST DUE 30-89	LNS SECD BY FARMLAND-PAST DUE 90DYS	LNS SECD BY FARMLAND-NONACCRUAL	LNS SECD BY MULTIFAMILY-PST DU 30-89	LNS SECD BY MULTIFAMILY-PST DU 90DYS	LNS SECD BY MULTIFAMILY-NONACCRUAL	LNS SECD BY NONFARM-PAST DU 30-89DYS	LNS SECD BY NONFARM-PAST DU 90DYS OR	LNS SECD BY NONFARM-NONACCRUAL	OTH ASSETS-PAST DUE 30-89 DYS, ACCRG	OTH ASSETS-PAST DUE 90DYS OR MOR,ACG	OTHER ASSETS-NONACCRUAL	REPLMT COST OF CONTRCTS-PAS DU 30-89	REPLMT COST OF CONTRCTS-PAS DU 90 DY	LNS TO FOREIGN BKS-PAST DU 30-89 DYS	LNS TO FOREIGN BKS-PAST DU 90 DYS OR	LNS TO FOREIGN BKS-NONACCRUAL	LNS TO FGN GOV,ETC.-PAS DU 30-89 DYS	LNS TO FGN GOV,ETC.-PAS DU 90 DYS OR	LNS TO FGN GOV,ETC.-NONACCRUAL	RVLVG,OPEN-END LNS-PAST DU 30-89 DYS	RVLVG,OPEN-END LNS-PAST DU 90 DYS OR	RVLVG,OPEN-END LNS-NONACCRUAL	ALL OTH LNS,1-4FMLY-PAS DU 30-89 DYS	ALL OTH LNS,1-4FMLY-PAS DU 90 DYS OR	ALL OTH LNS,1-4FMLY-NONACCRUAL	ALL OTHER LOANS-PAST DU 30-89 DAYS	ALL OTHER LOANS-PAST DU 90 DYS OR MO	ALL OTHER LOANS-NONACCRUAL	LNS&LEASES WHLY GUAR-PST DU 30-89 DY	LNS&LEASES WHLY GUAR-PST DU 90DYS OR	LNS&LEASES WHLY GUAR-NONACCRUAL	GUAR PORTN OF LNS&LS-PST DU 30-89 DY	GUAR PORTN OF LNS&LS-PST DU 90DYS OR	GUAR PORTN OF LNS&LS-NONACCRUAL	COMMCL RE,ETC.-PAST DUE 30-89 DYS,AG	COMMCL RE,ETC.-PAST DUE 90DYS OR MOR	COMMCL RE,ETC.-NONACCRUAL	PAST DUE(30-89DA): CREDIT CARD LOANS	PAST DUE(>=90DAY): CREDIT CARD LOANS	PAST DUE(NONACCR): CREDIT CARD LOANS	PAST DUE(30-89DA): OTHER INDIV LOANS	PAST DUE(>=90DAY): OTHER INDIV LOANS	PAST DUE(NONACCR): OTHER INDIV LOANS	P/D(30-89DA):LOANS TO DI'S - DERIVED	PD GE 90 DAY LN TO DI DERIVED	P/D(NONACCR):LOANS TO DI - DERIVED	
37																																																									0	0	0									0	0	0	85	0	18	0	0	0		0	0	0	0	0	0	0	0	0	411	0	0	0	0	0						0	0	0	0	0	0	644	312	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	5	91	0	0	0	
242																																																									0	0	0									0	0	0	10	0	0	0	0	0		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	175	66	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	
279																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	143	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	
354																																																									0	0	0									8	41	0	0	0	0	0	0	0		0	0	0	46	0	0	0	0	0	0	0	29	0	0	0						0	0	0	0	0	0	16	0	5	41	0	8	0	0	0	0	0	0	0	0	0	0	0	0	42	0	50	0	0	0	
439																																																									0	0	0									0	0	0	406	15	196	0	0	0		333	0	0	17	0	0	0	0	0	2027	0	85	0	0	0						0	0	0	0	0	0	966	104	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	50	206	0	0	0	
457																																																									0	0	0									0	1	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	5	0	0	0	
505																																																									0	0	0									0	0	0	2365	9	130	0	0	0		0	0	0	0	0	0	0	0	0	270	187	479	0	0	0						0	0	0	84	19	24	547	93	214	0	0	0	78	0	0	62	0	0	0	0	0	3	1	0	565	44	12	0	0	0	
1146																																																									0	0	0												437	0	43	0	0	0		1115	0	303	0	0	0	193	0	435	301	0	0	0	0	0						0	0	0	0	0	0	84	0	34	0	0	0	0	0	0	0	0	0	0	0	0	38	37	39	32	0	0	0	0	0	
1155																																																									0	0	0									0	0	0	254	0	0	0	0	0		0	0	0	0	0	0	0	0	0	746	0	0	0	0	0						0	0	0	13	0	0	287	0	0	6	0	0	0	0	0	0	0	0	0	0	0	14	3	0	137	23	0	0	0	0	
1351																																																									0	0	0									0	0	0	477	22	321	0	0	0		0	0	0	214	0	0	0	0	0	125	0	24	0	0	0						0	0	0	0	0	0	141	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	77	0	0	0	0	
1454																																																									0	0	0									0	5	0	224	0	9	0	0	0		0	0	0	499	0	0	0	0	0	91	0	0	0	0	0						0	0	0	0	0	0	310	31	0	5	0	0	0	9	0	0	6	0	0	0	0	35	5	0	245	4	49	0	0	0	
1557																																																									0	0	0									0	5	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	
1632																																																									0	0	0									0	2	0	80	6	20	0	0	0		0	0	0	25	0	0	0	0	0	67	0	16	0	0	0						0	0	0	26	0	0	269	56	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	16	0	0	0	0	
1669																																																									0	0	0									0	0	0	74	0	0	0	0	0		0	0	0	0	0	0	0	0	0	12	34	0	0	0	0						0	0	0	0	0	0	692	56	30	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	617	70	14	0	0	0	
1829																																																									80	24	0									0	0	0	114	0	76	0	0	0		0	0	0	0	0	0	0	0	0	1311	77	326	0	0	0						0	0	0	11	0	87	486	209	537	4	8	0	0	0	73	0	0	58	0	0	0	10	12	0	56	3	11	0	0	0	
1856																																																									0	0	0									0	8	99	2	0	33	0	0	0		0	0	0	0	355	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	14	0	0	8	99	0	0	454	33	0	409	26	0	0	0	0	0	0	0	0	0	0	0	0	
1959																																																									0	0	0									66	233	0	0	0	9	0	0	0		0	0	0	300	0	59	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	12	233	0	68	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	
2040																																																									0	0	0									0	0	0	463	4	181	0	0	0		0	0	0	0	0	0	0	0	0	39	0	0	0	0	0						0	0	0	0	0	0	687	0	233	1018	0	84	52	34	0	51	34	0	0	0	0	16	13	0	239	37	288	0	0	0	
2161																																																									0	0	0									0	0	0	47	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	245	69	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	224	0	0	0	0	0	
2376																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2638	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																									0	0	0									0	0	0	0	0	30	0	0	0		203	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	
2554																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	
2732																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	689	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	29	0	0	0	0	
2750																																																									0	0	0									0	0	0	430	0	1263	0	0	0		0	0	0	0	0	354	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	262	62	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
2938																																																									0	0	0									0	0	0	375	232	1332	0	0	0		0	0	0	82	0	0	0	0	0	89	191	585	0	0	0						0	0	0	34	0	0	386	189	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	151	114	0	0	0	
2956																																																									0	0	0									0	0	0	139	3	0	0	0	0		65	0	0	1251	229	0	0	0	0	5	65	0	0	0	0						0	0	0	25	0	0	815	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	31	0	0	0	0	
3252																																																									0	0	0									332	327	10	276	113	132	0	0	0		0	0	0	270	6	0	0	0	0	153	0	0	0	0	0						0	0	0	0	0	0	35	0	0	327	10	332	0	0	0	0	0	0	0	0	0	0	0	0	333	31	63	0	0	0	
3458																																																									0	0	0									0	0	0	0	0	5	0	0	0		0	0	0	0	0	114	0	0	0	0	0	2	0	0	0						0	0	0	0	0	0	34	0	6	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
3506																																																									1239	0	728	0	0	0	0	0	0	0	0	0	0	0	274	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	0	0	134	0	31	110	0	318	0	0	0	0	0	24	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	
3579																																																									0	0	0									0	0	0	200	0	0	0	0	0		90	0	17	15	0	0	0	0	15	75	43	207	0	0	0						0	0	0	0	0	0	3	75	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	6	0	0	0	0	
3720																																																									0	0	0									0	139	0	1	0	9	0	0	0		0	0	0	8	0	0	0	0	0	50	4	94	0	0	0						0	0	0	0	0	0	34	0	182	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	44	22	0	0	0	
3953																																																									0	0	0									259	0	525	290	0	738	0	0	0		0	0	0	0	596	75	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	11	0	138	0	525	259	0	1121	0	0	1030	0	0	0	0	0	0	0	86	0	17	0	0	0	
4138																																																									0	0	0									0	0	0	300	258	176	0	0	0		212	171	0	0	0	0	0	0	0	19	0	0	0	0	0						0	0	0	0	0	0	812	119	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	120	0	0	0	0	
4147																																																									0	0	0									0	0	0	324	0	4	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	139	0	184	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	33	0	4	0	0	0	
4156																																																									2	0	0									0	177	16	370	50	0	0	0	0		0	0	3	33	0	0	0	0	0	327	41	7	0	0	0						0	0	0	0	0	0	214	90	50	177	16	0	0	0	0	0	0	0	0	0	0	0	0	0	131	38	23	0	0	0	
4231																																																									0	0	0									0	19	0	60	0	0	0	0	0		0	0	0	28	0	0	0	0	0	102	0	0	0	0	0						0	0	0	0	0	0	290	0	43	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	6	0	0	0	
4437																																																									0	0	0									0	0	0	141	0	0	0	0	0		0	0	0	0	0	0	0	0	0	46	0	0	0	0	0						0	0	0	0	0	0	488	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	13	0	0	0	
4745																																																									0	0	0									0	0	0	2	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	104	95	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	
4839																																																									0	0	0									0	0	0	82	0	35	0	0	0		0	0	0	0	0	0	231	0	0	2734	0	478	0	0	0						0	0	0	0	0	50	486	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	6	119	0	0	0	
5005																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	75	0	0	1383	185	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	
5050																																																									0	0	0									0	0	0	162	0	29	0	0	0		0	0	416	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	150	0	81	0	0	0	48	0	0	39	0	0	0	0	0	8	0	0	702	128	82	0	0	0	
5069																																																									0	0	0									0	0	0	0	0	0	0	0	0		2051	0	0	0	0	0	1160	0	0	13912	2486	231	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																									0	0	49									99	0	43	22	0	76	0	183	755		0	0	0	15	155	901	0	0	0	88	20	183	0	0	0						0	0	0	0	0	0	122	188	440	0	43	99	0	155	0	0	139	0	0	0	0	5	0	9	162	7	26	0	0	0	
5210																																																									0	0	0	0	0	0	0	0	0	0	0	0	38	0	50	44	20	0	0	52	0	24	0	652	246	0	0	101	0	0	496	5	303	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3928	1304	597	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	37	0	0	0	0	
5247																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	493	3	0	19	10	0	0	0	0	0	0	0	0	0	0	0	0	0	139	44	0	0	0	0	
5274																																																									0	0	0									0	0	0	228	0	0	0	0	0		0	183	0	0	0	0	0	0	0	162	0	60	0	0	0						0	0	0	0	0	0	356	0	164	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	7	78	0	0	0	
5331																																																									0	0	0									0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5452																																																									0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	69	0	330	0	0	0						0	0	0	0	0	0	1671	179	258	0	0	112	0	0	0	0	0	0	0	0	0	5	2	0	49	0	2	0	0	0	
5461																																																									0	0	0									0	0	0	7	391	744	0	46	0		0	0	0	0	0	0	0	0	0	50	0	0	0	0	0						0	0	0	125	0	0	73	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	
5751																																																									0	0	0									51	34	0	0	0	12	0	0	0		336	0	0	181	0	131	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	136	0	37	34	0	51	0	0	173	0	0	156	0	0	0	0	0	0	22	0	38	0	0	0	
5939																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	0	1097	0	0	0	0	714	0	968	191	0	0	310	0	0	6588	0	30290	0	0	0	0	0	0	0	0	0	0	0	2299	0	844	12649	774	17112	0	0	0	882	0	2009	882	0	2009	0	0	0	0	0	0	262	0	69	0	0	0	
6039																																																									0	0	0									0	225	0	65	187	11	0	0	0		68	0	0	0	0	24	0	0	0	140	47	59	0	0	0						0	0	0	0	0	0	161	11	111	227	2	0	0	0	0	0	0	0	0	0	0	23	1	0	313	22	110	0	0	0	
6057																																																									0	0	0									0	80	0	78	0	12	0	0	0		0	0	0	64	0	0	0	0	0	138	0	86	0	0	0						0	0	0	0	0	0	90	0	75	108	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																									0	0	0									0	489	14	0	0	0	0	0	0		0	0	0	195	0	0	0	0	0	7	0	0	0	0	0						0	0	0	0	0	0	1	0	0	489	14	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	
6329																																																									0	0	0									0	0	0	740	0	301	0	0	0		0	0	0	0	0	1	0	0	0	484	0	1605	0	0	0						0	0	0	0	0	0	661	0	33	8	0	0	0	0	0	0	0	0	0	0	0	28	0	33	705	7	100	0	0	0	
6842																																																									0	0	0									0	34	0	14	46	0	0	0	0		0	0	0	69	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	198	30	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	28	6	0	0	0	
6972																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	168	0	0	126	0	0	0	0	0	31	3	0	136	0	4	0	0	0	
7009																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	435	0	70	12	0	0	0	0	0	0	0	0	0	0	0	7	2	0	477	0	50	0	0	0	
7157																																																									0	0	0									29	0	0	3	0	22	0	0	0		0	0	0	9	0	97	0	0	0	0	0	36	0	0	0						0	0	0	0	0	0	53	7	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	55	37	14	0	0	0	
7166																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	
7456																																																									0	0	0									334	307	0	276	0	0	0	0	0		0	0	0	0	0	52	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	29	0	0	307	0	334	0	6	0	0	6	0	0	0	0	0	0	0	48	10	10	0	0	0	
7634																																																									0	0	0									0	0	0	169	44	17	0	0	0		68	0	0	0	0	0	0	0	0	93	0	0	0	0	0						0	0	0	0	0	0	77	15	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	50	159	0	0	0	
8033																																																									0	0	0									165	0	195	696	325	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	337	105	0	0	195	165	0	205	165	0	186	149	0	0	0	0	0	0	372	732	2	0	0	0	
8154																																																									0	0	0									0	0	0	5	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	10	0	0	0	
8417																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																									0	0	0									36	0	0	8	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	39	2	5	0	0	0	
8547																																																									0	0	0									0	0	0	0	0	40	0	0	0		0	0	0	0	231	0	0	0	0	728	0	0	0	0	0						0	0	0	0	0	0	410	211	264	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	43	27	35	0	0	0	
8631																																																									0	0	0												0	0	0	0	0	0		35	0	0	0	0	0	0	0	0	327	0	0	0	0	0						0	0	0	0	0	0	410	11	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	51	152	0	0	0	
8855																																																									0	0	0									0	0	0	0	200	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9115																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	592	0	376	0	0	0	0	0	0	0	0	0	0	0	118	0	109	243	27	287	401	167	0	0	0	0	0	0	0	0	0	0	0	0	0	107	50	0	0	0	0	
9160																																																									0	0	0									0	0	0	0	0	0	0	0	0		28	0	0	0	0	0	0	0	0	959	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	
9339																																																									0	0	0									0	0	0	266	0	10	0	0	0		89	0	0	0	0	0	0	0	0	354	0	0	0	0	0						0	0	0	724	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	56	0	0	0	
9357																																																									0	0	0									0	0	0	0	45	171	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	
9553																																																									0	0	0									0	84	1	15	0	0	0	0	0		0	0	0	0	57	0	0	0	0	2	0	0	0	0	0						0	0	0	0	0	0	89	65	0	84	1	0	35	0	0	31	0	0	0	0	0	0	0	0	46	15	0	0	0	0	
9807																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	2470	0	0	0	0	1521	0	2822	0	0	0	332	0	0	11326	212	12234	0	0	0	0	0	0	0	0	0	0	0	2035	0	536	290	168	3743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	
9955																																																									0	0	0									0	22	0	579	0	65	0	0	0		0	0	0	391	0	0	0	0	0	0	0	20	0	0	0						0	0	0	0	0	0	421	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	7	0	0	0	
