"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	
8154																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	2	0	0	0	0	0	0	true	0	0	
8417																							12971	0	0	0	0	0	0	0	0	12971	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	
8462																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	false	0	0	
8547																							1106	0	33	0	0	10000	0	0	0	1106	33	0	0	0	0	411	0	0	0	2000	8000	0	0	false	0	0	
8631																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	false	0	0	
8855																							0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	545	1	0	0	0	0	0	0	true	66412	57	
9115																							0	0	132	0	0	9587	0	0	0	0	132	0	0	0	0	5453	3	0	0	0	0	0	0	false	0	9587	
9160																							0	0	0	0	0	7650	0	0	0	0	0	0	0	0	0	590	1	0	0	0	7650	0	0	false	0	0	
9339																							1286	0	245	2000	0	31000	0	0	0	1286	0	0	0	0	245	7650	5	0	0	10000	19000	0	0	true	0	0	
9357																							0	0	0	35000	0	35000	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	false	0	0	
9553																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	false	0	0	
9807																							0	0	4146	60000	0	110808	0	0	0	0	1207	0	324	0	2615	6694	3	0	0	0	50808	0	0	true	0	0	
9955																							0	0	0	0	0	874	0	0	0	0	0	0	0	0	0	1213	2	0	0	0	874	0	0	true	0	0	
10157																							0	0	327	1000	0	6375	0	0	0	0	0	0	27	0	300	1260	2	0	0	875	4500	0	0	false	0	0	
10250																							0	0	225	0	0	0	0	0	0	0	0	225	0	0	0	137	0	0	0	0	0	0	0	true	0	0	
10577																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	true	0	0	
10849																							0	0	0	500	0	6924	0	0	0	0	0	0	0	0	0	2469	1	0	0	3262	3162	0	0	true	0	0	
10858																							0	0	35	0	0	5754	0	0	0	0	0	0	0	0	35	1745	1	0	0	0	5500	0	0	true	0	254	
11145																							220	0	6	395	0	4404	0	0	0	220	0	0	6	0	0	1110	0	0	0	217	3792	0	0	false	0	0	
11350																							0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	false	0	24	
11640																							0	0	0	0	0	10823	0	0	0	0	0	0	0	0	0	3947	1	0	0	10000	823	0	0	false	0	0	
11837																							0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	false	0	0	
12030																							0	0	249	0	0	0	0	0	0	0	0	0	0	0	249	3759	2	0	0	0	0	0	0	false	0	0	
12058																							0	0	200	0	0	2030	0	0	0	0	0	0	200	0	0	538	8	0	0	0	2000	30	0	false	0	0	
12142																							0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	527	0	0	0	0	0	0	0	false	0	0	
12245																							0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	537	0	0	0	3500	0	0	0	false	0	0	
12311	112745	6987	14031	4000	31937	2355460	0	4315	2672	59235	321634	14	32361	21573	17000	0	697241	340714	true	2748950	1296505	0						2355460					640	0	6128	0	7263												
12357																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	false	0	0	
12405																							240	0	739	0	240	1061	0	0	0	0	0	0	459	0	280	1474	0	240	0	1061	0	0	0	false	0	0	
12647																							0	0	22	0	0	0	0	0	0	0	0	0	22	0	0	792	1	0	0	0	0	0	0	true	0	0	
12656																							0	0	58	0	0	0	0	0	0	0	0	0	58	0	0	80	1	0	0	0	0	0	0	false	0	0	
12937																							0	76	0	0	0	1896	0	0	76	0	0	0	0	0	0	2507	2	0	0	0	0	0	0	false	0	1896	
12946																							52	766	249	7500	0	14648	0	760	6	52	0	0	193	0	56	3232	1	0	0	0	7082	0	0	false	0	66	
12955																							0	0	0	3000	0	4000	0	0	0	0	0	0	0	0	0	377	0	0	0	1000	0	0	0	true	0	0	
13037																							0	0	570	0	0	0	0	0	0	0	0	0	292	0	278	6479	4	0	0	0	0	0	0	false	0	0	
13103																							0	0	125	0	0	3225	0	0	0	0	0	0	125	0	0	2100	0	0	0	0	3225	0	0	false	0	0	
13251																							0	0	106	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	false	0	0	
13309																							0	0	462	130000	0	220142	0	0	0	0	190	0	272	0	0	27101	4	0	0	2000	85948	0	0	true	0	2194	
13457																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	false	0	0	
14052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	false	0	0	
14155																							0	0	104	1000	0	1000	0	0	0	0	0	0	104	0	0	145	0	0	0	0	0	0	0	false	0	0	
14258																							0	0	205	20000	0	20000	0	0	0	0	0	0	205	0	0	21859	4	0	0	0	0	0	0	true	0	0	
14409	123288	0	18325	55522	264	350151	17015	0	0	123024	80675	5	264	0	56138	232941	0	0	true	0	5550	0						344601					0	0	82	0	1228												
14454																							0	0	0	775	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
14650																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	1	0	0	0	0	0	0	false	0	0	
14753																							0	0	48	0	0	0	0	0	0	0	0	0	48	0	0	186	0	0	0	0	0	0	0	false	0	0	
14865																							0	0	156	0	0	0	0	0	0	0	0	0	76	0	80	871	0	0	0	0	0	0	0	false	0	0	
14931																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	1	0	0	0	0	0	0	false	0	0	
14940																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	true	0	0	
15536																							0	0	1361	0	0	0	0	0	0	0	461	0	52	0	848	3455	2	0	0	0	0	0	0	true	0	0	
15732																							0	0	489	0	0	0	0	0	0	0	0	0	489	0	0	2029	1	0	0	0	0	0	0	false	0	0	
16337																							0	0	752	0	0	17069	0	0	0	0	166	0	0	0	586	2130	1	0	0	0	17069	0	0	false	0	0	
16355																							0	0	0	1000	0	1000	0	0	0	0	0	0	0	0	0	669	2	0	0	0	0	0	0	false	0	0	
16458																							0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	5974	3	0	0	0	2041	0	0	true	0	39	
16551																							0	0	0	0	0	8921	0	0	0	0	0	0	0	0	0	469	0	0	0	1000	7921	0	0	false	0	0	
16748																							0	0	56	2000	0	2000	0	0	0	0	10	0	46	0	0	757	1	0	0	0	0	0	0	false	0	0	
16766																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6931	3	0	0	0	0	0	0	false	0	0	
16944																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	1	0	0	0	0	0	0	false	0	0	
16953																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	false	0	0	
17110																							1194	0	0	0	0	6	0	0	0	1194	0	0	0	0	0	980	1	0	0	0	0	0	0	false	0	6	
17147																							171	1828	90	32000	171	51534	0	0	1828	0	0	0	72	0	18	29946	7	171	0	0	16902	0	0	true	0	2632	
17259																							10	0	45	24	0	2173	0	0	0	10	0	0	45	0	0	683	1	0	0	58	2091	0	0	false	0	0	
17464																							3260	0	0	19000	3127	19000	0	0	0	133	0	0	0	0	0	1167	0	3735	0	0	0	0	0	true	0	0	
17549																							0	0	1750	0	0	0	0	0	0	0	0	0	55	0	1695	5	0	0	0	0	0	0	0	false	0	0	
17642																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	false	0	0	
17839																							0	0	351	0	0	0	0	0	0	0	20	0	123	0	208	4888	3	0	0	0	0	0	0	false	0	0	
17950																							0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	280	0	0	0	268	1812	0	0	false	0	0	
18050																							0	0	15	0	0	4503	0	0	0	0	0	0	15	0	0	3040	3	0	0	0	4503	0	0	true	0	0	
18126																							2351	0	154	184877	0	235469	0	0	0	2351	0	0	154	0	0	729	0	0	0	50000	0	312	124	false	0	156	
18135																							0	42	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
18368																							0	0	0	0	0	5680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5680	0	0	false	0	0	
18377																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
18827																							0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	757	false	0	0	
18836																							0	0	47	1151	0	1575	0	0	0	0	47	0	0	0	0	1709	1	0	0	424	0	0	0	false	0	0	
18854																							0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	401	2	0	0	0	0	0	0	false	0	0	
18863																							994	464	500	10400	0	19825	0	0	464	934	60	0	30	0	410	5426	5	0	60	9425	0	0	0	true	0	0	
18957																							0	0	32	0	0	2432	0	0	0	0	0	0	32	0	0	357	1	0	0	0	2432	0	0	false	0	0	
19356																							0	0	85	0	0	0	0	0	0	0	0	0	0	0	85	5	0	0	0	0	0	0	0	false	0	0	
19730																							4387	0	242	10000	507	20000	0	0	0	3880	0	0	242	0	0	57572	3	507	0	10000	0	0	0	false	0	0	
19936																							0	0	48	0	0	0	0	0	0	0	0	0	48	0	0	2249	10	0	0	0	0	0	0	false	0	0	
19972																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	false	0	0	
20053																							0	0	0	500	0	1350	0	0	0	0	0	0	0	0	0	62	0	0	0	450	0	0	0	false	0	400	
20147																							0	0	113	0	0	738	0	0	0	0	0	0	113	0	0	291	5	0	0	0	738	0	0	false	0	0	
20259																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	false	0	0	
20370																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20512																							0	0	259	0	0	10000	0	0	0	0	0	0	0	0	259	320	0	0	0	0	10000	0	0	false	0	0	
20633																							0	0	311	0	0	0	0	0	0	0	0	0	113	0	198	2919	1	0	0	0	0	0	0	false	0	0	
20754																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20839																							0	0	21	0	0	3000	0	0	0	0	0	0	0	0	21	1851	2	0	0	1000	2000	0	0	false	0	0	
20857																							0	0	21	917	0	3565	0	0	0	0	0	0	21	0	0	600	2	0	0	933	1715	0	0	false	0	0	
20866																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	2	0	0	0	0	0	0	false	0	0	
21256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	1	0	0	0	0	0	0	true	0	0	
21359																							0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	290	false	0	0	
21630																							0	0	192	0	0	5393	0	0	0	0	0	0	0	0	192	1325	2	0	0	0	5393	0	0	false	0	0	
21658																							0	0	0	2050	0	4462	0	0	0	0	0	0	0	0	0	919	0	0	0	1359	1000	0	0	true	3700	53	
22048																							0	0	508	0	0	578	0	0	0	0	0	0	360	0	148	6256	5	0	0	0	331	0	0	false	0	247	
22235																							0	0	147	4000	0	11300	0	0	0	0	0	0	147	0	0	1955	0	0	0	4300	3000	0	0	false	0	0	
22356																							0	0	0	0	0	288	0	0	0	0	0	0	0	0	0	931	0	0	0	0	0	0	0	false	0	288	
22459																							0	0	0	0	0	1950	0	0	0	0	0	0	0	0	0	2909	4	0	0	1745	0	0	0	false	0	205	
22543																							0	0	0	40	0	134	0	0	0	0	0	0	0	0	0	613	1	0	0	32	62	0	0	false	0	0	
22552																							0	0	200	1700	0	1700	0	0	0	0	0	40	0	0	160	422	2	0	0	0	0	0	0	true	0	0	
22730																							0	0	49	0	0	0	0	0	0	0	0	0	49	0	0	225	0	0	0	0	0	0	0	false	0	0	
22860																							1250	0	0	0	0	130000	0	0	0	0	0	0	0	0	0	115	0	0	1250	0	0	0	0	false	0	130000	
22936																							0	0	2	0	0	461	0	0	0	0	0	0	2	0	0	2304	2	0	0	0	461	0	0	false	0	0	
22954																							0	0	0	0	0	1366	0	0	0	0	0	0	0	0	0	292	1	0	0	0	1366	0	0	true	0	0	
23036																							0	0	99	0	0	0	0	0	0	0	24	0	75	0	0	3687	1	0	0	0	0	0	0	true	0	0	
23045																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	1	0	0	0	0	0	0	false	0	0	
23241																							23350	914	7137	9587	0	577074	5057	0	914	23350	0	0	1424	0	656	26851	11	0	0	22649	537953	941	5944	true	0	0	
23344																							185	0	0	10818	185	16318	0	0	0	0	0	0	0	0	0	522	0	225	0	4000	1500	0	0	false	0	0	
23456																							0	0	86	0	0	251	0	0	0	0	0	27	0	0	59	399	0	0	0	0	251	0	0	true	0	0	
23504																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822	0	0	0	0	0	0	0	false	0	0	
23540																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	false	0	0	
23643																							0	0	186	37	0	641	0	0	0	0	0	0	30	0	156	1987	2	0	0	83	521	0	0	false	0	0	
23755																							364	0	174	2000	364	2000	0	0	0	0	0	0	0	0	174	2381	2	685	0	0	0	0	0	true	0	0	
23812																							0	0	463	6000	0	21901	0	0	0	0	0	0	463	0	0	3389	3	0	0	10000	5901	0	0	true	0	0	
24006																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
24266																							443	228	1488	0	443	839	0	228	0	0	0	0	0	0	1488	4437	3	443	0	0	0	0	0	false	0	839	
24453																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1925	2	0	0	0	0	0	0	false	0	0	
24659																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	false	0	0	
24668																							94	0	7	0	94	0	0	0	0	0	0	0	0	0	7	817	0	94	0	0	0	0	0	false	0	0	
24855																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	2	0	0	0	0	0	0	false	0	0	
24949																							0	0	474	13000	0	30000	0	0	0	0	0	0	122	0	352	2316	2	0	0	8000	9000	0	0	true	0	0	
25357																							0	0	61	400	0	400	0	0	0	0	61	0	0	0	0	245	0	0	0	0	0	0	0	false	0	0	
25450																							0	0	32	0	0	9373	0	0	0	0	0	0	32	0	0	40	0	0	0	0	0	0	9358	true	0	15	
25647																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3391	2	0	0	0	0	0	0	false	0	0	
25852																							1	-6	0	3000	1	4000	0	0	-6	0	0	0	0	0	0	1918	2	1	0	1000	0	0	0	true	0	0	
26149																							0	348	98	0	0	0	0	0	348	0	0	0	0	70	28	453	0	0	0	0	0	0	0	false	0	0	
26233																							0	0	126	0	0	331	0	0	0	0	0	0	126	0	0	975	1	0	0	0	0	51	0	true	0	280	
26242																							0	0	77	23375	0	29375	0	0	0	0	0	0	77	0	0	990	0	0	0	0	6000	0	0	false	0	0	
26457																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
26756																							0	0	15	200	0	900	0	0	0	0	0	0	0	0	15	638	2	0	0	300	400	0	0	true	0	0	
26765																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	false	0	0	
26859																							0	0	1622	5000	0	6711	0	0	0	0	685	0	0	0	937	265	0	0	0	190	1302	0	0	false	0	219	
26916																							0	0	0	3000	0	6000	0	0	0	0	0	0	0	0	0	3903	3	0	0	3000	0	0	0	false	0	0	
27548																							2268	0	466	11800	387	42700	0	0	0	1881	0	0	306	0	160	10213	3	387	0	8400	22500	0	0	true	0	0	
27614																							0	0	90	0	0	0	0	0	0	0	0	0	90	0	0	336	0	0	0	0	0	0	0	false	0	0	
27838																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	1	0	0	0	0	0	0	true	0	0	
27847																							165	0	4	0	0	1734	0	0	0	165	0	0	0	4	0	254	0	0	0	0	1734	0	0	false	0	0	
28013																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1906	1	0	0	0	0	0	0	false	0	0	
28152																							0	0	0	400	0	3054	0	0	0	0	0	0	0	0	0	84	0	0	0	0	2654	0	0	false	0	0	
28255																							0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	494	1	0	0	0	0	0	0	true	0	0	
