RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDA519,RCFDA520,RCFDB556,RCFDC009,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,0,77,23,950,0,211,0,0,0,639,0,0,0,0,,0,0,0,37,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,171,0,408,0,13,0,0,0,224,0,0,0,0,,0,0,0,242,2017-06-30
,,,,,,,,,,,,,,,,,,,,,29,2016,448,7858,120,157,0,0,0,712,0,0,0,0,,4525,0,0,279,2017-06-30
,,,,,,,,,,,,,,,,,,,,,33,5,52,160,17,50,0,0,0,53,0,0,0,0,,0,0,0,354,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,415,0,1503,,53,,,,393,,,,,,642,0,0,457,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,4129,0,13961,0,3688,2153,0,0,1374,0,0,0,0,,4770,0,0,505,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,230,0,7018,265,324,,,,1149,,,,,,5315,0,0,1155,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,183,0,1620,101,131,0,0,0,1306,0,0,0,0,,0,0,0,1351,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,1258,0,12692,2242,2302,,,,3098,,,,,,6034,0,0,1454,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,265,0,1384,,40,,,,1079,,,,,,0,0,0,1557,2017-06-30
,,,,,,,,,,,,,,,,,,,,,23,176,848,13196,221,266,,,,1252,,,,,,9815,839,0,1669,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,1883,0,3089,889,889,,,,317,,,,,,0,0,0,1856,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,1106,1176,8010,0,542,0,0,0,794,0,0,0,0,,4081,0,311,2040,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,363,0,5198,224,224,0,0,0,1021,0,0,0,0,,3590,0,0,2161,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,32504,38080,186712,440,9562,0,0,0,10620,6437,0,0,0,,77215,0,18731,2376,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,41,0,197,37,37,,,,119,,,,,,0,0,0,2554,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,174,1127,3919,154,808,315,257,0,1810,0,0,0,0,,0,0,0,2732,2017-06-30
,,,,,,,,,,,,,,,,,,,,,0,225,0,2554,157,157,0,0,0,661,0,0,0,0,,1511,0,0,2750,2017-06-30
,,,,,,,,,,,,,,,,,,,,,494,922,0,4210,380,921,0,0,0,2367,0,0,0,0,,0,0,0,3252,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,231,0,834,,158,,,,445,,64,,,,0,0,0,3458,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,261,1130,8973,134,134,,,,879,,,,,,1837,0,4732,3720,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,3270,1609,25455,,4375,1781,,,2913,,,,,,13288,0,0,3971,2017-06-30
,,,,,,,,,,,,,,,,,,,,,,264,0,7433,,275,,,,1178,,,,,,4721,0,995,4156,2017-06-30
